"long"	"lat"	"mass"	"time"	"seconds"	"dist"	"moist"	"elev"
-93.977257	43.923809	35.58	3884	3	248	16.6	1054.52
-93.977258	43.923753	37.33	3887	3	243	16.4	1054.52
-93.977258	43.923697	37.33	3891	4	328	16.4	1054.52
-93.977258	43.923641	38.27	3894	3	246	16.5	1054.52
-93.977258	43.923585	36.87	3897	3	244	16.5	1054.52
-93.977259	43.923529	35.09	3900	3	246	16.7	1054.19
-93.977259	43.923472	38.58	3903	3	244	16.4	1053.86
-93.977259	43.923416	38.58	3907	4	320	16.4	1053.54
-93.97726	43.923359	37.23	3910	3	253	16.1	1053.54
-93.97726	43.923304	34.86	3913	3	239	16.5	1053.54
-93.977262	43.923249	36.61	3916	3	235	16.6	1053.21
-93.977262	43.923194	36.86	3919	3	240	16.5	1052.88
-93.977262	43.923139	36.86	3923	4	316	16.5	1052.88
-93.977263	43.923083	35.59	3926	3	241	16.5	1053.54
-93.977262	43.923028	37.42	3929	3	239	16.6	1053.21
-93.977263	43.922973	38.66	3932	3	233	16.2	1053.54
-93.977262	43.922918	38.68	3935	3	239	16.3	1053.54
-93.977262	43.922863	38.68	3939	4	314	16.3	1054.19
-93.977262	43.922807	36.6	3942	3	241	16.1	1053.21
-93.977263	43.922751	40.12	3945	3	244	16.1	1052.22
-93.977262	43.922695	38.76	3948	3	241	15.7	1052.88
-93.977262	43.922639	37.8	3951	3	241	16.2	1052.88
-93.977263	43.922584	37.8	3949	4	320	16.2	1053.21
-93.977263	43.922527	34.93	3952	3	246	15.9	1052.55
-93.977263	43.922472	37.18	3955	3	241	16	1052.88
-93.977263	43.922415	36.67	3958	3	243	15.9	1052.88
-93.977264	43.92236	37.02	3961	3	240	15.9	1052.55
-93.977263	43.922304	37.02	3965	4	322	15.9	1052.55
-93.977262	43.922247	35.67	3968	3	241	16	1052.55
-93.977263	43.922192	36.02	3971	3	240	16.2	1052.55
-93.977262	43.922136	37.35	3974	3	238	16.1	1052.55
-93.977263	43.92208	36.89	3977	3	241	16	1051.9
-93.977263	43.922024	39.07	3980	3	242	16.5	1051.9
-93.977262	43.921968	36.41	3983	3	243	16.4	1051.9
-93.977263	43.921913	38.84	3986	3	242	16.1	1051.57
-93.977262	43.921857	37.58	3989	3	242	16.4	1051.9
-93.977261	43.9218	35.04	3992	3	242	16	1051.9
-93.977261	43.921745	37.22	3995	3	246	16.2	1051.9
-93.977261	43.921689	35.76	3998	3	242	16.3	1051.57
-93.977262	43.921634	37.01	4001	3	240	16.7	1051.24
-93.977262	43.921579	35.25	4004	3	239	16.5	1051.9
-93.977261	43.921524	35.8	4007	3	236	16.7	1051.9
-93.977261	43.921468	33.73	4010	3	244	16.6	1051.9
-93.977263	43.921413	36.02	4013	3	241	16.2	1051.24
-93.977263	43.921357	37.67	4016	3	243	16.1	1051.24
-93.977265	43.921303	35.37	4019	3	239	16.3	1051.9
-93.977265	43.921248	36.95	4022	3	235	15.9	1051.9
-93.977267	43.921192	37.25	4025	3	238	16.4	1051.9
-93.977269	43.921137	36.6	4028	3	239	16	1051.24
-93.97727	43.921082	21.67	4031	3	239	16	1051.57
-93.977271	43.921027	6.35	4034	3	240	16.5	1051.24
-93.977156	43.921109	35.9	4058	3	253	15.9	1051.24
-93.977154	43.921164	36.06	4061	3	237	16.2	1051.24
-93.977154	43.921219	35.58	4064	3	235	16.2	1051.24
-93.977152	43.921275	37.15	4067	3	239	16.3	1051.57
-93.97715	43.92133	36.68	4070	3	239	16.3	1051.24
-93.977149	43.921386	38.77	4073	3	241	15.8	1050.91
-93.977149	43.921442	35.07	4076	3	239	16.3	1050.91
-93.977148	43.921497	39.27	4079	3	245	16.3	1051.57
-93.977149	43.921553	40.39	4082	3	239	16.2	1050.91
-93.977149	43.921608	37.88	4085	3	241	16.2	1051.24
-93.977149	43.921664	39.87	4088	3	244	15.9	1051.9
-93.97715	43.921718	39.56	4091	3	241	16.4	1052.22
-93.97715	43.921772	39.25	4094	3	235	16.4	1051.9
-93.97715	43.921828	40.1	4097	3	235	16	1051.57
-93.977151	43.921883	38.29	4100	3	238	16.3	1051.24
-93.977151	43.921938	36.25	4103	3	240	16	1051.24
-93.977152	43.921993	34.06	4106	3	235	16.6	1051.57
-93.977152	43.922048	38.05	4109	3	240	16.2	1051.9
-93.977152	43.922102	38.4	4112	3	236	16.1	1052.22
-93.977151	43.922157	38.49	4115	3	235	16.3	1052.55
-93.977151	43.922214	33.93	4118	3	242	16.2	1050.91
-93.977151	43.922269	36.54	4121	3	236	16	1049.93
-93.977153	43.922324	37.81	4124	3	240	16.2	1049.6
-93.977152	43.922379	37.82	4127	3	239	15.7	1049.6
-93.977152	43.922434	38.24	4130	3	235	15.9	1049.27
-93.977153	43.922488	37.16	4133	3	241	15.9	1049.27
-93.977153	43.922543	36.17	4136	3	241	15.5	1049.27
-93.977153	43.922598	36.44	4139	3	238	16.1	1048.94
-93.977153	43.922653	36.54	4142	3	237	15.7	1048.62
-93.977154	43.922708	32.93	4145	3	239	15.9	1048.94
-93.977154	43.922764	37.51	4148	3	235	16	1048.94
-93.977153	43.92282	37.47	4151	3	238	16.3	1049.27
-93.977153	43.922877	39.79	4154	3	244	16.2	1049.27
-93.977154	43.922932	39.99	4157	3	244	16.4	1049.27
-93.977154	43.922987	39.84	4160	3	241	16.3	1048.94
-93.977154	43.923043	38.33	4163	3	244	16.2	1048.62
-93.977155	43.923099	40.47	4166	3	239	16	1048.94
-93.977154	43.923154	38.41	4169	3	239	16	1048.94
-93.977153	43.923211	37.44	4172	3	239	16.4	1048.94
-93.977154	43.923266	37.19	4175	3	247	15.9	1048.94
-93.977153	43.923321	36.37	4178	3	240	16.3	1049.27
-93.977152	43.923378	38.22	4181	3	241	16.2	1049.27
-93.977151	43.923433	38.12	4184	3	241	16.3	1049.93
-93.97715	43.92349	36.43	4187	3	242	16.3	1049.93
-93.97715	43.923545	38.79	4190	3	244	16.1	1049.93
-93.97715	43.923601	38.21	4193	3	245	16.1	1050.26
-93.97715	43.923657	36.16	4196	3	239	16.3	1050.58
-93.977149	43.923714	37.39	4199	3	241	16	1051.24
-93.977149	43.92377	39.38	4202	3	247	16.6	1050.91
-93.977148	43.923826	38.72	4203	3	243	16.6	1050.58
-93.977147	43.923882	37.8	4206	3	245	16.4	1050.58
-93.977146	43.923938	35.91	4209	3	246	16.2	1050.91
-93.977147	43.923995	34.02	4212	3	251	16.3	1050.91
-93.977146	43.924052	37.3	4215	3	244	16.2	1051.24
-93.977146	43.924109	37.9	4218	3	247	16.4	1050.91
-93.977144	43.924166	37.73	4221	3	250	16.5	1050.91
-93.977144	43.924224	39.36	4224	3	251	16.5	1050.91
-93.977145	43.924281	38.13	4227	3	246	16.5	1051.24
-93.977143	43.924339	40.51	4230	3	248	16.4	1050.91
-93.977142	43.924396	38.18	4233	3	250	16.6	1050.58
-93.977141	43.924454	39.02	4236	3	252	16.6	1050.58
-93.97714	43.924512	40.1	4239	3	251	16.7	1050.26
-93.977139	43.92457	40.95	4242	3	251	16.5	1050.26
-93.977139	43.924629	39.85	4245	3	248	16.5	1049.93
-93.977139	43.924688	41.99	4248	3	257	16.2	1049.6
-93.977138	43.924746	41.53	4251	3	257	16.7	1049.6
-93.97714	43.924806	40.85	4254	3	256	16.8	1049.27
-93.97714	43.924864	41.7	4257	3	258	16.7	1048.62
-93.977141	43.924923	40.52	4260	3	254	16.5	1048.29
-93.977143	43.924982	38.99	4263	3	259	16.8	1047.3
-93.977143	43.925041	42.78	4266	3	256	17.1	1046.32
-93.977143	43.925102	41.62	4269	3	259	17.4	1045.34
-93.977144	43.925162	42.38	4272	3	263	16.9	1044.02
-93.977146	43.925223	44.16	4275	3	266	17.2	1042.38
-93.977147	43.925281	42.61	4278	3	261	17.3	1041.4
-93.977148	43.92534	45.11	4281	3	253	17.7	1039.76
-93.977148	43.925397	43.97	4284	3	254	17.6	1038.45
-93.977149	43.925454	44.26	4287	3	247	18	1037.14
-93.97715	43.925511	41.35	4290	3	247	18.1	1036.15
-93.977152	43.925569	43.92	4293	3	248	17.8	1034.84
-93.977152	43.925626	42.15	4296	3	257	17.8	1033.53
-93.977153	43.925681	39.61	4299	3	251	17.5	1032.54
-93.977154	43.925738	43.68	4302	3	247	17.5	1030.9
-93.977156	43.925795	44.92	4305	3	247	16.7	1030.58
-93.977156	43.92585	44.79	4308	3	244	16.4	1029.59
-93.977157	43.925906	41	4311	3	241	16.7	1028.61
-93.977158	43.925962	42.6	4314	3	245	17	1027.62
-93.977159	43.926018	42.15	4317	3	244	17.5	1027.3
-93.97716	43.926074	43.78	4320	3	239	17.2	1026.97
-93.977162	43.92613	41.42	4323	3	246	17.4	1026.97
-93.977164	43.926185	35.95	4326	3	238	17.1	1026.31
-93.977165	43.926236	22.88	4329	3	237	17.2	1025.66
-93.977166	43.92627	15.91	4332	3	188	17.1	1025.33
-93.977166	43.926378	30.9	4344	3	128	17.1	1025.33
-93.977167	43.926421	32.79	4347	3	180	17	1025.98
-93.977168	43.926467	32.42	4350	3	190	16.7	1026.97
-93.977168	43.926515	31.39	4353	3	211	17	1027.3
-93.977169	43.926563	32.45	4356	3	209	16.8	1027.95
-93.97717	43.926611	32.42	4359	3	207	16.9	1028.61
-93.97717	43.92666	31.92	4362	3	211	17.4	1028.94
-93.977171	43.926708	32.69	4365	3	205	17.5	1030.25
-93.977172	43.926755	32.61	4368	3	214	17.2	1030.9
-93.977174	43.926803	33.34	4371	3	208	16.7	1031.56
-93.977174	43.926851	34.23	4374	3	205	16.4	1031.89
-93.977174	43.926898	32.83	4377	3	210	16.6	1032.22
-93.977175	43.926946	33.91	4380	3	208	16.6	1032.22
-93.977176	43.926995	36.7	4383	3	211	16.6	1032.54
-93.977176	43.927044	32.7	4386	3	214	16.5	1032.87
-93.977175	43.927093	29.56	4389	3	212	16.8	1032.87
-93.977178	43.927143	12.52	4392	3	219	17	1032.54
-93.977182	43.927194	3.77	4395	3	221	17.2	1032.87
-93.977063	43.927164	33.47	4419	3	235	17	1032.54
-93.977062	43.927108	34.95	4422	3	238	16.7	1032.54
-93.97706	43.927053	36.37	4425	3	242	16.7	1031.89
-93.97706	43.926998	35.99	4428	3	241	16.9	1031.56
-93.977061	43.926942	39.54	4431	3	240	16.9	1030.9
-93.97706	43.926886	37.75	4434	3	247	16.9	1030.9
-93.97706	43.926829	38.49	4437	3	242	17.1	1030.58
-93.977058	43.926772	37.93	4440	3	251	17.4	1030.25
-93.977057	43.926716	36.85	4443	3	245	17	1029.59
-93.977055	43.92666	36.5	4446	3	243	17.5	1028.61
-93.977055	43.926604	36.42	4449	3	248	17.3	1027.62
-93.977054	43.926549	38.37	4452	3	241	17.2	1027.3
-93.977054	43.926494	34.23	4455	3	237	17.6	1027.3
-93.977053	43.926438	32.85	4458	3	242	17.2	1026.97
-93.977051	43.926386	32.73	4461	3	232	16.9	1026.31
-93.977049	43.926232	33.8	4473	3	199	16.8	1026.64
-93.977045	43.92618	35.57	4476	3	226	17.2	1027.3
-93.977043	43.926128	38.2	4479	3	226	17.5	1028.28
-93.977042	43.926074	35	4482	3	236	17.2	1028.61
-93.977042	43.92602	35.11	4485	3	233	17.2	1029.26
-93.977041	43.925966	36.89	4488	3	231	17.1	1030.25
-93.97704	43.925911	38.45	4491	3	239	17	1030.9
-93.977038	43.925857	37.05	4494	3	235	16.8	1031.23
-93.977037	43.925802	36.09	4497	3	237	16.9	1031.56
-93.977036	43.925749	37.58	4500	3	233	17.6	1032.54
-93.977035	43.925694	35.21	4503	3	236	17.7	1033.53
-93.977034	43.925641	36.26	4506	3	237	18.3	1033.53
-93.977034	43.925588	34.22	4509	3	227	18.1	1033.86
-93.977033	43.925534	35.1	4512	3	235	17.8	1034.18
-93.977032	43.925481	35.47	4515	3	232	18.3	1034.84
-93.977031	43.925428	37.56	4518	3	229	18	1035.82
-93.97703	43.925375	34.53	4521	3	232	18	1036.81
-93.97703	43.925323	37.05	4524	3	223	18.1	1037.46
-93.977028	43.92527	38.9	4527	3	230	17.7	1038.78
-93.977027	43.925217	36.4	4530	3	224	17.7	1039.76
-93.977026	43.925165	36.28	4533	3	227	17.4	1040.74
-93.977025	43.925113	35.82	4536	3	225	17.6	1042.38
-93.977024	43.925059	35.2	4539	3	227	17.4	1043.04
-93.977023	43.925007	35.76	4542	3	233	17.2	1044.35
-93.977022	43.924952	34.47	4545	3	233	17.2	1044.68
-93.977022	43.924899	35.52	4548	3	235	17.4	1046.32
-93.977021	43.924844	39.44	4551	3	236	16.8	1046.98
-93.977021	43.92479	38.43	4554	3	239	17.3	1047.63
-93.977022	43.924735	37.79	4557	3	241	16.6	1048.29
-93.977023	43.924679	37.91	4560	3	239	16.6	1048.94
-93.977023	43.924624	37.2	4563	3	236	16.3	1049.27
-93.977024	43.924568	38.16	4566	3	245	16.6	1049.6
-93.977024	43.924512	38.45	4569	3	239	16.2	1049.27
-93.977023	43.924457	36.5	4572	3	244	16.4	1049.93
-93.977024	43.924401	37.16	4575	3	243	16.7	1049.93
-93.977024	43.924345	39.89	4578	3	241	16.6	1049.93
-93.977024	43.924291	38.62	4581	3	238	16.7	1050.26
-93.977026	43.924233	37.27	4584	3	242	16.4	1049.93
-93.977027	43.924179	36.6	4587	3	246	16.5	1050.26
-93.977028	43.924124	36.64	4590	3	238	16.7	1050.58
-93.97703	43.924068	35.8	4593	3	244	16.4	1050.58
-93.97702	43.924014	34.42	4596	3	250	16.1	1059.44
-93.977016	43.923961	31.94	4599	3	247	16.4	1063.7
-93.977019	43.923905	32.7	4602	3	236	16.4	1060.75
-93.977021	43.92385	38.15	4605	3	236	16.5	1059.77
-93.977021	43.923793	38.34	4608	3	242	16.4	1058.78
-93.977022	43.923738	37.29	4611	3	244	16.3	1059.11
-93.977023	43.923682	36.8	4614	3	241	16.2	1059.11
-93.977024	43.923626	37.39	4617	3	239	16.1	1059.11
-93.977024	43.92357	38.77	4620	3	239	15.9	1059.44
-93.977024	43.923513	37.24	4623	3	247	16.1	1059.44
-93.977025	43.923456	35.69	4626	3	244	16.1	1059.11
-93.977025	43.923399	38.36	4629	3	250	16.4	1059.11
-93.977027	43.923343	36.67	4632	3	244	16.4	1058.78
-93.977027	43.923287	38.63	4635	3	244	16.5	1058.78
-93.977028	43.923231	37.08	4638	3	242	16.2	1058.78
-93.977028	43.923176	33.86	4641	3	241	16.1	1058.78
-93.977028	43.92312	35.38	4644	3	242	16.3	1058.78
-93.977026	43.923065	34.89	4647	3	239	16	1058.78
-93.977026	43.92301	35.65	4650	3	239	15.7	1059.11
-93.977028	43.922954	34.84	4653	3	241	16	1058.46
-93.977027	43.922899	38.27	4656	3	242	16.4	1058.78
-93.977027	43.922844	36.31	4659	3	242	16	1058.78
-93.977026	43.922788	37.18	4662	3	243	16.1	1058.78
-93.977028	43.922733	37.83	4665	3	239	16.3	1058.78
-93.977027	43.922677	40.13	4668	3	240	16.3	1058.78
-93.977028	43.922622	37.55	4671	3	238	16.1	1059.11
-93.977029	43.922566	36.64	4674	3	239	16.4	1058.78
-93.977028	43.922509	36.78	4677	3	240	16.4	1058.46
-93.977028	43.922453	40.18	4680	3	247	16.3	1058.46
-93.977027	43.922398	39.38	4683	3	238	16.3	1058.46
-93.977027	43.922342	38.62	4686	3	241	16	1058.46
-93.977026	43.922286	38.14	4689	3	245	16	1058.13
-93.977026	43.92223	32.6	4692	3	243	16.1	1057.8
-93.977026	43.922175	35.44	4695	3	236	16.5	1057.47
-93.977026	43.92212	34.32	4698	3	241	16.4	1057.8
-93.977027	43.922065	34.54	4701	3	237	16.6	1057.8
-93.977027	43.922009	35.16	4704	3	239	16.2	1057.8
-93.977026	43.921953	36.75	4707	3	242	16.3	1057.47
-93.977025	43.921897	35.98	4710	3	241	16.4	1057.47
-93.977025	43.921843	34.57	4713	3	234	16.1	1057.8
-93.977024	43.921806	35.35	4716	3	238	16.3	1057.47
-93.977025	43.921731	35.29	4719	3	331	16.7	1057.47
-93.977026	43.921677	34.5	4722	3	241	17	1057.47
-93.977025	43.921623	35.02	4725	3	239	17	1057.47
-93.977025	43.921569	37.88	4728	3	236	16.9	1057.8
-93.977025	43.921514	36.54	4731	3	233	16.7	1057.8
-93.977027	43.92146	35.12	4734	3	238	16.9	1057.47
-93.977027	43.921406	32.96	4737	3	234	16.7	1057.47
-93.977028	43.921351	34.35	4740	3	234	16.6	1057.14
-93.977028	43.921297	33.95	4743	3	240	16.5	1057.47
-93.977028	43.921242	36.84	4746	3	238	16.2	1057.14
-93.977028	43.921187	36.21	4749	3	239	16.5	1057.14
-93.977028	43.921132	37.09	4752	3	238	16.6	1057.14
-93.977029	43.921076	14.97	4755	3	242	16.4	1057.14
-93.977031	43.921022	5.5	4758	3	233	16.5	1057.47
-93.976919	43.921062	31.74	4818	3	168	15.9	1057.14
-93.976917	43.921117	33.21	4821	3	248	16	1057.47
-93.976916	43.92117	33.64	4824	3	235	16.4	1058.13
-93.976916	43.921226	32.22	4827	3	241	16.2	1058.13
-93.976916	43.921281	33.53	4830	3	244	16.2	1058.13
-93.976915	43.921337	32.26	4833	3	244	16.5	1057.8
-93.976914	43.921392	32.81	4836	3	241	16.5	1057.8
-93.976914	43.921448	36.56	4839	3	240	16.2	1057.8
-93.976913	43.921505	35.96	4842	3	247	16.9	1057.47
-93.976914	43.92156	34.04	4845	3	242	16.6	1057.14
-93.976916	43.921616	35.34	4848	3	243	16.6	1055.18
-93.976915	43.921672	36.2	4851	3	243	16.3	1056.16
-93.976915	43.921728	35.36	4854	3	243	16.5	1057.14
-93.976916	43.921783	33.82	4857	3	243	16.7	1056.49
-93.976915	43.921839	33.46	4860	3	242	16.2	1056.49
-93.976917	43.921893	37.18	4863	3	236	15.9	1056.82
-93.976916	43.921948	38.36	4866	3	241	16.1	1056.82
-93.976916	43.922004	36.71	4869	3	239	16	1056.82
-93.976916	43.922059	35.3	4872	3	241	16.2	1057.14
-93.976916	43.922114	34.74	4875	3	238	16.2	1057.47
-93.976916	43.922169	32.93	4878	3	239	16	1057.14
-93.976917	43.922224	32.78	4881	3	240	16	1057.14
-93.976917	43.92228	33.87	4884	3	241	16.4	1057.47
-93.976917	43.922335	32.67	4887	3	239	16.3	1057.8
-93.976918	43.92239	34.98	4890	3	241	16.4	1057.47
-93.976918	43.922445	36.13	4893	3	239	16.2	1057.8
-93.976918	43.922499	36.69	4896	3	236	16.1	1057.8
-93.976918	43.922553	35.42	4899	3	237	16.4	1057.47
-93.976919	43.922609	32.64	4902	3	233	16.2	1057.8
-93.976919	43.922664	35.6	4905	3	237	16.2	1058.46
-93.976919	43.922719	34.43	4908	3	242	16	1058.78
-93.976919	43.922775	35.57	4911	3	235	16	1058.78
-93.976919	43.922831	35.08	4914	3	243	16	1058.46
-93.976919	43.922886	33.84	4917	3	238	15.7	1058.46
-93.976918	43.922942	35.61	4920	3	239	16	1058.78
-93.976918	43.922997	34.27	4923	3	238	16	1058.46
-93.976918	43.923053	32.89	4926	3	244	16.1	1058.46
-93.976918	43.923109	33.19	4929	3	242	15.9	1058.78
-93.976919	43.923166	33.72	4932	3	243	15.9	1058.78
-93.976919	43.923222	32.81	4935	3	248	15.9	1059.11
-93.976918	43.923278	34.42	4938	3	242	15.8	1058.78
-93.976918	43.923335	34.5	4941	3	243	16.1	1058.78
-93.976916	43.92339	32.85	4944	3	241	16	1058.78
-93.976915	43.923447	35.38	4947	3	243	15.7	1059.77
-93.976915	43.923504	37.19	4950	3	244	15.8	1060.1
-93.976915	43.92356	36.82	4953	3	246	16	1060.1
-93.976913	43.923616	36.68	4956	3	247	16	1060.1
-93.976914	43.923673	36.12	4959	3	248	16.1	1060.42
-93.976913	43.92373	37.09	4962	3	245	16.2	1060.42
-93.976914	43.923786	37.6	4965	3	242	16.2	1060.1
-93.976912	43.923844	36.48	4968	3	245	16.2	1059.77
-93.976912	43.923902	35.82	4971	3	254	16.1	1059.44
-93.976912	43.923959	34.81	4974	3	248	16.5	1059.77
-93.976912	43.924015	37.92	4977	3	239	16.5	1060.1
-93.976913	43.924073	39.33	4980	3	250	16.4	1059.11
-93.976912	43.924132	38.63	4983	3	252	16.5	1058.78
-93.976911	43.924189	37.03	4986	3	253	16.5	1058.46
-93.976911	43.924247	42.34	4989	3	256	16.3	1058.46
-93.976909	43.924303	40.34	4992	3	244	16.6	1058.46
-93.976909	43.924361	41.88	4995	3	251	16.4	1058.13
-93.976908	43.924418	36.3	4998	3	248	16.6	1057.8
-93.976907	43.924475	39.85	5001	3	250	16.7	1057.47
-93.976907	43.924532	41.69	5004	3	248	16.4	1056.82
-93.976906	43.92459	39.87	5007	3	250	16.5	1056.82
-93.976908	43.924648	39.92	5010	3	245	16.4	1056.16
-93.976907	43.924706	40.88	5013	3	253	16.4	1055.5
-93.976906	43.924766	37.02	5016	3	254	16.7	1055.18
-93.976905	43.924824	38.72	5019	3	253	16.5	1054.85
-93.976905	43.924882	40.8	5022	3	252	16.4	1054.19
-93.976906	43.924942	40.38	5025	3	258	16.7	1053.21
-93.976907	43.925	41.58	5028	3	258	16.8	1052.22
-93.976908	43.925057	38.99	5031	3	252	16.9	1050.91
-93.976909	43.925114	39.76	5034	3	247	17	1049.6
-93.97691	43.925171	38.56	5037	3	246	17.1	1048.29
-93.976911	43.925229	41.52	5040	3	250	17.5	1047.3
-93.976912	43.925287	43.16	5043	3	248	17.2	1046.32
-93.976914	43.925345	45.27	5046	3	252	17.4	1044.68
-93.976915	43.925402	44.19	5049	3	251	17.5	1043.7
-93.976915	43.925459	42.67	5052	3	246	17.4	1042.38
-93.976915	43.925516	40.82	5055	3	251	17.6	1041.4
-93.976915	43.925573	39.65	5058	3	253	17.2	1040.42
-93.976916	43.92563	40.79	5061	3	251	17.3	1039.1
-93.976919	43.925687	40.19	5064	3	243	17.5	1038.12
-93.976921	43.925744	40.32	5067	3	252	17.4	1037.14
-93.976921	43.925801	42.41	5070	3	248	17.2	1036.15
-93.976922	43.925858	42.37	5073	3	246	17	1035.5
-93.976923	43.925914	42.52	5076	3	247	16.9	1034.51
-93.976922	43.92597	39.95	5079	3	248	17	1033.86
-93.976923	43.926026	41.89	5082	3	243	17.5	1033.2
-93.976924	43.926083	41.46	5085	3	244	17.4	1032.54
-93.976924	43.926139	43.37	5088	3	243	17.2	1032.22
-93.976926	43.926195	38.14	5091	3	241	17.1	1031.56
-93.97693	43.92625	32.2	5094	3	241	17.2	1031.23
-93.976933	43.926306	31.77	5097	3	241	16.8	1030.58
-93.976934	43.926352	27.67	5100	3	230	17	1029.59
-93.976935	43.926475	32.42	5112	3	152	17.7	1030.9
-93.976935	43.926522	33.96	5115	3	179	17.4	1031.23
-93.976936	43.926572	33.8	5118	3	215	17.4	1031.89
-93.976935	43.926626	33.72	5121	3	224	17.2	1032.22
-93.976936	43.92668	34.27	5124	3	231	17.4	1033.2
-93.976937	43.926732	32.49	5127	3	231	16.7	1033.86
-93.976938	43.926786	36.05	5130	3	229	17	1034.84
-93.976938	43.92684	37.33	5133	3	236	17	1035.17
-93.976937	43.926892	35.26	5136	3	235	16.7	1035.5
-93.976938	43.926945	38.93	5139	3	229	16.8	1036.15
-93.976939	43.926999	40.14	5142	3	230	16.7	1036.15
-93.97694	43.927053	37.64	5145	3	242	16.9	1036.81
-93.97694	43.927108	33.89	5148	3	235	16.7	1037.14
-93.97694	43.927165	23.77	5151	3	241	16.8	1037.14
-93.976945	43.927219	9.23	5154	3	244	17.1	1034.84
-93.976826	43.927152	36	5178	3	221	16.5	1037.46
-93.976827	43.927097	37.24	5181	3	234	16.7	1037.46
-93.976826	43.927042	36.48	5184	3	235	16.9	1037.14
-93.976826	43.926985	36.46	5187	3	235	17	1036.81
-93.976827	43.926929	37.03	5190	3	238	16.9	1036.15
-93.976828	43.926873	33.63	5193	3	246	17	1035.82
-93.976827	43.926817	35	5196	3	244	17	1035.17
-93.976827	43.92676	36.28	5199	3	240	17.2	1034.18
-93.976825	43.926705	38.63	5202	3	245	17.3	1033.2
-93.976824	43.926649	41.68	5205	3	236	17.4	1033.2
-93.976823	43.926592	37.3	5208	3	247	17.8	1032.22
-93.976821	43.926535	32.33	5211	3	242	17.6	1031.23
-93.976821	43.926479	30.68	5214	3	243	17.6	1030.9
-93.976821	43.926425	33.38	5217	3	246	17.5	1030.25
-93.976821	43.926385	23.34	5220	3	206	17.5	1028.94
-93.976817	43.926278	32.72	5229	3	181	17	1030.25
-93.976815	43.926228	33.49	5232	3	211	17.1	1030.9
-93.976814	43.926178	34.76	5235	3	216	17.4	1031.23
-93.976811	43.926125	33.69	5238	3	275	17.5	1031.56
-93.976809	43.926072	32.39	5241	3	230	17.6	1032.22
-93.976809	43.926019	35.66	5244	3	230	17.5	1032.54
-93.976808	43.925967	33.23	5247	3	223	17.4	1033.2
-93.976806	43.925915	34.15	5250	3	224	17.4	1033.53
-93.976805	43.925862	32.86	5253	3	230	17.3	1033.86
-93.976804	43.92581	32.66	5256	3	226	17.5	1034.51
-93.976803	43.925758	33.75	5259	3	227	17.8	1035.17
-93.976803	43.925707	35.11	5262	3	226	17.8	1035.5
-93.9768	43.925655	35.14	5265	3	223	18.2	1036.81
-93.976799	43.925604	32.67	5268	3	224	18.2	1037.79
-93.976799	43.925553	33.5	5271	3	226	18.2	1038.45
-93.976797	43.925502	34.66	5274	3	218	18.1	1039.43
-93.976797	43.925451	34.58	5277	3	218	18.1	1040.74
-93.976796	43.925399	34.28	5280	3	223	18.1	1041.4
-93.976795	43.925348	32.76	5283	3	222	18	1042.38
-93.976794	43.925297	34.24	5286	3	223	17.9	1043.04
-93.976795	43.925246	33.69	5289	3	226	17.6	1044.02
-93.976793	43.925196	33.64	5292	3	214	17.3	1045.66
-93.976792	43.925148	34.56	5295	3	210	17.7	1047.3
-93.976792	43.925096	33.82	5298	3	218	17.7	1048.29
-93.976792	43.925045	36	5301	3	222	17	1048.94
-93.97679	43.924993	33.08	5304	3	222	17	1049.6
-93.97679	43.924941	34.6	5307	3	229	16.7	1049.93
-93.976788	43.924889	36.37	5310	3	227	16.7	1050.58
-93.976786	43.924837	34.96	5313	3	220	16.7	1050.91
-93.976787	43.924785	35.07	5316	3	228	17.2	1050.91
-93.976788	43.924733	33.49	5319	3	223	16.8	1051.9
-93.976789	43.924681	35.1	5322	3	227	16.8	1052.55
-93.97679	43.924628	36.85	5325	3	222	16.5	1053.86
-93.976791	43.924575	33.49	5328	3	230	16.8	1054.85
-93.976792	43.924522	33.77	5331	3	227	16.9	1055.5
-93.976792	43.92447	34.99	5334	3	225	16.9	1054.85
-93.976791	43.924417	32.95	5337	3	230	16.7	1054.19
-93.976792	43.924364	35.84	5340	3	228	17.4	1054.85
-93.976793	43.924312	33.13	5343	3	230	16.8	1054.85
-93.976792	43.924258	35.67	5346	3	230	16.6	1054.85
-93.976793	43.924205	35.94	5349	3	228	16.4	1055.5
-93.976793	43.924153	38.44	5352	3	230	16.5	1055.5
-93.976794	43.9241	34.73	5355	3	225	16.6	1055.83
-93.976796	43.924048	35.28	5358	3	227	16.4	1056.49
-93.976797	43.923993	32.48	5361	3	229	16.5	1056.82
-93.976797	43.923937	37.18	5364	3	248	16.7	1057.14
-93.976797	43.923881	34.5	5367	3	244	16.2	1056.82
-93.976796	43.923825	36.9	5370	3	244	16.4	1057.14
-93.976796	43.923769	38.61	5373	3	240	16.2	1057.47
-93.976796	43.923714	37.74	5376	3	244	16.2	1057.47
-93.976796	43.923658	34.12	5379	3	239	15.8	1057.47
-93.976795	43.923603	35.34	5382	3	235	16.1	1058.13
-93.976796	43.923547	34.75	5385	3	245	16.3	1057.8
-93.976797	43.923489	37.25	5388	3	252	16.2	1057.8
-93.976798	43.923434	36.26	5391	3	244	16.4	1057.8
-93.976797	43.923377	34.24	5394	3	250	16.1	1057.47
