"year"	"yor"	"loc"	"env"	"rep"	"gen"	"daystoflower"	"plantheight"	"earheight"	"population"	"lodged"	"moisture"	"testweight"	"yield"
2000	2000	"DU"	"2000DU"	"R3"	"7237"	80	271.78	124.46	80131.2094	6	15.3	78.55848	13.02470304
2000	2000	"DU"	"2000DU"	"R4"	"7237"	81	271.78	132.08	82523.1858	7	13.9	77.95359	12.18919489
2000	2000	"DU"	"2000DU"	"R1"	"5660"	84	264.16	104.14	93287.0796	5	16.6	75.19941	9.921270856
2000	2000	"DU"	"2000DU"	"R2"	"5660"	82	259.08	111.76	84915.1622	4	13.9	74.94201	9.252505492
2000	2000	"DU"	"2000DU"	"R3"	"5660"	80	246.38	106.68	76543.2448	4	14.3	76.12605	10.01322073
2000	2000	"DU"	"2000DU"	"R4"	"5660"	79	264.16	106.68	81327.1976	1	14.5	75.52116	12.34589847
2000	2000	"DU"	"2000DU"	"R1"	"33B51"	77	256.54	96.52	86111.1504	3	15.9	79.1505	13.94801816
2000	2000	"DU"	"2000DU"	"R2"	"33B51"	77	261.62	109.22	87307.1386	0	16.1	75.81717	12.21725832
2000	2000	"DU"	"2000DU"	"R3"	"33B51"	77	231.14	104.14	87307.1386	3	16.5	77.31009	11.9927433
2000	2000	"DU"	"2000DU"	"R4"	"33B51"	77	261.62	121.92	76543.2448	6	14.8	77.03982	12.84984712
2000	2000	"DU"	"2000DU"	"R1"	"31A13"	80	256.54	114.3	74151.2684	4	15.1	77.31009	11.18493874
2000	2000	"DU"	"2000DU"	"R2"	"31A13"	80	269.24	109.22	92091.0914	1	15.4	78.2496	12.56372592
2000	2000	"DU"	"2000DU"	"R3"	"31A13"	80	266.7	111.76	82523.1858	3	14.9	75.81717	10.76305462
2000	2000	"DU"	"2000DU"	"R4"	"31A13"	80	289.56	127	78935.2212	8	14.3	75.52116	10.51966191
2000	2000	"DU"	"2000DU"	"R1"	"32P76"	82	269.24	104.14	84915.1622	4	16.4	77.64471	13.45161054
2000	2000	"DU"	"2000DU"	"R2"	"32P76"	79	254	129.54	80131.2094	0	17	77.92785	14.04814522
2000	2000	"DU"	"2000DU"	"R3"	"32P76"	80	264.16	119.38	75347.2566	0	14.1	79.78113	11.76361059
2000	2000	"DU"	"2000DU"	"R4"	"32P76"	79	271.78	114.3	83719.174	0	15.4	78.85449	11.9768392
2000	2000	"DU"	"2000DU"	"R1"	"32R42"	80	269.24	109.22	87307.1386	3	17	77.64471	10.34817835
2000	2000	"DU"	"2000DU"	"R2"	"32R42"	85	271.78	111.76	87307.1386	3	16.9	74.29851	13.14697088
2000	2000	"DU"	"2000DU"	"R3"	"32R42"	80	266.7	104.14	81327.1976	0	15	79.13763	10.92512195
2000	2000	"DU"	"2000DU"	"R4"	"32R42"	82	261.62	124.46	75347.2566	5	15	77.95359	14.25015901
2000	2000	"DU"	"2000DU"	"R1"	"1866Bt"	78	254	116.84	92091.0914	1	14.4	78.55848	15.67585528
2000	2000	"DU"	"2000DU"	"R2"	"1866Bt"	79	266.7	111.76	94483.0678	4	15.9	77.03982	14.78533119
2000	2000	"DU"	"2000DU"	"R3"	"1866Bt"	80	279.4	139.7	70563.3038	0	17.9	77.02695	13.87999508
2000	2000	"DU"	"2000DU"	"R4"	"1866Bt"	79	281.94	139.7	77739.233	2	13.7	78.55848	13.14878894
2000	2000	"DU"	"2000DU"	"R1"	"2335"	83	256.54	101.6	77739.233	5	20.1	73.69362	11.46542677
2000	2000	"DU"	"2000DU"	"R2"	"2335"	83	264.16	116.84	94483.0678	4	19.7	74.60739	11.7497745
2000	2000	"DU"	"2000DU"	"R3"	"2335"	80	246.38	116.84	88503.1268	1	19.6	73.98963	11.83670791
2000	2000	"DU"	"2000DU"	"R4"	"2335"	82	266.7	116.84	78935.2212	7	19.2	74.87766	12.23814058
2000	2000	"DU"	"2000DU"	"R1"	"1861Bt"	81	276.86	106.68	96875.0442	7	14.9	77.63184	12.6653112
2000	2000	"DU"	"2000DU"	"R2"	"1861Bt"	77	264.16	111.76	86111.1504	2	16.7	76.42206	12.39741959
2000	2000	"DU"	"2000DU"	"R3"	"1861Bt"	81	274.32	114.3	82523.1858	2	16.8	77.3487	13.65445893
2000	2000	"DU"	"2000DU"	"R4"	"1861Bt"	81	266.7	109.22	76543.2448	1	14.9	77.61897	12.70904136
2000	2000	"DU"	"2000DU"	"R1"	"1762"	77	276.86	119.38	92091.0914	3	14.9	75.81717	13.23926804
2000	2000	"DU"	"2000DU"	"R2"	"1762"	77	276.86	121.92	96875.0442	4	14	77.03982	12.17503788
2000	2000	"DU"	"2000DU"	"R3"	"1762"	77	269.24	114.3	80131.2094	0	14	76.39632	9.573203112
2000	2000	"DU"	"2000DU"	"R4"	"1762"	78	269.24	114.3	83719.174	2	14.4	74.60739	10.53487898
2000	2000	"DU"	"2000DU"	"R1"	"99208Y"	79	261.62	124.46	86111.1504	3	17.6	77.06556	14.608195
2000	2000	"DU"	"2000DU"	"R2"	"99208Y"	78	266.7	124.46	81327.1976	3	16.6	76.76955	12.20873448
2000	2000	"DU"	"2000DU"	"R3"	"99208Y"	83	246.38	114.3	71759.292	6	18.3	74.89053	12.56337927
2000	2000	"DU"	"2000DU"	"R4"	"99208Y"	80	248.92	111.76	82523.1858	3	17.8	75.52116	11.62123106
2000	2000	"DU"	"2000DU"	"R1"	"2K217Y"	79	259.08	109.22	106442.9498	8	14.3	77.03982	10.30497509
2000	2000	"DU"	"2000DU"	"R2"	"2K217Y"	81	256.54	101.6	72955.2802	4	14.1	75.83004	11.02976433
2000	2000	"DU"	"2000DU"	"R3"	"2K217Y"	78	248.92	99.06	70563.3038	4	13.5	77.03982	9.356608424
2000	2000	"DU"	"2000DU"	"R4"	"2K217Y"	82	264.16	99.06	78935.2212	3	15.1	76.74381	10.75412006
2000	2000	"DU"	"2000DU"	"R1"	"2K102Y"	80	279.4	119.38	90895.1032	10	17.2	78.86736	10.16368702
2000	2000	"DU"	"2000DU"	"R2"	"2K102Y"	82	269.24	142.24	86111.1504	7	15.7	77.95359	11.72318812
2000	2000	"DU"	"2000DU"	"R3"	"2K102Y"	84	266.7	134.62	83719.174	7	14.9	79.78113	11.30421352
2000	2000	"DU"	"2000DU"	"R4"	"2K102Y"	80	261.62	129.54	84915.1622	7	16.9	79.44651	13.10426876
2000	2000	"DU"	"2000DU"	"R1"	"2K208Y"	85	269.24	124.46	80131.2094	24	14.4	75.52116	8.923856136
2000	2000	"DU"	"2000DU"	"R2"	"2K208Y"	85	287.02	124.46	87307.1386	7	19.4	73.66788	11.88168401
2000	2000	"DU"	"2000DU"	"R3"	"2K208Y"	86	292.1	116.84	75347.2566	7	20	73.07586	11.10979226
2000	2000	"DU"	"2000DU"	"R4"	"2K208Y"	82	281.94	129.54	78935.2212	13	14.9	76.13892	12.5778509
2000	2000	"DU"	"2000DU"	"R1"	"2K207Y"	84	259.08	91.44	78935.2212	4	15.6	76.12605	11.63409062
2000	2000	"DU"	"2000DU"	"R2"	"2K207Y"	82	261.62	109.22	76543.2448	3	17.6	74.56878	12.97800559
2000	2000	"DU"	"2000DU"	"R3"	"2K207Y"	85	248.92	99.06	83719.174	1	16.6	74.60739	13.4515716
2000	2000	"DU"	"2000DU"	"R4"	"2K207Y"	83	243.84	93.98	82523.1858	3	18.2	75.79143	10.94992858
2000	2000	"DU"	"2000DU"	"R1"	"RX889"	80	241.3	93.98	92091.0914	4	18.7	74.60739	12.825644
2000	2000	"DU"	"2000DU"	"R2"	"RX889"	80	241.3	88.9	86111.1504	7	19.2	74.9034	9.414752432
2000	2000	"DU"	"2000DU"	"R3"	"RX889"	82	246.38	91.44	93287.0796	6	19.5	74.60739	9.97960766
2000	2000	"DU"	"2000DU"	"R4"	"RX889"	80	243.84	101.6	68171.3274	1	18.3	77.01408	12.22751608
2000	2000	"DU"	"2000DU"	"R1"	"1762"	79	254	111.76	84915.1622	5	14.9	74.27277	11.63765514
2000	2000	"DU"	"2000DU"	"R2"	"1762"	77	271.78	111.76	88503.1268	2	15	75.81717	12.49755294
2000	2000	"DU"	"2000DU"	"R3"	"1762"	79	256.54	127	82523.1858	0	14.5	76.40919	13.75732847
2000	2000	"DU"	"2000DU"	"R4"	"1762"	77	271.78	129.54	82523.1858	7	14.6	76.42206	11.61834038
2000	2000	"DU"	"2000DU"	"R1"	"DK655"	77	269.24	124.46	86111.1504	4	14.3	80.38602	13.76198572
2000	2000	"DU"	"2000DU"	"R2"	"DK655"	78	238.76	106.68	84915.1622	2	17	77.95359	14.87450656
2000	2000	"DU"	"2000DU"	"R3"	"DK655"	80	264.16	119.38	90895.1032	3	14.4	78.86736	13.91087824
2000	2000	"DU"	"2000DU"	"R4"	"DK655"	80	248.92	119.38	89699.115	4	14	77.03982	11.69996782
2000	2000	"DU"	"2000DU"	"R1"	"DK611"	80	254	132.08	86111.1504	2	14.4	77.92785	15.12601868
2000	2000	"DU"	"2000DU"	"R2"	"DK611"	81	246.38	109.22	87307.1386	4	13.8	76.73094	14.66727724
2000	2000	"DU"	"2000DU"	"R3"	"DK611"	78	241.3	111.76	81327.1976	7	13.2	77.31009	12.63954688
2000	2000	"DU"	"2000DU"	"R4"	"DK611"	78	256.54	119.38	84915.1622	3	11.7	77.96646	13.25499881
2000	2000	"DU"	"2000DU"	"R1"	"DK611"	82	266.7	106.68	88503.1268	3	13.3	76.46067	11.78406204
2000	2000	"DU"	"2000DU"	"R2"	"DK611"	77	259.08	121.92	74151.2684	2	13.4	78.86736	11.54796607
2000	2000	"DU"	"2000DU"	"R3"	"DK611"	79	256.54	114.3	81327.1976	3	13.9	78.2496	13.74879207
2000	2000	"DU"	"2000DU"	"R4"	"DK611"	78	266.7	137.16	75347.2566	4	11.7	77.03982	10.92956002
2000	2000	"DU"	"2000DU"	"R1"	"DK611"	79	256.54	114.3	94483.0678	4	13.5	78.2496	13.47373874
2000	2000	"DU"	"2000DU"	"R2"	"DK611"	80	269.24	119.38	75347.2566	0	12.9	77.3487	12.91821057
2000	2000	"DU"	"2000DU"	"R3"	"DK611"	77	246.38	127	75347.2566	2	11.9	76.73094	12.07620827
2000	2000	"DU"	"2000DU"	"R4"	"DK611"	78	261.62	124.46	77739.233	2	12.5	77.92785	13.62388412
2000	2000	"GR"	"2000GR"	"R1"	"F3175"	77	246.38	96.52	40110.0836	2	11	77.3487	7.961346284
2000	2000	"GR"	"2000GR"	"R2"	"F3175"	79	236.22	81.28	42148.69985	0	10.8	77.9922	8.174647112
2000	2000	"GR"	"2000GR"	"R3"	"F3175"	77	236.22	93.98	40789.62235	0	10.7	76.9626	6.944827804
2000	2000	"GR"	"2000GR"	"R4"	"F3175"	76	236.22	99.06	45548.86465	0	11	78.3783	7.7013838
2000	2000	"GR"	"2000GR"	"R1"	"F3190"	79	233.68	88.9	48267.01965	0	10.2	76.5765	8.7214442
2000	2000	"GR"	"2000GR"	"R2"	"F3190"	79	236.22	81.28	48946.5584	0	10.1	77.9922	8.993747512
2000	2000	"GR"	"2000GR"	"R3"	"F3190"	77	243.84	96.52	53705.8007	0	10.8	76.3191	8.402624928
2000	2000	"GR"	"2000GR"	"R4"	"F3190"	78	236.22	99.06	57785.50425	0	10.7	76.9626	8.998931652
2000	2000	"GR"	"2000GR"	"R1"	"8251IT"	79	228.6	91.44	48267.01965	0	10.3	76.9626	7.368946348
2000	2000	"GR"	"2000GR"	"R2"	"8251IT"	79	233.68	91.44	38751.0061	0	10.7	76.5765	7.173061844
2000	2000	"GR"	"2000GR"	"R3"	"8251IT"	79	231.14	91.44	50308.10695	0	10.5	76.9626	7.711972508
2000	2000	"GR"	"2000GR"	"R4"	"8251IT"	78	238.76	91.44	50308.10695	0	10.4	76.5765	7.099016248
2000	2000	"GR"	"2000GR"	"R1"	"8273IT"	77	215.9	66.04	48267.01965	0	10.4	75.933	7.7533037
2000	2000	"GR"	"2000GR"	"R2"	"8273IT"	76	215.9	58.42	53026.26195	0	10.7	79.0218	8.412044928
2000	2000	"GR"	"2000GR"	"R3"	"8273IT"	76	220.98	83.82	54385.33945	0	11.2	79.6653	9.467302216
2000	2000	"GR"	"2000GR"	"R4"	"8273IT"	76	218.44	73.66	50987.6457	0	10.8	78.3783	8.663171452
2000	2000	"GR"	"2000GR"	"R1"	"9939"	80	220.98	86.36	50987.6457	0	12.2	76.3191	7.597545256
2000	2000	"GR"	"2000GR"	"R2"	"9939"	79	226.06	71.12	53026.26195	1	10.6	75.6756	7.99712784
2000	2000	"GR"	"2000GR"	"R3"	"9939"	81	236.22	93.98	50987.6457	0	12.8	75.933	7.38643552
2000	2000	"GR"	"2000GR"	"R4"	"9939"	80	215.9	63.5	49626.09715	0	13.1	76.3191	7.836951416
2000	2000	"GR"	"2000GR"	"R1"	"9909"	78	238.76	78.74	43507.77735	0	11.4	77.22	8.766645128
2000	2000	"GR"	"2000GR"	"R2"	"9909"	80	231.14	88.9	42148.69985	0	11.2	76.9626	6.873520916
2000	2000	"GR"	"2000GR"	"R3"	"9909"	79	241.3	93.98	42828.2386	0	11.1	77.6061	7.30322552
2000	2000	"GR"	"2000GR"	"R4"	"9909"	79	238.76	86.36	46228.4034	0	13	77.9922	7.941264728
2000	2000	"GR"	"2000GR"	"R1"	"2888IMI"	80	233.68	93.98	48267.01965	0	10.8	78.3783	7.4581437
2000	2000	"GR"	"2000GR"	"R2"	"2888IMI"	79	238.76	101.6	39430.54485	1	10.9	77.9922	8.29560996
2000	2000	"GR"	"2000GR"	"R3"	"2888IMI"	79	241.3	73.66	43507.77735	0	11.3	77.7348	8.45268218
2000	2000	"GR"	"2000GR"	"R4"	"2888IMI"	76	238.76	86.36	44869.3259	0	12.1	78.7644	8.536914564
2000	2000	"GR"	"2000GR"	"R1"	"8460"	80	218.44	91.44	38751.0061	0	13.1	74.5173	6.536080816
2000	2000	"GR"	"2000GR"	"R2"	"8460"	81	238.76	99.06	45548.86465	0	12	75.933	9.124969996
2000	2000	"GR"	"2000GR"	"R3"	"8460"	80	231.14	91.44	46228.4034	0	14.1	74.9034	8.468126584
2000	2000	"GR"	"2000GR"	"R4"	"8460"	80	241.3	96.52	41469.1611	0	13.9	76.8339	10.56264914
2000	2000	"GR"	"2000GR"	"R1"	"TR1106"	77	233.68	76.2	50308.10695	0	10.3	75.2895	7.761956912
2000	2000	"GR"	"2000GR"	"R2"	"TR1106"	79	228.6	68.58	47587.4809	0	10.5	74.5173	7.973395092
2000	2000	"GR"	"2000GR"	"R3"	"TR1106"	78	223.52	78.74	49626.09715	0	10.9	77.9922	8.263077676
2000	2000	"GR"	"2000GR"	"R4"	"TR1106"	76	228.6	91.44	53705.8007	1	9.9	74.5173	8.421611252
2000	2000	"GR"	"2000GR"	"R1"	"TR1167CL"	79	NA	88.9	48946.5584	0	10.4	76.9626	7.491588468
2000	2000	"GR"	"2000GR"	"R2"	"TR1167CL"	78	233.68	93.98	52346.7232	0	11.1	76.9626	8.731411816
2000	2000	"GR"	"2000GR"	"R3"	"TR1167CL"	79	233.68	88.9	56426.42675	0	10.5	75.6756	8.430884928
2000	2000	"GR"	"2000GR"	"R4"	"TR1167CL"	79	238.76	91.44	51667.18445	0	10.6	76.9626	8.160334364
2000	2000	"GR"	"2000GR"	"R1"	"TR1157"	78	241.3	81.28	39430.54485	1	11.1	74.9034	6.394379524
2000	2000	"GR"	"2000GR"	"R2"	"TR1157"	80	236.22	60.96	34671.30255	0	10.9	75.2895	5.562938296
2000	2000	"GR"	"2000GR"	"R3"	"TR1157"	79	238.76	91.44	48946.5584	2	10.1	74.646	7.943382344
2000	2000	"GR"	"2000GR"	"R4"	"TR1157"	78	233.68	68.58	42148.69985	0	10.8	75.933	6.350821444
2000	2000	"GR"	"2000GR"	"R1"	"TR702"	80	233.68	96.52	41469.1611	0	10.6	75.933	8.649954564
2000	2000	"GR"	"2000GR"	"R2"	"TR702"	80	231.14	83.82	45548.86465	0	10.5	76.3191	7.74464986
2000	2000	"GR"	"2000GR"	"R3"	"TR702"	80	226.06	68.58	50987.6457	0	11.3	78.2496	9.780498376
2000	2000	"GR"	"2000GR"	"R4"	"TR702"	80	210.82	86.36	43507.77735	0	11	NA	9.001195592
2000	2000	"GR"	"2000GR"	"R1"	"RX897"	79	233.68	83.82	48267.01965	0	11.1	76.1904	7.011096248
2000	2000	"GR"	"2000GR"	"R2"	"RX897"	79	243.84	88.9	52346.7232	0	10.8	75.6756	7.914100588
2000	2000	"GR"	"2000GR"	"R3"	"RX897"	78	223.52	88.9	54385.33945	0	10.6	75.5469	7.768638204
2000	2000	"GR"	"2000GR"	"R4"	"RX897"	79	238.76	76.2	47587.741	0	10.5	76.3191	8.169462344
2000	2000	"GR"	"2000GR"	"R1"	"RX889"	78	218.44	76.2	48267.01965	0	11.3	76.7052	7.675424164
2000	2000	"GR"	"2000GR"	"R2"	"RX889"	79	213.36	73.66	53705.8007	0	11.1	76.5765	9.02354046
2000	2000	"GR"	"2000GR"	"R3"	"RX889"	80	213.36	78.74	50987.6457	0	12.5	76.7052	8.082747476
2000	2000	"GR"	"2000GR"	"R4"	"RX889"	78	213.36	68.58	50308.10695	0	12.5	77.7348	7.667428468
2000	2000	"GR"	"2000GR"	"R1"	"DK679BtY"	77	241.3	78.74	48946.5584	0	10.7	77.6061	8.575069332
2000	2000	"GR"	"2000GR"	"R2"	"DK679BtY"	76	248.92	99.06	51667.18445	0	11.2	79.0218	10.27785868
2000	2000	"GR"	"2000GR"	"R3"	"DK679BtY"	79	236.22	78.74	53026.26195	0	10.8	NA	9.281969368
2000	2000	"GR"	"2000GR"	"R4"	"DK679BtY"	76	228.6	81.28	54385.33945	0	12.2	79.794	8.527202544
2000	2000	"GR"	"2000GR"	"R1"	"DK650"	80	241.3	86.36	50308.10695	0	10.4	76.9626	8.211304728
2000	2000	"GR"	"2000GR"	"R2"	"DK650"	81	246.38	78.74	48267.01965	0	10.5	77.6061	7.8426838
2000	2000	"GR"	"2000GR"	"R3"	"DK650"	80	246.38	91.44	37389.45755	0	10.7	78.3783	8.607673836
2000	2000	"GR"	"2000GR"	"R4"	"DK650"	81	246.38	88.9	51667.18445	0	10.8	77.3487	7.588417276
2000	2000	"GR"	"2000GR"	"R1"	"DK697"	80	254	88.9	51667.18445	0	12.9	76.5765	8.522820988
2000	2000	"GR"	"2000GR"	"R2"	"DK697"	80	236.22	86.36	55744.41695	0	12.7	79.0218	9.275507248
2000	2000	"GR"	"2000GR"	"R3"	"DK697"	80	238.76	86.36	55064.8782	0	11.9	78.2496	9.714339204
2000	2000	"GR"	"2000GR"	"R4"	"DK697"	80	243.84	93.98	53705.8007	0	13	NA	9.97422884
2000	2000	"GR"	"2000GR"	"R1"	"7237"	78	246.38	93.98	46907.94215	0	11.1	79.2792	9.1858345
2000	2000	"GR"	"2000GR"	"R2"	"7237"	77	233.68	91.44	52346.7232	0	10.6	79.4079	8.813161088
2000	2000	"GR"	"2000GR"	"R3"	"7237"	77	236.22	86.36	43507.77735	0	11.4	78.7644	8.831343572
2000	2000	"GR"	"2000GR"	"R4"	"7237"	77	243.84	104.14	49626.09715	0	11	79.794	7.53890764
2000	2000	"GR"	"2000GR"	"R1"	"5018"	78	228.6	86.36	42828.2386	0	9.3	75.6756	7.38486552
2000	2000	"GR"	"2000GR"	"R2"	"5018"	79	241.3	88.9	42148.69985	0	10.2	74.9034	8.131271152
2000	2000	"GR"	"2000GR"	"R3"	"5018"	78	236.22	78.74	47587.4809	0	10.2	75.2895	7.86897188
2000	2000	"GR"	"2000GR"	"R4"	"5018"	77	228.6	73.66	49626.09715	0	9.7	74.9034	7.714966184
2000	2000	"GR"	"2000GR"	"R1"	"3223"	80	226.06	86.36	50308.10695	0	10.8	79.4079	7.132461016
2000	2000	"GR"	"2000GR"	"R2"	"3223"	81	259.08	86.36	44189.78715	0	10.8	76.9626	7.034756148
2000	2000	"GR"	"2000GR"	"R3"	"3223"	81	238.76	101.6	46228.4034	0	11	77.7348	6.239095848
2000	2000	"GR"	"2000GR"	"R4"	"3223"	79	231.14	109.22	48267.01965	0	10.8	76.9626	7.620985356
2000	2000	"GR"	"2000GR"	"R1"	"31R88"	79	254	93.98	51667.18445	0	10.9	77.9922	8.58839612
2000	2000	"GR"	"2000GR"	"R2"	"31R88"	78	236.22	71.12	49626.09715	0	12.2	77.7348	8.366916848
2000	2000	"GR"	"2000GR"	"R3"	"31R88"	79	251.46	99.06	50987.6457	0	12.6	77.6061	8.169243172
2000	2000	"GR"	"2000GR"	"R4"	"31R88"	80	228.6	66.04	47587.4809	0	13.5	77.7348	8.622023008
2000	2000	"GR"	"2000GR"	"R1"	"31G98"	80	254	76.2	55064.8782	0	10.5	77.9922	9.051764036
2000	2000	"GR"	"2000GR"	"R2"	"31G98"	80	246.38	88.9	50308.10695	0	10.3	77.9922	8.777233836
2000	2000	"GR"	"2000GR"	"R3"	"31G98"	80	241.3	91.44	53705.8007	0	10.4	78.3783	8.996449168
2000	2000	"GR"	"2000GR"	"R4"	"31G98"	80	236.22	81.28	51667.18445	0	11.1	79.4079	8.179612708
2000	2000	"GR"	"2000GR"	"R1"	"33K81"	76	215.9	NA	28552.98275	0	10.4	78.3783	4.35101008
2000	2000	"GR"	"2000GR"	"R2"	"33K81"	77	220.98	78.74	55064.8782	0	10.3	77.3487	7.368946348
2000	2000	"GR"	"2000GR"	"R3"	"33K81"	76	220.98	78.74	44869.3259	0	11.3	78.2496	5.635121872
2000	2000	"GR"	"2000GR"	"R4"	"33K81"	79	215.9	83.82	46907.94215	0	10.2	78.6357	6.590264028
2000	2000	"GR"	"2000GR"	"R1"	"1866Bt"	78	231.14	78.74	39430.54485	0	10.8	79.0218	7.620985356
2000	2000	"GR"	"2000GR"	"R2"	"1866Bt"	78	236.22	93.98	27193.90525	0	10.6	77.7348	5.124689752
2000	2000	"GR"	"2000GR"	"R3"	"1866Bt"	79	220.98	88.9	45548.86465	0	10.6	78.2496	8.617313008
2000	2000	"GR"	"2000GR"	"R4"	"1866Bt"	78	226.06	86.36	55744.41695	0	12.3	78.7644	8.869717512
2000	2000	"GR"	"2000GR"	"R1"	"96204Y"	79	228.6	91.44	42148.69985	0	13.3	78.6357	7.534014892
2000	2000	"GR"	"2000GR"	"R2"	"96204Y"	79	231.14	78.74	40789.62235	0	14.2	79.2792	9.773999204
2000	2000	"GR"	"2000GR"	"R3"	"96204Y"	79	233.68	91.44	53026.26195	0	13.8	76.9626	8.686538704
2000	2000	"GR"	"2000GR"	"R4"	"96204Y"	80	233.68	88.9	57785.50425	0	14.3	75.6756	8.855185592
2000	2000	"GR"	"2000GR"	"R1"	"2K206Y"	80	233.68	76.2	53026.26195	0	12.6	78.7644	7.85013188
2000	2000	"GR"	"2000GR"	"R2"	"2K206Y"	79	231.14	66.04	37389.45755	0	13	77.6061	6.797722572
2000	2000	"GR"	"2000GR"	"R3"	"2K206Y"	80	233.68	81.28	41469.1611	1	14.5	75.6756	8.678433108
2000	2000	"GR"	"2000GR"	"R4"	"2K206Y"	79	228.6	71.12	43507.77735	0	13.9	77.3487	8.613588968
2000	2000	"GR"	"2000GR"	"R1"	"2K208Y"	81	228.6	81.28	40110.0836	0	12.7	77.3487	7.458654892
2000	2000	"GR"	"2000GR"	"R2"	"2K208Y"	81	256.54	91.44	47587.4809	0	11.9	77.22	8.974505592
2000	2000	"GR"	"2000GR"	"R3"	"2K208Y"	80	248.92	83.82	48267.01965	1	12	78.3783	9.574791952
2000	2000	"GR"	"2000GR"	"R4"	"2K208Y"	80	246.38	93.98	56426.42675	0	11.7	77.6061	8.736961452
2000	2000	"GR"	"2000GR"	"R1"	"99208Y"	79	205.74	76.2	45548.86465	0	10.7	NA	7.205666348
2000	2000	"GR"	"2000GR"	"R2"	"99208Y"	78	231.14	71.12	33991.7638	0	NA	78.6357	5.418681044
2000	2000	"GR"	"2000GR"	"R3"	"99208Y"	79	220.98	104.14	59144.58175	0	12.7	78.7644	9.275507248
2000	2000	"GR"	"2000GR"	"R4"	"99208Y"	79	210.82	86.36	42148.69985	0	NA	78.3783	8.094832708
2000	2000	"GR"	"2000GR"	"R1"	"2K213Y"	76	223.52	63.5	50308.10695	0	10.4	77.6061	7.949589496
2000	2000	"GR"	"2000GR"	"R2"	"2K213Y"	77	226.06	86.36	44189.78715	0	10.4	77.7348	7.229873864
2000	2000	"GR"	"2000GR"	"R3"	"2K213Y"	76	218.44	86.36	42828.2386	0	10.8	76.9626	7.132461016
2000	2000	"GR"	"2000GR"	"R4"	"2K213Y"	76	228.6	68.58	48946.5584	0	10.6	77.3487	8.388823372
2000	2000	"GR"	"2000GR"	"R1"	"31B13"	80	236.22	76.2	37389.45755	0	10.7	78.3783	7.270875984
2000	2000	"GR"	"2000GR"	"R2"	"31B13"	80	246.38	91.44	55744.41695	1	12.3	79.0218	8.805675956
2000	2000	"GR"	"2000GR"	"R3"	"31B13"	79	241.3	86.36	53705.8007	0	11.5	79.0218	8.36899804
2000	2000	"GR"	"2000GR"	"R4"	"31B13"	79	226.06	83.82	44189.78715	3	11	77.3487	7.733879032
2000	2000	"GR"	"2000GR"	"R1"	"DK687"	80	238.76	78.74	47587.4809	0	12.1	NA	7.927134728
2000	2000	"GR"	"2000GR"	"R2"	"DK687"	79	256.54	83.82	48267.01965	1	10.7	79.0218	9.65102864
2000	2000	"GR"	"2000GR"	"R3"	"DK687"	79	233.68	86.36	43507.77735	0	11	77.6061	9.033690824
2000	2000	"GR"	"2000GR"	"R4"	"DK687"	80	233.68	99.06	53705.8007	0	11.1	76.9626	8.439282544
2000	2000	"GR"	"2000GR"	"R1"	"DK679"	77	231.14	91.44	50308.10695	0	10.3	79.0218	7.20519158
2000	2000	"GR"	"2000GR"	"R2"	"DK679"	79	223.52	76.2	49626.09715	0	10.8	79.0218	7.88153188
2000	2000	"GR"	"2000GR"	"R3"	"DK679"	79	231.14	91.44	44869.3259	0	11.4	78.3783	8.119660688
2000	2000	"GR"	"2000GR"	"R4"	"DK679"	79	228.6	93.98	55064.8782	0	11.6	NA	9.166446884
2000	NA	"GR"	"2000GR"	"R1"	"Check12"	77	226.06	63.5	55064.8782	0	10.6	74.5173	7.964486284
2000	NA	"GR"	"2000GR"	"R2"	"Check12"	80	215.9	86.36	43507.77735	0	10.4	75.933	6.444728796
2000	NA	"GR"	"2000GR"	"R3"	"Check12"	78	236.22	83.82	42148.69985	0	10.7	74.9034	7.6621338
2000	NA	"GR"	"2000GR"	"R4"	"Check12"	76	226.06	66.04	62544.74655	0	11.5	75.2895	9.2737545
2000	2000	"GR"	"2000GR"	"R1"	"DK687"	79	238.76	76.2	43507.77735	0	10.9	76.3191	8.393204928
2000	2000	"GR"	"2000GR"	"R2"	"DK687"	79	243.84	76.2	50308.10695	0	10.6	75.933	8.617313008
2000	2000	"GR"	"2000GR"	"R3"	"DK687"	80	246.38	93.98	50308.10695	0	11	76.7052	7.831365356
2000	2000	"GR"	"2000GR"	"R4"	"DK687"	80	233.68	104.14	56426.42675	0	11.1	75.5469	8.82878824
2000	2000	"GR"	"2000GR"	"R1"	"DK679"	78	236.22	96.52	47587.4809	0	10.5	79.0218	8.234817676
2000	2000	"GR"	"2000GR"	"R2"	"DK679"	79	241.3	93.98	48946.5584	0	10.8	78.2496	8.793445028
2000	2000	"GR"	"2000GR"	"R3"	"DK679"	78	226.06	86.36	46907.94215	1	10.7	78.6357	7.6621338
2000	2000	"GR"	"2000GR"	"R4"	"DK679"	77	226.06	93.98	50308.10695	0	10.8	78.7644	9.281969368
2000	2000	"GR"	"2000GR"	"R1"	"3223"	80	251.46	88.9	46907.94215	0	10.6	77.9922	7.148453036
2000	2000	"GR"	"2000GR"	"R2"	"3223"	80	228.6	81.28	53705.8007	0	10.7	77.3487	7.955577476
