"series"	"plot"	"year"	"crop"	"yield"
3	17	1923	"alfalfa1"	640
3	18	1923	"alfalfa1"	600
3	19	1923	"alfalfa1"	740
3	20	1923	"alfalfa1"	650
3	21	1923	"alfalfa1"	640
3	22	1923	"alfalfa1"	680
3	23	1923	"alfalfa1"	670
2	1	1923	"alfalfa3"	270
2	2	1923	"alfalfa3"	220
2	3	1923	"alfalfa3"	280
2	4	1923	"alfalfa3"	260
2	5	1923	"alfalfa3"	290
2	6	1923	"alfalfa3"	250
2	7	1923	"alfalfa3"	310
2	8	1923	"alfalfa3"	250
2	9	1923	"alfalfa3"	290
2	10	1923	"alfalfa3"	280
2	11	1923	"alfalfa3"	360
2	12	1923	"alfalfa3"	280
2	13	1923	"alfalfa3"	330
2	14	1923	"alfalfa3"	290
2	15	1923	"alfalfa3"	410
2	16	1923	"alfalfa3"	300
2	17	1923	"alfalfa3"	310
2	18	1923	"alfalfa3"	250
2	19	1923	"alfalfa3"	310
2	20	1923	"alfalfa3"	260
2	21	1923	"alfalfa3"	290
2	22	1923	"alfalfa3"	210
2	23	1923	"alfalfa3"	240
3	1	1923	"alfalfa3"	350
3	2	1923	"alfalfa3"	360
3	3	1923	"alfalfa3"	370
3	4	1923	"alfalfa3"	320
3	5	1923	"alfalfa3"	340
3	6	1923	"alfalfa3"	340
3	7	1923	"alfalfa3"	330
3	8	1923	"alfalfa3"	360
3	9	1923	"alfalfa3"	320
3	10	1923	"alfalfa3"	290
3	11	1923	"alfalfa3"	360
3	12	1923	"alfalfa3"	340
3	13	1923	"alfalfa3"	280
3	14	1923	"alfalfa3"	270
3	15	1923	"alfalfa3"	290
3	16	1923	"alfalfa3"	280
3	17	1923	"alfalfa3"	300
3	18	1923	"alfalfa3"	240
3	19	1923	"alfalfa3"	290
3	20	1923	"alfalfa3"	310
3	21	1923	"alfalfa3"	340
3	22	1923	"alfalfa3"	270
3	23	1923	"alfalfa3"	320
2	1	1924	"alfalfa2"	450
2	2	1924	"alfalfa2"	460
2	3	1924	"alfalfa2"	550
2	4	1924	"alfalfa2"	500
2	5	1924	"alfalfa2"	650
2	6	1924	"alfalfa2"	540
2	7	1924	"alfalfa2"	680
2	8	1924	"alfalfa2"	530
2	9	1924	"alfalfa2"	670
2	10	1924	"alfalfa2"	590
2	11	1924	"alfalfa2"	700
2	12	1924	"alfalfa2"	610
2	13	1924	"alfalfa2"	740
2	14	1924	"alfalfa2"	630
2	15	1924	"alfalfa2"	800
2	16	1924	"alfalfa2"	640
2	17	1924	"alfalfa2"	700
2	18	1924	"alfalfa2"	550
2	19	1924	"alfalfa2"	600
2	20	1924	"alfalfa2"	560
2	21	1924	"alfalfa2"	650
2	22	1924	"alfalfa2"	530
2	23	1924	"alfalfa2"	530
3	1	1924	"alfalfa2"	720
3	2	1924	"alfalfa2"	660
3	3	1924	"alfalfa2"	720
3	4	1924	"alfalfa2"	590
3	5	1924	"alfalfa2"	790
3	6	1924	"alfalfa2"	640
3	7	1924	"alfalfa2"	800
3	8	1924	"alfalfa2"	660
3	9	1924	"alfalfa2"	820
3	10	1924	"alfalfa2"	620
3	11	1924	"alfalfa2"	780
3	12	1924	"alfalfa2"	550
3	13	1924	"alfalfa2"	750
3	14	1924	"alfalfa2"	590
3	15	1924	"alfalfa2"	690
3	16	1924	"alfalfa2"	530
3	17	1924	"alfalfa2"	670
3	18	1924	"alfalfa2"	570
3	19	1924	"alfalfa2"	720
3	20	1924	"alfalfa2"	600
3	21	1924	"alfalfa2"	790
3	22	1924	"alfalfa2"	620
3	23	1924	"alfalfa2"	810
2	1	1924	"alfalfa3"	250
2	2	1924	"alfalfa3"	290
2	3	1924	"alfalfa3"	280
2	4	1924	"alfalfa3"	330
2	5	1924	"alfalfa3"	290
2	6	1924	"alfalfa3"	340
2	7	1924	"alfalfa3"	280
2	8	1924	"alfalfa3"	310
2	9	1924	"alfalfa3"	330
2	10	1924	"alfalfa3"	370
2	11	1924	"alfalfa3"	310
2	12	1924	"alfalfa3"	400
2	13	1924	"alfalfa3"	400
2	14	1924	"alfalfa3"	460
2	15	1924	"alfalfa3"	380
2	16	1924	"alfalfa3"	430
2	17	1924	"alfalfa3"	350
2	18	1924	"alfalfa3"	370
2	19	1924	"alfalfa3"	280
2	20	1924	"alfalfa3"	230
2	21	1924	"alfalfa3"	290
2	22	1924	"alfalfa3"	310
2	23	1924	"alfalfa3"	260
3	1	1924	"alfalfa3"	360
3	2	1924	"alfalfa3"	410
3	3	1924	"alfalfa3"	380
3	4	1924	"alfalfa3"	410
3	5	1924	"alfalfa3"	400
3	6	1924	"alfalfa3"	350
3	7	1924	"alfalfa3"	400
3	8	1924	"alfalfa3"	420
3	9	1924	"alfalfa3"	390
3	10	1924	"alfalfa3"	420
3	11	1924	"alfalfa3"	380
3	12	1924	"alfalfa3"	390
3	13	1924	"alfalfa3"	330
3	14	1924	"alfalfa3"	360
3	15	1924	"alfalfa3"	340
3	16	1924	"alfalfa3"	380
3	17	1924	"alfalfa3"	360
3	18	1924	"alfalfa3"	390
3	19	1924	"alfalfa3"	380
3	20	1924	"alfalfa3"	420
3	21	1924	"alfalfa3"	400
3	22	1924	"alfalfa3"	420
3	23	1924	"alfalfa3"	420
2	1	1925	"silage"	4940
2	2	1925	"silage"	3820
2	3	1925	"silage"	3570
2	4	1925	"silage"	3600
2	5	1925	"silage"	4150
2	6	1925	"silage"	4490
2	7	1925	"silage"	4280
2	8	1925	"silage"	4120
2	9	1925	"silage"	4400
2	10	1925	"silage"	4110
2	11	1925	"silage"	4760
2	12	1925	"silage"	4510
2	13	1925	"silage"	4600
2	14	1925	"silage"	4140
2	15	1925	"silage"	4150
2	16	1925	"silage"	4720
2	17	1925	"silage"	4550
2	18	1925	"silage"	4340
2	19	1925	"silage"	4390
2	20	1925	"silage"	4420
2	21	1925	"silage"	4520
2	22	1925	"silage"	4320
2	23	1925	"silage"	4180
3	1	1925	"silage"	4690
3	2	1925	"silage"	3590
3	3	1925	"silage"	3070
3	4	1925	"silage"	3140
3	5	1925	"silage"	3940
3	6	1925	"silage"	3960
3	7	1925	"silage"	4170
3	8	1925	"silage"	3880
3	9	1925	"silage"	3970
3	10	1925	"silage"	3270
3	11	1925	"silage"	4105
3	12	1925	"silage"	4495
3	13	1925	"silage"	4825
3	14	1925	"silage"	4390
3	15	1925	"silage"	4380
3	16	1925	"silage"	4580
3	17	1925	"silage"	4520
3	18	1925	"silage"	4290
3	19	1925	"silage"	4620
3	20	1925	"silage"	4510
3	21	1925	"silage"	4770
3	22	1925	"silage"	4850
3	23	1925	"silage"	5230
