"gen"	"year"	"loc"	"block"	"yield"
1728	2013	"Yolo1"	"B1"	6942
1728	2013	"Yolo1"	"B2"	7283
1728	2013	"Yolo1"	"B3"	6318
1728	2013	"Yolo1"	"B4"	5909
1729	2013	"Yolo1"	"B1"	5372
1729	2013	"Yolo1"	"B2"	7545
1729	2013	"Yolo1"	"B3"	6785
1729	2013	"Yolo1"	"B4"	5881
1730	2013	"Yolo1"	"B1"	7105
1730	2013	"Yolo1"	"B2"	7611
1730	2013	"Yolo1"	"B3"	6665
1730	2013	"Yolo1"	"B4"	7086
1731	2013	"Yolo1"	"B1"	7324
1731	2013	"Yolo1"	"B2"	7158
1731	2013	"Yolo1"	"B3"	6324
1731	2013	"Yolo1"	"B4"	6659
1732	2013	"Yolo1"	"B1"	6953
1732	2013	"Yolo1"	"B2"	7802
1732	2013	"Yolo1"	"B3"	7479
1732	2013	"Yolo1"	"B4"	7749
1740	2013	"Yolo1"	"B1"	6117
1740	2013	"Yolo1"	"B2"	6684
1740	2013	"Yolo1"	"B3"	6705
1740	2013	"Yolo1"	"B4"	5280
1741	2013	"Yolo1"	"B1"	7572
1741	2013	"Yolo1"	"B2"	7261
1741	2013	"Yolo1"	"B3"	7230
1741	2013	"Yolo1"	"B4"	7013
1742	2013	"Yolo1"	"B1"	6044
1742	2013	"Yolo1"	"B2"	7961
1742	2013	"Yolo1"	"B3"	7118
1742	2013	"Yolo1"	"B4"	6730
1743	2013	"Yolo1"	"B1"	6908
1743	2013	"Yolo1"	"B2"	7626
1743	2013	"Yolo1"	"B3"	6051
1743	2013	"Yolo1"	"B4"	6673
1744	2013	"Yolo1"	"B1"	6941
1744	2013	"Yolo1"	"B2"	7181
1744	2013	"Yolo1"	"B3"	6990
1744	2013	"Yolo1"	"B4"	6472
1745	2013	"Yolo1"	"B1"	8506
1745	2013	"Yolo1"	"B2"	8173
1745	2013	"Yolo1"	"B3"	7149
1745	2013	"Yolo1"	"B4"	7408
1748	2013	"Yolo1"	"B1"	6456
1748	2013	"Yolo1"	"B2"	7359
1748	2013	"Yolo1"	"B3"	6931
1748	2013	"Yolo1"	"B4"	6527
1749	2013	"Yolo1"	"B1"	7681
1749	2013	"Yolo1"	"B2"	7878
1749	2013	"Yolo1"	"B3"	6393
1749	2013	"Yolo1"	"B4"	5111
1750	2013	"Yolo1"	"B1"	7177
1750	2013	"Yolo1"	"B2"	7184
1750	2013	"Yolo1"	"B3"	7660
1750	2013	"Yolo1"	"B4"	7120
1751	2013	"Yolo1"	"B1"	6398
1751	2013	"Yolo1"	"B2"	7169
1751	2013	"Yolo1"	"B3"	6936
1751	2013	"Yolo1"	"B4"	5941
1762	2013	"Yolo1"	"B1"	6244
1762	2013	"Yolo1"	"B2"	6869
1762	2013	"Yolo1"	"B3"	6977
1762	2013	"Yolo1"	"B4"	6771
1764	2013	"Yolo1"	"B1"	6455
1764	2013	"Yolo1"	"B2"	6606
1764	2013	"Yolo1"	"B3"	6398
1764	2013	"Yolo1"	"B4"	7076
20	2013	"Yolo1"	"B1"	7403
20	2013	"Yolo1"	"B2"	7141
20	2013	"Yolo1"	"B3"	7402
20	2013	"Yolo1"	"B4"	7344
788	2013	"Yolo1"	"B1"	7453
788	2013	"Yolo1"	"B2"	6957
788	2013	"Yolo1"	"B3"	6961
788	2013	"Yolo1"	"B4"	6524
1340	2014	"Yolo1"	"B1"	3890
1340	2014	"Yolo1"	"B2"	3330
1340	2014	"Yolo1"	"B3"	3921
1340	2014	"Yolo1"	"B4"	4565
1419	2014	"Yolo1"	"B1"	4127
1419	2014	"Yolo1"	"B2"	4096
1419	2014	"Yolo1"	"B3"	7019
1419	2014	"Yolo1"	"B4"	6063
1424	2014	"Yolo1"	"B1"	5120
1424	2014	"Yolo1"	"B2"	5307
1424	2014	"Yolo1"	"B3"	4911
1424	2014	"Yolo1"	"B4"	5170
1478	2014	"Yolo1"	"B1"	4342
1478	2014	"Yolo1"	"B2"	4590
1478	2014	"Yolo1"	"B3"	5665
1478	2014	"Yolo1"	"B4"	5437
1495	2014	"Yolo1"	"B1"	5943
1495	2014	"Yolo1"	"B2"	3813
1495	2014	"Yolo1"	"B3"	6910
1495	2014	"Yolo1"	"B4"	6377
1498	2014	"Yolo1"	"B1"	4632
1498	2014	"Yolo1"	"B2"	4973
1498	2014	"Yolo1"	"B3"	4359
1498	2014	"Yolo1"	"B4"	6082
1521	2014	"Yolo1"	"B1"	4157
1521	2014	"Yolo1"	"B2"	5579
1521	2014	"Yolo1"	"B3"	6980
1521	2014	"Yolo1"	"B4"	4983
1522	2014	"Yolo1"	"B1"	4921
1522	2014	"Yolo1"	"B2"	5570
1522	2014	"Yolo1"	"B3"	6709
1522	2014	"Yolo1"	"B4"	7625
1526	2014	"Yolo1"	"B1"	5227
1526	2014	"Yolo1"	"B2"	4414
1526	2014	"Yolo1"	"B3"	4911
1526	2014	"Yolo1"	"B4"	7092
1550	2014	"Yolo1"	"B1"	3857
1550	2014	"Yolo1"	"B2"	3000
1550	2014	"Yolo1"	"B3"	3826
1550	2014	"Yolo1"	"B4"	4536
1590	2014	"Yolo1"	"B1"	4440
1590	2014	"Yolo1"	"B2"	5040
1590	2014	"Yolo1"	"B3"	4719
1590	2014	"Yolo1"	"B4"	6165
1608	2014	"Yolo1"	"B1"	4727
1608	2014	"Yolo1"	"B2"	5217
1608	2014	"Yolo1"	"B3"	4321
1608	2014	"Yolo1"	"B4"	7116
1650	2014	"Yolo1"	"B1"	4760
1650	2014	"Yolo1"	"B2"	5078
1650	2014	"Yolo1"	"B3"	5137
1650	2014	"Yolo1"	"B4"	6179
1657	2014	"Yolo1"	"B1"	4752
1657	2014	"Yolo1"	"B2"	5479
1657	2014	"Yolo1"	"B3"	4900
1657	2014	"Yolo1"	"B4"	6016
1658	2014	"Yolo1"	"B1"	4638
1658	2014	"Yolo1"	"B2"	5727
1658	2014	"Yolo1"	"B3"	5147
1658	2014	"Yolo1"	"B4"	6737
1660	2014	"Yolo1"	"B1"	5483
1660	2014	"Yolo1"	"B2"	5624
1660	2014	"Yolo1"	"B3"	5454
1660	2014	"Yolo1"	"B4"	6840
1667	2014	"Yolo1"	"B1"	522
1667	2014	"Yolo1"	"B2"	1189
1667	2014	"Yolo1"	"B3"	1961
1667	2014	"Yolo1"	"B4"	5294
1680	2014	"Yolo1"	"B1"	4296
1680	2014	"Yolo1"	"B2"	4873
1680	2014	"Yolo1"	"B3"	4821
1680	2014	"Yolo1"	"B4"	6433
1688	2014	"Yolo1"	"B1"	5311
1688	2014	"Yolo1"	"B2"	5680
1688	2014	"Yolo1"	"B3"	6047
1688	2014	"Yolo1"	"B4"	6897
1723	2014	"Yolo1"	"B1"	4679
1723	2014	"Yolo1"	"B2"	6058
1723	2014	"Yolo1"	"B3"	7935
1723	2014	"Yolo1"	"B4"	7160
1726	2014	"Yolo1"	"B1"	5539
1726	2014	"Yolo1"	"B2"	5097
1726	2014	"Yolo1"	"B3"	6452
1726	2014	"Yolo1"	"B4"	6766
1728	2014	"Yolo1"	"B1"	4437
1728	2014	"Yolo1"	"B2"	4779
1728	2014	"Yolo1"	"B3"	6943
1728	2014	"Yolo1"	"B4"	6179
1729	2014	"Yolo1"	"B1"	4106
1729	2014	"Yolo1"	"B2"	4652
1729	2014	"Yolo1"	"B3"	6142
1729	2014	"Yolo1"	"B4"	6270
1730	2014	"Yolo1"	"B1"	5429
1730	2014	"Yolo1"	"B2"	5439
1730	2014	"Yolo1"	"B3"	6308
1730	2014	"Yolo1"	"B4"	7032
1731	2014	"Yolo1"	"B1"	5590
1731	2014	"Yolo1"	"B2"	4861
1731	2014	"Yolo1"	"B3"	6246
1731	2014	"Yolo1"	"B4"	7232
1744	2014	"Yolo1"	"B1"	5757
1744	2014	"Yolo1"	"B2"	5761
1744	2014	"Yolo1"	"B3"	6182
1744	2014	"Yolo1"	"B4"	6751
1745	2014	"Yolo1"	"B1"	6059
1745	2014	"Yolo1"	"B2"	5429
1745	2014	"Yolo1"	"B3"	5467
1745	2014	"Yolo1"	"B4"	6194
1746	2014	"Yolo1"	"B1"	4252
1746	2014	"Yolo1"	"B2"	5905
1746	2014	"Yolo1"	"B3"	5664
1746	2014	"Yolo1"	"B4"	6047
1747	2014	"Yolo1"	"B1"	3919
1747	2014	"Yolo1"	"B2"	4210
1747	2014	"Yolo1"	"B3"	6262
1747	2014	"Yolo1"	"B4"	5572
1748	2014	"Yolo1"	"B1"	4462
1748	2014	"Yolo1"	"B2"	4162
1748	2014	"Yolo1"	"B3"	4558
1748	2014	"Yolo1"	"B4"	6679
1749	2014	"Yolo1"	"B1"	5533
1749	2014	"Yolo1"	"B2"	5472
1749	2014	"Yolo1"	"B3"	5362
1749	2014	"Yolo1"	"B4"	6779
1750	2014	"Yolo1"	"B1"	6059
1750	2014	"Yolo1"	"B2"	4555
1750	2014	"Yolo1"	"B3"	7032
1750	2014	"Yolo1"	"B4"	6704
1751	2014	"Yolo1"	"B1"	4597
1751	2014	"Yolo1"	"B2"	5646
1751	2014	"Yolo1"	"B3"	4359
1751	2014	"Yolo1"	"B4"	5821
1766	2014	"Yolo1"	"B1"	3482
1766	2014	"Yolo1"	"B2"	3208
1766	2014	"Yolo1"	"B3"	4890
1766	2014	"Yolo1"	"B4"	6859
1767	2014	"Yolo1"	"B1"	6296
1767	2014	"Yolo1"	"B2"	6273
1767	2014	"Yolo1"	"B3"	7564
1767	2014	"Yolo1"	"B4"	7495
1768	2014	"Yolo1"	"B1"	4781
1768	2014	"Yolo1"	"B2"	5115
1768	2014	"Yolo1"	"B3"	5225
1768	2014	"Yolo1"	"B4"	7551
1769	2014	"Yolo1"	"B1"	5130
1769	2014	"Yolo1"	"B2"	5571
1769	2014	"Yolo1"	"B3"	6075
1769	2014	"Yolo1"	"B4"	7871
1774	2014	"Yolo1"	"B1"	3701
1774	2014	"Yolo1"	"B2"	5493
1774	2014	"Yolo1"	"B3"	4632
1774	2014	"Yolo1"	"B4"	5249
1775	2014	"Yolo1"	"B1"	4637
1775	2014	"Yolo1"	"B2"	3875
1775	2014	"Yolo1"	"B3"	4920
1775	2014	"Yolo1"	"B4"	6261
1777	2014	"Yolo1"	"B1"	2350
1777	2014	"Yolo1"	"B2"	2200
1777	2014	"Yolo1"	"B3"	4390
1777	2014	"Yolo1"	"B4"	4498
1779	2014	"Yolo1"	"B1"	1281
1779	2014	"Yolo1"	"B2"	1468
1779	2014	"Yolo1"	"B3"	2008
1779	2014	"Yolo1"	"B4"	5642
1780	2014	"Yolo1"	"B1"	4154
1780	2014	"Yolo1"	"B2"	5640
1780	2014	"Yolo1"	"B3"	7008
1780	2014	"Yolo1"	"B4"	5427
1781	2014	"Yolo1"	"B1"	5384
1781	2014	"Yolo1"	"B2"	5196
1781	2014	"Yolo1"	"B3"	5283
1781	2014	"Yolo1"	"B4"	6272
20	2014	"Yolo1"	"B1"	4557
20	2014	"Yolo1"	"B2"	4927
20	2014	"Yolo1"	"B3"	6607
20	2014	"Yolo1"	"B4"	6303
1340	2015	"Yolo1"	"B1"	3733
1340	2015	"Yolo1"	"B2"	4162
1340	2015	"Yolo1"	"B3"	3693
1340	2015	"Yolo1"	"B4"	3090
1361	2015	"Yolo1"	"B1"	5994
1361	2015	"Yolo1"	"B2"	5724
1361	2015	"Yolo1"	"B3"	5491
1361	2015	"Yolo1"	"B4"	5684
1419	2015	"Yolo1"	"B1"	5962
1419	2015	"Yolo1"	"B2"	6793
1419	2015	"Yolo1"	"B3"	5875
1419	2015	"Yolo1"	"B4"	5518
1424	2015	"Yolo1"	"B1"	3479
1424	2015	"Yolo1"	"B2"	3788
1424	2015	"Yolo1"	"B3"	2999
1424	2015	"Yolo1"	"B4"	4041
1478	2015	"Yolo1"	"B1"	7013
1478	2015	"Yolo1"	"B2"	7075
1478	2015	"Yolo1"	"B3"	6701
1478	2015	"Yolo1"	"B4"	5887
1495	2015	"Yolo1"	"B1"	6589
1495	2015	"Yolo1"	"B2"	6496
1495	2015	"Yolo1"	"B3"	6247
1495	2015	"Yolo1"	"B4"	6004
1521	2015	"Yolo1"	"B1"	6464
1521	2015	"Yolo1"	"B2"	7047
1521	2015	"Yolo1"	"B3"	6439
1521	2015	"Yolo1"	"B4"	6621
1522	2015	"Yolo1"	"B1"	6748
1522	2015	"Yolo1"	"B2"	6845
1522	2015	"Yolo1"	"B3"	6702
1522	2015	"Yolo1"	"B4"	7007
1526	2015	"Yolo1"	"B1"	5418
1526	2015	"Yolo1"	"B2"	6056
1526	2015	"Yolo1"	"B3"	5538
1526	2015	"Yolo1"	"B4"	5195
1550	2015	"Yolo1"	"B1"	3570
1550	2015	"Yolo1"	"B2"	4031
1550	2015	"Yolo1"	"B3"	3502
1550	2015	"Yolo1"	"B4"	4538
1590	2015	"Yolo1"	"B1"	5286
1590	2015	"Yolo1"	"B2"	5568
1590	2015	"Yolo1"	"B3"	5515
1590	2015	"Yolo1"	"B4"	5553
1608	2015	"Yolo1"	"B1"	5492
1608	2015	"Yolo1"	"B2"	6241
1608	2015	"Yolo1"	"B3"	5317
1608	2015	"Yolo1"	"B4"	5447
1657	2015	"Yolo1"	"B1"	7301
1657	2015	"Yolo1"	"B2"	6310
1657	2015	"Yolo1"	"B3"	6808
1657	2015	"Yolo1"	"B4"	6550
1658	2015	"Yolo1"	"B1"	6912
1658	2015	"Yolo1"	"B2"	6651
1658	2015	"Yolo1"	"B3"	7414
1658	2015	"Yolo1"	"B4"	6712
1660	2015	"Yolo1"	"B1"	6499
1660	2015	"Yolo1"	"B2"	6964
1660	2015	"Yolo1"	"B3"	6367
1660	2015	"Yolo1"	"B4"	6317
1667	2015	"Yolo1"	"B1"	4533
1667	2015	"Yolo1"	"B2"	4903
1667	2015	"Yolo1"	"B3"	4623
1667	2015	"Yolo1"	"B4"	5507
1680	2015	"Yolo1"	"B1"	6643
1680	2015	"Yolo1"	"B2"	6865
1680	2015	"Yolo1"	"B3"	6341
1680	2015	"Yolo1"	"B4"	6867
1688	2015	"Yolo1"	"B1"	7657
1688	2015	"Yolo1"	"B2"	8062
1688	2015	"Yolo1"	"B3"	7004
1688	2015	"Yolo1"	"B4"	5618
1723	2015	"Yolo1"	"B1"	7014
1723	2015	"Yolo1"	"B2"	8152
1723	2015	"Yolo1"	"B3"	7288
1723	2015	"Yolo1"	"B4"	6854
1728	2015	"Yolo1"	"B1"	5434
1728	2015	"Yolo1"	"B2"	6208
1728	2015	"Yolo1"	"B3"	6264
1728	2015	"Yolo1"	"B4"	5377
1729	2015	"Yolo1"	"B1"	6154
1729	2015	"Yolo1"	"B2"	5152
1729	2015	"Yolo1"	"B3"	6500
1729	2015	"Yolo1"	"B4"	5997
1730	2015	"Yolo1"	"B1"	6545
1730	2015	"Yolo1"	"B2"	6628
1730	2015	"Yolo1"	"B3"	6395
1730	2015	"Yolo1"	"B4"	6354
1731	2015	"Yolo1"	"B1"	6261
1731	2015	"Yolo1"	"B2"	5427
1731	2015	"Yolo1"	"B3"	5903
1731	2015	"Yolo1"	"B4"	6419
1745	2015	"Yolo1"	"B1"	6912
1745	2015	"Yolo1"	"B2"	6703
1745	2015	"Yolo1"	"B3"	6830
1745	2015	"Yolo1"	"B4"	6319
1748	2015	"Yolo1"	"B1"	6700
1748	2015	"Yolo1"	"B2"	6639
1748	2015	"Yolo1"	"B3"	6760
1748	2015	"Yolo1"	"B4"	5866
1749	2015	"Yolo1"	"B1"	6797
1749	2015	"Yolo1"	"B2"	6055
1749	2015	"Yolo1"	"B3"	7032
1749	2015	"Yolo1"	"B4"	6124
1750	2015	"Yolo1"	"B1"	5110
1750	2015	"Yolo1"	"B2"	6251
1750	2015	"Yolo1"	"B3"	5748
1750	2015	"Yolo1"	"B4"	5524
1751	2015	"Yolo1"	"B1"	6722
1751	2015	"Yolo1"	"B2"	5758
1751	2015	"Yolo1"	"B3"	6742
1751	2015	"Yolo1"	"B4"	6375
1766	2015	"Yolo1"	"B1"	8118
1766	2015	"Yolo1"	"B2"	7042
1766	2015	"Yolo1"	"B3"	6900
1766	2015	"Yolo1"	"B4"	7138
1767	2015	"Yolo1"	"B1"	6994
1767	2015	"Yolo1"	"B2"	6579
1767	2015	"Yolo1"	"B3"	7434
1767	2015	"Yolo1"	"B4"	6643
1772	2015	"Yolo1"	"B1"	6416
1772	2015	"Yolo1"	"B2"	6612
1772	2015	"Yolo1"	"B3"	6738
1772	2015	"Yolo1"	"B4"	5920
1773	2015	"Yolo1"	"B1"	6514
1773	2015	"Yolo1"	"B2"	6037
1773	2015	"Yolo1"	"B3"	6273
1773	2015	"Yolo1"	"B4"	6522
1778	2015	"Yolo1"	"B1"	6204
1778	2015	"Yolo1"	"B2"	6162
1778	2015	"Yolo1"	"B3"	6424
1778	2015	"Yolo1"	"B4"	6806
1779	2015	"Yolo1"	"B1"	4647
1779	2015	"Yolo1"	"B2"	5443
1779	2015	"Yolo1"	"B3"	5767
1779	2015	"Yolo1"	"B4"	5607
1789	2015	"Yolo1"	"B1"	5760
1789	2015	"Yolo1"	"B2"	7089
1789	2015	"Yolo1"	"B3"	6327
1789	2015	"Yolo1"	"B4"	6037
1790	2015	"Yolo1"	"B1"	6143
1790	2015	"Yolo1"	"B2"	6726
1790	2015	"Yolo1"	"B3"	6951
1790	2015	"Yolo1"	"B4"	6658
1791	2015	"Yolo1"	"B1"	6894
1791	2015	"Yolo1"	"B2"	6245
1791	2015	"Yolo1"	"B3"	6588
1791	2015	"Yolo1"	"B4"	6739
1792	2015	"Yolo1"	"B1"	6202
1792	2015	"Yolo1"	"B2"	6805
1792	2015	"Yolo1"	"B3"	6862
1792	2015	"Yolo1"	"B4"	5763
1793	2015	"Yolo1"	"B1"	5368
1793	2015	"Yolo1"	"B2"	5564
1793	2015	"Yolo1"	"B3"	5450
1793	2015	"Yolo1"	"B4"	4634
1794	2015	"Yolo1"	"B1"	6387
1794	2015	"Yolo1"	"B2"	6565
1794	2015	"Yolo1"	"B3"	7033
1794	2015	"Yolo1"	"B4"	6759
1795	2015	"Yolo1"	"B1"	6394
1795	2015	"Yolo1"	"B2"	6771
1795	2015	"Yolo1"	"B3"	6572
1795	2015	"Yolo1"	"B4"	6688
1802	2015	"Yolo1"	"B1"	7062
1802	2015	"Yolo1"	"B2"	8499
1802	2015	"Yolo1"	"B3"	8681
1802	2015	"Yolo1"	"B4"	8430
1803	2015	"Yolo1"	"B1"	5865
1803	2015	"Yolo1"	"B2"	5798
1803	2015	"Yolo1"	"B3"	5913
1803	2015	"Yolo1"	"B4"	6197
1804	2015	"Yolo1"	"B1"	5486
1804	2015	"Yolo1"	"B2"	5628
1804	2015	"Yolo1"	"B3"	5855
1804	2015	"Yolo1"	"B4"	5172
1805	2015	"Yolo1"	"B1"	6298
1805	2015	"Yolo1"	"B2"	6865
1805	2015	"Yolo1"	"B3"	7178
1805	2015	"Yolo1"	"B4"	6739
1806	2015	"Yolo1"	"B1"	7310
1806	2015	"Yolo1"	"B2"	7603
1806	2015	"Yolo1"	"B3"	7081
1806	2015	"Yolo1"	"B4"	7207
1807	2015	"Yolo1"	"B1"	5889
1807	2015	"Yolo1"	"B2"	7254
1807	2015	"Yolo1"	"B3"	6525
1807	2015	"Yolo1"	"B4"	6259
1808	2015	"Yolo1"	"B1"	4138
1808	2015	"Yolo1"	"B2"	4595
1808	2015	"Yolo1"	"B3"	3916
1808	2015	"Yolo1"	"B4"	4288
1478	2016	"Yolo1"	"B1"	6452
1478	2016	"Yolo1"	"B2"	6366
1478	2016	"Yolo1"	"B3"	4982
1478	2016	"Yolo1"	"B4"	6147
1495	2016	"Yolo1"	"B1"	6230
1495	2016	"Yolo1"	"B2"	5674
1495	2016	"Yolo1"	"B3"	5988
1495	2016	"Yolo1"	"B4"	6755
1521	2016	"Yolo1"	"B1"	6958
1521	2016	"Yolo1"	"B2"	7502
1521	2016	"Yolo1"	"B3"	7359
1521	2016	"Yolo1"	"B4"	5791
1522	2016	"Yolo1"	"B1"	7281
1522	2016	"Yolo1"	"B2"	6674
1522	2016	"Yolo1"	"B3"	7053
1522	2016	"Yolo1"	"B4"	7137
1550	2016	"Yolo1"	"B1"	5295
1550	2016	"Yolo1"	"B2"	5753
1550	2016	"Yolo1"	"B3"	5069
1550	2016	"Yolo1"	"B4"	5552
1590	2016	"Yolo1"	"B1"	6630
1590	2016	"Yolo1"	"B2"	5621
1590	2016	"Yolo1"	"B3"	6520
1590	2016	"Yolo1"	"B4"	8696
1608	2016	"Yolo1"	"B1"	5489
1608	2016	"Yolo1"	"B2"	6074
1608	2016	"Yolo1"	"B3"	6317
1608	2016	"Yolo1"	"B4"	4975
1650	2016	"Yolo1"	"B1"	5626
1650	2016	"Yolo1"	"B2"	6118
1650	2016	"Yolo1"	"B3"	6141
1650	2016	"Yolo1"	"B4"	5707
1657	2016	"Yolo1"	"B2"	6855
1657	2016	"Yolo1"	"B3"	5237
1657	2016	"Yolo1"	"B4"	6070
1658	2016	"Yolo1"	"B1"	7358
1658	2016	"Yolo1"	"B2"	6941
1658	2016	"Yolo1"	"B3"	7393
1658	2016	"Yolo1"	"B4"	7144
1660	2016	"Yolo1"	"B1"	6177
1660	2016	"Yolo1"	"B2"	6423
1660	2016	"Yolo1"	"B3"	5983
1660	2016	"Yolo1"	"B4"	5511
1667	2016	"Yolo1"	"B1"	3054
1667	2016	"Yolo1"	"B2"	2799
1667	2016	"Yolo1"	"B3"	2850
1680	2016	"Yolo1"	"B1"	6342
1680	2016	"Yolo1"	"B2"	6539
1680	2016	"Yolo1"	"B3"	7209
1680	2016	"Yolo1"	"B4"	6812
1723	2016	"Yolo1"	"B1"	7735
1723	2016	"Yolo1"	"B2"	7534
1723	2016	"Yolo1"	"B3"	6595
1723	2016	"Yolo1"	"B4"	7696
1728	2016	"Yolo1"	"B1"	7004
1728	2016	"Yolo1"	"B2"	6494
1728	2016	"Yolo1"	"B3"	6245
1728	2016	"Yolo1"	"B4"	6203
1730	2016	"Yolo1"	"B1"	6566
1730	2016	"Yolo1"	"B2"	6854
1730	2016	"Yolo1"	"B3"	5752
1730	2016	"Yolo1"	"B4"	6380
1731	2016	"Yolo1"	"B1"	4523
1731	2016	"Yolo1"	"B2"	6569
1731	2016	"Yolo1"	"B3"	5642
1731	2016	"Yolo1"	"B4"	5997
1743	2016	"Yolo1"	"B1"	13874
1743	2016	"Yolo1"	"B2"	7691
1743	2016	"Yolo1"	"B3"	7150
1743	2016	"Yolo1"	"B4"	7060
1745	2016	"Yolo1"	"B1"	6260
1745	2016	"Yolo1"	"B2"	6376
1745	2016	"Yolo1"	"B3"	6443
1745	2016	"Yolo1"	"B4"	7038
1748	2016	"Yolo1"	"B1"	7507
1748	2016	"Yolo1"	"B2"	7045
1748	2016	"Yolo1"	"B3"	6916
1748	2016	"Yolo1"	"B4"	6317
1749	2016	"Yolo1"	"B1"	6585
1749	2016	"Yolo1"	"B2"	6890
1749	2016	"Yolo1"	"B3"	8154
1749	2016	"Yolo1"	"B4"	6489
1750	2016	"Yolo1"	"B1"	7004
1750	2016	"Yolo1"	"B2"	11936
1750	2016	"Yolo1"	"B3"	6674
1750	2016	"Yolo1"	"B4"	6203
1751	2016	"Yolo1"	"B1"	5834
1751	2016	"Yolo1"	"B2"	4212
1751	2016	"Yolo1"	"B3"	6082
1751	2016	"Yolo1"	"B4"	6569
1766	2016	"Yolo1"	"B1"	4022
1766	2016	"Yolo1"	"B2"	4530
1766	2016	"Yolo1"	"B3"	3424
1766	2016	"Yolo1"	"B4"	2815
1778	2016	"Yolo1"	"B1"	5936
1778	2016	"Yolo1"	"B2"	7477
1778	2016	"Yolo1"	"B3"	7063
1778	2016	"Yolo1"	"B4"	6835
1802	2016	"Yolo1"	"B1"	8149
1802	2016	"Yolo1"	"B2"	7883
1802	2016	"Yolo1"	"B3"	7912
1802	2016	"Yolo1"	"B4"	7533
1807	2016	"Yolo1"	"B1"	6538
1807	2016	"Yolo1"	"B2"	5650
1807	2016	"Yolo1"	"B3"	5285
1807	2016	"Yolo1"	"B4"	4063
1814	2016	"Yolo1"	"B1"	7546
1814	2016	"Yolo1"	"B2"	6707
1814	2016	"Yolo1"	"B3"	6532
1814	2016	"Yolo1"	"B4"	10340
1815	2016	"Yolo1"	"B1"	7915
1815	2016	"Yolo1"	"B2"	7570
1815	2016	"Yolo1"	"B3"	8113
1815	2016	"Yolo1"	"B4"	7490
1816	2016	"Yolo1"	"B1"	7769
1816	2016	"Yolo1"	"B2"	7670
1816	2016	"Yolo1"	"B3"	7995
1816	2016	"Yolo1"	"B4"	6854
1817	2016	"Yolo1"	"B1"	7676
1817	2016	"Yolo1"	"B2"	7192
1817	2016	"Yolo1"	"B3"	7944
1817	2016	"Yolo1"	"B4"	6848
1818	2016	"Yolo1"	"B1"	6789
1818	2016	"Yolo1"	"B2"	6684
1818	2016	"Yolo1"	"B3"	6213
1818	2016	"Yolo1"	"B4"	5911
1819	2016	"Yolo1"	"B1"	7755
1819	2016	"Yolo1"	"B2"	7051
1819	2016	"Yolo1"	"B3"	6413
1819	2016	"Yolo1"	"B4"	5913
1820	2016	"Yolo1"	"B1"	7446
1820	2016	"Yolo1"	"B2"	6866
1820	2016	"Yolo1"	"B3"	6572
1820	2016	"Yolo1"	"B4"	6456
1821	2016	"Yolo1"	"B1"	6661
1821	2016	"Yolo1"	"B2"	7648
1821	2016	"Yolo1"	"B3"	7061
1821	2016	"Yolo1"	"B4"	6424
1828	2016	"Yolo1"	"B1"	7051
1828	2016	"Yolo1"	"B2"	6882
1828	2016	"Yolo1"	"B3"	6079
1828	2016	"Yolo1"	"B4"	5853
1829	2016	"Yolo1"	"B1"	5649
1829	2016	"Yolo1"	"B2"	5116
1829	2016	"Yolo1"	"B3"	6478
1829	2016	"Yolo1"	"B4"	5931
1830	2016	"Yolo1"	"B1"	7722
1830	2016	"Yolo1"	"B2"	6963
1830	2016	"Yolo1"	"B3"	7183
1830	2016	"Yolo1"	"B4"	6189
1831	2016	"Yolo1"	"B1"	7278
1831	2016	"Yolo1"	"B2"	7259
1831	2016	"Yolo1"	"B3"	6458
1831	2016	"Yolo1"	"B4"	6467
20	2016	"Yolo1"	"B1"	5421
20	2016	"Yolo1"	"B2"	4797
20	2016	"Yolo1"	"B3"	5711
20	2016	"Yolo1"	"B4"	4690
112	2017	"Yolo1"	"B1"	5317
112	2017	"Yolo1"	"B2"	5102
112	2017	"Yolo1"	"B3"	8035
112	2017	"Yolo1"	"B4"	7807
1478	2017	"Yolo1"	"B1"	9010
1478	2017	"Yolo1"	"B2"	8629
1478	2017	"Yolo1"	"B3"	8890
1478	2017	"Yolo1"	"B4"	8667
1495	2017	"Yolo1"	"B1"	7996
1495	2017	"Yolo1"	"B2"	7571
1495	2017	"Yolo1"	"B3"	8120
1495	2017	"Yolo1"	"B4"	8616
1521	2017	"Yolo1"	"B1"	9250
1521	2017	"Yolo1"	"B2"	8580
1521	2017	"Yolo1"	"B3"	12651
1521	2017	"Yolo1"	"B4"	8841
1522	2017	"Yolo1"	"B1"	9236
1522	2017	"Yolo1"	"B2"	9070
1522	2017	"Yolo1"	"B3"	8816
1522	2017	"Yolo1"	"B4"	9035
1590	2017	"Yolo1"	"B1"	8554
1590	2017	"Yolo1"	"B2"	8953
1590	2017	"Yolo1"	"B3"	8920
1590	2017	"Yolo1"	"B4"	8812
1608	2017	"Yolo1"	"B1"	7255
1608	2017	"Yolo1"	"B2"	7943
1608	2017	"Yolo1"	"B3"	8222
1608	2017	"Yolo1"	"B4"	7499
1657	2017	"Yolo1"	"B1"	10101
1657	2017	"Yolo1"	"B2"	8723
1657	2017	"Yolo1"	"B3"	9547
1657	2017	"Yolo1"	"B4"	8947
1658	2017	"Yolo1"	"B1"	9510
1658	2017	"Yolo1"	"B2"	9346
