"col"	"row"	"disease"
123	4	"N"
123	5	"N"
123	6	"Y"
123	7	"N"
123	8	"N"
123	9	"Y"
123	10	"N"
123	11	"N"
123	12	"N"
123	13	"Y"
123	14	"N"
124	1	"N"
124	2	"N"
124	3	"N"
124	4	"N"
124	5	"N"
124	6	"N"
124	7	"N"
124	8	"Y"
124	9	"N"
124	10	"Y"
124	11	"N"
124	12	"N"
124	13	"N"
124	14	"Y"
125	1	"N"
125	2	"N"
125	3	"N"
125	4	"N"
125	5	"N"
125	6	"N"
125	7	"N"
125	8	"N"
125	9	"N"
125	10	"Y"
125	11	"N"
125	12	"N"
125	13	"N"
125	14	"N"
126	1	"N"
126	2	"Y"
126	3	"N"
126	4	"N"
126	5	"N"
126	6	"N"
126	7	"N"
126	8	"N"
126	9	"N"
126	10	"N"
126	11	"N"
126	12	"Y"
126	13	"N"
126	14	"N"
127	1	"N"
127	2	"N"
127	3	"N"
127	4	"N"
127	5	"N"
127	6	"Y"
127	7	"Y"
127	8	"N"
127	9	"N"
127	10	"N"
127	11	"N"
127	12	"N"
127	13	"N"
127	14	"N"
128	1	"N"
128	2	"N"
128	3	"N"
128	4	"N"
128	5	"N"
128	6	"N"
128	7	"N"
128	8	"N"
128	9	"N"
128	10	"N"
128	11	"N"
128	12	"N"
128	13	"N"
128	14	"N"
129	1	"N"
129	2	"N"
129	3	"N"
129	4	"N"
129	5	"N"
129	6	"N"
129	7	"N"
129	8	"N"
129	9	"N"
129	10	"N"
129	11	"N"
129	12	"N"
129	13	"Y"
129	14	"N"
130	1	"N"
130	2	"Y"
130	3	"N"
130	4	"Y"
130	5	"N"
130	6	"N"
130	7	"N"
130	8	"N"
130	9	"N"
130	10	"N"
130	11	"N"
130	12	"N"
130	13	"N"
130	14	"N"
131	1	"N"
131	2	"N"
131	3	"N"
131	4	"N"
131	5	"N"
131	6	"N"
131	7	"Y"
131	8	"N"
131	9	"N"
131	10	"N"
131	11	"N"
131	12	"N"
131	13	"N"
131	14	"N"
132	1	"N"
132	2	"N"
132	3	"N"
132	4	"N"
132	5	"N"
132	6	"N"
132	7	"N"
132	8	"N"
132	9	"Y"
132	10	"N"
132	11	"N"
132	12	"N"
132	13	"N"
132	14	"N"
133	1	"N"
133	2	"N"
133	3	"N"
133	4	"N"
133	5	"N"
133	6	"N"
133	7	"N"
133	8	"N"
133	9	"Y"
133	10	"N"
133	11	"N"
133	12	"N"
133	13	"Y"
133	14	"N"
134	1	"N"
134	2	"Y"
134	3	"N"
134	4	"N"
134	5	"N"
134	6	"N"
134	7	"N"
134	8	"Y"
134	9	"N"
134	10	"N"
134	11	"N"
134	12	"N"
134	13	"N"
134	14	"N"
135	1	"N"
135	2	"N"
135	3	"N"
135	4	"N"
135	5	"N"
135	6	"N"
135	7	"N"
135	8	"N"
135	9	"N"
135	10	"N"
135	11	"N"
135	12	"N"
135	13	"N"
135	14	"N"
136	1	"N"
136	2	"N"
136	3	"N"
136	4	"N"
136	5	"N"
136	6	"N"
136	7	"N"
136	8	"N"
136	9	"N"
136	10	"N"
136	11	"N"
136	12	"N"
136	13	"N"
136	14	"N"
137	1	"N"
137	2	"Y"
137	3	"N"
137	4	"N"
137	5	"N"
137	6	"N"
137	7	"N"
137	8	"N"
137	9	"N"
137	10	"Y"
137	11	"N"
137	12	"N"
137	13	"N"
137	14	"N"
138	1	"Y"
138	2	"Y"
138	3	"N"
138	4	"N"
138	5	"N"
138	6	"N"
138	7	"N"
138	8	"N"
138	9	"N"
138	10	"N"
138	11	"N"
138	12	"N"
138	13	"N"
138	14	"N"
139	1	"N"
139	2	"N"
139	3	"N"
139	4	"N"
139	5	"N"
139	6	"N"
139	7	"N"
139	8	"N"
139	9	"N"
139	10	"N"
139	11	"N"
139	12	"N"
139	13	"N"
139	14	"N"
140	1	"N"
140	2	"N"
140	3	"N"
140	4	"N"
140	5	"N"
140	6	"Y"
140	7	"Y"
140	8	"N"
140	9	"N"
140	10	"N"
140	11	"N"
140	12	"N"
140	13	"N"
140	14	"N"
141	1	"N"
141	2	"N"
141	3	"N"
141	4	"N"
141	5	"N"
141	6	"N"
141	7	"Y"
141	8	"N"
141	9	"N"
141	10	"N"
141	11	"N"
141	12	"N"
141	13	"N"
141	14	"N"
142	1	"N"
142	2	"N"
142	3	"N"
142	4	"Y"
142	5	"Y"
142	6	"N"
142	7	"N"
142	8	"N"
142	9	"N"
142	10	"N"
142	11	"N"
142	12	"N"
142	13	"N"
142	14	"N"
143	1	"N"
143	2	"N"
143	3	"N"
143	4	"N"
143	5	"N"
143	6	"Y"
143	7	"N"
143	8	"N"
143	9	"Y"
143	10	"N"
143	11	"N"
143	12	"N"
143	13	"N"
143	14	"N"
144	1	"N"
144	2	"N"
144	3	"N"
144	4	"N"
144	5	"N"
144	6	"Y"
144	7	"N"
144	8	"Y"
144	9	"N"
144	10	"N"
144	11	"N"
144	12	"N"
144	13	"N"
144	14	"N"
145	1	"N"
145	2	"N"
145	3	"N"
145	4	"N"
145	5	"N"
145	6	"N"
145	7	"N"
145	8	"N"
145	9	"N"
145	10	"N"
145	11	"N"
145	12	"N"
145	13	"N"
145	14	"N"
146	1	"N"
146	2	"N"
146	3	"N"
146	4	"N"
146	5	"N"
146	6	"N"
146	7	"N"
146	8	"N"
146	9	"N"
146	10	"N"
146	11	"N"
146	12	"N"
146	13	"N"
146	14	"N"
147	1	"N"
147	2	"N"
147	3	"N"
147	4	"N"
147	5	"N"
147	6	"N"
147	7	"N"
147	8	"Y"
147	9	"N"
147	10	"N"
147	11	"N"
147	12	"N"
147	13	"N"
147	14	"N"
148	1	"N"
148	2	"N"
148	3	"N"
148	4	"N"
148	5	"N"
148	6	"N"
148	7	"N"
148	8	"N"
148	9	"N"
148	10	"N"
148	11	"N"
148	12	"Y"
148	13	"N"
148	14	"N"
149	1	"N"
149	2	"N"
149	3	"N"
149	4	"N"
149	5	"N"
149	6	"N"
149	7	"N"
149	8	"N"
149	9	"N"
149	10	"N"
149	11	"N"
149	12	"N"
149	13	"N"
149	14	"N"
150	1	"N"
150	2	"N"
150	3	"N"
150	4	"N"
150	5	"N"
150	6	"Y"
150	7	"N"
150	8	"N"
150	9	"N"
150	10	"N"
150	11	"N"
150	12	"Y"
150	13	"N"
150	14	"N"
151	1	"N"
151	2	"N"
151	3	"N"
151	4	"N"
151	5	"Y"
151	6	"N"
151	7	"Y"
151	8	"N"
151	9	"N"
151	10	"N"
151	11	"Y"
151	12	"N"
151	13	"N"
151	14	"N"
152	1	"N"
152	2	"N"
152	3	"N"
152	4	"N"
152	5	"N"
152	6	"N"
152	7	"Y"
152	8	"N"
152	9	"N"
152	10	"N"
152	11	"N"
152	12	"N"
152	13	"N"
152	14	"N"
153	1	"N"
153	2	"N"
153	3	"N"
153	4	"N"
153	5	"N"
153	6	"N"
153	7	"N"
153	8	"N"
153	9	"N"
153	10	"N"
153	11	"N"
153	12	"N"
153	13	"N"
153	14	"N"
154	1	"N"
154	2	"N"
154	3	"N"
154	4	"N"
154	5	"N"
154	6	"N"
154	7	"N"
154	8	"N"
154	9	"N"
154	10	"Y"
154	11	"Y"
154	12	"N"
154	13	"N"
154	14	"N"
155	1	"N"
155	2	"N"
155	3	"Y"
155	4	"N"
155	5	"N"
155	6	"N"
155	7	"N"
155	8	"N"
155	9	"Y"
155	10	"Y"
155	11	"N"
155	12	"N"
155	13	"N"
155	14	"N"
156	1	"N"
156	2	"Y"
156	3	"N"
156	4	"N"
156	5	"N"
156	6	"N"
156	7	"N"
156	8	"N"
156	9	"Y"
156	10	"N"
156	11	"N"
156	12	"N"
156	13	"N"
156	14	"N"
157	1	"Y"
157	2	"Y"
157	3	"N"
157	4	"Y"
157	5	"N"
157	6	"Y"
157	7	"Y"
157	8	"N"
157	9	"N"
157	10	"N"
157	11	"N"
157	12	"N"
157	13	"N"
157	14	"N"
158	1	"N"
158	2	"Y"
158	3	"N"
158	4	"Y"
158	5	"N"
158	6	"N"
158	7	"N"
158	8	"N"
158	9	"N"
158	10	"N"
158	11	"N"
158	12	"N"
158	13	"N"
158	14	"N"
159	1	"Y"
159	2	"Y"
159	3	"N"
159	4	"N"
159	5	"N"
159	6	"N"
159	7	"N"
159	8	"N"
159	9	"Y"
159	10	"N"
159	11	"N"
159	12	"N"
159	13	"N"
159	14	"N"
160	1	"N"
160	2	"Y"
160	3	"N"
160	4	"Y"
160	5	"Y"
160	6	"Y"
160	7	"N"
160	8	"N"
160	9	"N"
160	10	"N"
160	11	"N"
160	12	"N"
160	13	"N"
160	14	"N"
161	1	"N"
161	2	"N"
161	3	"N"
161	4	"N"
161	5	"Y"
161	6	"N"
161	7	"N"
161	8	"N"
161	9	"N"
161	10	"N"
161	11	"N"
161	12	"N"
161	13	"N"
161	14	"N"
162	1	"N"
162	2	"N"
162	3	"N"
162	4	"N"
162	5	"Y"
162	6	"Y"
162	7	"N"
162	8	"N"
162	9	"N"
162	10	"Y"
162	11	"N"
162	12	"N"
162	13	"N"
162	14	"N"
163	1	"N"
163	2	"N"
163	3	"Y"
163	4	"N"
163	5	"Y"
163	6	"Y"
163	7	"N"
163	8	"N"
163	9	"Y"
163	10	"N"
163	11	"N"
163	12	"N"
163	13	"N"
163	14	"N"
164	1	"N"
164	2	"N"
164	3	"N"
164	4	"N"
164	5	"N"
164	6	"N"
164	7	"Y"
164	8	"N"
164	9	"N"
164	10	"N"
164	11	"N"
164	12	"N"
164	13	"N"
164	14	"N"
165	1	"N"
165	2	"N"
165	3	"N"
165	4	"N"
165	5	"N"
165	6	"N"
165	7	"Y"
165	8	"N"
165	9	"N"
165	10	"N"
165	11	"N"
165	12	"N"
165	13	"N"
165	14	"N"
166	1	"N"
166	2	"N"
166	3	"N"
166	4	"N"
166	5	"N"
166	6	"N"
166	7	"Y"
166	8	"N"
166	9	"Y"
166	10	"N"
166	11	"N"
166	12	"N"
166	13	"N"
166	14	"N"
167	1	"N"
167	2	"Y"
167	3	"Y"
167	4	"Y"
167	5	"Y"
167	6	"N"
167	7	"N"
167	8	"N"
167	9	"N"
167	10	"N"
167	11	"N"
167	12	"N"
167	13	"N"
167	14	"N"
168	1	"N"
168	2	"N"
168	3	"N"
168	4	"N"
168	5	"N"
168	6	"N"
168	7	"N"
168	8	"N"
168	9	"N"
168	10	"N"
168	11	"N"
168	12	"N"
168	13	"N"
168	14	"N"
169	1	"N"
169	2	"N"
169	3	"N"
169	4	"N"
169	5	"N"
169	6	"N"
169	7	"N"
169	8	"N"
169	9	"N"
169	10	"N"
169	11	"N"
169	12	"N"
169	13	"N"
169	14	"N"
170	1	"N"
170	2	"N"
170	3	"N"
170	4	"N"
170	5	"N"
170	6	"N"
170	7	"N"
170	8	"Y"
170	9	"Y"
170	10	"Y"
170	11	"N"
170	12	"N"
170	13	"N"
170	14	"N"
171	1	"N"
171	2	"N"
171	3	"N"
171	4	"Y"
171	5	"N"
171	6	"N"
171	7	"N"
171	8	"N"
171	9	"N"
171	10	"N"
171	11	"N"
171	12	"N"
171	13	"N"
171	14	"N"
172	1	"N"
172	2	"N"
172	3	"N"
172	4	"N"
172	5	"Y"
172	6	"Y"
172	7	"N"
172	8	"N"
172	9	"N"
172	10	"N"
172	11	"N"
172	12	"Y"
172	13	"N"
172	14	"N"
173	1	"N"
173	2	"N"
173	3	"N"
173	4	"N"
173	5	"Y"
173	6	"N"
173	7	"N"
173	8	"N"
173	9	"N"
173	10	"N"
173	11	"N"
173	12	"Y"
173	13	"N"
173	14	"N"
174	1	"Y"
174	2	"N"
174	3	"N"
174	4	"N"
174	5	"N"
174	6	"N"
174	7	"N"
174	8	"N"
174	9	"Y"
174	10	"N"
174	11	"N"
174	12	"N"
174	13	"N"
174	14	"N"
175	1	"N"
175	2	"Y"
175	3	"N"
175	4	"Y"
175	5	"N"
175	6	"N"
175	7	"N"
175	8	"N"
175	9	"Y"
175	10	"N"
175	11	"N"
175	12	"N"
175	13	"N"
175	14	"N"
176	1	"N"
176	2	"Y"
176	3	"Y"
176	4	"Y"
176	5	"N"
176	6	"Y"
176	7	"N"
176	8	"Y"
176	9	"Y"
176	10	"N"
176	11	"N"
176	12	"N"
176	13	"N"
176	14	"N"
177	1	"N"
177	2	"N"
177	3	"N"
177	4	"N"
177	5	"N"
177	6	"N"
177	7	"N"
177	8	"N"
177	9	"N"
177	10	"N"
177	11	"N"
177	12	"N"
177	13	"N"
177	14	"N"
178	1	"N"
178	2	"N"
178	3	"N"
178	4	"N"
178	5	"Y"
178	6	"Y"
178	7	"N"
178	8	"N"
178	9	"N"
178	10	"N"
178	11	"N"
178	12	"N"
178	13	"N"
178	14	"N"
179	1	"N"
179	2	"Y"
179	3	"N"
179	4	"N"
179	5	"N"
179	6	"N"
179	7	"N"
179	8	"N"
179	9	"N"
179	10	"N"
179	11	"N"
179	12	"N"
179	13	"N"
179	14	"N"
