year	state	acres	yield
1904	"Kansas"	6707000	21
1904	"Kentucky"	3700000	27
1904	"Louisiana"	1170000	16.5
1904	"Maine"	25000	37
1904	"Maryland"	665000	30.5
1904	"Massachusetts"	58000	40
1904	"Michigan"	1600000	28.5
1904	"Minnesota"	1950000	25.5
1904	"Mississippi"	2050000	18.5
1904	"Missouri"	6650000	26
1904	"Montana"	6000	27
1904	"Nebraska"	7275000	33
1904	"New Hampshire"	31000	30
1904	"New Jersey"	284000	38.5
1904	"New Mexico"	56000	19
1904	"New York"	770000	31
1904	"North Carolina"	2540000	15
1904	"North Dakota"	150000	21
1904	"Ohio"	3975000	35.5
1904	"Oklahoma"	3600000	30
1904	"Oregon"	29000	26
1904	"Pennsylvania"	1480000	34.5
1904	"Rhode Island"	11000	34
1904	"South Carolina"	1580000	14.5
1904	"South Dakota"	1750000	23
1904	"Tennessee"	3420000	25
1904	"Texas"	4830000	23.5
1904	"Utah"	10000	23.5
1904	"Vermont"	89000	42.5
1904	"Virginia"	1850000	23.5
1904	"Washington"	19000	24
1904	"West Virginia"	690000	24.5
1904	"Wisconsin"	1630000	29.7
1904	"Wyoming"	6000	20
1905	"Alabama"	2650000	14
1905	"Arizona"	13000	21.5
1905	"Arkansas"	2030000	18
1905	"California"	61000	32
1905	"Colorado"	180000	20
1905	"Connecticut"	61000	42
1905	"Delaware"	190000	28
1905	"Florida"	615000	9.5
1905	"Georgia"	3480000	11
1905	"Idaho"	9000	29
1905	"Illinois"	10500000	42
1905	"Indiana"	5e+06	42
1905	"Iowa"	9600000	41.5
1905	"Kansas"	7042000	28
1905	"Kentucky"	3550000	29
1905	"Louisiana"	1170000	13.5
1905	"Maine"	25000	42
1905	"Maryland"	660000	33.5
1905	"Massachusetts"	59000	42
1905	"Michigan"	1560000	34
1905	"Minnesota"	1940000	34
1905	"Mississippi"	2030000	14.5
1905	"Missouri"	7080000	34
1905	"Montana"	6000	27
1905	"Nebraska"	7200000	34
1905	"New Hampshire"	30000	43
1905	"New Jersey"	284000	35
1905	"New Mexico"	70000	21.5
1905	"New York"	760000	34
1905	"North Carolina"	2510000	13.5
1905	"North Dakota"	149000	27.5
1905	"Ohio"	3750000	39.5
1905	"Oklahoma"	3950000	30
1905	"Oregon"	30000	23
1905	"Pennsylvania"	1480000	41
1905	"Rhode Island"	11000	39
1905	"South Carolina"	1600000	11
1905	"South Dakota"	1830000	30.5
1905	"Tennessee"	3380000	24.5
1905	"Texas"	4980000	22
1905	"Utah"	10000	24
1905	"Vermont"	86000	41.5
1905	"Virginia"	1850000	24.5
1905	"Washington"	22000	20
1905	"West Virginia"	680000	29
1905	"Wisconsin"	1565000	36.5
1905	"Wyoming"	8000	19
1906	"Alabama"	2590000	14.5
1906	"Arizona"	13000	22.5
1906	"Arkansas"	2030000	22
1906	"California"	62000	31
1906	"Colorado"	195000	19
1906	"Connecticut"	60000	41
1906	"Delaware"	190000	26
1906	"Florida"	610000	10
1906	"Georgia"	3410000	12
1906	"Idaho"	9000	31.5
1906	"Illinois"	10500000	39
1906	"Indiana"	5075000	41
1906	"Iowa"	9650000	45.5
1906	"Kansas"	6819000	29
1906	"Kentucky"	3550000	30.5
1906	"Louisiana"	1210000	16
1906	"Maine"	24000	40
1906	"Maryland"	660000	31.5
1906	"Massachusetts"	59000	43
1906	"Michigan"	1580000	37
1906	"Minnesota"	1990000	34
1906	"Mississippi"	2050000	18
1906	"Missouri"	6980000	32.5
1906	"Montana"	7000	30
1906	"Nebraska"	7075000	34
1906	"New Hampshire"	28000	41.5
1906	"New Jersey"	281000	36.5
1906	"New Mexico"	79000	22
1906	"New York"	750000	35
1906	"North Carolina"	2490000	15
1906	"North Dakota"	150000	28
1906	"Ohio"	3900000	43
1906	"Oklahoma"	3970000	33
1906	"Oregon"	32000	26
1906	"Pennsylvania"	1465000	41
1906	"Rhode Island"	11000	37
1906	"South Carolina"	1560000	12.5
1906	"South Dakota"	1875000	30.5
1906	"Tennessee"	3440000	28
1906	"Texas"	5030000	22.5
1906	"Utah"	10000	23.5
1906	"Vermont"	82000	42.5
1906	"Virginia"	1830000	24
1906	"Washington"	24000	25
1906	"West Virginia"	675000	28.5
1906	"Wisconsin"	1535000	38
1906	"Wyoming"	9000	17.5
1907	"Alabama"	2500000	14.5
1907	"Arizona"	15000	21.5
1907	"Arkansas"	2100000	15.5
1907	"California"	60000	30.5
1907	"Colorado"	210000	18
1907	"Connecticut"	60000	30
1907	"Delaware"	190000	25.5
1907	"Florida"	595000	10
1907	"Georgia"	3380000	12.5
1907	"Idaho"	10000	31
1907	"Illinois"	10400000	39
1907	"Indiana"	4950000	36.5
1907	"Iowa"	9700000	35
1907	"Kansas"	7087000	22
1907	"Kentucky"	3500000	27
1907	"Louisiana"	1220000	14
1907	"Maine"	23000	38
1907	"Maryland"	650000	30.5
1907	"Massachusetts"	58000	39
1907	"Michigan"	1610000	30
1907	"Minnesota"	1950000	27
1907	"Mississippi"	1990000	15.5
1907	"Missouri"	7080000	31
1907	"Montana"	8000	28
1907	"Nebraska"	7075000	24
1907	"New Hampshire"	27000	38.5
1907	"New Jersey"	278000	36
1907	"New Mexico"	84000	20
1907	"New York"	730000	29.5
1907	"North Carolina"	2440000	15.5
1907	"North Dakota"	175000	18
1907	"Ohio"	3800000	36
1907	"Oklahoma"	4740000	24.5
1907	"Oregon"	30000	26
1907	"Pennsylvania"	1430000	33.5
1907	"Rhode Island"	10000	31.5
1907	"South Carolina"	1530000	15
1907	"South Dakota"	1850000	21.5
1907	"Tennessee"	3350000	26
1907	"Texas"	5140000	22.5
1907	"Utah"	10000	21.5
1907	"Vermont"	79000	40
1907	"Virginia"	1775000	23
1907	"Washington"	26000	27.5
1907	"West Virginia"	640000	24
1907	"Wisconsin"	1520000	28.5
1907	"Wyoming"	9000	16.5
1908	"Alabama"	2540000	14
1908	"Arizona"	16000	20
1908	"Arkansas"	2140000	19.5
1908	"California"	58000	27.5
1908	"Colorado"	260000	16
1908	"Connecticut"	61000	43
1908	"Delaware"	190000	26
1908	"Florida"	580000	10
1908	"Georgia"	3350000	11
1908	"Idaho"	10000	29
1908	"Illinois"	9800000	35
1908	"Indiana"	4875000	30.5
1908	"Iowa"	9350000	38
1908	"Kansas"	7386000	22
1908	"Kentucky"	3400000	22
1908	"Louisiana"	1270000	16
1908	"Maine"	23000	42.5
1908	"Maryland"	650000	31
1908	"Massachusetts"	59000	44
1908	"Michigan"	1610000	30
1908	"Minnesota"	2010000	29
1908	"Mississippi"	2070000	17
1908	"Missouri"	6500000	27
1908	"Montana"	9000	25.5
1908	"Nebraska"	7150000	27
1908	"New Hampshire"	27000	43.5
1908	"New Jersey"	275000	40
1908	"New Mexico"	96000	20
1908	"New York"	720000	38
1908	"North Carolina"	2440000	14.5
1908	"North Dakota"	190000	23
1908	"Ohio"	3750000	38.5
1908	"Oklahoma"	4980000	25
1908	"Oregon"	32000	23
1908	"Pennsylvania"	1415000	39
1908	"Rhode Island"	10000	40
1908	"South Carolina"	1540000	12
1908	"South Dakota"	1940000	26
1908	"Tennessee"	3230000	25
1908	"Texas"	5190000	24
1908	"Utah"	10000	22
1908	"Vermont"	80000	44.5
1908	"Virginia"	1800000	23.5
1908	"Washington"	29000	23
1908	"West Virginia"	635000	24.5
1908	"Wisconsin"	1520000	33.5
1908	"Wyoming"	9000	15
1909	"Alabama"	2589000	11.9
1909	"Arizona"	17000	19.5
1909	"Arkansas"	2287000	16.5
1909	"California"	60000	29.5
1909	"Colorado"	361000	17.8
1909	"Connecticut"	64000	37
1909	"Delaware"	189000	25.6
1909	"Florida"	610000	11.6
1909	"Georgia"	3398000	11.6
1909	"Idaho"	10000	34.6
1909	"Illinois"	10173000	38.8
1909	"Indiana"	5095000	39.9
1909	"Iowa"	9401000	37.1
1909	"Kansas"	8109000	19.1
1909	"Kentucky"	3472000	24.3
1909	"Louisiana"	1592000	16.4
1909	"Maine"	24000	35
1909	"Maryland"	658000	27.7
1909	"Massachusetts"	60000	39.5
1909	"Michigan"	1670000	33.3
1909	"Minnesota"	2067000	33.9
1909	"Mississippi"	2180000	13.1
1909	"Missouri"	7220000	26.9
1909	"Montana"	10000	28.8
1909	"Nebraska"	7327000	24.8
1909	"Nevada"	1000	35.5
1909	"New Hampshire"	29000	35
1909	"New Jersey"	273000	37.7
1909	"New Mexico"	109000	19.5
1909	"New York"	750000	35.4
1909	"North Carolina"	2470000	13.8
1909	"North Dakota"	226000	26.7
1909	"Ohio"	4030000	40.2
1909	"Oklahoma"	5939000	15.9
1909	"Oregon"	34000	26.1
1909	"Pennsylvania"	1460000	30.1
1909	"Rhode Island"	11000	33
1909	"South Carolina"	1571000	13.3
1909	"South Dakota"	2068000	27.3
1909	"Tennessee"	3170000	21.5
1909	"Texas"	5164000	14.7
1909	"Utah"	8000	23.4
1909	"Vermont"	84000	36
1909	"Virginia"	1860000	20.6
1909	"Washington"	33000	25
1909	"West Virginia"	685000	25.3
1909	"Wisconsin"	1570000	33.7
1909	"Wyoming"	12000	19
1910	"Alabama"	2740000	15.5
1910	"Arizona"	15000	18
1910	"Arkansas"	2290000	22
1910	"California"	63000	33.5
1910	"Colorado"	390000	15.5
1910	"Connecticut"	65000	43
1910	"Delaware"	186000	27
1910	"Florida"	6e+05	12
1910	"Georgia"	3460000	12
1910	"Idaho"	10000	32
1910	"Illinois"	10150000	41
1910	"Indiana"	4950000	39
1910	"Iowa"	9530000	41.5
1910	"Kansas"	8950000	19
1910	"Kentucky"	3470000	25.5
1910	"Louisiana"	1700000	18
1910	"Maine"	24000	43
1910	"Maryland"	655000	30
1910	"Massachusetts"	61000	43.5
1910	"Michigan"	1700000	32
1910	"Minnesota"	2190000	32
1910	"Mississippi"	2410000	18.5
1910	"Missouri"	7500000	33
1910	"Montana"	16000	23
1910	"Nebraska"	7425000	26
1910	"Nevada"	1000	30
1910	"New Hampshire"	28000	43
1910	"New Jersey"	273000	36
1910	"New Mexico"	117000	15
1910	"New York"	760000	38.5
1910	"North Carolina"	2520000	17.5
1910	"North Dakota"	280000	14
1910	"Ohio"	3925000	36.5
1910	"Oklahoma"	5610000	16
1910	"Oregon"	35000	25
1910	"Pennsylvania"	1460000	38.5
1910	"Rhode Island"	11000	41.5
1910	"South Carolina"	1600000	16
1910	"South Dakota"	2150000	21
1910	"Tennessee"	3290000	24.5
1910	"Texas"	5320000	22
1910	"Utah"	8000	23
1910	"Vermont"	85000	42
1910	"Virginia"	1920000	24
1910	"Washington"	34000	26
1910	"West Virginia"	675000	22
1910	"Wisconsin"	1600000	33
1910	"Wyoming"	15000	6
1911	"Alabama"	2750000	15
1911	"Arizona"	15000	19
1911	"Arkansas"	2230000	19
1911	"California"	68000	33
1911	"Colorado"	421000	14
1911	"Connecticut"	66000	36.5
1911	"Delaware"	186000	29
1911	"Florida"	585000	12
1911	"Georgia"	3450000	13.5
1911	"Idaho"	12000	30
1911	"Illinois"	9800000	36
1911	"Indiana"	4950000	34.5
1911	"Iowa"	9850000	35.5
1911	"Kansas"	8157000	14.5
1911	"Kentucky"	3500000	23
1911	"Louisiana"	1700000	15
1911	"Maine"	26000	40
1911	"Maryland"	640000	33
1911	"Massachusetts"	60000	41.5
1911	"Michigan"	1700000	32
1911	"Minnesota"	2430000	33
1911	"Mississippi"	2390000	18
1911	"Missouri"	7400000	26
1911	"Montana"	20000	26.5
1911	"Nebraska"	7350000	21.5
1911	"Nevada"	1000	31.5
1911	"New Hampshire"	28000	39
1911	"New Jersey"	273000	38
1911	"New Mexico"	128000	19.5
1911	"New York"	760000	37
1911	"North Carolina"	2440000	16.5
1911	"North Dakota"	4e+05	23.5
1911	"Ohio"	3900000	39.5
1911	"Oklahoma"	5440000	7
1911	"Oregon"	39000	25.5
1911	"Pennsylvania"	1435000	42
1911	"Rhode Island"	12000	35
1911	"South Carolina"	1620000	14.5
1911	"South Dakota"	2350000	19.5
1911	"Tennessee"	3250000	25
1911	"Texas"	5210000	11
1911	"Utah"	10000	23
1911	"Vermont"	86000	40
1911	"Virginia"	1870000	20.5
1911	"Washington"	36000	27
1911	"West Virginia"	650000	22.5
1911	"Wisconsin"	1680000	35
1911	"Wyoming"	19000	12
1912	"Alabama"	2770000	13.5
1912	"Arizona"	16000	21
1912	"Arkansas"	2290000	18.5
1912	"California"	75000	32
1912	"Colorado"	463000	19
1912	"Connecticut"	65000	40
1912	"Delaware"	180000	29
1912	"Florida"	590000	10
1912	"Georgia"	3430000	11.5
1912	"Idaho"	13000	34
1912	"Illinois"	1e+07	40
1912	"Indiana"	5050000	39.5
1912	"Iowa"	9920000	46
1912	"Kansas"	7575000	23
1912	"Kentucky"	3500000	27
1912	"Louisiana"	1560000	16
1912	"Maine"	24000	31
1912	"Maryland"	630000	33
1912	"Massachusetts"	57000	43
1912	"Michigan"	1635000	33
1912	"Minnesota"	2610000	34
1912	"Mississippi"	2500000	17
1912	"Missouri"	7610000	32
1912	"Montana"	24000	27.5
1912	"Nebraska"	7500000	27
1912	"Nevada"	1000	30
1912	"New Hampshire"	27000	40
1912	"New Jersey"	273000	37
1912	"New Mexico"	132000	18
1912	"New York"	730000	35
1912	"North Carolina"	2440000	15
1912	"North Dakota"	425000	26
1912	"Ohio"	3950000	41.5
1912	"Oklahoma"	4900000	18.5
1912	"Oregon"	40000	29.5
1912	"Pennsylvania"	1450000	40
1912	"Rhode Island"	12000	40
1912	"South Carolina"	1700000	14.5
1912	"South Dakota"	2650000	26.5
1912	"Tennessee"	3180000	24
1912	"Texas"	5130000	21
1912	"Utah"	11000	23.5
1912	"Vermont"	82000	37
1912	"Virginia"	1820000	20
1912	"Washington"	37000	28
1912	"West Virginia"	640000	29.5
1912	"Wisconsin"	1710000	33.7
1912	"Wyoming"	24000	17.5
1913	"Alabama"	2750000	13
1913	"Arizona"	17000	19
1913	"Arkansas"	2260000	16.5
1913	"California"	72000	30.5
1913	"Colorado"	5e+05	15
1913	"Connecticut"	64000	31
1913	"Delaware"	178000	26.5
1913	"Florida"	590000	12
1913	"Georgia"	3530000	13
1913	"Idaho"	15000	32
1913	"Illinois"	9850000	28
1913	"Indiana"	5100000	35.5
1913	"Iowa"	9720000	37.5
1913	"Kansas"	7320000	3
1913	"Kentucky"	3540000	18.5
1913	"Louisiana"	1600000	17
1913	"Maine"	23000	29.5
1913	"Maryland"	620000	29.5
1913	"Massachusetts"	55000	38.5
1913	"Michigan"	1685000	32
1913	"Minnesota"	2720000	38
1913	"Mississippi"	2500000	17.5
1913	"Missouri"	7480000	17.5
1913	"Montana"	30000	29
1913	"Nebraska"	7650000	15
1913	"Nevada"	1000	35
1913	"New Hampshire"	25000	31
1913	"New Jersey"	273000	38
1913	"New Mexico"	130000	13.5
1913	"New York"	750000	28
1913	"North Carolina"	2380000	18
1913	"North Dakota"	450000	29
1913	"Ohio"	3850000	37.5
1913	"Oklahoma"	4140000	11
1913	"Oregon"	42000	28.5
1913	"Pennsylvania"	1465000	37
1913	"Rhode Island"	12000	35
1913	"South Carolina"	1720000	16.5
1913	"South Dakota"	2825000	22.5
1913	"Tennessee"	3200000	19
1913	"Texas"	4780000	22
1913	"Utah"	11000	24
1913	"Vermont"	82000	35
1913	"Virginia"	1800000	25
1913	"Washington"	41000	29
1913	"West Virginia"	620000	27
1913	"Wisconsin"	1710000	37.8
1913	"Wyoming"	30000	17.5
1914	"Alabama"	2800000	13
1914	"Arizona"	18000	20
1914	"Arkansas"	2160000	15
1914	"California"	82000	36
1914	"Colorado"	630000	19
1914	"Connecticut"	62000	41
1914	"Delaware"	178000	31
1914	"Florida"	585000	12.5
1914	"Georgia"	3510000	12.5
1914	"Idaho"	21000	29
1914	"Illinois"	9650000	31
1914	"Indiana"	5150000	33
1914	"Iowa"	9850000	40.5
1914	"Kansas"	5850000	18.5
1914	"Kentucky"	3540000	23
1914	"Louisiana"	1620000	15.5
1914	"Maine"	23000	38
1914	"Maryland"	6e+05	33.5
1914	"Massachusetts"	53000	44.5
1914	"Michigan"	1750000	35
1914	"Minnesota"	3025000	35
1914	"Mississippi"	2500000	16
1914	"Missouri"	7370000	22
1914	"Montana"	53000	25
1914	"Nebraska"	7350000	24.5
1914	"Nevada"	1000	33
1914	"New Hampshire"	23000	40
1914	"New Jersey"	255000	39.5
1914	"New Mexico"	136000	23
1914	"New York"	760000	41
1914	"North Carolina"	2290000	18.5
1914	"North Dakota"	5e+05	28
1914	"Ohio"	3725000	39
1914	"Oklahoma"	3470000	12.5
1914	"Oregon"	45000	25
1914	"Pennsylvania"	1465000	42.5
1914	"Rhode Island"	12000	41
1914	"South Carolina"	1660000	16
1914	"South Dakota"	3150000	22
1914	"Tennessee"	3200000	22.5
1914	"Texas"	4400000	18
1914	"Utah"	12000	25
1914	"Vermont"	80000	43.5
1914	"Virginia"	1750000	20
1914	"Washington"	44000	28.5
1914	"West Virginia"	590000	27
1914	"Wisconsin"	1760000	37
1914	"Wyoming"	38000	18
1915	"Alabama"	3170000	14.5
1915	"Arizona"	20000	19
1915	"Arkansas"	2390000	20.5
1915	"California"	95000	38
1915	"Colorado"	7e+05	20
1915	"Connecticut"	62000	41
1915	"Delaware"	183000	26.5
1915	"Florida"	645000	12
1915	"Georgia"	3860000	12.5
1915	"Idaho"	24000	32
1915	"Illinois"	9500000	38
1915	"Indiana"	5250000	38.5
1915	"Iowa"	9900000	32.5
1915	"Kansas"	5550000	31
1915	"Kentucky"	3650000	27.5
1915	"Louisiana"	1660000	17
1915	"Maine"	23000	33
1915	"Maryland"	610000	31.5
1915	"Massachusetts"	51000	43.5
1915	"Michigan"	1750000	31
1915	"Minnesota"	3090000	23
1915	"Mississippi"	2820000	17
1915	"Missouri"	7220000	29.5
1915	"Montana"	64000	25
1915	"Nebraska"	7350000	31
1915	"Nevada"	1000	30
1915	"New Hampshire"	23000	39
1915	"New Jersey"	268000	36
1915	"New Mexico"	144000	21
1915	"New York"	770000	38
1915	"North Carolina"	2370000	19
1915	"North Dakota"	6e+05	11.5
1915	"Ohio"	3800000	40.5
1915	"Oklahoma"	3530000	29.5
1915	"Oregon"	49000	30
1915	"Pennsylvania"	1520000	38.5
1915	"Rhode Island"	12000	40
1915	"South Carolina"	1860000	15
1915	"South Dakota"	3250000	26
1915	"Tennessee"	3380000	25
1915	"Texas"	4930000	21.5
1915	"Utah"	13000	22
1915	"Vermont"	82000	43
1915	"Virginia"	1850000	25.5
1915	"Washington"	48000	29
1915	"West Virginia"	640000	28
1915	"Wisconsin"	1800000	23
1915	"Wyoming"	46000	14
1916	"Alabama"	3200000	10
1916	"Arizona"	20000	21.5
1916	"Arkansas"	2300000	15
1916	"California"	1e+05	32
1916	"Colorado"	750000	14
1916	"Connecticut"	58000	35.5
1916	"Delaware"	185000	29
1916	"Florida"	660000	12.5
1916	"Georgia"	3810000	13
1916	"Idaho"	23000	30
1916	"Illinois"	9550000	31
1916	"Indiana"	5350000	32.5
1916	"Iowa"	9800000	38
1916	"Kansas"	6950000	10
1916	"Kentucky"	3540000	26
1916	"Louisiana"	1560000	17
1916	"Maine"	17000	34.5
1916	"Maryland"	6e+05	35
1916	"Massachusetts"	44000	42
1916	"Michigan"	1650000	27
1916	"Minnesota"	2860000	33
1916	"Mississippi"	2620000	12.5
1916	"Missouri"	7400000	19.5
1916	"Montana"	67000	22
1916	"Nebraska"	7600000	27
1916	"Nevada"	1000	32
1916	"New Hampshire"	17000	37.5
1916	"New Jersey"	263000	36
1916	"New Mexico"	165000	16.5
1916	"New York"	710000	30
1916	"North Carolina"	2280000	16.5
1916	"North Dakota"	425000	23.5
1916	"Ohio"	3900000	31.5
1916	"Oklahoma"	3520000	13.5
1916	"Oregon"	59000	29
1916	"Pennsylvania"	1450000	39
1916	"Rhode Island"	11000	33
1916	"South Carolina"	1790000	15
1916	"South Dakota"	3e+06	24.5
1916	"Tennessee"	3250000	24.5
1916	"Texas"	4700000	19
1916	"Utah"	14000	23
1916	"Vermont"	71000	40
1916	"Virginia"	1820000	24
1916	"Washington"	48000	32.5
1916	"West Virginia"	585000	26.5
1916	"Wisconsin"	1720000	33.5
1916	"Wyoming"	48000	13.5
1917	"Alabama"	3830000	15.5
1917	"Arizona"	28000	19
1917	"Arkansas"	2475000	21.5
1917	"California"	125000	32
1917	"Colorado"	840000	18
1917	"Connecticut"	66000	36
1917	"Delaware"	205000	29
1917	"Florida"	730000	11.5
1917	"Georgia"	4220000	14
1917	"Idaho"	24000	32.5
1917	"Illinois"	10100000	40
1917	"Indiana"	5875000	35.5
1917	"Iowa"	10500000	38.5
1917	"Kansas"	9156000	13
1917	"Kentucky"	3850000	29
1917	"Louisiana"	1600000	14.5
1917	"Maine"	23000	30
1917	"Maryland"	650000	35
1917	"Massachusetts"	54000	41.5
1917	"Michigan"	1750000	21.5
1917	"Minnesota"	3230000	27
1917	"Mississippi"	2990000	18
1917	"Missouri"	8020000	33.5
1917	"Montana"	81000	12.5
1917	"Nebraska"	8350000	27
1917	"Nevada"	2000	34
1917	"New Hampshire"	21000	34
1917	"New Jersey"	255000	37
1917	"New Mexico"	176000	15.5
1917	"New York"	760000	31
1917	"North Carolina"	2510000	20
1917	"North Dakota"	5e+05	11
1917	"Ohio"	4200000	37
1917	"Oklahoma"	3370000	8.5
1917	"Oregon"	64000	26
1917	"Pennsylvania"	1575000	39
1917	"Rhode Island"	13000	41
1917	"South Carolina"	1860000	18.5
1917	"South Dakota"	3350000	24
1917	"Tennessee"	3875000	27.5
1917	"Texas"	4750000	11
1917	"Utah"	20000	23
1917	"Vermont"	83000	38
1917	"Virginia"	2040000	24.5
1917	"Washington"	51000	33
1917	"West Virginia"	635000	26
1917	"Wisconsin"	1950000	22
1917	"Wyoming"	61000	18
1918	"Alabama"	3620000	12.5
1918	"Arizona"	30000	18
1918	"Arkansas"	2500000	10.5
1918	"California"	140000	34
1918	"Colorado"	8e+05	18.5
1918	"Connecticut"	69000	44
1918	"Delaware"	195000	26
1918	"Florida"	785000	11.5
1918	"Georgia"	4320000	12.5
1918	"Idaho"	37000	38
1918	"Illinois"	9650000	36.5
1918	"Indiana"	5350000	35
1918	"Iowa"	9800000	37
1918	"Kansas"	6130000	7
1918	"Kentucky"	3680000	23.5
1918	"Louisiana"	1600000	13
1918	"Maine"	25000	36
1918	"Maryland"	655000	31
1918	"Massachusetts"	59000	45.5
1918	"Michigan"	1650000	28
1918	"Minnesota"	3010000	37
1918	"Mississippi"	2890000	15
1918	"Missouri"	7300000	20
1918	"Montana"	1e+05	21
1918	"Nebraska"	7e+06	18
1918	"Nevada"	2000	32
1918	"New Hampshire"	22000	36
1918	"New Jersey"	260000	35
1918	"New Mexico"	195000	19
1918	"New York"	775000	34
1918	"North Carolina"	2420000	19.5
1918	"North Dakota"	450000	19
1918	"Ohio"	3875000	36
1918	"Oklahoma"	2860000	7.5
1918	"Oregon"	68000	27.5
1918	"Pennsylvania"	1590000	38
1918	"Rhode Island"	13000	42.5
1918	"South Carolina"	1825000	16.5
1918	"South Dakota"	3240000	30
1918	"Tennessee"	3720000	21
1918	"Texas"	4750000	13
1918	"Utah"	24000	22.5
1918	"Vermont"	75000	35
1918	"Virginia"	2e+06	24.5
1918	"Washington"	53000	34.5
1918	"West Virginia"	630000	25.5
1918	"Wisconsin"	1885000	36
1918	"Wyoming"	68000	19
1919	"Alabama"	3334000	13.5
1919	"Arizona"	22000	21
1919	"Arkansas"	2292000	15
1919	"California"	117000	30
1919	"Colorado"	753000	13.5
1919	"Connecticut"	42000	43
1919	"Delaware"	171000	22
1919	"Florida"	790000	11.5
1919	"Georgia"	4269000	12.1
1919	"Idaho"	23000	33.5
1919	"Illinois"	7908000	36
1919	"Indiana"	4457000	35.6
1919	"Iowa"	8869000	41.6
1919	"Kansas"	3676000	15.5
1919	"Kentucky"	3247000	22.5
1919	"Louisiana"	1505000	14.5
1919	"Maine"	7000	41
1919	"Maryland"	619000	34
1919	"Massachusetts"	29000	47
1919	"Michigan"	1269000	34.5
1919	"Minnesota"	2381000	35.5
1919	"Mississippi"	2657000	14.5
1919	"Missouri"	5567000	26.5
1919	"Montana"	19000	8.5
1919	"Nebraska"	6699000	24
1919	"Nevada"	1000	26.9
1919	"New Hampshire"	10000	42
1919	"New Jersey"	234000	38
1919	"New Mexico"	227000	21
1919	"New York"	320000	43
1919	"North Carolina"	2311000	18
1919	"North Dakota"	191000	28.5
1919	"Ohio"	3475000	41.5
1919	"Oklahoma"	2473000	22
1919	"Oregon"	32000	26.5
1919	"Pennsylvania"	1346000	46
1919	"Rhode Island"	7000	42
1919	"South Carolina"	1753000	16
1919	"South Dakota"	2756000	25.5
1919	"Tennessee"	3301000	21.4
1919	"Texas"	4695000	23
1919	"Utah"	14000	19.2
1919	"Vermont"	21000	44
1919	"Virginia"	1805000	23.3
1919	"Washington"	35000	33
1919	"West Virginia"	568000	30
1919	"Wisconsin"	1151000	38
1919	"Wyoming"	39000	10
1920	"Alabama"	3005000	14.5
1920	"Arizona"	21000	13
1920	"Arkansas"	2230000	23.4
1920	"California"	83000	33
1920	"Colorado"	920000	18.5
1920	"Connecticut"	38000	42
1920	"Delaware"	159000	34
1920	"Florida"	781000	11
1920	"Georgia"	4054000	13
1920	"Idaho"	27000	38
1920	"Illinois"	8425000	35
1920	"Indiana"	4638000	39.5
1920	"Iowa"	9229000	46
1920	"Kansas"	4607000	26.2
1920	"Kentucky"	3074000	27.5
1920	"Louisiana"	1445000	18
1920	"Maine"	5000	44
1920	"Maryland"	617000	32.5
1920	"Massachusetts"	22000	40
1920	"Michigan"	1206000	37.5
1920	"Minnesota"	2730000	33.5
1920	"Mississippi"	2362000	15
1920	"Missouri"	5975000	31.5
1920	"Montana"	38000	16
1920	"Nebraska"	7316000	33.2
1920	"Nevada"	1000	32
1920	"New Hampshire"	9000	45
1920	"New Jersey"	206000	43
1920	"New Mexico"	241000	20
1920	"New York"	276000	40
1920	"North Carolina"	2197000	20.5
1920	"North Dakota"	233000	22.5
1920	"Ohio"	3341000	40
1920	"Oklahoma"	2777000	26
1920	"Oregon"	27000	27.5
1920	"Pennsylvania"	1253000	45
1920	"Rhode Island"	5000	38
1920	"South Carolina"	1666000	17
1920	"South Dakota"	3151000	30
1920	"Tennessee"	3375000	26
1920	"Texas"	4794000	20
1920	"Utah"	12000	25
1920	"Vermont"	19000	44
1920	"Virginia"	1736000	25.5
1920	"Washington"	28000	35
1920	"West Virginia"	541000	28.5
1920	"Wisconsin"	1204000	36
1920	"Wyoming"	50000	18.5
1921	"Alabama"	3393000	14
1921	"Arizona"	21000	19
1921	"Arkansas"	2459000	22
1921	"California"	63000	30
1921	"Colorado"	863000	12
1921	"Connecticut"	40000	45
1921	"Delaware"	170000	34
1921	"Florida"	783000	13
1921	"Georgia"	4246000	13
1921	"Idaho"	22000	33
1921	"Illinois"	8217000	35
1921	"Indiana"	4420000	36
1921	"Iowa"	9226000	43
1921	"Kansas"	3988000	22.8
1921	"Kentucky"	2924000	22
1921	"Louisiana"	1559000	17.5
1921	"Maine"	4000	42
1921	"Maryland"	610000	33
1921	"Massachusetts"	22000	48
1921	"Michigan"	1194000	37.5
1921	"Minnesota"	2870000	38.5
1921	"Mississippi"	3237000	16
1921	"Missouri"	5431000	30.5
1921	"Montana"	48000	16
1921	"Nebraska"	7151000	27
1921	"Nevada"	1000	29.1
1921	"New Hampshire"	8000	46
1921	"New Jersey"	191000	45
1921	"New Mexico"	244000	19.5
1921	"New York"	268000	46
1921	"North Carolina"	2245000	17.5
1921	"North Dakota"	274000	26.5
1921	"Ohio"	3178000	39.5
1921	"Oklahoma"	3388000	23
1921	"Oregon"	26000	27.5
1921	"Pennsylvania"	1217000	47
1921	"Rhode Island"	4000	45
1921	"South Carolina"	1896000	15
1921	"South Dakota"	3266000	32
1921	"Tennessee"	3354000	24.5
