"row"	"col"	"plot"	"year"	"crop"	"yield"
60	3	421	1927	"corn"	93.9835
61	3	422	1927	"corn"	84.6993
62	3	423	1927	"corn"	92.9181
63	3	424	1927	"corn"	87.3628
64	3	425	1927	"corn"	85.6125
65	3	426	1927	"corn"	86.2213
66	3	427	1927	"corn"	87.8955
67	3	428	1927	"corn"	88.5043
68	3	429	1927	"corn"	85.5364
69	3	430	1927	"corn"	81.5031
70	3	431	1927	"corn"	85.6125
71	3	432	1927	"corn"	68.1856
72	3	433	1927	"corn"	76.4805
73	3	434	1927	"corn"	81.1987
74	3	435	1927	"corn"	88.1238
75	3	436	1927	"corn"	89.2653
76	3	437	1927	"corn"	86.9823
77	3	438	1927	"corn"	81.1226
78	3	439	1927	"corn"	75.7956
79	3	440	1927	"corn"	77.9264
80	3	441	1927	"corn"	87.8955
81	3	442	1927	"corn"	89.5697
82	3	443	1927	"corn"	NA
83	3	444	1927	"corn"	NA
84	3	445	1927	"corn"	NA
1	4	651	1927	"corn"	74.578
2	4	652	1927	"corn"	77.622
3	4	653	1927	"corn"	79.2962
4	4	654	1927	"corn"	80.1333
5	4	655	1927	"corn"	65.5982
6	4	656	1927	"corn"	71.0013
7	4	657	1927	"corn"	66.4353
8	4	658	1927	"corn"	62.6303
9	4	659	1927	"corn"	59.2058
10	4	660	1927	"corn"	75.8717
11	4	661	1927	"corn"	68.8705
12	4	662	1927	"corn"	84.471
13	4	NA	1927	"corn"	NA
14	4	NA	1927	"corn"	NA
15	4	NA	1927	"corn"	NA
16	4	NA	1927	"corn"	NA
17	4	NA	1927	"corn"	NA
18	4	NA	1927	"corn"	NA
19	4	NA	1927	"corn"	NA
20	4	NA	1927	"corn"	NA
21	4	NA	1927	"corn"	NA
22	4	NA	1927	"corn"	NA
23	4	NA	1927	"corn"	NA
24	4	NA	1927	"corn"	NA
25	4	675	1927	"corn"	91.4722
26	4	676	1927	"corn"	78.5352
27	4	677	1927	"corn"	78.2308
28	4	678	1927	"corn"	83.6339
29	4	679	1927	"corn"	73.9692
30	4	680	1927	"corn"	64.3045
31	4	681	1927	"corn"	58.3687
32	4	682	1927	"corn"	60.5756
33	4	683	1927	"corn"	69.3271
34	4	684	1927	"corn"	67.2724
35	4	685	1927	"corn"	63.4674
36	4	686	1927	"corn"	71.6101
37	4	687	1927	"corn"	64.685
38	4	688	1927	"corn"	68.8705
39	4	689	1927	"corn"	72.5233
40	4	451	1927	"corn"	78.0786
41	4	452	1927	"corn"	88.5804
42	4	453	1927	"corn"	91.7005
43	4	454	1927	"corn"	86.8301
44	4	455	1927	"corn"	88.1238
45	4	456	1927	"corn"	90.1785
46	4	457	1927	"corn"	83.6339
47	4	458	1927	"corn"	85.9169
48	4	459	1927	"corn"	88.1238
49	4	460	1927	"corn"	87.8194
50	4	461	1927	"corn"	86.2974
51	4	462	1927	"corn"	90.4829
52	4	463	1927	"corn"	87.8955
53	4	464	1927	"corn"	84.1666
54	4	465	1927	"corn"	82.4163
55	4	466	1927	"corn"	85.6125
56	4	467	1927	"corn"	84.6993
57	4	468	1927	"corn"	93.5269
58	4	469	1927	"corn"	87.9716
59	4	470	1927	"corn"	75.4151
60	4	471	1927	"corn"	86.2974
61	4	472	1927	"corn"	78.9918
62	4	473	1927	"corn"	97.0275
63	4	474	1927	"corn"	92.081
64	4	475	1927	"corn"	79.905
65	4	476	1927	"corn"	79.2201
66	4	477	1927	"corn"	76.9371
67	4	478	1927	"corn"	82.7207
68	4	479	1927	"corn"	81.427
69	4	480	1927	"corn"	80.5138
70	4	481	1927	"corn"	84.0905
71	4	482	1927	"corn"	77.622
72	4	483	1927	"corn"	81.1987
73	4	484	1927	"corn"	72.5994
74	4	485	1927	"corn"	75.4912
75	4	486	1927	"corn"	73.9692
76	4	487	1927	"corn"	72.6755
77	4	488	1927	"corn"	75.7956
78	4	489	1927	"corn"	72.0667
79	4	490	1927	"corn"	72.5994
80	4	491	1927	"corn"	78.7635
81	4	492	1927	"corn"	83.7861
82	4	493	1927	"corn"	NA
83	4	494	1927	"corn"	NA
84	4	495	1927	"corn"	NA
1	5	701	1927	"corn"	67.2724
2	5	702	1927	"corn"	69.9359
3	5	703	1927	"corn"	67.2724
4	5	704	1927	"corn"	80.2094
5	5	705	1927	"corn"	65.6743
6	5	706	1927	"corn"	64.5328
7	5	707	1927	"corn"	62.6303
8	5	708	1927	"corn"	63.163
9	5	709	1927	"corn"	60.1951
10	5	710	1927	"corn"	71.534
11	5	711	1927	"corn"	78.9918
12	5	712	1927	"corn"	77.9264
13	5	NA	1927	"corn"	NA
14	5	NA	1927	"corn"	NA
15	5	NA	1927	"corn"	NA
16	5	NA	1927	"corn"	NA
17	5	NA	1927	"corn"	NA
18	5	NA	1927	"corn"	NA
19	5	NA	1927	"corn"	NA
20	5	NA	1927	"corn"	NA
21	5	NA	1927	"corn"	NA
22	5	NA	1927	"corn"	NA
23	5	NA	1927	"corn"	NA
24	5	NA	1927	"corn"	NA
25	5	725	1927	"corn"	86.3735
26	5	726	1927	"corn"	79.5245
27	5	727	1927	"corn"	79.0679
28	5	728	1927	"corn"	64.685
29	5	729	1927	"corn"	67.5007
30	5	730	1927	"corn"	65.3699
31	5	731	1927	"corn"	57.836
32	5	732	1927	"corn"	62.0215
33	5	733	1927	"corn"	75.7195
34	5	734	1927	"corn"	66.5875
35	5	735	1927	"corn"	61.4127
36	5	736	1927	"corn"	63.6196
37	5	737	1927	"corn"	59.5102
38	5	738	1927	"corn"	60.5756
39	5	739	1927	"corn"	62.9347
40	5	NA	1927	"corn"	NA
41	5	NA	1927	"corn"	NA
42	5	NA	1927	"corn"	NA
43	5	NA	1927	"corn"	NA
44	5	NA	1927	"corn"	NA
45	5	NA	1927	"corn"	NA
46	5	NA	1927	"corn"	NA
47	5	NA	1927	"corn"	NA
48	5	NA	1927	"corn"	NA
49	5	NA	1927	"corn"	NA
50	5	NA	1927	"corn"	NA
51	5	NA	1927	"corn"	NA
52	5	NA	1927	"corn"	NA
53	5	NA	1927	"corn"	NA
54	5	NA	1927	"corn"	NA
55	5	NA	1927	"corn"	NA
56	5	NA	1927	"corn"	NA
57	5	NA	1927	"corn"	NA
58	5	NA	1927	"corn"	NA
59	5	NA	1927	"corn"	NA
60	5	NA	1927	"corn"	NA
61	5	NA	1927	"corn"	NA
62	5	NA	1927	"corn"	NA
63	5	NA	1927	"corn"	NA
64	5	NA	1927	"corn"	NA
65	5	NA	1927	"corn"	NA
66	5	NA	1927	"corn"	NA
67	5	NA	1927	"corn"	NA
68	5	NA	1927	"corn"	NA
69	5	NA	1927	"corn"	NA
70	5	NA	1927	"corn"	NA
71	5	NA	1927	"corn"	NA
72	5	NA	1927	"corn"	NA
73	5	NA	1927	"corn"	NA
74	5	NA	1927	"corn"	NA
75	5	NA	1927	"corn"	NA
76	5	NA	1927	"corn"	NA
77	5	NA	1927	"corn"	NA
78	5	NA	1927	"corn"	NA
79	5	NA	1927	"corn"	NA
80	5	NA	1927	"corn"	NA
81	5	NA	1927	"corn"	NA
82	5	NA	1927	"corn"	NA
83	5	NA	1927	"corn"	NA
84	5	NA	1927	"corn"	NA
1	6	751	1927	"corn"	74.1214
2	6	752	1927	"corn"	80.2094
3	6	753	1927	"corn"	65.5221
4	6	754	1927	"corn"	82.1119
5	6	755	1927	"corn"	66.8158
6	6	756	1927	"corn"	71.3057
7	6	757	1927	"corn"	50.226
8	6	758	1927	"corn"	53.4222
9	6	759	1927	"corn"	54.1832
10	6	760	1927	"corn"	61.7932
11	6	761	1927	"corn"	60.8039
12	6	762	1927	"corn"	74.5019
13	6	NA	1927	"corn"	NA
14	6	NA	1927	"corn"	NA
15	6	NA	1927	"corn"	NA
16	6	NA	1927	"corn"	NA
17	6	NA	1927	"corn"	NA
18	6	NA	1927	"corn"	NA
19	6	NA	1927	"corn"	NA
20	6	NA	1927	"corn"	NA
21	6	NA	1927	"corn"	NA
22	6	NA	1927	"corn"	NA
23	6	NA	1927	"corn"	NA
24	6	NA	1927	"corn"	NA
25	6	775	1927	"corn"	81.5792
26	6	776	1927	"corn"	79.2201
27	6	777	1927	"corn"	62.3259
28	6	778	1927	"corn"	60.4995
29	6	779	1927	"corn"	64.0762
30	6	780	1927	"corn"	63.6957
31	6	781	1927	"corn"	54.1832
32	6	782	1927	"corn"	56.314
33	6	783	1927	"corn"	71.3818
34	6	784	1927	"corn"	60.4234
35	6	785	1927	"corn"	56.7706
36	6	786	1927	"corn"	58.0643
37	6	787	1927	"corn"	54.3354
38	6	788	1927	"corn"	52.5851
39	6	789	1927	"corn"	52.2807
40	6	NA	1927	"corn"	NA
41	6	NA	1927	"corn"	NA
42	6	NA	1927	"corn"	NA
43	6	NA	1927	"corn"	NA
44	6	NA	1927	"corn"	NA
45	6	NA	1927	"corn"	NA
46	6	NA	1927	"corn"	NA
47	6	NA	1927	"corn"	NA
48	6	NA	1927	"corn"	NA
49	6	NA	1927	"corn"	NA
50	6	NA	1927	"corn"	NA
51	6	NA	1927	"corn"	NA
52	6	NA	1927	"corn"	NA
53	6	NA	1927	"corn"	NA
54	6	NA	1927	"corn"	NA
55	6	NA	1927	"corn"	NA
56	6	NA	1927	"corn"	NA
57	6	NA	1927	"corn"	NA
58	6	NA	1927	"corn"	NA
59	6	NA	1927	"corn"	NA
60	6	NA	1927	"corn"	NA
61	6	NA	1927	"corn"	NA
62	6	NA	1927	"corn"	NA
63	6	NA	1927	"corn"	NA
64	6	NA	1927	"corn"	NA
65	6	NA	1927	"corn"	NA
66	6	NA	1927	"corn"	NA
67	6	NA	1927	"corn"	NA
68	6	NA	1927	"corn"	NA
69	6	NA	1927	"corn"	NA
70	6	NA	1927	"corn"	NA
71	6	NA	1927	"corn"	NA
72	6	NA	1927	"corn"	NA
73	6	NA	1927	"corn"	NA
74	6	NA	1927	"corn"	NA
75	6	NA	1927	"corn"	NA
76	6	NA	1927	"corn"	NA
77	6	NA	1927	"corn"	NA
78	6	NA	1927	"corn"	NA
79	6	NA	1927	"corn"	NA
80	6	NA	1927	"corn"	NA
81	6	NA	1927	"corn"	NA
82	6	NA	1927	"corn"	NA
83	6	NA	1927	"corn"	NA
84	6	NA	1927	"corn"	NA
1	7	801	1927	"corn"	74.1214
2	7	802	1927	"corn"	69.9359
3	7	803	1927	"corn"	59.6624
4	7	804	1927	"corn"	73.2843
5	7	805	1927	"corn"	75.7956
6	7	806	1927	"corn"	84.1666
7	7	807	1927	"corn"	62.6303
8	7	808	1927	"corn"	61.8693
9	7	809	1927	"corn"	56.2379
10	7	810	1927	"corn"	52.2046
11	7	811	1927	"corn"	66.5114
12	7	812	1927	"corn"	75.1107
13	7	NA	1927	"corn"	NA
14	7	NA	1927	"corn"	NA
15	7	NA	1927	"corn"	NA
16	7	NA	1927	"corn"	NA
17	7	NA	1927	"corn"	NA
18	7	NA	1927	"corn"	NA
19	7	NA	1927	"corn"	NA
20	7	NA	1927	"corn"	NA
21	7	NA	1927	"corn"	NA
22	7	NA	1927	"corn"	NA
23	7	NA	1927	"corn"	NA
24	7	NA	1927	"corn"	NA
25	7	825	1927	"corn"	77.622
26	7	826	1927	"corn"	76.7849
27	7	827	1927	"corn"	55.4769
28	7	NA	1927	"corn"	49.0845
29	7	NA	1927	"corn"	43.6814
30	7	NA	1927	"corn"	46.5732
31	7	NA	1927	"corn"	NA
32	7	NA	1927	"corn"	NA
33	7	NA	1927	"corn"	NA
34	7	NA	1927	"corn"	NA
35	7	NA	1927	"corn"	NA
36	7	NA	1927	"corn"	NA
37	7	NA	1927	"corn"	NA
38	7	NA	1927	"corn"	NA
39	7	NA	1927	"corn"	NA
40	7	NA	1927	"corn"	NA
41	7	NA	1927	"corn"	NA
42	7	NA	1927	"corn"	NA
43	7	NA	1927	"corn"	NA
44	7	NA	1927	"corn"	NA
45	7	NA	1927	"corn"	NA
46	7	NA	1927	"corn"	NA
47	7	NA	1927	"corn"	NA
48	7	NA	1927	"corn"	NA
49	7	NA	1927	"corn"	NA
50	7	NA	1927	"corn"	NA
51	7	NA	1927	"corn"	NA
52	7	NA	1927	"corn"	NA
53	7	NA	1927	"corn"	NA
54	7	NA	1927	"corn"	NA
55	7	NA	1927	"corn"	NA
56	7	NA	1927	"corn"	NA
57	7	NA	1927	"corn"	NA
58	7	NA	1927	"corn"	NA
59	7	NA	1927	"corn"	NA
60	7	NA	1927	"corn"	NA
61	7	NA	1927	"corn"	NA
62	7	NA	1927	"corn"	NA
63	7	NA	1927	"corn"	NA
64	7	NA	1927	"corn"	NA
65	7	NA	1927	"corn"	NA
66	7	NA	1927	"corn"	NA
67	7	NA	1927	"corn"	NA
68	7	NA	1927	"corn"	NA
69	7	NA	1927	"corn"	NA
70	7	NA	1927	"corn"	NA
71	7	NA	1927	"corn"	NA
72	7	NA	1927	"corn"	NA
73	7	NA	1927	"corn"	NA
74	7	NA	1927	"corn"	NA
75	7	NA	1927	"corn"	NA
76	7	NA	1927	"corn"	NA
77	7	NA	1927	"corn"	NA
78	7	NA	1927	"corn"	NA
79	7	NA	1927	"corn"	NA
80	7	NA	1927	"corn"	NA
81	7	NA	1927	"corn"	NA
82	7	NA	1927	"corn"	NA
83	7	NA	1927	"corn"	NA
84	7	NA	1927	"corn"	NA
1	8	851	1927	"corn"	83.7861
2	8	852	1927	"corn"	76.1761
3	8	853	1927	"corn"	67.8051
4	8	854	1927	"corn"	81.1226
5	8	855	1927	"corn"	87.2106
6	8	856	1927	"corn"	79.9811
7	8	857	1927	"corn"	55.9335
8	8	858	1927	"corn"	67.4246
9	8	859	1927	"corn"	61.5649
10	8	860	1927	"corn"	51.9763
11	8	861	1927	"corn"	44.8229
12	8	862	1927	"corn"	65.5982
13	8	NA	1927	"corn"	NA
14	8	NA	1927	"corn"	NA
15	8	NA	1927	"corn"	NA
16	8	NA	1927	"corn"	NA
17	8	NA	1927	"corn"	NA
18	8	NA	1927	"corn"	NA
19	8	NA	1927	"corn"	NA
20	8	NA	1927	"corn"	NA
21	8	NA	1927	"corn"	NA
22	8	NA	1927	"corn"	NA
23	8	NA	1927	"corn"	NA
24	8	NA	1927	"corn"	NA
25	8	875	1927	"corn"	68.0334
26	8	876	1927	"corn"	65.9026
27	8	877	1927	"corn"	73.817
28	8	NA	1927	"corn"	70.773
29	8	NA	1927	"corn"	57.5316
30	8	NA	1927	"corn"	59.5863
31	8	NA	1927	"corn"	NA
32	8	NA	1927	"corn"	NA
33	8	NA	1927	"corn"	NA
34	8	NA	1927	"corn"	NA
35	8	NA	1927	"corn"	NA
36	8	NA	1927	"corn"	NA
37	8	NA	1927	"corn"	NA
38	8	NA	1927	"corn"	NA
39	8	NA	1927	"corn"	NA
40	8	NA	1927	"corn"	NA
41	8	NA	1927	"corn"	NA
42	8	NA	1927	"corn"	NA
43	8	NA	1927	"corn"	NA
44	8	NA	1927	"corn"	NA
45	8	NA	1927	"corn"	NA
46	8	NA	1927	"corn"	NA
47	8	NA	1927	"corn"	NA
48	8	NA	1927	"corn"	NA
49	8	NA	1927	"corn"	NA
50	8	NA	1927	"corn"	NA
51	8	NA	1927	"corn"	NA
52	8	NA	1927	"corn"	NA
53	8	NA	1927	"corn"	NA
54	8	NA	1927	"corn"	NA
55	8	NA	1927	"corn"	NA
56	8	NA	1927	"corn"	NA
57	8	NA	1927	"corn"	NA
58	8	NA	1927	"corn"	NA
59	8	NA	1927	"corn"	NA
60	8	NA	1927	"corn"	NA
61	8	NA	1927	"corn"	NA
62	8	NA	1927	"corn"	NA
63	8	NA	1927	"corn"	NA
64	8	NA	1927	"corn"	NA
65	8	NA	1927	"corn"	NA
66	8	NA	1927	"corn"	NA
67	8	NA	1927	"corn"	NA
68	8	NA	1927	"corn"	NA
69	8	NA	1927	"corn"	NA
70	8	NA	1927	"corn"	NA
71	8	NA	1927	"corn"	NA
72	8	NA	1927	"corn"	NA
73	8	NA	1927	"corn"	NA
74	8	NA	1927	"corn"	NA
75	8	NA	1927	"corn"	NA
76	8	NA	1927	"corn"	NA
77	8	NA	1927	"corn"	NA
78	8	NA	1927	"corn"	NA
79	8	NA	1927	"corn"	NA
80	8	NA	1927	"corn"	NA
81	8	NA	1927	"corn"	NA
82	8	NA	1927	"corn"	NA
83	8	NA	1927	"corn"	NA
84	8	NA	1927	"corn"	NA
1	9	901	1927	"corn"	73.4365
2	9	902	1927	"corn"	77.9264
3	9	903	1927	"corn"	78.6874
4	9	904	1927	"corn"	65.5982
5	9	905	1927	"corn"	60.7278
6	9	906	1927	"corn"	67.1963
7	9	907	1927	"corn"	66.5875
8	9	908	1927	"corn"	78.3069
9	9	909	1927	"corn"	63.4674
10	9	910	1927	"corn"	50.3021
11	9	911	1927	"corn"	62.0215
12	9	912	1927	"corn"	69.9359
13	9	913	1927	"corn"	63.0869
14	9	914	1927	"corn"	69.0227
15	9	915	1927	"corn"	75.5673
16	9	916	1927	"corn"	59.8146
17	9	917	1927	"corn"	43.2248
18	9	918	1927	"corn"	51.2914
19	9	919	1927	"corn"	58.8253
20	9	920	1927	"corn"	61.3366
21	9	921	1927	"corn"	48.7801
22	9	922	1927	"corn"	56.6184
23	9	923	1927	"corn"	63.6957
24	9	924	1927	"corn"	65.5221
25	9	925	1927	"corn"	68.4139
26	9	926	1927	"corn"	58.2926
27	9	927	1927	"corn"	73.2843
28	9	NA	1927	"corn"	96.1143
29	9	NA	1927	"corn"	43.5292
30	9	NA	1927	"corn"	55.9335
31	9	NA	1927	"corn"	NA
32	9	NA	1927	"corn"	NA
33	9	NA	1927	"corn"	NA
34	9	NA	1927	"corn"	NA
35	9	NA	1927	"corn"	NA
36	9	NA	1927	"corn"	NA
37	9	NA	1927	"corn"	NA
38	9	NA	1927	"corn"	NA
39	9	NA	1927	"corn"	NA
40	9	NA	1927	"corn"	NA
41	9	NA	1927	"corn"	NA
42	9	NA	1927	"corn"	NA
43	9	NA	1927	"corn"	NA
44	9	NA	1927	"corn"	NA
45	9	NA	1927	"corn"	NA
46	9	NA	1927	"corn"	NA
47	9	NA	1927	"corn"	NA
48	9	NA	1927	"corn"	NA
49	9	NA	1927	"corn"	NA
50	9	NA	1927	"corn"	NA
51	9	NA	1927	"corn"	NA
52	9	NA	1927	"corn"	NA
53	9	NA	1927	"corn"	NA
54	9	NA	1927	"corn"	NA
55	9	NA	1927	"corn"	NA
56	9	NA	1927	"corn"	NA
57	9	NA	1927	"corn"	NA
58	9	NA	1927	"corn"	NA
59	9	NA	1927	"corn"	NA
60	9	NA	1927	"corn"	NA
61	9	NA	1927	"corn"	NA
62	9	NA	1927	"corn"	NA
63	9	NA	1927	"corn"	NA
64	9	NA	1927	"corn"	NA
65	9	NA	1927	"corn"	NA
66	9	NA	1927	"corn"	NA
67	9	NA	1927	"corn"	NA
68	9	NA	1927	"corn"	NA
69	9	NA	1927	"corn"	NA
70	9	NA	1927	"corn"	NA
71	9	NA	1927	"corn"	NA
72	9	NA	1927	"corn"	NA
73	9	NA	1927	"corn"	NA
74	9	NA	1927	"corn"	NA
75	9	NA	1927	"corn"	NA
76	9	NA	1927	"corn"	NA
77	9	NA	1927	"corn"	NA
78	9	NA	1927	"corn"	NA
79	9	NA	1927	"corn"	NA
80	9	NA	1927	"corn"	NA
81	9	NA	1927	"corn"	NA
82	9	NA	1927	"corn"	NA
83	9	NA	1927	"corn"	NA
84	9	NA	1927	"corn"	NA
1	10	951	1927	"corn"	70.3164
2	10	952	1927	"corn"	67.4246
3	10	953	1927	"corn"	83.4056
4	10	954	1927	"corn"	73.6648
5	10	955	1927	"corn"	74.5019
6	10	956	1927	"corn"	76.0239
7	10	957	1927	"corn"	68.4139
8	10	958	1927	"corn"	64.2284
9	10	959	1927	"corn"	74.5019
10	10	960	1927	"corn"	59.9668
11	10	961	1927	"corn"	64.6089
12	10	962	1927	"corn"	82.1119
13	10	963	1927	"corn"	78.7635
14	10	964	1927	"corn"	72.9799
15	10	965	1927	"corn"	76.9371
16	10	966	1927	"corn"	57.5316
17	10	967	1927	"corn"	54.4876
18	10	968	1927	"corn"	50.5304
19	10	969	1927	"corn"	38.9632
20	10	970	1927	"corn"	38.8871
21	10	971	1927	"corn"	52.8134
22	10	972	1927	"corn"	62.6303
23	10	973	1927	"corn"	71.3818
24	10	974	1927	"corn"	62.1737
25	10	975	1927	"corn"	72.8277
26	10	976	1927	"corn"	75.1107
27	10	977	1927	"corn"	66.207
28	10	NA	1927	"corn"	94.2118
29	10	NA	1927	"corn"	50.9109
30	10	NA	1927	"corn"	58.2165
31	10	NA	1927	"corn"	NA
32	10	NA	1927	"corn"	NA
33	10	NA	1927	"corn"	NA
34	10	NA	1927	"corn"	NA
35	10	NA	1927	"corn"	NA
36	10	NA	1927	"corn"	NA
37	10	NA	1927	"corn"	NA
38	10	NA	1927	"corn"	NA
39	10	NA	1927	"corn"	NA
40	10	NA	1927	"corn"	NA
41	10	NA	1927	"corn"	NA
42	10	NA	1927	"corn"	NA
43	10	NA	1927	"corn"	NA
44	10	NA	1927	"corn"	NA
45	10	NA	1927	"corn"	NA
46	10	NA	1927	"corn"	NA
47	10	NA	1927	"corn"	NA
48	10	NA	1927	"corn"	NA
49	10	NA	1927	"corn"	NA
50	10	NA	1927	"corn"	NA
51	10	NA	1927	"corn"	NA
52	10	NA	1927	"corn"	NA
53	10	NA	1927	"corn"	NA
54	10	NA	1927	"corn"	NA
55	10	NA	1927	"corn"	NA
56	10	NA	1927	"corn"	NA
57	10	NA	1927	"corn"	NA
58	10	NA	1927	"corn"	NA
59	10	NA	1927	"corn"	NA
60	10	NA	1927	"corn"	NA
61	10	NA	1927	"corn"	NA
62	10	NA	1927	"corn"	NA
63	10	NA	1927	"corn"	NA
64	10	NA	1927	"corn"	NA
65	10	NA	1927	"corn"	NA
66	10	NA	1927	"corn"	NA
67	10	NA	1927	"corn"	NA
68	10	NA	1927	"corn"	NA
69	10	NA	1927	"corn"	NA
70	10	NA	1927	"corn"	NA
71	10	NA	1927	"corn"	NA
72	10	NA	1927	"corn"	NA
73	10	NA	1927	"corn"	NA
74	10	NA	1927	"corn"	NA
75	10	NA	1927	"corn"	NA
76	10	NA	1927	"corn"	NA
77	10	NA	1927	"corn"	NA
78	10	NA	1927	"corn"	NA
79	10	NA	1927	"corn"	NA
80	10	NA	1927	"corn"	NA
81	10	NA	1927	"corn"	NA
82	10	NA	1927	"corn"	NA
83	10	NA	1927	"corn"	NA
84	10	NA	1927	"corn"	NA
1	1	NA	1928	"oats"	NA
2	1	NA	1928	"oats"	NA
3	1	NA	1928	"oats"	NA
4	1	NA	1928	"oats"	NA
5	1	NA	1928	"oats"	NA
6	1	NA	1928	"oats"	NA
7	1	NA	1928	"oats"	NA
8	1	NA	1928	"oats"	NA
9	1	NA	1928	"oats"	NA
10	1	510	1928	"oats"	35.1944
11	1	511	1928	"oats"	25.8136
12	1	512	1928	"oats"	27.2896
13	1	513	1928	"oats"	22.796
14	1	514	1928	"oats"	31.488
15	1	515	1928	"oats"	27.4864
16	1	516	1928	"oats"	32.8
17	1	517	1928	"oats"	27.2896
18	1	518	1928	"oats"	33.5872
19	1	519	1928	"oats"	36.7032
20	1	520	1928	"oats"	36.408
21	1	521	1928	"oats"	38.4088
22	1	522	1928	"oats"	39.0976
23	1	523	1928	"oats"	41.1968
24	1	524	1928	"oats"	46.3136
25	1	525	1928	"oats"	49.692
26	1	526	1928	"oats"	38.212
27	1	527	1928	"oats"	39.196
28	1	528	1928	"oats"	35.3912
29	1	529	1928	"oats"	31.1928
30	1	530	1928	"oats"	35.2928
31	1	531	1928	"oats"	34.5056
32	1	532	1928	"oats"	47.6912
33	1	533	1928	"oats"	24.108
34	1	534	1928	"oats"	40.7048
35	1	535	1928	"oats"	45.7888
36	1	536	1928	"oats"	48.708
37	1	537	1928	"oats"	45.592
38	1	538	1928	"oats"	39.7864
39	1	539	1928	"oats"	38.5072
40	1	301	1928	"oats"	41.0984
41	1	302	1928	"oats"	44.2144
42	1	303	1928	"oats"	45.3952
43	1	304	1928	"oats"	44.116
44	1	305	1928	"oats"	47.1992
45	1	306	1928	"oats"	45.592
46	1	307	1928	"oats"	40.8032
47	1	308	1928	"oats"	38.8024
48	1	309	1928	"oats"	35.916
49	1	310	1928	"oats"	33.6856
50	1	311	1928	"oats"	41.1968
51	1	312	1928	"oats"	37.4904
52	1	313	1928	"oats"	38.704
53	1	314	1928	"oats"	35.4896
54	1	315	1928	"oats"	40.2128
55	1	316	1928	"oats"	36.9
56	1	317	1928	"oats"	39.2944
57	1	318	1928	"oats"	35.096
58	1	319	1928	"oats"	33.5872
59	1	320	1928	"oats"	36.6048
60	1	321	1928	"oats"	40.7048
61	1	322	1928	"oats"	41.984
62	1	323	1928	"oats"	38.0152
63	1	324	1928	"oats"	34.0136
64	1	325	1928	"oats"	37.392
65	1	326	1928	"oats"	36.0144
66	1	327	1928	"oats"	32.0128
67	1	328	1928	"oats"	38.4088
68	1	329	1928	"oats"	31.5864
69	1	330	1928	"oats"	32.9968
70	1	331	1928	"oats"	32.0128
71	1	332	1928	"oats"	31.3896
72	1	333	1928	"oats"	30.8976
73	1	334	1928	"oats"	28.4048
74	1	335	1928	"oats"	27.0928
75	1	336	1928	"oats"	29.4872
76	1	337	1928	"oats"	30.012
77	1	338	1928	"oats"	31.0944
78	1	339	1928	"oats"	25.912
79	1	340	1928	"oats"	34.9976
80	1	341	1928	"oats"	31.5864
81	1	342	1928	"oats"	32.0128
82	1	343	1928	"oats"	31.2912
83	1	344	1928	"oats"	31.6848
84	1	345	1928	"oats"	28.3064
1	2	551	1928	"oats"	28.4048
2	2	552	1928	"oats"	24.3048
3	2	553	1928	"oats"	20.1064
4	2	554	1928	"oats"	21.0904
5	2	555	1928	"oats"	18.7944
6	2	556	1928	"oats"	22.4024
7	2	557	1928	"oats"	22.5008
8	2	558	1928	"oats"	13.5136
9	2	559	1928	"oats"	12.9888
10	2	560	1928	"oats"	25.4856
11	2	561	1928	"oats"	26.7976
12	2	562	1928	"oats"	27.5848
13	2	563	1928	"oats"	26.6992
14	2	564	1928	"oats"	28.1096
15	2	565	1928	"oats"	25.912
16	2	566	1928	"oats"	32.41952
17	2	567	1928	"oats"	25.8136
18	2	568	1928	"oats"	28.4048
19	2	569	1928	"oats"	31.0944
20	2	570	1928	"oats"	44.9032
21	2	571	1928	"oats"	44.5096
22	2	572	1928	"oats"	36.2112
23	2	573	1928	"oats"	35.3912
24	2	574	1928	"oats"	35.916
25	2	575	1928	"oats"	38.704
26	2	576	1928	"oats"	35.916
27	2	577	1928	"oats"	33.6856
28	2	578	1928	"oats"	36.9
29	2	579	1928	"oats"	35.096
30	2	580	1928	"oats"	34.8992
31	2	581	1928	"oats"	30.7008
32	2	582	1928	"oats"	34.604
33	2	583	1928	"oats"	42.5088
34	2	584	1928	"oats"	37.7856
35	2	585	1928	"oats"	45.7888
36	2	586	1928	"oats"	41.3936
37	2	587	1928	"oats"	42.5088
38	2	588	1928	"oats"	44.116
39	2	589	1928	"oats"	39.8848
40	2	351	1928	"oats"	41.2952
41	2	352	1928	"oats"	41.3936
42	2	353	1928	"oats"	47.9864
43	2	354	1928	"oats"	47.7896
44	2	355	1928	"oats"	47.5928
45	2	356	1928	"oats"	41
46	2	357	1928	"oats"	37.5888
47	2	358	1928	"oats"	41.8856
48	2	359	1928	"oats"	34.6368
49	2	360	1928	"oats"	32.7016
50	2	361	1928	"oats"	34.0136
51	2	362	1928	"oats"	30.8976
52	2	363	1928	"oats"	36.0144
53	2	364	1928	"oats"	28.8968
54	2	365	1928	"oats"	32.1112
55	2	366	1928	"oats"	34.0136
56	2	367	1928	"oats"	34.8992
57	2	368	1928	"oats"	34.4072
58	2	369	1928	"oats"	39.2944
59	2	370	1928	"oats"	39.2944
60	2	371	1928	"oats"	40.508
