"loc"	"rep"	"iblock"	"gen_new"	"gen_check"	"gen"	"col"	"row"	"yield"
"Alliance"	"R1"	"I07"	1	"0"	"NE16601"	19	18	73.9
"Alliance"	"R1"	"I07"	1	"0"	"NE16522"	19	19	57.9
"Alliance"	"R1"	"I07"	1	"0"	"NE16463"	19	20	42.7
"Alliance"	"R1"	"I07"	1	"0"	"NE16645"	19	21	41
"Alliance"	"R1"	"I07"	0	"Camelot"	"Camelot"	19	22	56.8
"Alliance"	"R1"	"I07"	1	"0"	"NE16671"	19	23	60
"Alliance"	"R1"	"I07"	0	"Freeman"	"Freeman"	19	24	76.6
"Alliance"	"R1"	"I07"	1	"0"	"NE16567"	19	25	66.7
"Alliance"	"R2"	"I07"	0	"Camelot"	"Camelot"	19	26	73.8
"Alliance"	"R2"	"I07"	1	"0"	"NE16537"	19	27	55
"Alliance"	"R2"	"I07"	1	"0"	"NE16634"	19	28	70.7
"Alliance"	"R2"	"I07"	1	"0"	"NE16658"	19	29	80.3
"Alliance"	"R2"	"I07"	1	"0"	"NE16651"	19	30	49.3
"Alliance"	"R2"	"I07"	1	"0"	"NE16410"	19	31	63.4
"Alliance"	"R2"	"I07"	1	"0"	"NE16605"	19	32	76.8
"Alliance"	"R2"	"I07"	1	"0"	"NE16441"	19	33	59.3
"Alliance"	"R2"	"I07"	1	"0"	"NE16527"	19	34	65
"Alliance"	"R2"	"I07"	1	"0"	"NE16569"	19	35	53.4
"Alliance"	"R1"	"I07"	1	"0"	"NE16418"	20	16	60.5
"Alliance"	"R1"	"I07"	1	"0"	"NE16661"	20	17	47
"Alliance"	"R1"	"I07"	1	"0"	"NE16675"	20	18	30.8
"Alliance"	"R1"	"I07"	1	"0"	"NE16632"	20	19	58
"Alliance"	"R1"	"I07"	1	"0"	"NE16624"	20	20	54.2
"Alliance"	"R1"	"I07"	1	"0"	"NE16447"	20	21	47.3
"Alliance"	"R1"	"I07"	1	"0"	"NE16502"	20	22	55.7
"Alliance"	"R1"	"I07"	1	"0"	"NE16566"	20	23	57
"Alliance"	"R1"	"I07"	1	"0"	"NE16691"	20	24	51.1
"Alliance"	"R1"	"I07"	1	"0"	"NE16511"	20	25	58.3
"Alliance"	"R2"	"I07"	1	"0"	"NE16603"	20	26	54.2
"Alliance"	"R2"	"I07"	1	"0"	"NE16650"	20	27	51.8
"Alliance"	"R2"	"I07"	1	"0"	"NE16460"	20	28	49.3
"Alliance"	"R2"	"I07"	1	"0"	"NE16412"	20	29	75.3
"Alliance"	"R2"	"I07"	1	"0"	"NE16534"	20	30	67.6
"Alliance"	"R2"	"I07"	1	"0"	"NE16683"	20	31	70.7
"Alliance"	"R2"	"I07"	1	"0"	"NE16586"	20	32	61.1
"Alliance"	"R2"	"I07"	1	"0"	"NE16660"	20	33	76.1
"Alliance"	"R2"	"I07"	1	"0"	"NE16602"	20	34	67.4
"Alliance"	"R2"	"I07"	1	"0"	"NE16543"	20	35	59.6
"Alliance"	"R1"	"I07"	0	"GOODSTREAK"	"GOODSTREAK"	21	16	54.7
"Alliance"	"R1"	"I07"	1	"0"	"NE16509"	21	17	51.3
"Alliance"	"R1"	"I07"	1	"0"	"NE16490"	21	18	48.6
"Alliance"	"R1"	"I07"	1	"0"	"NE16480"	21	19	63.6
"Alliance"	"R1"	"I07"	1	"0"	"NE16591"	21	20	63.9
"Alliance"	"R1"	"I07"	1	"0"	"NE16523"	21	21	38.6
"Alliance"	"R1"	"I07"	1	"0"	"NE16407"	21	22	36.7
"Alliance"	"R1"	"I07"	1	"0"	"NE16595"	21	23	68.5
"Alliance"	"R1"	"I07"	1	"0"	"NE16544"	21	24	55.8
"Alliance"	"R1"	"I07"	1	"0"	"NE16470"	21	25	52.4
"Alliance"	"R2"	"I07"	1	"0"	"NE16572"	21	26	40
"Alliance"	"R2"	"I07"	1	"0"	"NE16648"	21	27	68
"Alliance"	"R2"	"I07"	1	"0"	"NE16687"	21	28	70.8
"Alliance"	"R2"	"I07"	1	"0"	"NE16667"	21	29	70.6
"Alliance"	"R2"	"I07"	1	"0"	"NE16469"	21	30	66.1
"Alliance"	"R2"	"I07"	1	"0"	"NE16665"	21	31	57.2
"Alliance"	"R2"	"I07"	0	"Freeman"	"Freeman"	21	32	84.7
"Alliance"	"R2"	"I07"	1	"0"	"NE16422"	21	33	74.1
"Alliance"	"R2"	"I07"	1	"0"	"NE16696"	21	34	67.5
"Alliance"	"R2"	"I07"	0	"GOODSTREAK"	"GOODSTREAK"	21	35	57.6
"Alliance"	"R1"	"I08"	0	"GOODSTREAK"	"GOODSTREAK"	22	16	50.4
"Alliance"	"R1"	"I08"	1	"0"	"NE16569"	22	17	53.4
"Alliance"	"R1"	"I08"	1	"0"	"NE16454"	22	18	51.2
"Alliance"	"R1"	"I08"	1	"0"	"NE16562"	22	19	63.9
"Alliance"	"R1"	"I08"	1	"0"	"NE16668"	22	20	42.4
"Alliance"	"R1"	"I08"	1	"0"	"NE16458"	22	21	45
"Alliance"	"R1"	"I08"	1	"0"	"NE16504"	22	22	67.1
"Alliance"	"R1"	"I08"	1	"0"	"NE16606"	22	23	69.8
"Alliance"	"R1"	"I08"	1	"0"	"NE16498"	22	24	53.7
"Alliance"	"R1"	"I08"	1	"0"	"NE16639"	22	25	70.2
"Alliance"	"R2"	"I08"	1	"0"	"NE16446"	22	26	64.1
"Alliance"	"R2"	"I08"	0	"GOODSTREAK"	"GOODSTREAK"	22	27	61.8
"Alliance"	"R2"	"I08"	1	"0"	"NE16467"	22	28	76.9
"Alliance"	"R2"	"I08"	1	"0"	"NE16461"	22	29	61.3
"Alliance"	"R2"	"I08"	1	"0"	"NE16502"	22	30	60.4
"Alliance"	"R2"	"I08"	1	"0"	"NE16619"	22	31	72.3
"Alliance"	"R2"	"I08"	1	"0"	"NE16475"	22	32	64.9
"Alliance"	"R2"	"I08"	1	"0"	"NE16512"	22	33	30.7
"Alliance"	"R2"	"I08"	1	"0"	"NE16492"	22	34	52
"Alliance"	"R2"	"I08"	1	"0"	"NE16630"	22	35	65.1
"Alliance"	"R1"	"I08"	1	"0"	"NE16629"	23	16	49.1
"Alliance"	"R1"	"I08"	1	"0"	"NE16477"	23	17	56
"Alliance"	"R1"	"I08"	1	"0"	"NE16456"	23	18	45.9
"Alliance"	"R1"	"I08"	1	"0"	"NE16605"	23	19	58.1
"Alliance"	"R1"	"I08"	1	"0"	"NE16689"	23	20	47.4
"Alliance"	"R1"	"I08"	0	"Camelot"	"Camelot"	23	21	53.4
"Alliance"	"R1"	"I08"	1	"0"	"NE16664"	23	22	45.5
"Alliance"	"R1"	"I08"	1	"0"	"NE16628"	23	23	58
"Alliance"	"R1"	"I08"	0	"Freeman"	"Freeman"	23	24	83.1
"Alliance"	"R1"	"I08"	1	"0"	"NE16576V"	23	25	63.4
"Alliance"	"R2"	"I08"	1	"0"	"NE16645"	23	26	55.6
"Alliance"	"R2"	"I08"	1	"0"	"NE16691"	23	27	66.9
"Alliance"	"R2"	"I08"	1	"0"	"NE16529"	23	28	63.3
"Alliance"	"R2"	"I08"	1	"0"	"NE16595"	23	29	80.8
"Alliance"	"R2"	"I08"	1	"0"	"NE16452"	23	30	67.4
"Alliance"	"R2"	"I08"	1	"0"	"NE16509"	23	31	79.3
"Alliance"	"R2"	"I08"	0	"Camelot"	"Camelot"	23	32	74.2
"Alliance"	"R2"	"I08"	1	"0"	"NE16523"	23	33	49.3
"Alliance"	"R2"	"I08"	1	"0"	"NE16610"	23	34	69.6
"Alliance"	"R2"	"I08"	1	"0"	"NE16533"	23	35	72.2
"Alliance"	"R1"	"I08"	1	"0"	"NE16494"	24	16	59.2
"Alliance"	"R1"	"I08"	1	"0"	"NE16491"	24	17	57.7
"Alliance"	"R1"	"I08"	1	"0"	"NE16493"	24	18	51.1
"Alliance"	"R1"	"I08"	1	"0"	"NE16684"	24	19	49.4
"Alliance"	"R1"	"I08"	1	"0"	"NE16415"	24	20	50.9
"Alliance"	"R1"	"I08"	1	"0"	"NE16554"	24	21	51.3
"Alliance"	"R1"	"I08"	1	"0"	"NE16617"	24	22	53
"Alliance"	"R1"	"I08"	1	"0"	"NE16592"	24	23	51
"Alliance"	"R1"	"I08"	1	"0"	"NE16474"	24	24	21.1
"Alliance"	"R1"	"I08"	1	"0"	"NE16501"	24	25	73.6
"Alliance"	"R2"	"I08"	1	"0"	"NE16589"	24	26	73.9
"Alliance"	"R2"	"I08"	1	"0"	"NE16501"	24	27	78
"Alliance"	"R2"	"I08"	1	"0"	"NE16643"	24	28	76.5
"Alliance"	"R2"	"I08"	1	"0"	"NE16430"	24	29	44.6
"Alliance"	"R2"	"I08"	1	"0"	"NE16429"	24	30	75.6
"Alliance"	"R2"	"I08"	1	"0"	"NE16649"	24	31	53.9
"Alliance"	"R2"	"I08"	1	"0"	"NE16578"	24	32	85.1
"Alliance"	"R2"	"I08"	1	"0"	"NE16644"	24	33	58.5
"Alliance"	"R2"	"I08"	1	"0"	"NE16516"	24	34	65.2
"Alliance"	"R2"	"I08"	0	"Freeman"	"Freeman"	24	35	94.5
"Alliance"	"R1"	"I09"	1	"0"	"NE16641"	25	16	64.3
"Alliance"	"R1"	"I09"	1	"0"	"NE16430"	25	17	33.3
"Alliance"	"R1"	"I09"	1	"0"	"NE16669"	25	18	41.7
"Alliance"	"R1"	"I09"	1	"0"	"NE16563V"	25	19	50
"Alliance"	"R1"	"I09"	1	"0"	"NE16539"	25	20	42.4
"Alliance"	"R1"	"I09"	1	"0"	"NE16442"	25	21	46.7
"Alliance"	"R1"	"I09"	1	"0"	"NE16556"	25	22	56.7
"Alliance"	"R1"	"I09"	1	"0"	"NE16453"	25	23	57.4
"Alliance"	"R1"	"I09"	1	"0"	"NE16479"	25	24	67.7
"Alliance"	"R1"	"I09"	1	"0"	"NE16677"	25	25	58.2
"Alliance"	"R2"	"I09"	1	"0"	"NE16653"	25	26	41.6
"Alliance"	"R2"	"I09"	1	"0"	"NE16549"	25	27	75.1
"Alliance"	"R2"	"I09"	1	"0"	"NE16627"	25	28	77
"Alliance"	"R2"	"I09"	1	"0"	"NE16402"	25	29	82.9
"Alliance"	"R2"	"I09"	1	"0"	"NE16541"	25	30	65.8
"Alliance"	"R2"	"I09"	1	"0"	"NE16436"	25	31	67.8
"Alliance"	"R2"	"I09"	1	"0"	"NE16620"	25	32	73.4
"Alliance"	"R2"	"I09"	1	"0"	"NE16700"	25	33	68.4
"Alliance"	"R2"	"I09"	1	"0"	"NE16693"	25	34	56
"Alliance"	"R2"	"I09"	1	"0"	"NE16628"	25	35	56.1
"Alliance"	"R1"	"I09"	1	"0"	"NE16441"	26	16	54.3
"Alliance"	"R1"	"I09"	1	"0"	"NE16497"	26	17	68.9
"Alliance"	"R1"	"I09"	1	"0"	"NE16582"	26	18	54.9
"Alliance"	"R1"	"I09"	1	"0"	"NE16611"	26	19	56.4
"Alliance"	"R1"	"I09"	1	"0"	"NE16552"	26	20	45.1
"Alliance"	"R1"	"I09"	1	"0"	"NE16409"	26	21	50.4
"Alliance"	"R1"	"I09"	1	"0"	"NE16589"	26	22	60.3
"Alliance"	"R1"	"I09"	1	"0"	"NE16492"	26	23	46.2
"Alliance"	"R1"	"I09"	1	"0"	"NE16631"	26	24	54.5
"Alliance"	"R1"	"I09"	1	"0"	"NE16651"	26	25	40.9
"Alliance"	"R2"	"I09"	1	"0"	"NE16669"	26	26	58.7
"Alliance"	"R2"	"I09"	1	"0"	"NE16690"	26	27	72.2
"Alliance"	"R2"	"I09"	1	"0"	"NE16505"	26	28	50.1
"Alliance"	"R2"	"I09"	1	"0"	"NE16616"	26	29	78.2
"Alliance"	"R2"	"I09"	1	"0"	"NE16688"	26	30	72.6
"Alliance"	"R2"	"I09"	1	"0"	"NE16561"	26	31	70
"Alliance"	"R2"	"I09"	1	"0"	"NE16498"	26	32	63.6
"Alliance"	"R2"	"I09"	1	"0"	"NE16477"	26	33	66.7
"Alliance"	"R2"	"I09"	1	"0"	"NE16528"	26	34	67
"Alliance"	"R2"	"I09"	1	"0"	"NE16582"	26	35	59.3
"Alliance"	"R1"	"I09"	1	"0"	"NE16667"	27	16	51.8
"Alliance"	"R1"	"I09"	0	"Freeman"	"Freeman"	27	17	62.7
"Alliance"	"R1"	"I09"	1	"0"	"NE16577"	27	18	39.8
"Alliance"	"R1"	"I09"	1	"0"	"NE16422"	27	19	48.2
"Alliance"	"R1"	"I09"	1	"0"	"NE16505"	27	20	36.2
"Alliance"	"R1"	"I09"	0	"GOODSTREAK"	"GOODSTREAK"	27	21	46.7
"Alliance"	"R1"	"I09"	1	"0"	"NE16419"	27	22	44.3
"Alliance"	"R1"	"I09"	1	"0"	"NE16637"	27	23	50.2
"Alliance"	"R1"	"I09"	1	"0"	"NE16574"	27	24	50.8
"Alliance"	"R1"	"I09"	0	"Camelot"	"Camelot"	27	25	64.1
"Alliance"	"R2"	"I09"	1	"0"	"NE16583"	27	26	57.9
"Alliance"	"R2"	"I09"	0	"Freeman"	"Freeman"	27	27	87.6
"Alliance"	"R2"	"I09"	1	"0"	"NE16606"	27	28	82
"Alliance"	"R2"	"I09"	1	"0"	"NE16497"	27	29	68.4
"Alliance"	"R2"	"I09"	0	"GOODSTREAK"	"GOODSTREAK"	27	30	55.2
"Alliance"	"R2"	"I09"	1	"0"	"NE16437"	27	31	42.2
"Alliance"	"R2"	"I09"	1	"0"	"NE16594"	27	32	57.4
"Alliance"	"R2"	"I09"	1	"0"	"NE16568"	27	33	48.1
"Alliance"	"R2"	"I09"	1	"0"	"NE16588"	27	34	66.2
"Alliance"	"R2"	"I09"	0	"Camelot"	"Camelot"	27	35	61.7
"Alliance"	"R1"	"I10"	1	"0"	"NE16486"	28	16	58.8
"Alliance"	"R1"	"I10"	0	"Camelot"	"Camelot"	28	17	61
"Alliance"	"R1"	"I10"	1	"0"	"NE16642"	28	18	50
"Alliance"	"R1"	"I10"	1	"0"	"NE16507"	28	19	44.5
"Alliance"	"R1"	"I10"	1	"0"	"NE16440"	28	20	59.3
"Alliance"	"R1"	"I10"	1	"0"	"NE16672"	28	21	57
"Alliance"	"R1"	"I10"	1	"0"	"NE16587"	28	22	56.2
"Alliance"	"R1"	"I10"	1	"0"	"NE16517"	28	23	63.1
"Alliance"	"R1"	"I10"	1	"0"	"NE16608"	28	24	49.6
"Alliance"	"R1"	"I10"	1	"0"	"NE16435"	28	25	46.7
"Alliance"	"R2"	"I10"	1	"0"	"NE16642"	28	26	62.6
"Alliance"	"R2"	"I10"	1	"0"	"NE16560"	28	27	80.7
"Alliance"	"R2"	"I10"	1	"0"	"NE16680"	28	28	76.2
"Alliance"	"R2"	"I10"	1	"0"	"NE16676"	28	29	49.8
"Alliance"	"R2"	"I10"	1	"0"	"NE16632"	28	30	65.6
"Alliance"	"R2"	"I10"	1	"0"	"NE16442"	28	31	59.5
"Alliance"	"R2"	"I10"	1	"0"	"NE16440"	28	32	66.8
"Alliance"	"R2"	"I10"	1	"0"	"NE16495"	28	33	62.3
"Alliance"	"R2"	"I10"	1	"0"	"NE16427"	28	34	58.9
"Alliance"	"R2"	"I10"	1	"0"	"NE16456"	28	35	49
"Alliance"	"R1"	"I10"	1	"0"	"NE16434"	29	16	50
"Alliance"	"R1"	"I10"	1	"0"	"NE16640"	29	17	57.7
"Alliance"	"R1"	"I10"	1	"0"	"NE16421"	29	18	49.2
"Alliance"	"R1"	"I10"	1	"0"	"NE16673"	29	19	44.5
"Alliance"	"R1"	"I10"	1	"0"	"NE16439"	29	20	44
"Alliance"	"R1"	"I10"	1	"0"	"NE16508"	29	21	41.7
"Alliance"	"R1"	"I10"	1	"0"	"NE16488"	29	22	52.9
"Alliance"	"R1"	"I10"	1	"0"	"NE16593"	29	23	67.9
"Alliance"	"R1"	"I10"	0	"Freeman"	"Freeman"	29	24	74.9
"Alliance"	"R1"	"I10"	1	"0"	"NE16427"	29	25	50.3
"Alliance"	"R2"	"I10"	1	"0"	"NE16681"	29	26	65.1
"Alliance"	"R2"	"I10"	1	"0"	"NE16575"	29	27	78.8
"Alliance"	"R2"	"I10"	1	"0"	"NE16607"	29	28	74.4
"Alliance"	"R2"	"I10"	0	"Camelot"	"Camelot"	29	29	71.9
"Alliance"	"R2"	"I10"	1	"0"	"NE16425"	29	30	73.5
"Alliance"	"R2"	"I10"	1	"0"	"NE16453"	29	31	66.3
"Alliance"	"R2"	"I10"	1	"0"	"NE16491"	29	32	57.2
"Alliance"	"R2"	"I10"	1	"0"	"NE16454"	29	33	60
"Alliance"	"R2"	"I10"	1	"0"	"NE16553"	29	34	70.4
"Alliance"	"R2"	"I10"	0	"Freeman"	"Freeman"	29	35	73.7
"Alliance"	"R1"	"I10"	1	"0"	"NE16571"	30	16	67
"Alliance"	"R1"	"I10"	1	"0"	"NE16620"	30	17	57
"Alliance"	"R1"	"I10"	1	"0"	"NE16585"	30	18	37
"Alliance"	"R1"	"I10"	1	"0"	"NE16416"	30	19	46.5
"Alliance"	"R1"	"I10"	0	"GOODSTREAK"	"GOODSTREAK"	30	20	44.1
"Alliance"	"R1"	"I10"	1	"0"	"NE16687"	30	21	47.5
"Alliance"	"R1"	"I10"	1	"0"	"NE16555"	30	22	51.5
"Alliance"	"R1"	"I10"	1	"0"	"NE16425"	30	23	60.8
"Alliance"	"R1"	"I10"	1	"0"	"NE16432"	30	24	58.6
"Alliance"	"R1"	"I10"	1	"0"	"NE16405"	30	25	58
"Alliance"	"R2"	"I10"	0	"GOODSTREAK"	"GOODSTREAK"	30	26	52.8
"Alliance"	"R2"	"I10"	1	"0"	"NE16542"	30	27	58.8
"Alliance"	"R2"	"I10"	1	"0"	"NE16480"	30	28	70.4
"Alliance"	"R2"	"I10"	1	"0"	"NE16413"	30	29	49.6
"Alliance"	"R2"	"I10"	1	"0"	"NE16419"	30	30	57.7
"Alliance"	"R2"	"I10"	1	"0"	"NE16624"	30	31	71.9
"Alliance"	"R2"	"I10"	1	"0"	"NE16581"	30	32	65.8
"Alliance"	"R2"	"I10"	1	"0"	"NE16488"	30	33	60.8
"Alliance"	"R2"	"I10"	1	"0"	"NE16546"	30	34	79.4
"Alliance"	"R2"	"I10"	1	"0"	"NE16639"	30	35	74.8
"Clay Center"	"R1"	"I01"	1	"0"	"NE16443"	1	11	68.4
"Clay Center"	"R1"	"I01"	1	"0"	"NE16656"	1	12	30.8
"Clay Center"	"R1"	"I01"	1	"0"	"NE16522"	1	13	44.2
"Clay Center"	"R1"	"I01"	0	"Camelot"	"Camelot"	1	14	21.3
"Clay Center"	"R1"	"I01"	1	"0"	"NE16554"	1	15	36
"Clay Center"	"R1"	"I01"	1	"0"	"NE16606"	1	16	48.8
"Clay Center"	"R1"	"I01"	1	"0"	"NE16519"	1	17	36.7
"Clay Center"	"R1"	"I01"	1	"0"	"NE16566"	1	18	38
"Clay Center"	"R1"	"I01"	1	"0"	"NE16645"	1	19	31.7
"Clay Center"	"R1"	"I01"	1	"0"	"NE16623"	1	20	20.2
"Clay Center"	"R1"	"I01"	1	"0"	"NE16446"	2	11	27.4
"Clay Center"	"R1"	"I01"	1	"0"	"NE16592"	2	12	35.6
"Clay Center"	"R1"	"I01"	1	"0"	"NE16437"	2	13	34.1
"Clay Center"	"R1"	"I01"	1	"0"	"NE16448"	2	14	29.3
"Clay Center"	"R1"	"I01"	1	"0"	"NE16560"	2	15	30.3
"Clay Center"	"R1"	"I01"	1	"0"	"NE16671"	2	16	26
"Clay Center"	"R1"	"I01"	1	"0"	"NE16469"	2	17	25
"Clay Center"	"R1"	"I01"	1	"0"	"NE16553"	2	18	30.2
"Clay Center"	"R1"	"I01"	0	"Freeman"	"Freeman"	2	19	32
"Clay Center"	"R1"	"I01"	1	"0"	"NE16619"	2	20	25.9
"Clay Center"	"R1"	"I01"	1	"0"	"NE16409"	3	11	42.8
"Clay Center"	"R1"	"I01"	0	"GOODSTREAK"	"GOODSTREAK"	3	12	23.3
"Clay Center"	"R1"	"I01"	1	"0"	"NE16454"	3	13	36.8
"Clay Center"	"R1"	"I01"	1	"0"	"NE16644"	3	14	23.4
"Clay Center"	"R1"	"I01"	1	"0"	"NE16525"	3	15	10.4
"Clay Center"	"R1"	"I01"	1	"0"	"NE16511"	3	16	31.1
"Clay Center"	"R1"	"I01"	1	"0"	"NE16685"	3	17	31
"Clay Center"	"R1"	"I01"	1	"0"	"NE16622"	3	18	21.3
"Clay Center"	"R1"	"I01"	1	"0"	"NE16497"	3	19	27.9
"Clay Center"	"R1"	"I01"	1	"0"	"NE16649"	3	20	24.8
"Clay Center"	"R1"	"I02"	1	"0"	"NE16420"	4	11	24.1
"Clay Center"	"R1"	"I02"	1	"0"	"NE16673"	4	12	31.8
"Clay Center"	"R1"	"I02"	1	"0"	"NE16546"	4	13	30.9
"Clay Center"	"R1"	"I02"	0	"GOODSTREAK"	"GOODSTREAK"	4	14	16.2
"Clay Center"	"R1"	"I02"	1	"0"	"NE16504"	4	15	35
"Clay Center"	"R1"	"I02"	1	"0"	"NE16698"	4	16	38.4
"Clay Center"	"R1"	"I02"	1	"0"	"NE16580V"	4	17	32.2
"Clay Center"	"R1"	"I02"	0	"Camelot"	"Camelot"	4	18	17.3
"Clay Center"	"R1"	"I02"	1	"0"	"NE16502"	4	19	28.2
"Clay Center"	"R1"	"I02"	1	"0"	"NE16537"	4	20	26.8
"Clay Center"	"R1"	"I02"	1	"0"	"NE16539"	5	11	44.5
"Clay Center"	"R1"	"I02"	0	"Freeman"	"Freeman"	5	12	43.3
"Clay Center"	"R1"	"I02"	1	"0"	"NE16513"	5	13	23
"Clay Center"	"R1"	"I02"	1	"0"	"NE16631"	5	14	55
"Clay Center"	"R1"	"I02"	1	"0"	"NE16428"	5	15	33.7
"Clay Center"	"R1"	"I02"	1	"0"	"NE16594"	5	16	37.1
"Clay Center"	"R1"	"I02"	1	"0"	"NE16478"	5	17	25.9
"Clay Center"	"R1"	"I02"	1	"0"	"NE16604"	5	18	43.8
"Clay Center"	"R1"	"I02"	1	"0"	"NE16655"	5	19	27.5
"Clay Center"	"R1"	"I02"	1	"0"	"NE16503V"	5	20	35.5
"Clay Center"	"R1"	"I02"	1	"0"	"NE16482"	6	11	31
"Clay Center"	"R1"	"I02"	1	"0"	"NE16468"	6	12	43.3
"Clay Center"	"R1"	"I02"	1	"0"	"NE16642"	6	13	40.8
"Clay Center"	"R1"	"I02"	1	"0"	"NE16602"	6	14	27.5
"Clay Center"	"R1"	"I02"	1	"0"	"NE16436"	6	15	41.4
"Clay Center"	"R1"	"I02"	1	"0"	"NE16595"	6	16	23.7
"Clay Center"	"R1"	"I02"	1	"0"	"NE16410"	6	17	29.4
"Clay Center"	"R1"	"I02"	1	"0"	"NE16573"	6	18	18.8
"Clay Center"	"R1"	"I02"	1	"0"	"NE16629"	6	19	22.6
"Clay Center"	"R1"	"I02"	1	"0"	"NE16495"	6	20	32.5
"Clay Center"	"R1"	"I03"	1	"0"	"NE16575"	7	11	50.3
"Clay Center"	"R1"	"I03"	1	"0"	"NE16697"	7	12	42
"Clay Center"	"R1"	"I03"	1	"0"	"NE16421"	7	13	51.1
"Clay Center"	"R1"	"I03"	1	"0"	"NE16552"	7	14	35.8
"Clay Center"	"R1"	"I03"	1	"0"	"NE16442"	7	15	29.5
"Clay Center"	"R1"	"I03"	1	"0"	"NE16675"	7	16	20.5
"Clay Center"	"R1"	"I03"	1	"0"	"NE16492"	7	17	19.9
"Clay Center"	"R1"	"I03"	1	"0"	"NE16647"	7	18	30
"Clay Center"	"R1"	"I03"	1	"0"	"NE16669"	7	19	34.2
"Clay Center"	"R1"	"I03"	1	"0"	"NE16458"	7	20	36.6
"Clay Center"	"R1"	"I03"	1	"0"	"NE16663"	8	11	45.1
"Clay Center"	"R1"	"I03"	0	"Freeman"	"Freeman"	8	12	44
"Clay Center"	"R1"	"I03"	1	"0"	"NE16515"	8	13	36.7
"Clay Center"	"R1"	"I03"	1	"0"	"NE16405"	8	14	31
"Clay Center"	"R1"	"I03"	1	"0"	"NE16581"	8	15	23.5
"Clay Center"	"R1"	"I03"	1	"0"	"NE16529"	8	16	37
"Clay Center"	"R1"	"I03"	1	"0"	"NE16434"	8	17	32.1
"Clay Center"	"R1"	"I03"	1	"0"	"NE16627"	8	18	31.2
"Clay Center"	"R1"	"I03"	1	"0"	"NE16660"	8	19	35.4
"Clay Center"	"R1"	"I03"	1	"0"	"NE16614"	8	20	60.5
"Clay Center"	"R1"	"I03"	1	"0"	"NE16403"	9	11	41
"Clay Center"	"R1"	"I03"	1	"0"	"NE16449"	9	12	34
"Clay Center"	"R1"	"I03"	1	"0"	"NE16445"	9	13	47.7
"Clay Center"	"R1"	"I03"	1	"0"	"NE16690"	9	14	21.3
"Clay Center"	"R1"	"I03"	0	"GOODSTREAK"	"GOODSTREAK"	9	15	16.1
"Clay Center"	"R1"	"I03"	1	"0"	"NE16471"	9	16	28
"Clay Center"	"R1"	"I03"	1	"0"	"NE16520"	9	17	45.3
"Clay Center"	"R1"	"I03"	1	"0"	"NE16485"	9	18	33.3
"Clay Center"	"R1"	"I03"	0	"Camelot"	"Camelot"	9	19	15
"Clay Center"	"R1"	"I03"	1	"0"	"NE16668"	9	20	39.1
"Clay Center"	"R1"	"I04"	1	"0"	"NE16425"	10	11	43.5
"Clay Center"	"R1"	"I04"	1	"0"	"NE16601"	10	12	40.2
"Clay Center"	"R1"	"I04"	1	"0"	"NE16476"	10	13	35.7
"Clay Center"	"R1"	"I04"	0	"Camelot"	"Camelot"	10	14	20.1
"Clay Center"	"R1"	"I04"	1	"0"	"NE16508"	10	15	47.1
"Clay Center"	"R1"	"I04"	1	"0"	"NE16700"	10	16	33.4
"Clay Center"	"R1"	"I04"	1	"0"	"NE16489"	10	17	31.2
"Clay Center"	"R1"	"I04"	1	"0"	"NE16491"	10	18	32.6
"Clay Center"	"R1"	"I04"	1	"0"	"NE16699"	10	19	32.2
"Clay Center"	"R1"	"I04"	1	"0"	"NE16599"	10	20	19.2
"Clay Center"	"R1"	"I04"	1	"0"	"NE16467"	11	11	62.2
"Clay Center"	"R1"	"I04"	1	"0"	"NE16507"	11	12	37.3
"Clay Center"	"R1"	"I04"	1	"0"	"NE16541"	11	13	43.3
"Clay Center"	"R1"	"I04"	1	"0"	"NE16534"	11	14	40.5
"Clay Center"	"R1"	"I04"	1	"0"	"NE16681"	11	15	28.2
"Clay Center"	"R1"	"I04"	1	"0"	"NE16571"	11	16	35.1
"Clay Center"	"R1"	"I04"	1	"0"	"NE16526"	11	17	36
"Clay Center"	"R1"	"I04"	1	"0"	"NE16600"	11	18	25.6
"Clay Center"	"R1"	"I04"	1	"0"	"NE16444"	11	19	45.1
"Clay Center"	"R1"	"I04"	0	"Freeman"	"Freeman"	11	20	45.4
"Clay Center"	"R1"	"I04"	1	"0"	"NE16674"	12	11	34.7
"Clay Center"	"R1"	"I04"	0	"GOODSTREAK"	"GOODSTREAK"	12	12	21.9
"Clay Center"	"R1"	"I04"	1	"0"	"NE16430"	12	13	22.8
"Clay Center"	"R1"	"I04"	1	"0"	"NE16518"	12	14	42.7
"Clay Center"	"R1"	"I04"	1	"0"	"NE16564"	12	15	18.1
"Clay Center"	"R1"	"I04"	1	"0"	"NE16583"	12	16	50.2
"Clay Center"	"R1"	"I04"	1	"0"	"NE16422"	12	17	52.4
"Clay Center"	"R1"	"I04"	1	"0"	"NE16464"	12	18	44.9
"Clay Center"	"R1"	"I04"	1	"0"	"NE16501"	12	19	41.7
"Clay Center"	"R1"	"I04"	1	"0"	"NE16505"	12	20	28.7
"Clay Center"	"R1"	"I05"	0	"GOODSTREAK"	"GOODSTREAK"	13	11	35.5
"Clay Center"	"R1"	"I05"	1	"0"	"NE16576V"	13	12	42.1
