year	state	acres	yield
1979	SouthDakota	345000	45
1979	Tennessee	29000	51
1979	Texas	4500000	54
1979	Virginia	10000	49
1980	Alabama	34000	33
1980	Arizona	26000	80
1980	Arkansas	203000	29
1980	California	152000	73
1980	Colorado	350000	35
1980	Georgia	82000	24
1980	Illinois	83000	59
1980	Indiana	8000	52
1980	Iowa	19000	70
1980	Kansas	3480000	43
1980	Kentucky	26000	50
1980	Louisiana	14000	34
1980	Mississippi	38000	35
1980	Missouri	830000	48
1980	Nebraska	2030000	60
1980	NewMexico	257000	40
1980	NorthCarolina	62000	36
1980	Oklahoma	480000	34
1980	Pennsylvania	5000	50
1980	SouthCarolina	15000	22
1980	SouthDakota	325000	33
1980	Tennessee	35000	50
1980	Texas	3950000	46
1980	Virginia	9000	36
1981	Alabama	58000	37
1981	Arizona	26000	78
1981	Arkansas	298000	57
1981	California	92000	74
1981	Colorado	365000	33
1981	Georgia	135000	33
1981	Illinois	120000	63
1981	Indiana	12000	60
1981	Iowa	20000	80
1981	Kansas	3560000	67
1981	Kentucky	30000	75
1981	Louisiana	72000	40
1981	Mississippi	88000	44
1981	Missouri	890000	78
1981	Nebraska	2060000	80
1981	NewMexico	272000	45
1981	NorthCarolina	85000	48
1981	Oklahoma	525000	47
1981	SouthCarolina	18000	32
1981	SouthDakota	455000	43
1981	Tennessee	75000	62
1981	Texas	4410000	62
1981	Virginia	11000	49
1982	Alabama	68000	43
1982	Arizona	15000	79
1982	Arkansas	263000	60
1982	California	70000	77
1982	Colorado	310000	33
1982	Georgia	135000	42
1982	Illinois	111000	78
1982	Indiana	13000	73
1982	Iowa	15000	59
1982	Kansas	3350000	62
1982	Kentucky	38000	70
1982	Louisiana	145000	54
1982	Mississippi	110000	56
1982	Missouri	830000	77
1982	Nebraska	1760000	73
1982	NewMexico	280000	47
1982	NorthCarolina	60000	50
1982	Oklahoma	510000	40
1982	SouthCarolina	35000	46
1982	SouthDakota	375000	46
1982	Tennessee	85000	65
1982	Texas	5550000	55
1982	Virginia	9000	53
1983	Alabama	1e+05	43
1983	Arizona	13000	76
1983	Arkansas	320000	55
1983	California	45000	81
1983	Colorado	240000	29
1983	Georgia	68000	41
1983	Illinois	117000	56
1983	Indiana	7000	55
1983	Iowa	5000	60
1983	Kansas	2830000	43
1983	Kentucky	41000	47
1983	Louisiana	180000	56
1983	Mississippi	225000	55
1983	Missouri	690000	58
1983	Nebraska	1e+06	61
1983	NewMexico	150000	42
1983	NorthCarolina	42000	33
1983	Oklahoma	360000	33
1983	SouthCarolina	25000	36
1983	SouthDakota	290000	47
1983	Tennessee	95000	53
1983	Texas	3150000	50
1983	Virginia	8000	35
1984	Alabama	180000	50
1984	Arizona	16000	85
1984	Arkansas	590000	72
1984	California	48000	82
1984	Colorado	430000	37
1984	Georgia	113000	42
1984	Illinois	285000	69
1984	Indiana	13000	65
1984	Iowa	12000	55
1984	Kansas	4250000	51
1984	Kentucky	115000	80
1984	Louisiana	269000	65
1984	Mississippi	370000	64
1984	Missouri	1330000	69
1984	Nebraska	1900000	64
1984	NewMexico	280000	55
1984	NorthCarolina	55000	55
1984	Oklahoma	450000	40
1984	SouthCarolina	34000	46
1984	SouthDakota	395000	47
1984	Tennessee	260000	80
1984	Texas	3950000	53
1984	Virginia	10000	45
1985	Alabama	230000	55
1985	Arizona	16000	81
1985	Arkansas	920000	72
1985	California	36000	83
1985	Colorado	320000	35
1985	Georgia	138000	48
1985	Illinois	470000	77
1985	Kansas	4300000	69
1985	Kentucky	143000	80
1985	Louisiana	410000	68
1985	Mississippi	620000	64
1985	Missouri	1410000	83
1985	Nebraska	1930000	80
1985	NewMexico	290000	48
1985	NorthCarolina	62000	52
1985	Oklahoma	5e+05	45
1985	SouthCarolina	47000	47
1985	SouthDakota	375000	40
1985	Tennessee	465000	80
1985	Texas	4100000	59
1986	Alabama	1e+05	40
1986	Arizona	12000	87
1986	Arkansas	660000	62
1986	California	29000	85
1986	Colorado	3e+05	39
1986	Georgia	82000	33
1986	Illinois	2e+05	95
1986	Kansas	4150000	75
1986	Kentucky	57000	75
1986	Louisiana	350000	68
1986	Mississippi	240000	60
1986	Missouri	1140000	81
1986	Nebraska	1530000	89
1986	NewMexico	230000	45
1986	NorthCarolina	40000	35
1986	Oklahoma	490000	48
1986	SouthCarolina	32000	32
1986	SouthDakota	305000	46
1986	Tennessee	165000	65
1986	Texas	3750000	57
1987	Alabama	30000	48
1987	Arizona	11000	90
1987	Arkansas	405000	68
1987	California	20000	90
1987	Colorado	210000	43
1987	Georgia	60000	40
1987	Illinois	140000	86
1987	Kansas	3750000	73
1987	Kentucky	18000	70
1987	Louisiana	172000	67
1987	Mississippi	145000	65
1987	Missouri	690000	85
1987	Nebraska	1300000	82
1987	NewMexico	140000	57
1987	NorthCarolina	35000	43
1987	Oklahoma	410000	46
1987	SouthCarolina	15000	37
1987	SouthDakota	270000	53
1987	Tennessee	60000	70
1987	Texas	2650000	63
1988	Alabama	25000	41
1988	Arizona	4000	100
1988	Arkansas	310000	68
1988	California	15000	80
1988	Colorado	180000	46
1988	Georgia	40000	35
1988	Illinois	80000	75
1988	Kansas	3300000	62
1988	Kentucky	10000	55
1988	Louisiana	90000	65
1988	Mississippi	155000	56
1988	Missouri	470000	81
1988	Nebraska	1360000	76
1988	NewMexico	145000	60
1988	NorthCarolina	55000	42
1988	Oklahoma	360000	45
1988	SouthCarolina	8000	32
1988	SouthDakota	250000	44
1988	Tennessee	35000	65
1988	Texas	2150000	63
1989	Alabama	30000	50
1989	Arizona	3000	80
1989	Arkansas	340000	62
1989	California	9000	90
1989	Colorado	325000	35
1989	Georgia	50000	40
1989	Illinois	140000	83
1989	Kansas	3750000	53
1989	Kentucky	9000	80
1989	Louisiana	95000	65
1989	Mississippi	85000	53
1989	Missouri	570000	79
1989	Nebraska	1630000	62
1989	NewMexico	250000	50
1989	NorthCarolina	60000	54
1989	Oklahoma	360000	49
1989	SouthCarolina	10000	45
1989	SouthDakota	260000	40
1989	Tennessee	27000	75
1989	Texas	3100000	53
1990	Alabama	22000	45
1990	Arizona	1000	NA
1990	Arkansas	275000	66
1990	Colorado	220000	47
1990	Georgia	40000	30
1990	Illinois	195000	75
1990	Kansas	2800000	66
1990	Kentucky	31000	84
1990	Louisiana	128000	65
1990	Mississippi	85000	65
1990	Missouri	520000	82
1990	Nebraska	1410000	77
1990	NewMexico	50000	65
1990	NorthCarolina	40000	46
1990	Oklahoma	350000	47
1990	SouthCarolina	8000	33
1990	SouthDakota	260000	55
1990	Tennessee	55000	77
1990	Texas	2600000	52
1991	Alabama	23000	55
1991	Arizona	1500	NA
1991	Arkansas	270000	57
1991	Colorado	270000	40
1991	Georgia	50000	50
1991	Illinois	173000	80
1991	Kansas	3150000	56
1991	Kentucky	28000	73
1991	Louisiana	184000	55
1991	Mississippi	70000	68
1991	Missouri	520000	72
1991	Nebraska	1350000	67
1991	NewMexico	170000	60
1991	NorthCarolina	25000	50
1991	Oklahoma	3e+05	46
1991	SouthCarolina	12000	38
1991	SouthDakota	310000	42
1991	Tennessee	65000	65
1991	Texas	2900000	61
1992	Alabama	25000	50
1992	Arizona	10000	NA
1992	Arkansas	410000	76
1992	Colorado	180000	37
1992	Georgia	55000	48
1992	Illinois	260000	103
1992	Kansas	3050000	80
1992	Kentucky	19000	90
1992	Louisiana	224000	68
1992	Mississippi	150000	70
1992	Missouri	640000	97
1992	Nebraska	1530000	94
1992	NewMexico	205000	60
1992	NorthCarolina	20000	50
1992	Oklahoma	330000	53
1992	SouthCarolina	12000	45
1992	SouthDakota	380000	37
1992	Tennessee	60000	80
1992	Texas	4500000	62
1993	Alabama	19000	43
1993	Arizona	20000	NA
1993	Arkansas	215000	58
1993	Colorado	170000	42
1993	Georgia	40000	36
1993	Illinois	210000	83
1993	Kansas	2800000	63
1993	Kentucky	10000	75
1993	Louisiana	120000	60
1993	Mississippi	65000	65
1993	Missouri	540000	73
1993	Nebraska	1250000	59
1993	NewMexico	165000	45
1993	NorthCarolina	15000	45
1993	Oklahoma	290000	50
1993	SouthCarolina	8000	20
1993	SouthDakota	210000	50
1993	Tennessee	39000	80
1993	Texas	2750000	57
1994	Alabama	20000	45
1994	Arizona	15000	NA
1994	Arkansas	245000	75
1994	Colorado	170000	42
1994	Georgia	40000	50
1994	Illinois	145000	99
1994	Kansas	3e+06	77
1994	Kentucky	11000	92
1994	Louisiana	123000	68
1994	Mississippi	70000	75
1994	Missouri	550000	90
1994	Nebraska	1200000	98
1994	NewMexico	195000	38
1994	NorthCarolina	20000	55
1994	Oklahoma	280000	50
1994	SouthCarolina	8000	40
1994	SouthDakota	175000	65
1994	Tennessee	30000	88
1994	Texas	2600000	59
1995	Alabama	8000	40
1995	Arizona	12000	NA
1995	Arkansas	185000	71
1995	Colorado	165000	28
1995	Georgia	30000	37
1995	Illinois	145000	69
1995	Kansas	3100000	56
1995	Kentucky	22000	84
1995	Louisiana	84000	70
1995	Mississippi	41000	65
1995	Missouri	490000	73
1995	Nebraska	980000	58
1995	NewMexico	130000	26
1995	NorthCarolina	10000	65
1995	Oklahoma	320000	40
1995	SouthCarolina	8000	40
1995	SouthDakota	120000	40
1995	Tennessee	15000	87
1995	Texas	2400000	54
1996	Alabama	10000	55
1996	Arizona	45000	NA
1996	Arkansas	220000	74
1996	Colorado	260000	51
1996	Georgia	40000	41
1996	Illinois	150000	84
1996	Kansas	4600000	77
1996	Kentucky	23000	92
1996	Louisiana	153000	76
1996	Mississippi	72000	70
1996	Missouri	560000	91
1996	Nebraska	1030000	95
1996	NewMexico	225000	33
1996	NorthCarolina	10000	57
1996	Oklahoma	490000	59
1996	SouthCarolina	5000	50
1996	SouthDakota	145000	55
1996	Tennessee	18000	90
1996	Texas	3800000	48
1997	Alabama	6000	50
1997	Arizona	22000	NA
1997	Arkansas	150000	74
1997	Colorado	150000	40
1997	Georgia	40000	45
1997	Illinois	115000	91
1997	Kansas	3400000	78
1997	Kentucky	9000	65
1997	Louisiana	88000	75
1997	Mississippi	33000	75
1997	Missouri	4e+05	92
1997	Nebraska	750000	81
1997	NewMexico	227000	44
1997	NorthCarolina	11000	50
1997	Oklahoma	450000	50
1997	SouthCarolina	4000	43
1997	SouthDakota	160000	71
1997	Tennessee	15000	70
1997	Texas	3150000	59
1998	Alabama	6000	45
1998	Arizona	14000	NA
1998	Arkansas	130000	53
1998	Colorado	185000	57
1998	Georgia	30000	38
1998	Illinois	107000	74
1998	Kansas	3300000	80
1998	Kentucky	8000	80
1998	Louisiana	125000	60
1998	Mississippi	36000	65
1998	Missouri	320000	83
1998	Nebraska	6e+05	94
1998	NewMexico	65000	45
1998	NorthCarolina	12000	45
1998	Oklahoma	340000	45
1998	SouthCarolina	3000	35
1998	SouthDakota	140000	71
1998	Tennessee	16000	70
1998	Texas	2300000	46
1999	Alabama	7000	42
1999	Arizona	5000	NA
1999	Arkansas	125000	78
1999	Colorado	205000	42
1999	Georgia	30000	45
1999	Illinois	97000	95
1999	Kansas	3400000	76
1999	Kentucky	8000	80
1999	Louisiana	235000	82
1999	Mississippi	56000	87
1999	Missouri	310000	71
1999	Nebraska	470000	91
1999	NewMexico	135000	55
1999	NorthCarolina	12000	46
1999	Oklahoma	4e+05	45
1999	SouthCarolina	6000	43
1999	SouthDakota	80000	58
1999	Tennessee	18000	70
1999	Texas	2950000	63
2000	Alabama	7000	40
2000	Arizona	9000	80
2000	Arkansas	140000	71
2000	California	8000	75
2000	Colorado	210000	32
2000	Delaware	2000	83
2000	Georgia	30000	45
2000	Illinois	85000	95
2000	Kansas	3200000	59
2000	Kentucky	9000	85
2000	Louisiana	215000	83
2000	Maryland	9000	84
2000	Mississippi	86000	78
2000	Missouri	270000	92
2000	Nebraska	5e+05	70
2000	NewMexico	65000	25
2000	NorthCarolina	12000	50
2000	Oklahoma	360000	38
2000	Pennsylvania	4000	80
2000	SouthCarolina	7000	52
2000	SouthDakota	120000	49
2000	Tennessee	22000	75
2000	Texas	2350000	61
2000	Virginia	6000	82
2001	Alabama	7000	60
2001	Arizona	6000	80
2001	Arkansas	170000	86
2001	California	7000	90
2001	Colorado	220000	43
2001	Delaware	1000	85
2001	Georgia	25000	48
2001	Illinois	77000	105
2001	Kansas	3750000	62
2001	Kentucky	10000	85
2001	Louisiana	210000	85
2001	Maryland	8000	83
2001	Mississippi	87000	82
2001	Missouri	220000	94
2001	Nebraska	425000	84
2001	NewMexico	140000	45
2001	NorthCarolina	11000	70
2001	Oklahoma	420000	36
2001	Pennsylvania	4000	78
2001	SouthCarolina	6000	65
2001	SouthDakota	150000	59
2001	Tennessee	22000	80
2001	Texas	2600000	50
2001	Virginia	3000	60
2002	Alabama	7000	40
2002	Arizona	6000	70
2002	Arkansas	230000	77
2002	California	11000	80
2002	Colorado	90000	20
2002	Delaware	1000	45
2002	Georgia	30000	40
2002	Illinois	76000	83
2002	Kansas	3e+06	45
2002	Kentucky	10000	75
2002	Louisiana	165000	81
2002	Maryland	4000	40
2002	Mississippi	77000	81
2002	Missouri	190000	85
2002	Nebraska	320000	50
2002	NewMexico	70000	35
2002	NorthCarolina	12000	42
2002	Oklahoma	3e+05	45
2002	Pennsylvania	3000	48
2002	SouthCarolina	3000	30
2002	SouthDakota	90000	34
2002	Tennessee	26000	80
2002	Texas	2400000	51
2002	Virginia	4000	45
2003	Alabama	6000	42
2003	Arizona	6000	90
2003	Arkansas	210000	82
2003	California	10000	90
2003	Colorado	160000	27
2003	Delaware	1000	70
2003	Georgia	38000	47
2003	Illinois	105000	82
2003	Kansas	2900000	45
2003	Kentucky	32000	95
2003	Louisiana	165000	85
2003	Maryland	3000	65
2003	Mississippi	73000	84
2003	Missouri	210000	77
2003	Nebraska	5e+05	62
2003	NewMexico	62000	27
2003	NorthCarolina	14000	50
2003	Oklahoma	250000	37
2003	Pennsylvania	5000	87
2003	SouthCarolina	5000	52
2003	SouthDakota	150000	45
2003	Tennessee	40000	82
2003	Texas	2850000	54
2003	Virginia	3000	70
2004	Alabama	6000	40
2004	Arizona	6000	90
2004	Arkansas	56000	84
2004	California	12000	90
2004	Colorado	180000	30
2004	Delaware	1000	83
2004	Georgia	25000	47
2004	Illinois	82000	109
2004	Kansas	2900000	76
2004	Kentucky	13000	80
2004	Louisiana	80000	65
2004	Maryland	4000	84
2004	Mississippi	18000	79
2004	Missouri	145000	108
2004	Nebraska	415000	78
2004	NewMexico	92000	46
2004	NorthCarolina	14000	52
2004	Oklahoma	240000	60
2004	Pennsylvania	4000	83
2004	SouthCarolina	5000	52
2004	SouthDakota	150000	42
2004	Tennessee	17000	90
2004	Texas	2050000	62
2004	Virginia	2000	68
2005	Alabama	6000	50
2005	Arizona	7000	95
2005	Arkansas	62000	80
2005	California	10000	90
2005	Colorado	110000	31
2005	Georgia	27000	50
2005	Illinois	83000	92
2005	Kansas	2600000	75
2005	Kentucky	24000	90
2005	Louisiana	88000	97
2005	Mississippi	23000	80
2005	Missouri	130000	76
2005	Nebraska	250000	87
2005	NewMexico	97000	45
2005	NorthCarolina	13000	50
2005	Oklahoma	240000	48
2005	Pennsylvania	4000	50
2005	SouthCarolina	7000	51
2005	SouthDakota	85000	52
2005	Tennessee	20000	92
2005	Texas	1850000	60
2006	Alabama	5000	38
2006	Arizona	7000	90
2006	Arkansas	60000	85
2006	California	10000	105
2006	Colorado	130000	26
2006	Georgia	26000	45
2006	Illinois	72000	89
2006	Kansas	2500000	58
2006	Kentucky	16000	85
2006	Louisiana	87000	94
2006	Mississippi	13000	80
2006	Missouri	95000	85
2006	Nebraska	240000	78
2006	NewMexico	60000	35
2006	NorthCarolina	13000	47
2006	Oklahoma	2e+05	34
2006	Pennsylvania	5000	66
2006	SouthCarolina	7000	51
2006	SouthDakota	80000	36
2006	Tennessee	11000	95
2006	Texas	1300000	48
2007	Alabama	6000	40
2007	Arizona	20000	90
2007	Arkansas	215000	96
2007	California	10000	85
2007	Colorado	150000	37
2007	Georgia	45000	46
2007	Illinois	77000	81
2007	Kansas	2650000	79
2007	Kentucky	12000	90
2007	Louisiana	245000	95
2007	Mississippi	115000	85
2007	Missouri	1e+05	96
2007	Nebraska	240000	94
2007	NewMexico	75000	40
2007	NorthCarolina	8000	55
2007	Oklahoma	220000	56
2007	Pennsylvania	3000	56
2007	SouthCarolina	6000	35
2007	SouthDakota	130000	60
2007	Tennessee	15000	82
2007	Texas	2450000	65
2008	Alabama	6000	53
2008	Arizona	27000	90
2008	Arkansas	115000	88
2008	California	9000	95
2008	Colorado	150000	30
2008	Georgia	44000	45
2008	Illinois	76000	103
2008	Kansas	2750000	78
2008	Kentucky	11000	90
2008	Louisiana	110000	87
2008	Mississippi	82000	71
2008	Missouri	80000	97
2008	Nebraska	210000	91
2008	NewMexico	80000	43
2008	NorthCarolina	13000	56
2008	Oklahoma	310000	45
2008	Pennsylvania	3000	37
2008	SouthCarolina	8000	46
2008	SouthDakota	115000	64
2008	Tennessee	22000	91
2008	Texas	3050000	52
2009	Arizona	8000	85
2009	Arkansas	37000	79
2009	Colorado	150000	45
2009	Georgia	40000	53
2009	Illinois	36000	82
2009	Kansas	2550000	88
2009	Louisiana	65000	82
2009	Mississippi	11000	70
2009	Missouri	43000	86
2009	Nebraska	140000	93
2009	NewMexico	50000	46
2009	Oklahoma	220000	56
2009	SouthDakota	120000	61
2009	Texas	2050000	48
2010	Arizona	6000	120
2010	Arkansas	35000	77
2010	Colorado	160000	47
2010	Georgia	30000	46
2010	Illinois	33000	96
2010	Kansas	2250000	76
2010	Louisiana	78000	95
2010	Mississippi	10000	65
2010	Missouri	33000	78
2010	Nebraska	75000	90
2010	NewMexico	68000	66
2010	Oklahoma	250000	52
2010	SouthDakota	85000	62
2010	Texas	1700000	70
2011	Arizona	6000	100
2011	Arkansas	90000	72
2011	Colorado	140000	35
2011	Georgia	35000	35
2011	Illinois	20000	91
2011	Kansas	2e+06	55
2011	Louisiana	124000	87
2011	Mississippi	50000	74
2011	Missouri	33000	72
2011	Nebraska	70000	94
2011	NewMexico	21000	64
2011	Oklahoma	80000	21
2011	SouthDakota	110000	60
2011	Texas	1150000	49
