"northing"	"easting"	"resistivity"	"is.ns"	"track"
0.2098	0.5053	64.95	F	3
0.2096	0.5142	79.53	F	3
0.2094	0.5230	83.13	F	3
0.2093	0.5320	71.01	F	3
0.2091	0.5408	50.04	F	3
0.2089	0.5497	32.88	F	3
0.2087	0.5586	26.45	F	3
0.2086	0.5675	28.15	F	3
0.2084	0.5764	31.78	F	3
0.2082	0.5853	33.88	F	3
0.2080	0.5942	34.28	F	3
0.2079	0.6031	33.62	F	3
0.2077	0.6120	32.36	F	3
0.2075	0.6209	31.02	F	3
0.2073	0.6298	30.22	F	3
0.2072	0.6387	30.21	F	3
0.2070	0.6476	30.88	F	3
0.2068	0.6565	32.12	F	3
0.2066	0.6654	34.01	F	3
0.2065	0.6743	36.49	F	3
0.2063	0.6832	39.00	F	3
0.2061	0.6921	40.53	F	3
0.2059	0.7010	40.55	F	3
0.2058	0.7099	39.62	F	3
0.2056	0.7188	38.91	F	3
0.2054	0.7277	38.82	F	3
0.2052	0.7365	38.56	F	3
0.2051	0.7454	37.51	F	3
0.2049	0.7543	36.47	F	3
0.2047	0.7632	36.81	F	3
0.2045	0.7721	38.57	F	3
0.2044	0.7810	40.33	F	3
0.2042	0.7899	40.91	F	3
0.2040	0.7988	40.36	F	3
0.2038	0.8077	39.28	F	3
0.2037	0.8166	38.01	F	3
0.2035	0.8255	36.58	F	3
0.2033	0.8344	35.04	F	3
0.2031	0.8433	33.55	F	3
0.2030	0.8522	32.38	F	3
0.2028	0.8611	31.72	F	3
0.2026	0.8700	31.46	F	3
0.2024	0.8789	31.23	F	3
0.2023	0.8878	30.75	F	3
0.2021	0.8967	30.13	F	3
0.2019	0.9055	29.68	F	3
0.2018	0.9145	29.51	F	3
0.2016	0.9233	29.43	F	3
0.2014	0.9322	29.23	F	3
0.2012	0.9411	28.86	F	3
0.2011	0.9500	28.45	F	3
0.2009	0.9589	28.08	F	3
0.2007	0.9678	27.80	F	3
0.2005	0.9767	27.73	F	3
0.2004	0.9856	27.99	F	3
0.2002	0.9945	28.42	F	3
0.2000	1.0034	28.76	F	3
0.1998	1.0123	28.92	F	3
0.1997	1.0212	29.07	F	3
0.1995	1.0301	29.32	F	3
0.1993	1.0390	29.56	F	3
0.1991	1.0479	29.61	F	3
0.1990	1.0568	29.37	F	3
0.1988	1.0657	28.83	F	3
0.1986	1.0746	28.06	F	3
0.1984	1.0835	27.38	F	3
0.1983	1.0924	27.25	F	3
0.1981	1.1013	28.02	F	3
0.1979	1.1102	29.42	F	3
0.1977	1.1190	30.44	F	3
0.1976	1.1279	30.18	F	3
0.1974	1.1368	28.74	F	3
0.1972	1.1457	27.21	F	3
0.1970	1.1546	26.42	F	3
0.1969	1.1635	26.19	F	3
0.1967	1.1724	26.00	F	3
0.1965	1.1813	25.76	F	3
0.1963	1.1902	25.77	F	3
0.1962	1.1991	26.09	F	3
0.1960	1.2080	26.44	F	3
0.1940	1.3000	39.64	F	3
0.1938	1.3090	41.14	F	3
0.1936	1.3180	42.00	F	3
0.1935	1.3270	41.68	F	3
0.1933	1.3360	40.26	F	3
0.1931	1.3450	38.51	F	3
0.1929	1.3540	37.95	F	3
0.1928	1.3630	39.41	F	3
0.1926	1.3720	41.69	F	3
0.1924	1.3810	42.94	F	3
0.1922	1.3900	43.33	F	3
0.1920	1.3990	44.42	F	3
0.1919	1.4080	45.97	F	3
0.1917	1.4170	45.96	F	3
0.1915	1.4260	43.75	F	3
0.1913	1.4350	41.01	F	3
0.1911	1.4440	39.73	F	3
0.1910	1.4530	40.80	F	3
0.1908	1.4620	44.18	F	3
0.1906	1.4710	48.76	F	3
0.1904	1.4800	52.21	F	3
0.1903	1.4890	52.47	F	3
0.1901	1.4980	49.58	F	3
0.1899	1.5070	45.55	F	3
0.1897	1.5160	42.46	F	3
0.1895	1.5250	40.82	F	3
0.1894	1.5340	39.87	F	3
0.1892	1.5430	38.88	F	3
0.1890	1.5520	37.90	F	3
0.3320	0.4070	76.60	F	4
0.3314	0.3982	75.82	F	4
0.3309	0.3894	74.71	F	4
0.3303	0.3805	73.87	F	4
0.3298	0.3717	74.40	F	4
0.3292	0.3629	77.21	F	4
0.3287	0.3541	81.47	F	4
0.3281	0.3453	83.81	F	4
0.3275	0.3365	80.25	F	4
0.3270	0.3277	69.88	F	4
0.3264	0.3189	56.21	F	4
0.3259	0.3100	44.32	F	4
0.3253	0.3012	36.94	F	4
0.3248	0.2924	33.17	F	4
0.3242	0.2836	30.93	F	4
0.3237	0.2748	30.33	F	4
0.3231	0.2660	33.79	F	4
0.3225	0.2571	41.78	F	4
0.3220	0.2483	49.77	F	4
0.3214	0.2395	51.44	F	4
0.3209	0.2307	45.34	F	4
0.3203	0.2219	36.50	F	4
0.3198	0.2131	30.88	F	4
0.3192	0.2043	29.81	F	4
0.3187	0.1954	30.32	F	4
0.3181	0.1866	29.52	F	4
0.3175	0.1778	27.29	F	4
0.3170	0.1690	25.24	F	4
0.2930	1.1740	25.87	F	4
0.2932	1.1649	25.35	F	4
0.2934	1.1558	24.26	F	4
0.2936	1.1468	22.85	F	4
0.2939	1.1377	21.70	F	4
0.2941	1.1286	21.35	F	4
0.2943	1.1196	21.86	F	4
0.2945	1.1105	22.82	F	4
0.2947	1.1014	23.78	F	4
0.2949	1.0923	24.51	F	4
0.2951	1.0833	25.07	F	4
0.2954	1.0742	25.70	F	4
0.2956	1.0651	26.49	F	4
0.2958	1.0561	27.18	F	4
0.2960	1.0470	27.33	F	4
0.2962	1.0379	26.85	F	4
0.2964	1.0288	26.25	F	4
0.2966	1.0198	26.14	F	4
0.2969	1.0107	26.63	F	4
0.2971	1.0016	27.36	F	4
0.2973	0.9926	27.88	F	4
0.2975	0.9835	27.91	F	4
0.2977	0.9744	27.41	F	4
0.2979	0.9653	26.63	F	4
0.2981	0.9563	25.96	F	4
0.2984	0.9472	25.69	F	4
0.2986	0.9381	25.71	F	4
0.2988	0.9291	25.78	F	4
0.2990	0.9200	25.76	F	4
0.2992	0.9109	25.71	F	4
0.2994	0.9018	25.69	F	4
0.2996	0.8928	25.71	F	4
0.2999	0.8837	25.78	F	4
0.3001	0.8746	26.03	F	4
0.3003	0.8656	26.60	F	4
0.3005	0.8565	27.61	F	4
0.3007	0.8474	29.41	F	4
0.3009	0.8383	32.87	F	4
0.3011	0.8293	38.77	F	4
0.3014	0.8202	46.46	F	4
0.3016	0.8111	53.51	F	4
0.3018	0.8021	57.30	F	4
0.3020	0.7930	57.12	F	4
0.3022	0.7839	54.58	F	4
0.3024	0.7748	52.22	F	4
0.3026	0.7658	51.75	F	4
0.3029	0.7567	53.11	F	4
0.3031	0.7476	54.58	F	4
0.3033	0.7386	54.06	F	4
0.3035	0.7295	50.75	F	4
0.3037	0.7204	45.71	F	4
0.3039	0.7113	41.10	F	4
0.3041	0.7023	39.26	F	4
0.3044	0.6932	41.73	F	4
0.3046	0.6841	47.91	F	4
0.3048	0.6751	54.89	F	4
0.3050	0.6660	59.57	F	4
0.3052	0.6569	60.90	F	4
0.3054	0.6478	59.60	F	4
0.3056	0.6388	56.22	F	4
0.3059	0.6297	50.96	F	4
0.3061	0.6206	44.73	F	4
0.3063	0.6116	39.30	F	4
0.3065	0.6025	36.07	F	4
0.3067	0.5934	35.28	F	4
0.3069	0.5843	36.28	F	4
0.3071	0.5753	38.50	F	4
0.3074	0.5662	42.41	F	4
0.3076	0.5571	49.10	F	4
0.3078	0.5481	58.26	F	4
0.3080	0.5390	66.97	F	4
0.2940	1.2910	32.02	F	4
0.2951	1.2810	32.17	F	4
0.2962	1.2710	32.02	F	4
0.2973	1.2610	30.96	F	4
0.2984	1.2510	28.75	F	4
0.2995	1.2410	26.02	F	4
0.3007	1.2310	23.84	F	4
0.3018	1.2210	22.75	F	4
0.3029	1.2110	22.46	F	4
0.3040	1.2010	22.42	F	4
0.3300	0.4180	82.20	F	4
0.3287	0.4264	80.63	F	4
0.3274	0.4348	78.74	F	4
0.3261	0.4431	79.14	F	4
0.3248	0.4515	85.07	F	4
0.3235	0.4599	96.50	F	4
0.3221	0.4683	108.23	F	4
0.3208	0.4767	113.28	F	4
0.3195	0.4851	108.64	F	4
0.3182	0.4935	97.48	F	4
0.3169	0.5018	86.52	F	4
0.3156	0.5102	81.22	F	4
0.3143	0.5186	82.43	F	4
0.3130	0.5270	86.69	F	4
0.2860	1.5520	57.53	F	4
0.2863	1.5422	56.12	F	4
0.2867	1.5323	52.80	F	4
0.2870	1.5225	49.29	F	4
0.2873	1.5127	48.16	F	4
0.2877	1.5028	49.71	F	4
0.2880	1.4930	51.33	F	4
0.2883	1.4832	50.55	F	4
0.2887	1.4733	47.71	F	4
0.2890	1.4635	44.89	F	4
0.2893	1.4537	43.25	F	4
0.2897	1.4438	42.60	F	4
0.2900	1.4340	42.68	F	4
0.2903	1.4242	43.39	F	4
0.2907	1.4143	44.10	F	4
0.2910	1.4045	43.81	F	4
0.2913	1.3947	42.06	F	4
0.2917	1.3848	39.06	F	4
0.2920	1.3750	35.21	F	4
0.2923	1.3652	31.33	F	4
0.2927	1.3553	28.86	F	4
0.2930	1.3455	28.68	F	4
0.2933	1.3357	30.15	F	4
0.2937	1.3258	31.82	F	4
0.2940	1.3160	32.78	F	4
0.3180	0.1680	20.52	F	4
0.3180	0.1592	15.35	F	4
0.3180	0.1504	9.71	F	4
0.3180	0.1415	5.64	F	4
0.3180	0.1327	3.74	F	4
0.3180	0.1239	3.38	F	4
0.3180	0.1151	3.66	F	4
0.3180	0.1062	3.99	F	4
0.3180	0.0974	4.09	F	4
0.3180	0.0886	4.01	F	4
0.3180	0.0798	3.95	F	4
0.3180	0.0709	4.11	F	4
0.3180	0.0621	4.68	F	4
0.3180	0.0533	5.67	F	4
0.3180	0.0445	6.68	F	4
0.3180	0.0356	6.98	F	4
0.3180	0.0268	6.23	F	4
0.3180	0.0180	4.94	F	4
0.4150	0.2580	43.63	F	5
0.4153	0.2678	48.89	F	5
0.4156	0.2776	54.87	F	5
0.4159	0.2874	57.63	F	5
0.4161	0.2971	54.82	F	5
0.4164	0.3069	48.25	F	5
0.4167	0.3167	42.64	F	5
0.4170	0.3265	41.51	F	5
0.4173	0.3363	44.48	F	5
0.4176	0.3461	48.58	F	5
0.4179	0.3559	51.62	F	5
0.4181	0.3656	53.46	F	5
0.4184	0.3754	54.68	F	5
0.4187	0.3852	55.44	F	5
0.4190	0.3950	55.66	F	5
0.4190	0.7280	35.62	F	5
0.4184	0.7374	35.15	F	5
0.4177	0.7468	33.97	F	5
0.4171	0.7563	32.28	F	5
0.4164	0.7657	30.85	F	5
0.4158	0.7751	30.37	F	5
0.4151	0.7846	30.77	F	5
0.4145	0.7940	31.37	F	5
0.4139	0.8034	31.48	F	5
0.4132	0.8128	30.97	F	5
0.4126	0.8223	30.20	F	5
0.4119	0.8317	29.56	F	5
0.4113	0.8411	29.08	F	5
0.4106	0.8506	28.55	F	5
0.4100	0.8600	27.87	F	5
0.4094	0.8694	27.28	F	5
0.4087	0.8788	27.05	F	5
0.4081	0.8883	27.18	F	5
0.4074	0.8977	27.34	F	5
0.4068	0.9071	27.24	F	5
0.4061	0.9166	27.10	F	5
0.4055	0.9260	27.71	F	5
0.4049	0.9354	29.77	F	5
0.4042	0.9448	32.91	F	5
0.4036	0.9543	35.56	F	5
0.4029	0.9637	36.32	F	5
0.4023	0.9731	35.27	F	5
0.4016	0.9826	33.64	F	5
0.4010	0.9920	32.45	F	5
0.4004	1.0014	31.80	F	5
0.3997	1.0108	31.42	F	5
0.3991	1.0203	31.19	F	5
0.3984	1.0297	31.04	F	5
0.3978	1.0391	30.93	F	5
0.3971	1.0486	30.79	F	5
0.3965	1.0580	30.52	F	5
0.3959	1.0674	29.97	F	5
0.3952	1.0768	29.07	F	5
0.3946	1.0863	27.88	F	5
0.3939	1.0957	26.53	F	5
0.3933	1.1051	25.17	F	5
0.3926	1.1146	24.04	F	5
0.3920	1.1240	23.38	F	5
0.3980	1.3670	61.03	F	5
0.3981	1.3593	53.27	F	5
0.3981	1.3516	43.80	F	5
0.3982	1.3439	36.79	F	5
0.3983	1.3362	33.90	F	5
0.3984	1.3285	33.56	F	5
0.3985	1.3208	33.61	F	5
0.3985	1.3132	33.36	F	5
0.3986	1.3055	33.24	F	5
0.3987	1.2978	33.45	F	5
0.3988	1.2901	33.52	F	5
0.3988	1.2824	32.89	F	5
0.3989	1.2747	31.52	F	5
0.3990	1.2670	29.90	F	5
0.3991	1.2593	28.41	F	5
0.3991	1.2516	27.06	F	5
0.3992	1.2439	26.06	F	5
0.3993	1.2362	26.17	F	5
0.3994	1.2285	27.83	F	5
0.3995	1.2208	30.15	F	5
0.3995	1.2132	31.41	F	5
0.3996	1.2055	30.67	F	5
0.3997	1.1978	28.57	F	5
0.3998	1.1901	26.35	F	5
0.3998	1.1824	24.63	F	5
0.3999	1.1747	23.36	F	5
0.4000	1.1670	22.49	F	5
0.4200	0.7120	46.03	F	5
0.4199	0.7037	48.53	F	5
0.4199	0.6955	51.09	F	5
0.4198	0.6872	53.72	F	5
0.4198	0.6789	57.78	F	5
0.4197	0.6706	64.75	F	5
0.4197	0.6624	74.72	F	5
0.4196	0.6541	86.34	F	5
0.4196	0.6458	97.46	F	5
0.4195	0.6376	105.60	F	5
0.4195	0.6293	108.60	F	5
0.4194	0.6210	105.89	F	5
0.4194	0.6128	99.34	F	5
0.4193	0.6045	92.84	F	5
0.4192	0.5962	91.20	F	5
0.4192	0.5879	97.67	F	5
0.4191	0.5797	110.45	F	5
0.4191	0.5714	122.47	F	5
0.4190	0.5631	126.82	F	5
0.4190	0.5549	122.55	F	5
0.4189	0.5466	113.93	F	5
0.4189	0.5383	105.28	F	5
0.4188	0.5300	98.27	F	5
0.4188	0.5218	93.06	F	5
0.4187	0.5135	89.55	F	5
0.4186	0.5052	87.59	F	5
0.4186	0.4970	87.55	F	5
0.4185	0.4887	90.33	F	5
0.4185	0.4804	95.75	F	5
0.4184	0.4722	101.51	F	5
0.4184	0.4639	104.88	F	5
0.4183	0.4556	104.89	F	5
0.4183	0.4474	102.13	F	5
0.4182	0.4391	96.96	F	5
0.4182	0.4308	89.33	F	5
0.4181	0.4225	79.96	F	5
0.4180	0.4143	70.88	F	5
0.4180	0.4060	64.37	F	5
0.3920	1.5500	33.56	F	5
0.3923	1.5398	31.33	F	5
0.3925	1.5296	30.18	F	5
0.3928	1.5194	31.85	F	5
0.3931	1.5092	35.78	F	5
0.3933	1.4990	40.02	F	5
0.3936	1.4888	44.38	F	5
0.3939	1.4786	50.47	F	5
0.3941	1.4684	57.94	F	5
0.3944	1.4582	62.99	F	5
0.3947	1.4480	62.75	F	5
0.3949	1.4378	59.95	F	5
0.3952	1.4276	61.47	F	5
0.3955	1.4174	71.95	F	5
0.3957	1.4072	88.86	F	5
0.3960	1.3970	104.23	F	5
0.4380	0.0150	11.31	F	6
0.4371	0.0247	12.24	F	6
0.4362	0.0344	11.50	F	6
0.4352	0.0442	8.95	F	6
0.4343	0.0539	6.01	F	6
0.4334	0.0636	4.04	F	6
0.4325	0.0733	3.22	F	6
0.4316	0.0830	2.99	F	6
0.4306	0.0928	2.96	F	6
0.4297	0.1025	2.99	F	5
0.4288	0.1122	3.02	F	5
0.4279	0.1219	3.02	F	5
0.4270	0.1316	3.00	F	5
0.4260	0.1414	3.00	F	5
0.4251	0.1511	3.00	F	5
0.4242	0.1608	3.01	F	5
0.4233	0.1705	3.01	F	5
0.4224	0.1802	2.99	F	5
0.4214	0.1900	2.96	F	5
0.4205	0.1997	3.04	F	5
0.4196	0.2094	3.24	F	5
0.4187	0.2191	3.53	F	5
0.4178	0.2288	4.10	F	5
0.4168	0.2386	5.54	F	5
0.4159	0.2483	8.11	F	5
0.4150	0.2580	11.03	F	5
0.4970	1.1590	23.98	F	6
0.4967	1.1664	25.00	F	6
0.4964	1.1739	25.95	F	6
0.4961	1.1813	26.60	F	6
0.4958	1.1888	27.09	F	6
0.4955	1.1962	27.59	F	6
0.4953	1.2037	28.14	F	6
0.4950	1.2111	28.86	F	6
0.4947	1.2186	29.88	F	6
0.4944	1.2260	31.02	F	6
0.4941	1.2335	31.90	F	6
0.4938	1.2409	32.34	F	6
0.4935	1.2484	32.42	F	6
0.4932	1.2558	32.23	F	6
0.4929	1.2633	31.81	F	6
0.4926	1.2707	31.29	F	6
0.4924	1.2782	30.83	F	6
0.4921	1.2856	30.48	F	6
0.4918	1.2931	30.21	F	6
0.4915	1.3005	30.00	F	6
0.4912	1.3079	29.96	F	6
0.4909	1.3154	30.14	F	6
0.4906	1.3228	30.52	F	6
0.4903	1.3303	30.94	F	6
0.4900	1.3377	31.12	F	6
0.4898	1.3452	30.75	F	6
0.4895	1.3526	29.74	F	6
0.4892	1.3601	28.29	F	6
0.4889	1.3675	26.98	F	6
0.4886	1.3750	27.28	F	6
0.4883	1.3824	31.57	F	6
0.4880	1.3899	41.18	F	6
0.4877	1.3973	53.33	F	6
0.4874	1.4048	61.31	F	6
0.4871	1.4122	60.36	F	6
0.4869	1.4197	53.60	F	6
0.4866	1.4271	49.74	F	6
0.4863	1.4346	53.88	F	6
0.4860	1.4420	62.63	F	6
0.5040	0.7140	38.71	F	6
0.5052	0.7057	39.48	F	6
0.5064	0.6975	39.96	F	6
0.5076	0.6892	40.30	F	6
0.5088	0.6809	41.45	F	6
0.5100	0.6727	44.04	F	6
0.5112	0.6644	47.67	F	6
0.5124	0.6561	51.41	F	6
0.5136	0.6479	55.06	F	6
0.5148	0.6396	59.34	F	6
0.5160	0.6313	64.63	F	6
0.5172	0.6231	69.89	F	6
0.5184	0.6148	73.53	F	6
0.5196	0.6065	75.07	F	6
0.5208	0.5983	75.46	F	6
0.5220	0.5900	75.77	F	6
0.4970	0.4390	29.02	F	6
0.5008	0.4463	29.78	F	6
0.5045	0.4535	30.01	F	6
0.5083	0.4608	29.75	F	6
0.5120	0.4680	29.66	F	6
0.5158	0.4753	29.89	F	6
0.5195	0.4825	29.41	F	6
0.5233	0.4898	27.31	F	6
0.5270	0.4970	24.62	F	6
0.5308	0.5043	24.02	F	7
0.5345	0.5115	26.87	F	7
0.5383	0.5188	31.46	F	7
0.5420	0.5260	34.73	F	7
0.5150	0.0140	38.70	F	6
0.5149	0.0216	41.37	F	6
0.5148	0.0292	42.44	F	6
0.5148	0.0368	41.54	F	6
0.5147	0.0445	40.13	F	6
0.5146	0.0521	39.45	F	6
0.5145	0.0597	39.60	F	6
0.5145	0.0673	40.31	F	6
0.5144	0.0749	41.17	F	6
0.5143	0.0825	40.89	F	6
0.5142	0.0902	38.13	F	6
0.5142	0.0978	33.50	F	6
0.5141	0.1054	29.46	F	6
0.5140	0.1130	27.77	F	6
0.5100	0.3690	30.76	F	6
0.5096	0.3763	33.16	F	6
0.5093	0.3835	34.89	F	6
0.5089	0.3908	35.33	F	6
0.5085	0.3980	35.06	F	6
0.5081	0.4053	34.82	F	6
0.5078	0.4125	34.69	F	6
0.5074	0.4198	34.44	F	6
0.5070	0.4270	34.08	F	6
0.4860	1.5500	36.54	F	6
0.4867	1.5383	34.24	F	6
0.4873	1.5267	31.96	F	6
0.4880	1.5150	30.23	F	6
0.4887	1.5033	29.50	F	6
0.4893	1.4917	30.25	F	6
0.4900	1.4800	32.08	F	6
0.5150	0.3270	3.99	F	6
0.5150	0.3181	4.04	F	6
0.5150	0.3092	4.08	F	6
0.5150	0.3003	3.96	F	6
0.5150	0.2913	3.63	F	6
0.5150	0.2824	3.31	F	6
0.5150	0.2735	3.31	F	6
0.5150	0.2646	3.63	F	6
0.5150	0.2557	3.96	F	6
0.5150	0.2468	4.10	F	6
0.5150	0.2378	4.10	F	6
0.5150	0.2289	4.01	F	6
0.5150	0.2200	3.81	F	6
0.5150	0.2111	3.73	F	6
0.5150	0.2022	4.30	F	6
0.5150	0.1933	5.84	F	6
0.5150	0.1843	7.84	F	6
0.5150	0.1754	9.30	F	6
0.5150	0.1665	9.48	F	6
0.5150	0.1576	8.24	F	6
0.5150	0.1487	6.11	F	6
0.5150	0.1398	4.23	F	6
0.5150	0.1308	3.85	F	6
0.5150	0.1219	5.28	F	6
0.5150	0.1130	7.48	F	6
0.5950	1.3290	26.94	F	7
0.5956	1.3209	28.21	F	7
0.5961	1.3129	29.97	F	7
0.5967	1.3048	31.62	F	7
0.5973	1.2968	31.88	F	7
0.5978	1.2888	30.13	F	7
0.5984	1.2807	28.28	F	7
0.5990	1.2727	29.53	F	7
0.5996	1.2646	34.45	F	7
0.6001	1.2566	39.67	F	7
0.6007	1.2485	41.28	F	7
0.6013	1.2405	38.45	F	7
0.6018	1.2324	33.27	F	7
0.6024	1.2244	28.09	F	7
0.6030	1.2163	24.27	F	7
0.6036	1.2083	22.73	F	7
0.6041	1.2002	24.05	F	7
0.6047	1.1922	27.54	F	7
0.6053	1.1841	30.99	F	7
0.6058	1.1761	32.37	F	7
0.6064	1.1680	31.68	F	7
0.6070	1.1600	30.48	F	7
0.6060	0.5310	66.00	F	7
0.6062	0.5378	66.95	F	7
0.6063	0.5446	68.35	F	7
0.6065	0.5515	71.18	F	7
0.6067	0.5583	75.77	F	7
0.6069	0.5651	80.66	F	7
0.6070	0.5719	83.40	F	7
0.6072	0.5788	82.30	F	7
0.6074	0.5856	77.67	F	7
0.6076	0.5924	71.71	F	7
0.6078	0.5992	67.19	F	7
0.6079	0.6060	65.55	F	7
0.6081	0.6129	66.32	F	7
0.6083	0.6197	67.74	F	7
0.6085	0.6265	68.08	F	7
0.6086	0.6333	66.64	F	7
0.6088	0.6402	64.19	F	7
0.6090	0.6470	62.21	F	7
0.6100	0.4720	28.07	F	7
0.6093	0.4795	30.23	F	7
0.6087	0.4870	33.83	F	7
0.6080	0.4945	38.15	F	7
0.6073	0.5020	41.49	F	7
0.6067	0.5095	42.46	F	7
0.6060	0.5170	41.49	F	7
0.6190	0.0150	35.52	F	7
0.6190	0.0228	42.30	F	7
0.6190	0.0306	50.76	F	7
0.6190	0.0384	55.50	F	7
0.6190	0.0462	53.14	F	7
0.6190	0.0540	45.03	F	7
0.6190	0.0618	35.30	F	7
0.6190	0.0696	27.62	F	7
0.6190	0.0774	23.60	F	7
0.6190	0.0852	22.98	F	7
0.6190	0.0930	24.39	F	7
0.6190	0.1008	26.12	F	7
0.6190	0.1086	26.69	F	7
0.6190	0.1164	25.67	F	7
0.6190	0.1242	23.92	F	7
0.6190	0.1320	22.68	F	7
0.6090	0.4620	32.80	F	7
0.6097	0.4525	35.06	F	7
0.6103	0.4431	39.01	F	7
0.6110	0.4336	43.84	F	7
0.6117	0.4241	47.22	F	7
0.6123	0.4147	46.48	F	7
0.6130	0.4052	41.07	F	7
0.6137	0.3957	33.48	F	7
0.6143	0.3863	27.22	F	7
0.6150	0.3768	23.91	F	7
0.6157	0.3673	22.87	F	7
0.6163	0.3579	22.66	F	7
0.6170	0.3484	22.35	F	7
0.6177	0.3389	21.71	F	7
0.6183	0.3295	20.90	F	7
0.6190	0.3200	20.22	F	7
0.6190	0.1310	9.43	F	7
0.6190	0.1392	8.79	F	7
0.6189	0.1474	8.14	F	7
0.6189	0.1556	7.24	F	7
0.6188	0.1639	5.94	F	7
0.6188	0.1721	4.63	F	7
0.6187	0.1803	3.89	F	7
0.6187	0.1885	3.86	F	7
0.6187	0.1967	4.09	F	7
0.6186	0.2049	4.08	F	7
0.6186	0.2132	3.66	F	7
0.6185	0.2214	3.07	F	7
0.6185	0.2296	2.99	F	7
0.6184	0.2378	4.58	F	7
0.6184	0.2460	8.72	F	7
0.6183	0.2543	14.23	F	7
0.6183	0.2625	17.56	F	7
0.6183	0.2707	16.24	F	7
0.6182	0.2789	12.26	F	7
0.6182	0.2871	10.04	F	7
0.6181	0.2953	11.22	F	7
0.6181	0.3036	13.52	F	7
0.6180	0.3118	14.55	F	7
0.6180	0.3200	14.31	F	7
0.7000	1.3210	57.82	F	8
0.7001	1.3121	51.45	F	8
0.7002	1.3031	42.89	F	8
0.7003	1.2942	36.38	F	8
0.7003	1.2852	34.29	F	8
0.7004	1.2763	35.33	F	8
0.7005	1.2673	37.10	F	8
0.7006	1.2584	39.11	F	8
0.7007	1.2494	42.82	F	8
0.7008	1.2405	49.28	F	8
0.7009	1.2315	57.05	F	8
0.7010	1.2226	62.49	F	8
0.7010	1.2136	62.49	F	8
0.7011	1.2047	57.53	F	8
0.7012	1.1957	51.48	F	8
0.7013	1.1868	48.01	F	8
0.7014	1.1778	47.80	F	8
0.7015	1.1689	49.25	F	8
0.7016	1.1599	50.61	F	8
0.7017	1.1510	50.62	F	8
0.7018	1.1421	48.29	F	8
0.7018	1.1331	43.77	F	8
0.7019	1.1242	38.87	F	8
0.7020	1.1152	35.92	F	8
0.7021	1.1063	35.73	F	8
0.7022	1.0973	37.08	F	8
0.7023	1.0884	38.75	F	8
0.7024	1.0794	42.22	F	8
0.7025	1.0705	50.94	F	8
0.7025	1.0615	65.35	F	8
0.7026	1.0526	79.16	F	8
0.7027	1.0436	83.48	F	8
0.7028	1.0347	75.91	F	8
0.7029	1.0257	64.20	F	8
0.7030	1.0168	59.57	F	8
0.7031	1.0078	66.24	F	8
0.7032	0.9989	77.69	F	8
0.7032	0.9899	82.55	F	8
0.7033	0.9810	74.65	F	8
0.7034	0.9720	57.97	F	8
0.7035	0.9631	42.29	F	8
0.7036	0.9542	34.35	F	8
0.7037	0.9452	33.75	F	8
0.7038	0.9363	36.59	F	8
0.7038	0.9273	40.65	F	8
0.7039	0.9184	46.13	F	8
0.7040	0.9094	53.41	F	8
0.7041	0.9005	62.22	F	8
0.7042	0.8915	72.50	F	8
0.7043	0.8826	84.08	F	8
0.7044	0.8736	95.12	F	8
0.7045	0.8647	102.11	F	8
0.7046	0.8557	102.71	F	8
0.7046	0.8468	98.34	F	8
0.7047	0.8378	93.45	F	8
0.7048	0.8289	91.81	F	8
0.7049	0.8199	93.68	F	8
0.7050	0.8110	96.54	F	8
0.7110	0.7940	101.69	F	8
0.7110	0.7886	107.22	F	8
0.7110	0.7833	108.12	F	8
0.7109	0.7779	102.32	F	8
0.7109	0.7725	92.89	F	8
0.7109	0.7672	83.79	F	8
0.7109	0.7618	76.33	F	8
0.7108	0.7564	70.43	F	8
0.7108	0.7511	66.72	F	8
0.7108	0.7457	66.06	F	8
0.7108	0.7403	68.20	F	8
0.7108	0.7350	72.28	F	8
0.7108	0.7296	77.69	F	8
0.7107	0.7242	83.98	F	8
0.7107	0.7188	90.38	F	8
0.7107	0.7135	95.87	F	8
0.7107	0.7081	99.48	F	8
0.7107	0.7028	100.65	F	8
0.7106	0.6974	99.59	F	8
0.7106	0.6920	97.13	F	8
0.7106	0.6867	94.13	F	8
0.7106	0.6813	91.20	F	8
0.7105	0.6759	88.98	F	8
0.7105	0.6705	87.71	F	8
0.7105	0.6652	86.43	F	8
0.7105	0.6598	83.57	F	8
0.7105	0.6544	78.77	F	8
0.7104	0.6491	73.49	F	8
0.7104	0.6437	69.64	F	8
0.7104	0.6383	68.16	F	8
0.7104	0.6330	68.96	F	8
0.7104	0.6276	71.24	F	8
0.7103	0.6222	73.61	F	8
0.7103	0.6169	74.99	F	8
0.7103	0.6115	76.03	F	8
0.7103	0.6061	78.61	F	8
0.7103	0.6008	83.49	F	8
0.7102	0.5954	89.43	F	8
0.7102	0.5900	95.01	F	8
0.7102	0.5847	100.20	F	8
0.7102	0.5793	104.94	F	8
0.7102	0.5739	107.59	F	8
0.7101	0.5686	106.66	F	8
0.7101	0.5632	103.53	F	8
0.7101	0.5578	101.46	F	8
0.7101	0.5525	101.90	F	8
0.7101	0.5471	103.15	F	8
0.7100	0.5417	103.07	F	8
0.7100	0.5364	101.60	F	8
0.7100	0.5310	100.12	F	8
0.7140	0.4790	96.15	F	8
0.7135	0.4888	87.56	F	8
