"plot"	"row"	"col"	"year"	"yield"
48	11	32	"Y2"	13.3
49	10	32	"Y2"	5.9
50	9	32	"Y2"	2.2
51	8	32	"Y2"	8
52	7	32	"Y2"	1.8
53	6	32	"Y2"	1.2
54	5	32	"Y2"	1.3
55	4	32	"Y2"	4.9
56	3	32	"Y2"	3.5
57	2	32	"Y2"	6
58	1	32	"Y2"	1.8
59	2	31	"Y2"	3.1
60	3	31	"Y2"	5.9
61	4	31	"Y2"	5.8
62	5	31	"Y2"	9.8
63	6	31	"Y2"	5.4
64	7	31	"Y2"	3.3
65	8	31	"Y2"	0.6
66	9	31	"Y2"	4.9
67	10	31	"Y2"	1.7
68	11	31	"Y2"	5.8
69	12	31	"Y2"	3.1
70	13	31	"Y2"	2.7
71	14	31	"Y2"	3
72	15	31	"Y2"	1.4
73	16	31	"Y2"	5.7
74	17	31	"Y2"	1.8
75	18	31	"Y2"	7.4
76	19	31	"Y2"	4.5
77	20	31	"Y2"	4.8
78	21	31	"Y2"	4.1
79	22	31	"Y2"	5.5
80	23	31	"Y2"	11.7
81	24	31	"Y2"	4.8
82	25	31	"Y2"	4.2
83	26	31	"Y2"	1.8
84	27	31	"Y2"	4.5
85	28	31	"Y2"	1.5
86	29	31	"Y2"	5
87	30	31	"Y2"	3.9
88	31	31	"Y2"	9.2
89	32	31	"Y2"	4
90	32	30	"Y2"	8.7
91	31	30	"Y2"	7.6
92	30	30	"Y2"	0.1
93	29	30	"Y2"	9.7
94	28	30	"Y2"	1.8
95	27	30	"Y2"	4.8
96	26	30	"Y2"	10.5
97	25	30	"Y2"	2.9
98	24	30	"Y2"	1.9
99	23	30	"Y2"	1.9
100	22	30	"Y2"	0.6
101	21	30	"Y2"	2.4
102	20	30	"Y2"	3.8
103	19	30	"Y2"	3.8
104	18	30	"Y2"	7.3
105	17	30	"Y2"	2.6
106	16	30	"Y2"	2
107	15	30	"Y2"	2.9
108	14	30	"Y2"	9.2
109	13	30	"Y2"	4.1
110	12	30	"Y2"	2.5
111	11	30	"Y2"	1.5
112	10	30	"Y2"	1.9
113	9	30	"Y2"	1.6
114	8	30	"Y2"	1.4
115	7	30	"Y2"	1.2
116	6	30	"Y2"	3.1
117	5	30	"Y2"	2.1
118	4	30	"Y2"	1.7
119	3	30	"Y2"	2
120	3	29	"Y2"	4.1
121	4	29	"Y2"	1
122	5	29	"Y2"	1.8
123	6	29	"Y2"	0.7
124	7	29	"Y2"	0.7
125	8	29	"Y2"	1.1
126	9	29	"Y2"	3.5
127	10	29	"Y2"	3.8
128	11	29	"Y2"	1.1
129	12	29	"Y2"	2.9
130	13	29	"Y2"	2.1
131	14	29	"Y2"	7.6
132	15	29	"Y2"	3.7
133	16	29	"Y2"	3.9
134	17	29	"Y2"	3.4
135	18	29	"Y2"	6.2
136	19	29	"Y2"	3
137	20	29	"Y2"	2.1
138	21	29	"Y2"	1.4
139	22	29	"Y2"	0.7
140	23	29	"Y2"	10.3
141	24	29	"Y2"	3.6
142	25	29	"Y2"	1.8
143	26	29	"Y2"	4.9
144	27	29	"Y2"	4
145	28	29	"Y2"	2.7
146	29	29	"Y2"	1.8
147	30	29	"Y2"	1.6
148	31	29	"Y2"	4.8
149	32	29	"Y2"	1.3
150	33	29	"Y2"	4.8
151	34	28	"Y2"	2
152	33	28	"Y2"	2.7
153	32	28	"Y2"	2.9
154	31	28	"Y2"	4.1
155	30	28	"Y2"	2.6
156	29	28	"Y2"	5.9
157	28	28	"Y2"	1.3
158	27	28	"Y2"	2.3
159	26	28	"Y2"	3
160	25	28	"Y2"	3.1
161	24	28	"Y2"	6.1
162	23	28	"Y2"	3.3
163	22	28	"Y2"	1.6
164	21	28	"Y2"	1.7
165	20	28	"Y2"	3.2
166	19	28	"Y2"	1.4
167	18	28	"Y2"	4.2
168	17	28	"Y2"	2.1
169	16	28	"Y2"	3.8
170	15	28	"Y2"	2.9
171	14	28	"Y2"	1.1
172	13	28	"Y2"	4.8
173	12	28	"Y2"	1
174	11	28	"Y2"	1
175	10	28	"Y2"	1.7
176	9	28	"Y2"	1.3
177	8	28	"Y2"	1.6
178	7	28	"Y2"	4.2
179	6	28	"Y2"	1.4
180	5	28	"Y2"	6.1
181	4	28	"Y2"	2.3
182	5	27	"Y2"	5.7
183	6	27	"Y2"	6.7
184	7	27	"Y2"	1
185	8	27	"Y2"	3.1
186	9	27	"Y2"	2.2
187	10	27	"Y2"	0.4
188	11	27	"Y2"	1.8
189	12	27	"Y2"	3.1
190	13	27	"Y2"	0.7
191	14	27	"Y2"	2.2
192	15	27	"Y2"	1.3
193	16	27	"Y2"	2.4
194	17	27	"Y2"	2.7
195	18	27	"Y2"	3.3
196	19	27	"Y2"	4.2
197	20	27	"Y2"	4.2
198	21	27	"Y2"	1.4
199	22	27	"Y2"	4
200	23	27	"Y2"	3.2
201	24	27	"Y2"	1.8
202	25	27	"Y2"	1.1
203	26	27	"Y2"	2.6
204	27	27	"Y2"	0.5
205	28	27	"Y2"	3.4
206	29	27	"Y2"	1.8
207	30	27	"Y2"	2.8
208	31	27	"Y2"	4.2
209	32	27	"Y2"	1.5
210	33	27	"Y2"	2.3
211	34	27	"Y2"	2.3
212	35	26	"Y2"	2.1
213	34	26	"Y2"	4.2
214	33	26	"Y2"	3.9
215	32	26	"Y2"	0.4
216	31	26	"Y2"	1.5
217	30	26	"Y2"	0.5
218	29	26	"Y2"	3
219	28	26	"Y2"	0.8
220	27	26	"Y2"	2.1
221	26	26	"Y2"	1.8
222	25	26	"Y2"	5.7
223	24	26	"Y2"	1.9
224	23	26	"Y2"	2.6
225	22	26	"Y2"	3
226	21	26	"Y2"	5.3
227	20	26	"Y2"	1.5
228	19	26	"Y2"	0.2
229	18	26	"Y2"	1
230	17	26	"Y2"	2.8
231	16	26	"Y2"	0.9
232	15	26	"Y2"	3.3
233	14	26	"Y2"	3
234	13	26	"Y2"	4.2
235	12	26	"Y2"	1.9
236	11	26	"Y2"	4.5
237	10	26	"Y2"	1.5
238	9	26	"Y2"	4.3
239	8	26	"Y2"	2.8
240	7	26	"Y2"	1.1
241	6	26	"Y2"	4.7
242	5	26	"Y2"	0.9
243	6	25	"Y2"	0.6
244	7	25	"Y2"	5
245	8	25	"Y2"	1.9
246	9	25	"Y2"	2
247	10	25	"Y2"	1.8
248	11	25	"Y2"	2.5
249	12	25	"Y2"	1.8
250	13	25	"Y2"	1.8
251	14	25	"Y2"	1.3
252	15	25	"Y2"	0.1
253	16	25	"Y2"	2
254	17	25	"Y2"	1.9
255	18	25	"Y2"	2.9
256	19	25	"Y2"	2.7
257	20	25	"Y2"	1.6
258	21	25	"Y2"	3.4
259	22	25	"Y2"	3.9
260	23	25	"Y2"	0.6
261	24	25	"Y2"	4.7
262	25	25	"Y2"	2.1
263	26	25	"Y2"	2.9
264	27	25	"Y2"	2.5
265	28	25	"Y2"	4.5
266	29	25	"Y2"	1.6
267	30	25	"Y2"	4.3
268	31	25	"Y2"	15.2
269	32	25	"Y2"	5
270	33	25	"Y2"	1
271	34	25	"Y2"	0.6
272	35	25	"Y2"	5.2
273	36	24	"Y2"	9.7
274	35	24	"Y2"	6.1
275	34	24	"Y2"	1.5
276	33	24	"Y2"	1.5
277	32	24	"Y2"	2.2
278	31	24	"Y2"	2.3
279	30	24	"Y2"	1.1
280	29	24	"Y2"	2.9
281	28	24	"Y2"	1.9
282	27	24	"Y2"	2
283	26	24	"Y2"	6.3
284	25	24	"Y2"	8.6
285	24	24	"Y2"	4.7
286	23	24	"Y2"	1.6
287	22	24	"Y2"	1.4
288	21	24	"Y2"	1.4
289	20	24	"Y2"	1.8
290	19	24	"Y2"	0.9
291	18	24	"Y2"	0.9
292	17	24	"Y2"	1.4
293	16	24	"Y2"	2.7
294	15	24	"Y2"	1.6
295	14	24	"Y2"	3.5
296	13	24	"Y2"	1.3
297	12	24	"Y2"	2
298	11	24	"Y2"	1.9
299	10	24	"Y2"	1.2
300	9	24	"Y2"	3
301	8	24	"Y2"	1.8
302	7	24	"Y2"	2
303	7	23	"Y2"	0.4
304	8	23	"Y2"	2.1
305	9	23	"Y2"	1.7
306	10	23	"Y2"	3.8
307	11	23	"Y2"	3.9
308	12	23	"Y2"	2.4
309	13	23	"Y2"	1.3
310	15	23	"Y2"	2.4
311	16	23	"Y2"	3.8
312	17	23	"Y2"	3.1
313	18	23	"Y2"	1.9
314	19	23	"Y2"	2.2
315	20	23	"Y2"	2.9
316	21	23	"Y2"	2.5
317	22	23	"Y2"	2
318	23	23	"Y2"	5.4
319	24	23	"Y2"	2.2
320	25	23	"Y2"	0.4
321	26	23	"Y2"	0.9
322	27	23	"Y2"	4.2
323	28	23	"Y2"	3.7
324	29	23	"Y2"	4.7
325	30	23	"Y2"	1.5
326	31	23	"Y2"	1.6
327	32	23	"Y2"	3
328	33	23	"Y2"	2.4
329	34	23	"Y2"	1.1
330	35	23	"Y2"	1.2
331	36	23	"Y2"	2.7
332	36	22	"Y2"	5.2
333	35	22	"Y2"	1.5
334	34	22	"Y2"	1.1
335	33	22	"Y2"	2
336	32	22	"Y2"	0.4
337	31	22	"Y2"	0.6
338	30	22	"Y2"	1.3
339	29	22	"Y2"	1.1
340	28	22	"Y2"	6.4
341	27	22	"Y2"	0.5
342	26	22	"Y2"	3
343	25	22	"Y2"	2.4
344	24	22	"Y2"	5.5
345	23	22	"Y2"	4
346	22	22	"Y2"	4.2
347	21	22	"Y2"	2
348	20	22	"Y2"	1.6
349	19	22	"Y2"	2
350	18	22	"Y2"	2.3
351	17	22	"Y2"	0.6
352	16	22	"Y2"	1
353	15	22	"Y2"	2.4
354	14	22	"Y2"	1.1
355	13	22	"Y2"	2.5
356	12	22	"Y2"	0.8
357	11	22	"Y2"	2.8
358	10	22	"Y2"	1.8
359	9	22	"Y2"	4.3
360	8	22	"Y2"	5.8
361	9	21	"Y2"	3.4
362	10	21	"Y2"	4.4
363	11	21	"Y2"	2.2
364	12	21	"Y2"	0.7
365	13	21	"Y2"	1.6
366	14	21	"Y2"	3
367	15	21	"Y2"	1.3
368	16	21	"Y2"	1
369	17	21	"Y2"	3.8
370	18	21	"Y2"	0.7
371	19	21	"Y2"	0.9
372	20	21	"Y2"	8
373	21	21	"Y2"	2.3
374	22	21	"Y2"	1.4
375	23	21	"Y2"	2.3
376	24	21	"Y2"	3.2
377	25	21	"Y2"	1.9
378	26	21	"Y2"	7.2
379	27	21	"Y2"	1.2
380	28	21	"Y2"	3.1
381	29	21	"Y2"	13.4
382	30	21	"Y2"	1.8
383	31	21	"Y2"	2.7
384	32	21	"Y2"	3
385	33	21	"Y2"	2.9
386	34	21	"Y2"	1.8
387	35	21	"Y2"	3.2
388	36	21	"Y2"	1.4
389	36	20	"Y2"	1.8
390	35	20	"Y2"	2.6
391	34	20	"Y2"	1.6
392	33	20	"Y2"	2.3
393	32	20	"Y2"	3.3
394	31	20	"Y2"	4.8
395	30	20	"Y2"	5
396	29	20	"Y2"	2.1
397	28	20	"Y2"	8.3
398	27	20	"Y2"	8.9
399	26	20	"Y2"	3.9
400	25	20	"Y2"	4.3
401	24	20	"Y2"	2
402	23	20	"Y2"	3.6
403	22	20	"Y2"	1.5
404	21	20	"Y2"	2.1
405	20	20	"Y2"	2
406	19	20	"Y2"	2.5
407	18	20	"Y2"	9.3
408	17	20	"Y2"	5.6
409	16	20	"Y2"	1.6
410	15	20	"Y2"	5.5
411	14	20	"Y2"	1.9
412	13	20	"Y2"	2.7
413	12	20	"Y2"	2.5
414	11	20	"Y2"	2.7
415	10	20	"Y2"	6.2
416	9	20	"Y2"	3.1
417	11	19	"Y2"	1.5
418	12	19	"Y2"	4.4
419	13	19	"Y2"	5
420	14	19	"Y2"	2.7
421	15	19	"Y2"	0.7
422	16	19	"Y2"	7.5
423	17	19	"Y2"	3.7
424	18	19	"Y2"	3.1
425	19	19	"Y2"	0.9
426	20	19	"Y2"	3.5
427	21	19	"Y2"	5.7
428	22	19	"Y2"	1.4
429	23	19	"Y2"	2.1
430	24	19	"Y2"	2.3
431	25	19	"Y2"	2
432	26	19	"Y2"	2.8
433	27	19	"Y2"	0.2
434	28	19	"Y2"	4.7
435	29	19	"Y2"	1.3
436	30	19	"Y2"	7.2
437	31	19	"Y2"	3.4
438	32	19	"Y2"	1.9
439	33	19	"Y2"	3.5
440	34	19	"Y2"	1.2
441	35	19	"Y2"	1
442	36	19	"Y2"	3
443	37	18	"Y2"	2.7
444	36	18	"Y2"	1.4
445	35	18	"Y2"	9.8
446	34	18	"Y2"	1.4
447	33	18	"Y2"	10.2
448	32	18	"Y2"	7.2
449	31	18	"Y2"	10.6
450	30	18	"Y2"	1
451	29	18	"Y2"	12.4
452	28	18	"Y2"	5.6
453	27	18	"Y2"	2.5
454	26	18	"Y2"	0.4
455	25	18	"Y2"	1.8
456	24	18	"Y2"	1.9
457	23	18	"Y2"	8
458	22	18	"Y2"	0.4
459	21	18	"Y2"	1.2
460	20	18	"Y2"	1.5
461	19	18	"Y2"	1.3
462	18	18	"Y2"	3
463	17	18	"Y2"	2
464	16	18	"Y2"	1.3
465	15	18	"Y2"	1.3
466	14	18	"Y2"	4
467	13	18	"Y2"	8.5
468	12	18	"Y2"	5.4
469	11	18	"Y2"	3
470	12	17	"Y2"	2.2
471	13	17	"Y2"	6.1
472	14	17	"Y2"	2.7
473	15	17	"Y2"	2.2
474	16	17	"Y2"	1
475	17	17	"Y2"	1.3
476	18	17	"Y2"	2.9
477	19	17	"Y2"	1.4
478	20	17	"Y2"	2.2
479	21	17	"Y2"	1.2
480	22	17	"Y2"	6.3
481	23	17	"Y2"	5.7
482	24	17	"Y2"	3.4
483	25	17	"Y2"	0.4
484	26	17	"Y2"	5.3
485	27	17	"Y2"	3
486	28	17	"Y2"	6.3
487	29	17	"Y2"	2.4
488	30	17	"Y2"	9.5
489	31	17	"Y2"	3.5
490	32	17	"Y2"	1.4
491	33	17	"Y2"	3.3
492	34	17	"Y2"	2.5
493	35	17	"Y2"	2.8
494	36	17	"Y2"	5.8
495	37	17	"Y2"	0.6
496	37	16	"Y2"	1
497	36	16	"Y2"	3.9
498	35	16	"Y2"	9.9
499	34	16	"Y2"	0.7
500	33	16	"Y2"	3.3
501	32	16	"Y2"	1.2
502	31	16	"Y2"	1.8
503	30	16	"Y2"	1.1
504	29	16	"Y2"	1.3
505	27	16	"Y2"	10.2
506	26	16	"Y2"	3.4
507	25	16	"Y2"	4.9
508	24	16	"Y2"	5.6
509	23	16	"Y2"	1.5
510	22	16	"Y2"	2.3
511	21	16	"Y2"	3
512	20	16	"Y2"	3.2
513	19	16	"Y2"	3.6
514	18	16	"Y2"	7.8
515	17	16	"Y2"	6.6
516	16	16	"Y2"	9.6
517	15	16	"Y2"	5.1
518	14	16	"Y2"	1.4
519	13	16	"Y2"	1.5
520	12	16	"Y2"	3.6
521	13	15	"Y2"	7.6
522	14	15	"Y2"	14
523	15	15	"Y2"	3.5
524	16	15	"Y2"	14.2
525	17	15	"Y2"	10.1
526	18	15	"Y2"	7.1
527	19	15	"Y2"	1.4
528	20	15	"Y2"	2.8
529	21	15	"Y2"	4.8
530	22	15	"Y2"	2.1
531	23	15	"Y2"	5.2
532	24	15	"Y2"	16.1
533	25	15	"Y2"	9.3
534	26	15	"Y2"	3.5
535	27	15	"Y2"	2.1
536	29	15	"Y2"	2.7
537	30	15	"Y2"	2.5
538	31	15	"Y2"	1.8
539	32	15	"Y2"	10.7
540	33	15	"Y2"	0.8
541	34	15	"Y2"	11.6
542	35	15	"Y2"	12
543	36	15	"Y2"	6.2
544	37	15	"Y2"	4.2
545	37	14	"Y2"	1.4
546	36	14	"Y2"	8.5
547	35	14	"Y2"	7.2
548	34	14	"Y2"	4
549	33	14	"Y2"	2.7
550	32	14	"Y2"	1.4
551	31	14	"Y2"	0.8
552	30	14	"Y2"	15
553	29	14	"Y2"	10.5
554	28	14	"Y2"	5.5
555	27	14	"Y2"	15.1
556	26	14	"Y2"	11.3
557	25	14	"Y2"	7.9
558	24	14	"Y2"	4.3
559	23	14	"Y2"	2.9
560	22	14	"Y2"	20.6
561	21	14	"Y2"	13.9
562	20	14	"Y2"	3.7
563	19	14	"Y2"	4.1
564	18	14	"Y2"	12.2
565	17	14	"Y2"	2.8
566	16	14	"Y2"	3.1
567	15	14	"Y2"	2.1
568	14	14	"Y2"	5.8
569	14	13	"Y2"	8.2
570	15	13	"Y2"	15.8
571	16	13	"Y2"	19.2
572	17	13	"Y2"	5
573	18	13	"Y2"	5.4
574	19	13	"Y2"	6.2
575	20	13	"Y2"	3.9
576	21	13	"Y2"	3.9
577	22	13	"Y2"	1.4
578	23	13	"Y2"	0.9
579	24	13	"Y2"	1.4
580	25	13	"Y2"	4.3
581	26	13	"Y2"	2.5
582	27	13	"Y2"	0.9
583	28	13	"Y2"	2.8
584	29	13	"Y2"	3
585	30	13	"Y2"	1.5
586	31	13	"Y2"	3.1
587	32	13	"Y2"	2.8
588	33	13	"Y2"	2.5
589	34	13	"Y2"	14.6
590	35	13	"Y2"	1.6
591	36	13	"Y2"	10.7
592	37	13	"Y2"	3.5
593	38	12	"Y2"	7.8
594	37	12	"Y2"	7.2
595	36	12	"Y2"	16.6
596	34	12	"Y2"	3.5
597	33	12	"Y2"	21.3
598	32	12	"Y2"	12.4
599	31	12	"Y2"	18.4
600	30	12	"Y2"	5.1
601	29	12	"Y2"	11.7
602	28	12	"Y2"	8.3
603	27	12	"Y2"	14.7
604	26	12	"Y2"	11.9
605	25	12	"Y2"	5.6
606	24	12	"Y2"	24.1
607	23	12	"Y2"	12.3
608	22	12	"Y2"	11.3
609	21	12	"Y2"	5.2
610	20	12	"Y2"	8.7
611	19	12	"Y2"	8
612	18	12	"Y2"	15.6
613	17	12	"Y2"	11.4
614	16	12	"Y2"	10.4
615	16	11	"Y2"	2.1
616	17	11	"Y2"	5.6
617	18	11	"Y2"	2.7
618	19	11	"Y2"	4.4
619	20	11	"Y2"	2.8
620	21	11	"Y2"	5.4
621	22	11	"Y2"	1.4
622	23	11	"Y2"	7.4
623	24	11	"Y2"	8.7
624	25	11	"Y2"	12.4
625	26	11	"Y2"	3
626	27	11	"Y2"	5.6
627	28	11	"Y2"	5.8
628	29	11	"Y2"	9.6
629	30	11	"Y2"	2.8
630	31	11	"Y2"	7.8
631	32	11	"Y2"	9.9
632	33	11	"Y2"	12.7
633	34	11	"Y2"	8.5
634	35	11	"Y2"	11
635	36	11	"Y2"	13.9
636	37	11	"Y2"	1.8
637	38	11	"Y2"	8.9
638	39	10	"Y2"	11.8
639	38	10	"Y2"	3.5
640	37	10	"Y2"	10.1
641	36	10	"Y2"	11.3
642	35	10	"Y2"	3.1
643	34	10	"Y2"	14.2
644	33	10	"Y2"	3.9
645	32	10	"Y2"	1.6
646	31	10	"Y2"	17.1
647	30	10	"Y2"	11.4
648	29	10	"Y2"	3.3
649	28	10	"Y2"	12.2
650	27	10	"Y2"	6.3
651	26	10	"Y2"	4
652	25	10	"Y2"	3.1
653	24	10	"Y2"	4.5
654	23	10	"Y2"	11.3
655	22	10	"Y2"	8.8
656	21	10	"Y2"	11
657	20	10	"Y2"	1.7
658	19	10	"Y2"	3.8
659	18	10	"Y2"	4.1
660	17	10	"Y2"	9.2
661	16	10	"Y2"	5.6
662	17	9	"Y2"	6.7
663	18	9	"Y2"	6.4
664	19	9	"Y2"	7.7
665	20	9	"Y2"	4.3
666	21	9	"Y2"	6.9
667	22	9	"Y2"	9.8
668	23	9	"Y2"	10
669	24	9	"Y2"	16.3
670	25	9	"Y2"	18.6
671	26	9	"Y2"	15.9
672	27	9	"Y2"	5.9
673	28	9	"Y2"	6.7
674	29	9	"Y2"	9.1
675	30	9	"Y2"	4.5
676	31	9	"Y2"	3.7
677	32	9	"Y2"	3.2
678	33	9	"Y2"	10.5
679	34	9	"Y2"	2.7
680	35	9	"Y2"	1.1
681	36	9	"Y2"	3.8
682	37	9	"Y2"	2.2
683	38	9	"Y2"	3.8
684	39	9	"Y2"	10.2
685	39	8	"Y2"	8.6
686	38	8	"Y2"	2.8
687	37	8	"Y2"	4.1
688	36	8	"Y2"	7.1
689	35	8	"Y2"	2.4
690	34	8	"Y2"	1.8
691	33	8	"Y2"	5.2
692	32	8	"Y2"	6.8
693	31	8	"Y2"	4.3
694	30	8	"Y2"	6.8
695	29	8	"Y2"	1.7
696	28	8	"Y2"	0.2
697	27	8	"Y2"	1.6
698	26	8	"Y2"	0.9
699	25	8	"Y2"	2.7
700	24	8	"Y2"	3
701	23	8	"Y2"	6.4
702	22	8	"Y2"	8.9
703	21	8	"Y2"	0.8
704	20	8	"Y2"	7.7
705	19	8	"Y2"	8.2
706	18	8	"Y2"	8.5
707	18	7	"Y2"	4.5
708	19	7	"Y2"	9.8
709	20	7	"Y2"	1
710	21	7	"Y2"	12
711	22	7	"Y2"	15.5
712	23	7	"Y2"	14.8
713	24	7	"Y2"	15.7
714	25	7	"Y2"	1.7
715	26	7	"Y2"	11
716	27	7	"Y2"	3.6
717	28	7	"Y2"	1.8
718	29	7	"Y2"	0.9
719	30	7	"Y2"	1.6
720	31	7	"Y2"	2
721	32	7	"Y2"	1.2
722	33	7	"Y2"	3.9
723	34	7	"Y2"	2.4
724	35	7	"Y2"	1.8
725	36	7	"Y2"	5.6
726	37	7	"Y2"	5.5
727	38	7	"Y2"	7.7
728	39	7	"Y2"	NA
729	39	6	"Y2"	8.1
730	38	6	"Y2"	NA
731	37	6	"Y2"	1.7
732	36	6	"Y2"	4.7
733	35	6	"Y2"	3
734	34	6	"Y2"	5.3
735	33	6	"Y2"	3.4
736	32	6	"Y2"	9.1
737	31	6	"Y2"	NA
738	30	6	"Y2"	5.1
739	29	6	"Y2"	3.6
740	28	6	"Y2"	5
741	27	6	"Y2"	3.8
742	26	6	"Y2"	NA
743	25	6	"Y2"	8
744	24	6	"Y2"	NA
745	23	6	"Y2"	3.8
746	22	6	"Y2"	2.7
747	21	6	"Y2"	10
748	20	6	"Y2"	5.9
749	19	6	"Y2"	2.1
750	20	5	"Y2"	6.7
751	21	5	"Y2"	NA
752	22	5	"Y2"	NA
753	23	5	"Y2"	NA
754	24	5	"Y2"	NA
755	25	5	"Y2"	1.1
756	26	5	"Y2"	1.9
757	27	5	"Y2"	1.1
758	28	5	"Y2"	NA
759	29	5	"Y2"	8.8
760	30	5	"Y2"	9.9
761	31	5	"Y2"	7.3
762	32	5	"Y2"	13.8
763	33	5	"Y2"	2.5
764	34	5	"Y2"	NA
765	35	5	"Y2"	1.3
766	36	5	"Y2"	5.1
767	37	5	"Y2"	9.2
768	38	5	"Y2"	5.2
769	39	5	"Y2"	NA
770	40	4	"Y2"	12.9
771	39	4	"Y2"	11.1
772	38	4	"Y2"	1.2
773	37	4	"Y2"	11.1
774	36	4	"Y2"	5.1
775	35	4	"Y2"	0.3
776	34	4	"Y2"	3.9
777	33	4	"Y2"	5.7
778	32	4	"Y2"	NA
779	31	4	"Y2"	1.1
780	30	4	"Y2"	3.3
781	29	4	"Y2"	NA
782	28	4	"Y2"	8.2
783	27	4	"Y2"	6.1
784	26	4	"Y2"	9.1
785	25	4	"Y2"	6.3
786	24	4	"Y2"	6.5
787	23	4	"Y2"	6.6
788	22	4	"Y2"	3.8
789	21	4	"Y2"	8.3
790	20	4	"Y2"	4.4
791	21	3	"Y2"	10.5
792	22	3	"Y2"	11.4
793	23	3	"Y2"	8.9
794	24	3	"Y2"	5.3
795	25	3	"Y2"	5.3
796	26	3	"Y2"	3.4
797	27	3	"Y2"	6.8
798	28	3	"Y2"	NA
799	29	3	"Y2"	2.4
800	30	3	"Y2"	1.8
801	31	3	"Y2"	NA
802	32	3	"Y2"	3.5
803	33	3	"Y2"	1.1
804	34	3	"Y2"	NA
805	35	3	"Y2"	NA
806	36	3	"Y2"	6.4
807	37	3	"Y2"	0.4
808	38	3	"Y2"	NA
809	39	3	"Y2"	5
810	40	3	"Y2"	5.3
811	41	2	"Y2"	1.5
812	40	2	"Y2"	4.1
813	39	2	"Y2"	NA
814	38	2	"Y2"	0.5
815	37	2	"Y2"	6.7
816	36	2	"Y2"	NA
817	35	2	"Y2"	11.4
818	34	2	"Y2"	8.8
819	33	2	"Y2"	21.4
820	32	2	"Y2"	10.1
821	31	2	"Y2"	12.1
822	30	2	"Y2"	NA
823	29	2	"Y2"	NA
824	28	2	"Y2"	3.1
825	27	2	"Y2"	NA
826	26	2	"Y2"	NA
827	25	2	"Y2"	0.5
828	24	2	"Y2"	2.9
829	23	2	"Y2"	2.7
830	22	2	"Y2"	1.9
831	35	1	"Y2"	2.5
832	36	1	"Y2"	6.3
833	37	1	"Y2"	5.1
834	38	1	"Y2"	4.5
835	39	1	"Y2"	2.1
836	40	1	"Y2"	3.6
837	41	1	"Y2"	3
838	42	1	"Y2"	1.1
1	3	33	"Y3"	7.4
2	4	33	"Y3"	12.5
3	5	33	"Y3"	10.7
4	6	33	"Y3"	10.3
5	7	33	"Y3"	6.5
6	8	33	"Y3"	3.1
7	9	33	"Y3"	7.7
8	10	33	"Y3"	5.5
9	11	33	"Y3"	10.9
10	12	33	"Y3"	7.6
11	13	33	"Y3"	3.9
12	14	33	"Y3"	5.5
3	15	33	"Y3"	6.4
15	16	33	"Y3"	6.2
15	17	33	"Y3"	9
16	18	33	"Y3"	7.5
17	21	33	"Y3"	4.6
18	22	33	"Y3"	5.3
19	23	33	"Y3"	9
20	24	33	"Y3"	8.8
21	25	33	"Y3"	2.6
22	26	33	"Y3"	1.8
25	27	33	"Y3"	0.7
25	28	33	"Y3"	4.5
25	29	33	"Y3"	9.7
26	30	33	"Y3"	2.9
27	31	33	"Y3"	5.3
28	31	32	"Y3"	5.6
29	30	32	"Y3"	5.5
30	29	32	"Y3"	7.6
31	28	32	"Y3"	3.6
32	27	32	"Y3"	3.5
33	26	32	"Y3"	11.8
34	25	32	"Y3"	7.5
35	24	32	"Y3"	3.8
36	23	32	"Y3"	9.6
37	22	32	"Y3"	7
38	21	32	"Y3"	5.3
39	20	32	"Y3"	3.1
40	19	32	"Y3"	1.3
41	18	32	"Y3"	3.8
42	17	32	"Y3"	2.8
43	16	32	"Y3"	6.8
44	15	32	"Y3"	8.3
45	14	32	"Y3"	12.1
46	13	32	"Y3"	6
47	12	32	"Y3"	7.3
48	11	32	"Y3"	2.4
49	10	32	"Y3"	7.8
50	9	32	"Y3"	6.6
51	8	32	"Y3"	6.5
52	7	32	"Y3"	8.6
53	6	32	"Y3"	7.5
54	5	32	"Y3"	4
55	4	32	"Y3"	4.9
56	3	32	"Y3"	3.9
57	2	32	"Y3"	13.3
58	1	32	"Y3"	6.3
59	2	31	"Y3"	9.9
60	3	31	"Y3"	1.4
61	4	31	"Y3"	0.7
62	5	31	"Y3"	3
63	6	31	"Y3"	1.7
64	7	31	"Y3"	8.2
65	8	31	"Y3"	1.6
66	9	31	"Y3"	8.2
67	10	31	"Y3"	8.3
68	11	31	"Y3"	5.7
69	12	31	"Y3"	1.8
70	13	31	"Y3"	5
71	14	31	"Y3"	4.5
72	15	31	"Y3"	1.1
73	16	31	"Y3"	4.8
74	17	31	"Y3"	3
75	18	31	"Y3"	4.4
76	19	31	"Y3"	5.3
77	20	31	"Y3"	2.9
78	21	31	"Y3"	3.9
79	22	31	"Y3"	2.6
80	23	31	"Y3"	3
81	24	31	"Y3"	5.2
82	25	31	"Y3"	2.8
83	26	31	"Y3"	3.7
84	27	31	"Y3"	1.7
85	28	31	"Y3"	10.8
86	29	31	"Y3"	5.8
87	30	31	"Y3"	2.3
88	31	31	"Y3"	6.1
89	32	31	"Y3"	4.2
90	32	30	"Y3"	2.6
91	31	30	"Y3"	8.2
92	30	30	"Y3"	2
93	29	30	"Y3"	5
94	28	30	"Y3"	5
95	27	30	"Y3"	6.4
