"year"	"gen"	"col"	"row"	"rep"	"date"	"y"
1987	"C.ROYAL"	8	8	3	1987-11-23	8
1987	"065.27"	8	9	3	1987-11-23	9
1987	"2424a5"	8	10	3	1987-11-23	9
1987	"IWA"	8	11	4	1987-11-23	7
1987	"178.1"	8	12	4	1987-11-23	8
1987	"GLADIATOR"	8	13	4	1987-11-23	8
1987	"1594(12)"	8	14	4	1987-11-23	9
1987	"RUA"	8	15	5	1987-11-23	8
1987	"222.18"	8	16	5	1987-11-23	8
1987	"2070(59)"	8	17	5	1987-11-23	9
1987	"2070(31)"	9	1	1	1987-11-23	9
1987	"1594(12)"	9	2	1	1987-11-23	9
1987	"2070(69)"	9	3	1	1987-11-23	8
1987	"P.DELL"	9	4	2	1987-11-23	9
1987	"GLADIATOR"	9	5	2	1987-11-23	8
1987	"2070(50)"	9	6	2	1987-11-23	9
1987	"2424a5"	9	7	2	1987-11-23	9
1987	"WHA"	9	8	3	1987-11-23	9
1987	"1682c1"	9	9	3	1987-11-23	8
1987	"3681ad1"	9	10	3	1987-11-23	8
1987	"2070(4)"	9	11	4	1987-11-23	9
1987	"KAITUNA"	9	12	4	1987-11-23	8
1987	"993.60"	9	13	4	1987-11-23	8
1987	"PACIFIC"	9	14	4	1987-11-23	8
1987	"TEKAU"	9	15	5	1987-11-23	9
1987	"1463.1"	9	16	5	1987-11-23	8
1987	"1603.21"	9	17	5	1987-11-23	9
1987	"KAITUNA"	10	1	1	1987-11-23	8
1987	"178.1"	10	2	1	1987-11-23	8
1987	"2182ef7"	10	3	1	1987-11-23	9
1987	"1463.1"	10	4	2	1987-11-23	9
1987	"1603.21"	10	5	2	1987-11-23	9
1987	"1682c1"	10	6	2	1987-11-23	9
1987	"1512c16"	10	7	2	1987-11-23	8
1987	"IWA"	10	8	3	1987-11-23	8
1987	"2070(31)"	10	9	3	1987-11-23	9
1987	"P.DELL"	10	10	3	1987-11-23	9
1987	"2424a5"	10	11	4	1987-11-23	9
1987	"TEKAU"	10	12	4	1987-11-23	9
1987	"2070(32)"	10	13	4	1987-11-23	9
1987	"2070(50)"	10	14	4	1987-11-23	9
1987	"1594(12)"	10	15	5	1987-11-23	9
1987	"3681ad1"	10	16	5	1987-11-23	8
1987	"I.HARDY"	10	17	5	1987-11-23	8
1987	"993.60"	1	1	1	1987-11-30	7
1987	"PACIFIC"	1	2	1	1987-11-30	7
1987	"1463.1"	1	3	1	1987-11-30	9
1987	"KAIMAI"	1	4	1	1987-11-30	8
1987	"2070(4)"	1	5	2	1987-11-30	9
1987	"2070(32)"	1	6	2	1987-11-30	9
1987	"I.HARDY"	1	7	2	1987-11-30	6
1987	"1603.21"	1	8	3	1987-11-30	8
1987	"P.ACE"	1	9	3	1987-11-30	8
1987	"1563c14"	1	10	3	1987-11-30	7
1987	"2070(69)"	1	11	3	1987-11-30	9
1987	"1682c1"	1	12	4	1987-11-30	8
1987	"RUA"	1	13	4	1987-11-30	8
1987	"WHA"	1	14	4	1987-11-30	9
1987	"2182ef7"	1	15	5	1987-11-30	9
1987	"2424a5"	1	16	5	1987-11-30	9
1987	"1647b1"	1	17	5	1987-11-30	9
1987	"2070(54)"	1	18	5	1987-11-30	9
1987	"065.27"	2	1	1	1987-11-30	9
1987	"2424a5"	2	2	1	1987-11-30	9
1987	"IWA"	2	3	1	1987-11-30	6
1987	"1488b1"	2	4	1	1987-11-30	8
1987	"TEKAU"	2	5	2	1987-11-30	8
1987	"PACIFIC"	2	6	2	1987-11-30	7
1987	"993.60"	2	7	2	1987-11-30	7
1987	"1647b1"	2	8	3	1987-11-30	9
1987	"KAITUNA"	2	9	3	1987-11-30	8
1987	"I.HARDY"	2	10	3	1987-11-30	6
1987	"222.18"	2	11	3	1987-11-30	7
1987	"2182ef7"	2	12	4	1987-11-30	9
1987	"1463.1"	2	13	4	1987-11-30	9
1987	"1512c16"	2	14	4	1987-11-30	7
1987	"1563c14"	2	15	5	1987-11-30	7
1987	"2070(32)"	2	16	5	1987-11-30	9
1987	"KAIMAI"	2	17	5	1987-11-30	8
1987	"2070(50)"	2	18	5	1987-11-30	9
1987	"2070(32)"	3	1	1	1987-11-30	9
1987	"GLADIATOR"	3	2	1	1987-11-30	7
1987	"1682c1"	3	3	1	1987-11-30	9
1987	"2070(54)"	3	4	1	1987-11-30	9
1987	"2070(59)"	3	5	2	1987-11-30	9
1987	"3008ab6"	3	6	2	1987-11-30	6
1987	"P.ACE"	3	7	2	1987-11-30	9
1987	"1512c16"	3	8	3	1987-11-30	7
1987	"1594(12)"	3	9	3	1987-11-30	8
1987	"1488b1"	3	10	3	1987-11-30	8
1987	"KAIMAI"	3	11	3	1987-11-30	7
1987	"065.27"	3	12	4	1987-11-30	9
1987	"1563c14"	3	13	4	1987-11-30	6
1987	"2070(69)"	3	14	4	1987-11-30	7
1987	"P.DELL"	3	15	5	1987-11-30	9
1987	"178.1"	3	16	5	1987-11-30	7
1987	"C.ROYAL"	3	17	5	1987-11-30	8
1987	"993.60"	3	18	5	1987-11-30	6
1987	"3008ab6"	4	1	1	1987-11-30	7
1987	"TEKAU"	4	2	1	1987-11-30	8
1987	"2070(59)"	4	3	1	1987-11-30	9
1987	"2070(4)"	4	4	1	1987-11-30	9
1987	"1647b1"	4	5	2	1987-11-30	9
1987	"2182ef7"	4	6	2	1987-11-30	9
1987	"KAITUNA"	4	7	2	1987-11-30	8
1987	"2070(54)"	4	8	3	1987-11-30	9
1987	"PACIFIC"	4	9	3	1987-11-30	8
1987	"1463.1"	4	10	3	1987-11-30	9
1987	"2070(32)"	4	11	3	1987-11-30	9
1987	"KAIMAI"	4	12	4	1987-11-30	8
1987	"222.18"	4	13	4	1987-11-30	7
1987	"P.DELL"	4	14	4	1987-11-30	9
1987	"1488b1"	4	15	5	1987-11-30	8
1987	"IWA"	4	16	5	1987-11-30	7
1987	"2070(31)"	4	17	5	1987-11-30	9
1987	"1512c16"	4	18	5	1987-11-30	8
1987	"222.18"	5	1	1	1987-11-30	7
1987	"3681ad1"	5	2	1	1987-11-30	8
1987	"I.HARDY"	5	3	1	1987-11-30	6
1987	"2070(50)"	5	4	1	1987-11-30	9
1987	"C.ROYAL"	5	5	2	1987-11-30	8
1987	"065.27"	5	6	2	1987-11-30	9
1987	"KAIMAI"	5	7	2	1987-11-30	7
1987	"993.60"	5	8	3	1987-11-30	7
1987	"2182ef7"	5	9	3	1987-11-30	9
1987	"2070(59)"	5	10	3	1987-11-30	9
1987	"RUA"	5	11	3	1987-11-30	8
1987	"2070(54)"	5	12	4	1987-11-30	9
1987	"1488b1"	5	13	4	1987-11-30	8
1987	"P.ACE"	5	14	4	1987-11-30	7
1987	"2070(69)"	5	15	5	1987-11-30	7
1987	"1682c1"	5	16	5	1987-11-30	8
1987	"3008ab6"	5	17	5	1987-11-30	6
1987	"2070(4)"	5	18	5	1987-11-30	8
1987	"P.ACE"	6	1	1	1987-11-30	9
1987	"WHA"	6	2	1	1987-11-30	9
1987	"P.DELL"	6	3	1	1987-11-30	9
1987	"178.1"	6	4	2	1987-11-30	7
1987	"RUA"	6	5	2	1987-11-30	8
1987	"2070(31)"	6	6	2	1987-11-30	9
1987	"IWA"	6	7	2	1987-11-30	7
1987	"3008ab6"	6	8	3	1987-11-30	6
1987	"TEKAU"	6	9	3	1987-11-30	8
1987	"GLADIATOR"	6	10	3	1987-11-30	7
1987	"I.HARDY"	6	11	4	1987-11-30	5
1987	"1603.21"	6	12	4	1987-11-30	7
1987	"1647b1"	6	13	4	1987-11-30	9
1987	"C.ROYAL"	6	14	4	1987-11-30	8
1987	"PACIFIC"	6	15	5	1987-11-30	7
1987	"065.27"	6	16	5	1987-11-30	9
1987	"KAITUNA"	6	17	5	1987-11-30	7
1987	"C.ROYAL"	7	1	1	1987-11-30	7
1987	"1647b1"	7	2	1	1987-11-30	9
1987	"RUA"	7	3	1	1987-11-30	8
1987	"222.18"	7	4	2	1987-11-30	7
1987	"1594(12)"	7	5	2	1987-11-30	8
1987	"2070(54)"	7	6	2	1987-11-30	9
1987	"1563c14"	7	7	2	1987-11-30	7
1987	"2070(50)"	7	8	3	1987-11-30	9
1987	"178.1"	7	9	3	1987-11-30	7
1987	"2070(4)"	7	10	3	1987-11-30	9
1987	"2070(59)"	7	11	4	1987-11-30	9
1987	"3008ab6"	7	12	4	1987-11-30	7
1987	"3681ad1"	7	13	4	1987-11-30	8
1987	"2070(31)"	7	14	4	1987-11-30	9
1987	"P.ACE"	7	15	5	1987-11-30	7
1987	"GLADIATOR"	7	16	5	1987-11-30	7
1987	"WHA"	7	17	5	1987-11-30	9
1987	"1563c14"	8	1	1	1987-11-30	7
1987	"1512c16"	8	2	1	1987-11-30	8
1987	"1603.21"	8	3	1	1987-11-30	8
1987	"3681ad1"	8	4	2	1987-11-30	8
1987	"2070(69)"	8	5	2	1987-11-30	9
1987	"WHA"	8	6	2	1987-11-30	9
1987	"1488b1"	8	7	2	1987-11-30	8
1987	"C.ROYAL"	8	8	3	1987-11-30	8
1987	"065.27"	8	9	3	1987-11-30	9
1987	"2424a5"	8	10	3	1987-11-30	9
1987	"IWA"	8	11	4	1987-11-30	7
1987	"178.1"	8	12	4	1987-11-30	7
1987	"GLADIATOR"	8	13	4	1987-11-30	7
1987	"1594(12)"	8	14	4	1987-11-30	9
1987	"RUA"	8	15	5	1987-11-30	8
1987	"222.18"	8	16	5	1987-11-30	7
1987	"2070(59)"	8	17	5	1987-11-30	9
1987	"2070(31)"	9	1	1	1987-11-30	9
1987	"1594(12)"	9	2	1	1987-11-30	8
1987	"2070(69)"	9	3	1	1987-11-30	7
1987	"P.DELL"	9	4	2	1987-11-30	9
1987	"GLADIATOR"	9	5	2	1987-11-30	8
1987	"2070(50)"	9	6	2	1987-11-30	9
1987	"2424a5"	9	7	2	1987-11-30	9
1987	"WHA"	9	8	3	1987-11-30	9
1987	"1682c1"	9	9	3	1987-11-30	8
1987	"3681ad1"	9	10	3	1987-11-30	8
1987	"2070(4)"	9	11	4	1987-11-30	9
1987	"KAITUNA"	9	12	4	1987-11-30	8
1987	"993.60"	9	13	4	1987-11-30	7
1987	"PACIFIC"	9	14	4	1987-11-30	8
1987	"TEKAU"	9	15	5	1987-11-30	8
1987	"1463.1"	9	16	5	1987-11-30	9
1987	"1603.21"	9	17	5	1987-11-30	7
1987	"KAITUNA"	10	1	1	1987-11-30	8
1987	"178.1"	10	2	1	1987-11-30	8
1987	"2182ef7"	10	3	1	1987-11-30	9
1987	"1463.1"	10	4	2	1987-11-30	9
1987	"1603.21"	10	5	2	1987-11-30	8
1987	"1682c1"	10	6	2	1987-11-30	9
1987	"1512c16"	10	7	2	1987-11-30	7
1987	"IWA"	10	8	3	1987-11-30	7
1987	"2070(31)"	10	9	3	1987-11-30	9
1987	"P.DELL"	10	10	3	1987-11-30	9
1987	"2424a5"	10	11	4	1987-11-30	9
1987	"TEKAU"	10	12	4	1987-11-30	8
1987	"2070(32)"	10	13	4	1987-11-30	9
1987	"2070(50)"	10	14	4	1987-11-30	9
1987	"1594(12)"	10	15	5	1987-11-30	8
1987	"3681ad1"	10	16	5	1987-11-30	8
1987	"I.HARDY"	10	17	5	1987-11-30	6
1987	"993.60"	1	1	1	1987-12-07	6
1987	"PACIFIC"	1	2	1	1987-12-07	5
1987	"1463.1"	1	3	1	1987-12-07	9
1987	"KAIMAI"	1	4	1	1987-12-07	7
1987	"2070(4)"	1	5	2	1987-12-07	9
1987	"2070(32)"	1	6	2	1987-12-07	9
1987	"I.HARDY"	1	7	2	1987-12-07	5
1987	"1603.21"	1	8	3	1987-12-07	6
1987	"P.ACE"	1	9	3	1987-12-07	7
1987	"1563c14"	1	10	3	1987-12-07	4
1987	"2070(69)"	1	11	3	1987-12-07	9
1987	"1682c1"	1	12	4	1987-12-07	8
1987	"RUA"	1	13	4	1987-12-07	6
1987	"WHA"	1	14	4	1987-12-07	9
1987	"2182ef7"	1	15	5	1987-12-07	9
1987	"2424a5"	1	16	5	1987-12-07	9
1987	"1647b1"	1	17	5	1987-12-07	9
1987	"2070(54)"	1	18	5	1987-12-07	9
1987	"065.27"	2	1	1	1987-12-07	9
1987	"2424a5"	2	2	1	1987-12-07	9
1987	"IWA"	2	3	1	1987-12-07	4
1987	"1488b1"	2	4	1	1987-12-07	8
1987	"TEKAU"	2	5	2	1987-12-07	8
1987	"PACIFIC"	2	6	2	1987-12-07	6
1987	"993.60"	2	7	2	1987-12-07	6
1987	"1647b1"	2	8	3	1987-12-07	9
1987	"KAITUNA"	2	9	3	1987-12-07	7
1987	"I.HARDY"	2	10	3	1987-12-07	3
1987	"222.18"	2	11	3	1987-12-07	6
1987	"2182ef7"	2	12	4	1987-12-07	9
1987	"1463.1"	2	13	4	1987-12-07	9
1987	"1512c16"	2	14	4	1987-12-07	7
1987	"1563c14"	2	15	5	1987-12-07	5
1987	"2070(32)"	2	16	5	1987-12-07	8
1987	"KAIMAI"	2	17	5	1987-12-07	6
1987	"2070(50)"	2	18	5	1987-12-07	9
1987	"2070(32)"	3	1	1	1987-12-07	9
1987	"GLADIATOR"	3	2	1	1987-12-07	6
1987	"1682c1"	3	3	1	1987-12-07	9
1987	"2070(54)"	3	4	1	1987-12-07	9
1987	"2070(59)"	3	5	2	1987-12-07	9
1987	"3008ab6"	3	6	2	1987-12-07	4
1987	"P.ACE"	3	7	2	1987-12-07	8
1987	"1512c16"	3	8	3	1987-12-07	6
1987	"1594(12)"	3	9	3	1987-12-07	7
1987	"1488b1"	3	10	3	1987-12-07	7
1987	"KAIMAI"	3	11	3	1987-12-07	7
1987	"065.27"	3	12	4	1987-12-07	9
1987	"1563c14"	3	13	4	1987-12-07	4
1987	"2070(69)"	3	14	4	1987-12-07	6
1987	"P.DELL"	3	15	5	1987-12-07	9
1987	"178.1"	3	16	5	1987-12-07	5
1987	"C.ROYAL"	3	17	5	1987-12-07	7
1987	"993.60"	3	18	5	1987-12-07	3
1987	"3008ab6"	4	1	1	1987-12-07	3
1987	"TEKAU"	4	2	1	1987-12-07	8
1987	"2070(59)"	4	3	1	1987-12-07	9
1987	"2070(4)"	4	4	1	1987-12-07	9
1987	"1647b1"	4	5	2	1987-12-07	9
1987	"2182ef7"	4	6	2	1987-12-07	9
1987	"KAITUNA"	4	7	2	1987-12-07	7
1987	"2070(54)"	4	8	3	1987-12-07	9
1987	"PACIFIC"	4	9	3	1987-12-07	6
1987	"1463.1"	4	10	3	1987-12-07	9
1987	"2070(32)"	4	11	3	1987-12-07	7
1987	"KAIMAI"	4	12	4	1987-12-07	6
1987	"222.18"	4	13	4	1987-12-07	6
1987	"P.DELL"	4	14	4	1987-12-07	9
1987	"1488b1"	4	15	5	1987-12-07	7
1987	"IWA"	4	16	5	1987-12-07	4
1987	"2070(31)"	4	17	5	1987-12-07	9
1987	"1512c16"	4	18	5	1987-12-07	3
1987	"222.18"	5	1	1	1987-12-07	6
1987	"3681ad1"	5	2	1	1987-12-07	7
1987	"I.HARDY"	5	3	1	1987-12-07	3
1987	"2070(50)"	5	4	1	1987-12-07	9
1987	"C.ROYAL"	5	5	2	1987-12-07	7
1987	"065.27"	5	6	2	1987-12-07	9
1987	"KAIMAI"	5	7	2	1987-12-07	6
1987	"993.60"	5	8	3	1987-12-07	5
1987	"2182ef7"	5	9	3	1987-12-07	9
1987	"2070(59)"	5	10	3	1987-12-07	9
1987	"RUA"	5	11	3	1987-12-07	7
1987	"2070(54)"	5	12	4	1987-12-07	9
1987	"1488b1"	5	13	4	1987-12-07	7
1987	"P.ACE"	5	14	4	1987-12-07	5
1987	"2070(69)"	5	15	5	1987-12-07	6
1987	"1682c1"	5	16	5	1987-12-07	6
1987	"3008ab6"	5	17	5	1987-12-07	2
1987	"2070(4)"	5	18	5	1987-12-07	6
1987	"P.ACE"	6	1	1	1987-12-07	9
1987	"WHA"	6	2	1	1987-12-07	9
1987	"P.DELL"	6	3	1	1987-12-07	9
1987	"178.1"	6	4	2	1987-12-07	5
1987	"RUA"	6	5	2	1987-12-07	7
1987	"2070(31)"	6	6	2	1987-12-07	9
1987	"IWA"	6	7	2	1987-12-07	5
1987	"3008ab6"	6	8	3	1987-12-07	2
1987	"TEKAU"	6	9	3	1987-12-07	8
1987	"GLADIATOR"	6	10	3	1987-12-07	4
1987	"I.HARDY"	6	11	4	1987-12-07	2
1987	"1603.21"	6	12	4	1987-12-07	6
1987	"1647b1"	6	13	4	1987-12-07	9
1987	"C.ROYAL"	6	14	4	1987-12-07	7
1987	"PACIFIC"	6	15	5	1987-12-07	5
1987	"065.27"	6	16	5	1987-12-07	9
1987	"KAITUNA"	6	17	5	1987-12-07	6
1987	"C.ROYAL"	7	1	1	1987-12-07	7
1987	"1647b1"	7	2	1	1987-12-07	9
1987	"RUA"	7	3	1	1987-12-07	6
1987	"222.18"	7	4	2	1987-12-07	5
1987	"1594(12)"	7	5	2	1987-12-07	7
1987	"2070(54)"	7	6	2	1987-12-07	9
1987	"1563c14"	7	7	2	1987-12-07	3
1987	"2070(50)"	7	8	3	1987-12-07	9
1987	"178.1"	7	9	3	1987-12-07	5
1987	"2070(4)"	7	10	3	1987-12-07	7
1987	"2070(59)"	7	11	4	1987-12-07	9
1987	"3008ab6"	7	12	4	1987-12-07	4
1987	"3681ad1"	7	13	4	1987-12-07	7
1987	"2070(31)"	7	14	4	1987-12-07	9
1987	"P.ACE"	7	15	5	1987-12-07	5
1987	"GLADIATOR"	7	16	5	1987-12-07	6
1987	"WHA"	7	17	5	1987-12-07	9
1987	"1563c14"	8	1	1	1987-12-07	4
1987	"1512c16"	8	2	1	1987-12-07	7
1987	"1603.21"	8	3	1	1987-12-07	6
1987	"3681ad1"	8	4	2	1987-12-07	7
1987	"2070(69)"	8	5	2	1987-12-07	9
1987	"WHA"	8	6	2	1987-12-07	9
1987	"1488b1"	8	7	2	1987-12-07	7
1987	"C.ROYAL"	8	8	3	1987-12-07	7
1987	"065.27"	8	9	3	1987-12-07	9
1987	"2424a5"	8	10	3	1987-12-07	9
1987	"IWA"	8	11	4	1987-12-07	5
1987	"178.1"	8	12	4	1987-12-07	6
1987	"GLADIATOR"	8	13	4	1987-12-07	7
1987	"1594(12)"	8	14	4	1987-12-07	7
1987	"RUA"	8	15	5	1987-12-07	6
1987	"222.18"	8	16	5	1987-12-07	5
1987	"2070(59)"	8	17	5	1987-12-07	9
1987	"2070(31)"	9	1	1	1987-12-07	9
1987	"1594(12)"	9	2	1	1987-12-07	7
1987	"2070(69)"	9	3	1	1987-12-07	6
1987	"P.DELL"	9	4	2	1987-12-07	9
1987	"GLADIATOR"	9	5	2	1987-12-07	7
1987	"2070(50)"	9	6	2	1987-12-07	9
1987	"2424a5"	9	7	2	1987-12-07	7
1987	"WHA"	9	8	3	1987-12-07	9
1987	"1682c1"	9	9	3	1987-12-07	8
1987	"3681ad1"	9	10	3	1987-12-07	7
1987	"2070(4)"	9	11	4	1987-12-07	8
1987	"KAITUNA"	9	12	4	1987-12-07	7
1987	"993.60"	9	13	4	1987-12-07	5
1987	"PACIFIC"	9	14	4	1987-12-07	6
1987	"TEKAU"	9	15	5	1987-12-07	8
1987	"1463.1"	9	16	5	1987-12-07	9
1987	"1603.21"	9	17	5	1987-12-07	5
1987	"KAITUNA"	10	1	1	1987-12-07	7
1987	"178.1"	10	2	1	1987-12-07	6
1987	"2182ef7"	10	3	1	1987-12-07	9
1987	"1463.1"	10	4	2	1987-12-07	9
1987	"1603.21"	10	5	2	1987-12-07	7
1987	"1682c1"	10	6	2	1987-12-07	8
1987	"1512c16"	10	7	2	1987-12-07	5
1987	"IWA"	10	8	3	1987-12-07	6
1987	"2070(31)"	10	9	3	1987-12-07	9
1987	"P.DELL"	10	10	3	1987-12-07	9
1987	"2424a5"	10	11	4	1987-12-07	9
1987	"TEKAU"	10	12	4	1987-12-07	8
1987	"2070(32)"	10	13	4	1987-12-07	8
1987	"2070(50)"	10	14	4	1987-12-07	9
1987	"1594(12)"	10	15	5	1987-12-07	7
1987	"3681ad1"	10	16	5	1987-12-07	7
1987	"I.HARDY"	10	17	5	1987-12-07	4
1987	"993.60"	1	1	1	1987-12-14	6
1987	"PACIFIC"	1	2	1	1987-12-14	5
1987	"1463.1"	1	3	1	1987-12-14	9
1987	"KAIMAI"	1	4	1	1987-12-14	7
1987	"2070(4)"	1	5	2	1987-12-14	9
1987	"2070(32)"	1	6	2	1987-12-14	9
1987	"I.HARDY"	1	7	2	1987-12-14	3
1987	"1603.21"	1	8	3	1987-12-14	3
1987	"P.ACE"	1	9	3	1987-12-14	6
1987	"1563c14"	1	10	3	1987-12-14	2
1987	"2070(69)"	1	11	3	1987-12-14	9
1987	"1682c1"	1	12	4	1987-12-14	6
1987	"RUA"	1	13	4	1987-12-14	6
1987	"WHA"	1	14	4	1987-12-14	9
1987	"2182ef7"	1	15	5	1987-12-14	8
1987	"2424a5"	1	16	5	1987-12-14	9
1987	"1647b1"	1	17	5	1987-12-14	8
1987	"2070(54)"	1	18	5	1987-12-14	9
1987	"065.27"	2	1	1	1987-12-14	9
1987	"2424a5"	2	2	1	1987-12-14	9
1987	"IWA"	2	3	1	1987-12-14	3
1987	"1488b1"	2	4	1	1987-12-14	7
1987	"TEKAU"	2	5	2	1987-12-14	8
1987	"PACIFIC"	2	6	2	1987-12-14	5
1987	"993.60"	2	7	2	1987-12-14	3
1987	"1647b1"	2	8	3	1987-12-14	8
1987	"KAITUNA"	2	9	3	1987-12-14	7
1987	"I.HARDY"	2	10	3	1987-12-14	1
1987	"222.18"	2	11	3	1987-12-14	6
1987	"2182ef7"	2	12	4	1987-12-14	7
1987	"1463.1"	2	13	4	1987-12-14	9
1987	"1512c16"	2	14	4	1987-12-14	7
1987	"1563c14"	2	15	5	1987-12-14	2
1987	"2070(32)"	2	16	5	1987-12-14	7
1987	"KAIMAI"	2	17	5	1987-12-14	6
1987	"2070(50)"	2	18	5	1987-12-14	9
1987	"2070(32)"	3	1	1	1987-12-14	9
1987	"GLADIATOR"	3	2	1	1987-12-14	5
1987	"1682c1"	3	3	1	1987-12-14	9
1987	"2070(54)"	3	4	1	1987-12-14	9
1987	"2070(59)"	3	5	2	1987-12-14	9
1987	"3008ab6"	3	6	2	1987-12-14	1
1987	"P.ACE"	3	7	2	1987-12-14	6
1987	"1512c16"	3	8	3	1987-12-14	6
1987	"1594(12)"	3	9	3	1987-12-14	6
1987	"1488b1"	3	10	3	1987-12-14	6
1987	"KAIMAI"	3	11	3	1987-12-14	6
1987	"065.27"	3	12	4	1987-12-14	9
1987	"1563c14"	3	13	4	1987-12-14	2
1987	"2070(69)"	3	14	4	1987-12-14	6
1987	"P.DELL"	3	15	5	1987-12-14	8
1987	"178.1"	3	16	5	1987-12-14	5
1987	"C.ROYAL"	3	17	5	1987-12-14	6
1987	"993.60"	3	18	5	1987-12-14	2
1987	"3008ab6"	4	1	1	1987-12-14	2
1987	"TEKAU"	4	2	1	1987-12-14	7
1987	"2070(59)"	4	3	1	1987-12-14	9
1987	"2070(4)"	4	4	1	1987-12-14	8
1987	"1647b1"	4	5	2	1987-12-14	9
1987	"2182ef7"	4	6	2	1987-12-14	9
1987	"KAITUNA"	4	7	2	1987-12-14	7
1987	"2070(54)"	4	8	3	1987-12-14	9
1987	"PACIFIC"	4	9	3	1987-12-14	6
1987	"1463.1"	4	10	3	1987-12-14	8
1987	"2070(32)"	4	11	3	1987-12-14	7
1987	"KAIMAI"	4	12	4	1987-12-14	6
1987	"222.18"	4	13	4	1987-12-14	5
1987	"P.DELL"	4	14	4	1987-12-14	9
1987	"1488b1"	4	15	5	1987-12-14	6
1987	"IWA"	4	16	5	1987-12-14	3
1987	"2070(31)"	4	17	5	1987-12-14	9
1987	"1512c16"	4	18	5	1987-12-14	3
1987	"222.18"	5	1	1	1987-12-14	4
1987	"3681ad1"	5	2	1	1987-12-14	6
1987	"I.HARDY"	5	3	1	1987-12-14	3
1987	"2070(50)"	5	4	1	1987-12-14	9
1987	"C.ROYAL"	5	5	2	1987-12-14	6
1987	"065.27"	5	6	2	1987-12-14	9
1987	"KAIMAI"	5	7	2	1987-12-14	3
1987	"993.60"	5	8	3	1987-12-14	3
1987	"2182ef7"	5	9	3	1987-12-14	8
1987	"2070(59)"	5	10	3	1987-12-14	9
1987	"RUA"	5	11	3	1987-12-14	7
1987	"2070(54)"	5	12	4	1987-12-14	9
1987	"1488b1"	5	13	4	1987-12-14	7
1987	"P.ACE"	5	14	4	1987-12-14	2
1987	"2070(69)"	5	15	5	1987-12-14	6
1987	"1682c1"	5	16	5	1987-12-14	5
1987	"3008ab6"	5	17	5	1987-12-14	1
1987	"2070(4)"	5	18	5	1987-12-14	3
1987	"P.ACE"	6	1	1	1987-12-14	9
1987	"WHA"	6	2	1	1987-12-14	8
1987	"P.DELL"	6	3	1	1987-12-14	9
1987	"178.1"	6	4	2	1987-12-14	4
1987	"RUA"	6	5	2	1987-12-14	7
1987	"2070(31)"	6	6	2	1987-12-14	9
1987	"IWA"	6	7	2	1987-12-14	3
1987	"3008ab6"	6	8	3	1987-12-14	2
1987	"TEKAU"	6	9	3	1987-12-14	7
1987	"GLADIATOR"	6	10	3	1987-12-14	2
1987	"I.HARDY"	6	11	4	1987-12-14	2
1987	"1603.21"	6	12	4	1987-12-14	4
1987	"1647b1"	6	13	4	1987-12-14	9
1987	"C.ROYAL"	6	14	4	1987-12-14	6
1987	"PACIFIC"	6	15	5	1987-12-14	4
1987	"065.27"	6	16	5	1987-12-14	9
1987	"KAITUNA"	6	17	5	1987-12-14	4
1987	"C.ROYAL"	7	1	1	1987-12-14	7
1987	"1647b1"	7	2	1	1987-12-14	8
1987	"RUA"	7	3	1	1987-12-14	6
1987	"222.18"	7	4	2	1987-12-14	2
1987	"1594(12)"	7	5	2	1987-12-14	6
1987	"2070(54)"	7	6	2	1987-12-14	9
1987	"1563c14"	7	7	2	1987-12-14	2
1987	"2070(50)"	7	8	3	1987-12-14	9
1987	"178.1"	7	9	3	1987-12-14	3
1987	"2070(4)"	7	10	3	1987-12-14	6
1987	"2070(59)"	7	11	4	1987-12-14	9
1987	"3008ab6"	7	12	4	1987-12-14	4
1987	"3681ad1"	7	13	4	1987-12-14	7
1987	"2070(31)"	7	14	4	1987-12-14	9
1987	"P.ACE"	7	15	5	1987-12-14	2
1987	"GLADIATOR"	7	16	5	1987-12-14	4
1987	"WHA"	7	17	5	1987-12-14	9
1987	"1563c14"	8	1	1	1987-12-14	2
1987	"1512c16"	8	2	1	1987-12-14	7
1987	"1603.21"	8	3	1	1987-12-14	4
1987	"3681ad1"	8	4	2	1987-12-14	7
1987	"2070(69)"	8	5	2	1987-12-14	9
1987	"WHA"	8	6	2	1987-12-14	9
1987	"1488b1"	8	7	2	1987-12-14	5
1987	"C.ROYAL"	8	8	3	1987-12-14	6
1987	"065.27"	8	9	3	1987-12-14	8
1987	"2424a5"	8	10	3	1987-12-14	8
1987	"IWA"	8	11	4	1987-12-14	3
1987	"178.1"	8	12	4	1987-12-14	4
1987	"GLADIATOR"	8	13	4	1987-12-14	5
1987	"1594(12)"	8	14	4	1987-12-14	6
1987	"RUA"	8	15	5	1987-12-14	5
1987	"222.18"	8	16	5	1987-12-14	2
1987	"2070(59)"	8	17	5	1987-12-14	9
1987	"2070(31)"	9	1	1	1987-12-14	9
1987	"1594(12)"	9	2	1	1987-12-14	6
1987	"2070(69)"	9	3	1	1987-12-14	6
1987	"P.DELL"	9	4	2	1987-12-14	9
1987	"GLADIATOR"	9	5	2	1987-12-14	5
1987	"2070(50)"	9	6	2	1987-12-14	9
1987	"2424a5"	9	7	2	1987-12-14	8
1987	"WHA"	9	8	3	1987-12-14	9
1987	"1682c1"	9	9	3	1987-12-14	7
1987	"3681ad1"	9	10	3	1987-12-14	6
