"row"	"col"	"yield"	"year"	"loc"
15	2	14.87	"1923"	"Giza"
16	2	9.68	"1923"	"Giza"
17	2	13.75	"1923"	"Giza"
18	2	10.25	"1923"	"Giza"
19	2	12.44	"1923"	"Giza"
20	2	6.25	"1923"	"Giza"
1	3	16.62	"1923"	"Giza"
2	3	18.06	"1923"	"Giza"
3	3	15.68	"1923"	"Giza"
4	3	16.75	"1923"	"Giza"
5	3	15.69	"1923"	"Giza"
6	3	15.5	"1923"	"Giza"
7	3	14.87	"1923"	"Giza"
8	3	13.81	"1923"	"Giza"
9	3	13.37	"1923"	"Giza"
10	3	17.12	"1923"	"Giza"
11	3	13.25	"1923"	"Giza"
12	3	15.62	"1923"	"Giza"
13	3	15.56	"1923"	"Giza"
14	3	12.87	"1923"	"Giza"
15	3	14.13	"1923"	"Giza"
16	3	9.12	"1923"	"Giza"
17	3	12.93	"1923"	"Giza"
18	3	7.06	"1923"	"Giza"
19	3	9.18	"1923"	"Giza"
20	3	8	"1923"	"Giza"
1	4	18.31	"1923"	"Giza"
2	4	15.87	"1923"	"Giza"
3	4	16.06	"1923"	"Giza"
4	4	15.06	"1923"	"Giza"
5	4	14.74	"1923"	"Giza"
6	4	16.43	"1923"	"Giza"
7	4	13.31	"1923"	"Giza"
8	4	12.68	"1923"	"Giza"
9	4	13.94	"1923"	"Giza"
10	4	17.62	"1923"	"Giza"
11	4	14.06	"1923"	"Giza"
12	4	15.87	"1923"	"Giza"
13	4	13.56	"1923"	"Giza"
14	4	13.56	"1923"	"Giza"
15	4	13.69	"1923"	"Giza"
16	4	11.5	"1923"	"Giza"
17	4	12.87	"1923"	"Giza"
18	4	6.06	"1923"	"Giza"
19	4	11.99	"1923"	"Giza"
20	4	8.19	"1923"	"Giza"
1	5	16.75	"1923"	"Giza"
2	5	12.12	"1923"	"Giza"
3	5	14.81	"1923"	"Giza"
4	5	13.62	"1923"	"Giza"
5	5	12.69	"1923"	"Giza"
6	5	12.49	"1923"	"Giza"
7	5	11.81	"1923"	"Giza"
8	5	12.24	"1923"	"Giza"
9	5	13.99	"1923"	"Giza"
10	5	14.75	"1923"	"Giza"
11	5	12.81	"1923"	"Giza"
12	5	15.25	"1923"	"Giza"
13	5	13.43	"1923"	"Giza"
14	5	15.19	"1923"	"Giza"
15	5	12.62	"1923"	"Giza"
16	5	12.06	"1923"	"Giza"
17	5	16.37	"1923"	"Giza"
18	5	9.81	"1923"	"Giza"
19	5	13.43	"1923"	"Giza"
20	5	8.31	"1923"	"Giza"
1	6	16.25	"1923"	"Giza"
2	6	12.25	"1923"	"Giza"
3	6	15	"1923"	"Giza"
4	6	13.69	"1923"	"Giza"
5	6	13.81	"1923"	"Giza"
6	6	14.12	"1923"	"Giza"
7	6	11.62	"1923"	"Giza"
8	6	12.93	"1923"	"Giza"
9	6	11.37	"1923"	"Giza"
10	6	13.75	"1923"	"Giza"
11	6	11.87	"1923"	"Giza"
12	6	13.81	"1923"	"Giza"
13	6	15.49	"1923"	"Giza"
14	6	16.31	"1923"	"Giza"
15	6	15.75	"1923"	"Giza"
16	6	12.31	"1923"	"Giza"
17	6	14.68	"1923"	"Giza"
18	6	10.93	"1923"	"Giza"
19	6	14.69	"1923"	"Giza"
20	6	12.81	"1923"	"Giza"
1	7	16.94	"1923"	"Giza"
2	7	11	"1923"	"Giza"
3	7	17	"1923"	"Giza"
4	7	11.87	"1923"	"Giza"
5	7	15.81	"1923"	"Giza"
6	7	11.5	"1923"	"Giza"
7	7	15.31	"1923"	"Giza"
8	7	9.94	"1923"	"Giza"
9	7	13.24	"1923"	"Giza"
10	7	10.81	"1923"	"Giza"
11	7	13.56	"1923"	"Giza"
12	7	12.37	"1923"	"Giza"
13	7	13.93	"1923"	"Giza"
14	7	13.62	"1923"	"Giza"
15	7	17.74	"1923"	"Giza"
16	7	12.81	"1923"	"Giza"
17	7	15.37	"1923"	"Giza"
18	7	12.94	"1923"	"Giza"
19	7	12.93	"1923"	"Giza"
20	7	11.81	"1923"	"Giza"
1	8	18.93	"1923"	"Giza"
2	8	9.68	"1923"	"Giza"
3	8	18.24	"1923"	"Giza"
4	8	13.31	"1923"	"Giza"
5	8	16.68	"1923"	"Giza"
6	8	10.74	"1923"	"Giza"
7	8	14.18	"1923"	"Giza"
8	8	8.75	"1923"	"Giza"
9	8	13.56	"1923"	"Giza"
10	8	12.43	"1923"	"Giza"
11	8	9.5	"1923"	"Giza"
12	8	10.37	"1923"	"Giza"
13	8	9.87	"1923"	"Giza"
14	8	13.31	"1923"	"Giza"
15	8	13.99	"1923"	"Giza"
16	8	11.62	"1923"	"Giza"
17	8	14.5	"1923"	"Giza"
18	8	10.81	"1923"	"Giza"
19	8	10	"1923"	"Giza"
20	8	10.81	"1923"	"Giza"
