"year"	"row"	"col"	"yield"	"sugar"	"purity"
1931	47	3	59.8	NA	NA
1931	48	3	58.1	NA	NA
1931	49	3	64.8	NA	NA
1931	50	3	56.4	NA	NA
1931	51	3	57	NA	NA
1931	52	3	57.1	NA	NA
1931	53	3	57.2	NA	NA
1931	54	3	53	NA	NA
1931	55	3	54.6	NA	NA
1931	56	3	54.4	NA	NA
1931	57	3	50.6	NA	NA
1931	58	3	50.3	NA	NA
1931	59	3	47.3	NA	NA
1931	60	3	50.5	NA	NA
1931	1	4	63.2	NA	NA
1931	2	4	70.1	NA	NA
1931	3	4	64.7	NA	NA
1931	4	4	69.4	NA	NA
1931	5	4	68	NA	NA
1931	6	4	59	NA	NA
1931	7	4	65.6	NA	NA
1931	8	4	61	NA	NA
1931	9	4	56.6	NA	NA
1931	10	4	62.6	NA	NA
1931	11	4	62.3	NA	NA
1931	12	4	53.7	NA	NA
1931	13	4	49.8	NA	NA
1931	14	4	54.7	NA	NA
1931	15	4	58.3	NA	NA
1931	16	4	56	NA	NA
1931	17	4	50.9	NA	NA
1931	18	4	59.3	NA	NA
1931	19	4	49.9	NA	NA
1931	20	4	53.1	NA	NA
1931	21	4	61.2	NA	NA
1931	22	4	58.3	NA	NA
1931	23	4	67.6	NA	NA
1931	24	4	56.3	NA	NA
1931	25	4	61.2	NA	NA
1931	26	4	53.7	NA	NA
1931	27	4	70	NA	NA
1931	28	4	53.7	NA	NA
1931	29	4	55.5	NA	NA
1931	30	4	57.6	NA	NA
1931	31	4	55.8	NA	NA
1931	32	4	62.4	NA	NA
1931	33	4	69.3	NA	NA
1931	34	4	67.8	NA	NA
1931	35	4	56.7	NA	NA
1931	36	4	57.8	NA	NA
1931	37	4	58.6	NA	NA
1931	38	4	57.3	NA	NA
1931	39	4	58.2	NA	NA
1931	40	4	66.7	NA	NA
1931	41	4	62.9	NA	NA
1931	42	4	59.8	NA	NA
1931	43	4	67.6	NA	NA
1931	44	4	57.3	NA	NA
1931	45	4	71.9	NA	NA
1931	46	4	64.1	NA	NA
1931	47	4	52.4	NA	NA
1931	48	4	52.4	NA	NA
1931	49	4	57.6	NA	NA
1931	50	4	53.4	NA	NA
1931	51	4	61	NA	NA
1931	52	4	54.4	NA	NA
1931	53	4	62	NA	NA
1931	54	4	50.2	NA	NA
1931	55	4	60.8	NA	NA
1931	56	4	54.6	NA	NA
1931	57	4	53.7	NA	NA
1931	58	4	47.1	NA	NA
1931	59	4	62.3	NA	NA
1931	60	4	53.2	NA	NA
1931	1	5	50.5	NA	NA
1931	2	5	68	NA	NA
1931	3	5	62.7	NA	NA
1931	4	5	69.1	NA	NA
1931	5	5	59.1	NA	NA
1931	6	5	59	NA	NA
1931	7	5	61.5	NA	NA
1931	8	5	54.3	NA	NA
1931	9	5	61.8	NA	NA
1931	10	5	63	NA	NA
1931	11	5	67.3	NA	NA
1931	12	5	58.1	NA	NA
1931	13	5	66.3	NA	NA
1931	14	5	57	NA	NA
1931	15	5	67.9	NA	NA
1931	16	5	56.6	NA	NA
1931	17	5	48	NA	NA
1931	18	5	58.9	NA	NA
1931	19	5	62.5	NA	NA
1931	20	5	64.2	NA	NA
1931	21	5	66	NA	NA
1931	22	5	56.1	NA	NA
1931	23	5	57.8	NA	NA
1931	24	5	55	NA	NA
1931	25	5	58.9	NA	NA
1931	26	5	60.4	NA	NA
1931	27	5	57.4	NA	NA
1931	28	5	58.9	NA	NA
1931	29	5	55.3	NA	NA
1931	30	5	70.5	NA	NA
1931	31	5	50.7	NA	NA
1931	32	5	56.1	NA	NA
1931	33	5	62.4	NA	NA
1931	34	5	80.7	NA	NA
1931	35	5	65.7	NA	NA
1931	36	5	61.5	NA	NA
1931	37	5	65.3	NA	NA
1931	38	5	58.1	NA	NA
1931	39	5	60.2	NA	NA
1931	40	5	59.7	NA	NA
1931	41	5	60.5	NA	NA
1931	42	5	59.2	NA	NA
1931	43	5	70.9	NA	NA
1931	44	5	59.1	NA	NA
1931	45	5	52.1	NA	NA
1931	46	5	54.8	NA	NA
1931	47	5	61.8	NA	NA
1931	48	5	53.8	NA	NA
1931	49	5	58.7	NA	NA
1931	50	5	59.1	NA	NA
1931	51	5	59.1	NA	NA
1931	52	5	49.5	NA	NA
1931	53	5	53.1	NA	NA
1931	54	5	61	NA	NA
1931	55	5	54.4	NA	NA
1931	56	5	51.7	NA	NA
1931	57	5	70.8	NA	NA
1931	58	5	63.7	NA	NA
1931	59	5	51.9	NA	NA
1931	60	5	55	NA	NA
1931	1	6	58.9	NA	NA
1931	2	6	57.5	NA	NA
1931	3	6	62.5	NA	NA
1931	4	6	63.6	NA	NA
1931	5	6	70.8	NA	NA
1931	6	6	58	NA	NA
1931	7	6	59.4	NA	NA
1931	8	6	57.9	NA	NA
1931	9	6	67.4	NA	NA
1931	10	6	63.2	NA	NA
1931	11	6	56.8	NA	NA
1931	12	6	58.4	NA	NA
1931	13	6	62.6	NA	NA
1931	14	6	57.3	NA	NA
1931	15	6	52.7	NA	NA
1931	16	6	52.7	NA	NA
1931	17	6	65.3	NA	NA
1931	18	6	62.4	NA	NA
1931	19	6	63.4	NA	NA
1931	20	6	66.7	NA	NA
1931	21	6	58	NA	NA
1931	22	6	71	NA	NA
1931	23	6	62.4	NA	NA
1931	24	6	58.9	NA	NA
1931	25	6	59.4	NA	NA
1931	26	6	61.6	NA	NA
1931	27	6	72.3	NA	NA
1931	28	6	56.1	NA	NA
1931	29	6	66	NA	NA
1931	30	6	56.8	NA	NA
1931	31	6	66.2	NA	NA
1931	32	6	55.7	NA	NA
1931	33	6	67.1	NA	NA
1931	34	6	56.5	NA	NA
1931	35	6	56.5	NA	NA
1931	36	6	59.2	NA	NA
1931	37	6	75.7	NA	NA
1931	38	6	63.1	NA	NA
1931	39	6	58.1	NA	NA
1931	40	6	65.4	NA	NA
1931	41	6	57.8	NA	NA
1931	42	6	61.1	NA	NA
1931	43	6	62.7	NA	NA
1931	44	6	55.4	NA	NA
1931	45	6	55.4	NA	NA
1931	46	6	65.6	NA	NA
1931	47	6	53.4	NA	NA
1931	48	6	57	NA	NA
1931	49	6	55.4	NA	NA
1931	50	6	49.5	NA	NA
1931	51	6	61.3	NA	NA
1931	52	6	48.3	NA	NA
1931	53	6	62.7	NA	NA
1931	54	6	55.8	NA	NA
1931	55	6	54.8	NA	NA
1931	56	6	48	NA	NA
1931	57	6	49.1	NA	NA
1931	58	6	69.3	NA	NA
1931	59	6	55	NA	NA
1931	60	6	56.6	NA	NA
1931	1	7	56.9	NA	NA
1931	2	7	51	NA	NA
1931	3	7	56.2	NA	NA
1931	4	7	67	NA	NA
1931	5	7	53.8	NA	NA
1931	6	7	59.4	NA	NA
1931	7	7	62.3	NA	NA
1931	8	7	56.6	NA	NA
1931	9	7	65	NA	NA
1931	10	7	62.3	NA	NA
1931	11	7	62.5	NA	NA
1931	12	7	54.8	NA	NA
1931	13	7	61.6	NA	NA
1931	14	7	55.5	NA	NA
1931	15	7	60.6	NA	NA
1931	16	7	62	NA	NA
1931	17	7	68.4	NA	NA
1931	18	7	62.9	NA	NA
1931	19	7	68.9	NA	NA
1931	20	7	72.2	NA	NA
1931	21	7	60.3	NA	NA
1931	22	7	74.5	NA	NA
1931	23	7	67.1	NA	NA
1931	24	7	60	NA	NA
1931	25	7	64.7	NA	NA
1931	26	7	50.1	NA	NA
1931	27	7	54.7	NA	NA
1931	28	7	58	NA	NA
1931	29	7	54.5	NA	NA
1931	30	7	61.2	NA	NA
1931	31	7	42.9	NA	NA
1931	32	7	52.3	NA	NA
1931	33	7	61.5	NA	NA
1931	34	7	55.8	NA	NA
1931	35	7	55.5	NA	NA
1931	36	7	54.8	NA	NA
1931	37	7	56.5	NA	NA
1931	38	7	60.3	NA	NA
1931	39	7	52.7	NA	NA
1931	40	7	52.7	NA	NA
1931	41	7	52.1	NA	NA
1931	42	7	60.9	NA	NA
1931	43	7	53.3	NA	NA
1931	44	7	58.3	NA	NA
1931	45	7	58	NA	NA
1931	46	7	53.2	NA	NA
1931	47	7	60.8	NA	NA
1931	48	7	58.6	NA	NA
1931	49	7	61.7	NA	NA
1931	50	7	49.8	NA	NA
1931	51	7	63.2	NA	NA
1931	52	7	47.2	NA	NA
1931	53	7	62.9	NA	NA
1931	54	7	60.9	NA	NA
1931	55	7	56.1	NA	NA
1931	56	7	42.9	NA	NA
1931	57	7	47.2	NA	NA
1931	58	7	41.2	NA	NA
1931	59	7	51.3	NA	NA
1931	60	7	40.9	NA	NA
1931	1	8	49.5	NA	NA
1931	2	8	59	NA	NA
1931	3	8	54.8	NA	NA
1931	4	8	55.9	NA	NA
1931	5	8	63.3	NA	NA
1931	6	8	62.1	NA	NA
1931	7	8	72	NA	NA
1931	8	8	51.9	NA	NA
1931	9	8	56.2	NA	NA
1931	10	8	59.5	NA	NA
1931	11	8	65.1	NA	NA
1931	12	8	60.8	NA	NA
1931	13	8	56.6	NA	NA
1931	14	8	52.7	NA	NA
1931	15	8	53.4	NA	NA
1931	16	8	66.5	NA	NA
1931	17	8	58.8	NA	NA
1931	18	8	46.8	NA	NA
1931	19	8	60.7	NA	NA
1931	20	8	63.7	NA	NA
1931	21	8	64.4	NA	NA
1931	22	8	65.9	NA	NA
1931	23	8	63.3	NA	NA
1931	24	8	54.6	NA	NA
1931	25	8	65.2	NA	NA
1931	26	8	66.9	NA	NA
1931	27	8	65.8	NA	NA
1931	28	8	60.5	NA	NA
1931	29	8	72.6	NA	NA
1931	30	8	69.7	NA	NA
1931	31	8	68.6	NA	NA
1931	32	8	56.1	NA	NA
1931	33	8	66	NA	NA
1931	34	8	61.9	NA	NA
1931	35	8	58.8	NA	NA
1931	36	8	61	NA	NA
1931	37	8	63.9	NA	NA
1931	38	8	67.2	NA	NA
1931	39	8	57.9	NA	NA
1931	40	8	69.1	NA	NA
1931	41	8	70.1	NA	NA
1931	42	8	57	NA	NA
1931	43	8	57.7	NA	NA
1931	44	8	58.8	NA	NA
1931	45	8	63.7	NA	NA
1931	46	8	64.2	NA	NA
1931	47	8	55.2	NA	NA
1931	48	8	53.3	NA	NA
1931	49	8	57.3	NA	NA
1931	50	8	57.3	NA	NA
1931	51	8	66	NA	NA
1931	52	8	66.7	NA	NA
1931	53	8	61	NA	NA
1931	54	8	68.5	NA	NA
1931	55	8	60.6	NA	NA
1931	56	8	52.3	NA	NA
1931	57	8	58.8	NA	NA
1931	58	8	55.6	NA	NA
1931	59	8	57.1	NA	NA
1931	60	8	54.5	NA	NA
1931	1	9	51.2	NA	NA
1931	2	9	53.4	NA	NA
1931	3	9	54.1	NA	NA
1931	4	9	55.9	NA	NA
1931	5	9	59	NA	NA
1931	6	9	52.3	NA	NA
1931	7	9	56.7	NA	NA
1931	8	9	63.3	NA	NA
1931	9	9	65	NA	NA
1931	10	9	58.1	NA	NA
1931	11	9	61.8	NA	NA
1931	12	9	59.6	NA	NA
1931	13	9	58	NA	NA
1931	14	9	62.6	NA	NA
1931	15	9	59.8	NA	NA
1931	16	9	60.7	NA	NA
1931	17	9	58.6	NA	NA
1931	18	9	62.4	NA	NA
1931	19	9	68.2	NA	NA
1931	20	9	58.9	NA	NA
1931	21	9	61.9	NA	NA
1931	22	9	72.3	NA	NA
1931	23	9	67.6	NA	NA
1931	24	9	64.5	NA	NA
1931	25	9	53.3	NA	NA
1931	26	9	63.1	NA	NA
1931	27	9	61.2	NA	NA
1931	28	9	57.3	NA	NA
1931	29	9	65	NA	NA
1931	30	9	63.5	NA	NA
1931	31	9	74.1	NA	NA
1931	32	9	56.1	NA	NA
1931	33	9	69.5	NA	NA
1931	34	9	60.1	NA	NA
1931	35	9	63.5	NA	NA
1931	36	9	65.2	NA	NA
1931	37	9	57.5	NA	NA
1931	38	9	64	NA	NA
1931	39	9	56.3	NA	NA
1931	40	9	67.4	NA	NA
1931	41	9	57.4	NA	NA
1931	42	9	60	NA	NA
1931	43	9	61.9	NA	NA
1931	44	9	57.9	NA	NA
1931	45	9	65.3	NA	NA
1931	46	9	68.6	NA	NA
1931	47	9	65.6	NA	NA
1931	48	9	65.8	NA	NA
1931	49	9	60.7	NA	NA
1931	50	9	59	NA	NA
1931	51	9	65.1	NA	NA
1931	52	9	58.7	NA	NA
1931	53	9	63	NA	NA
1931	54	9	69.3	NA	NA
1931	55	9	65.3	NA	NA
1931	56	9	57.7	NA	NA
1931	57	9	64.2	NA	NA
1931	58	9	53.2	NA	NA
1931	59	9	64.3	NA	NA
1931	60	9	54.5	NA	NA
1931	1	10	53.5	NA	NA
1931	2	10	53.8	NA	NA
1931	3	10	59.5	NA	NA
1931	4	10	53.4	NA	NA
1931	5	10	62.9	NA	NA
1931	6	10	60.3	NA	NA
1931	7	10	54.4	NA	NA
1931	8	10	64.9	NA	NA
1931	9	10	56.1	NA	NA
1931	10	10	59	NA	NA
1931	11	10	60.5	NA	NA
1931	12	10	55.2	NA	NA
1931	13	10	50.4	NA	NA
1931	14	10	59.6	NA	NA
1931	15	10	47.4	NA	NA
1931	16	10	55.7	NA	NA
1931	17	10	50	NA	NA
1931	18	10	69.8	NA	NA
1931	19	10	53.3	NA	NA
1931	20	10	49.4	NA	NA
1931	21	10	65.1	NA	NA
1931	22	10	60	NA	NA
1931	23	10	54.5	NA	NA
1931	24	10	59.7	NA	NA
1931	25	10	60.2	NA	NA
1931	26	10	61.2	NA	NA
1931	27	10	52.8	NA	NA
1931	28	10	60.3	NA	NA
1931	29	10	59.2	NA	NA
1931	30	10	51.4	NA	NA
1931	31	10	52.5	NA	NA
1931	32	10	53.7	NA	NA
1931	33	10	61.8	NA	NA
1931	34	10	57	NA	NA
1931	35	10	53.9	NA	NA
1931	36	10	52.8	NA	NA
1931	37	10	59.2	NA	NA
1931	38	10	72.9	NA	NA
1931	39	10	56.5	NA	NA
1931	40	10	55.8	NA	NA
1931	41	10	51.4	NA	NA
1931	42	10	68.1	NA	NA
1931	43	10	61.3	NA	NA
1931	44	10	53.5	NA	NA
1931	45	10	60.6	NA	NA
1931	46	10	58.1	NA	NA
1931	47	10	70	NA	NA
1931	48	10	61.4	NA	NA
1931	49	10	62.5	NA	NA
1931	50	10	61.7	NA	NA
1931	51	10	61.3	NA	NA
1931	52	10	56.9	NA	NA
1931	53	10	60.2	NA	NA
1931	54	10	59.2	NA	NA
1931	55	10	69.3	NA	NA
1931	56	10	40.2	NA	NA
1931	57	10	67.7	NA	NA
1931	58	10	65.3	NA	NA
1931	59	10	60.5	NA	NA
1931	60	10	59.6	NA	NA
