"eid"	"year"	"loc"	"block"	"gen"	"yield"	"testwt"
"5"	1997	"Nas"	"B1"	"Burton"	141.010155	35.52525
"5"	1997	"Nas"	"B1"	"OH1087"	140.95686	28.5855
"5"	1997	"Nas"	"B1"	"Blaze"	167.49216	35.35425
"5"	1997	"Nas"	"B1"	"Riser"	141.991905	35.6535
"5"	1997	"Nas"	"B1"	"Premier"	139.996615	37.6485
"5"	1997	"Nas"	"B1"	"Brawn"	159.334285	31.90575
"5"	1997	"Nas"	"B1"	"Troy"	136.3604	33.95775
"5"	1997	"Nas"	"B1"	"Dane"	157.784055	31.10775
"5"	1997	"Nas"	"B1"	"Prairie"	171.369605	32.775
"5"	1997	"Nas"	"B1"	"IN09201"	153.39423	34.07175
"5"	1997	"Nas"	"B1"	"Starter"	139.514155	34.9125
"5"	1997	"Nas"	"B1"	"Chairman"	149.475645	32.262
"5"	1997	"Nas"	"B1"	"Jay"	158.29737	35.21175
"5"	1997	"Nas"	"B1"	"Valley"	185.61246	34.72725
"5"	1997	"Nas"	"B1"	"Jim"	175.115215	35.06925
"5"	1997	"Nas"	"B1"	"Hazel"	129.851865	35.568
"5"	1997	"Nas"	"B1"	"Jerry"	152.79209	35.9955
"5"	1997	"Nas"	"B1"	"Belle"	145.24477	33.4875
"5"	1997	"Nas"	"B1"	"Ogle"	147.90204	32.78925
"5"	1997	"Nas"	"B1"	"Chaps"	164.98262	33.87225
"5"	1997	"Nas"	"B1"	"WIX6356-1"	132.96635	34.2
"5"	1997	"Nas"	"B1"	"Jud"	155.633555	32.5755
"5"	1997	"Nas"	"B1"	"Vista"	176.91696	33.58725
"5"	1997	"Nas"	"B1"	"Don"	134.854115	33.64425
"5"	1997	"Nas"	"B1"	"Rodeo"	159.66247	33.288
"5"	1997	"Nas"	"B1"	"Sheldon"	150.20962	34.41375
"5"	1997	"Nas"	"B2"	"OH1087"	153.733635	29.11275
"5"	1997	"Nas"	"B2"	"Jerry"	147.196115	35.0835
"5"	1997	"Nas"	"B2"	"ACStewart"	150.23206	32.90325
"5"	1997	"Nas"	"B2"	"MN 93272"	165.176165	32.98875
"5"	1997	"Nas"	"B2"	"Chairman"	146.11058	32.16225
"5"	1997	"Nas"	"B2"	"Jay"	157.82426	35.9385
"5"	1997	"Nas"	"B2"	"Sheldon"	152.12263	35.9955
"5"	1997	"Nas"	"B2"	"IAN979-5-1-22"	145.17558	32.832
"5"	1997	"Nas"	"B2"	"Jim"	143.428065	35.397
"5"	1997	"Nas"	"B2"	"Burton"	130.943945	35.26875
"5"	1997	"Nas"	"B2"	"WIX6356-1"	149.075465	34.64175
"5"	1997	"Nas"	"B2"	"Premier"	127.61628	36.993
"5"	1997	"Nas"	"B2"	"Milton"	163.524955	35.86725
"5"	1997	"Nas"	"B2"	"Vista"	159.072485	34.12875
"5"	1997	"Nas"	"B2"	"Classic"	165.76241	35.32575
"5"	1997	"Nas"	"B2"	"Don"	140.63148	33.687
"5"	1997	"Nas"	"B2"	"Newdak"	154.81543	32.1765
"5"	1997	"Nas"	"B2"	"Dane"	135.222505	31.50675
"5"	1997	"Nas"	"B2"	"HyproBlend"	139.94893	34.1145
"5"	1997	"Nas"	"B2"	"Ogle"	160.559135	33.117
"5"	1997	"Nas"	"B2"	"Brawn"	153.35496	32.30475
"5"	1997	"Nas"	"B2"	"Chaps"	150.16474	32.41875
"5"	1997	"Nas"	"B2"	"Riser"	150.068435	35.682
"5"	1997	"Nas"	"B2"	"Prairie"	153.22967	33.2025
"5"	1997	"Nas"	"B2"	"Blaze"	173.96797	34.5705
"5"	1997	"Nas"	"B2"	"Starter"	140.20512	36.252
"5"	1997	"Nas"	"B2"	"Pal"	113.624005	30.87975
"5"	1997	"Nas"	"B2"	"Troy"	138.592245	34.38525
"5"	1997	"Nas"	"B2"	"Jud"	140.49684	34.07175
"5"	1997	"Nas"	"B2"	"Gem"	135.90786	32.04825
"5"	1997	"Nas"	"B2"	"Valley"	167.33134	35.21175
"5"	1997	"Nas"	"B2"	"IN09201"	159.551205	33.9435
"5"	1997	"Nas"	"B2"	"Rodeo"	171.038615	33.345
"5"	1997	"Nas"	"B2"	"OH1149"	122.684155	31.692
"5"	1997	"Nas"	"B2"	"Belle"	154.88275	34.38525
"5"	1997	"Nas"	"B3"	"Riser"	143.947925	35.29725
"5"	1997	"Nas"	"B3"	"Blaze"	158.825645	33.63
"5"	1997	"Nas"	"B3"	"Rodeo"	151.901035	32.44725
"5"	1997	"Nas"	"B3"	"Jerry"	175.30128	35.226
"5"	1997	"Nas"	"B3"	"Don"	145.243835	33.9435
"5"	1997	"Nas"	"B3"	"Chairman"	140.802585	33.5445
"5"	1997	"Nas"	"B3"	"Pal"	136.25194	30.05325
"5"	1997	"Nas"	"B3"	"Chaps"	170.212075	33.5445
"5"	1997	"Nas"	"B3"	"Troy"	135.42914	35.3115
"5"	1997	"Nas"	"B3"	"Milton"	156.723765	35.41125
"5"	1997	"Nas"	"B3"	"HyproBlend"	138.01161	34.3425
"5"	1997	"Nas"	"B3"	"Gem"	136.608175	33.4305
"5"	1997	"Nas"	"B3"	"OH1149"	122.43638	29.68275
"5"	1997	"Nas"	"B3"	"Belle"	141.79275	33.858
"5"	1997	"Nas"	"B3"	"Dane"	149.24096	31.62075
"5"	1997	"Nas"	"B3"	"MN 93272"	162.823705	34.07175
"5"	1997	"Nas"	"B3"	"IN09201"	132.36234	33.55875
"5"	1997	"Nas"	"B3"	"Ogle"	152.57704	32.433
"5"	1997	"Nas"	"B3"	"Premier"	100.664905	36.5085
"5"	1997	"Nas"	"B3"	"Prairie"	151.065145	31.59225
"5"	1997	"Nas"	"B3"	"Valley"	174.69166	35.04075
"5"	1997	"Nas"	"B3"	"Starter"	122.368125	36.12375
"5"	1997	"Nas"	"B3"	"OH1087"	132.365145	28.329
"5"	1997	"Nas"	"B3"	"Jud"	143.020405	35.29725
"5"	1997	"Nas"	"B3"	"Burton"	165.11726	33.801
"5"	1997	"Nas"	"B3"	"Jim"	148.400395	33.98625
"5"	1997	"Nas"	"B3"	"IAN979-5-1-22"	147.17835	34.78425
"5"	1997	"Nas"	"B3"	"Classic"	167.67168	36.5085
"5"	1997	"Nas"	"B3"	"Vista"	166.31406	33.573
"5"	1997	"Nas"	"B3"	"WIX6356-1"	142.12374	34.32825
"5"	1997	"Nas"	"B3"	"Newdak"	181.56765	33.231
"5"	1997	"Nas"	"B3"	"Brawn"	171.853935	31.806
"5"	1997	"Nas"	"B3"	"ACStewart"	178.83371	32.889
"5"	1997	"Nas"	"B3"	"Jay"	158.726535	35.24025
"5"	1997	"Nas"	"B3"	"Sheldon"	147.183025	34.49925
"6"	1998	"Ame"	"B1"	"Riser"	77.044	30.9225
"6"	1998	"Ame"	"B1"	"Milton"	121.8305	30.495
"6"	1998	"Ame"	"B1"	"IAR56-5"	122.672	31.065
"6"	1998	"Ame"	"B1"	"IAK993-7-5"	53.856	30.0675
"6"	1998	"Ame"	"B1"	"Ida"	87.329	27.7875
"6"	1998	"Ame"	"B1"	"Ogle"	112.013	28.0725
"6"	1998	"Ame"	"B1"	"Classic"	119.3995	31.065
"6"	1998	"Ame"	"B1"	"IAR66-6"	123.981	30.3525
"6"	1998	"Ame"	"B1"	"Gem"	106.403	30.0675
"6"	1998	"Ame"	"B1"	"Jim"	106.216	31.35
"6"	1998	"Ame"	"B1"	"Starter/Amag"	106.3095	30.9225
"6"	1998	"Ame"	"B1"	"OH1128"	104.72	29.355
"6"	1998	"Ame"	"B1"	"IN09201"	105.842	30.21
"6"	1998	"Ame"	"B1"	"IAR56-8"	109.582	31.92
"6"	1998	"Ame"	"B1"	"Burton"	88.451	29.2125
"6"	1998	"Ame"	"B1"	"WIX6356-1"	104.346	32.9175
"6"	1998	"Ame"	"B1"	"IAN979-5-1-22"	110.0495	30.0675
"6"	1998	"Ame"	"B1"	"Prairie"	99.7645	25.7925
"6"	1998	"Ame"	"B1"	"Rodeo"	120.7085	28.5
"6"	1998	"Ame"	"B1"	"Chaps"	119.306	28.9275
"6"	1998	"Ame"	"B1"	"Jud"	125.0095	33.345
"6"	1998	"Ame"	"B1"	"Vista"	106.59	29.925
"6"	1998	"Ame"	"B1"	"Don"	117.81	30.495
"6"	1998	"Ame"	"B1"	"Dane"	114.257	29.07
"6"	1998	"Ame"	"B1"	"Jerry"	108.46	33.7725
"6"	1998	"Ame"	"B1"	"OH1149"	71.3405	26.0775
"6"	1998	"Ame"	"B1"	"Brawn"	114.818	28.9275
"6"	1998	"Ame"	"B1"	"Starter"	56.3805	30.0675
"6"	1998	"Ame"	"B1"	"Sheldon"	95.4635	28.785
"6"	1998	"Ame"	"B1"	"Belle"	107.8055	30.6375
"6"	1998	"Ame"	"B1"	"Troy"	106.964	30.21
"6"	1998	"Ame"	"B1"	"Blaze"	125.5705	31.635
"6"	1998	"Ame"	"B1"	"Jay"	125.7575	31.635
"6"	1998	"Ame"	"B1"	"Richard"	109.021	31.635
"6"	1998	"Ame"	"B1"	"Valley"	99.3905	31.4925
"6"	1998	"Ame"	"B1"	"OH1086"	104.0655	27.645
"6"	1998	"Ame"	"B2"	"Ogle"	111.265	28.3575
"6"	1998	"Ame"	"B2"	"OH1086"	96.5855	28.785
"6"	1998	"Ame"	"B2"	"Jerry"	113.7895	33.7725
"6"	1998	"Ame"	"B2"	"Belle"	108.3665	32.3475
"6"	1998	"Ame"	"B2"	"Valley"	94.996	29.925
"6"	1998	"Ame"	"B2"	"Jay"	125.477	31.4925
"6"	1998	"Ame"	"B2"	"OH1128"	92.004	28.3575
"6"	1998	"Ame"	"B2"	"Burton"	78.54	26.22
"6"	1998	"Ame"	"B2"	"Starter"	71.5275	29.355
"6"	1998	"Ame"	"B2"	"Vista"	96.305	29.925
"6"	1998	"Ame"	"B2"	"Gem"	113.9765	30.9225
"6"	1998	"Ame"	"B2"	"Chaps"	119.493	29.925
"6"	1998	"Ame"	"B2"	"IAR56-8"	93.2195	31.065
"6"	1998	"Ame"	"B2"	"Brawn"	112.574	29.07
"6"	1998	"Ame"	"B2"	"OH1149"	63.767	27.645
"6"	1998	"Ame"	"B2"	"WIX6356-1"	94.435	32.775
"6"	1998	"Ame"	"B2"	"Richard"	113.0415	32.0625
"6"	1998	"Ame"	"B2"	"Classic"	117.7165	31.7775
"6"	1998	"Ame"	"B2"	"Blaze"	127.534	33.2025
"6"	1998	"Ame"	"B2"	"Milton"	114.07	30.6375
"6"	1998	"Ame"	"B2"	"Starter/Amag"	114.818	31.35
"6"	1998	"Ame"	"B2"	"IAR56-5"	113.135	32.3475
"6"	1998	"Ame"	"B2"	"Sheldon"	87.89	31.35
"6"	1998	"Ame"	"B2"	"Ida"	86.394	27.7875
"6"	1998	"Ame"	"B2"	"IAR66-6"	128.095	31.2075
"6"	1998	"Ame"	"B2"	"Prairie"	101.915	25.935
"6"	1998	"Ame"	"B2"	"IAL24-5-1"	74.3325	31.7775
"6"	1998	"Ame"	"B2"	"Riser"	84.337	32.205
"6"	1998	"Ame"	"B2"	"Don"	90.695	30.0675
"6"	1998	"Ame"	"B2"	"Jud"	112.948	34.0575
"6"	1998	"Ame"	"B2"	"IN09201"	109.769	31.065
"6"	1998	"Ame"	"B2"	"Rodeo"	96.7725	30.78
"6"	1998	"Ame"	"B2"	"Troy"	77.418	31.35
"6"	1998	"Ame"	"B2"	"Dane"	122.2045	29.355
"6"	1998	"Ame"	"B2"	"Jim"	119.9605	32.3475
"6"	1998	"Ame"	"B2"	"IAN979-5-1-22"	113.4155	30.6375
"6"	1998	"Ame"	"B3"	"IAR66-6"	120.1475	31.35
"6"	1998	"Ame"	"B3"	"Valley"	109.395	31.92
"6"	1998	"Ame"	"B3"	"Gem"	120.989	32.205
"6"	1998	"Ame"	"B3"	"Milton"	109.3015	30.21
"6"	1998	"Ame"	"B3"	"Riser"	91.7235	31.92
"6"	1998	"Ame"	"B3"	"OH1086"	97.24	27.645
"6"	1998	"Ame"	"B3"	"Troy"	87.7965	29.925
"6"	1998	"Ame"	"B3"	"OH1149"	63.2995	26.9325
"6"	1998	"Ame"	"B3"	"Jay"	126.599	30.495
"6"	1998	"Ame"	"B3"	"IN09201"	96.5855	29.4975
"6"	1998	"Ame"	"B3"	"Don"	100.6995	32.49
"6"	1998	"Ame"	"B3"	"Ogle"	91.7235	26.6475
"6"	1998	"Ame"	"B3"	"Prairie"	82.1865	23.655
"6"	1998	"Ame"	"B3"	"Richard"	114.07	32.205
"6"	1998	"Ame"	"B3"	"IAR56-8"	106.029	32.3475
"6"	1998	"Ame"	"B3"	"Blaze"	108.273	32.9175
"6"	1998	"Ame"	"B3"	"OH1128"	94.1545	29.2125
"6"	1998	"Ame"	"B3"	"Dane"	110.2365	29.4975
"6"	1998	"Ame"	"B3"	"Vista"	125.7575	31.92
"6"	1998	"Ame"	"B3"	"Ida"	92.4715	27.7875
"6"	1998	"Ame"	"B3"	"IAL24-5-1"	92.8455	32.9175
"6"	1998	"Ame"	"B3"	"IAN979-5-1-22"	104.8135	30.3525
"6"	1998	"Ame"	"B3"	"Classic"	124.0745	31.92
"6"	1998	"Ame"	"B3"	"Starter/Amag"	101.2605	30.78
"6"	1998	"Ame"	"B3"	"Belle"	109.021	32.0625
"6"	1998	"Ame"	"B3"	"Brawn"	99.858	27.645
"6"	1998	"Ame"	"B3"	"Jerry"	78.8205	28.785
"6"	1998	"Ame"	"B3"	"Burton"	85.3655	27.2175
"6"	1998	"Ame"	"B3"	"Sheldon"	80.8775	26.22
"6"	1998	"Ame"	"B3"	"IAR56-5"	127.0665	32.0625
"6"	1998	"Ame"	"B3"	"Rodeo"	113.4155	29.355
"6"	1998	"Ame"	"B3"	"Starter"	78.914	29.7825
"6"	1998	"Ame"	"B3"	"Chaps"	121.4565	29.355
"6"	1998	"Ame"	"B3"	"Jim"	114.3505	30.495
"6"	1998	"Ame"	"B3"	"Jud"	134.5465	33.06
"6"	1998	"Ame"	"B3"	"WIX6356-1"	111.826	33.2025
"7"	1998	"Cra"	"B1"	"Prairie"	67.881	29.07
"7"	1998	"Cra"	"B1"	"IAN979-5-1-22"	39.831	28.6425
"7"	1998	"Cra"	"B1"	"WIX6356-1"	67.694	33.63
"7"	1998	"Cra"	"B1"	"Milton"	39.644	32.205
"7"	1998	"Cra"	"B1"	"Vista"	45.254	30.21
"7"	1998	"Cra"	"B1"	"Classic"	53.669	31.92
"7"	1998	"Cra"	"B1"	"Chaps"	79.101	32.49
"7"	1998	"Cra"	"B1"	"IAR56-8"	47.7785	31.635
"7"	1998	"Cra"	"B1"	"Jerry"	40.6725	36.0525
"7"	1998	"Cra"	"B1"	"Dane"	71.995	29.4975
"7"	1998	"Cra"	"B1"	"Ida"	68.7225	28.0725
"7"	1998	"Cra"	"B1"	"IN09201"	71.434	30.78
"7"	1998	"Cra"	"B1"	"OH1149"	52.173	30.9225
"7"	1998	"Cra"	"B1"	"Belle"	41.14	32.3475
"7"	1998	"Cra"	"B1"	"Gem"	62.1775	32.9175
"7"	1998	"Cra"	"B1"	"Sheldon"	60.214	31.635
"7"	1998	"Cra"	"B1"	"Richard"	31.3225	31.4925
"7"	1998	"Cra"	"B1"	"Rodeo"	66.6655	31.065
"7"	1998	"Cra"	"B1"	"Ogle"	77.605	31.065
"7"	1998	"Cra"	"B1"	"Starter/Amag"	61.6165	32.0625
"7"	1998	"Cra"	"B1"	"Valley"	25.993	32.6325
"7"	1998	"Cra"	"B1"	"Troy"	48.7135	33.4875
"7"	1998	"Cra"	"B1"	"IAR66-6"	69.0965	31.635
"7"	1998	"Cra"	"B1"	"Brawn"	57.6895	29.4975
"7"	1998	"Cra"	"B1"	"OH1128"	62.3645	29.925
"7"	1998	"Cra"	"B1"	"OH1086"	57.5025	29.07
"7"	1998	"Cra"	"B1"	"Don"	52.36	30.495
"7"	1998	"Cra"	"B1"	"Starter"	56.0065	33.2025
"7"	1998	"Cra"	"B1"	"IAR56-5"	63.8605	34.9125
"7"	1998	"Cra"	"B1"	"IAK993-7-5"	59.5595	32.6325
"7"	1998	"Cra"	"B1"	"Jim"	81.719	33.2025
"7"	1998	"Cra"	"B1"	"Jay"	58.531	32.6325
"7"	1998	"Cra"	"B1"	"Jud"	66.6655	31.92
"7"	1998	"Cra"	"B1"	"Blaze"	56.5675	34.0575
"7"	1998	"Cra"	"B1"	"Riser"	68.1615	30.9225
"7"	1998	"Cra"	"B1"	"Burton"	59.092	31.35
"7"	1998	"Cra"	"B2"	"Dane"	66.759	29.4975
"7"	1998	"Cra"	"B2"	"IAR56-5"	64.2345	32.0625
"7"	1998	"Cra"	"B2"	"IAR56-8"	54.3235	31.635
"7"	1998	"Cra"	"B2"	"Valley"	31.3225	33.63
"7"	1998	"Cra"	"B2"	"IAL24-5-1"	57.8765	33.06
"7"	1998	"Cra"	"B2"	"Ogle"	71.9015	30.495
"7"	1998	"Cra"	"B2"	"Brawn"	59.7465	29.07
"7"	1998	"Cra"	"B2"	"Sheldon"	58.718	29.925
"7"	1998	"Cra"	"B2"	"IN09201"	73.491	31.635
"7"	1998	"Cra"	"B2"	"Chaps"	65.824	31.635
"7"	1998	"Cra"	"B2"	"Prairie"	73.678	28.5
"7"	1998	"Cra"	"B2"	"Troy"	46.189	31.92
"7"	1998	"Cra"	"B2"	"Jud"	69.003	34.0575
"7"	1998	"Cra"	"B2"	"Ida"	63.8605	29.4975
"7"	1998	"Cra"	"B2"	"Richard"	45.067	30.21
"7"	1998	"Cra"	"B2"	"OH1149"	54.978	30.495
"7"	1998	"Cra"	"B2"	"Jim"	70.2185	32.205
"7"	1998	"Cra"	"B2"	"Milton"	52.6405	30.9225
"7"	1998	"Cra"	"B2"	"IAN979-5-1-22"	46.0955	29.355
"7"	1998	"Cra"	"B2"	"OH1128"	62.7385	29.4975
"7"	1998	"Cra"	"B2"	"Belle"	28.3305	32.205
"7"	1998	"Cra"	"B2"	"WIX6356-1"	32.2575	33.4875
"7"	1998	"Cra"	"B2"	"Jerry"	52.547	35.34
"7"	1998	"Cra"	"B2"	"Gem"	65.7305	32.3475
"7"	1998	"Cra"	"B2"	"Burton"	55.352	30.495
"7"	1998	"Cra"	"B2"	"Blaze"	71.808	34.3425
"7"	1998	"Cra"	"B2"	"IAR66-6"	58.0635	31.7775
"7"	1998	"Cra"	"B2"	"Vista"	41.14	30.495
"7"	1998	"Cra"	"B2"	"OH1086"	49.181	28.3575
"7"	1998	"Cra"	"B2"	"Classic"	67.4135	31.7775
"7"	1998	"Cra"	"B2"	"Starter/Amag"	53.7625	30.3525
"7"	1998	"Cra"	"B2"	"Rodeo"	63.58	30.0675
"7"	1998	"Cra"	"B2"	"Jay"	59.1855	33.4875
"7"	1998	"Cra"	"B2"	"Starter"	55.2585	32.6325
"7"	1998	"Cra"	"B2"	"Riser"	57.97	31.7775
"7"	1998	"Cra"	"B2"	"Don"	59.1855	29.64
"7"	1998	"Cra"	"B3"	"IAR56-5"	53.9495	32.0625
"7"	1998	"Cra"	"B3"	"Vista"	44.4125	30.495
"7"	1998	"Cra"	"B3"	"Valley"	22.9075	34.0575
"7"	1998	"Cra"	"B3"	"IAN979-5-1-22"	44.506	29.925
"7"	1998	"Cra"	"B3"	"Burton"	50.0225	31.2075
"7"	1998	"Cra"	"B3"	"Blaze"	74.1455	33.7725
"7"	1998	"Cra"	"B3"	"Prairie"	65.824	28.3575
"7"	1998	"Cra"	"B3"	"Starter/Amag"	51.238	30.0675
"7"	1998	"Cra"	"B3"	"Jud"	52.734	32.49
"7"	1998	"Cra"	"B3"	"IN09201"	77.3245	31.35
"7"	1998	"Cra"	"B3"	"Chaps"	69.751	30.78
"7"	1998	"Cra"	"B3"	"Troy"	38.522	33.63
"7"	1998	"Cra"	"B3"	"Belle"	28.8915	32.0625
"7"	1998	"Cra"	"B3"	"IAR56-8"	47.5915	31.635
"7"	1998	"Cra"	"B3"	"Jay"	68.5355	30.6375
"7"	1998	"Cra"	"B3"	"Ida"	62.5515	28.785
"7"	1998	"Cra"	"B3"	"Starter"	45.815	29.64
"7"	1998	"Cra"	"B3"	"IAL24-5-1"	56.7545	33.06
"7"	1998	"Cra"	"B3"	"Riser"	54.3235	30.21
"7"	1998	"Cra"	"B3"	"WIX6356-1"	62.5515	32.775
"7"	1998	"Cra"	"B3"	"OH1086"	50.9575	27.93
"7"	1998	"Cra"	"B3"	"Ogle"	56.9415	28.0725
"7"	1998	"Cra"	"B3"	"Gem"	52.921	31.635
"7"	1998	"Cra"	"B3"	"Don"	52.4535	29.64
"7"	1998	"Cra"	"B3"	"Rodeo"	62.458	31.065
"7"	1998	"Cra"	"B3"	"Richard"	27.2085	31.065
"7"	1998	"Cra"	"B3"	"OH1128"	56.848	31.065
"7"	1998	"Cra"	"B3"	"IAR66-6"	57.8765	31.2075
"7"	1998	"Cra"	"B3"	"Dane"	72.93	29.355
"7"	1998	"Cra"	"B3"	"OH1149"	51.986	30.495
"7"	1998	"Cra"	"B3"	"Brawn"	56.3805	28.6425
"7"	1998	"Cra"	"B3"	"Milton"	40.392	31.4925
"7"	1998	"Cra"	"B3"	"Jim"	69.19	32.0625
"7"	1998	"Cra"	"B3"	"Classic"	60.775	31.635
"7"	1998	"Cra"	"B3"	"Jerry"	45.5345	34.0575
"7"	1998	"Cra"	"B3"	"Sheldon"	54.8845	27.93
"8"	1998	"Lew"	"B1"	"OH1128"	87.2355	33.63
"8"	1998	"Lew"	"B1"	"IAR56-8"	104.0655	31.635
"8"	1998	"Lew"	"B1"	"Don"	97.053	34.3425
"8"	1998	"Lew"	"B1"	"IN09201"	114.07	32.49
"8"	1998	"Lew"	"B1"	"Sheldon"	108.9275	34.3425
"8"	1998	"Lew"	"B1"	"IAR66-6"	112.013	34.6275
"8"	1998	"Lew"	"B1"	"IAN979-5-1-22"	93.874	31.4925
"8"	1998	"Lew"	"B1"	"Jud"	109.395	34.77
"8"	1998	"Lew"	"B1"	"Ogle"	113.696	31.065
"8"	1998	"Lew"	"B1"	"Starter/Amag"	98.362	32.205
"8"	1998	"Lew"	"B1"	"Gem"	107.6185	32.775
"8"	1998	"Lew"	"B1"	"IAR56-5"	128.5625	33.4875
"8"	1998	"Lew"	"B1"	"Richard"	93.687	32.9175
"8"	1998	"Lew"	"B1"	"Rodeo"	132.209	32.0625
"8"	1998	"Lew"	"B1"	"Prairie"	124.8225	31.2075
"8"	1998	"Lew"	"B1"	"Belle"	88.3575	33.915
"8"	1998	"Lew"	"B1"	"Dane"	96.679	31.35
"8"	1998	"Lew"	"B1"	"Blaze"	116.7815	35.1975
"8"	1998	"Lew"	"B1"	"Valley"	108.7405	36.195
"8"	1998	"Lew"	"B1"	"Jay"	105.094	33.7725
"8"	1998	"Lew"	"B1"	"Troy"	110.9845	34.77
"8"	1998	"Lew"	"B1"	"OH1086"	98.2685	31.4925
"8"	1998	"Lew"	"B1"	"WIX6356-1"	107.4315	35.625
"8"	1998	"Lew"	"B1"	"Starter"	91.443	35.625
"8"	1998	"Lew"	"B1"	"Jim"	125.5705	33.4875
"8"	1998	"Lew"	"B1"	"Vista"	103.5045	30.495
"8"	1998	"Lew"	"B1"	"OH1149"	100.232	34.77
"8"	1998	"Lew"	"B1"	"Milton"	101.541	32.0625
"8"	1998	"Lew"	"B1"	"Riser"	77.418	34.485
"8"	1998	"Lew"	"B1"	"Burton"	102.102	32.49
"8"	1998	"Lew"	"B1"	"Classic"	101.541	34.3425
"8"	1998	"Lew"	"B1"	"Jerry"	85.459	35.625
"8"	1998	"Lew"	"B1"	"Ida"	101.728	30.78
"8"	1998	"Lew"	"B1"	"Chaps"	112.4805	31.7775
"8"	1998	"Lew"	"B1"	"Brawn"	125.29	31.7775
"8"	1998	"Lew"	"B1"	"IAL24-5-1"	98.736	37.05
"8"	1998	"Lew"	"B2"	"Vista"	90.508	31.35
"8"	1998	"Lew"	"B2"	"Classic"	94.996	29.4975
"8"	1998	"Lew"	"B2"	"OH1149"	76.9505	31.92
"8"	1998	"Lew"	"B2"	"WIX6356-1"	85.1785	34.2
"8"	1998	"Lew"	"B2"	"Burton"	92.2845	34.3425
"8"	1998	"Lew"	"B2"	"IAN979-5-1-22"	93.5	30.21
"8"	1998	"Lew"	"B2"	"Richard"	85.9265	31.92
"8"	1998	"Lew"	"B2"	"OH1086"	92.004	30.3525
"8"	1998	"Lew"	"B2"	"Gem"	102.1955	30.9225
"8"	1998	"Lew"	"B2"	"IAR66-6"	105.281	32.49
"8"	1998	"Lew"	"B2"	"Troy"	75.2675	33.345
"8"	1998	"Lew"	"B2"	"IAR56-8"	93.874	30.6375
"8"	1998	"Lew"	"B2"	"Ogle"	112.6675	30.78
"8"	1998	"Lew"	"B2"	"Don"	109.8625	33.2025
"8"	1998	"Lew"	"B2"	"Starter/Amag"	108.086	33.06
"8"	1998	"Lew"	"B2"	"Jud"	102.7565	34.2
"8"	1998	"Lew"	"B2"	"IAR56-5"	98.923	32.9175
"8"	1998	"Lew"	"B2"	"Riser"	79.288	34.0575
"8"	1998	"Lew"	"B2"	"Chaps"	105.5615	31.92
"8"	1998	"Lew"	"B2"	"Starter"	90.2275	34.9125
"8"	1998	"Lew"	"B2"	"Rodeo"	110.517	30.9225
"8"	1998	"Lew"	"B2"	"Jerry"	82.5605	35.91
"8"	1998	"Lew"	"B2"	"Milton"	94.435	32.775
"8"	1998	"Lew"	"B2"	"Dane"	92.6585	31.2075
"8"	1998	"Lew"	"B2"	"Ida"	85.646	30.495
"8"	1998	"Lew"	"B2"	"Prairie"	103.3175	29.2125
"8"	1998	"Lew"	"B2"	"IN09201"	103.6915	31.35
"8"	1998	"Lew"	"B2"	"Blaze"	105.1875	33.63
"8"	1998	"Lew"	"B2"	"OH1128"	89.2925	31.92
"8"	1998	"Lew"	"B2"	"Sheldon"	89.199	33.2025
"8"	1998	"Lew"	"B2"	"Valley"	86.6745	34.9125
"8"	1998	"Lew"	"B2"	"Jim"	107.151	33.4875
"8"	1998	"Lew"	"B2"	"Belle"	75.8285	32.6325
"8"	1998	"Lew"	"B2"	"Jay"	101.728	31.7775
"8"	1998	"Lew"	"B2"	"IAL24-5-1"	90.882	35.34
"8"	1998	"Lew"	"B2"	"Brawn"	113.7895	29.64
"8"	1998	"Lew"	"B3"	"Ida"	95.183	31.065
"8"	1998	"Lew"	"B3"	"Jim"	105.0005	33.4875
"8"	1998	"Lew"	"B3"	"Don"	89.6665	33.2025
"8"	1998	"Lew"	"B3"	"OH1128"	69.19	30.3525
"8"	1998	"Lew"	"B3"	"Burton"	77.231	29.4975
"8"	1998	"Lew"	"B3"	"Vista"	84.4305	29.2125
"8"	1998	"Lew"	"B3"	"Starter"	70.7795	33.345
"8"	1998	"Lew"	"B3"	"Jud"	110.9845	33.345
"8"	1998	"Lew"	"B3"	"Sheldon"	88.264	32.49
"8"	1998	"Lew"	"B3"	"Valley"	91.1625	34.0575
"8"	1998	"Lew"	"B3"	"WIX6356-1"	96.305	34.2
"8"	1998	"Lew"	"B3"	"Brawn"	97.988	29.2125
"8"	1998	"Lew"	"B3"	"IAR66-6"	79.288	33.345
"8"	1998	"Lew"	"B3"	"Richard"	86.394	31.635
"8"	1998	"Lew"	"B3"	"Riser"	50.303	34.3425
"8"	1998	"Lew"	"B3"	"IN09201"	98.549	32.3475
"8"	1998	"Lew"	"B3"	"Jay"	102.289	32.205
"8"	1998	"Lew"	"B3"	"Belle"	70.7795	33.63
"8"	1998	"Lew"	"B3"	"Starter/Amag"	98.4555	33.4875
"8"	1998	"Lew"	"B3"	"Rodeo"	117.7165	31.4925
"8"	1998	"Lew"	"B3"	"Dane"	77.8855	31.635
"8"	1998	"Lew"	"B3"	"IAL24-5-1"	84.711	36.48
"8"	1998	"Lew"	"B3"	"Gem"	109.1145	33.915
