"col"	"row"	"yield"	"range"	"year"	"crop"
33	5	4311	"R2"	1925	"maize"
34	5	4469	"R2"	1925	"maize"
35	5	4560	"R2"	1925	"maize"
1	1	3902	"R2"	1926	"maize"
2	1	4129	"R2"	1926	"maize"
3	1	3766	"R2"	1926	"maize"
4	1	3811	"R2"	1926	"maize"
5	1	3857	"R2"	1926	"maize"
6	1	3290	"R2"	1926	"maize"
7	1	4084	"R2"	1926	"maize"
8	1	3789	"R2"	1926	"maize"
9	1	3970	"R2"	1926	"maize"
10	1	4016	"R2"	1926	"maize"
11	1	3698	"R2"	1926	"maize"
12	1	3698	"R2"	1926	"maize"
13	1	3630	"R2"	1926	"maize"
14	1	3630	"R2"	1926	"maize"
15	1	3494	"R2"	1926	"maize"
16	1	3562	"R2"	1926	"maize"
17	1	3630	"R2"	1926	"maize"
18	1	4038	"R2"	1926	"maize"
19	1	3857	"R2"	1926	"maize"
20	1	4401	"R2"	1926	"maize"
21	1	4379	"R2"	1926	"maize"
22	1	3811	"R2"	1926	"maize"
23	1	3630	"R2"	1926	"maize"
24	1	3448	"R2"	1926	"maize"
25	1	3948	"R2"	1926	"maize"
26	1	3653	"R2"	1926	"maize"
27	1	3675	"R2"	1926	"maize"
28	1	3766	"R2"	1926	"maize"
29	1	4038	"R2"	1926	"maize"
30	1	3857	"R2"	1926	"maize"
31	1	4492	"R2"	1926	"maize"
32	1	3743	"R2"	1926	"maize"
33	1	3630	"R2"	1926	"maize"
34	1	3743	"R2"	1926	"maize"
35	1	3585	"R2"	1926	"maize"
1	2	4311	"R2"	1926	"maize"
2	2	4197	"R2"	1926	"maize"
3	2	4265	"R2"	1926	"maize"
4	2	4243	"R2"	1926	"maize"
5	2	4265	"R2"	1926	"maize"
6	2	3834	"R2"	1926	"maize"
7	2	4538	"R2"	1926	"maize"
8	2	4469	"R2"	1926	"maize"
9	2	4356	"R2"	1926	"maize"
10	2	4583	"R2"	1926	"maize"
11	2	4538	"R2"	1926	"maize"
12	2	4379	"R2"	1926	"maize"
13	2	3970	"R2"	1926	"maize"
14	2	4106	"R2"	1926	"maize"
15	2	4129	"R2"	1926	"maize"
16	2	3811	"R2"	1926	"maize"
17	2	4174	"R2"	1926	"maize"
18	2	4243	"R2"	1926	"maize"
19	2	4220	"R2"	1926	"maize"
20	2	4333	"R2"	1926	"maize"
21	2	4220	"R2"	1926	"maize"
22	2	3970	"R2"	1926	"maize"
23	2	3857	"R2"	1926	"maize"
24	2	3837	"R2"	1926	"maize"
25	2	4220	"R2"	1926	"maize"
26	2	4265	"R2"	1926	"maize"
27	2	3948	"R2"	1926	"maize"
28	2	4288	"R2"	1926	"maize"
29	2	4583	"R2"	1926	"maize"
30	2	4447	"R2"	1926	"maize"
31	2	4810	"R2"	1926	"maize"
32	2	4764	"R2"	1926	"maize"
33	2	4447	"R2"	1926	"maize"
34	2	4356	"R2"	1926	"maize"
35	2	4038	"R2"	1926	"maize"
1	3	4288	"R2"	1926	"maize"
2	3	3880	"R2"	1926	"maize"
3	3	4016	"R2"	1926	"maize"
4	3	4288	"R2"	1926	"maize"
5	3	4084	"R2"	1926	"maize"
6	3	3675	"R2"	1926	"maize"
7	3	4016	"R2"	1926	"maize"
8	3	4311	"R2"	1926	"maize"
9	3	4333	"R2"	1926	"maize"
10	3	4379	"R2"	1926	"maize"
11	3	4356	"R2"	1926	"maize"
12	3	3993	"R2"	1926	"maize"
13	3	4016	"R2"	1926	"maize"
14	3	3925	"R2"	1926	"maize"
15	3	3698	"R2"	1926	"maize"
16	3	3948	"R2"	1926	"maize"
17	3	3857	"R2"	1926	"maize"
18	3	4174	"R2"	1926	"maize"
19	3	3948	"R2"	1926	"maize"
20	3	4129	"R2"	1926	"maize"
21	3	3880	"R2"	1926	"maize"
22	3	3811	"R2"	1926	"maize"
23	3	3517	"R2"	1926	"maize"
24	3	3970	"R2"	1926	"maize"
25	3	3857	"R2"	1926	"maize"
26	3	4152	"R2"	1926	"maize"
27	3	4016	"R2"	1926	"maize"
28	3	3970	"R2"	1926	"maize"
29	3	4197	"R2"	1926	"maize"
30	3	3993	"R2"	1926	"maize"
31	3	4492	"R2"	1926	"maize"
32	3	4311	"R2"	1926	"maize"
33	3	3811	"R2"	1926	"maize"
34	3	4220	"R2"	1926	"maize"
35	3	3948	"R2"	1926	"maize"
1	4	3857	"R2"	1926	"maize"
2	4	4333	"R2"	1926	"maize"
3	4	4129	"R2"	1926	"maize"
4	4	3970	"R2"	1926	"maize"
5	4	3562	"R2"	1926	"maize"
6	4	4016	"R2"	1926	"maize"
7	4	4265	"R2"	1926	"maize"
8	4	4265	"R2"	1926	"maize"
9	4	4401	"R2"	1926	"maize"
10	4	4583	"R2"	1926	"maize"
11	4	4719	"R2"	1926	"maize"
12	4	4084	"R2"	1926	"maize"
13	4	4038	"R2"	1926	"maize"
14	4	3743	"R2"	1926	"maize"
15	4	3811	"R2"	1926	"maize"
16	4	4016	"R2"	1926	"maize"
17	4	3948	"R2"	1926	"maize"
18	4	3857	"R2"	1926	"maize"
19	4	3948	"R2"	1926	"maize"
20	4	3675	"R2"	1926	"maize"
21	4	3857	"R2"	1926	"maize"
22	4	3675	"R2"	1926	"maize"
23	4	3403	"R2"	1926	"maize"
24	4	3857	"R2"	1926	"maize"
25	4	4379	"R2"	1926	"maize"
26	4	4492	"R2"	1926	"maize"
27	4	4311	"R2"	1926	"maize"
28	4	4447	"R2"	1926	"maize"
29	4	4447	"R2"	1926	"maize"
30	4	4469	"R2"	1926	"maize"
31	4	4810	"R2"	1926	"maize"
32	4	4469	"R2"	1926	"maize"
33	4	4311	"R2"	1926	"maize"
34	4	4311	"R2"	1926	"maize"
35	4	4197	"R2"	1926	"maize"
1	5	3698	"R2"	1926	"maize"
2	5	3880	"R2"	1926	"maize"
3	5	3948	"R2"	1926	"maize"
4	5	3630	"R2"	1926	"maize"
5	5	3448	"R2"	1926	"maize"
6	5	3675	"R2"	1926	"maize"
7	5	4265	"R2"	1926	"maize"
8	5	4492	"R2"	1926	"maize"
9	5	4197	"R2"	1926	"maize"
10	5	4424	"R2"	1926	"maize"
11	5	4288	"R2"	1926	"maize"
12	5	4220	"R2"	1926	"maize"
13	5	3948	"R2"	1926	"maize"
14	5	3585	"R2"	1926	"maize"
15	5	3653	"R2"	1926	"maize"
16	5	3539	"R2"	1926	"maize"
17	5	3630	"R2"	1926	"maize"
18	5	3721	"R2"	1926	"maize"
19	5	3811	"R2"	1926	"maize"
20	5	3585	"R2"	1926	"maize"
21	5	3857	"R2"	1926	"maize"
22	5	3902	"R2"	1926	"maize"
23	5	3517	"R2"	1926	"maize"
24	5	4084	"R2"	1926	"maize"
25	5	4174	"R2"	1926	"maize"
26	5	4220	"R2"	1926	"maize"
27	5	4106	"R2"	1926	"maize"
28	5	4129	"R2"	1926	"maize"
29	5	4311	"R2"	1926	"maize"
30	5	4333	"R2"	1926	"maize"
31	5	4356	"R2"	1926	"maize"
32	5	4356	"R2"	1926	"maize"
33	5	4651	"R2"	1926	"maize"
34	5	4447	"R2"	1926	"maize"
35	5	4379	"R2"	1926	"maize"
1	7	2483	"R3"	1922	"oats"
2	7	2503	"R3"	1922	"oats"
3	7	2485	"R3"	1922	"oats"
4	7	2425	"R3"	1922	"oats"
5	7	2697	"R3"	1922	"oats"
6	7	2747	"R3"	1922	"oats"
7	7	2731	"R3"	1922	"oats"
8	7	2391	"R3"	1922	"oats"
9	7	2266	"R3"	1922	"oats"
10	7	2342	"R3"	1922	"oats"
11	7	2155	"R3"	1922	"oats"
12	7	2144	"R3"	1922	"oats"
13	7	1773	"R3"	1922	"oats"
14	7	2000	"R3"	1922	"oats"
15	7	2378	"R3"	1922	"oats"
16	7	1878	"R3"	1922	"oats"
17	7	2318	"R3"	1922	"oats"
18	7	2306	"R3"	1922	"oats"
19	7	2225	"R3"	1922	"oats"
20	7	2208	"R3"	1922	"oats"
21	7	2243	"R3"	1922	"oats"
22	7	2329	"R3"	1922	"oats"
23	7	2490	"R3"	1922	"oats"
24	7	2681	"R3"	1922	"oats"
25	7	2298	"R3"	1922	"oats"
26	7	2590	"R3"	1922	"oats"
27	7	2333	"R3"	1922	"oats"
28	7	2253	"R3"	1922	"oats"
29	7	2264	"R3"	1922	"oats"
30	7	2043	"R3"	1922	"oats"
31	7	1739	"R3"	1922	"oats"
32	7	1118	"R3"	1922	"oats"
33	7	781	"R3"	1922	"oats"
34	7	871	"R3"	1922	"oats"
35	7	1075	"R3"	1922	"oats"
1	8	2593	"R3"	1922	"oats"
2	8	2183	"R3"	1922	"oats"
3	8	2483	"R3"	1922	"oats"
4	8	2494	"R3"	1922	"oats"
5	8	2399	"R3"	1922	"oats"
6	8	2250	"R3"	1922	"oats"
7	8	2524	"R3"	1922	"oats"
8	8	1987	"R3"	1922	"oats"
9	8	2051	"R3"	1922	"oats"
10	8	2412	"R3"	1922	"oats"
11	8	2069	"R3"	1922	"oats"
12	8	2169	"R3"	1922	"oats"
13	8	2392	"R3"	1922	"oats"
14	8	2634	"R3"	1922	"oats"
15	8	2436	"R3"	1922	"oats"
16	8	2385	"R3"	1922	"oats"
17	8	2462	"R3"	1922	"oats"
18	8	2775	"R3"	1922	"oats"
19	8	2628	"R3"	1922	"oats"
20	8	2762	"R3"	1922	"oats"
21	8	2768	"R3"	1922	"oats"
22	8	2887	"R3"	1922	"oats"
23	8	2682	"R3"	1922	"oats"
24	8	2699	"R3"	1922	"oats"
25	8	2740	"R3"	1922	"oats"
26	8	2570	"R3"	1922	"oats"
27	8	2686	"R3"	1922	"oats"
28	8	2566	"R3"	1922	"oats"
29	8	2217	"R3"	1922	"oats"
30	8	2168	"R3"	1922	"oats"
31	8	1915	"R3"	1922	"oats"
32	8	1705	"R3"	1922	"oats"
33	8	1377	"R3"	1922	"oats"
34	8	1431	"R3"	1922	"oats"
35	8	1443	"R3"	1922	"oats"
1	9	2468	"R3"	1922	"oats"
2	9	2140	"R3"	1922	"oats"
3	9	2452	"R3"	1922	"oats"
4	9	2213	"R3"	1922	"oats"
5	9	2435	"R3"	1922	"oats"
6	9	2597	"R3"	1922	"oats"
7	9	2786	"R3"	1922	"oats"
8	9	2535	"R3"	1922	"oats"
9	9	2147	"R3"	1922	"oats"
10	9	2461	"R3"	1922	"oats"
11	9	2587	"R3"	1922	"oats"
12	9	2572	"R3"	1922	"oats"
13	9	2803	"R3"	1922	"oats"
14	9	2453	"R3"	1922	"oats"
15	9	2762	"R3"	1922	"oats"
16	9	2453	"R3"	1922	"oats"
17	9	2761	"R3"	1922	"oats"
18	9	2957	"R3"	1922	"oats"
19	9	2795	"R3"	1922	"oats"
20	9	2602	"R3"	1922	"oats"
21	9	2559	"R3"	1922	"oats"
22	9	2832	"R3"	1922	"oats"
23	9	2837	"R3"	1922	"oats"
24	9	2681	"R3"	1922	"oats"
25	9	2667	"R3"	1922	"oats"
26	9	2822	"R3"	1922	"oats"
27	9	2424	"R3"	1922	"oats"
28	9	2120	"R3"	1922	"oats"
29	9	2273	"R3"	1922	"oats"
30	9	2037	"R3"	1922	"oats"
31	9	2171	"R3"	1922	"oats"
32	9	1776	"R3"	1922	"oats"
33	9	1879	"R3"	1922	"oats"
34	9	1604	"R3"	1922	"oats"
35	9	1508	"R3"	1922	"oats"
1	10	2404	"R3"	1922	"oats"
2	10	1957	"R3"	1922	"oats"
3	10	2167	"R3"	1922	"oats"
4	10	2153	"R3"	1922	"oats"
5	10	2353	"R3"	1922	"oats"
6	10	2548	"R3"	1922	"oats"
7	10	2521	"R3"	1922	"oats"
8	10	2622	"R3"	1922	"oats"
9	10	2432	"R3"	1922	"oats"
10	10	2157	"R3"	1922	"oats"
11	10	2078	"R3"	1922	"oats"
12	10	2565	"R3"	1922	"oats"
13	10	2375	"R3"	1922	"oats"
14	10	2608	"R3"	1922	"oats"
15	10	2775	"R3"	1922	"oats"
16	10	2586	"R3"	1922	"oats"
17	10	2755	"R3"	1922	"oats"
18	10	2416	"R3"	1922	"oats"
19	10	2535	"R3"	1922	"oats"
20	10	2479	"R3"	1922	"oats"
21	10	2770	"R3"	1922	"oats"
22	10	2581	"R3"	1922	"oats"
23	10	2779	"R3"	1922	"oats"
24	10	2739	"R3"	1922	"oats"
25	10	2549	"R3"	1922	"oats"
26	10	2571	"R3"	1922	"oats"
27	10	2330	"R3"	1922	"oats"
28	10	2220	"R3"	1922	"oats"
29	10	1904	"R3"	1922	"oats"
30	10	1740	"R3"	1922	"oats"
31	10	1817	"R3"	1922	"oats"
32	10	1621	"R3"	1922	"oats"
33	10	1639	"R3"	1922	"oats"
34	10	1211	"R3"	1922	"oats"
35	10	1364	"R3"	1922	"oats"
1	11	2237	"R3"	1922	"oats"
2	11	2260	"R3"	1922	"oats"
3	11	2366	"R3"	1922	"oats"
4	11	2254	"R3"	1922	"oats"
5	11	2356	"R3"	1922	"oats"
6	11	2465	"R3"	1922	"oats"
7	11	2544	"R3"	1922	"oats"
8	11	2589	"R3"	1922	"oats"
9	11	2686	"R3"	1922	"oats"
10	11	2268	"R3"	1922	"oats"
11	11	2324	"R3"	1922	"oats"
12	11	2263	"R3"	1922	"oats"
13	11	2200	"R3"	1922	"oats"
14	11	2580	"R3"	1922	"oats"
15	11	2384	"R3"	1922	"oats"
16	11	2413	"R3"	1922	"oats"
17	11	2283	"R3"	1922	"oats"
18	11	2388	"R3"	1922	"oats"
19	11	2402	"R3"	1922	"oats"
20	11	2320	"R3"	1922	"oats"
21	11	2604	"R3"	1922	"oats"
22	11	2417	"R3"	1922	"oats"
23	11	2451	"R3"	1922	"oats"
24	11	2778	"R3"	1922	"oats"
25	11	2245	"R3"	1922	"oats"
26	11	2415	"R3"	1922	"oats"
27	11	2348	"R3"	1922	"oats"
28	11	2434	"R3"	1922	"oats"
29	11	2053	"R3"	1922	"oats"
30	11	1749	"R3"	1922	"oats"
31	11	1322	"R3"	1922	"oats"
32	11	1322	"R3"	1922	"oats"
33	11	1536	"R3"	1922	"oats"
34	11	1044	"R3"	1922	"oats"
35	11	1093	"R3"	1922	"oats"
1	7	615	"R3"	1924	"oats"
2	7	535	"R3"	1924	"oats"
3	7	510	"R3"	1924	"oats"
4	7	685	"R3"	1924	"oats"
5	7	590	"R3"	1924	"oats"
6	7	615	"R3"	1924	"oats"
7	7	800	"R3"	1924	"oats"
8	7	625	"R3"	1924	"oats"
9	7	700	"R3"	1924	"oats"
10	7	1000	"R3"	1924	"oats"
11	7	680	"R3"	1924	"oats"
12	7	715	"R3"	1924	"oats"
13	7	815	"R3"	1924	"oats"
14	7	725	"R3"	1924	"oats"
15	7	650	"R3"	1924	"oats"
16	7	635	"R3"	1924	"oats"
17	7	535	"R3"	1924	"oats"
18	7	530	"R3"	1924	"oats"
19	7	585	"R3"	1924	"oats"
20	7	425	"R3"	1924	"oats"
21	7	740	"R3"	1924	"oats"
22	7	740	"R3"	1924	"oats"
23	7	825	"R3"	1924	"oats"
24	7	1060	"R3"	1924	"oats"
25	7	1260	"R3"	1924	"oats"
26	7	990	"R3"	1924	"oats"
27	7	1430	"R3"	1924	"oats"
28	7	1275	"R3"	1924	"oats"
29	7	1855	"R3"	1924	"oats"
30	7	1775	"R3"	1924	"oats"
31	7	1605	"R3"	1924	"oats"
32	7	2260	"R3"	1924	"oats"
33	7	1360	"R3"	1924	"oats"
34	7	1575	"R3"	1924	"oats"
35	7	1400	"R3"	1924	"oats"
1	8	800	"R3"	1924	"oats"
2	8	575	"R3"	1924	"oats"
3	8	745	"R3"	1924	"oats"
4	8	910	"R3"	1924	"oats"
5	8	800	"R3"	1924	"oats"
6	8	575	"R3"	1924	"oats"
7	8	505	"R3"	1924	"oats"
8	8	735	"R3"	1924	"oats"
9	8	645	"R3"	1924	"oats"
10	8	1120	"R3"	1924	"oats"
11	8	885	"R3"	1924	"oats"
12	8	770	"R3"	1924	"oats"
13	8	950	"R3"	1924	"oats"
14	8	785	"R3"	1924	"oats"
15	8	685	"R3"	1924	"oats"
16	8	680	"R3"	1924	"oats"
17	8	610	"R3"	1924	"oats"
18	8	485	"R3"	1924	"oats"
19	8	515	"R3"	1924	"oats"
20	8	485	"R3"	1924	"oats"
21	8	690	"R3"	1924	"oats"
22	8	1080	"R3"	1924	"oats"
23	8	1230	"R3"	1924	"oats"
24	8	1390	"R3"	1924	"oats"
25	8	1430	"R3"	1924	"oats"
26	8	1345	"R3"	1924	"oats"
27	8	1695	"R3"	1924	"oats"
28	8	1500	"R3"	1924	"oats"
29	8	2630	"R3"	1924	"oats"
30	8	2430	"R3"	1924	"oats"
31	8	1765	"R3"	1924	"oats"
32	8	2035	"R3"	1924	"oats"
33	8	1850	"R3"	1924	"oats"
34	8	1305	"R3"	1924	"oats"
35	8	1960	"R3"	1924	"oats"
1	9	1050	"R3"	1924	"oats"
2	9	695	"R3"	1924	"oats"
3	9	1095	"R3"	1924	"oats"
4	9	1200	"R3"	1924	"oats"
5	9	795	"R3"	1924	"oats"
6	9	815	"R3"	1924	"oats"
7	9	1235	"R3"	1924	"oats"
8	9	1270	"R3"	1924	"oats"
9	9	1060	"R3"	1924	"oats"
10	9	915	"R3"	1924	"oats"
11	9	1010	"R3"	1924	"oats"
12	9	1000	"R3"	1924	"oats"
13	9	885	"R3"	1924	"oats"
14	9	980	"R3"	1924	"oats"
15	9	750	"R3"	1924	"oats"
16	9	530	"R3"	1924	"oats"
17	9	475	"R3"	1924	"oats"
18	9	470	"R3"	1924	"oats"
19	9	560	"R3"	1924	"oats"
20	9	885	"R3"	1924	"oats"
21	9	935	"R3"	1924	"oats"
22	9	1025	"R3"	1924	"oats"
23	9	975	"R3"	1924	"oats"
24	9	1110	"R3"	1924	"oats"
25	9	1485	"R3"	1924	"oats"
26	9	1435	"R3"	1924	"oats"
27	9	2015	"R3"	1924	"oats"
28	9	1630	"R3"	1924	"oats"
29	9	2055	"R3"	1924	"oats"
30	9	1630	"R3"	1924	"oats"
31	9	1575	"R3"	1924	"oats"
32	9	1955	"R3"	1924	"oats"
33	9	1665	"R3"	1924	"oats"
34	9	1385	"R3"	1924	"oats"
35	9	1415	"R3"	1924	"oats"
1	10	1195	"R3"	1924	"oats"
2	10	1355	"R3"	1924	"oats"
3	10	1600	"R3"	1924	"oats"
4	10	1955	"R3"	1924	"oats"
5	10	1715	"R3"	1924	"oats"
6	10	1345	"R3"	1924	"oats"
7	10	1680	"R3"	1924	"oats"
8	10	1010	"R3"	1924	"oats"
9	10	1190	"R3"	1924	"oats"
10	10	1305	"R3"	1924	"oats"
11	10	1615	"R3"	1924	"oats"
12	10	1445	"R3"	1924	"oats"
13	10	1190	"R3"	1924	"oats"
14	10	675	"R3"	1924	"oats"
15	10	815	"R3"	1924	"oats"
16	10	640	"R3"	1924	"oats"
17	10	495	"R3"	1924	"oats"
18	10	575	"R3"	1924	"oats"
19	10	525	"R3"	1924	"oats"
20	10	1060	"R3"	1924	"oats"
21	10	1400	"R3"	1924	"oats"
22	10	1575	"R3"	1924	"oats"
23	10	1335	"R3"	1924	"oats"
24	10	1135	"R3"	1924	"oats"
25	10	1625	"R3"	1924	"oats"
26	10	1650	"R3"	1924	"oats"
27	10	1575	"R3"	1924	"oats"
28	10	1950	"R3"	1924	"oats"
29	10	2850	"R3"	1924	"oats"
30	10	2120	"R3"	1924	"oats"
31	10	1940	"R3"	1924	"oats"
32	10	2275	"R3"	1924	"oats"
33	10	1665	"R3"	1924	"oats"
34	10	1385	"R3"	1924	"oats"
35	10	1870	"R3"	1924	"oats"
1	11	1125	"R3"	1924	"oats"
2	11	1360	"R3"	1924	"oats"
3	11	1600	"R3"	1924	"oats"
4	11	1825	"R3"	1924	"oats"
5	11	1485	"R3"	1924	"oats"
6	11	1205	"R3"	1924	"oats"
7	11	1420	"R3"	1924	"oats"
8	11	945	"R3"	1924	"oats"
9	11	1125	"R3"	1924	"oats"
10	11	1365	"R3"	1924	"oats"
11	11	1125	"R3"	1924	"oats"
12	11	1085	"R3"	1924	"oats"
13	11	1060	"R3"	1924	"oats"
14	11	645	"R3"	1924	"oats"
15	11	695	"R3"	1924	"oats"
16	11	655	"R3"	1924	"oats"
17	11	380	"R3"	1924	"oats"
18	11	475	"R3"	1924	"oats"
19	11	550	"R3"	1924	"oats"
20	11	885	"R3"	1924	"oats"
21	11	1175	"R3"	1924	"oats"
22	11	1310	"R3"	1924	"oats"
23	11	1210	"R3"	1924	"oats"
24	11	780	"R3"	1924	"oats"
25	11	1015	"R3"	1924	"oats"
26	11	1100	"R3"	1924	"oats"
27	11	1435	"R3"	1924	"oats"
28	11	1530	"R3"	1924	"oats"
29	11	1995	"R3"	1924	"oats"
30	11	1945	"R3"	1924	"oats"
31	11	1715	"R3"	1924	"oats"
32	11	1585	"R3"	1924	"oats"
33	11	1530	"R3"	1924	"oats"
34	11	1700	"R3"	1924	"oats"
35	11	1715	"R3"	1924	"oats"
1	7	3660	"R3"	1923	"oats"
2	7	3645	"R3"	1923	"oats"
3	7	3825	"R3"	1923	"oats"
4	7	3360	"R3"	1923	"oats"
5	7	3165	"R3"	1923	"oats"
6	7	3615	"R3"	1923	"oats"
7	7	4180	"R3"	1923	"oats"
8	7	4100	"R3"	1923	"oats"
9	7	4050	"R3"	1923	"oats"
10	7	4083	"R3"	1923	"oats"
11	7	3760	"R3"	1923	"oats"
12	7	3465	"R3"	1923	"oats"
13	7	3610	"R3"	1923	"oats"
14	7	4010	"R3"	1923	"oats"
15	7	3425	"R3"	1923	"oats"
16	7	3430	"R3"	1923	"oats"
17	7	3150	"R3"	1923	"oats"
18	7	3145	"R3"	1923	"oats"
19	7	3290	"R3"	1923	"oats"
20	7	3220	"R3"	1923	"oats"
21	7	3950	"R3"	1923	"oats"
22	7	3530	"R3"	1923	"oats"
23	7	3170	"R3"	1923	"oats"
24	7	3515	"R3"	1923	"oats"
25	7	3855	"R3"	1923	"oats"
26	7	3950	"R3"	1923	"oats"
27	7	3420	"R3"	1923	"oats"
28	7	3270	"R3"	1923	"oats"
29	7	3740	"R3"	1923	"oats"
30	7	3940	"R3"	1923	"oats"
31	7	3780	"R3"	1923	"oats"
32	7	3985	"R3"	1923	"oats"
33	7	4320	"R3"	1923	"oats"
34	7	4030	"R3"	1923	"oats"
35	7	4215	"R3"	1923	"oats"
1	8	3840	"R3"	1923	"oats"
2	8	3640	"R3"	1923	"oats"
3	8	3765	"R3"	1923	"oats"
4	8	3620	"R3"	1923	"oats"
5	8	3555	"R3"	1923	"oats"
6	8	3985	"R3"	1923	"oats"
7	8	4260	"R3"	1923	"oats"
8	8	3665	"R3"	1923	"oats"
9	8	3795	"R3"	1923	"oats"
10	8	4230	"R3"	1923	"oats"
11	8	4110	"R3"	1923	"oats"
12	8	3705	"R3"	1923	"oats"
13	8	3935	"R3"	1923	"oats"
14	8	3485	"R3"	1923	"oats"
15	8	3185	"R3"	1923	"oats"
16	8	3250	"R3"	1923	"oats"
17	8	3175	"R3"	1923	"oats"
18	8	3070	"R3"	1923	"oats"
19	8	3110	"R3"	1923	"oats"
20	8	3300	"R3"	1923	"oats"
21	8	3700	"R3"	1923	"oats"
22	8	3750	"R3"	1923	"oats"
23	8	3320	"R3"	1923	"oats"
24	8	3535	"R3"	1923	"oats"
25	8	3515	"R3"	1923	"oats"
26	8	3905	"R3"	1923	"oats"
27	8	3585	"R3"	1923	"oats"
28	8	3850	"R3"	1923	"oats"
29	8	4075	"R3"	1923	"oats"
30	8	3960	"R3"	1923	"oats"
31	8	4145	"R3"	1923	"oats"
32	8	3960	"R3"	1923	"oats"
33	8	3835	"R3"	1923	"oats"
34	8	3680	"R3"	1923	"oats"
35	8	3875	"R3"	1923	"oats"
1	9	4250	"R3"	1923	"oats"
2	9	3775	"R3"	1923	"oats"
3	9	3615	"R3"	1923	"oats"
4	9	3660	"R3"	1923	"oats"
5	9	3590	"R3"	1923	"oats"
6	9	4120	"R3"	1923	"oats"
7	9	4175	"R3"	1923	"oats"
8	9	3960	"R3"	1923	"oats"
9	9	4195	"R3"	1923	"oats"
10	9	4040	"R3"	1923	"oats"
11	9	4255	"R3"	1923	"oats"
12	9	3840	"R3"	1923	"oats"
13	9	3930	"R3"	1923	"oats"
14	9	3670	"R3"	1923	"oats"
15	9	3035	"R3"	1923	"oats"
16	9	3145	"R3"	1923	"oats"
17	9	3005	"R3"	1923	"oats"
18	9	2790	"R3"	1923	"oats"
19	9	3055	"R3"	1923	"oats"
20	9	3180	"R3"	1923	"oats"
21	9	3825	"R3"	1923	"oats"
22	9	3715	"R3"	1923	"oats"
23	9	3180	"R3"	1923	"oats"
24	9	3300	"R3"	1923	"oats"
25	9	3605	"R3"	1923	"oats"
26	9	3575	"R3"	1923	"oats"
27	9	3745	"R3"	1923	"oats"
28	9	4075	"R3"	1923	"oats"
29	9	4135	"R3"	1923	"oats"
30	9	4040	"R3"	1923	"oats"
31	9	4040	"R3"	1923	"oats"
32	9	4100	"R3"	1923	"oats"
33	9	4030	"R3"	1923	"oats"
34	9	3850	"R3"	1923	"oats"
35	9	4140	"R3"	1923	"oats"
1	10	4295	"R3"	1923	"oats"
2	10	4160	"R3"	1923	"oats"
3	10	3905	"R3"	1923	"oats"
4	10	3675	"R3"	1923	"oats"
5	10	3920	"R3"	1923	"oats"
6	10	3990	"R3"	1923	"oats"
7	10	4080	"R3"	1923	"oats"
8	10	4245	"R3"	1923	"oats"
9	10	4295	"R3"	1923	"oats"
10	10	4210	"R3"	1923	"oats"
11	10	4285	"R3"	1923	"oats"
12	10	4195	"R3"	1923	"oats"
13	10	4070	"R3"	1923	"oats"
14	10	3590	"R3"	1923	"oats"
15	10	3430	"R3"	1923	"oats"
16	10	3290	"R3"	1923	"oats"
17	10	3100	"R3"	1923	"oats"
18	10	3085	"R3"	1923	"oats"
19	10	3060	"R3"	1923	"oats"
20	10	3370	"R3"	1923	"oats"
21	10	3890	"R3"	1923	"oats"
22	10	4260	"R3"	1923	"oats"
23	10	3650	"R3"	1923	"oats"
24	10	3540	"R3"	1923	"oats"
25	10	3950	"R3"	1923	"oats"
26	10	3920	"R3"	1923	"oats"
27	10	4015	"R3"	1923	"oats"
28	10	4240	"R3"	1923	"oats"
29	10	4320	"R3"	1923	"oats"
30	10	4380	"R3"	1923	"oats"
31	10	4260	"R3"	1923	"oats"
32	10	3830	"R3"	1923	"oats"
33	10	4125	"R3"	1923	"oats"
34	10	3720	"R3"	1923	"oats"
35	10	3900	"R3"	1923	"oats"
1	11	4250	"R3"	1923	"oats"
2	11	4375	"R3"	1923	"oats"
3	11	4280	"R3"	1923	"oats"
4	11	4305	"R3"	1923	"oats"
5	11	4075	"R3"	1923	"oats"
6	11	3865	"R3"	1923	"oats"
7	11	4175	"R3"	1923	"oats"
8	11	4275	"R3"	1923	"oats"
9	11	4165	"R3"	1923	"oats"
10	11	4110	"R3"	1923	"oats"
11	11	4235	"R3"	1923	"oats"
12	11	4160	"R3"	1923	"oats"
13	11	3930	"R3"	1923	"oats"
14	11	3515	"R3"	1923	"oats"
15	11	3275	"R3"	1923	"oats"
16	11	3275	"R3"	1923	"oats"
17	11	3065	"R3"	1923	"oats"
18	11	3175	"R3"	1923	"oats"
19	11	3340	"R3"	1923	"oats"
20	11	3405	"R3"	1923	"oats"
21	11	3875	"R3"	1923	"oats"
22	11	4345	"R3"	1923	"oats"
23	11	3875	"R3"	1923	"oats"
24	11	3940	"R3"	1923	"oats"
25	11	4275	"R3"	1923	"oats"
26	11	4280	"R3"	1923	"oats"
27	11	4330	"R3"	1923	"oats"
28	11	4630	"R3"	1923	"oats"
29	11	4300	"R3"	1923	"oats"
30	11	4550	"R3"	1923	"oats"
31	11	4425	"R3"	1923	"oats"
32	11	4280	"R3"	1923	"oats"
33	11	4010	"R3"	1923	"oats"
34	11	4065	"R3"	1923	"oats"
