"year"	"row"	"col"	"yield"
"1927"	15	5	193
"1927"	16	5	178
"1927"	17	5	187
"1927"	18	5	203
"1927"	19	5	177
"1927"	20	5	187
"1927"	21	5	204
"1927"	22	5	181
"1927"	7	6	170
"1927"	8	6	182
"1927"	9	6	186
"1927"	10	6	181
"1927"	11	6	162
"1927"	12	6	158
"1927"	13	6	171
"1927"	14	6	180
"1927"	15	6	194
"1927"	16	6	172
"1927"	17	6	176
"1927"	18	6	193
"1927"	19	6	187
"1927"	20	6	188
"1927"	21	6	183
"1927"	23	6	178
"1927"	24	6	174
"1927"	25	6	163
"1927"	26	6	136
"1927"	27	6	118
"1927"	11	7	161
"1927"	12	7	159
"1927"	13	7	172
"1927"	14	7	166
"1927"	15	7	168
"1927"	16	7	159
"1927"	17	7	163
"1927"	18	7	152
"1927"	19	7	185
"1927"	20	7	168
"1927"	21	7	205
"1927"	22	7	185
"1927"	23	7	209
"1927"	24	7	197
"1927"	25	7	184
"1927"	26	7	179
"1927"	27	7	160
"1927"	16	8	180
"1927"	17	8	191
"1927"	18	8	193
"1927"	19	8	171
"1927"	20	8	187
"1927"	21	8	214
"1927"	22	8	210
"1927"	23	8	201
"1927"	24	8	173
"1927"	25	8	156
"1927"	26	8	187
"1927"	1	9	138
"1927"	2	9	165
"1927"	3	9	156
"1927"	4	9	192
"1927"	5	9	184
"1927"	6	9	206
"1927"	7	9	203
"1927"	8	9	139
"1927"	9	9	179
"1927"	10	9	189
"1927"	11	9	187
"1927"	12	9	157
"1927"	1	10	159
"1927"	2	10	188
"1927"	3	10	204
"1927"	4	10	210
"1927"	5	10	169
"1927"	6	10	184
"1927"	7	10	173
"1927"	8	10	145
"1927"	9	10	160
"1927"	10	10	157
"1927"	11	10	199
"1927"	12	10	209
"1927"	13	10	183
"1927"	14	10	165
"1927"	15	10	188
"1927"	16	10	178
"1927"	17	10	188
"1927"	18	10	191
"1927"	19	10	181
"1927"	20	10	168
"1927"	21	10	198
"1927"	22	10	219
"1927"	23	10	216
"1927"	24	10	162
"1927"	25	10	172
"1927"	26	10	168
"1927"	27	10	152
