"yield"	"rep"	"gen"	"env"	"year"	"loc"
3589	"R2"	"Chip"	"G80"	"80"	"Geneseo"
4261	"R2"	"Hodg"	"G80"	"80"	"Geneseo"
3517	"R2"	"S200"	"G80"	"80"	"Geneseo"
4141	"R2"	"Cors"	"G80"	"80"	"Geneseo"
3382	"R2"	"Well"	"G80"	"80"	"Geneseo"
3395	"R2"	"Evan"	"L80"	"80"	"Lockport"
3653	"R2"	"Wilk"	"L80"	"80"	"Lockport"
3299	"R2"	"Chip"	"L80"	"80"	"Lockport"
3488	"R2"	"Hodg"	"L80"	"80"	"Lockport"
3886	"R2"	"S200"	"L80"	"80"	"Lockport"
3648	"R2"	"Cors"	"L80"	"80"	"Lockport"
2804	"R2"	"Well"	"L80"	"80"	"Lockport"
2072	"R2"	"Evan"	"D80"	"80"	"Riverhead"
1701	"R2"	"Wilk"	"D80"	"80"	"Riverhead"
1488	"R2"	"Chip"	"D80"	"80"	"Riverhead"
2615	"R2"	"Hodg"	"D80"	"80"	"Riverhead"
1766	"R2"	"S200"	"D80"	"80"	"Riverhead"
3013	"R2"	"Cors"	"D80"	"80"	"Riverhead"
1117	"R2"	"Well"	"D80"	"80"	"Riverhead"
1841	"R2"	"Evan"	"R80"	"80"	"Romulus"
1810	"R2"	"Wilk"	"R80"	"80"	"Romulus"
2547	"R2"	"Chip"	"R80"	"80"	"Romulus"
2874	"R2"	"Hodg"	"R80"	"80"	"Romulus"
2077	"R2"	"S200"	"R80"	"80"	"Romulus"
1981	"R2"	"Cors"	"R80"	"80"	"Romulus"
2446	"R2"	"Well"	"R80"	"80"	"Romulus"
2014	"R2"	"Evan"	"V80"	"80"	"Valatie"
1699	"R2"	"Wilk"	"V80"	"80"	"Valatie"
2040	"R2"	"Chip"	"V80"	"80"	"Valatie"
1884	"R2"	"Hodg"	"V80"	"80"	"Valatie"
1709	"R2"	"S200"	"V80"	"80"	"Valatie"
2264	"R2"	"Cors"	"V80"	"80"	"Valatie"
1484	"R2"	"Well"	"V80"	"80"	"Valatie"
3317	"R2"	"Evan"	"A81"	"81"	"Aurora"
2744	"R2"	"Wilk"	"A81"	"81"	"Aurora"
2652	"R2"	"Chip"	"A81"	"81"	"Aurora"
2755	"R2"	"Hodg"	"A81"	"81"	"Aurora"
3218	"R2"	"S200"	"A81"	"81"	"Aurora"
3085	"R2"	"Cors"	"A81"	"81"	"Aurora"
2921	"R2"	"Well"	"A81"	"81"	"Aurora"
2956	"R2"	"Evan"	"C81"	"81"	"Chazy"
3001	"R2"	"Wilk"	"C81"	"81"	"Chazy"
2051	"R2"	"Chip"	"C81"	"81"	"Chazy"
2341	"R2"	"Hodg"	"C81"	"81"	"Chazy"
1780	"R2"	"S200"	"C81"	"81"	"Chazy"
2829	"R2"	"Cors"	"C81"	"81"	"Chazy"
1804	"R2"	"Well"	"C81"	"81"	"Chazy"
3387	"R2"	"Evan"	"G81"	"81"	"Geneseo"
3007	"R2"	"Wilk"	"G81"	"81"	"Geneseo"
3351	"R2"	"Chip"	"G81"	"81"	"Geneseo"
3546	"R2"	"Hodg"	"G81"	"81"	"Geneseo"
3642	"R2"	"S200"	"G81"	"81"	"Geneseo"
3844	"R2"	"Cors"	"G81"	"81"	"Geneseo"
2991	"R2"	"Well"	"G81"	"81"	"Geneseo"
2852	"R2"	"Evan"	"L81"	"81"	"Lockport"
2862	"R2"	"Wilk"	"L81"	"81"	"Lockport"
2600	"R2"	"Chip"	"L81"	"81"	"Lockport"
3132	"R2"	"Hodg"	"L81"	"81"	"Lockport"
2639	"R2"	"S200"	"L81"	"81"	"Lockport"
2389	"R2"	"Cors"	"L81"	"81"	"Lockport"
2524	"R2"	"Well"	"L81"	"81"	"Lockport"
2870	"R2"	"Evan"	"D81"	"81"	"Riverhead"
1997	"R2"	"Wilk"	"D81"	"81"	"Riverhead"
2148	"R2"	"Chip"	"D81"	"81"	"Riverhead"
3321	"R2"	"Hodg"	"D81"	"81"	"Riverhead"
1954	"R2"	"S200"	"D81"	"81"	"Riverhead"
2966	"R2"	"Cors"	"D81"	"81"	"Riverhead"
3400	"R2"	"Well"	"D81"	"81"	"Riverhead"
2348	"R2"	"Evan"	"R81"	"81"	"Romulus"
1426	"R2"	"Wilk"	"R81"	"81"	"Romulus"
2686	"R2"	"Chip"	"R81"	"81"	"Romulus"
3028	"R2"	"Hodg"	"R81"	"81"	"Romulus"
2500	"R2"	"S200"	"R81"	"81"	"Romulus"
3125	"R2"	"Cors"	"R81"	"81"	"Romulus"
2944	"R2"	"Well"	"R81"	"81"	"Romulus"
2871	"R2"	"Evan"	"V81"	"81"	"Valatie"
3595	"R2"	"Wilk"	"V81"	"81"	"Valatie"
2525	"R2"	"Chip"	"V81"	"81"	"Valatie"
2455	"R2"	"Hodg"	"V81"	"81"	"Valatie"
2141	"R2"	"S200"	"V81"	"81"	"Valatie"
2549	"R2"	"Cors"	"V81"	"81"	"Valatie"
2603	"R2"	"Well"	"V81"	"81"	"Valatie"
2380	"R2"	"Evan"	"A82"	"82"	"Aurora"
2051	"R2"	"Wilk"	"A82"	"82"	"Aurora"
1877	"R2"	"Chip"	"A82"	"82"	"Aurora"
2190	"R2"	"Hodg"	"A82"	"82"	"Aurora"
2644	"R2"	"S200"	"A82"	"82"	"Aurora"
2276	"R2"	"Cors"	"A82"	"82"	"Aurora"
1958	"R2"	"Well"	"A82"	"82"	"Aurora"
2732	"R2"	"Evan"	"L82"	"82"	"Lockport"
2237	"R2"	"Wilk"	"L82"	"82"	"Lockport"
2663	"R2"	"Chip"	"L82"	"82"	"Lockport"
2728	"R2"	"Hodg"	"L82"	"82"	"Lockport"
3145	"R2"	"S200"	"L82"	"82"	"Lockport"
3204	"R2"	"Cors"	"L82"	"82"	"Lockport"
2646	"R2"	"Well"	"L82"	"82"	"Lockport"
3589	"R2"	"Evan"	"G82"	"82"	"Geneseo"
3354	"R2"	"Wilk"	"G82"	"82"	"Geneseo"
2894	"R2"	"Chip"	"G82"	"82"	"Geneseo"
3836	"R2"	"Hodg"	"G82"	"82"	"Geneseo"
3017	"R2"	"S200"	"G82"	"82"	"Geneseo"
3786	"R2"	"Cors"	"G82"	"82"	"Geneseo"
3496	"R2"	"Well"	"G82"	"82"	"Geneseo"
2997	"R2"	"Evan"	"V82"	"82"	"Valatie"
2092	"R2"	"Wilk"	"V82"	"82"	"Valatie"
815	"R2"	"Chip"	"V82"	"82"	"Valatie"
1650	"R2"	"Hodg"	"V82"	"82"	"Valatie"
1126	"R2"	"S200"	"V82"	"82"	"Valatie"
1443	"R2"	"Cors"	"V82"	"82"	"Valatie"
1151	"R2"	"Well"	"V82"	"82"	"Valatie"
1789	"R2"	"Evan"	"A83"	"83"	"Aurora"
2880	"R2"	"Wilk"	"A83"	"83"	"Aurora"
1867	"R2"	"Chip"	"A83"	"83"	"Aurora"
1945	"R2"	"Hodg"	"A83"	"83"	"Aurora"
2049	"R2"	"S200"	"A83"	"83"	"Aurora"
2216	"R2"	"Cors"	"A83"	"83"	"Aurora"
1996	"R2"	"Well"	"A83"	"83"	"Aurora"
918	"R2"	"Evan"	"I83"	"83"	"Itica"
1050	"R2"	"Wilk"	"I83"	"83"	"Itica"
1439	"R2"	"Chip"	"I83"	"83"	"Itica"
1605	"R2"	"Hodg"	"I83"	"83"	"Itica"
2028	"R2"	"S200"	"I83"	"83"	"Itica"
2019	"R2"	"Cors"	"I83"	"83"	"Itica"
1581	"R2"	"Well"	"I83"	"83"	"Itica"
4327	"R2"	"Evan"	"G83"	"83"	"Geneseo"
4106	"R2"	"Wilk"	"G83"	"83"	"Geneseo"
3755	"R2"	"Chip"	"G83"	"83"	"Geneseo"
4253	"R2"	"Hodg"	"G83"	"83"	"Geneseo"
3126	"R2"	"S200"	"G83"	"83"	"Geneseo"
4843	"R2"	"Cors"	"G83"	"83"	"Geneseo"
3495	"R2"	"Well"	"G83"	"83"	"Geneseo"
3148	"R2"	"Evan"	"A84"	"84"	"Aurora"
2762	"R2"	"Wilk"	"A84"	"84"	"Aurora"
3063	"R2"	"Chip"	"A84"	"84"	"Aurora"
3855	"R2"	"Hodg"	"A84"	"84"	"Aurora"
3514	"R2"	"S200"	"A84"	"84"	"Aurora"
3490	"R2"	"Cors"	"A84"	"84"	"Aurora"
4060	"R2"	"Well"	"A84"	"84"	"Aurora"
3136	"R2"	"Evan"	"N84"	"84"	"Canton"
2593	"R2"	"Wilk"	"N84"	"84"	"Canton"
2193	"R2"	"Chip"	"N84"	"84"	"Canton"
3461	"R2"	"Hodg"	"N84"	"84"	"Canton"
3337	"R2"	"S200"	"N84"	"84"	"Canton"
3391	"R2"	"Cors"	"N84"	"84"	"Canton"
2688	"R2"	"Well"	"N84"	"84"	"Canton"
3508	"R2"	"Evan"	"C84"	"84"	"Chazy"
2376	"R2"	"Wilk"	"C84"	"84"	"Chazy"
2654	"R2"	"Chip"	"C84"	"84"	"Chazy"
3305	"R2"	"Hodg"	"C84"	"84"	"Chazy"
2422	"R2"	"S200"	"C84"	"84"	"Chazy"
2821	"R2"	"Cors"	"C84"	"84"	"Chazy"
2882	"R2"	"Well"	"C84"	"84"	"Chazy"
2041	"R2"	"Evan"	"I84"	"84"	"Itica"
1845	"R2"	"Wilk"	"I84"	"84"	"Itica"
1922	"R2"	"Chip"	"I84"	"84"	"Itica"
2224	"R2"	"Hodg"	"I84"	"84"	"Itica"
2258	"R2"	"S200"	"I84"	"84"	"Itica"
2241	"R2"	"Cors"	"I84"	"84"	"Itica"
1667	"R2"	"Well"	"I84"	"84"	"Itica"
3818	"R2"	"Evan"	"G84"	"84"	"Geneseo"
3298	"R2"	"Wilk"	"G84"	"84"	"Geneseo"
3915	"R2"	"Chip"	"G84"	"84"	"Geneseo"
4166	"R2"	"Hodg"	"G84"	"84"	"Geneseo"
3977	"R2"	"S200"	"G84"	"84"	"Geneseo"
4416	"R2"	"Cors"	"G84"	"84"	"Geneseo"
3338	"R2"	"Well"	"G84"	"84"	"Geneseo"
1418	"R2"	"Evan"	"A85"	"85"	"Aurora"
962	"R2"	"Wilk"	"A85"	"85"	"Aurora"
867	"R2"	"Chip"	"A85"	"85"	"Aurora"
1212	"R2"	"Hodg"	"A85"	"85"	"Aurora"
1465	"R2"	"S200"	"A85"	"85"	"Aurora"
983	"R2"	"Cors"	"A85"	"85"	"Aurora"
1090	"R2"	"Well"	"A85"	"85"	"Aurora"
1997	"R2"	"Evan"	"N85"	"85"	"Canton"
1287	"R2"	"Wilk"	"N85"	"85"	"Canton"
2275	"R2"	"Chip"	"N85"	"85"	"Canton"
2727	"R2"	"Hodg"	"N85"	"85"	"Canton"
2258	"R2"	"S200"	"N85"	"85"	"Canton"
2313	"R2"	"Cors"	"N85"	"85"	"Canton"
2922	"R2"	"Well"	"N85"	"85"	"Canton"
3398	"R2"	"Evan"	"C85"	"85"	"Chazy"
2882	"R2"	"Wilk"	"C85"	"85"	"Chazy"
2468	"R2"	"Chip"	"C85"	"85"	"Chazy"
3048	"R2"	"Hodg"	"C85"	"85"	"Chazy"
2933	"R2"	"S200"	"C85"	"85"	"Chazy"
2792	"R2"	"Cors"	"C85"	"85"	"Chazy"
2006	"R2"	"Well"	"C85"	"85"	"Chazy"
1957	"R2"	"Evan"	"I85"	"85"	"Itica"
1534	"R2"	"Wilk"	"I85"	"85"	"Itica"
1405	"R2"	"Chip"	"I85"	"85"	"Itica"
1955	"R2"	"Hodg"	"I85"	"85"	"Itica"
1404	"R2"	"S200"	"I85"	"85"	"Itica"
1967	"R2"	"Cors"	"I85"	"85"	"Itica"
1656	"R2"	"Well"	"I85"	"85"	"Itica"
3085	"R2"	"Evan"	"G85"	"85"	"Geneseo"
2839	"R2"	"Wilk"	"G85"	"85"	"Geneseo"
2560	"R2"	"Chip"	"G85"	"85"	"Geneseo"
3208	"R2"	"Hodg"	"G85"	"85"	"Geneseo"
2911	"R2"	"S200"	"G85"	"85"	"Geneseo"
3250	"R2"	"Cors"	"G85"	"85"	"Geneseo"
3119	"R2"	"Well"	"G85"	"85"	"Geneseo"
3640	"R2"	"Evan"	"A86"	"86"	"Aurora"
2366	"R2"	"Wilk"	"A86"	"86"	"Aurora"
2334	"R2"	"Chip"	"A86"	"86"	"Aurora"
2862	"R2"	"Hodg"	"A86"	"86"	"Aurora"
3298	"R2"	"S200"	"A86"	"86"	"Aurora"
3647	"R2"	"Cors"	"A86"	"86"	"Aurora"
3641	"R2"	"Well"	"A86"	"86"	"Aurora"
2560	"R2"	"Evan"	"C86"	"86"	"Chazy"
2359	"R2"	"Wilk"	"C86"	"86"	"Chazy"
2134	"R2"	"Chip"	"C86"	"86"	"Chazy"
2432	"R2"	"Hodg"	"C86"	"86"	"Chazy"
1500	"R2"	"S200"	"C86"	"86"	"Chazy"
1840	"R2"	"Cors"	"C86"	"86"	"Chazy"
1943	"R2"	"Well"	"C86"	"86"	"Chazy"
4038	"R2"	"Evan"	"G86"	"86"	"Geneseo"
4261	"R2"	"Wilk"	"G86"	"86"	"Geneseo"
3174	"R2"	"Chip"	"G86"	"86"	"Geneseo"
3507	"R2"	"Hodg"	"G86"	"86"	"Geneseo"
3405	"R2"	"S200"	"G86"	"86"	"Geneseo"
1873	"R2"	"Cors"	"G86"	"86"	"Geneseo"
3307	"R2"	"Well"	"G86"	"86"	"Geneseo"
2642	"R2"	"Evan"	"E86"	"86"	"Etna"
2010	"R2"	"Wilk"	"E86"	"86"	"Etna"
2711	"R2"	"Chip"	"E86"	"86"	"Etna"
3070	"R2"	"Hodg"	"E86"	"86"	"Etna"
2964	"R2"	"S200"	"E86"	"86"	"Etna"
3393	"R2"	"Cors"	"E86"	"86"	"Etna"
3289	"R2"	"Well"	"E86"	"86"	"Etna"
2546	"R2"	"Evan"	"N86"	"86"	"Canton"
2658	"R2"	"Wilk"	"N86"	"86"	"Canton"
1796	"R2"	"Chip"	"N86"	"86"	"Canton"
2715	"R2"	"Hodg"	"N86"	"86"	"Canton"
1675	"R2"	"S200"	"N86"	"86"	"Canton"
2035	"R2"	"Cors"	"N86"	"86"	"Canton"
1999	"R2"	"Well"	"N86"	"86"	"Canton"
2347	"R2"	"Evan"	"A87"	"87"	"Aurora"
1758	"R2"	"Wilk"	"A87"	"87"	"Aurora"
2454	"R2"	"Chip"	"A87"	"87"	"Aurora"
2839	"R2"	"Hodg"	"A87"	"87"	"Aurora"
2680	"R2"	"S200"	"A87"	"87"	"Aurora"
3192	"R2"	"Cors"	"A87"	"87"	"Aurora"
2885	"R2"	"Well"	"A87"	"87"	"Aurora"
2312	"R2"	"Evan"	"N87"	"87"	"Canton"
2394	"R2"	"Wilk"	"N87"	"87"	"Canton"
2322	"R2"	"Chip"	"N87"	"87"	"Canton"
2368	"R2"	"Hodg"	"N87"	"87"	"Canton"
2674	"R2"	"S200"	"N87"	"87"	"Canton"
2467	"R2"	"Cors"	"N87"	"87"	"Canton"
2363	"R2"	"Well"	"N87"	"87"	"Canton"
3354	"R2"	"Evan"	"C87"	"87"	"Chazy"
2909	"R2"	"Wilk"	"C87"	"87"	"Chazy"
2313	"R2"	"Chip"	"C87"	"87"	"Chazy"
2467	"R2"	"Hodg"	"C87"	"87"	"Chazy"
1220	"R2"	"S200"	"C87"	"87"	"Chazy"
1324	"R2"	"Cors"	"C87"	"87"	"Chazy"
1630	"R2"	"Well"	"C87"	"87"	"Chazy"
2303	"R2"	"Evan"	"E87"	"87"	"Etna"
2075	"R2"	"Wilk"	"E87"	"87"	"Etna"
2718	"R2"	"Chip"	"E87"	"87"	"Etna"
3022	"R2"	"Hodg"	"E87"	"87"	"Etna"
2128	"R2"	"S200"	"E87"	"87"	"Etna"
2342	"R2"	"Cors"	"E87"	"87"	"Etna"
2507	"R2"	"Well"	"E87"	"87"	"Etna"
2854	"R2"	"Evan"	"G87"	"87"	"Geneseo"
3467	"R2"	"Wilk"	"G87"	"87"	"Geneseo"
3285	"R2"	"Chip"	"G87"	"87"	"Geneseo"
3413	"R2"	"Hodg"	"G87"	"87"	"Geneseo"
3367	"R2"	"S200"	"G87"	"87"	"Geneseo"
2343	"R2"	"Cors"	"G87"	"87"	"Geneseo"
3403	"R2"	"Well"	"G87"	"87"	"Geneseo"
3290	"R2"	"Evan"	"A88"	"88"	"Aurora"
2720	"R2"	"Wilk"	"A88"	"88"	"Aurora"
3143	"R2"	"Chip"	"A88"	"88"	"Aurora"
3148	"R2"	"Hodg"	"A88"	"88"	"Aurora"
3711	"R2"	"S200"	"A88"	"88"	"Aurora"
2623	"R2"	"Cors"	"A88"	"88"	"Aurora"
2551	"R2"	"Well"	"A88"	"88"	"Aurora"
3742	"R2"	"Evan"	"N88"	"88"	"Canton"
3170	"R2"	"Wilk"	"N88"	"88"	"Canton"
2877	"R2"	"Chip"	"N88"	"88"	"Canton"
3684	"R2"	"Hodg"	"N88"	"88"	"Canton"
3176	"R2"	"S200"	"N88"	"88"	"Canton"
3624	"R2"	"Cors"	"N88"	"88"	"Canton"
3659	"R2"	"Well"	"N88"	"88"	"Canton"
3726	"R2"	"Evan"	"C88"	"88"	"Chazy"
3605	"R2"	"Wilk"	"C88"	"88"	"Chazy"
3300	"R2"	"Chip"	"C88"	"88"	"Chazy"
3361	"R2"	"Hodg"	"C88"	"88"	"Chazy"
2920	"R2"	"S200"	"C88"	"88"	"Chazy"
3503	"R2"	"Cors"	"C88"	"88"	"Chazy"
2783	"R2"	"Well"	"C88"	"88"	"Chazy"
3186	"R2"	"Evan"	"E88"	"88"	"Etna"
2567	"R2"	"Wilk"	"E88"	"88"	"Etna"
2171	"R2"	"Chip"	"E88"	"88"	"Etna"
2691	"R2"	"Hodg"	"E88"	"88"	"Etna"
2467	"R2"	"S200"	"E88"	"88"	"Etna"
2527	"R2"	"Cors"	"E88"	"88"	"Etna"
2772	"R2"	"Well"	"E88"	"88"	"Etna"
5165	"R2"	"Evan"	"G88"	"88"	"Geneseo"
4650	"R2"	"Wilk"	"G88"	"88"	"Geneseo"
4372	"R2"	"Chip"	"G88"	"88"	"Geneseo"
4632	"R2"	"Hodg"	"G88"	"88"	"Geneseo"
4756	"R2"	"S200"	"G88"	"88"	"Geneseo"
4941	"R2"	"Cors"	"G88"	"88"	"Geneseo"
3509	"R2"	"Well"	"G88"	"88"	"Geneseo"
2593	"R3"	"Evan"	"A77"	"77"	"Aurora"
2454	"R3"	"Wilk"	"A77"	"77"	"Aurora"
2191	"R3"	"Chip"	"A77"	"77"	"Aurora"
2994	"R3"	"Hodg"	"A77"	"77"	"Aurora"
3097	"R3"	"S200"	"A77"	"77"	"Aurora"
3265	"R3"	"Cors"	"A77"	"77"	"Aurora"
2432	"R3"	"Well"	"A77"	"77"	"Aurora"
3218	"R3"	"Evan"	"C77"	"77"	"Chazy"
2747	"R3"	"Wilk"	"C77"	"77"	"Chazy"
1307	"R3"	"Chip"	"C77"	"77"	"Chazy"
2203	"R3"	"Hodg"	"C77"	"77"	"Chazy"
1115	"R3"	"S200"	"C77"	"77"	"Chazy"
1864	"R3"	"Cors"	"C77"	"77"	"Chazy"
912	"R3"	"Well"	"C77"	"77"	"Chazy"
2466	"R3"	"Evan"	"V77"	"77"	"Valatie"
1123	"R3"	"Wilk"	"V77"	"77"	"Valatie"
2440	"R3"	"Chip"	"V77"	"77"	"Valatie"
2473	"R3"	"Hodg"	"V77"	"77"	"Valatie"
3337	"R3"	"S200"	"V77"	"77"	"Valatie"
2719	"R3"	"Cors"	"V77"	"77"	"Valatie"
2327	"R3"	"Well"	"V77"	"77"	"Valatie"
1490	"R3"	"Evan"	"V78"	"78"	"Valatie"
1263	"R3"	"Wilk"	"V78"	"78"	"Valatie"
1389	"R3"	"Chip"	"V78"	"78"	"Valatie"
1459	"R3"	"Hodg"	"V78"	"78"	"Valatie"
2162	"R3"	"S200"	"V78"	"78"	"Valatie"
1565	"R3"	"Cors"	"V78"	"78"	"Valatie"
1295	"R3"	"Well"	"V78"	"78"	"Valatie"
3046	"R3"	"Evan"	"A79"	"79"	"Aurora"
2289	"R3"	"Wilk"	"A79"	"79"	"Aurora"
2590	"R3"	"Chip"	"A79"	"79"	"Aurora"
2790	"R3"	"Hodg"	"A79"	"79"	"Aurora"
3367	"R3"	"S200"	"A79"	"79"	"Aurora"
2823	"R3"	"Cors"	"A79"	"79"	"Aurora"
2654	"R3"	"Well"	"A79"	"79"	"Aurora"
2658	"R3"	"Evan"	"C79"	"79"	"Chazy"
2619	"R3"	"Wilk"	"C79"	"79"	"Chazy"
1787	"R3"	"Chip"	"C79"	"79"	"Chazy"
1999	"R3"	"Hodg"	"C79"	"79"	"Chazy"
1296	"R3"	"S200"	"C79"	"79"	"Chazy"
1467	"R3"	"Cors"	"C79"	"79"	"Chazy"
1167	"R3"	"Well"	"C79"	"79"	"Chazy"
2369	"R3"	"Evan"	"G79"	"79"	"Geneseo"
2440	"R3"	"Wilk"	"G79"	"79"	"Geneseo"
2382	"R3"	"Chip"	"G79"	"79"	"Geneseo"
2906	"R3"	"Hodg"	"G79"	"79"	"Geneseo"
1674	"R3"	"Evan"	"R79"	"79"	"Romulus"
1839	"R3"	"Wilk"	"R79"	"79"	"Romulus"
1576	"R3"	"Chip"	"R79"	"79"	"Romulus"
2203	"R3"	"Hodg"	"R79"	"79"	"Romulus"
2165	"R3"	"S200"	"R79"	"79"	"Romulus"
2155	"R3"	"Cors"	"R79"	"79"	"Romulus"
2223	"R3"	"Well"	"R79"	"79"	"Romulus"
1013	"R3"	"Evan"	"V79"	"79"	"Valatie"
381	"R3"	"Wilk"	"V79"	"79"	"Valatie"
1390	"R3"	"Chip"	"V79"	"79"	"Valatie"
1646	"R3"	"Hodg"	"V79"	"79"	"Valatie"
1932	"R3"	"S200"	"V79"	"79"	"Valatie"
1463	"R3"	"Cors"	"V79"	"79"	"Valatie"
2079	"R3"	"Well"	"V79"	"79"	"Valatie"
3020	"R3"	"Evan"	"A80"	"80"	"Aurora"
3130	"R3"	"Wilk"	"A80"	"80"	"Aurora"
2449	"R3"	"Chip"	"A80"	"80"	"Aurora"
3485	"R3"	"Hodg"	"A80"	"80"	"Aurora"
2366	"R3"	"S200"	"A80"	"80"	"Aurora"
3523	"R3"	"Cors"	"A80"	"80"	"Aurora"
2023	"R3"	"Well"	"A80"	"80"	"Aurora"
2991	"R3"	"Evan"	"C80"	"80"	"Chazy"
3305	"R3"	"Wilk"	"C80"	"80"	"Chazy"
2282	"R3"	"Chip"	"C80"	"80"	"Chazy"
2945	"R3"	"Hodg"	"C80"	"80"	"Chazy"
2231	"R3"	"S200"	"C80"	"80"	"Chazy"
2230	"R3"	"Cors"	"C80"	"80"	"Chazy"
1935	"R3"	"Well"	"C80"	"80"	"Chazy"
3041	"R3"	"Evan"	"G80"	"80"	"Geneseo"
2958	"R3"	"Wilk"	"G80"	"80"	"Geneseo"
3565	"R3"	"Chip"	"G80"	"80"	"Geneseo"
4389	"R3"	"Hodg"	"G80"	"80"	"Geneseo"
3702	"R3"	"S200"	"G80"	"80"	"Geneseo"
4788	"R3"	"Cors"	"G80"	"80"	"Geneseo"
3147	"R3"	"Well"	"G80"	"80"	"Geneseo"
1866	"R3"	"Evan"	"D80"	"80"	"Riverhead"
1483	"R3"	"Wilk"	"D80"	"80"	"Riverhead"
1747	"R3"	"Chip"	"D80"	"80"	"Riverhead"
1829	"R3"	"Hodg"	"D80"	"80"	"Riverhead"
1798	"R3"	"S200"	"D80"	"80"	"Riverhead"
2816	"R3"	"Cors"	"D80"	"80"	"Riverhead"
1385	"R3"	"Well"	"D80"	"80"	"Riverhead"
2193	"R3"	"Evan"	"R80"	"80"	"Romulus"
1698	"R3"	"Wilk"	"R80"	"80"	"Romulus"
2180	"R3"	"Chip"	"R80"	"80"	"Romulus"
2942	"R3"	"Hodg"	"R80"	"80"	"Romulus"
2736	"R3"	"S200"	"R80"	"80"	"Romulus"
2565	"R3"	"Cors"	"R80"	"80"	"Romulus"
2189	"R3"	"Well"	"R80"	"80"	"Romulus"
3078	"R3"	"Evan"	"V80"	"80"	"Valatie"
2128	"R3"	"Wilk"	"V80"	"80"	"Valatie"
1807	"R3"	"Chip"	"V80"	"80"	"Valatie"
1658	"R3"	"Hodg"	"V80"	"80"	"Valatie"
1188	"R3"	"S200"	"V80"	"80"	"Valatie"
2595	"R3"	"Cors"	"V80"	"80"	"Valatie"
1740	"R3"	"Well"	"V80"	"80"	"Valatie"
3214	"R3"	"Evan"	"A81"	"81"	"Aurora"
2664	"R3"	"Wilk"	"A81"	"81"	"Aurora"
2731	"R3"	"Chip"	"A81"	"81"	"Aurora"
2701	"R3"	"Hodg"	"A81"	"81"	"Aurora"
2421	"R3"	"S200"	"A81"	"81"	"Aurora"
3017	"R3"	"Cors"	"A81"	"81"	"Aurora"
3257	"R3"	"Well"	"A81"	"81"	"Aurora"
3098	"R3"	"Evan"	"C81"	"81"	"Chazy"
3094	"R3"	"Wilk"	"C81"	"81"	"Chazy"
1966	"R3"	"Chip"	"C81"	"81"	"Chazy"
2414	"R3"	"Hodg"	"C81"	"81"	"Chazy"
1379	"R3"	"S200"	"C81"	"81"	"Chazy"
1409	"R3"	"Cors"	"C81"	"81"	"Chazy"
1618	"R3"	"Well"	"C81"	"81"	"Chazy"
3694	"R3"	"Evan"	"G81"	"81"	"Geneseo"
3520	"R3"	"Wilk"	"G81"	"81"	"Geneseo"
3265	"R3"	"Chip"	"G81"	"81"	"Geneseo"
4165	"R3"	"Hodg"	"G81"	"81"	"Geneseo"
2839	"R3"	"S200"	"G81"	"81"	"Geneseo"
4289	"R3"	"Cors"	"G81"	"81"	"Geneseo"
3783	"R3"	"Well"	"G81"	"81"	"Geneseo"
2965	"R3"	"Evan"	"L81"	"81"	"Lockport"
2409	"R3"	"Wilk"	"L81"	"81"	"Lockport"
2673	"R3"	"Chip"	"L81"	"81"	"Lockport"
2977	"R3"	"Hodg"	"L81"	"81"	"Lockport"
2520	"R3"	"S200"	"L81"	"81"	"Lockport"
2710	"R3"	"Cors"	"L81"	"81"	"Lockport"
3144	"R3"	"Well"	"L81"	"81"	"Lockport"
2642	"R3"	"Evan"	"D81"	"81"	"Riverhead"
2016	"R3"	"Wilk"	"D81"	"81"	"Riverhead"
2395	"R3"	"Chip"	"D81"	"81"	"Riverhead"
3358	"R3"	"Hodg"	"D81"	"81"	"Riverhead"
2919	"R3"	"S200"	"D81"	"81"	"Riverhead"
2212	"R3"	"Cors"	"D81"	"81"	"Riverhead"
1983	"R3"	"Well"	"D81"	"81"	"Riverhead"
1968	"R3"	"Evan"	"R81"	"81"	"Romulus"
1091	"R3"	"Wilk"	"R81"	"81"	"Romulus"
2198	"R3"	"Chip"	"R81"	"81"	"Romulus"
2742	"R3"	"Hodg"	"R81"	"81"	"Romulus"
2520	"R3"	"S200"	"R81"	"81"	"Romulus"
2825	"R3"	"Cors"	"R81"	"81"	"Romulus"
2428	"R3"	"Well"	"R81"	"81"	"Romulus"
3206	"R3"	"Evan"	"V81"	"81"	"Valatie"
3272	"R3"	"Wilk"	"V81"	"81"	"Valatie"
2265	"R3"	"Chip"	"V81"	"81"	"Valatie"
2404	"R3"	"Hodg"	"V81"	"81"	"Valatie"
2230	"R3"	"S200"	"V81"	"81"	"Valatie"
2346	"R3"	"Cors"	"V81"	"81"	"Valatie"
2286	"R3"	"Well"	"V81"	"81"	"Valatie"
1938	"R3"	"Evan"	"A82"	"82"	"Aurora"
2112	"R3"	"Wilk"	"A82"	"82"	"Aurora"
1888	"R3"	"Chip"	"A82"	"82"	"Aurora"
2122	"R3"	"Hodg"	"A82"	"82"	"Aurora"
2281	"R3"	"S200"	"A82"	"82"	"Aurora"
2726	"R3"	"Cors"	"A82"	"82"	"Aurora"
2446	"R3"	"Well"	"A82"	"82"	"Aurora"
