"energy"	"weight"	"gen"	"rod"	"damage"	"count"
"E2"	"W2"	"G5"	"R5"	"D2"	2
"E2"	"W2"	"G5"	"R6"	"D2"	1
"E2"	"W2"	"G5"	"R7"	"D2"	1
"E2"	"W2"	"G5"	"R8"	"D2"	1
"E2"	"W2"	"G6"	"R1"	"D2"	12
"E2"	"W2"	"G6"	"R2"	"D2"	6
"E2"	"W2"	"G6"	"R3"	"D2"	13
"E2"	"W2"	"G6"	"R4"	"D2"	14
"E2"	"W2"	"G6"	"R5"	"D2"	8
"E2"	"W2"	"G6"	"R6"	"D2"	1
"E2"	"W2"	"G6"	"R7"	"D2"	5
"E2"	"W2"	"G6"	"R8"	"D2"	1
"E2"	"W3"	"G1"	"R1"	"D2"	7
"E2"	"W3"	"G1"	"R2"	"D2"	15
"E2"	"W3"	"G1"	"R3"	"D2"	11
"E2"	"W3"	"G1"	"R4"	"D2"	2
"E2"	"W3"	"G1"	"R5"	"D2"	0
"E2"	"W3"	"G1"	"R6"	"D2"	10
"E2"	"W3"	"G1"	"R7"	"D2"	4
"E2"	"W3"	"G1"	"R8"	"D2"	1
"E2"	"W3"	"G2"	"R1"	"D2"	7
"E2"	"W3"	"G2"	"R2"	"D2"	12
"E2"	"W3"	"G2"	"R3"	"D2"	6
"E2"	"W3"	"G2"	"R4"	"D2"	7
"E2"	"W3"	"G2"	"R5"	"D2"	11
"E2"	"W3"	"G2"	"R6"	"D2"	6
"E2"	"W3"	"G2"	"R7"	"D2"	3
"E2"	"W3"	"G2"	"R8"	"D2"	7
"E2"	"W3"	"G3"	"R1"	"D2"	3
"E2"	"W3"	"G3"	"R2"	"D2"	6
"E2"	"W3"	"G3"	"R3"	"D2"	5
"E2"	"W3"	"G3"	"R4"	"D2"	0
"E2"	"W3"	"G3"	"R5"	"D2"	7
"E2"	"W3"	"G3"	"R6"	"D2"	5
"E2"	"W3"	"G3"	"R7"	"D2"	8
"E2"	"W3"	"G3"	"R8"	"D2"	6
"E2"	"W3"	"G4"	"R1"	"D2"	7
"E2"	"W3"	"G4"	"R2"	"D2"	6
"E2"	"W3"	"G4"	"R3"	"D2"	5
"E2"	"W3"	"G4"	"R4"	"D2"	1
"E2"	"W3"	"G4"	"R5"	"D2"	3
"E2"	"W3"	"G4"	"R6"	"D2"	0
"E2"	"W3"	"G4"	"R7"	"D2"	4
"E2"	"W3"	"G4"	"R8"	"D2"	0
"E2"	"W3"	"G5"	"R1"	"D2"	11
"E2"	"W3"	"G5"	"R2"	"D2"	8
"E2"	"W3"	"G5"	"R3"	"D2"	12
"E2"	"W3"	"G5"	"R4"	"D2"	6
"E2"	"W3"	"G5"	"R5"	"D2"	4
"E2"	"W3"	"G5"	"R6"	"D2"	3
"E2"	"W3"	"G5"	"R7"	"D2"	2
"E2"	"W3"	"G5"	"R8"	"D2"	2
"E2"	"W3"	"G6"	"R1"	"D2"	15
"E2"	"W3"	"G6"	"R2"	"D2"	7
"E2"	"W3"	"G6"	"R3"	"D2"	18
"E2"	"W3"	"G6"	"R4"	"D2"	10
"E2"	"W3"	"G6"	"R5"	"D2"	13
"E2"	"W3"	"G6"	"R6"	"D2"	2
"E2"	"W3"	"G6"	"R7"	"D2"	5
"E2"	"W3"	"G6"	"R8"	"D2"	1
"E1"	"W1"	"G1"	"R1"	"D3"	1
"E1"	"W1"	"G1"	"R2"	"D3"	1
"E1"	"W1"	"G1"	"R3"	"D3"	0
"E1"	"W1"	"G1"	"R4"	"D3"	6
"E1"	"W1"	"G1"	"R5"	"D3"	0
"E1"	"W1"	"G1"	"R6"	"D3"	2
"E1"	"W1"	"G1"	"R7"	"D3"	0
"E1"	"W1"	"G1"	"R8"	"D3"	0
"E1"	"W1"	"G2"	"R1"	"D3"	4
"E1"	"W1"	"G2"	"R2"	"D3"	0
"E1"	"W1"	"G2"	"R3"	"D3"	6
"E1"	"W1"	"G2"	"R4"	"D3"	11
"E1"	"W1"	"G2"	"R5"	"D3"	1
"E1"	"W1"	"G2"	"R6"	"D3"	0
"E1"	"W1"	"G2"	"R7"	"D3"	0
"E1"	"W1"	"G2"	"R8"	"D3"	0
"E1"	"W1"	"G3"	"R1"	"D3"	8
"E1"	"W1"	"G3"	"R2"	"D3"	0
"E1"	"W1"	"G3"	"R3"	"D3"	4
"E1"	"W1"	"G3"	"R4"	"D3"	6
"E1"	"W1"	"G3"	"R5"	"D3"	1
"E1"	"W1"	"G3"	"R6"	"D3"	0
"E1"	"W1"	"G3"	"R7"	"D3"	0
"E1"	"W1"	"G3"	"R8"	"D3"	0
"E1"	"W1"	"G4"	"R1"	"D3"	7
"E1"	"W1"	"G4"	"R2"	"D3"	0
"E1"	"W1"	"G4"	"R3"	"D3"	0
"E1"	"W1"	"G4"	"R4"	"D3"	4
"E1"	"W1"	"G4"	"R5"	"D3"	0
"E1"	"W1"	"G4"	"R6"	"D3"	0
"E1"	"W1"	"G4"	"R7"	"D3"	0
"E1"	"W1"	"G4"	"R8"	"D3"	0
"E1"	"W1"	"G5"	"R1"	"D3"	1
"E1"	"W1"	"G5"	"R2"	"D3"	0
"E1"	"W1"	"G5"	"R3"	"D3"	0
"E1"	"W1"	"G5"	"R4"	"D3"	0
"E1"	"W1"	"G5"	"R5"	"D3"	0
"E1"	"W1"	"G5"	"R6"	"D3"	0
"E1"	"W1"	"G5"	"R7"	"D3"	0
"E1"	"W1"	"G5"	"R8"	"D3"	0
"E1"	"W1"	"G6"	"R1"	"D3"	1
"E1"	"W1"	"G6"	"R2"	"D3"	0
"E1"	"W1"	"G6"	"R3"	"D3"	0
"E1"	"W1"	"G6"	"R4"	"D3"	1
"E1"	"W1"	"G6"	"R5"	"D3"	0
"E1"	"W1"	"G6"	"R6"	"D3"	0
"E1"	"W1"	"G6"	"R7"	"D3"	0
"E1"	"W1"	"G6"	"R8"	"D3"	0
"E1"	"W2"	"G1"	"R1"	"D3"	2
"E1"	"W2"	"G1"	"R2"	"D3"	1
"E1"	"W2"	"G1"	"R3"	"D3"	0
"E1"	"W2"	"G1"	"R4"	"D3"	6
"E1"	"W2"	"G1"	"R5"	"D3"	0
"E1"	"W2"	"G1"	"R6"	"D3"	0
"E1"	"W2"	"G1"	"R7"	"D3"	3
"E1"	"W2"	"G1"	"R8"	"D3"	0
"E1"	"W2"	"G2"	"R1"	"D3"	5
"E1"	"W2"	"G2"	"R2"	"D3"	1
"E1"	"W2"	"G2"	"R3"	"D3"	3
"E1"	"W2"	"G2"	"R4"	"D3"	11
"E1"	"W2"	"G2"	"R5"	"D3"	1
"E1"	"W2"	"G2"	"R6"	"D3"	1
"E1"	"W2"	"G2"	"R7"	"D3"	1
"E1"	"W2"	"G2"	"R8"	"D3"	0
"E1"	"W2"	"G3"	"R1"	"D3"	5
"E1"	"W2"	"G3"	"R2"	"D3"	1
"E1"	"W2"	"G3"	"R3"	"D3"	0
"E1"	"W2"	"G3"	"R4"	"D3"	10
"E1"	"W2"	"G3"	"R5"	"D3"	0
"E1"	"W2"	"G3"	"R6"	"D3"	0
"E1"	"W2"	"G3"	"R7"	"D3"	0
"E1"	"W2"	"G3"	"R8"	"D3"	0
"E1"	"W2"	"G4"	"R1"	"D3"	3
"E1"	"W2"	"G4"	"R2"	"D3"	0
"E1"	"W2"	"G4"	"R3"	"D3"	0
"E1"	"W2"	"G4"	"R4"	"D3"	6
"E1"	"W2"	"G4"	"R5"	"D3"	0
"E1"	"W2"	"G4"	"R6"	"D3"	0
"E1"	"W2"	"G4"	"R7"	"D3"	0
"E1"	"W2"	"G4"	"R8"	"D3"	0
"E1"	"W2"	"G5"	"R1"	"D3"	0
"E1"	"W2"	"G5"	"R2"	"D3"	0
"E1"	"W2"	"G5"	"R3"	"D3"	0
"E1"	"W2"	"G5"	"R4"	"D3"	1
"E1"	"W2"	"G5"	"R5"	"D3"	1
"E1"	"W2"	"G5"	"R6"	"D3"	0
"E1"	"W2"	"G5"	"R7"	"D3"	0
"E1"	"W2"	"G5"	"R8"	"D3"	0
"E1"	"W2"	"G6"	"R1"	"D3"	0
"E1"	"W2"	"G6"	"R2"	"D3"	0
"E1"	"W2"	"G6"	"R3"	"D3"	0
"E1"	"W2"	"G6"	"R4"	"D3"	5
"E1"	"W2"	"G6"	"R5"	"D3"	0
"E1"	"W2"	"G6"	"R6"	"D3"	0
"E1"	"W2"	"G6"	"R7"	"D3"	0
"E1"	"W2"	"G6"	"R8"	"D3"	0
"E1"	"W3"	"G1"	"R1"	"D3"	0
"E1"	"W3"	"G1"	"R2"	"D3"	2
"E1"	"W3"	"G1"	"R3"	"D3"	0
"E1"	"W3"	"G1"	"R4"	"D3"	3
"E1"	"W3"	"G1"	"R5"	"D3"	0
"E1"	"W3"	"G1"	"R6"	"D3"	0
"E1"	"W3"	"G1"	"R7"	"D3"	0
"E1"	"W3"	"G1"	"R8"	"D3"	1
"E1"	"W3"	"G2"	"R1"	"D3"	2
"E1"	"W3"	"G2"	"R2"	"D3"	0
"E1"	"W3"	"G2"	"R3"	"D3"	0
"E1"	"W3"	"G2"	"R4"	"D3"	9
"E1"	"W3"	"G2"	"R5"	"D3"	1
"E1"	"W3"	"G2"	"R6"	"D3"	2
"E1"	"W3"	"G2"	"R7"	"D3"	1
"E1"	"W3"	"G2"	"R8"	"D3"	2
"E1"	"W3"	"G3"	"R1"	"D3"	2
"E1"	"W3"	"G3"	"R2"	"D3"	2
"E1"	"W3"	"G3"	"R3"	"D3"	2
"E1"	"W3"	"G3"	"R4"	"D3"	10
"E1"	"W3"	"G3"	"R5"	"D3"	0
"E1"	"W3"	"G3"	"R6"	"D3"	0
"E1"	"W3"	"G3"	"R7"	"D3"	0
"E1"	"W3"	"G3"	"R8"	"D3"	0
"E1"	"W3"	"G4"	"R1"	"D3"	1
"E1"	"W3"	"G4"	"R2"	"D3"	1
"E1"	"W3"	"G4"	"R3"	"D3"	0
"E1"	"W3"	"G4"	"R4"	"D3"	4
"E1"	"W3"	"G4"	"R5"	"D3"	0
"E1"	"W3"	"G4"	"R6"	"D3"	0
"E1"	"W3"	"G4"	"R7"	"D3"	1
"E1"	"W3"	"G4"	"R8"	"D3"	0
"E1"	"W3"	"G5"	"R1"	"D3"	0
"E1"	"W3"	"G5"	"R2"	"D3"	0
"E1"	"W3"	"G5"	"R3"	"D3"	0
"E1"	"W3"	"G5"	"R4"	"D3"	0
"E1"	"W3"	"G5"	"R5"	"D3"	0
"E1"	"W3"	"G5"	"R6"	"D3"	0
"E1"	"W3"	"G5"	"R7"	"D3"	0
"E1"	"W3"	"G5"	"R8"	"D3"	0
"E1"	"W3"	"G6"	"R1"	"D3"	0
"E1"	"W3"	"G6"	"R2"	"D3"	0
"E1"	"W3"	"G6"	"R3"	"D3"	1
"E1"	"W3"	"G6"	"R4"	"D3"	0
"E1"	"W3"	"G6"	"R5"	"D3"	0
"E1"	"W3"	"G6"	"R6"	"D3"	0
"E1"	"W3"	"G6"	"R7"	"D3"	0
"E1"	"W3"	"G6"	"R8"	"D3"	0
"E2"	"W1"	"G1"	"R1"	"D3"	7
"E2"	"W1"	"G1"	"R2"	"D3"	1
"E2"	"W1"	"G1"	"R3"	"D3"	4
"E2"	"W1"	"G1"	"R4"	"D3"	1
"E2"	"W1"	"G1"	"R5"	"D3"	3
"E2"	"W1"	"G1"	"R6"	"D3"	1
"E2"	"W1"	"G1"	"R7"	"D3"	1
"E2"	"W1"	"G1"	"R8"	"D3"	0
"E2"	"W1"	"G2"	"R1"	"D3"	6
"E2"	"W1"	"G2"	"R2"	"D3"	2
"E2"	"W1"	"G2"	"R3"	"D3"	5
"E2"	"W1"	"G2"	"R4"	"D3"	3
"E2"	"W1"	"G2"	"R5"	"D3"	2
"E2"	"W1"	"G2"	"R6"	"D3"	1
"E2"	"W1"	"G2"	"R7"	"D3"	0
"E2"	"W1"	"G2"	"R8"	"D3"	2
"E2"	"W1"	"G3"	"R1"	"D3"	2
"E2"	"W1"	"G3"	"R2"	"D3"	2
"E2"	"W1"	"G3"	"R3"	"D3"	3
"E2"	"W1"	"G3"	"R4"	"D3"	5
"E2"	"W1"	"G3"	"R5"	"D3"	0
"E2"	"W1"	"G3"	"R6"	"D3"	1
"E2"	"W1"	"G3"	"R7"	"D3"	0
"E2"	"W1"	"G3"	"R8"	"D3"	0
"E2"	"W1"	"G4"	"R1"	"D3"	6
"E2"	"W1"	"G4"	"R2"	"D3"	2
"E2"	"W1"	"G4"	"R3"	"D3"	6
"E2"	"W1"	"G4"	"R4"	"D3"	3
"E2"	"W1"	"G4"	"R5"	"D3"	0
"E2"	"W1"	"G4"	"R6"	"D3"	0
"E2"	"W1"	"G4"	"R7"	"D3"	0
"E2"	"W1"	"G4"	"R8"	"D3"	0
"E2"	"W1"	"G5"	"R1"	"D3"	6
"E2"	"W1"	"G5"	"R2"	"D3"	0
"E2"	"W1"	"G5"	"R3"	"D3"	4
"E2"	"W1"	"G5"	"R4"	"D3"	3
"E2"	"W1"	"G5"	"R5"	"D3"	0
"E2"	"W1"	"G5"	"R6"	"D3"	0
"E2"	"W1"	"G5"	"R7"	"D3"	1
"E2"	"W1"	"G5"	"R8"	"D3"	0
"E2"	"W1"	"G6"	"R1"	"D3"	10
"E2"	"W1"	"G6"	"R2"	"D3"	0
"E2"	"W1"	"G6"	"R3"	"D3"	5
"E2"	"W1"	"G6"	"R4"	"D3"	12
"E2"	"W1"	"G6"	"R5"	"D3"	1
"E2"	"W1"	"G6"	"R6"	"D3"	0
"E2"	"W1"	"G6"	"R7"	"D3"	0
"E2"	"W1"	"G6"	"R8"	"D3"	0
"E2"	"W2"	"G1"	"R1"	"D3"	6
"E2"	"W2"	"G1"	"R2"	"D3"	3
"E2"	"W2"	"G1"	"R3"	"D3"	5
"E2"	"W2"	"G1"	"R4"	"D3"	5
"E2"	"W2"	"G1"	"R5"	"D3"	1
"E2"	"W2"	"G1"	"R6"	"D3"	1
"E2"	"W2"	"G1"	"R7"	"D3"	0
"E2"	"W2"	"G1"	"R8"	"D3"	0
"E2"	"W2"	"G2"	"R1"	"D3"	6
"E2"	"W2"	"G2"	"R2"	"D3"	2
"E2"	"W2"	"G2"	"R3"	"D3"	6
"E2"	"W2"	"G2"	"R4"	"D3"	7
"E2"	"W2"	"G2"	"R5"	"D3"	4
"E2"	"W2"	"G2"	"R6"	"D3"	3
"E2"	"W2"	"G2"	"R7"	"D3"	3
"E2"	"W2"	"G2"	"R8"	"D3"	0
"E2"	"W2"	"G3"	"R1"	"D3"	4
"E2"	"W2"	"G3"	"R2"	"D3"	8
"E2"	"W2"	"G3"	"R3"	"D3"	5
"E2"	"W2"	"G3"	"R4"	"D3"	2
"E2"	"W2"	"G3"	"R5"	"D3"	1
"E2"	"W2"	"G3"	"R6"	"D3"	0
"E2"	"W2"	"G3"	"R7"	"D3"	0
"E2"	"W2"	"G3"	"R8"	"D3"	0
"E2"	"W2"	"G4"	"R1"	"D3"	5
"E2"	"W2"	"G4"	"R2"	"D3"	0
"E2"	"W2"	"G4"	"R3"	"D3"	0
"E2"	"W2"	"G4"	"R4"	"D3"	9
"E2"	"W2"	"G4"	"R5"	"D3"	1
"E2"	"W2"	"G4"	"R6"	"D3"	0
"E2"	"W2"	"G4"	"R7"	"D3"	0
"E2"	"W2"	"G4"	"R8"	"D3"	0
"E2"	"W2"	"G5"	"R1"	"D3"	5
"E2"	"W2"	"G5"	"R2"	"D3"	0
"E2"	"W2"	"G5"	"R3"	"D3"	2
"E2"	"W2"	"G5"	"R4"	"D3"	9
"E2"	"W2"	"G5"	"R5"	"D3"	0
"E2"	"W2"	"G5"	"R6"	"D3"	0
"E2"	"W2"	"G5"	"R7"	"D3"	0
"E2"	"W2"	"G5"	"R8"	"D3"	0
"E2"	"W2"	"G6"	"R1"	"D3"	4
"E2"	"W2"	"G6"	"R2"	"D3"	0
"E2"	"W2"	"G6"	"R3"	"D3"	4
"E2"	"W2"	"G6"	"R4"	"D3"	6
"E2"	"W2"	"G6"	"R5"	"D3"	0
"E2"	"W2"	"G6"	"R6"	"D3"	0
"E2"	"W2"	"G6"	"R7"	"D3"	1
"E2"	"W2"	"G6"	"R8"	"D3"	0
"E2"	"W3"	"G1"	"R1"	"D3"	3
"E2"	"W3"	"G1"	"R2"	"D3"	1
"E2"	"W3"	"G1"	"R3"	"D3"	4
"E2"	"W3"	"G1"	"R4"	"D3"	14
"E2"	"W3"	"G1"	"R5"	"D3"	0
"E2"	"W3"	"G1"	"R6"	"D3"	3
"E2"	"W3"	"G1"	"R7"	"D3"	1
"E2"	"W3"	"G1"	"R8"	"D3"	0
"E2"	"W3"	"G2"	"R1"	"D3"	6
"E2"	"W3"	"G2"	"R2"	"D3"	1
"E2"	"W3"	"G2"	"R3"	"D3"	6
"E2"	"W3"	"G2"	"R4"	"D3"	10
"E2"	"W3"	"G2"	"R5"	"D3"	1
"E2"	"W3"	"G2"	"R6"	"D3"	0
"E2"	"W3"	"G2"	"R7"	"D3"	0
"E2"	"W3"	"G2"	"R8"	"D3"	0
"E2"	"W3"	"G3"	"R1"	"D3"	9
"E2"	"W3"	"G3"	"R2"	"D3"	4
"E2"	"W3"	"G3"	"R3"	"D3"	9
"E2"	"W3"	"G3"	"R4"	"D3"	7
"E2"	"W3"	"G3"	"R5"	"D3"	0
"E2"	"W3"	"G3"	"R6"	"D3"	0
"E2"	"W3"	"G3"	"R7"	"D3"	0
"E2"	"W3"	"G3"	"R8"	"D3"	0
"E2"	"W3"	"G4"	"R1"	"D3"	8
"E2"	"W3"	"G4"	"R2"	"D3"	0
"E2"	"W3"	"G4"	"R3"	"D3"	5
"E2"	"W3"	"G4"	"R4"	"D3"	10
"E2"	"W3"	"G4"	"R5"	"D3"	1
"E2"	"W3"	"G4"	"R6"	"D3"	1
"E2"	"W3"	"G4"	"R7"	"D3"	2
"E2"	"W3"	"G4"	"R8"	"D3"	0
"E2"	"W3"	"G5"	"R1"	"D3"	4
"E2"	"W3"	"G5"	"R2"	"D3"	0
"E2"	"W3"	"G5"	"R3"	"D3"	1
"E2"	"W3"	"G5"	"R4"	"D3"	6
"E2"	"W3"	"G5"	"R5"	"D3"	0
"E2"	"W3"	"G5"	"R6"	"D3"	0
"E2"	"W3"	"G5"	"R7"	"D3"	0
"E2"	"W3"	"G5"	"R8"	"D3"	0
"E2"	"W3"	"G6"	"R1"	"D3"	2
"E2"	"W3"	"G6"	"R2"	"D3"	0
"E2"	"W3"	"G6"	"R3"	"D3"	0
"E2"	"W3"	"G6"	"R4"	"D3"	6
"E2"	"W3"	"G6"	"R5"	"D3"	1
"E2"	"W3"	"G6"	"R6"	"D3"	0
"E2"	"W3"	"G6"	"R7"	"D3"	0
"E2"	"W3"	"G6"	"R8"	"D3"	0
"E1"	"W1"	"G1"	"R1"	"D4"	0
"E1"	"W1"	"G1"	"R2"	"D4"	0
"E1"	"W1"	"G1"	"R3"	"D4"	0
"E1"	"W1"	"G1"	"R4"	"D4"	3
"E1"	"W1"	"G1"	"R5"	"D4"	0
"E1"	"W1"	"G1"	"R6"	"D4"	0
"E1"	"W1"	"G1"	"R7"	"D4"	0
"E1"	"W1"	"G1"	"R8"	"D4"	0
"E1"	"W1"	"G2"	"R1"	"D4"	7
"E1"	"W1"	"G2"	"R2"	"D4"	0
"E1"	"W1"	"G2"	"R3"	"D4"	1
"E1"	"W1"	"G2"	"R4"	"D4"	5
"E1"	"W1"	"G2"	"R5"	"D4"	0
"E1"	"W1"	"G2"	"R6"	"D4"	0
"E1"	"W1"	"G2"	"R7"	"D4"	0
"E1"	"W1"	"G2"	"R8"	"D4"	0
"E1"	"W1"	"G3"	"R1"	"D4"	7
"E1"	"W1"	"G3"	"R2"	"D4"	0
"E1"	"W1"	"G3"	"R3"	"D4"	4
"E1"	"W1"	"G3"	"R4"	"D4"	9
"E1"	"W1"	"G3"	"R5"	"D4"	0
"E1"	"W1"	"G3"	"R6"	"D4"	1
"E1"	"W1"	"G3"	"R7"	"D4"	0
"E1"	"W1"	"G3"	"R8"	"D4"	0
"E1"	"W1"	"G4"	"R1"	"D4"	0
"E1"	"W1"	"G4"	"R2"	"D4"	0
"E1"	"W1"	"G4"	"R3"	"D4"	0
"E1"	"W1"	"G4"	"R4"	"D4"	6
"E1"	"W1"	"G4"	"R5"	"D4"	0
"E1"	"W1"	"G4"	"R6"	"D4"	0
"E1"	"W1"	"G4"	"R7"	"D4"	0
"E1"	"W1"	"G4"	"R8"	"D4"	1
"E1"	"W1"	"G5"	"R1"	"D4"	0
"E1"	"W1"	"G5"	"R2"	"D4"	0
"E1"	"W1"	"G5"	"R3"	"D4"	0
"E1"	"W1"	"G5"	"R4"	"D4"	0
"E1"	"W1"	"G5"	"R5"	"D4"	0
"E1"	"W1"	"G5"	"R6"	"D4"	0
"E1"	"W1"	"G5"	"R7"	"D4"	0
"E1"	"W1"	"G5"	"R8"	"D4"	0
"E1"	"W1"	"G6"	"R1"	"D4"	0
"E1"	"W1"	"G6"	"R2"	"D4"	0
"E1"	"W1"	"G6"	"R3"	"D4"	0
"E1"	"W1"	"G6"	"R4"	"D4"	0
"E1"	"W1"	"G6"	"R5"	"D4"	0
"E1"	"W1"	"G6"	"R6"	"D4"	0
"E1"	"W1"	"G6"	"R7"	"D4"	0
"E1"	"W1"	"G6"	"R8"	"D4"	0
"E1"	"W2"	"G1"	"R1"	"D4"	1
"E1"	"W2"	"G1"	"R2"	"D4"	0
"E1"	"W2"	"G1"	"R3"	"D4"	0
"E1"	"W2"	"G1"	"R4"	"D4"	0
"E1"	"W2"	"G1"	"R5"	"D4"	0
"E1"	"W2"	"G1"	"R6"	"D4"	0
"E1"	"W2"	"G1"	"R7"	"D4"	1
"E1"	"W2"	"G1"	"R8"	"D4"	0
"E1"	"W2"	"G2"	"R1"	"D4"	1
"E1"	"W2"	"G2"	"R2"	"D4"	0
"E1"	"W2"	"G2"	"R3"	"D4"	0
"E1"	"W2"	"G2"	"R4"	"D4"	1
"E1"	"W2"	"G2"	"R5"	"D4"	0
"E1"	"W2"	"G2"	"R6"	"D4"	1
"E1"	"W2"	"G2"	"R7"	"D4"	0
"E1"	"W2"	"G2"	"R8"	"D4"	0
"E1"	"W2"	"G3"	"R1"	"D4"	1
"E1"	"W2"	"G3"	"R2"	"D4"	1
"E1"	"W2"	"G3"	"R3"	"D4"	2
"E1"	"W2"	"G3"	"R4"	"D4"	2
"E1"	"W2"	"G3"	"R5"	"D4"	0
"E1"	"W2"	"G3"	"R6"	"D4"	0
"E1"	"W2"	"G3"	"R7"	"D4"	0
"E1"	"W2"	"G3"	"R8"	"D4"	1
"E1"	"W2"	"G4"	"R1"	"D4"	1
"E1"	"W2"	"G4"	"R2"	"D4"	1
"E1"	"W2"	"G4"	"R3"	"D4"	0
"E1"	"W2"	"G4"	"R4"	"D4"	1
"E1"	"W2"	"G4"	"R5"	"D4"	0
"E1"	"W2"	"G4"	"R6"	"D4"	0
"E1"	"W2"	"G4"	"R7"	"D4"	0
"E1"	"W2"	"G4"	"R8"	"D4"	0
"E1"	"W2"	"G5"	"R1"	"D4"	0
"E1"	"W2"	"G5"	"R2"	"D4"	0
"E1"	"W2"	"G5"	"R3"	"D4"	0
"E1"	"W2"	"G5"	"R4"	"D4"	0
"E1"	"W2"	"G5"	"R5"	"D4"	0
"E1"	"W2"	"G5"	"R6"	"D4"	0
"E1"	"W2"	"G5"	"R7"	"D4"	0
"E1"	"W2"	"G5"	"R8"	"D4"	0
"E1"	"W2"	"G6"	"R1"	"D4"	0
"E1"	"W2"	"G6"	"R2"	"D4"	0
"E1"	"W2"	"G6"	"R3"	"D4"	0
"E1"	"W2"	"G6"	"R4"	"D4"	0
"E1"	"W2"	"G6"	"R5"	"D4"	0
"E1"	"W2"	"G6"	"R6"	"D4"	0
"E1"	"W2"	"G6"	"R7"	"D4"	0
"E1"	"W2"	"G6"	"R8"	"D4"	0
"E1"	"W3"	"G1"	"R1"	"D4"	0
"E1"	"W3"	"G1"	"R2"	"D4"	0
"E1"	"W3"	"G1"	"R3"	"D4"	0
"E1"	"W3"	"G1"	"R4"	"D4"	0
"E1"	"W3"	"G1"	"R5"	"D4"	1
"E1"	"W3"	"G1"	"R6"	"D4"	5
"E1"	"W3"	"G1"	"R7"	"D4"	0
"E1"	"W3"	"G1"	"R8"	"D4"	0
"E1"	"W3"	"G2"	"R1"	"D4"	0
"E1"	"W3"	"G2"	"R2"	"D4"	0
"E1"	"W3"	"G2"	"R3"	"D4"	0
"E1"	"W3"	"G2"	"R4"	"D4"	2
"E1"	"W3"	"G2"	"R5"	"D4"	0
"E1"	"W3"	"G2"	"R6"	"D4"	0
"E1"	"W3"	"G2"	"R7"	"D4"	0
"E1"	"W3"	"G2"	"R8"	"D4"	1
"E1"	"W3"	"G3"	"R1"	"D4"	0
"E1"	"W3"	"G3"	"R2"	"D4"	2
"E1"	"W3"	"G3"	"R3"	"D4"	1
"E1"	"W3"	"G3"	"R4"	"D4"	1
"E1"	"W3"	"G3"	"R5"	"D4"	1
"E1"	"W3"	"G3"	"R6"	"D4"	0
"E1"	"W3"	"G3"	"R7"	"D4"	0
"E1"	"W3"	"G3"	"R8"	"D4"	0
"E1"	"W3"	"G4"	"R1"	"D4"	0
"E1"	"W3"	"G4"	"R2"	"D4"	0
"E1"	"W3"	"G4"	"R3"	"D4"	0
"E1"	"W3"	"G4"	"R4"	"D4"	0
"E1"	"W3"	"G4"	"R5"	"D4"	0
"E1"	"W3"	"G4"	"R6"	"D4"	0
"E1"	"W3"	"G4"	"R7"	"D4"	0
"E1"	"W3"	"G4"	"R8"	"D4"	0
"E1"	"W3"	"G5"	"R1"	"D4"	0
"E1"	"W3"	"G5"	"R2"	"D4"	0
"E1"	"W3"	"G5"	"R3"	"D4"	0
"E1"	"W3"	"G5"	"R4"	"D4"	0
"E1"	"W3"	"G5"	"R5"	"D4"	0
"E1"	"W3"	"G5"	"R6"	"D4"	0
"E1"	"W3"	"G5"	"R7"	"D4"	0
"E1"	"W3"	"G5"	"R8"	"D4"	0
"E1"	"W3"	"G6"	"R1"	"D4"	0
"E1"	"W3"	"G6"	"R2"	"D4"	0
"E1"	"W3"	"G6"	"R3"	"D4"	0
"E1"	"W3"	"G6"	"R4"	"D4"	0
"E1"	"W3"	"G6"	"R5"	"D4"	0
"E1"	"W3"	"G6"	"R6"	"D4"	0
"E1"	"W3"	"G6"	"R7"	"D4"	0
"E1"	"W3"	"G6"	"R8"	"D4"	0
"E2"	"W1"	"G1"	"R1"	"D4"	6
"E2"	"W1"	"G1"	"R2"	"D4"	0
"E2"	"W1"	"G1"	"R3"	"D4"	4
"E2"	"W1"	"G1"	"R4"	"D4"	18
"E2"	"W1"	"G1"	"R5"	"D4"	0
"E2"	"W1"	"G1"	"R6"	"D4"	0
"E2"	"W1"	"G1"	"R7"	"D4"	1
"E2"	"W1"	"G1"	"R8"	"D4"	0
"E2"	"W1"	"G2"	"R1"	"D4"	7
"E2"	"W1"	"G2"	"R2"	"D4"	3
"E2"	"W1"	"G2"	"R3"	"D4"	7
"E2"	"W1"	"G2"	"R4"	"D4"	14
"E2"	"W1"	"G2"	"R5"	"D4"	0
"E2"	"W1"	"G2"	"R6"	"D4"	0
"E2"	"W1"	"G2"	"R7"	"D4"	0
"E2"	"W1"	"G2"	"R8"	"D4"	1
"E2"	"W1"	"G3"	"R1"	"D4"	15
"E2"	"W1"	"G3"	"R2"	"D4"	2
"E2"	"W1"	"G3"	"R3"	"D4"	12
"E2"	"W1"	"G3"	"R4"	"D4"	13
"E2"	"W1"	"G3"	"R5"	"D4"	1
"E2"	"W1"	"G3"	"R6"	"D4"	1
"E2"	"W1"	"G3"	"R7"	"D4"	1
"E2"	"W1"	"G3"	"R8"	"D4"	1
"E2"	"W1"	"G4"	"R1"	"D4"	13
