site	gen_name	gen	year	yield
StPaul	Eagle	913	1914	41.3
StPaul	Servian	915	1914	66.5
StPaul	Mahrische	912	1914	43.5
StPaul	BlackHullless	596	1915	52.1
StPaul	Horsford	507	1915	61.9
StPaul	Oderbrucker	2700	1915	72.8
StPaul	Manchuria	244	1915	71.2
StPaul	DuckbillBald	2828	1915	76.7
StPaul	Hybrid	2838	1915	68.3
StPaul	BlueRibbon	611	1915	71.2
StPaul	Manchuria	2330	1915	53.2
StPaul	FrenchChevalier	2900	1915	73.8
StPaul	Nepal	595	1915	35.6
StPaul	BlackHullless	2726	1915	72.3
StPaul	Coast	2921	1915	75.6
StPaul	Scotch	2922	1915	70.8
StPaul	Mansfield	2923	1915	74.5
StPaul	Mensury	2924	1915	74.9
StPaul	Manchuria	2925	1915	76.2
StPaul	Manchuria	2926	1915	72.4
StPaul	Manchuria	2823	1915	76.1
StPaul	Manchuria	2927	1915	66.4
StPaul	Manchuria	2928	1915	73.6
StPaul	Manchuria	2930	1915	80.3
StPaul	Composite	1147	1915	69.2
StPaul	Hybrid	2931	1915	75.4
StPaul	Hybrid	2932	1915	81
StPaul	Luth	908	1915	74.7
StPaul	Hanna	906	1915	51.5
StPaul	Featherston	911	1915	52.5
StPaul	Steigum	907	1915	53.7
StPaul	Eagle	913	1915	63.4
StPaul	Servian	915	1915	85.6
StPaul	Black	2936	1915	50.3
StPaul	Manchuria	244	1916	30.7
StPaul	DuckbillBald	2828	1916	22.1
StPaul	Manchuria	2330	1916	35.4
StPaul	FrenchChevalier	2900	1916	32.9
StPaul	Scotch	2922	1916	33.8
StPaul	Manchuria	2823	1916	37.9
StPaul	Manchuria	2928	1916	36.3
StPaul	Manchuria	244	1917	32.8
StPaul	Manchuria	2330	1917	43.9
StPaul	FrenchChevalier	2900	1917	46.3
StPaul	Manchuria	2823	1917	42.8
StPaul	Manchuria	2928	1917	38.5
StPaul	Manchuria	244	1918	53.9
StPaul	Manchuria	2330	1918	52.9
StPaul	FrenchChevalier	2900	1918	52.5
StPaul	Manchuria	2823	1918	48.2
StPaul	Manchuria	2928	1918	52.3
StPaul	Hybrid	2935	1918	60
StPaul	Minsturdi	1556	1918	53.8
StPaul	Svansota	1907	1918	56.5
Waseca	Manchuria	2330	1918	66
Waseca	FrenchChevalier	2900	1918	56.1
Waseca	Manchuria	244	1918	58.5
GrandRapids	Manchuria	2330	1918	51.5
GrandRapids	FrenchChevalier	2900	1918	50.3
GrandRapids	Odessa	182	1918	52.8
GrandRapids	Hanna	319	1918	55.7
GrandRapids	Nepal	595	1918	24.8
GrandRapids	Manchuria	244	1918	51.1
GrandRapids	BlueRibbon	611	1918	46.7
GrandRapids	Oderbrucker	2700	1918	39
GrandRapids	OAC21	1470	1918	47.8
GrandRapids	GoldenQueen	558	1918	47.7
GrandRapids	Manchuria	241	1918	50.3
GrandRapids	ChampionVermont	2899	1918	40.7
GrandRapids	Svanhals	187	1918	49
Morris	Manchuria	2330	1918	38.1
Morris	FrenchChevalier	2900	1918	35.2
Morris	Manchuria	2823	1918	41.1
Morris	WisconsinPedigree	835	1918	35.7
Morris	Manchuria	244	1918	30.4
Morris	Oderbrucker	2700	1918	42.7
StPaul	Manchuria	2330	1919	35.6
StPaul	FrenchChevalier	2900	1919	27.4
StPaul	Manchuria	2823	1919	36
StPaul	Servian	915	1919	23.2
StPaul	Hybrid	2935	1919	23.5
StPaul	Minsturdi	1556	1919	24.2
StPaul	Svansota	1907	1919	24
StPaul	Aker	1577	1919	34
StPaul	Samofa	1211	1919	25.7
StPaul	Bohman	2933	1919	26.9
StPaul	Lion	923	1919	21.6
Waseca	Manchuria	2330	1919	34.8
Waseca	FrenchChevalier	2900	1919	29.8
Waseca	Hybrid	2935	1919	35.6
Waseca	Minsturdi	1556	1919	37.2
Waseca	Svansota	1907	1919	33
Duluth	Manchuria	2330	1919	47.1
Duluth	FrenchChevalier	2900	1919	41.3
Duluth	Minsturdi	1556	1919	42.6
Duluth	Svansota	1907	1919	53.7
GrandRapids	Manchuria	2330	1919	37.5
GrandRapids	FrenchChevalier	2900	1919	34.8
GrandRapids	Odessa	182	1919	38.3
GrandRapids	Hanna	319	1919	29.7
GrandRapids	Nepal	595	1919	18.3
GrandRapids	Hybrid	2935	1919	32.4
GrandRapids	Svansota	1907	1919	32
GrandRapids	Minsturdi	1556	1919	40.3
Crookston	Manchuria	2330	1919	25.9
Crookston	Manchuria	2823	1919	22.2
Crookston	FrenchChevalier	2900	1919	14.4
Crookston	Hybrid	2935	1919	15.8
Crookston	Minsturdi	1556	1919	25.2
Crookston	Svansota	1907	1919	15.5
Crookston	Aker	1577	1919	22.4
Crookston	Hanna	319	1919	16.6
Crookston	OAC21	1470	1919	26.9
Crookston	Beardless	3144	1919	27.2
Crookston	Hannchen	531	1919	9.3
Crookston	Svanhals	187	1919	12.8
Crookston	Oderbrucker	2700	1919	20.2
Crookston	Princess	529	1919	13.4
Crookston	Nepal	595	1919	12
Morris	Manchuria	2330	1919	29.4
Morris	FrenchChevalier	2900	1919	32.7
Morris	WisconsinPedigree	835	1919	25.7
Morris	Hybrid	2935	1919	24.4
Morris	Minsturdi	1556	1919	34.3
Morris	Svansota	1907	1919	31.5
StPaul	Princess	529	1920	29.2
StPaul	Manchuria	2330	1920	27.9
StPaul	FrenchChevalier	2900	1920	27.8
StPaul	Manchuria	2823	1920	13.9
StPaul	Servian	915	1920	24.8
StPaul	Hybrid	2935	1920	18.8
StPaul	Minsturdi	1556	1920	29.1
StPaul	Svansota	1907	1920	29.3
StPaul	Aker	1577	1920	29
StPaul	Samofa	1211	1920	26.9
StPaul	Bohman	2933	1920	27.7
StPaul	Lion	923	1920	24.3
StPaul	Gold	1145	1920	17.2
StPaul	Manchuria	1478	1920	29.4
StPaul	Manchuria	1189	1920	25.7
Waseca	Manchuria	2330	1920	33.5
Waseca	FrenchChevalier	2900	1920	37.4
Waseca	Hybrid	2935	1920	35.1
Waseca	Minsturdi	1556	1920	33.2
Waseca	Svansota	1907	1920	35.1
Waseca	Manchuria	1478	1920	31.2
Waseca	Manchuria	1189	1920	31.7
Waseca	Samofa	1211	1920	33.4
Duluth	Manchuria	2330	1920	45.1
Duluth	FrenchChevalier	2900	1920	33.5
Duluth	Minsturdi	1556	1920	40.1
Duluth	Svansota	1907	1920	50.1
Duluth	Manchuria	1478	1920	42.3
Duluth	Manchuria	1189	1920	39.3
GrandRapids	Manchuria	2330	1920	34.1
GrandRapids	FrenchChevalier	2900	1920	30.5
GrandRapids	Hanna	319	1920	24.7
GrandRapids	Nepal	595	1920	18.8
GrandRapids	Hybrid	2935	1920	27.6
GrandRapids	Svansota	1907	1920	31.6
GrandRapids	Minsturdi	1556	1920	33.1
Crookston	Manchuria	2330	1920	30.7
Crookston	Manchuria	2823	1920	22.3
Crookston	FrenchChevalier	2900	1920	30.8
Crookston	Hybrid	2935	1920	31
Crookston	Minsturdi	1556	1920	34.3
Crookston	Svansota	1907	1920	28.2
Crookston	Hanna	319	1920	26.6
Crookston	OAC21	1470	1920	25.8
Crookston	Beardless	3144	1920	32.7
Crookston	Hannchen	531	1920	31.3
Crookston	Svanhals	187	1920	31.6
Crookston	Oderbrucker	2700	1920	26.4
Crookston	Princess	529	1920	26.7
Crookston	Manchuria	2823	1920	22.3
Crookston	Manchuria	1189	1920	34.7
Crookston	Samofa	1211	1920	36.7
Crookston	Bohman	2933	1920	25.7
Crookston	Mahrische	912	1920	26.9
Crookston	Manchuria	1478	1920	29.7
Morris	Manchuria	2330	1920	32.1
Morris	Manchuria	2823	1920	23
Morris	WisconsinPedigree	835	1920	24.9
Morris	Hybrid	2935	1920	17
Morris	Minsturdi	1556	1920	19.4
Morris	Svansota	1907	1920	28.7
Morris	Manchuria	1478	1920	24.4
Morris	Manchuria	1189	1920	30.5
Morris	Samofa	1211	1920	16.4
StPaul	Princess	529	1921	22.2
StPaul	Manchuria	2330	1921	26.9
StPaul	FrenchChevalier	2900	1921	29.5
StPaul	Servian	915	1921	29.5
StPaul	Hybrid	2935	1921	29.9
StPaul	Minsturdi	1556	1921	43.3
StPaul	Svansota	1907	1921	32.5
StPaul	Aker	1577	1921	27.5
StPaul	Samofa	1211	1921	28
StPaul	Bohman	2933	1921	23
StPaul	Lion	923	1921	31.2
StPaul	Gold	1145	1921	17.1
StPaul	Manchuria	1478	1921	23
StPaul	Manchuria	1189	1921	23
StPaul	Bark	2793	1921	22
Waseca	Manchuria	2330	1921	47.8
Waseca	FrenchChevalier	2900	1921	34.3
Waseca	Hybrid	2935	1921	48.5
Waseca	Minsturdi	1556	1921	42.6
Waseca	Svansota	1907	1921	29
Waseca	Manchuria	1478	1921	35.8
Waseca	Manchuria	1189	1921	28.2
Waseca	Samofa	1211	1921	38.3
Waseca	Aker	1577	1921	34.4
Waseca	Bohman	2933	1921	22.8
Duluth	Manchuria	2330	1921	25.5
Duluth	FrenchChevalier	2900	1921	30.4
Duluth	Minsturdi	1556	1921	29
Duluth	Svansota	1907	1921	33.5
Duluth	Manchuria	1478	1921	28.9
Duluth	Manchuria	1189	1921	32.2
Duluth	Aker	1577	1921	28.3
Duluth	Samofa	1211	1921	25.7
Duluth	Bohman	2933	1921	25.4
GrandRapids	Manchuria	2330	1921	14.5
GrandRapids	FrenchChevalier	2900	1921	9.9
GrandRapids	Odessa	182	1921	10.8
GrandRapids	Hanna	319	1921	12
GrandRapids	Nepal	595	1921	4.5
GrandRapids	Hybrid	2935	1921	9.1
GrandRapids	Svansota	1907	1921	9.4
GrandRapids	Minsturdi	1556	1921	14.9
GrandRapids	Aker	1577	1921	11.8
GrandRapids	Manchuria	1478	1921	12.7
GrandRapids	Manchuria	1189	1921	14.9
GrandRapids	Samofa	1211	1921	16.5
GrandRapids	Bohman	2933	1921	15.1
Crookston	Manchuria	2330	1921	24.4
Crookston	Manchuria	2823	1921	17.8
Crookston	FrenchChevalier	2900	1921	17
Crookston	Hybrid	2935	1921	26.4
Crookston	Minsturdi	1556	1921	25.2
Crookston	Svansota	1907	1921	23.1
Crookston	Hanna	319	1921	21.4
Crookston	OAC21	1470	1921	21.6
Crookston	Beardless	3144	1921	14.7
Crookston	Hannchen	531	1921	16
Crookston	Svanhals	187	1921	14.9
Crookston	Oderbrucker	2700	1921	20
Crookston	Princess	529	1921	18.1
Crookston	Manchuria	2823	1921	14.9
Crookston	Manchuria	1189	1921	17.6
Crookston	Samofa	1211	1921	16.1
Crookston	Bohman	2933	1921	19.9
Crookston	Mahrische	912	1921	15.2
Crookston	Manchuria	1478	1921	14.9
Morris	Manchuria	2330	1921	28.8
Morris	FrenchChevalier	2900	1921	21
Morris	Manchuria	2823	1921	29.5
Morris	Hybrid	2935	1921	11.6
Morris	Minsturdi	1556	1921	21.3
Morris	Svansota	1907	1921	21.5
Morris	Manchuria	1478	1921	27
Morris	Manchuria	1189	1921	30.6
Morris	Samofa	1211	1921	23.7
Morris	Aker	1577	1921	23.4
Morris	Bohman	2933	1921	22
StPaul	Glabron	4577	1922	67.2
StPaul	Velvet	4252	1922	67.2
StPaul	Manchuria	2330	1922	48.3
StPaul	Minsturdi	1556	1922	54.1
StPaul	Oderbrucker	1529	1922	74.8
Duluth	Velvet	4252	1922	42.5
Duluth	Glabron	4577	1922	36.2
Duluth	Manchuria	2330	1922	31.3
Duluth	Svansota	1907	1922	25.8
Waseca	Velvet	4252	1922	65
Waseca	Manchuria	2330	1922	70.4
Waseca	Svansota	1907	1922	72.1
Waseca	Glabron	4577	1922	70.4
Waseca	Minsturdi	1556	1922	65.6
GrandRapids	Svansota	1907	1922	41
GrandRapids	Manchuria	2330	1922	41.5
GrandRapids	Glabron	4577	1922	44.2
Morris	Glabron	4577	1922	29
Morris	Svansota	1907	1922	26.6
Morris	Velvet	4252	1922	30.3
Morris	Manchuria	2330	1922	31
Crookston	Velvet	4252	1922	53
Crookston	Glabron	4577	1922	58.2
Crookston	Manchuria	2330	1922	53.6
Crookston	Svansota	1907	1922	56.8
StPaul	Glabron	4577	1923	33.8
StPaul	Velvet	4252	1923	28.2
StPaul	Manchuria	2330	1923	35.4
StPaul	Minsturdi	1556	1923	24.1
StPaul	Oderbrucker	1529	1923	31.3
StPaul	Svansota	1907	1923	35.2
StPaul	Comfort	4578	1923	28.9
StPaul	Trebi	936	1923	23.9
Duluth	Velvet	4252	1923	35.2
Duluth	Glabron	4577	1923	41.1
Duluth	Manchuria	2330	1923	44
Duluth	Svansota	1907	1923	37.3
Duluth	Trebi	936	1923	38.7
Duluth	Comfort	4578	1923	41.9
Waseca	Velvet	4252	1923	50.9
Waseca	Manchuria	2330	1923	49.5
Waseca	Svansota	1907	1923	53.5
Waseca	Glabron	4577	1923	47
Waseca	Minsturdi	1556	1923	39.1
Waseca	Trebi	936	1923	62.2
Waseca	Comfort	4578	1923	50.9
GrandRapids	Svansota	1907	1923	35.3
GrandRapids	Manchuria	2330	1923	30.5
GrandRapids	Glabron	4577	1923	34.3
GrandRapids	Trebi	936	1923	31.2
GrandRapids	Comfort	4578	1923	37.5
GrandRapids	Velvet	4252	1923	23.2
Morris	Glabron	4577	1923	36.8
Morris	Svansota	1907	1923	43.2
Morris	Velvet	4252	1923	39.3
Morris	Manchuria	2330	1923	37.5
Morris	Trebi	936	1923	38.6
Morris	Comfort	4578	1923	37.6
Crookston	Velvet	4252	1923	37.8
Crookston	Glabron	4577	1923	34.1
Crookston	Manchuria	2330	1923	34.8
Crookston	Svansota	1907	1923	38.7
Crookston	Trebi	936	1923	38.4
Crookston	Comfort	4578	1923	42.8
StPaul	Glabron	4577	1924	40.4
StPaul	Velvet	4252	1924	25.4
StPaul	Manchuria	2330	1924	25.4
StPaul	Minsturdi	1556	1924	41.2
StPaul	Oderbrucker	1529	1924	35.8
StPaul	Svansota	1907	1924	37.2
StPaul	Comfort	4578	1924	34.8
StPaul	Trebi	936	1924	43.4
Duluth	Velvet	4252	1924	37.3
Duluth	Glabron	4577	1924	30.5
Duluth	Manchuria	2330	1924	34.8
Duluth	Svansota	1907	1924	37.9
Duluth	Trebi	936	1924	28.9
Duluth	Comfort	4578	1924	36
Waseca	Velvet	4252	1924	68.5
Waseca	Manchuria	2330	1924	70.3
Waseca	Svansota	1907	1924	72.5
Waseca	Glabron	4577	1924	74.2
Waseca	Minsturdi	1556	1924	53.6
Waseca	Trebi	936	1924	82.5
Waseca	Comfort	4578	1924	66.8
GrandRapids	Svansota	1907	1924	22.4
GrandRapids	Manchuria	2330	1924	24.5
GrandRapids	Glabron	4577	1924	27.1
GrandRapids	Trebi	936	1924	29.7
GrandRapids	Comfort	4578	1924	27.6
GrandRapids	Velvet	4252	1924	24.9
Morris	Glabron	4577	1924	46.6
Morris	Svansota	1907	1924	46.5
Morris	Velvet	4252	1924	37.4
Morris	Manchuria	2330	1924	40.8
Morris	Trebi	936	1924	46.8
Morris	Comfort	4578	1924	36.1
Crookston	Velvet	4252	1924	31.3
Crookston	Glabron	4577	1924	45.8
Crookston	Manchuria	2330	1924	44.1
Crookston	Svansota	1907	1924	41.6
Crookston	Trebi	936	1924	47
Crookston	Comfort	4578	1924	33
StPaul	Glabron	4577	1925	52.5
StPaul	Velvet	4252	1925	46.3
StPaul	Manchuria	2330	1925	46.2
StPaul	Minsturdi	1556	1925	53.5
StPaul	Oderbrucker	1529	1925	39
StPaul	Svansota	1907	1925	48.1
StPaul	Comfort	4578	1925	43.4
StPaul	Trebi	936	1925	55.2
Duluth	Velvet	4252	1925	26.3
Duluth	Glabron	4577	1925	26.2
Duluth	Manchuria	2330	1925	11.4
Duluth	Svansota	1907	1925	30.7
Duluth	Trebi	936	1925	46.4
Duluth	Oderbrucker	1529	1925	27.6
Waseca	Velvet	4252	1925	60.6
Waseca	Manchuria	2330	1925	58.2
Waseca	Svansota	1907	1925	56.9
Waseca	Glabron	4577	1925	58.3
Waseca	Minsturdi	1556	1925	51.9
Waseca	Trebi	936	1925	64.5
Waseca	Comfort	4578	1925	58
Waseca	Oderbrucker	1529	1925	60.6
GrandRapids	Manchuria	2330	1925	17.4
GrandRapids	Glabron	4577	1925	26.7
GrandRapids	Comfort	4578	1925	11.2
GrandRapids	Velvet	4252	1925	14.6
GrandRapids	Oderbrucker	1529	1925	25.6
Morris	Glabron	4577	1925	42
Morris	Svansota	1907	1925	43.5
Morris	Velvet	4252	1925	42.2
Morris	Manchuria	2330	1925	43.1
Morris	Trebi	936	1925	41.4
Morris	Comfort	4578	1925	44.7
Morris	Oderbrucker	1529	1925	34.8
Crookston	Velvet	4252	1925	32.2
Crookston	Glabron	4577	1925	32.3
Crookston	Manchuria	2330	1925	30.3
Crookston	Svansota	1907	1925	39.8
Crookston	Trebi	936	1925	48.6
Crookston	Comfort	4578	1925	42.4
Crookston	Oderbrucker	1529	1925	29.7
StPaul	Glabron	4577	1926	59.5
StPaul	Velvet	4252	1926	48.5
StPaul	Manchuria	2330	1926	43.2
StPaul	Minsturdi	1556	1926	40.9
StPaul	Oderbrucker	1529	1926	39.1
StPaul	Svansota	1907	1926	36.4
StPaul	Comfort	4578	1926	47.1
StPaul	Trebi	936	1926	43.2
StPaul	ManSA4668	4668	1926	55.9
StPaul	ManSA4667	4667	1926	55.4
StPaul	ManSA4669	4669	1926	45.8
Duluth	Velvet	4252	1926	45.6
Duluth	Glabron	4577	1926	45.1
Duluth	Manchuria	2330	1926	43.2
Duluth	Svansota	1907	1926	40.5
Duluth	Trebi	936	1926	50.6
Duluth	Comfort	4578	1926	50.4
Duluth	Oderbrucker	1529	1926	44.2
Duluth	ManSA4668	4668	1926	48.5
Duluth	ManSA4667	4667	1926	46
Waseca	Velvet	4252	1926	56.1
Waseca	Manchuria	2330	1926	55.1
Waseca	Svansota	1907	1926	52.6
Waseca	Glabron	4577	1926	46.8
Waseca	Minsturdi	1556	1926	40.6
Waseca	Trebi	936	1926	60.6
Waseca	Comfort	4578	1926	47.9
Waseca	Oderbrucker	1529	1926	49.7
Waseca	ManSA4667	4667	1926	54.2
Waseca	ManSA4668	4668	1926	52.1
Waseca	ManSA4669	4669	1926	45.6
GrandRapids	Svansota	1907	1926	47
GrandRapids	Manchuria	2330	1926	43.5
GrandRapids	Glabron	4577	1926	39
GrandRapids	Trebi	936	1926	54
GrandRapids	Comfort	4578	1926	32.6
GrandRapids	Velvet	4252	1926	29
GrandRapids	Oderbrucker	1529	1926	32.7
GrandRapids	ManSA4667	4667	1926	51
GrandRapids	Colsess	2792	1926	45.4
GrandRapids	ManSA4668	4668	1926	36.8
Morris	Glabron	4577	1926	30.3
Morris	Svansota	1907	1926	26.2
Morris	Velvet	4252	1926	25.5
Morris	Manchuria	2330	1926	24.1
Morris	Trebi	936	1926	32.9
Morris	Comfort	4578	1926	29.5
Morris	Oderbrucker	1529	1926	23.1
Morris	ManSA4667	4667	1926	28.8
Morris	ManSA4668	4668	1926	27.4
Morris	ManSA4668	4668	1926	24.5
Crookston	Velvet	4252	1926	45.4
Crookston	Glabron	4577	1926	41.2
Crookston	Manchuria	2330	1926	38.6
Crookston	Svansota	1907	1926	32.4
Crookston	Trebi	936	1926	42.5
Crookston	Comfort	4578	1926	36.7
Crookston	Oderbrucker	1529	1926	41.2
Crookston	ManSA4667	4667	1926	39
Crookston	ManSA4669	4669	1926	36.4
Crookston	ManSA4668	4668	1926	34.5
StPaul	Manchuria	2330	1927	47.5
StPaul	Glabron	4577	1927	45.4
StPaul	Svansota	1907	1927	45
StPaul	Velvet	4252	1927	43.4
StPaul	Trebi	936	1927	60.2
StPaul	ManSA4667	4667	1927	45.2
StPaul	SAxMan	5998	1927	50.3
StPaul	Peatland	5267	1927	49
StPaul	Colsess	2792	1927	45.9
StPaul	Heinrichs	-1	1927	49.4
Duluth	Manchuria	2330	1927	51.8
Duluth	Glabron	4577	1927	56
Duluth	Svansota	1907	1927	41.9
Duluth	Velvet	4252	1927	60
Duluth	Trebi	936	1927	65.1
Duluth	ManSA4667	4667	1927	53.2
Duluth	SAxMan	5998	1927	62.9
Duluth	Peatland	5267	1927	56.4
Duluth	Colsess	2792	1927	62.5
Waseca	Manchuria	2330	1927	41.3
Waseca	Glabron	4577	1927	39.4
Waseca	Svansota	1907	1927	36.3
Waseca	Velvet	4252	1927	39.8
Waseca	Trebi	936	1927	53.8
Waseca	ManSA4667	4667	1927	42.9
Waseca	SAxMan	5998	1927	42.7
Waseca	Peatland	5267	1927	45.4
Waseca	Colsess	2792	1927	35.6
GrandRapids	Glabron	4577	1927	30.4
GrandRapids	Svansota	1907	1927	32.1
GrandRapids	Velvet	4252	1927	20.1
GrandRapids	Trebi	936	1927	17.2
GrandRapids	ManSA4667	4667	1927	32.7
GrandRapids	Peatland	5267	1927	14.9
GrandRapids	Colsess	2792	1927	26.9
Morris	Manchuria	2330	1927	43.6
Morris	Glabron	4577	1927	50
Morris	Svansota	1907	1927	49.1
Morris	Velvet	4252	1927	45.6
Morris	Trebi	936	1927	54.6
Morris	ManSA4667	4667	1927	52.3
Morris	SAxMan	5998	1927	31.3
Morris	Peatland	5267	1927	45.4
Morris	Colsess	2792	1927	41.9
Crookston	Manchuria	2330	1927	26
Crookston	Glabron	4577	1927	27.6
Crookston	Velvet	4252	1927	32.8
Crookston	Trebi	936	1927	36.8
Crookston	ManSA4667	4667	1927	25.9
Crookston	SAxMan	5998	1927	31.9
Crookston	Peatland	5267	1927	39.8
Crookston	Svansota	1907	1927	34.2
Crookston	Colsess	2792	1927	28.1
StPaul	Manchuria	2330	1928	32.9
StPaul	Glabron	4577	1928	30.1
StPaul	Svansota	1907	1928	38.1
StPaul	Velvet	4252	1928	28.4
StPaul	Trebi	936	1928	34.1
StPaul	ManSA4667	4667	1928	31.8
StPaul	SAxMan	5998	1928	37.5
StPaul	Peatland	5267	1928	34.8
StPaul	Colsess	2792	1928	31.5
StPaul	Heinrichs	-1	1928	39.3
Duluth	Manchuria	2330	1928	36.3
Duluth	Glabron	4577	1928	37
Duluth	Svansota	1907	1928	22.5
Duluth	Velvet	4252	1928	38
Duluth	Trebi	936	1928	41.3
Duluth	ManSA4667	4667	1928	35.1
Duluth	SAxMan	5998	1928	39.6
Duluth	Peatland	5267	1928	35.5
Duluth	Colsess	2792	1928	34.4
Waseca	Manchuria	2330	1928	57.4
Waseca	Glabron	4577	1928	56.7
Waseca	Svansota	1907	1928	55.3
Waseca	Velvet	4252	1928	54.9
Waseca	Trebi	936	1928	67.5
Waseca	ManSA4667	4667	1928	58.8
Waseca	SAxMan	5998	1928	65.5
Waseca	Peatland	5267	1928	53
Waseca	Colsess	2792	1928	55.2
Waseca	Heinrichs	-1	1928	58.9
Waseca	Dryland	5673	1928	48.1
GrandRapids	Glabron	4577	1928	28.6
GrandRapids	Svansota	1907	1928	39.7
GrandRapids	Velvet	4252	1928	34.8
GrandRapids	Trebi	936	1928	39.2
GrandRapids	ManSA4667	4667	1928	33.8
GrandRapids	Peatland	5267	1928	44.4
GrandRapids	Colsess	2792	1928	28.2
GrandRapids	Manchuria	2330	1928	33.5
GrandRapids	SAxMan	5998	1928	40.3
Morris	Manchuria	2330	1928	35.1
Morris	Glabron	4577	1928	32.4
Morris	Svansota	1907	1928	42.3
Morris	Velvet	4252	1928	36.8
Morris	Trebi	936	1928	27.4
Morris	ManSA4667	4667	1928	41.8
Morris	SAxMan	5998	1928	38.3
Morris	Peatland	5267	1928	26.8
Morris	Colsess	2792	1928	29.6
Morris	Dryland	5673	1928	29.1
StPaul	Manchuria	2330	1929	48.9
StPaul	Glabron	4577	1929	51.8
StPaul	Svansota	1907	1929	51.2
StPaul	Velvet	4252	1929	49.5
StPaul	Trebi	936	1929	60.7
StPaul	ManSA4667	4667	1929	54
StPaul	SAxMan	5998	1929	58.1
StPaul	Peatland	5267	1929	49.4
StPaul	Colsess	2792	1929	44.6
StPaul	Heinrichs	-1	1929	53.9
StPaul	No474	5999	1929	54.6
Duluth	Manchuria	2330	1929	33.2
Duluth	Glabron	4577	1929	25.8
Duluth	Svansota	1907	1929	21.1
Duluth	Velvet	4252	1929	29.7
Duluth	Trebi	936	1929	30.5
Duluth	ManSA4667	4667	1929	34
Duluth	SAxMan	5998	1929	23.9
Duluth	Peatland	5267	1929	28.8
Duluth	Colsess	2792	1929	28.5
Duluth	No474	5999	1929	24.3
Duluth	No475	6000	1929	24.7
Waseca	Manchuria	2330	1929	49.5
Waseca	Glabron	4577	1929	52.4
Waseca	Svansota	1907	1929	47.1
Waseca	Velvet	4252	1929	48.9
Waseca	Trebi	936	1929	63.9
Waseca	ManSA4667	4667	1929	50.3
Waseca	SAxMan	5998	1929	53.7
Waseca	Peatland	5267	1929	50.5
Waseca	Colsess	2792	1929	46.2
Waseca	Heinrichs	-1	1929	39.9
Waseca	Dryland	5673	1929	38.1
Waseca	No474	5999	1929	41.4
Waseca	No475	6000	1929	45
GrandRapids	Glabron	4577	1929	28.3
GrandRapids	Svansota	1907	1929	34
GrandRapids	Velvet	4252	1929	23.7
GrandRapids	Trebi	936	1929	29.8
GrandRapids	ManSA4667	4667	1929	31.3
GrandRapids	Peatland	5267	1929	27.1
GrandRapids	Colsess	2792	1929	32.5
GrandRapids	Manchuria	2330	1929	26.4
GrandRapids	SAxMan	5998	1929	30.6
GrandRapids	No474	5999	1929	29.4
GrandRapids	No475	6000	1929	30.9
Morris	Manchuria	2330	1929	27.3
Morris	Glabron	4577	1929	34.5
Morris	Svansota	1907	1929	31.4
Morris	Velvet	4252	1929	26.6
Morris	Trebi	936	1929	28.3
Morris	ManSA4667	4667	1929	29.9
Morris	SAxMan	5998	1929	29.3
Morris	Peatland	5267	1929	26.5
Morris	Colsess	2792	1929	26.3
Morris	No474	5999	1929	32.4
Morris	No475	6000	1929	30.8
Crookston	Manchuria	2330	1929	32.1
Crookston	Glabron	4577	1929	33.5
Crookston	Velvet	4252	1929	29.1
Crookston	Trebi	936	1929	33.1
Crookston	ManSA4667	4667	1929	40.1
Crookston	SAxMan	5998	1929	48.5
Crookston	Peatland	5267	1929	33.7
Crookston	Svansota	1907	1929	39.5
Crookston	Colsess	2792	1929	31.5
Crookston	No474	5999	1929	35.3
Crookston	No475	6000	1929	39.5
StPaul	Manchuria	2330	1930	34.1
StPaul	Glabron	4577	1930	42
StPaul	Svansota	1907	1930	32.3
StPaul	Velvet	4252	1930	36.6
StPaul	Trebi	936	1930	41.5
StPaul	ManSA4667	4667	1930	41.7
StPaul	SAxMan	5998	1930	41
StPaul	Peatland	5267	1930	33.1
StPaul	Colsess	2792	1930	30
StPaul	Heinrichs	-1	1930	33.4
StPaul	No474	5999	1930	30.4
StPaul	Minsturdi	1556	1930	37
StPaul	CompCross	4116	1930	37.5
StPaul	MechMixture	4115	1930	34.8
Duluth	Manchuria	2330	1930	26.4
Duluth	Glabron	4577	1930	31.7
Duluth	Svansota	1907	1930	32.8
Duluth	Velvet	4252	1930	27.9
Duluth	Trebi	936	1930	30.9
Duluth	ManSA4667	4667	1930	37.8
Duluth	SAxMan	5998	1930	32.9
Duluth	Peatland	5267	1930	27.5
Duluth	Colsess	2792	1930	33.2
Duluth	No474	5999	1930	34.4
Duluth	No475	6000	1930	39.3
Waseca	Manchuria	2330	1930	40.4
Waseca	Glabron	4577	1930	38.8
Waseca	Svansota	1907	1930	40.5
Waseca	Velvet	4252	1930	37.8
Waseca	Trebi	936	1930	45.1
Waseca	ManSA4667	4667	1930	39.1
Waseca	SAxMan	5998	1930	46
Waseca	Peatland	5267	1930	42.7
Waseca	Colsess	2792	1930	38.3
Waseca	Heinrichs	-1	1930	41.3
Waseca	No474	5999	1930	44.4
Waseca	No475	6000	1930	41.9
GrandRapids	Glabron	4577	1930	31.3
GrandRapids	Svansota	1907	1930	32.4
GrandRapids	Velvet	4252	1930	37.8
GrandRapids	Trebi	936	1930	42.5
