"row"	"col"	"yield"	"year"
113	3	231	1934
114	3	246.5	1934
115	3	195	1934
116	3	225.5	1934
117	3	227.5	1934
118	3	219	1934
119	3	245	1934
120	3	239	1934
121	3	271.5	1934
1	4	290	1934
2	4	265	1934
3	4	299	1934
4	4	252.5	1934
5	4	277	1934
6	4	248	1934
7	4	273	1934
8	4	310	1934
9	4	301	1934
10	4	285	1934
11	4	298	1934
12	4	261	1934
13	4	299	1934
14	4	315	1934
15	4	310	1934
16	4	330	1934
17	4	319	1934
18	4	306	1934
19	4	314	1934
20	4	318	1934
21	4	301	1934
22	4	303.5	1934
23	4	290	1934
24	4	318.5	1934
25	4	277	1934
26	4	302.5	1934
27	4	294	1934
28	4	271.5	1934
29	4	278	1934
30	4	261	1934
31	4	279	1934
32	4	261	1934
33	4	280	1934
34	4	304	1934
35	4	311	1934
36	4	296.5	1934
37	4	304	1934
38	4	289	1934
39	4	305	1934
40	4	306	1934
41	4	253.5	1934
42	4	277	1934
43	4	279	1934
44	4	306.5	1934
45	4	312	1934
46	4	256	1934
47	4	244	1934
48	4	258.5	1934
49	4	263	1934
50	4	267	1934
51	4	231.5	1934
52	4	225	1934
53	4	228	1934
54	4	235	1934
55	4	276	1934
56	4	237.5	1934
57	4	256	1934
58	4	262.5	1934
59	4	283.5	1934
60	4	300	1934
61	4	294.5	1934
62	4	316	1934
63	4	313	1934
64	4	285	1934
65	4	300	1934
66	4	309.5	1934
67	4	253	1934
68	4	344	1934
69	4	365.5	1934
70	4	378.5	1934
71	4	316.5	1934
72	4	354	1934
73	4	356.5	1934
74	4	350	1934
75	4	383	1934
76	4	351	1934
77	4	316.5	1934
78	4	279	1934
79	4	323	1934
80	4	359	1934
81	4	380	1934
82	4	380	1934
83	4	347	1934
84	4	299	1934
85	4	376	1934
86	4	369	1934
87	4	299.5	1934
88	4	241	1934
89	4	317.5	1934
90	4	280	1934
91	4	261	1934
92	4	271	1934
93	4	282.5	1934
94	4	255.5	1934
95	4	279	1934
96	4	285	1934
97	4	272	1934
98	4	254.5	1934
99	4	269	1934
100	4	251.5	1934
101	4	301	1934
102	4	259	1934
103	4	230	1934
104	4	249	1934
105	4	234	1934
106	4	236	1934
107	4	236.5	1934
108	4	210.5	1934
109	4	228.5	1934
110	4	255.5	1934
111	4	258.5	1934
112	4	343	1934
113	4	327.5	1934
114	4	343	1934
115	4	310.5	1934
116	4	274	1934
117	4	312	1934
118	4	244	1934
119	4	272.5	1934
120	4	259.5	1934
121	4	311	1934
1	5	290	1934
2	5	282.5	1934
3	5	234.5	1934
4	5	243	1934
5	5	226.5	1934
6	5	212	1934
7	5	240	1934
8	5	261	1934
9	5	319	1934
10	5	275	1934
11	5	276	1934
12	5	241.5	1934
13	5	283	1934
14	5	230	1934
15	5	278.5	1934
16	5	250	1934
17	5	254	1934
18	5	271	1934
19	5	246.5	1934
20	5	268	1934
21	5	280	1934
22	5	270	1934
23	5	260.5	1934
24	5	259.5	1934
25	5	244.5	1934
26	5	265.5	1934
27	5	253	1934
28	5	239	1934
29	5	252	1934
30	5	199.5	1934
31	5	243	1934
32	5	270	1934
33	5	249.5	1934
34	5	246.5	1934
35	5	275	1934
36	5	269	1934
37	5	256.5	1934
38	5	290.5	1934
39	5	285.5	1934
40	5	265	1934
41	5	293	1934
42	5	224.5	1934
43	5	254.5	1934
44	5	266	1934
45	5	273	1934
46	5	244.5	1934
47	5	255.5	1934
48	5	244	1934
49	5	259.5	1934
50	5	254	1934
51	5	277.5	1934
52	5	261.5	1934
53	5	250	1934
54	5	242	1934
55	5	232	1934
56	5	225.5	1934
57	5	234	1934
58	5	245.5	1934
59	5	236.5	1934
60	5	267	1934
61	5	250	1934
62	5	271	1934
63	5	245	1934
64	5	230	1934
65	5	255	1934
66	5	289	1934
67	5	281.5	1934
68	5	291	1934
69	5	304.5	1934
70	5	339.5	1934
71	5	299.5	1934
72	5	328	1934
73	5	311	1934
74	5	306.5	1934
75	5	325.5	1934
76	5	272	1934
77	5	296	1934
78	5	298	1934
79	5	296.5	1934
80	5	330	1934
81	5	262.5	1934
82	5	310	1934
83	5	341.5	1934
84	5	296	1934
85	5	357.5	1934
86	5	327	1934
87	5	332.5	1934
88	5	247.5	1934
89	5	296	1934
90	5	278	1934
91	5	240	1934
92	5	269.5	1934
93	5	286.5	1934
94	5	291.5	1934
95	5	289.5	1934
96	5	273.5	1934
97	5	257	1934
98	5	273	1934
99	5	263	1934
100	5	250	1934
101	5	230	1934
102	5	257	1934
103	5	230	1934
104	5	266.5	1934
105	5	227	1934
106	5	235	1934
107	5	266	1934
108	5	235	1934
109	5	266.5	1934
110	5	227.5	1934
111	5	258.5	1934
112	5	241	1934
113	5	252	1934
114	5	289.5	1934
115	5	361	1934
116	5	407	1934
117	5	315	1934
118	5	317	1934
119	5	266.5	1934
120	5	211.5	1934
121	5	243	1934
1	6	264	1934
2	6	251	1934
3	6	230	1934
4	6	207	1934
5	6	225	1934
6	6	207	1934
7	6	261	1934
8	6	235	1934
9	6	247.5	1934
10	6	214	1934
11	6	258	1934
12	6	220.5	1934
13	6	239.5	1934
14	6	229	1934
15	6	208	1934
16	6	249	1934
17	6	208	1934
18	6	259	1934
19	6	226	1934
20	6	224	1934
21	6	242	1934
22	6	257.5	1934
23	6	218.5	1934
24	6	239	1934
25	6	207	1934
26	6	224	1934
27	6	231.5	1934
28	6	188.5	1934
29	6	232	1934
30	6	213.5	1934
31	6	221.5	1934
32	6	231	1934
33	6	253.5	1934
34	6	264	1934
35	6	305	1934
36	6	279	1934
37	6	270	1934
38	6	275	1934
39	6	277.5	1934
40	6	269.5	1934
41	6	265.5	1934
42	6	295	1934
43	6	291	1934
44	6	275	1934
45	6	246	1934
46	6	265	1934
47	6	225.5	1934
48	6	247.5	1934
49	6	281	1934
50	6	253.5	1934
51	6	268	1934
52	6	270.5	1934
53	6	252	1934
54	6	255	1934
55	6	257	1934
56	6	238	1934
57	6	249	1934
58	6	252.5	1934
59	6	239	1934
60	6	254.5	1934
61	6	233	1934
62	6	241	1934
63	6	300	1934
64	6	289	1934
65	6	275.5	1934
66	6	299	1934
67	6	198	1934
68	6	240	1934
69	6	267	1934
70	6	278	1934
71	6	212	1934
72	6	303	1934
73	6	286.5	1934
74	6	307.5	1934
75	6	285	1934
76	6	291	1934
77	6	328	1934
78	6	327	1934
79	6	289.5	1934
80	6	365	1934
81	6	360.5	1934
82	6	387	1934
83	6	354	1934
84	6	291.5	1934
85	6	405	1934
86	6	348	1934
87	6	294	1934
88	6	303.5	1934
89	6	327.5	1934
90	6	279.5	1934
91	6	307	1934
92	6	274	1934
93	6	290	1934
94	6	297	1934
95	6	282.5	1934
96	6	278.5	1934
97	6	255.5	1934
98	6	235.5	1934
99	6	269.5	1934
100	6	268	1934
101	6	282.5	1934
102	6	292.5	1934
103	6	273	1934
104	6	276	1934
105	6	281	1934
106	6	262.5	1934
107	6	264	1934
108	6	300	1934
109	6	312	1934
110	6	324.5	1934
111	6	275.5	1934
112	6	283.5	1934
113	6	283	1934
114	6	276	1934
115	6	313	1934
116	6	303.5	1934
117	6	322	1934
118	6	273	1934
119	6	211	1934
120	6	212.5	1934
121	6	244	1934
1	7	202	1934
2	7	232	1934
3	7	224	1934
4	7	211.5	1934
5	7	218.5	1934
6	7	216	1934
7	7	233	1934
8	7	231	1934
9	7	232.5	1934
10	7	193	1934
11	7	234.5	1934
12	7	211	1934
13	7	222	1934
14	7	181	1934
15	7	204	1934
16	7	215.5	1934
17	7	206.5	1934
18	7	202.5	1934
19	7	191.5	1934
20	7	202	1934
21	7	214	1934
22	7	262	1934
23	7	195	1934
24	7	215.5	1934
25	7	208	1934
26	7	188.5	1934
27	7	223.5	1934
28	7	197.5	1934
29	7	204.5	1934
30	7	197.5	1934
31	7	214	1934
32	7	217	1934
33	7	248	1934
34	7	235	1934
35	7	268	1934
36	7	283	1934
37	7	295	1934
38	7	263	1934
39	7	299	1934
40	7	269.5	1934
41	7	280	1934
42	7	280	1934
43	7	249	1934
44	7	265	1934
45	7	248	1934
46	7	217	1934
47	7	206.5	1934
48	7	224.5	1934
49	7	247	1934
50	7	238	1934
51	7	235	1934
52	7	238	1934
53	7	222	1934
54	7	225	1934
55	7	266.5	1934
56	7	242	1934
57	7	261	1934
58	7	238.5	1934
59	7	241	1934
60	7	242	1934
61	7	221	1934
62	7	237.5	1934
63	7	267.5	1934
64	7	255.5	1934
65	7	256	1934
66	7	246	1934
67	7	214	1934
68	7	255.5	1934
69	7	276	1934
70	7	262.5	1934
71	7	265	1934
72	7	247.5	1934
73	7	227.5	1934
74	7	226.5	1934
75	7	256.5	1934
76	7	260.5	1934
77	7	259	1934
78	7	243	1934
79	7	239	1934
80	7	257	1934
81	7	253.5	1934
82	7	277	1934
83	7	288.5	1934
84	7	292	1934
85	7	288.5	1934
86	7	308	1934
87	7	269	1934
88	7	233	1934
89	7	279	1934
90	7	247	1934
91	7	227	1934
92	7	218	1934
93	7	226	1934
94	7	247	1934
95	7	258.5	1934
96	7	234.5	1934
97	7	226	1934
98	7	227	1934
99	7	213	1934
100	7	258	1934
101	7	245	1934
102	7	262.5	1934
103	7	256.5	1934
104	7	243	1934
105	7	224	1934
106	7	234.5	1934
107	7	271	1934
108	7	225	1934
109	7	251	1934
110	7	212.5	1934
111	7	216	1934
112	7	249.5	1934
113	7	277	1934
114	7	204	1934
115	7	231.5	1934
116	7	208.5	1934
117	7	219	1934
118	7	223.5	1934
119	7	240	1934
120	7	237.5	1934
121	7	244.5	1934
1	8	260	1934
2	8	243	1934
3	8	243	1934
4	8	211	1934
5	8	243	1934
6	8	216	1934
7	8	230	1934
8	8	233.5	1934
9	8	243.5	1934
10	8	252	1934
11	8	265	1934
12	8	222.5	1934
13	8	285	1934
14	8	215.5	1934
15	8	227	1934
16	8	274	1934
17	8	208	1934
18	8	215.5	1934
19	8	222	1934
20	8	233.5	1934
21	8	211	1934
22	8	246	1934
23	8	200.5	1934
24	8	249.5	1934
25	8	274	1934
26	8	280	1934
27	8	283	1934
28	8	250	1934
29	8	262	1934
30	8	226	1934
31	8	278	1934
32	8	273	1934
33	8	294	1934
34	8	260	1934
35	8	283	1934
36	8	269	1934
37	8	292	1934
38	8	287	1934
39	8	337	1934
40	8	293	1934
41	8	329	1934
42	8	262	1934
43	8	286.5	1934
44	8	257	1934
45	8	266	1934
46	8	244.5	1934
47	8	248	1934
48	8	299	1934
49	8	280	1934
50	8	260	1934
51	8	272	1934
52	8	283.5	1934
53	8	295	1934
54	8	256	1934
55	8	248	1934
56	8	240	1934
57	8	241	1934
58	8	260	1934
59	8	231	1934
60	8	241	1934
61	8	239.5	1934
62	8	292	1934
63	8	300.5	1934
64	8	264	1934
65	8	237	1934
66	8	277	1934
67	8	281	1934
68	8	267	1934
69	8	289	1934
70	8	335	1934
71	8	276	1934
72	8	280	1934
73	8	269	1934
74	8	251	1934
75	8	256	1934
76	8	227	1934
77	8	312.5	1934
78	8	241	1934
79	8	222	1934
80	8	249	1934
81	8	228	1934
82	8	254	1934
83	8	260.5	1934
84	8	287	1934
85	8	304	1934
86	8	317.5	1934
87	8	274.5	1934
88	8	286	1934
89	8	297.5	1934
90	8	282	1934
91	8	274.5	1934
92	8	291	1934
93	8	261.5	1934
94	8	297.5	1934
95	8	254	1934
96	8	255	1934
97	8	225	1934
98	8	248.5	1934
99	8	268.5	1934
100	8	262	1934
101	8	235	1934
102	8	208	1934
103	8	243	1934
104	8	301.5	1934
105	8	287	1934
106	8	295	1934
107	8	298.5	1934
108	8	266	1934
109	8	322.5	1934
110	8	247	1934
111	8	264.5	1934
112	8	260	1934
113	8	285	1934
114	8	270.5	1934
115	8	301.5	1934
116	8	234.5	1934
117	8	279	1934
118	8	265.5	1934
119	8	271.5	1934
120	8	255.5	1934
121	8	319	1934
