"loc"	"row"	"col"	"yield"
"Vauxhall"	2	9	5.6
"Vauxhall"	3	9	4.6
"Vauxhall"	4	9	6
"Vauxhall"	5	9	5.8
"Vauxhall"	6	9	6.2
"Vauxhall"	7	9	5.9
"Vauxhall"	8	9	7.3
"Vauxhall"	9	9	5.2
"Vauxhall"	10	9	6.4
"Vauxhall"	11	9	6.4
"Vauxhall"	12	9	5.9
"Vauxhall"	13	9	6.4
"Vauxhall"	14	9	5.5
"Vauxhall"	15	9	5
"Vauxhall"	16	9	4.7
"Vauxhall"	17	9	4.5
"Vauxhall"	18	9	5.5
"Vauxhall"	19	9	4.4
"Vauxhall"	20	9	3.9
"Vauxhall"	21	9	4.9
"Vauxhall"	22	9	6.2
"Vauxhall"	23	9	6
"Vauxhall"	24	9	7.4
"Vauxhall"	25	9	6.5
"Vauxhall"	26	9	6.3
"Vauxhall"	27	9	6.3
"Vauxhall"	28	9	7.4
"Vauxhall"	29	9	7.9
"Vauxhall"	30	9	9
"Vauxhall"	31	9	7.2
"Vauxhall"	32	9	8.2
"Vauxhall"	1	10	5.4
"Vauxhall"	2	10	6.3
"Vauxhall"	3	10	5
"Vauxhall"	4	10	5.7
"Vauxhall"	5	10	4.2
"Vauxhall"	6	10	3.4
"Vauxhall"	7	10	6.1
"Vauxhall"	8	10	6.6
"Vauxhall"	9	10	6.3
"Vauxhall"	10	10	6.9
"Vauxhall"	11	10	4.9
"Vauxhall"	12	10	5.5
"Vauxhall"	13	10	4.6
"Vauxhall"	14	10	6
"Vauxhall"	15	10	2.5
"Vauxhall"	16	10	4.6
"Vauxhall"	17	10	3.4
"Vauxhall"	18	10	4
"Vauxhall"	19	10	6.1
"Vauxhall"	20	10	5
"Vauxhall"	21	10	6.4
"Vauxhall"	22	10	6.6
"Vauxhall"	23	10	7.6
"Vauxhall"	24	10	6.9
"Vauxhall"	25	10	7.3
"Vauxhall"	26	10	3.4
"Vauxhall"	27	10	6.9
"Vauxhall"	28	10	7.3
"Vauxhall"	29	10	5.7
"Vauxhall"	30	10	8.4
"Vauxhall"	31	10	8.2
"Vauxhall"	32	10	7.3
"Vauxhall"	1	11	5
"Vauxhall"	2	11	6.5
"Vauxhall"	3	11	7.5
"Vauxhall"	4	11	7
"Vauxhall"	5	11	7
"Vauxhall"	6	11	6.6
"Vauxhall"	7	11	6.2
"Vauxhall"	8	11	7.6
"Vauxhall"	9	11	6.2
"Vauxhall"	10	11	6.8
"Vauxhall"	11	11	5.7
"Vauxhall"	12	11	7.2
"Vauxhall"	13	11	6.5
"Vauxhall"	14	11	7.5
"Vauxhall"	15	11	6.6
"Vauxhall"	16	11	6
"Vauxhall"	17	11	6.5
"Vauxhall"	18	11	6.1
"Vauxhall"	19	11	6.1
"Vauxhall"	20	11	4.3
"Vauxhall"	21	11	4.4
"Vauxhall"	22	11	4.6
"Vauxhall"	23	11	5.9
"Vauxhall"	24	11	6.2
"Vauxhall"	25	11	6.1
"Vauxhall"	26	11	7.3
"Vauxhall"	27	11	7.3
"Vauxhall"	28	11	7.3
"Vauxhall"	29	11	7.5
"Vauxhall"	30	11	6.8
"Vauxhall"	31	11	5.8
"Vauxhall"	32	11	7.3
"Vauxhall"	1	12	5
"Vauxhall"	2	12	5.9
"Vauxhall"	3	12	6.6
"Vauxhall"	4	12	8.2
"Vauxhall"	5	12	7.1
"Vauxhall"	6	12	8.1
"Vauxhall"	7	12	7.6
"Vauxhall"	8	12	6.6
"Vauxhall"	9	12	7
"Vauxhall"	10	12	9
"Vauxhall"	11	12	7.9
"Vauxhall"	12	12	6.9
"Vauxhall"	13	12	7.6
"Vauxhall"	14	12	7.2
"Vauxhall"	15	12	5
"Vauxhall"	16	12	9.3
"Vauxhall"	17	12	6.4
"Vauxhall"	18	12	6.9
"Vauxhall"	19	12	5.9
"Vauxhall"	20	12	5.8
"Vauxhall"	21	12	5.5
"Vauxhall"	22	12	2.5
"Vauxhall"	23	12	1.8
"Vauxhall"	24	12	5.3
"Vauxhall"	25	12	5.7
"Vauxhall"	26	12	5.7
"Vauxhall"	27	12	6.4
"Vauxhall"	28	12	7.3
"Vauxhall"	29	12	8
"Vauxhall"	30	12	7.2
"Vauxhall"	31	12	7.8
"Vauxhall"	32	12	8.1
"Vauxhall"	1	13	6.9
"Vauxhall"	2	13	8
"Vauxhall"	3	13	6.4
"Vauxhall"	4	13	7.9
"Vauxhall"	5	13	6.5
"Vauxhall"	6	13	7.7
"Vauxhall"	7	13	7.6
"Vauxhall"	8	13	8.9
"Vauxhall"	9	13	9.4
"Vauxhall"	10	13	7.1
"Vauxhall"	11	13	7.6
"Vauxhall"	12	13	8.6
"Vauxhall"	13	13	6.2
"Vauxhall"	14	13	8
"Vauxhall"	15	13	8.2
"Vauxhall"	16	13	8.4
"Vauxhall"	17	13	7.8
"Vauxhall"	18	13	8.6
"Vauxhall"	19	13	7.2
"Vauxhall"	20	13	5.9
"Vauxhall"	21	13	4.9
"Vauxhall"	22	13	3.4
"Vauxhall"	23	13	5.3
"Vauxhall"	24	13	4.5
"Vauxhall"	25	13	4.2
"Vauxhall"	26	13	3.8
"Vauxhall"	27	13	6.2
"Vauxhall"	28	13	8.1
"Vauxhall"	29	13	7.5
"Vauxhall"	30	13	5.7
"Vauxhall"	31	13	7
"Vauxhall"	32	13	8
"Vauxhall"	1	14	5.5
"Vauxhall"	2	14	6.4
"Vauxhall"	3	14	6.4
"Vauxhall"	4	14	7.1
"Vauxhall"	5	14	6.5
"Vauxhall"	6	14	7.2
"Vauxhall"	7	14	6.9
"Vauxhall"	8	14	8.7
"Vauxhall"	9	14	6.4
"Vauxhall"	10	14	8.8
"Vauxhall"	11	14	8.6
"Vauxhall"	12	14	8.8
"Vauxhall"	13	14	7.3
"Vauxhall"	14	14	6.4
"Vauxhall"	15	14	6.8
"Vauxhall"	16	14	6.8
"Vauxhall"	17	14	6
"Vauxhall"	18	14	6.6
"Vauxhall"	19	14	6.8
"Vauxhall"	20	14	5.8
"Vauxhall"	21	14	4.5
"Vauxhall"	22	14	6.5
"Vauxhall"	23	14	5.4
"Vauxhall"	24	14	4.9
"Vauxhall"	25	14	5.6
"Vauxhall"	26	14	3.4
"Vauxhall"	27	14	5.3
"Vauxhall"	28	14	6.4
"Vauxhall"	29	14	6.2
"Vauxhall"	30	14	8.4
"Vauxhall"	31	14	8
"Vauxhall"	32	14	8.5
"Vauxhall"	1	15	6
"Vauxhall"	2	15	3
"Vauxhall"	3	15	5.6
"Vauxhall"	4	15	6.8
"Vauxhall"	5	15	9
"Vauxhall"	6	15	7.5
"Vauxhall"	7	15	7
"Vauxhall"	8	15	7.1
"Vauxhall"	9	15	8.5
"Vauxhall"	10	15	7.4
"Vauxhall"	11	15	7.9
"Vauxhall"	12	15	7.1
"Vauxhall"	13	15	7.3
"Vauxhall"	14	15	5.5
"Vauxhall"	15	15	6.6
"Vauxhall"	16	15	5.8
"Vauxhall"	17	15	4.5
"Vauxhall"	18	15	5.2
"Vauxhall"	19	15	7.6
"Vauxhall"	20	15	6.1
"Vauxhall"	21	15	6.4
"Vauxhall"	22	15	4.6
"Vauxhall"	23	15	4.5
"Vauxhall"	24	15	4.8
"Vauxhall"	25	15	3
"Vauxhall"	26	15	3.2
"Vauxhall"	27	15	3.5
"Vauxhall"	28	15	6.3
"Vauxhall"	29	15	6.3
"Vauxhall"	30	15	5.6
"Vauxhall"	31	15	7.7
"Vauxhall"	32	15	9.6
"Vauxhall"	1	16	5.5
"Vauxhall"	2	16	8.4
"Vauxhall"	3	16	6
"Vauxhall"	4	16	7.1
"Vauxhall"	5	16	6.1
"Vauxhall"	6	16	7.5
"Vauxhall"	7	16	6.5
"Vauxhall"	8	16	8.1
"Vauxhall"	9	16	8.1
"Vauxhall"	10	16	9.3
"Vauxhall"	11	16	7.5
"Vauxhall"	12	16	7.2
"Vauxhall"	13	16	7.3
"Vauxhall"	14	16	7.2
"Vauxhall"	15	16	6.5
"Vauxhall"	16	16	7.2
"Vauxhall"	17	16	6.4
"Vauxhall"	18	16	5.8
"Vauxhall"	19	16	6.3
"Vauxhall"	20	16	7
"Vauxhall"	21	16	5.1
"Vauxhall"	22	16	4.7
"Vauxhall"	23	16	4.2
"Vauxhall"	24	16	4.5
"Vauxhall"	25	16	4.9
"Vauxhall"	26	16	4.5
"Vauxhall"	27	16	6.9
"Vauxhall"	28	16	7.9
"Vauxhall"	29	16	6.1
"Vauxhall"	30	16	7.4
"Vauxhall"	31	16	6.5
"Vauxhall"	32	16	7.2
"Vauxhall"	1	17	6.6
"Vauxhall"	2	17	6.4
"Vauxhall"	3	17	5.6
"Vauxhall"	4	17	6
"Vauxhall"	5	17	10.5
"Vauxhall"	6	17	6.9
"Vauxhall"	7	17	8
"Vauxhall"	8	17	6.1
"Vauxhall"	9	17	7.2
"Vauxhall"	10	17	9.7
"Vauxhall"	11	17	7.7
"Vauxhall"	12	17	8.2
"Vauxhall"	13	17	7.2
"Vauxhall"	14	17	7.2
"Vauxhall"	15	17	6.8
"Vauxhall"	16	17	7.1
"Vauxhall"	17	17	6.4
"Vauxhall"	18	17	8.3
"Vauxhall"	19	17	7.3
"Vauxhall"	20	17	7.2
"Vauxhall"	21	17	6.6
"Vauxhall"	22	17	6.4
"Vauxhall"	23	17	6.3
"Vauxhall"	24	17	5.8
"Vauxhall"	25	17	3.9
"Vauxhall"	26	17	5.3
"Vauxhall"	27	17	5.6
"Vauxhall"	28	17	6.9
"Vauxhall"	29	17	6.6
"Vauxhall"	30	17	7
"Vauxhall"	31	17	7.1
"Vauxhall"	32	17	7.3
"Vauxhall"	1	18	5.5
"Vauxhall"	2	18	6.2
"Vauxhall"	3	18	6
"Vauxhall"	4	18	5.7
"Vauxhall"	5	18	9.6
"Vauxhall"	6	18	7.7
"Vauxhall"	7	18	8.6
"Vauxhall"	8	18	10.4
"Vauxhall"	9	18	9.1
"Vauxhall"	10	18	9.5
"Vauxhall"	11	18	10
"Vauxhall"	12	18	9.8
"Vauxhall"	13	18	7.9
"Vauxhall"	14	18	7.4
"Vauxhall"	15	18	6.5
"Vauxhall"	16	18	6.3
"Vauxhall"	17	18	6.3
"Vauxhall"	18	18	6.5
"Vauxhall"	19	18	7.1
"Vauxhall"	20	18	7.2
"Vauxhall"	21	18	3.3
"Vauxhall"	22	18	6.9
"Vauxhall"	23	18	6.3
"Vauxhall"	24	18	5.7
"Vauxhall"	25	18	4.8
"Vauxhall"	26	18	6.7
"Vauxhall"	27	18	4.6
"Vauxhall"	28	18	7.1
"Vauxhall"	29	18	5.4
"Vauxhall"	30	18	7.1
"Vauxhall"	31	18	5.9
"Vauxhall"	32	18	7.3
"Cranford"	1	1	10.8
"Cranford"	2	1	10.8
"Cranford"	3	1	8.6
"Cranford"	4	1	11.2
"Cranford"	5	1	12.3
"Cranford"	6	1	8.8
"Cranford"	7	1	9.6
"Cranford"	8	1	9.1
"Cranford"	9	1	7.4
"Cranford"	10	1	6.9
"Cranford"	11	1	6.8
"Cranford"	12	1	7.2
"Cranford"	13	1	8
"Cranford"	14	1	8.8
"Cranford"	15	1	8
"Cranford"	16	1	8.5
"Cranford"	17	1	8.7
"Cranford"	18	1	8
"Cranford"	19	1	6.6
"Cranford"	20	1	5.8
"Cranford"	21	1	8
"Cranford"	22	1	5.3
"Cranford"	23	1	7
"Cranford"	24	1	7.5
"Cranford"	25	1	3.3
"Cranford"	26	1	5.8
"Cranford"	27	1	6.9
"Cranford"	28	1	7.8
"Cranford"	29	1	5
"Cranford"	30	1	5.3
"Cranford"	31	1	4.3
"Cranford"	32	1	4
"Cranford"	1	2	7.5
"Cranford"	2	2	8.2
"Cranford"	3	2	11.8
"Cranford"	4	2	10
"Cranford"	5	2	9.5
"Cranford"	6	2	7.2
"Cranford"	7	2	7.2
"Cranford"	8	2	8.4
"Cranford"	9	2	8.4
"Cranford"	10	2	6.1
"Cranford"	11	2	8.6
"Cranford"	12	2	7.8
"Cranford"	13	2	8
"Cranford"	14	2	7.8
"Cranford"	15	2	7.8
"Cranford"	16	2	6.8
"Cranford"	17	2	8.8
"Cranford"	18	2	7.7
"Cranford"	19	2	6.9
"Cranford"	20	2	8.2
"Cranford"	21	2	7.8
"Cranford"	22	2	7.3
"Cranford"	23	2	7
"Cranford"	24	2	7.7
"Cranford"	25	2	6.6
"Cranford"	26	2	4.2
"Cranford"	27	2	2.5
"Cranford"	28	2	6.7
"Cranford"	29	2	4.5
"Cranford"	30	2	4.7
"Cranford"	31	2	3.5
"Cranford"	32	2	5.1
"Cranford"	1	3	8
"Cranford"	2	3	10.4
"Cranford"	3	3	9.4
"Cranford"	4	3	10.5
"Cranford"	5	3	8
"Cranford"	6	3	9.2
"Cranford"	7	3	6.2
"Cranford"	8	3	8
"Cranford"	9	3	5.6
"Cranford"	10	3	9.7
"Cranford"	11	3	8
"Cranford"	12	3	10.5
"Cranford"	13	3	5.4
"Cranford"	14	3	7.2
"Cranford"	15	3	10.3
"Cranford"	16	3	5.6
"Cranford"	17	3	7.9
"Cranford"	18	3	3.5
"Cranford"	19	3	6.7
"Cranford"	20	3	4.6
"Cranford"	21	3	5.7
"Cranford"	22	3	7.5
"Cranford"	23	3	4.4
"Cranford"	24	3	6.2
"Cranford"	25	3	5
"Cranford"	26	3	5.7
"Cranford"	27	3	3.3
"Cranford"	28	3	6.5
"Cranford"	29	3	7.5
"Cranford"	30	3	4.7
"Cranford"	31	3	3.2
"Cranford"	32	3	3.7
"Cranford"	1	4	7
"Cranford"	2	4	10.3
"Cranford"	3	4	9.7
"Cranford"	4	4	9.5
"Cranford"	5	4	7
"Cranford"	6	4	7.1
"Cranford"	7	4	8
"Cranford"	8	4	7.5
"Cranford"	9	4	8.3
"Cranford"	10	4	7.5
"Cranford"	11	4	6.7
"Cranford"	12	4	7.9
"Cranford"	13	4	6.8
"Cranford"	14	4	7.4
"Cranford"	15	4	6.9
"Cranford"	16	4	5.5
"Cranford"	17	4	7.5
"Cranford"	18	4	8.4
"Cranford"	19	4	8.7
"Cranford"	20	4	4.2
"Cranford"	21	4	4.5
"Cranford"	22	4	5.2
"Cranford"	23	4	7
"Cranford"	24	4	8.6
"Cranford"	25	4	5.7
"Cranford"	26	4	6.8
"Cranford"	27	4	5.5
"Cranford"	28	4	4.7
"Cranford"	29	4	4.3
"Cranford"	30	4	6.4
"Cranford"	31	4	4.8
"Cranford"	32	4	4.6
"Cranford"	1	5	7.7
"Cranford"	2	5	7.6
"Cranford"	3	5	10
"Cranford"	4	5	10
"Cranford"	5	5	10.3
"Cranford"	6	5	9.7
"Cranford"	7	5	9
"Cranford"	8	5	7
"Cranford"	9	5	9.4
"Cranford"	10	5	8.2
"Cranford"	11	5	10.4
"Cranford"	12	5	6.6
"Cranford"	13	5	4.8
"Cranford"	14	5	10.8
"Cranford"	15	5	7.3
"Cranford"	16	5	7.4
"Cranford"	17	5	6.6
"Cranford"	18	5	7.5
"Cranford"	19	5	6.3
"Cranford"	20	5	6.7
"Cranford"	21	5	6.8
"Cranford"	22	5	5.6
"Cranford"	23	5	5.8
"Cranford"	24	5	5.4
"Cranford"	25	5	5.5
"Cranford"	26	5	8.7
"Cranford"	27	5	7.2
"Cranford"	28	5	8.1
"Cranford"	29	5	6.7
"Cranford"	30	5	4.6
"Cranford"	31	5	5.7
"Cranford"	32	5	6.4
"Cranford"	1	6	6.5
"Cranford"	2	6	6.6
"Cranford"	3	6	10
"Cranford"	4	6	9.5
"Cranford"	5	6	10
"Cranford"	6	6	7
"Cranford"	7	6	8
"Cranford"	8	6	8.4
"Cranford"	9	6	9.5
"Cranford"	10	6	7.7
"Cranford"	11	6	7.6
"Cranford"	12	6	9.4
"Cranford"	13	6	9.4
"Cranford"	14	6	8
"Cranford"	15	6	5.8
"Cranford"	16	6	6.9
"Cranford"	17	6	6.9
"Cranford"	18	6	5.3
"Cranford"	19	6	6.6
"Cranford"	20	6	5.9
"Cranford"	21	6	4.5
"Cranford"	22	6	6.6
"Cranford"	23	6	9.4
"Cranford"	24	6	6.7
"Cranford"	25	6	11.3
"Cranford"	26	6	5.9
"Cranford"	27	6	8.8
"Cranford"	28	6	6.2
"Cranford"	29	6	7.8
"Cranford"	30	6	7.1
"Cranford"	31	6	5.7
"Cranford"	32	6	6.6
"Cranford"	1	7	9
"Cranford"	2	7	10.4
"Cranford"	3	7	9.8
"Cranford"	4	7	11.2
"Cranford"	5	7	11
"Cranford"	6	7	9.4
"Cranford"	7	7	8.5
"Cranford"	8	7	8.7
"Cranford"	9	7	6.8
"Cranford"	10	7	7.2
"Cranford"	11	7	8.7
"Cranford"	12	7	8.5
"Cranford"	13	7	3.5
"Cranford"	14	7	9.4
"Cranford"	15	7	7.9
"Cranford"	16	7	8.2
"Cranford"	17	7	8.8
"Cranford"	18	7	4
"Cranford"	19	7	4
"Cranford"	20	7	3.8
"Cranford"	21	7	6
"Cranford"	22	7	5.7
"Cranford"	23	7	7
"Cranford"	24	7	5.2
"Cranford"	25	7	8.7
"Cranford"	26	7	3.1
"Cranford"	27	7	7.9
"Cranford"	28	7	8.7
"Cranford"	29	7	7.6
"Cranford"	30	7	6.4
"Cranford"	31	7	6.4
"Cranford"	32	7	6.3
"Cranford"	1	8	12.5
"Cranford"	2	8	8.3
"Cranford"	3	8	10.6
"Cranford"	4	8	12.1
"Cranford"	5	8	8.5
"Cranford"	6	8	10.8
"Cranford"	7	8	9.8
"Cranford"	8	8	9.6
"Cranford"	9	8	7.7
"Cranford"	10	8	7.7
"Cranford"	11	8	9.4
"Cranford"	12	8	6.5
"Cranford"	13	8	9.7
"Cranford"	14	8	8
"Cranford"	15	8	4.6
"Cranford"	16	8	6.5
"Cranford"	17	8	7.7
"Cranford"	18	8	7.6
"Cranford"	19	8	6.7
"Cranford"	20	8	8.1
"Cranford"	21	8	8.2
"Cranford"	22	8	9.3
"Cranford"	23	8	8.1
"Cranford"	24	8	8.1
"Cranford"	25	8	7.2
"Cranford"	26	8	5.9
"Cranford"	27	8	4.4
"Cranford"	28	8	8.7
"Cranford"	29	8	9.9
"Cranford"	30	8	8.2
"Cranford"	31	8	9.6
"Cranford"	32	8	6.8
"Cranford"	1	9	10
"Cranford"	2	9	11
"Cranford"	3	9	9.5
"Cranford"	4	9	10.3
"Cranford"	5	9	11
"Cranford"	6	9	8.5
"Cranford"	7	9	8.9
"Cranford"	8	9	9
"Cranford"	9	9	7.6
"Cranford"	10	9	9.5
"Cranford"	11	9	10.1
"Cranford"	12	9	8.2
"Cranford"	13	9	7.5
"Cranford"	14	9	6.3
"Cranford"	15	9	7.1
"Cranford"	16	9	7.5
"Cranford"	17	9	6.5
"Cranford"	18	9	8.7
"Cranford"	19	9	7.3
"Cranford"	20	9	5.2
"Cranford"	21	9	8.1
"Cranford"	22	9	5.7
"Cranford"	23	9	7.9
"Cranford"	24	9	7.4
"Cranford"	25	9	6.6
"Cranford"	26	9	7.8
"Cranford"	27	9	10.2
"Cranford"	28	9	5.9
"Cranford"	29	9	12.2
"Cranford"	30	9	4.8
"Cranford"	31	9	9.9
"Cranford"	32	9	7.9
"Cranford"	1	10	8.6
"Cranford"	2	10	11.2
"Cranford"	3	10	10.6
"Cranford"	4	10	10
"Cranford"	5	10	10.6
"Cranford"	6	10	9.1
"Cranford"	7	10	8
"Cranford"	8	10	10
"Cranford"	9	10	11.1
"Cranford"	10	10	7
"Cranford"	11	10	7.5
"Cranford"	12	10	9
"Cranford"	13	10	8.8
"Cranford"	14	10	6.8
"Cranford"	15	10	7.7
"Cranford"	16	10	6
"Cranford"	17	10	7.5
"Cranford"	18	10	5
"Cranford"	19	10	12.5
"Cranford"	20	10	6.8
"Cranford"	21	10	8.3
"Cranford"	22	10	6
"Cranford"	23	10	7
"Cranford"	24	10	6.7
"Cranford"	25	10	5.5
"Cranford"	26	10	6.9
"Cranford"	27	10	4.8
"Cranford"	28	10	8.4
"Cranford"	29	10	6.8
"Cranford"	30	10	6.9
"Cranford"	31	10	8
"Cranford"	32	10	9.2
"Cranford"	1	11	9.7
"Cranford"	2	11	10.5
"Cranford"	3	11	10.4
"Cranford"	4	11	11.5
"Cranford"	5	11	8.2
"Cranford"	6	11	7.3
"Cranford"	7	11	6.1
"Cranford"	8	11	7.9
"Cranford"	9	11	5.7
"Cranford"	10	11	7.6
"Cranford"	11	11	8.8
"Cranford"	12	11	7.5
"Cranford"	13	11	8.3
"Cranford"	14	11	5.7
"Cranford"	15	11	7.7
"Cranford"	16	11	7.7
"Cranford"	17	11	6.5
"Cranford"	18	11	8.2
"Cranford"	19	11	11.8
"Cranford"	20	11	8.7
"Cranford"	21	11	8.2
"Cranford"	22	11	6.7
"Cranford"	23	11	10.3
"Cranford"	24	11	6.7
"Cranford"	25	11	5
"Cranford"	26	11	10.2
"Cranford"	27	11	6.5
"Cranford"	28	11	8.8
"Cranford"	29	11	8.2
"Cranford"	30	11	7.5
"Cranford"	31	11	9.2
"Cranford"	32	11	7.7
"Cranford"	1	12	6.2
"Cranford"	2	12	5.9
"Cranford"	3	12	12.3
"Cranford"	4	12	11.6
"Cranford"	5	12	7.3
"Cranford"	6	12	7.5
"Cranford"	7	12	9.8
"Cranford"	8	12	11
"Cranford"	9	12	8.3
"Cranford"	10	12	8.4
"Cranford"	11	12	6.4
"Cranford"	12	12	9.6
"Cranford"	13	12	6.1
"Cranford"	14	12	7.7
"Cranford"	15	12	8.2
"Cranford"	16	12	5.3
"Cranford"	17	12	9
"Cranford"	18	12	8.9
"Cranford"	19	12	5.9
"Cranford"	20	12	9.4
"Cranford"	21	12	8.2
"Cranford"	22	12	8.3
"Cranford"	23	12	10.7
"Cranford"	24	12	8.8
"Cranford"	25	12	8.8
"Cranford"	26	12	9.9
"Cranford"	27	12	8.1
"Cranford"	28	12	8.7
"Cranford"	29	12	9.7
"Cranford"	30	12	6.5
"Cranford"	31	12	11.5
"Cranford"	32	12	7.9
"Cranford"	1	13	9.7
"Cranford"	2	13	7.3
"Cranford"	3	13	10.4
"Cranford"	4	13	8.8
"Cranford"	5	13	8.7
"Cranford"	6	13	9
"Cranford"	7	13	8
"Cranford"	8	13	9.8
"Cranford"	9	13	8.2
"Cranford"	10	13	7.5
"Cranford"	11	13	6.8
"Cranford"	12	13	6.1
"Cranford"	13	13	7.6
"Cranford"	14	13	7.7
"Cranford"	15	13	8.5
"Cranford"	16	13	6.2
"Cranford"	17	13	6.5
"Cranford"	18	13	6.9
"Cranford"	19	13	6.3
"Cranford"	20	13	6.5
"Cranford"	21	13	4.9
"Cranford"	22	13	9.2
"Cranford"	23	13	8.4
"Cranford"	24	13	6.6
"Cranford"	25	13	7.4
"Cranford"	26	13	8.2
"Cranford"	27	13	6.4
"Cranford"	28	13	4.5
"Cranford"	29	13	10.3
"Cranford"	30	13	7.3
"Cranford"	31	13	7
"Cranford"	32	13	6
"Cranford"	1	14	7.3
"Cranford"	2	14	7.4
"Cranford"	3	14	11.3
"Cranford"	4	14	8.6
"Cranford"	5	14	6.8
"Cranford"	6	14	6.7
"Cranford"	7	14	8.4
"Cranford"	8	14	9.2
"Cranford"	9	14	8.2
"Cranford"	10	14	7.6
"Cranford"	11	14	6.7
"Cranford"	12	14	5.8
"Cranford"	13	14	8.1
"Cranford"	14	14	7.2
"Cranford"	15	14	7.6
"Cranford"	16	14	8.8
"Cranford"	17	14	5.2
"Cranford"	18	14	8.2
"Cranford"	19	14	5.8
"Cranford"	20	14	8
"Cranford"	21	14	5.6
"Cranford"	22	14	7.2
"Cranford"	23	14	6.6
"Cranford"	24	14	4.5
"Cranford"	25	14	7.8
"Cranford"	26	14	6.8
"Cranford"	27	14	5.7
"Cranford"	28	14	6.2
"Cranford"	29	14	7.8
"Cranford"	30	14	5.2
"Cranford"	31	14	6.8
"Cranford"	32	14	8.1
"Cranford"	1	15	8
"Cranford"	2	15	7.9
"Cranford"	3	15	9.2
"Cranford"	4	15	5.3
"Cranford"	5	15	8
"Cranford"	6	15	6
"Cranford"	7	15	6.7
"Cranford"	8	15	8
"Cranford"	9	15	7.7
"Cranford"	10	15	4.2
"Cranford"	11	15	10.2
"Cranford"	12	15	6.7
"Cranford"	13	15	5.6
"Cranford"	14	15	1.8
"Cranford"	15	15	5.9
"Cranford"	16	15	6.7
"Cranford"	17	15	7.6
"Cranford"	18	15	6.7
"Cranford"	19	15	6.1
"Cranford"	20	15	6.1
"Cranford"	21	15	6.7
"Cranford"	22	15	6.6
"Cranford"	23	15	8.2
"Cranford"	24	15	5.8
"Cranford"	25	15	8
"Cranford"	26	15	7.9
"Cranford"	27	15	1.5
"Cranford"	28	15	7.3
"Cranford"	29	15	8.2
"Cranford"	30	15	7.9
"Cranford"	31	15	9.7
"Cranford"	32	15	4.7
"Cranford"	1	16	5.4
"Cranford"	2	16	9.3
"Cranford"	3	16	9.3
"Cranford"	4	16	7
"Cranford"	5	16	7.5
"Cranford"	6	16	6.8
"Cranford"	7	16	8
"Cranford"	8	16	6.9
"Cranford"	9	16	7.6
"Cranford"	10	16	7.1
"Cranford"	11	16	5.7
"Cranford"	12	16	5.9
"Cranford"	13	16	6.6
"Cranford"	14	16	6.6
"Cranford"	15	16	4.4
"Cranford"	16	16	6.3
"Cranford"	17	16	5
"Cranford"	18	16	5.7
"Cranford"	19	16	6.2
"Cranford"	20	16	8.7
"Cranford"	21	16	5.9
"Cranford"	22	16	7.1
"Cranford"	23	16	9.2
"Cranford"	24	16	4.8
"Cranford"	25	16	6.7
"Cranford"	26	16	7.5
"Cranford"	27	16	7.8
"Cranford"	28	16	9
"Cranford"	29	16	8.2
"Cranford"	30	16	7.6
"Cranford"	31	16	7.9
"Cranford"	32	16	7
"Cranford"	1	17	7.5
"Cranford"	2	17	10.2
"Cranford"	3	17	6.5
"Cranford"	4	17	7.6
"Cranford"	5	17	6.2
"Cranford"	6	17	6.6
"Cranford"	7	17	7.4
"Cranford"	8	17	4.8
"Cranford"	9	17	4.8
"Cranford"	10	17	6.9
"Cranford"	11	17	6
"Cranford"	12	17	6.1
"Cranford"	13	17	5.3
"Cranford"	14	17	5.7
"Cranford"	15	17	7.9
"Cranford"	16	17	3.7
"Cranford"	17	17	5.6
"Cranford"	18	17	6.8
"Cranford"	19	17	5.4
"Cranford"	20	17	6.9
"Cranford"	21	17	7.3
"Cranford"	22	17	7.4
"Cranford"	23	17	9.7
"Cranford"	24	17	6.4
"Cranford"	25	17	7.8
"Cranford"	26	17	8.2
"Cranford"	27	17	6.5
"Cranford"	28	17	9
"Cranford"	29	17	7.8
"Cranford"	30	17	6.8
"Cranford"	31	17	8.5
"Cranford"	32	17	6.3
"Cranford"	1	18	6.8
"Cranford"	2	18	7.2
"Cranford"	3	18	7
"Cranford"	4	18	6.2
"Cranford"	5	18	6.5
"Cranford"	6	18	6.3
"Cranford"	7	18	5.3
"Cranford"	8	18	1.6
"Cranford"	9	18	8.7
"Cranford"	10	18	5.9
"Cranford"	11	18	6.5
"Cranford"	12	18	6.1
"Cranford"	13	18	6.8
"Cranford"	14	18	7.7
"Cranford"	15	18	6.4
"Cranford"	16	18	4.7
"Cranford"	17	18	7.1
"Cranford"	18	18	5.6
"Cranford"	19	18	6.5
"Cranford"	20	18	8.4
"Cranford"	21	18	8
"Cranford"	22	18	5.2
"Cranford"	23	18	9.3
"Cranford"	24	18	4.1
"Cranford"	25	18	9.4
"Cranford"	26	18	6.4
"Cranford"	27	18	5
"Cranford"	28	18	8.3
"Cranford"	29	18	8.7
"Cranford"	30	18	7.2
"Cranford"	31	18	9
"Cranford"	32	18	6.7
