"row"	"col"	"grain"	"straw"
44	20	31.1	74.9
44	21	53.8	88.2
44	22	12.9	28.1
44	23	42	82
44	24	11.3	27.7
44	25	22.8	29.2
44	26	33.2	63.8
44	27	21.5	48.5
44	28	13.2	37.8
44	29	38.1	76.9
44	3	36.6	68.4
44	30	35	67
44	31	46.8	94.2
44	4	65.2	123.8
44	5	51.2	87.8
44	6	20.9	43.1
44	7	20	44
44	8	16.2	42.8
44	9	40.8	80.2
45	1	38.8	90.2
45	10	55.8	114.2
45	11	45.4	92.6
45	12	41	74
45	13	33.8	73.2
45	14	65	118
45	15	42.5	80.5
45	16	22.5	56.5
45	17	50	95
45	18	51.6	107.5
45	19	66.8	120.2
45	2	46.9	99.1
45	20	40.6	80.4
45	21	39.4	74.6
45	22	56.1	110.9
45	23	42.8	71.2
45	24	59.1	119.9
45	25	54.1	95.9
45	26	55.8	105.2
45	27	40.2	76.8
45	28	45.5	85.5
45	29	49.6	98.4
45	3	38.8	77.2
45	30	47.7	87.3
45	31	27.6	57.4
45	4	26	63
45	5	32.1	65.9
45	6	69.5	125.5
45	7	81.7	156.3
45	8	51.7	96.3
45	9	20.2	49.8
46	1	44.6	73.4
46	10	40.6	76.4
46	11	53.6	93.9
46	12	59.2	104.8
46	13	24.5	50.5
46	14	40.7	69.3
46	15	26.7	51.3
46	16	47.8	116.8
46	17	38	75
46	18	40.3	91.7
46	19	49.3	87.7
46	2	40.7	86.3
46	20	37.8	83.2
46	21	54.1	93.9
46	22	40.7	82.3
46	23	31.9	66.1
46	24	51.6	96.4
46	25	19	41
46	26	18.5	45.5
46	27	41.5	79.5
46	28	50	94
46	29	29.6	64.4
46	3	50.4	90.6
46	30	37.5	78.5
46	31	31.1	60.9
46	4	46.6	113.4
46	5	34.1	70.9
46	6	53.9	109.1
46	7	46.1	84.9
46	8	39.6	73.4
46	9	56.7	108.3
47	1	55.2	111.8
47	10	34.3	63.7
47	11	61.4	95.6
47	12	43.6	76.4
47	13	46.2	86.8
47	14	39.8	70.2
47	15	55.5	95.5
47	16	29.4	76.6
47	17	44.8	80.2
47	18	28	60
47	19	37.7	76.3
47	2	61.8	106.2
47	20	26.8	52.2
47	21	26.6	54.4
47	22	38.8	80.2
47	23	36.5	66.5
47	24	45.3	92.7
47	25	51.3	98.7
47	26	58.9	115.1
47	27	68.8	137.2
47	28	36.9	73.1
47	29	59.2	110.8
47	3	49.9	93.1
47	30	61.4	113.6
47	31	59.8	114.2
47	4	57	114
47	5	45.4	86.6
47	6	65.9	129.1
47	7	51.1	103.9
47	8	47.5	86.5
47	9	40.2	86.8
48	1	42.6	89.4
48	10	37	78
48	11	40	80
48	12	58.9	113.1
48	13	53.1	104.9
48	14	45.1	83.9
48	15	56.8	107.2
48	16	26.1	74.9
48	17	46.1	88.1
48	18	40.5	81.5
48	19	29.6	71.4
48	2	40.4	88.6
48	20	45.5	96.5
48	21	41.1	80.9
48	22	26.5	65.5
48	23	49.1	104.9
48	24	36.1	73.9
48	25	49.7	94.3
48	26	13.6	32.4
48	27	36.9	85.1
48	28	41.9	94.1
48	29	52.3	103.7
48	3	50	92
48	30	39.5	77.5
48	31	36.4	77.6
48	4	36	78
48	5	50.5	89.5
48	6	29.5	68.5
48	7	60.2	114.8
48	8	32.1	70.9
48	9	47.1	86.9
49	1	58.5	130.5
49	10	51.5	96.9
49	11	50	101
49	12	29.9	61.1
49	13	40.7	95.3
49	14	45.2	86.8
49	15	38	78
49	16	51.7	110.3
49	17	39	82
49	18	64.9	138.6
49	19	44.9	95.1
49	2	44.8	95.2
49	20	66.3	124.7
49	21	38.7	79.3
49	22	43.9	97.1
49	23	35.4	70.6
49	24	49.4	104.6
49	25	24	52
49	26	54.8	113.2
49	27	69.5	140.5
49	28	50.5	97.5
49	29	45.8	96.2
49	3	61.5	119.5
49	30	62.6	117.4
49	31	38	79
49	4	45.4	100.6
49	5	39.5	82.5
49	6	68.6	150.4
49	7	50.7	100.3
49	8	62.7	104.3
49	9	49.6	93.4
5	1	48	104
5	10	38.6	89.4
5	11	55.5	99.5
5	12	34.6	64.4
5	13	36.8	80.2
5	14	47.7	96.3
5	15	49	105
5	16	50	111
5	17	59.3	124.7
5	18	37.7	77.3
5	19	45.9	103.1
5	2	64.2	136.9
5	20	68.3	141.7
5	21	32.3	64.7
5	22	32.3	67.7
5	23	34.9	75.1
5	24	48.5	96.5
5	25	47.5	99.5
5	26	50	113
5	27	73	158
5	28	67.1	143.9
5	29	34	86
5	3	65	132
5	30	51.1	97.9
5	31	12.5	25.5
5	4	68.6	155.4
5	5	60.7	125.3
5	6	56.5	131.5
5	7	84.4	160.6
5	8	45.1	92.9
5	9	49	96
50	1	43.3	94.7
50	10	77.9	159.1
50	11	23.5	47.5
50	12	64.8	129.2
50	13	40.8	87.2
50	14	41.9	88.1
50	15	54.1	108.9
50	16	30.6	67.4
50	17	50.6	114.5
50	18	42	88
50	19	45.7	87.3
50	2	42.6	130.4
50	20	35	80
50	21	56.8	112.2
50	22	50.4	100.6
50	23	48.9	99.1
50	24	59.7	122.3
50	25	45.2	85.8
50	26	24.4	61.6
50	27	31.9	66.1
50	28	33.7	70.3
50	29	20.4	45.6
50	3	63.3	66.7
50	30	27.8	60.2
50	31	40.5	84.5
50	4	61.6	122.4
50	5	45.1	99.9
50	6	28	69
50	7	58.3	89.7
50	8	61.8	114.2
50	9	60.3	108.7
51	1	71.7	148.3
51	10	73.3	139.7
51	11	51.2	90.8
51	12	66.1	120.9
51	13	67.7	144.3
51	14	50.5	98.5
51	15	38.8	80.2
51	16	45.7	104.3
51	17	35	82
51	18	39.1	78.9
51	19	35.8	73.2
51	2	76.7	153.3
51	20	68.1	175.9
51	21	37.5	80.5
51	22	58	118
51	23	73.6	140.4
51	24	53.1	109.9
51	25	56.2	96.8
51	26	53.4	114.6
51	27	58.6	120.4
51	28	82.2	153.8
51	29	33.5	75.5
51	3	55.8	103.2
51	30	32.1	67.9
51	31	37	79
51	4	45.7	92.3
51	5	54.4	117.6
51	6	58	129
51	7	50.9	102.1
51	8	81.1	153.9
51	9	86.1	174.9
52	1	38.2	83.8
52	10	77.2	148.8
52	11	87.3	158.7
52	12	74.2	152.8
52	13	78.7	148.3
52	14	69.4	151.6
52	15	52.3	112.7
52	16	26.4	67.6
52	17	89.8	184.2
52	18	72.1	157.9
52	19	83.3	164.7
52	2	79.3	166.7
52	20	70.6	154.4
52	21	73.8	166.2
52	22	96	184.1
52	23	68.9	148.1
52	24	78.7	161.3
52	25	102.3	192.7
52	26	76.4	145.6
52	27	79.8	150.2
52	28	57.1	110.9
52	29	65.8	135.2
52	3	84.5	172.5
52	30	51.4	107.6
52	31	23	48
52	4	86.2	174.8
52	5	86.4	168.6
52	6	63.6	137.4
52	7	80	143
52	8	66.2	129.8
52	9	57.8	105.2
53	1	73.2	155.8
53	10	65.2	136.8
53	11	72.7	136.3
53	12	81.1	147.9
53	13	61.2	140.8
53	14	74.7	169.3
53	15	41.7	87.3
53	16	74.1	181.9
53	17	41	96
53	18	67.8	162.2
53	19	76.7	157.3
53	2	62.2	120.8
53	20	65	159
53	21	74.9	156.1
53	22	79.4	172.6
53	23	82.4	161.6
53	24	65.8	137.2
53	25	71.4	139.6
53	26	55.5	110.5
53	27	44.1	94.9
53	28	77.1	154.9
53	29	72.2	151.8
53	3	72	140
53	30	82.1	172.9
53	31	29.8	69.2
53	4	63.4	137.6
53	5	56.8	130.2
53	6	51.9	137.9
53	7	82.8	152.2
53	8	68.2	134.8
53	9	72.1	141.9
54	1	92.3	202.7
54	10	61.7	97.3
54	11	83.3	161.7
54	12	45.8	91.2
54	13	71.7	145.9
54	14	66.4	131.6
54	15	34.1	72.9
54	16	72.7	156.3
54	17	37.7	70.3
54	18	80.7	180.3
54	19	66.7	162.3
54	2	35.7	73.3
54	20	51.9	102.1
54	21	67.5	146.6
54	22	79.9	161.1
54	23	23	50
54	24	85.3	185.7
54	25	85.3	176.7
54	26	97.1	191.9
54	27	75.2	161.8
54	28	78.7	156.3
54	29	92.3	190.7
54	3	65.1	124.9
54	30	94.6	187.4
54	31	63.4	137.6
54	4	51.4	103.6
54	5	64.2	121.8
54	6	75.1	159.9
54	7	67.9	130.1
54	8	94.6	187.4
54	9	64.2	129.8
55	1	32.7	65.3
55	10	61.7	129.3
55	11	33.7	74.3
55	12	51.2	101.8
55	13	44.3	91.7
55	14	47.2	91.8
55	15	76.9	159.1
55	16	63	166
55	17	52.7	103.3
55	18	62.4	128.6
55	19	50	109
55	2	70.3	152.7
55	20	55.2	111.8
55	21	61.2	128.8
55	22	34.6	75.4
55	23	66.9	123.1
55	24	41	89
55	25	22.6	46.4
55	26	20.8	44.2
55	27	27.5	62.5
55	28	74.3	146.7
55	29	40.7	83.3
55	3	44.3	90.7
55	30	75.5	144.5
55	31	71.7	148.3
55	4	55.9	110.1
55	5	61.1	128.9
55	6	42.1	99.9
55	7	55.2	110.8
55	8	48.5	103.5
55	9	53.1	103.9
56	1	83.9	166.1
56	10	58.7	117.3
56	11	60.7	127.3
56	12	33.6	74.4
56	13	53.3	102.7
56	14	47	101
56	15	57.8	117.2
56	16	42.3	103.7
56	17	32.4	60.6
56	18	52.4	116.6
56	19	51.8	99.2
56	2	54.4	115.6
56	20	26.2	58.8
56	21	35.8	83.2
56	22	54.8	114.2
56	23	34.8	78.2
56	24	53.2	100.8
56	25	52.5	108.6
56	26	24.1	63.9
56	27	47.2	93.8
56	28	33.4	71.6
56	29	35.3	77.7
56	3	40.3	100.7
56	30	27.8	62.2
56	31	82.2	165.8
56	4	62.8	127.2
56	5	55.9	117.1
56	6	56.2	121.8
56	7	51.6	104.4
56	8	37.3	85.7
56	9	54.3	104.7
57	1	65.8	144.2
57	10	33.4	80.6
57	11	29.2	71.8
57	12	19.7	38.3
57	13	34	75
57	14	35.2	72.8
57	15	42.3	90.7
57	16	18.9	63.1
57	17	72.2	130.8
57	18	46.7	106.3
57	19	43.2	86.8
57	2	24.6	57.4
57	20	53.3	98.7
57	21	59.6	123.4
57	22	46.6	93.4
57	23	37	85
57	24	53.8	115.2
57	25	34.3	70.7
57	26	79.1	146.9
57	27	56.7	113.3
57	28	59.2	118.8
57	29	47.2	92.8
57	3	48.7	98.3
57	30	43.1	91.9
57	31	53.6	103.4
57	4	29.6	58.4
57	5	36.5	80.5
57	6	46.7	92.3
57	7	38.5	79.5
57	8	49.5	108.5
57	9	50.3	98.7
58	1	44.6	90.4
58	10	54.8	93.2
58	11	37	80
58	12	27.2	58.8
58	13	28.3	66.7
58	14	46.1	89.9
58	15	41.7	91.3
58	16	28.5	97.5
58	17	20.8	51.2
58	18	31.1	74.9
58	19	42.5	76.5
58	2	40.6	84.5
58	20	39.2	78.8
58	21	37	77
58	22	29.6	61.4
58	23	31.6	73.4
58	24	31.7	60.3
58	25	64.6	115.4
58	26	51.1	93.9
58	27	40.3	75.7
58	28	51.4	117.6
58	29	48.6	104.4
58	3	52.8	104.2
58	30	46.8	83.2
58	31	23.8	54.2
58	4	46.5	95.5
58	5	34.7	74.3
58	6	43.3	91.7
58	7	36.6	79.4
58	8	35	90
58	9	50.2	101.8
59	1	36	74
59	10	56.2	102.8
59	11	37.6	77.4
59	12	33.4	65.6
59	13	37.4	78.6
59	14	29	58
59	15	34.1	69.9
59	16	34	84
59	17	39	73
59	18	53.7	131.3
59	19	45	90
59	2	39.2	88.8
59	20	57.6	105.4
59	21	42.3	86.7
59	22	34.7	74.3
59	23	33.8	70.2
59	24	10.3	31.7
59	25	32.7	69.3
59	26	29.5	63.5
59	27	33.3	66.7
59	28	19.8	35.2
59	29	34.4	75.6
59	3	42.6	93.4
59	30	35.6	75.4
59	31	74.5	145.5
59	4	47.6	84.4
59	5	31.4	61.2
59	6	41.2	83.8
59	7	44.5	81.5
59	8	27.9	57.1
59	9	40.4	82.6
6	1	35.9	62.1
6	10	56	100
6	11	33.1	72.9
6	12	48.8	88.2
6	13	61.9	104.1
6	14	41.5	68.5
6	15	18.6	42.4
6	16	60.2	133.8
6	17	21	42
6	18	46.9	93.1
6	19	53	94
6	2	27.2	60.8
6	20	43.1	86.9
6	21	44.7	89.3
6	22	30.9	68.1
6	23	34.6	74.4
6	24	77.4	151.6
6	25	51.6	95.4
6	26	51.1	108.9
6	27	40	103
6	28	27.9	64.1
6	29	39.6	89.5
6	3	55.5	111.5
6	30	45.8	77
6	31	31.6	64
6	4	47.2	100.8
6	5	28.9	61.1
6	6	46.9	105.1
6	7	25.4	57.6
6	8	56.7	99.3
6	9	55.4	109.6
60	1	68.6	141.4
60	10	25.3	57.7
60	11	54.4	105.6
60	12	36.6	73.4
60	13	54.7	108.3
60	14	28.8	63.2
60	15	32.6	64.4
60	16	36.8	94.2
60	17	41.8	79.2
60	18	30	79
60	19	56.5	102.5
60	2	29.5	64.5
60	20	51.3	93.7
60	21	34.7	84.3
60	22	26.1	62.9
60	23	60	113
60	24	64.1	114.9
60	25	50.6	99.4
60	26	41	79
60	27	9	27
60	28	4.7	20.3
60	29	13.1	33.9
60	3	95.3	180.7
60	30	35.3	71.7
60	31	29.4	69.6
60	4	43	85
60	5	36.5	81.5
60	6	32	66
60	7	29.8	67.2
60	8	35.1	89.9
60	9	79.5	148.5
61	1	40.9	90.1
61	10	33.3	66.7
61	11	19.3	49.7
61	12	53.2	95.8
61	13	26.2	58.8
61	14	38.7	79.3
61	15	52.5	103.5
61	16	41.7	92.3
61	17	22.4	45.6
61	18	68.5	136.5
61	19	49.6	93.4
61	2	49.7	101.3
61	20	35.6	73.4
61	21	61.7	123.3
61	22	47.9	104.1
61	23	35.1	79.9
61	24	55.7	105.3
61	25	64.5	122.5
61	26	65.5	129.5
61	27	60.1	121.9
61	28	37.9	70.1
61	29	52.8	121.2
61	3	21.2	50.8
61	30	32.9	72.1
61	31	10	35
61	4	35.8	83.2
61	5	40.4	90.6
61	6	63.8	133.2
61	7	52.8	106.2
61	8	36.1	80.9
61	9	27.8	62.2
62	1	54.1	112.9
62	10	45.9	97.1
62	11	62.2	117.8
62	12	65.3	119.7
62	13	48	95
62	14	49.8	93.2
62	15	21.2	59.8
62	16	60.5	113.5
62	17	39.1	66.9
62	18	33.9	67.1
62	19	21.7	57.3
62	2	63.8	121.2
62	20	35.8	80.2
62	21	48.1	92.9
62	22	49.2	94.8
62	23	27	55
62	24	24.5	52.5
62	25	41	73
62	26	40.8	80.2
62	27	30	60
62	28	24.5	48.5
62	29	27.3	66.7
62	3	34.6	76.4
62	30	37.2	64.8
62	31	48.5	103.5
62	4	40.9	78.1
62	5	36.7	83.3
62	6	45.2	97.8
62	7	34.4	87.6
62	8	45.9	98.1
62	9	57.2	107.8
63	1	57.2	114.8
63	10	16.5	38.5
63	11	58.6	115.5
63	12	70.4	134.6
63	13	47.3	98.7
63	14	67.5	121.5
63	15	70.3	141.7
63	16	47.3	106.7
63	17	29.5	60.5
63	18	30.7	77.3
63	19	40	80
63	2	44.7	99.3
63	20	33.9	75.1
63	21	46.2	92.8
63	22	36.9	83.1
63	23	25.6	62.4
63	24	34.2	80.8
63	25	50.8	87.2
63	26	57.6	112.4
63	27	47	95
63	28	53.4	107.6
63	29	43.3	84.7
63	3	32.2	80.8
63	30	59.4	105.6
63	31	46.3	85.7
63	4	19.6	51.4
63	5	37.1	80.9
63	6	63.4	135.6
63	7	44.3	80.7
63	8	14.2	38.8
63	9	39.7	71.3
64	1	50.7	102.3
64	10	52.9	100.1
64	11	37.7	72.3
64	12	35.9	66.1
64	13	34.3	71.7
64	14	36.2	62.8
64	15	66.4	129.6
64	16	24.2	52.8
64	17	57	118
64	18	37.2	70.8
64	19	30	55
64	2	19.8	39.2
64	20	29.1	61.9
64	21	30.2	62.8
64	22	44.4	91.6
64	23	39.1	71.9
64	24	35.4	61.6
64	25	28.1	61.9
64	26	48.9	93.1
64	27	40	77
64	28	59.1	118.9
64	29	31.4	65.6
64	3	41.2	82.8
64	30	9	23
64	31	62.1	133.9
64	4	26.1	56.9
64	5	20.9	49.1
64	6	39.7	80.3
64	7	39.6	79.5
64	8	28.5	58.5
64	9	4	14
65	1	67.8	131.2
65	10	24.2	54.8
65	11	57.9	112.1
65	12	34	68
65	13	59.1	104.9
65	14	33.1	70.9
65	15	33	67
65	16	44.2	69.8
65	17	29.4	65.6
65	18	50.2	111.8
65	19	44.8	93.2
65	2	39.7	81.3
65	20	67.6	123.4
65	21	31.1	60.9
65	23	42.9	83.1
65	24	58.8	113.2
65	25	61.3	110.7
65	26	52.8	110.2
65	27	63.4	110.6
65	28	43.6	86.4
65	29	28.5	67.5
65	3	42.9	88.1
65	30	34	65
65	31	33.6	71.4
65	4	35.1	69.9
65	5	34.6	87.4
65	6	44.9	97.1
65	7	20	55
65	8	23.2	60.8
65	9	54	96
66	1	40.5	116.5
66	10	53.4	96.6
66	11	22.5	53.5
66	12	39.7	70.3
66	13	35.9	73.1
66	14	35.4	67.6
66	15	36	84
66	16	68	151
66	17	52.6	113.4
66	18	46.2	92.8
66	19	37.3	72.7
66	2	57.5	125.5
66	20	55.9	123.1
66	21	68.6	123.4
66	22	47	96
66	23	70	128
66	24	46	93
66	25	25.1	47.9
66	26	35.5	75.5
66	27	44	87
66	28	50.6	111.4
66	29	22.3	65.7
66	3	48.7	100.3
66	30	47.2	92.8
66	31	33.3	59.7
66	4	58.6	105.5
66	5	60.9	95.1
66	6	47.4	99.6
66	7	42.6	89.4
66	8	67.8	119.2
66	9	42.4	84.6
67	1	47.3	87.7
67	10	3.8	20.2
67	11	63.3	116.7
67	12	95	163
67	13	68.2	118.8
67	14	91	162
67	15	31	70
67	16	57.8	112.2
67	17	48.7	97.3
67	18	60.6	120.4
67	19	36.3	76.7
67	2	54.2	114.8
67	20	46.7	90.3
67	21	74	131
67	22	44.7	93.3
67	23	72.5	129.5
67	24	74	137
67	25	50.9	101.1
67	26	87.1	162.9
67	27	40	83
67	28	69	134
67	29	56	113
67	3	42.6	94.4
67	30	63.1	118.9
67	31	24.7	53.3
67	4	45.1	91.9
67	5	34.8	88.2
67	6	36.9	91.1
67	7	43.8	96.2
67	8	44.1	92.9
67	9	39	70
68	1	51.5	98.5
68	10	64.2	118.8
68	11	15.9	35.1
68	12	38.3	72.7
68	13	57.5	114.5
68	14	76.9	135.1
68	15	71.4	140.6
68	16	58.5	141.5
68	17	37.8	76.2
68	18	25.6	70.4
68	19	23.5	51.5
68	2	62.1	120.9
68	20	30.5	62.5
68	21	52.6	114.4
68	22	61.4	130.6
68	23	67.2	106.8
68	24	48.1	96.9
68	25	54	103
68	26	57	113
68	27	22.7	55.3
68	28	77.9	152.1
68	29	65.9	124.1
68	3	37.9	79.1
68	30	117.5	228.5
68	31	51.7	103.3
68	4	30.6	92.4
68	5	32.2	80.8
68	6	31.1	76.9
68	7	50	98
68	8	42.6	87.4
68	9	27.7	54.3
69	1	44.3	97.7
69	10	41.4	75.6
69	11	40.4	76.6
69	12	19.4	49.6
69	13	25.4	55.6
69	14	42.4	89.6
69	15	37.4	74.6
69	16	49.6	113.5
69	17	60.2	115.8
69	18	62.7	112.3
69	19	65.4	114.6
69	2	34.2	70.8
69	20	61.7	122.3
69	21	49.9	104.1
69	22	53.7	107.3
69	23	28.2	58.8
69	24	69	128
69	25	63.1	107.9
69	26	43.8	90.2
69	27	42.8	84.2
69	28	62.9	118.1
69	29	45.6	79.4
69	3	38.7	85.3
69	30	58.7	109.3
69	31	48.7	98.3
69	4	26.3	60.7
69	5	37.6	81.4
69	6	39.4	95.6
69	7	37.3	85.7
69	8	56.6	105.4
69	9	62.1	103.9
7	1	49.7	102.3
7	10	31.6	80.4
7	11	47.1	95.9
7	12	43.2	72.8
7	13	47.2	86.8
7	14	51.5	88.5
7	15	43.2	76.8
7	16	30.2	67.8
7	17	31.1	78.9
7	18	21.4	46.6
7	19	24.5	56.6
7	2	39.4	79.6
7	20	48.4	95.6
7	21	35.6	60.4
7	22	50.8	121.2
7	23	39	76
7	24	27	58
7	25	20.8	50.2
7	26	15.1	33.9
7	27	21.3	52.7
7	28	38.4	84.6
7	29	42	89
7	3	42.4	78.6
7	30	24.6	44.4
7	31	55.4	114.6
7	4	37.7	81.3
7	5	33.8	84.2
7	6	40.4	94.6
7	7	71.4	139.6
7	8	58.2	94.8
7	9	51.8	101.2
70	1	54.2	111.8
70	10	29.8	64.2
70	11	30	63
70	12	26.3	58.7
70	13	57.6	104.4
70	14	47.6	85.4
70	15	39.6	92.4
70	16	60.2	150.8
70	17	51.6	105.4
70	18	55.5	117.6
70	19	46.1	91.9
70	2	23.8	54.2
70	20	20	45
70	21	49.2	91.8
70	22	54.9	115.1
70	23	46.2	87.8
70	24	32.4	73.6
70	25	53.9	99.1
70	26	49.3	90.7
70	27	49.7	89.3
70	28	31.5	69.5
70	29	36.3	73.7
70	3	62.8	123.6
70	30	38	70
70	31	36.4	77.6
70	4	39.2	91.8
70	5	35.6	69.8
70	6	10.6	28.4
70	7	21.1	57.9
70	8	31.1	70.9
70	9	32.5	79.5
71	1	62.5	133.5
71	10	49.8	96.2
71	11	37.2	65.8
71	12	23.6	42.4
71	13	40.9	89.1
71	14	56.3	99.7
71	15	50.4	99.6
71	16	61.8	119.2
71	17	45.5	107.5
71	18	28.8	59.2
71	19	40.9	72.1
71	2	32	73
71	20	44.9	96.1
71	21	31.4	68.6
71	22	42.8	83.2
71	23	68.3	124.7
71	24	28.9	62.1
71	25	25.4	50.6
71	26	30.4	58.6
71	27	30.5	58.5
71	28	49.1	91.1
71	29	35.7	71.3
71	3	25.4	58.6
71	30	36.3	73.7
71	31	51.3	101.7
71	4	45.7	79.3
71	5	67.4	133.6
71	6	30.6	71.4
71	7	51.2	99.8
71	8	32.5	74.5
71	9	30.6	63.4
72	1	78.1	157.9
72	10	34.6	67.5
72	11	42.8	75.2
72	12	48.6	77.5
72	13	36.4	64.6
72	14	39.6	80.4
72	15	59.2	103.8
72	16	56	128
72	17	20.8	47.2
72	18	73.2	144.8
72	19	41.7	78.3
72	2	43.6	86.4
72	20	47.5	94.5
72	21	25.1	61.9
72	22	58.8	120.2
72	23	35.9	78.1
72	24	64.9	135.1
72	25	73.6	136.4
72	26	71	142
72	27	19.8	39.2
72	28	78.7	163.3
72	29	60.9	113.1
72	3	46.7	91.3
72	30	100.4	179.6
72	31	32.1	74.9
72	4	60	113
72	5	43.4	88.7
72	6	32.8	71.2
72	7	49.4	93.6
72	8	40.8	86.2
72	9	56.2	107.8
73	1	40	85
73	10	39.1	81.9
73	11	62.7	112.3
73	12	31.5	61.5
73	13	54.3	105.7
73	14	63.5	115.5
73	15	49.1	92.9
73	16	36.5	76.5
73	17	28	55
73	18	27.8	52.2
73	19	32.3	70.7
73	2	47	103
73	20	36.1	68.9
73	21	27.8	67.2
73	22	31.3	69.7
73	23	27.8	62.2
73	24	65.7	141.3
73	25	31.2	60.8
73	26	24.8	55.2
73	27	57.4	108.6
73	28	30.5	74.5
73	29	24.4	58.6
73	3	21.8	46.2
73	30	38.4	73.6
73	31	24.8	58.6
73	4	35.1	69.9
73	5	47.6	99.4
73	6	61.3	105.7
73	7	44.9	88.1
73	8	20.6	50.4
73	9	35.8	77.2
74	1	30	73
74	10	58.5	111.5
74	11	60.3	111.7
74	12	28.9	50.1
74	13	15.9	44.1
74	14	22.5	51.5
74	15	35.1	83.9
74	16	54.7	126.3
74	17	37.1	89.9
74	18	50.4	97.6
74	19	48.3	89.7
74	2	37.5	75.5
74	20	42.5	79.5
74	21	45.5	89.5
74	22	32.7	75.3
74	23	56.3	100.7
74	24	48.9	91.1
74	25	65.2	131.8
74	26	50.8	96.2
74	27	25.8	49.2
74	28	42.5	89.5
74	29	38.9	78.1
74	3	52.9	101.1
74	30	57.7	104.3
74	31	43	90
74	4	44.7	95.3
74	5	32.4	71.6
74	6	23.3	48.7
74	7	37.6	69.4
74	8	39.6	85.4
74	9	40.9	77.1
75	1	55.4	118.6
75	10	46.5	82.5
75	11	55.5	110.5
75	12	60.3	95.7
75	13	78.9	152.1
75	14	66.5	127.5
75	15	24.3	73.9
75	16	41.9	96.1
75	17	51.9	89.1
75	18	48.5	93.5
75	19	61.8	110.2
75	2	51.3	97.7
75	20	34.6	64.4
75	21	45.4	90.6
75	22	60.4	119.6
75	23	20	56
75	24	30.7	68.3
75	25	20	42
75	26	58	104
75	27	37	77
75	28	45.5	104.6
75	29	61.7	108.3
75	3	30.5	68.5
75	30	70.7	120.3
75	31	78.6	157.4
75	4	23	48
75	5	31.4	70.6
75	6	24	59
75	7	40.9	77.1
75	8	57.4	121.6
75	9	43.8	93.2
76	1	38.8	82.2
76	10	65.2	132.8
76	11	48.3	84.7
76	12	39.6	72.4
76	13	47.6	113.4
76	14	42.3	86.7
76	15	51.8	105.2
76	16	43.5	99.5
76	17	44.6	95.4
76	18	60.1	116.9
76	19	47.1	88.9
76	2	49	90
76	20	31.1	58.9
76	21	40.9	84.1
76	22	25.8	60.2
76	23	44.6	88.4
76	24	24.2	53.8
76	25	33.2	75.8
76	26	35.6	72.4
76	27	35	83
76	28	20.5	52.5
76	29	38.9	83.1
76	3	28.8	68.2
76	30	69.3	123.7
76	31	53.4	118.6
76	4	20	54
76	5	23	54
76	6	73.1	133.9
76	7	53.1	101.9
76	8	41.8	83.2
76	9	65.5	113.5
77	1	38.9	76.1
77	10	55.2	105.8
77	11	43.6	78.5
77	12	72.1	126.9
77	13	36.6	72.4
77	14	60	133
77	15	84.5	174.5
77	16	40.6	83.5
77	17	65.6	114.4
77	18	62.7	109.3
77	19	46.5	91.5
77	2	62.6	125.4
77	20	31.2	67.8
77	21	47	93
77	22	63.7	127.3
77	23	81.8	157.2
77	24	55.1	116.9
77	25	37.4	71.6
77	26	43.5	83.5
77	27	15.8	42.2
77	28	41.7	86.3
77	29	25.8	55.2
77	3	46.6	97.4
77	30	79.8	147.2
77	31	81	176
77	4	66.8	132.2
77	5	17.6	44.4
77	6	45.7	94.3
77	7	78.3	154.7
77	8	62.2	131.8
77	9	61	110
78	1	31	72
78	10	62.2	123.8
78	11	74.9	123.1
78	12	64.5	111.5
78	13	66	124
78	14	68	143
78	15	49.2	102.8
78	16	84.7	173.3
78	17	35.3	79.7
78	18	82	157
78	19	65.5	125.5
78	2	43	93
78	20	49.8	94.2
78	21	86.1	157.9
78	22	61	143
78	23	63.7	118.3
78	24	34.6	77.4
78	25	70.5	135.5
78	26	64.4	135.6
78	27	40.1	79.9
78	28	63.3	123.7
78	29	63.4	123.6
78	3	67.4	136.6
78	30	70.5	138.5
78	31	55.9	119.1
78	4	45.7	92.3
78	5	46.7	106.3
78	6	56.6	113.4
78	7	48.7	107.3
78	8	43	90
78	9	72.8	137.2
79	1	55.7	109.3
79	10	40.5	92.5
79	11	57.6	103.5
79	12	61.6	112.9
79	13	41.4	83.6
79	14	49.2	114.8
79	15	68	142
79	16	46.9	110.1
79	17	61	129
79	18	77.3	140.7
79	19	41.3	83.7
79	2	17	38
79	20	47.4	86.6
79	21	46.5	90.5
79	22	69.3	132.7
79	23	45.2	90.8
79	24	71.4	143.6
79	25	73.2	157.8
79	26	72	147
79	27	52.2	114.8
79	28	58.8	117.2
79	29	43.7	80.3
79	3	36.1	83.9
79	30	66.6	133.4
79	31	56.1	111.9
79	4	35.1	83.9
79	5	42.7	91.3
79	6	42.2	92.8
79	7	40	83
79	8	37.1	100.9
79	9	31.6	63.4
8	1	45.6	108.4
8	10	56.9	110.1
8	11	14	39
8	12	45.7	93.3
8	13	58.3	115.7
8	14	31.4	63.3
8	15	32.6	71.4
8	16	29.5	75.5
8	17	54.4	121.6
8	18	45.6	92.4
8	19	38.1	82.9
8	2	78.4	141.6
8	20	35.6	71.4
8	21	52.5	86.5
8	22	27.8	67.2
8	23	66.1	120.9
8	24	38.3	84.7
