gen	site	rep	rate	row	col	serp	linrow	lincol	linrate	yield	year	loc
Warrah	S04	R1	50	4	2	SE4	-0.45	-1.5	0.8305785	1.2774	91	Newdegate
Illyarrie	S04	R1	10	5	2	SE1	-0.35	-1.5	-3.1694215	0.771	91	Newdegate
Yandee	S04	R1	20	6	2	SE2	-0.25	-1.5	-2.1694215	1.141	91	Newdegate
Unicrop	S04	R1	10	7	2	SE3	-0.15	-1.5	-3.1694215	0.7923	91	Newdegate
Warrah	S04	R1	40	8	2	SE4	-0.05	-1.5	-0.1694215	0.7779	91	Newdegate
Illyarrie	S04	R1	60	9	2	SE1	0.05	-1.5	1.8305785	1.0535	91	Newdegate
Unicrop	S04	R1	40	10	2	SE2	0.15	-1.5	-0.1694215	1.1424	91	Newdegate
Warrah	S04	R1	20	11	2	SE3	0.25	-1.5	-2.1694215	0.4873	91	Newdegate
Unicrop	S04	R1	50	12	2	SE4	0.35	-1.5	0.8305785	1.2848	91	Newdegate
Danja	S04	R1	20	13	2	SE1	0.45	-1.5	-2.1694215	1.2353	91	Newdegate
Yorrel	S04	R1	40	14	2	SE2	0.55	-1.5	-0.1694215	1.4804	91	Newdegate
Unicrop	S04	R1	60	15	2	SE3	0.65	-1.5	1.8305785	0.9773	91	Newdegate
Yandee	S04	R1	60	16	2	SE4	0.75	-1.5	1.8305785	0.9701	91	Newdegate
Yorrel	S04	R1	60	1	3	SE1	-0.75	-0.5	1.8305785	1.9748	91	Newdegate
Yandee	S04	R1	10	2	3	SE2	-0.65	-0.5	-3.1694215	0.8664	91	Newdegate
Warrah	S04	R1	60	3	3	SE3	-0.55	-0.5	1.8305785	0.9888	91	Newdegate
Merrit	S04	R1	60	4	3	SE4	-0.45	-0.5	1.8305785	1.538	91	Newdegate
Yandee	S04	R1	30	5	3	SE1	-0.35	-0.5	-1.1694215	0.7289	91	Newdegate
Danja	S04	R1	50	6	3	SE2	-0.25	-0.5	0.8305785	1.1819	91	Newdegate
Yandee	S04	R1	50	7	3	SE3	-0.15	-0.5	0.8305785	1.0044	91	Newdegate
Unicrop	S04	R1	20	8	3	SE4	-0.05	-0.5	-2.1694215	1.1139	91	Newdegate
Yorrel	S04	R1	10	9	3	SE1	0.05	-0.5	-3.1694215	1.0404	91	Newdegate
Merrit	S04	R1	30	10	3	SE2	0.15	-0.5	-1.1694215	1.3215	91	Newdegate
Merrit	S04	R1	20	11	3	SE3	0.25	-0.5	-2.1694215	1.0763	91	Newdegate
Illyarrie	S04	R1	30	12	3	SE4	0.35	-0.5	-1.1694215	1.2289	91	Newdegate
Danja	S04	R1	40	13	3	SE1	0.45	-0.5	-0.1694215	1.4335	91	Newdegate
Danja	S04	R1	30	14	3	SE2	0.55	-0.5	-1.1694215	1.0206	91	Newdegate
Yorrel	S04	R1	50	15	3	SE3	0.65	-0.5	0.8305785	1.613	91	Newdegate
Merrit	S04	R1	50	16	3	SE4	0.75	-0.5	0.8305785	1.2211	91	Newdegate
Yandee	S04	R2	20	1	4	SE1	-0.75	0.5	-2.1694215	0.8731	91	Newdegate
Warrah	S04	R2	60	2	4	SE2	-0.65	0.5	1.8305785	0.9326	91	Newdegate
Danja	S04	R2	50	3	4	SE3	-0.55	0.5	0.8305785	1.4266	91	Newdegate
Yandee	S04	R2	30	4	4	SE4	-0.45	0.5	-1.1694215	0.7526	91	Newdegate
Yandee	S04	R2	60	5	4	SE1	-0.35	0.5	1.8305785	0.9298	91	Newdegate
Yandee	S04	R2	40	6	4	SE2	-0.25	0.5	-0.1694215	0.8756	91	Newdegate
Yorrel	S04	R2	20	7	4	SE3	-0.15	0.5	-2.1694215	1.4299	91	Newdegate
Merrit	S04	R2	60	8	4	SE4	-0.05	0.5	1.8305785	1.5254	91	Newdegate
Gungurru	S04	R2	50	9	4	SE1	0.05	0.5	0.8305785	1.2778	91	Newdegate
Illyarrie	S04	R2	50	10	4	SE2	0.15	0.5	0.8305785	1.132	91	Newdegate
Unicrop	S04	R2	50	11	4	SE3	0.25	0.5	0.8305785	0.7898	91	Newdegate
Danja	S04	R2	60	12	4	SE4	0.35	0.5	1.8305785	1.5984	91	Newdegate
Gungurru	S04	R2	20	13	4	SE1	0.45	0.5	-2.1694215	0.6823	91	Newdegate
Yandee	S04	R2	50	14	4	SE2	0.55	0.5	0.8305785	0.9511	91	Newdegate
Gungurru	S04	R2	40	15	4	SE3	0.65	0.5	-0.1694215	NA	91	Newdegate
Danja	S04	R2	20	16	4	SE4	0.75	0.5	-2.1694215	0.8353	91	Newdegate
Gungurru	S04	R2	60	1	5	SE1	-0.75	1.5	1.8305785	1.2414	91	Newdegate
Illyarrie	S04	R2	60	2	5	SE2	-0.65	1.5	1.8305785	1.0184	91	Newdegate
Unicrop	S04	R2	20	3	5	SE3	-0.55	1.5	-2.1694215	0.7818	91	Newdegate
Merrit	S04	R2	50	4	5	SE4	-0.45	1.5	0.8305785	1.3503	91	Newdegate
Yorrel	S04	R2	40	5	5	SE1	-0.35	1.5	-0.1694215	1.4834	91	Newdegate
Warrah	S04	R2	30	6	5	SE2	-0.25	1.5	-1.1694215	0.4471	91	Newdegate
Illyarrie	S04	R2	30	7	5	SE3	-0.15	1.5	-1.1694215	0.8669	91	Newdegate
Yorrel	S04	R2	60	8	5	SE4	-0.05	1.5	1.8305785	1.7538	91	Newdegate
Unicrop	S04	R2	10	9	5	SE1	0.05	1.5	-3.1694215	0.5821	91	Newdegate
Warrah	S04	R2	20	10	5	SE2	0.15	1.5	-2.1694215	0.5869	91	Newdegate
Yorrel	S04	R2	10	11	5	SE3	0.25	1.5	-3.1694215	1.12	91	Newdegate
Warrah	S04	R2	10	12	5	SE4	0.35	1.5	-3.1694215	0.397	91	Newdegate
Danja	S04	R2	30	13	5	SE1	0.45	1.5	-1.1694215	1.6545	91	Newdegate
Unicrop	S04	R2	30	14	5	SE2	0.55	1.5	-1.1694215	0.8449	91	Newdegate
Danja	S04	R2	40	15	5	SE3	0.65	1.5	-0.1694215	1.4386	91	Newdegate
Yorrel	S04	R2	30	16	5	SE4	0.75	1.5	-1.1694215	1.1618	91	Newdegate
Merrit	S04	R2	30	1	6	SE1	-0.75	2.5	-1.1694215	1.0701	91	Newdegate
Merrit	S04	R2	40	2	6	SE2	-0.65	2.5	-0.1694215	1.4499	91	Newdegate
Illyarrie	S04	R2	10	3	6	SE3	-0.55	2.5	-3.1694215	0.5584	91	Newdegate
Unicrop	S04	R2	40	4	6	SE4	-0.45	2.5	-0.1694215	NA	91	Newdegate
Warrah	S04	R2	50	5	6	SE1	-0.35	2.5	0.8305785	0.8554	91	Newdegate
Yandee	S04	R2	10	6	6	SE2	-0.25	2.5	-3.1694215	0.4955	91	Newdegate
Illyarrie	S04	R2	20	7	6	SE3	-0.15	2.5	-2.1694215	1.1069	91	Newdegate
Gungurru	S04	R2	10	8	6	SE4	-0.05	2.5	-3.1694215	0.7691	91	Newdegate
Warrah	S04	R2	40	9	6	SE1	0.05	2.5	-0.1694215	0.7468	91	Newdegate
Danja	S04	R2	10	10	6	SE2	0.15	2.5	-3.1694215	0.6251	91	Newdegate
Yorrel	S04	R2	50	11	6	SE3	0.25	2.5	0.8305785	1.4883	91	Newdegate
Merrit	S04	R2	10	12	6	SE4	0.35	2.5	-3.1694215	0.6156	91	Newdegate
Unicrop	S04	R2	60	13	6	SE1	0.45	2.5	1.8305785	1.0239	91	Newdegate
Illyarrie	S04	R2	40	14	6	SE2	0.55	2.5	-0.1694215	0.991	91	Newdegate
Merrit	S04	R2	20	15	6	SE3	0.65	2.5	-2.1694215	0.9411	91	Newdegate
Gungurru	S04	R2	30	16	6	SE4	0.75	2.5	-1.1694215	0.8991	91	Newdegate
Illyarrie	S05	R1	40	1	1	SE1	-0.75	-2.5	-0.1694215	0.5505	91	WonganHills
Gungurru	S05	R1	60	2	1	SE2	-0.65	-2.5	1.8305785	0.8951	91	WonganHills
Merrit	S05	R1	40	3	1	SE3	-0.55	-2.5	-0.1694215	0.8019	91	WonganHills
Gungurru	S05	R1	50	4	1	SE4	-0.45	-2.5	0.8305785	0.8243	91	WonganHills
Gungurru	S05	R1	40	5	1	SE1	-0.35	-2.5	-0.1694215	0.6866	91	WonganHills
Yandee	S05	R1	40	6	1	SE2	-0.25	-2.5	-0.1694215	0.7795	91	WonganHills
Danja	S05	R1	10	7	1	SE3	-0.15	-2.5	-3.1694215	0.5448	91	WonganHills
Gungurru	S05	R1	10	8	1	SE4	-0.05	-2.5	-3.1694215	0.4583	91	WonganHills
Danja	S05	R1	60	9	1	SE1	0.05	-2.5	1.8305785	0.9581	91	WonganHills
Merrit	S05	R1	10	10	1	SE2	0.15	-2.5	-3.1694215	0.4926	91	WonganHills
Yorrel	S05	R1	30	11	1	SE3	0.25	-2.5	-1.1694215	0.9214	91	WonganHills
Warrah	S05	R1	30	12	1	SE4	0.35	-2.5	-1.1694215	0.8979	91	WonganHills
Gungurru	S05	R1	30	13	1	SE1	0.45	-2.5	-1.1694215	1.0543	91	WonganHills
Warrah	S05	R1	10	14	1	SE2	0.55	-2.5	-3.1694215	0.3321	91	WonganHills
Unicrop	S05	R1	30	15	1	SE3	0.65	-2.5	-1.1694215	0.8159	91	WonganHills
Illyarrie	S05	R1	50	16	1	SE4	0.75	-2.5	0.8305785	0.9803	91	WonganHills
Yorrel	S05	R1	20	1	2	SE1	-0.75	-1.5	-2.1694215	0.5028	91	WonganHills
Illyarrie	S05	R1	20	2	2	SE2	-0.65	-1.5	-2.1694215	0.512	91	WonganHills
Gungurru	S05	R1	20	3	2	SE3	-0.55	-1.5	-2.1694215	0.6105	91	WonganHills
Warrah	S05	R1	50	4	2	SE4	-0.45	-1.5	0.8305785	0.8076	91	WonganHills
Illyarrie	S05	R1	10	5	2	SE1	-0.35	-1.5	-3.1694215	0.358	91	WonganHills
Yandee	S05	R1	20	6	2	SE2	-0.25	-1.5	-2.1694215	0.6656	91	WonganHills
Unicrop	S05	R1	10	7	2	SE3	-0.15	-1.5	-3.1694215	0.3155	91	WonganHills
Warrah	S05	R1	40	8	2	SE4	-0.05	-1.5	-0.1694215	0.8235	91	WonganHills
Illyarrie	S05	R1	60	9	2	SE1	0.05	-1.5	1.8305785	0.9304	91	WonganHills
Unicrop	S05	R1	40	10	2	SE2	0.15	-1.5	-0.1694215	0.7101	91	WonganHills
Warrah	S05	R1	20	11	2	SE3	0.25	-1.5	-2.1694215	0.4083	91	WonganHills
Unicrop	S05	R1	50	12	2	SE4	0.35	-1.5	0.8305785	1.1993	91	WonganHills
Danja	S05	R1	20	13	2	SE1	0.45	-1.5	-2.1694215	0.916	91	WonganHills
Yorrel	S05	R1	40	14	2	SE2	0.55	-1.5	-0.1694215	1.0413	91	WonganHills
Unicrop	S05	R1	60	15	2	SE3	0.65	-1.5	1.8305785	0.7455	91	WonganHills
Yandee	S05	R1	60	16	2	SE4	0.75	-1.5	1.8305785	1.0238	91	WonganHills
Yorrel	S05	R1	60	1	3	SE1	-0.75	-0.5	1.8305785	0.8764	91	WonganHills
Warrah	S05	R1	60	2	3	SE2	-0.65	-0.5	1.8305785	0.6834	91	WonganHills
Danja	S05	R1	50	3	3	SE3	-0.55	-0.5	0.8305785	1.2236	91	WonganHills
Merrit	S05	R1	60	4	3	SE4	-0.45	-0.5	1.8305785	1.3836	91	WonganHills
Yandee	S05	R1	30	5	3	SE1	-0.35	-0.5	-1.1694215	0.7476	91	WonganHills
Danja	S05	R1	50	6	3	SE2	-0.25	-0.5	0.8305785	1.0778	91	WonganHills
Yandee	S05	R1	50	7	3	SE3	-0.15	-0.5	0.8305785	1.0758	91	WonganHills
Unicrop	S05	R1	20	8	3	SE4	-0.05	-0.5	-2.1694215	0.8619	91	WonganHills
Yorrel	S05	R1	10	9	3	SE1	0.05	-0.5	-3.1694215	0.5344	91	WonganHills
Merrit	S05	R1	30	10	3	SE2	0.15	-0.5	-1.1694215	1.1313	91	WonganHills
Merrit	S05	R1	20	11	3	SE3	0.25	-0.5	-2.1694215	0.9576	91	WonganHills
Illyarrie	S05	R1	30	12	3	SE4	0.35	-0.5	-1.1694215	1.0301	91	WonganHills
Danja	S05	R1	40	13	3	SE1	0.45	-0.5	-0.1694215	1.089	91	WonganHills
Danja	S05	R1	30	14	3	SE2	0.55	-0.5	-1.1694215	1.0065	91	WonganHills
Yorrel	S05	R1	50	15	3	SE3	0.65	-0.5	0.8305785	1.1454	91	WonganHills
Merrit	S05	R1	50	16	3	SE4	0.75	-0.5	0.8305785	1.4165	91	WonganHills
Yandee	S05	R2	20	1	4	SE1	-0.75	0.5	-2.1694215	1.2413	91	WonganHills
Illyarrie	S05	R2	60	2	4	SE2	-0.65	0.5	1.8305785	1.0351	91	WonganHills
Unicrop	S05	R2	20	3	4	SE3	-0.55	0.5	-2.1694215	0.7429	91	WonganHills
Yandee	S05	R2	30	4	4	SE4	-0.45	0.5	-1.1694215	0.9085	91	WonganHills
Yandee	S05	R2	60	5	4	SE1	-0.35	0.5	1.8305785	0.7739	91	WonganHills
Yandee	S05	R2	40	6	4	SE2	-0.25	0.5	-0.1694215	0.8666	91	WonganHills
Yorrel	S05	R2	20	7	4	SE3	-0.15	0.5	-2.1694215	0.5995	91	WonganHills
Merrit	S05	R2	60	8	4	SE4	-0.05	0.5	1.8305785	1.5158	91	WonganHills
Gungurru	S05	R2	50	9	4	SE1	0.05	0.5	0.8305785	1.019	91	WonganHills
Illyarrie	S05	R2	50	10	4	SE2	0.15	0.5	0.8305785	0.8021	91	WonganHills
Unicrop	S05	R2	50	11	4	SE3	0.25	0.5	0.8305785	0.8608	91	WonganHills
Danja	S05	R2	60	12	4	SE4	0.35	0.5	1.8305785	1.5425	91	WonganHills
Gungurru	S05	R2	20	13	4	SE1	0.45	0.5	-2.1694215	0.5171	91	WonganHills
Yandee	S05	R2	50	14	4	SE2	0.55	0.5	0.8305785	0.8279	91	WonganHills
Gungurru	S05	R2	40	15	4	SE3	0.65	0.5	-0.1694215	1.0613	91	WonganHills
Danja	S05	R2	20	16	4	SE4	0.75	0.5	-2.1694215	0.6943	91	WonganHills
Gungurru	S05	R2	60	1	5	SE1	-0.75	1.5	1.8305785	1.0899	91	WonganHills
Merrit	S05	R2	40	2	5	SE2	-0.65	1.5	-0.1694215	1.1181	91	WonganHills
Illyarrie	S05	R2	10	3	5	SE3	-0.55	1.5	-3.1694215	0.5208	91	WonganHills
Unicrop	S05	R2	40	4	5	SE4	-0.45	1.5	-0.1694215	0.9585	91	WonganHills
Yorrel	S05	R2	40	5	5	SE1	-0.35	1.5	-0.1694215	0.8203	91	WonganHills
Warrah	S05	R2	30	6	5	SE2	-0.25	1.5	-1.1694215	0.7398	91	WonganHills
Illyarrie	S05	R2	30	7	5	SE3	-0.15	1.5	-1.1694215	0.8744	91	WonganHills
Yorrel	S05	R2	60	8	5	SE4	-0.05	1.5	1.8305785	1.429	91	WonganHills
Unicrop	S05	R2	10	9	5	SE1	0.05	1.5	-3.1694215	0.4386	91	WonganHills
Warrah	S05	R2	20	10	5	SE2	0.15	1.5	-2.1694215	0.4364	91	WonganHills
Yorrel	S05	R2	10	11	5	SE3	0.25	1.5	-3.1694215	0.5171	91	WonganHills
Warrah	S05	R2	10	12	5	SE4	0.35	1.5	-3.1694215	0.3395	91	WonganHills
Danja	S05	R2	30	13	5	SE1	0.45	1.5	-1.1694215	1.1515	91	WonganHills
Unicrop	S05	R2	30	14	5	SE2	0.55	1.5	-1.1694215	0.9945	91	WonganHills
Danja	S05	R2	40	15	5	SE3	0.65	1.5	-0.1694215	1.1971	91	WonganHills
Yorrel	S05	R2	30	16	5	SE4	0.75	1.5	-1.1694215	1.4159	91	WonganHills
Merrit	S05	R2	30	1	6	SE1	-0.75	2.5	-1.1694215	NA	91	WonganHills
Yandee	S05	R2	10	2	6	SE2	-0.65	2.5	-3.1694215	NA	91	WonganHills
Warrah	S05	R2	60	3	6	SE3	-0.55	2.5	1.8305785	NA	91	WonganHills
Merrit	S05	R2	50	4	6	SE4	-0.45	2.5	0.8305785	1.3776	91	WonganHills
Warrah	S05	R2	50	5	6	SE1	-0.35	2.5	0.8305785	0.8453	91	WonganHills
Yandee	S05	R2	10	6	6	SE2	-0.25	2.5	-3.1694215	0.5529	91	WonganHills
Illyarrie	S05	R2	20	7	6	SE3	-0.15	2.5	-2.1694215	0.872	91	WonganHills
Gungurru	S05	R2	10	8	6	SE4	-0.05	2.5	-3.1694215	0.6494	91	WonganHills
Warrah	S05	R2	40	9	6	SE1	0.05	2.5	-0.1694215	1.009	91	WonganHills
Danja	S05	R2	10	10	6	SE2	0.15	2.5	-3.1694215	0.6605	91	WonganHills
Yorrel	S05	R2	50	11	6	SE3	0.25	2.5	0.8305785	1.2769	91	WonganHills
Merrit	S05	R2	10	12	6	SE4	0.35	2.5	-3.1694215	0.5783	91	WonganHills
Unicrop	S05	R2	60	13	6	SE1	0.45	2.5	1.8305785	1.0101	91	WonganHills
Illyarrie	S05	R2	40	14	6	SE2	0.55	2.5	-0.1694215	1.1616	91	WonganHills
Merrit	S05	R2	20	15	6	SE3	0.65	2.5	-2.1694215	1.0966	91	WonganHills
Gungurru	S05	R2	30	16	6	SE4	0.75	2.5	-1.1694215	1.4438	91	WonganHills
Danja	S06	R1	70	1	1	SE4	-1.3	-2.5	2.8305785	1.3799	92	Corrigin
Danja	S06	R1	30	2	1	SE1	-1.2	-2.5	-1.1694215	0.939	92	Corrigin
Gungurru	S06	R1	50	3	1	SE2	-1.1	-2.5	0.8305785	1.2135	92	Corrigin
Warrah	S06	R1	60	4	1	SE3	-1	-2.5	1.8305785	1.1083	92	Corrigin
Illyarrie	S06	R1	60	5	1	SE4	-0.9	-2.5	1.8305785	1.2016	92	Corrigin
Illyarrie	S06	R1	20	6	1	SE1	-0.8	-2.5	-2.1694215	0.7368	92	Corrigin
Yandee	S06	R1	50	7	1	SE2	-0.7	-2.5	0.8305785	1.2083	92	Corrigin
Merrit	S06	R1	40	8	1	SE3	-0.6	-2.5	-0.1694215	1.2379	92	Corrigin
Illyarrie	S06	R1	40	9	1	SE4	-0.5	-2.5	-0.1694215	1.2411	92	Corrigin
Myallie	S06	R1	20	10	1	SE1	-0.4	-2.5	-2.1694215	0.4836	92	Corrigin
Myallie	S06	R1	40	11	1	SE2	-0.3	-2.5	-0.1694215	0.9528	92	Corrigin
Gungurru	S06	R1	70	12	1	SE3	-0.2	-2.5	2.8305785	1.4379	92	Corrigin
Merrit	S06	R1	60	13	1	SE4	-0.1	-2.5	1.8305785	1.3086	92	Corrigin
Myallie	S06	R1	70	14	1	SE1	0	-2.5	2.8305785	0.9525	92	Corrigin
Warrah	S06	R1	40	15	1	SE2	0.1	-2.5	-0.1694215	0.8553	92	Corrigin
Gungurru	S06	R1	20	16	1	SE3	0.2	-2.5	-2.1694215	0.8143	92	Corrigin
Danja	S06	R1	20	17	1	SE4	0.3	-2.5	-2.1694215	0.7791	92	Corrigin
Unicrop	S06	R1	60	18	1	SE1	0.4	-2.5	1.8305785	1.1731	92	Corrigin
Yorrel	S06	R1	40	19	1	SE2	0.5	-2.5	-0.1694215	1.2649	92	Corrigin
Unicrop	S06	R1	70	20	1	SE3	0.6	-2.5	2.8305785	1.0075	92	Corrigin
Yandee	S06	R1	60	21	1	SE4	0.7	-2.5	1.8305785	1.2978	92	Corrigin
Merrit	S06	R1	50	22	1	SE1	0.8	-2.5	0.8305785	1.1838	92	Corrigin
Danja	S06	R1	50	23	1	SE2	0.9	-2.5	0.8305785	1.272	92	Corrigin
Yandee	S06	R1	70	24	1	SE3	1	-2.5	2.8305785	1.2416	92	Corrigin
Gungurru	S06	R1	60	25	1	SE4	1.1	-2.5	1.8305785	1.2248	92	Corrigin
Yorrel	S06	R1	20	26	1	SE1	1.2	-2.5	-2.1694215	0.9696	92	Corrigin
Warrah	S06	R1	20	27	1	SE2	1.3	-2.5	-2.1694215	0.782	92	Corrigin
Unicrop	S06	R1	20	1	2	SE4	-1.3	-1.5	-2.1694215	0.5538	92	Corrigin
Merrit	S06	R1	70	2	2	SE1	-1.2	-1.5	2.8305785	1.0346	92	Corrigin
Danja	S06	R1	60	3	2	SE2	-1.1	-1.5	1.8305785	0.9821	92	Corrigin
Yandee	S06	R1	30	4	2	SE3	-1	-1.5	-1.1694215	0.9704	92	Corrigin
Yandee	S06	R1	20	5	2	SE4	-0.9	-1.5	-2.1694215	0.6179	92	Corrigin
Gungurru	S06	R1	40	6	2	SE1	-0.8	-1.5	-0.1694215	1.0186	92	Corrigin
Yorrel	S06	R1	30	7	2	SE2	-0.7	-1.5	-1.1694215	0.9061	92	Corrigin
Yandee	S06	R1	40	8	2	SE3	-0.6	-1.5	-0.1694215	1.0126	92	Corrigin
Illyarrie	S06	R1	50	9	2	SE4	-0.5	-1.5	0.8305785	1.0659	92	Corrigin
Warrah	S06	R1	50	10	2	SE1	-0.4	-1.5	0.8305785	0.9849	92	Corrigin
Myallie	S06	R1	30	11	2	SE2	-0.3	-1.5	-1.1694215	0.813	92	Corrigin
Merrit	S06	R1	20	12	2	SE3	-0.2	-1.5	-2.1694215	1.059	92	Corrigin
Unicrop	S06	R1	30	13	2	SE4	-0.1	-1.5	-1.1694215	0.9306	92	Corrigin
Merrit	S06	R1	30	14	2	SE1	0	-1.5	-1.1694215	1.1714	92	Corrigin
Illyarrie	S06	R1	30	15	2	SE2	0.1	-1.5	-1.1694215	0.9525	92	Corrigin
Gungurru	S06	R1	30	16	2	SE3	0.2	-1.5	-1.1694215	1.0503	92	Corrigin
Illyarrie	S06	R1	70	17	2	SE4	0.3	-1.5	2.8305785	1.3426	92	Corrigin
Myallie	S06	R1	50	18	2	SE1	0.4	-1.5	0.8305785	0.9049	92	Corrigin
Warrah	S06	R1	70	19	2	SE2	0.5	-1.5	2.8305785	0.9369	92	Corrigin
Yorrel	S06	R1	60	20	2	SE3	0.6	-1.5	1.8305785	1.4436	92	Corrigin
Warrah	S06	R1	30	21	2	SE4	0.7	-1.5	-1.1694215	0.6675	92	Corrigin
Yorrel	S06	R1	50	22	2	SE1	0.8	-1.5	0.8305785	1.4473	92	Corrigin
Unicrop	S06	R1	40	23	2	SE2	0.9	-1.5	-0.1694215	0.8318	92	Corrigin
Myallie	S06	R1	60	24	2	SE3	1	-1.5	1.8305785	1.1564	92	Corrigin
Unicrop	S06	R1	50	25	2	SE4	1.1	-1.5	0.8305785	0.8905	92	Corrigin
Yorrel	S06	R1	70	26	2	SE1	1.2	-1.5	2.8305785	1.3959	92	Corrigin
Danja	S06	R1	40	27	2	SE2	1.3	-1.5	-0.1694215	1.2395	92	Corrigin
Warrah	S06	R2	40	1	3	SE4	-1.3	-0.5	-0.1694215	1.1578	92	Corrigin
Warrah	S06	R2	60	2	3	SE1	-1.2	-0.5	1.8305785	0.9971	92	Corrigin
Yandee	S06	R2	20	3	3	SE2	-1.1	-0.5	-2.1694215	0.7675	92	Corrigin
Gungurru	S06	R2	50	4	3	SE3	-1	-0.5	0.8305785	1.4608	92	Corrigin
Danja	S06	R2	40	5	3	SE4	-0.9	-0.5	-0.1694215	1.0033	92	Corrigin
Gungurru	S06	R2	60	6	3	SE1	-0.8	-0.5	1.8305785	1.3206	92	Corrigin
Yandee	S06	R2	70	7	3	SE2	-0.7	-0.5	2.8305785	1.0128	92	Corrigin
Danja	S06	R2	50	8	3	SE3	-0.6	-0.5	0.8305785	1.4196	92	Corrigin
Gungurru	S06	R2	30	9	3	SE4	-0.5	-0.5	-1.1694215	0.9978	92	Corrigin
Unicrop	S06	R2	60	10	3	SE1	-0.4	-0.5	1.8305785	1.4235	92	Corrigin
Warrah	S06	R2	30	11	3	SE2	-0.3	-0.5	-1.1694215	0.8656	92	Corrigin
Unicrop	S06	R2	40	12	3	SE3	-0.2	-0.5	-0.1694215	1.0373	92	Corrigin
Illyarrie	S06	R2	70	13	3	SE4	-0.1	-0.5	2.8305785	1.3798	92	Corrigin
Merrit	S06	R2	20	14	3	SE1	0	-0.5	-2.1694215	0.5524	92	Corrigin
Yorrel	S06	R2	20	15	3	SE2	0.1	-0.5	-2.1694215	0.9216	92	Corrigin
Myallie	S06	R2	40	16	3	SE3	0.2	-0.5	-0.1694215	0.9008	92	Corrigin
Myallie	S06	R2	30	17	3	SE4	0.3	-0.5	-1.1694215	0.7513	92	Corrigin
Gungurru	S06	R2	20	18	3	SE1	0.4	-0.5	-2.1694215	0.6204	92	Corrigin
Unicrop	S06	R2	20	19	3	SE2	0.5	-0.5	-2.1694215	0.6556	92	Corrigin
Myallie	S06	R2	50	20	3	SE3	0.6	-0.5	0.8305785	1.2664	92	Corrigin
Warrah	S06	R2	20	21	3	SE4	0.7	-0.5	-2.1694215	0.484	92	Corrigin
Gungurru	S06	R2	40	22	3	SE1	0.8	-0.5	-0.1694215	1.25	92	Corrigin
Danja	S06	R2	60	23	3	SE2	0.9	-0.5	1.8305785	1.2955	92	Corrigin
Gungurru	S06	R2	70	24	3	SE3	1	-0.5	2.8305785	1.4341	92	Corrigin
Yorrel	S06	R2	60	25	3	SE4	1.1	-0.5	1.8305785	1.5063	92	Corrigin
Illyarrie	S06	R2	20	26	3	SE1	1.2	-0.5	-2.1694215	0.624	92	Corrigin
Illyarrie	S06	R2	60	27	3	SE2	1.3	-0.5	1.8305785	1.138	92	Corrigin
Merrit	S06	R2	50	1	4	SE4	-1.3	0.5	0.8305785	0.8893	92	Corrigin
Yorrel	S06	R2	50	2	4	SE1	-1.2	0.5	0.8305785	0.9066	92	Corrigin
Yorrel	S06	R2	30	3	4	SE2	-1.1	0.5	-1.1694215	0.9854	92	Corrigin
Yandee	S06	R2	40	4	4	SE3	-1	0.5	-0.1694215	0.8825	92	Corrigin
Illyarrie	S06	R2	30	5	4	SE4	-0.9	0.5	-1.1694215	0.7348	92	Corrigin
Danja	S06	R2	70	6	4	SE1	-0.8	0.5	2.8305785	1.0806	92	Corrigin
Merrit	S06	R2	40	7	4	SE2	-0.7	0.5	-0.1694215	1.1255	92	Corrigin
Warrah	S06	R2	50	8	4	SE3	-0.6	0.5	0.8305785	1.2653	92	Corrigin
Merrit	S06	R2	70	9	4	SE4	-0.5	0.5	2.8305785	1.3751	92	Corrigin
Merrit	S06	R2	60	10	4	SE1	-0.4	0.5	1.8305785	1.4433	92	Corrigin
Yorrel	S06	R2	40	11	4	SE2	-0.3	0.5	-0.1694215	0.9438	92	Corrigin
Yandee	S06	R2	60	12	4	SE3	-0.2	0.5	1.8305785	1.2294	92	Corrigin
Yorrel	S06	R2	70	13	4	SE4	-0.1	0.5	2.8305785	1.3705	92	Corrigin
Unicrop	S06	R2	50	14	4	SE1	0	0.5	0.8305785	0.9388	92	Corrigin
Unicrop	S06	R2	70	15	4	SE2	0.1	0.5	2.8305785	0.8998	92	Corrigin
Unicrop	S06	R2	30	16	4	SE3	0.2	0.5	-1.1694215	0.9004	92	Corrigin
Danja	S06	R2	20	17	4	SE4	0.3	0.5	-2.1694215	0.8769	92	Corrigin
Yandee	S06	R2	50	18	4	SE1	0.4	0.5	0.8305785	1.3091	92	Corrigin
Myallie	S06	R2	20	19	4	SE2	0.5	0.5	-2.1694215	0.604	92	Corrigin
Danja	S06	R2	30	20	4	SE3	0.6	0.5	-1.1694215	1.0795	92	Corrigin
Warrah	S06	R2	70	21	4	SE4	0.7	0.5	2.8305785	0.9466	92	Corrigin
Myallie	S06	R2	70	22	4	SE1	0.8	0.5	2.8305785	1.1385	92	Corrigin
Yandee	S06	R2	30	23	4	SE2	0.9	0.5	-1.1694215	0.7654	92	Corrigin
Illyarrie	S06	R2	50	24	4	SE3	1	0.5	0.8305785	1.0664	92	Corrigin
Illyarrie	S06	R2	40	25	4	SE4	1.1	0.5	-0.1694215	0.9174	92	Corrigin
