"env"	"rep"	"gen"	"yield"
"E5"	"R13"	"G43"	6.7425
"E5"	"R13"	"G44"	8.318
"E5"	"R13"	"G45"	6.8866
"E5"	"R13"	"G46"	8.8522
"E5"	"R13"	"G47"	7.6801
"E5"	"R13"	"G48"	8.8522
"E5"	"R13"	"G49"	9.3558
"E5"	"R13"	"G50"	5.0805
"E5"	"R13"	"G51"	7.623
"E5"	"R13"	"G52"	6.8173
"E5"	"R13"	"G53"	7.3827
"E5"	"R13"	"G54"	7.4071
"E5"	"R13"	"G55"	6.6782
"E5"	"R14"	"G01"	7.3921
"E5"	"R14"	"G02"	10.9118
"E5"	"R14"	"G03"	7.873
"E5"	"R14"	"G04"	9.9057
"E5"	"R14"	"G05"	7.7795
"E5"	"R14"	"G06"	8.9746
"E5"	"R14"	"G07"	8.049
"E5"	"R14"	"G08"	6.8433
"E5"	"R14"	"G09"	9.7859
"E5"	"R14"	"G10"	8.3078
"E5"	"R14"	"G11"	10.0449
"E5"	"R14"	"G12"	8.5362
"E5"	"R14"	"G13"	5.8011
"E5"	"R14"	"G14"	7.4872
"E5"	"R14"	"G15"	9.2707
"E5"	"R14"	"G16"	7.6966
"E5"	"R14"	"G17"	6.8536
"E5"	"R14"	"G18"	8.0781
"E5"	"R14"	"G19"	5.4325
"E5"	"R14"	"G20"	8.4466
"E5"	"R14"	"G21"	9.6595
"E5"	"R14"	"G22"	8.7094
"E5"	"R14"	"G23"	10.4671
"E5"	"R14"	"G24"	8.9314
"E5"	"R14"	"G25"	7.178
"E5"	"R14"	"G26"	8.2782
"E5"	"R14"	"G27"	8.0113
"E5"	"R14"	"G28"	6.2007
"E5"	"R14"	"G29"	6.9533
"E5"	"R14"	"G30"	9.3529
"E5"	"R14"	"G31"	5.3315
"E5"	"R14"	"G32"	8.3981
"E5"	"R14"	"G33"	6.6185
"E5"	"R14"	"G34"	7.3207
"E5"	"R14"	"G35"	6.0971
"E5"	"R14"	"G36"	8.3167
"E5"	"R14"	"G37"	7.8193
"E5"	"R14"	"G38"	6.4275
"E5"	"R14"	"G39"	8.2086
"E5"	"R14"	"G40"	4.0745
"E5"	"R14"	"G41"	9.4264
"E5"	"R14"	"G42"	9.7236
"E5"	"R14"	"G43"	8.7305
"E5"	"R14"	"G44"	8.3477
"E5"	"R14"	"G45"	8.1987
"E5"	"R14"	"G46"	8.9224
"E5"	"R14"	"G47"	8.2569
"E5"	"R14"	"G48"	8.0986
"E5"	"R14"	"G49"	8.069
"E5"	"R14"	"G50"	9.9497
"E5"	"R14"	"G51"	8.0284
"E5"	"R14"	"G52"	7.5743
"E5"	"R14"	"G53"	8.6897
"E5"	"R14"	"G54"	8.7396
"E5"	"R14"	"G55"	8.418
"E5"	"R15"	"G01"	8.6283
"E5"	"R15"	"G02"	11.7763
"E5"	"R15"	"G03"	6.3613
"E5"	"R15"	"G04"	8.8979
"E5"	"R15"	"G05"	7.9832
"E5"	"R15"	"G06"	10.0734
"E5"	"R15"	"G07"	9.8798
"E5"	"R15"	"G08"	8.6494
"E5"	"R15"	"G09"	9.4464
"E5"	"R15"	"G10"	8.4782
"E5"	"R15"	"G11"	9.3216
"E5"	"R15"	"G12"	7.2123
"E5"	"R15"	"G13"	5.0513
"E5"	"R15"	"G14"	8.9272
"E5"	"R15"	"G15"	9.4323
"E5"	"R15"	"G16"	8.7397
"E5"	"R15"	"G17"	9.2619
"E5"	"R15"	"G18"	8.4674
"E5"	"R15"	"G19"	2.3481
"E5"	"R15"	"G20"	9.6843
"E5"	"R15"	"G21"	10.3718
"E5"	"R15"	"G22"	9.5502
"E5"	"R15"	"G23"	9.8023
"E5"	"R15"	"G24"	10.0904
"E5"	"R15"	"G25"	9.1714
"E5"	"R15"	"G26"	9.389
"E5"	"R15"	"G27"	8.3578
"E5"	"R15"	"G28"	7.9509
"E5"	"R15"	"G29"	7.3738
"E5"	"R15"	"G30"	8.0407
"E5"	"R15"	"G31"	7.3957
"E5"	"R15"	"G32"	7.267
"E5"	"R15"	"G33"	8.6542
"E5"	"R15"	"G34"	7.5401
"E5"	"R15"	"G35"	7.5419
"E5"	"R15"	"G36"	8.368
"E5"	"R15"	"G37"	6.2731
"E5"	"R15"	"G38"	7.6054
"E5"	"R15"	"G39"	8.7098
"E5"	"R15"	"G40"	3.5065
"E5"	"R15"	"G41"	9.2017
"E5"	"R15"	"G42"	8.0684
"E5"	"R15"	"G43"	8.7507
"E5"	"R15"	"G44"	7.8792
"E5"	"R15"	"G45"	8.0172
"E5"	"R15"	"G46"	8.8261
"E5"	"R15"	"G47"	9.9201
"E5"	"R15"	"G48"	9.7209
"E5"	"R15"	"G49"	8.773
"E5"	"R15"	"G50"	6.5497
"E5"	"R15"	"G51"	9.4315
"E5"	"R15"	"G52"	7.0698
"E5"	"R15"	"G53"	6.7892
"E5"	"R15"	"G54"	8.0484
"E5"	"R15"	"G55"	8.2974
"E6"	"R16"	"G01"	11.7067
"E6"	"R16"	"G02"	14.5208
"E6"	"R16"	"G03"	9.6806
"E6"	"R16"	"G04"	14.6487
"E6"	"R16"	"G05"	12.2772
"E6"	"R16"	"G06"	15.3088
"E6"	"R16"	"G07"	13.5078
"E6"	"R16"	"G08"	11.5417
"E6"	"R16"	"G09"	15.3088
"E6"	"R16"	"G10"	13.5537
"E6"	"R16"	"G11"	13.793
"E6"	"R16"	"G12"	15.1591
"E6"	"R16"	"G13"	10.5811
"E6"	"R16"	"G14"	14.1832
"E6"	"R16"	"G15"	13.958
"E6"	"R16"	"G16"	10.1308
"E6"	"R16"	"G17"	14.5733
"E6"	"R16"	"G18"	13.2826
"E6"	"R16"	"G19"	8.8401
"E6"	"R16"	"G20"	13.0575
"E6"	"R16"	"G21"	11.9319
"E6"	"R16"	"G22"	11.4816
"E6"	"R16"	"G23"	15.5339
"E6"	"R16"	"G24"	15.5339
"E6"	"R16"	"G25"	14.8585
"E6"	"R16"	"G26"	13.5679
"E6"	"R16"	"G27"	16.6596
"E6"	"R16"	"G28"	13.0575
"E6"	"R16"	"G29"	10.356
"E6"	"R16"	"G30"	15.8793
"E6"	"R16"	"G31"	18.4606
"E6"	"R16"	"G32"	12.6072
"E6"	"R16"	"G33"	14.5208
"E6"	"R16"	"G34"	12.8324
"E6"	"R16"	"G35"	9.6806
"E6"	"R16"	"G36"	14.6487
"E6"	"R16"	"G37"	12.6072
"E6"	"R16"	"G38"	13.9132
"E6"	"R16"	"G39"	15.5339
"E6"	"R16"	"G40"	10.5811
"E6"	"R16"	"G41"	13.5078
"E6"	"R16"	"G42"	13.5078
"E6"	"R16"	"G43"	13.2826
"E6"	"R16"	"G44"	13.4182
"E6"	"R16"	"G45"	12.157
"E6"	"R16"	"G46"	16.2093
"E6"	"R16"	"G47"	15.5339
"E6"	"R16"	"G48"	10.8062
"E6"	"R16"	"G49"	15.0837
"E6"	"R16"	"G50"	13.5078
"E6"	"R16"	"G51"	14.4083
"E6"	"R16"	"G52"	15.7591
"E6"	"R16"	"G53"	12.3821
"E6"	"R16"	"G54"	15.5339
"E6"	"R16"	"G55"	12.8324
"E6"	"R17"	"G01"	13.958
"E6"	"R17"	"G02"	17.1098
"E6"	"R17"	"G03"	13.0575
"E6"	"R17"	"G04"	12.7723
"E6"	"R17"	"G05"	11.4368
"E6"	"R17"	"G06"	17.335
"E6"	"R17"	"G07"	14.6334
"E6"	"R17"	"G08"	14.5285
"E6"	"R17"	"G09"	13.2826
"E6"	"R17"	"G10"	13.5679
"E6"	"R17"	"G11"	13.4477
"E6"	"R17"	"G12"	13.4477
"E6"	"R17"	"G13"	9.9057
"E6"	"R17"	"G14"	12.6072
"E6"	"R17"	"G15"	14.6334
"E6"	"R17"	"G16"	12.3821
"E6"	"R17"	"G17"	12.7275
"E6"	"R17"	"G18"	12.157
"E6"	"R17"	"G19"	11.3614
"E6"	"R17"	"G20"	13.0575
"E6"	"R17"	"G21"	16.2093
"E6"	"R17"	"G22"	12.3821
"E6"	"R17"	"G23"	12.6072
"E6"	"R17"	"G24"	15.7591
"E6"	"R17"	"G25"	14.8585
"E6"	"R17"	"G26"	12.487
"E6"	"R17"	"G27"	13.958
"E6"	"R17"	"G28"	13.5078
"E6"	"R17"	"G29"	11.9319
"E6"	"R17"	"G30"	13.463
"E6"	"R17"	"G31"	12.6072
"E6"	"R17"	"G32"	14.6334
"E6"	"R17"	"G33"	11.0313
"E6"	"R17"	"G34"	13.7329
"E6"	"R17"	"G35"	6.5288
"E6"	"R17"	"G36"	13.4477
"E6"	"R17"	"G37"	12.157
"E6"	"R17"	"G38"	12.3821
"E6"	"R17"	"G39"	15.5339
"E6"	"R17"	"G40"	12.3821
"E6"	"R17"	"G41"	14.1832
"E6"	"R17"	"G42"	14.1985
"E6"	"R17"	"G43"	10.356
"E6"	"R17"	"G44"	12.5471
"E6"	"R17"	"G45"	12.6072
"E6"	"R17"	"G46"	15.0837
"E6"	"R17"	"G47"	15.3241
"E6"	"R17"	"G48"	13.5078
"E6"	"R17"	"G49"	12.3821
"E6"	"R17"	"G50"	12.8324
"E6"	"R17"	"G51"	13.958
"E6"	"R17"	"G52"	13.5078
"E6"	"R17"	"G53"	13.2826
"E6"	"R17"	"G54"	13.7329
"E6"	"R17"	"G55"	12.8324
"E6"	"R18"	"G01"	11.9319
"E6"	"R18"	"G02"	15.3088
"E6"	"R18"	"G03"	13.0575
"E6"	"R18"	"G04"	13.5078
"E6"	"R18"	"G05"	11.5417
"E6"	"R18"	"G06"	13.2826
"E6"	"R18"	"G07"	12.157
"E6"	"R18"	"G08"	12.3821
"E6"	"R18"	"G09"	14.4083
"E6"	"R18"	"G10"	16.1492
"E6"	"R18"	"G11"	10.4161
"E6"	"R18"	"G12"	13.0127
"E6"	"R18"	"G13"	9.2303
"E6"	"R18"	"G14"	12.3821
"E6"	"R18"	"G15"	12.157
"E6"	"R18"	"G16"	13.0575
"E6"	"R18"	"G17"	12.7723
"E6"	"R18"	"G18"	12.8324
"E6"	"R18"	"G19"	9.7713
"E6"	"R18"	"G20"	13.5078
"E6"	"R18"	"G21"	13.7329
"E6"	"R18"	"G22"	14.8585
"E6"	"R18"	"G23"	12.3821
"E6"	"R18"	"G24"	12.8324
"E6"	"R18"	"G25"	12.6072
"E6"	"R18"	"G26"	15.9394
"E6"	"R18"	"G27"	16.2093
"E6"	"R18"	"G28"	11.0313
"E6"	"R18"	"G29"	11.2565
"E6"	"R18"	"G30"	13.463
"E6"	"R18"	"G31"	12.3821
"E6"	"R18"	"G32"	12.157
"E6"	"R18"	"G33"	9.4554
"E6"	"R18"	"G34"	12.3821
"E6"	"R18"	"G35"	8.78
"E6"	"R18"	"G36"	12.2619
"E6"	"R18"	"G37"	10.8062
"E6"	"R18"	"G38"	11.5417
"E6"	"R18"	"G39"	12.8324
"E6"	"R18"	"G40"	11.4816
"E6"	"R18"	"G41"	13.7329
"E6"	"R18"	"G42"	14.1832
"E6"	"R18"	"G43"	11.2565
"E6"	"R18"	"G44"	12.2324
"E6"	"R18"	"G45"	13.5078
"E6"	"R18"	"G46"	15.3088
"E6"	"R18"	"G47"	14.4083
"E6"	"R18"	"G48"	12.157
"E6"	"R18"	"G49"	15.5339
"E6"	"R18"	"G50"	15.5339
"E6"	"R18"	"G51"	13.0575
"E6"	"R18"	"G52"	13.5078
"E6"	"R18"	"G53"	11.9319
"E6"	"R18"	"G54"	13.7329
"E6"	"R18"	"G55"	14.1832
"E7"	"R19"	"G01"	7.7554
"E7"	"R19"	"G02"	6.2669
"E7"	"R19"	"G03"	8.3558
"E7"	"R19"	"G04"	10.318
"E7"	"R19"	"G05"	7.2987
"E7"	"R19"	"G06"	10.1742
"E7"	"R19"	"G07"	10.6479
"E7"	"R19"	"G08"	7.0704
"E7"	"R19"	"G09"	8.2713
"E7"	"R19"	"G10"	8.0007
"E7"	"R19"	"G11"	8.7872
"E7"	"R19"	"G12"	8.3558
"E7"	"R19"	"G13"	8.3558
"E7"	"R19"	"G14"	9.9881
"E7"	"R19"	"G15"	9.0578
"E7"	"R19"	"G16"	7.1127
"E7"	"R19"	"G17"	7.0704
"E7"	"R19"	"G18"	5.768
"E7"	"R19"	"G19"	8.3558
"E7"	"R19"	"G20"	9.3284
"E7"	"R19"	"G21"	9.8443
"E7"	"R19"	"G22"	7.7806
"E7"	"R19"	"G23"	8.1445
"E7"	"R19"	"G24"	9.8613
"E7"	"R19"	"G25"	7.0704
"E7"	"R19"	"G26"	8.728
"E7"	"R19"	"G27"	7.6708
"E7"	"R19"	"G28"	10.2335
"E7"	"R19"	"G29"	8.3728
"E7"	"R19"	"G30"	9.5315
"E7"	"R19"	"G31"	10.0474
"E7"	"R19"	"G32"	8.5166
"E7"	"R19"	"G33"	9.0578
"E7"	"R19"	"G34"	10.1319
"E7"	"R19"	"G35"	9.6413
"E7"	"R19"	"G36"	8.5589
"E7"	"R19"	"G37"	8.043
"E7"	"R19"	"G38"	8.8718
"E7"	"R19"	"G39"	8.229
"E7"	"R19"	"G40"	8.745
"E7"	"R19"	"G41"	8.4574
"E7"	"R19"	"G42"	10.1319
"E7"	"R19"	"G43"	8.745
"E7"	"R19"	"G44"	9.8021
"E7"	"R19"	"G45"	10.4195
"E7"	"R19"	"G46"	10.6479
"E7"	"R19"	"G47"	7.6116
"E7"	"R19"	"G48"	8.1698
"E7"	"R19"	"G49"	8.6857
"E7"	"R19"	"G50"	8.0852
"E7"	"R19"	"G51"	8.1275
"E7"	"R19"	"G52"	8.4574
"E7"	"R19"	"G53"	7.4848
"E7"	"R19"	"G54"	7.8992
"E7"	"R19"	"G55"	6.656
"E7"	"R20"	"G01"	7.2142
"E7"	"R20"	"G02"	7.5271
"E7"	"R20"	"G03"	11.1045
"E7"	"R20"	"G04"	12.1364
"E7"	"R20"	"G05"	8.229
"E7"	"R20"	"G06"	9.7598
"E7"	"R20"	"G07"	11.2483
"E7"	"R20"	"G08"	9.5737
"E7"	"R20"	"G09"	9.6753
"E7"	"R20"	"G10"	8.8295
"E7"	"R20"	"G11"	8.9733
"E7"	"R20"	"G12"	10.9777
"E7"	"R20"	"G13"	7.4678
"E7"	"R20"	"G14"	9.3877
"E7"	"R20"	"G15"	9.9881
"E7"	"R20"	"G16"	8.4574
"E7"	"R20"	"G17"	6.5545
"E7"	"R20"	"G18"	10.1742
"E7"	"R20"	"G19"	7.7554
"E7"	"R20"	"G20"	9.616
"E7"	"R20"	"G21"	11.7642
"E7"	"R20"	"G22"	8.8295
"E7"	"R20"	"G23"	9.0578
"E7"	"R20"	"G24"	9.616
"E7"	"R20"	"G25"	5.5226
"E7"	"R20"	"G26"	8.5166
"E7"	"R20"	"G27"	8.2713
"E7"	"R20"	"G28"	7.8992
"E7"	"R20"	"G29"	5.9963
"E7"	"R20"	"G30"	8.6857
"E7"	"R20"	"G31"	8.1868
"E7"	"R20"	"G32"	7.341
"E7"	"R20"	"G33"	8.7872
"E7"	"R20"	"G34"	9.7175
"E7"	"R20"	"G35"	6.3261
"E7"	"R20"	"G36"	6.9266
"E7"	"R20"	"G37"	8.1445
"E7"	"R20"	"G38"	8.7872
"E7"	"R20"	"G39"	9.5315
"E7"	"R20"	"G40"	8.8295
"E7"	"R20"	"G41"	9.5315
"E7"	"R20"	"G42"	9.2439
"E7"	"R20"	"G43"	5.954
"E7"	"R20"	"G44"	8.8295
"E7"	"R20"	"G45"	9.9459
"E7"	"R20"	"G46"	8.1868
"E7"	"R20"	"G47"	7.6708
"E7"	"R20"	"G48"	8.7872
"E7"	"R20"	"G49"	8.8295
"E7"	"R20"	"G50"	7.6286
"E7"	"R20"	"G51"	8.2713
"E7"	"R20"	"G52"	11.02
"E7"	"R20"	"G53"	8.2713
"E7"	"R20"	"G54"	8.4574
"E7"	"R20"	"G55"	6.5545
"E7"	"R21"	"G01"	10.9777
"E7"	"R21"	"G02"	7.4848
"E7"	"R21"	"G03"	10.5293
"E7"	"R21"	"G04"	11.5359
"E7"	"R21"	"G05"	8.4574
"E7"	"R21"	"G06"	11.7472
"E7"	"R21"	"G07"	11.3921
"E7"	"R21"	"G08"	8.1022
"E7"	"R21"	"G09"	9.1171
"E7"	"R21"	"G10"	11.4344
"E7"	"R21"	"G11"	9.2439
"E7"	"R21"	"G12"	8.5842
"E7"	"R21"	"G13"	7.341
"E7"	"R21"	"G14"	9.9881
"E7"	"R21"	"G15"	9.9459
"E7"	"R21"	"G16"	9.3032
"E7"	"R21"	"G17"	10.0474
"E7"	"R21"	"G18"	9.4892
"E7"	"R21"	"G19"	9.1001
"E7"	"R21"	"G20"	11.3921
"E7"	"R21"	"G21"	11.189
"E7"	"R21"	"G22"	9.5315
"E7"	"R21"	"G23"	9.1001
"E7"	"R21"	"G24"	11.5359
"E7"	"R21"	"G25"	7.8992
"E7"	"R21"	"G26"	8.3136
"E7"	"R21"	"G27"	9.0156
"E7"	"R21"	"G28"	9.1171
"E7"	"R21"	"G29"	8.0852
"E7"	"R21"	"G30"	9.4299
"E7"	"R21"	"G31"	10.0897
"E7"	"R21"	"G32"	8.8718
"E7"	"R21"	"G33"	8.6434
"E7"	"R21"	"G34"	9.9036
"E7"	"R21"	"G35"	10.7154
"E7"	"R21"	"G36"	10.9777
"E7"	"R21"	"G37"	8.6012
"E7"	"R21"	"G38"	8.1698
"E7"	"R21"	"G39"	9.1001
"E7"	"R21"	"G40"	8.4996
"E7"	"R21"	"G41"	9.3454
"E7"	"R21"	"G42"	9.3454
"E7"	"R21"	"G43"	8.4151
"E7"	"R21"	"G44"	8.4574
"E7"	"R21"	"G45"	10.4618
"E7"	"R21"	"G46"	9.1594
"E7"	"R21"	"G47"	7.7976
"E7"	"R21"	"G48"	9.616
"E7"	"R21"	"G49"	9.1171
"E7"	"R21"	"G50"	7.6708
"E7"	"R21"	"G51"	8.5842
"E7"	"R21"	"G52"	11.2906
"E7"	"R21"	"G53"	7.8146
"E7"	"R21"	"G54"	8.931
"E7"	"R21"	"G55"	8.4151
"E8"	"R22"	"G01"	9.3163
"E8"	"R22"	"G02"	6.93
"E8"	"R22"	"G03"	9.4802
"E8"	"R22"	"G04"	8.7573
"E8"	"R22"	"G05"	8.9324
"E8"	"R22"	"G06"	9.6081
"E8"	"R22"	"G07"	8.9437
"E8"	"R22"	"G08"	10.0616
"E8"	"R22"	"G09"	11.0516
"E8"	"R22"	"G10"	9.8753
"E8"	"R22"	"G11"	8.5598
"E8"	"R22"	"G12"	10.4343
"E8"	"R22"	"G13"	7.5114
"E8"	"R22"	"G14"	10.0616
"E8"	"R22"	"G15"	7.5002
"E8"	"R22"	"G16"	7.2667
"E8"	"R22"	"G17"	8.1984
"E8"	"R22"	"G18"	7.0804
"E8"	"R22"	"G19"	5.6953
"E8"	"R22"	"G20"	6.4293
"E8"	"R22"	"G21"	8.3622
"E8"	"R22"	"G22"	8.6877
"E8"	"R22"	"G23"	8.3038
"E8"	"R22"	"G24"	9.8057
"E8"	"R22"	"G25"	8.571
"E8"	"R22"	"G26"	8.6765
"E8"	"R22"	"G27"	10.2255
"E8"	"R22"	"G28"	8.9437
"E8"	"R22"	"G29"	8.1871
"E8"	"R22"	"G30"	8.6877
"E8"	"R22"	"G31"	8.7573
"E8"	"R22"	"G32"	6.8941
"E8"	"R22"	"G33"	9.689
"E8"	"R22"	"G34"	7.0804
"E8"	"R22"	"G35"	9.8999
"E8"	"R22"	"G36"	5.6503
"E8"	"R22"	"G37"	6.4764
"E8"	"R22"	"G38"	6.8941
"E8"	"R22"	"G39"	7.7561
"E8"	"R22"	"G40"	7.8032
"E8"	"R22"	"G41"	9.689
"E8"	"R22"	"G42"	9.689
"E8"	"R22"	"G43"	8.6877
"E8"	"R22"	"G44"	10.0616
"E8"	"R22"	"G45"	9.9337
"E8"	"R22"	"G46"	10.248
"E8"	"R22"	"G47"	7.022
"E8"	"R22"	"G48"	9.689
"E8"	"R22"	"G49"	9.689
"E8"	"R22"	"G50"	8.9437
"E8"	"R22"	"G51"	7.4531
"E8"	"R22"	"G52"	8.1871
"E8"	"R22"	"G53"	8.6181
"E8"	"R22"	"G54"	7.536
"E8"	"R22"	"G55"	5.0779
"E8"	"R23"	"G01"	10.9933
"E8"	"R23"	"G02"	6.9637
"E8"	"R23"	"G03"	6.8941
"E8"	"R23"	"G04"	10.6206
"E8"	"R23"	"G05"	8.4318
"E8"	"R23"	"G06"	8.2096
"E8"	"R23"	"G07"	8.9437
"E8"	"R23"	"G08"	8.3847
"E8"	"R23"	"G09"	10.5622
"E8"	"R23"	"G10"	10.4343
"E8"	"R23"	"G11"	10.1783
"E8"	"R23"	"G12"	11.1796
"E8"	"R23"	"G13"	7.1275
"E8"	"R23"	"G14"	11.1796
"E8"	"R23"	"G15"	7.8728
"E8"	"R23"	"G16"	8.3847
"E8"	"R23"	"G17"	10.8069
"E8"	"R23"	"G18"	8.7573
"E8"	"R23"	"G19"	7.7673
"E8"	"R23"	"G20"	8.1759
"E8"	"R23"	"G21"	9.689
"E8"	"R23"	"G22"	7.2555
"E8"	"R23"	"G23"	8.6877
"E8"	"R23"	"G24"	8.2455
"E8"	"R23"	"G25"	7.8032
"E8"	"R23"	"G26"	8.2096
"E8"	"R23"	"G27"	10.2367
"E8"	"R23"	"G28"	9.3163
"E8"	"R23"	"G29"	7.3026
"E8"	"R23"	"G30"	8.0704
"E8"	"R23"	"G31"	9.3163
"E8"	"R23"	"G32"	10.6206
"E8"	"R23"	"G33"	8.012
"E8"	"R23"	"G34"	8.012
"E8"	"R23"	"G35"	8.9212
"E8"	"R23"	"G36"	6.3463
"E8"	"R23"	"G37"	7.278
"E8"	"R23"	"G38"	10.0616
"E8"	"R23"	"G39"	10.1783
"E8"	"R23"	"G40"	7.2442
"E8"	"R23"	"G41"	8.4677
"E8"	"R23"	"G42"	9.13
"E8"	"R23"	"G43"	6.1263
"E8"	"R23"	"G44"	7.8257
"E8"	"R23"	"G45"	8.6765
"E8"	"R23"	"G46"	10.2838
"E8"	"R23"	"G47"	10.3063
"E8"	"R23"	"G48"	8.6765
"E8"	"R23"	"G49"	10.8069
"E8"	"R23"	"G50"	7.8257
"E8"	"R23"	"G51"	8.1984
"E8"	"R23"	"G52"	7.6977
"E8"	"R23"	"G53"	8.8741
"E8"	"R23"	"G54"	6.674
"E8"	"R23"	"G55"	9.0716
"E8"	"R24"	"G01"	10.0616
"E8"	"R24"	"G02"	12.4501
"E8"	"R24"	"G03"	9.6777
"E8"	"R24"	"G04"	12.1112
"E8"	"R24"	"G05"	8.3734
"E8"	"R24"	"G06"	9.0133
"E8"	"R24"	"G07"	7.6394
"E8"	"R24"	"G08"	8.3847
"E8"	"R24"	"G09"	8.1288
"E8"	"R24"	"G10"	10.248
"E8"	"R24"	"G11"	9.5026
"E8"	"R24"	"G12"	8.571
"E8"	"R24"	"G13"	9.2467
"E8"	"R24"	"G14"	6.5214
"E8"	"R24"	"G15"	10.6206
"E8"	"R24"	"G16"	7.6394
"E8"	"R24"	"G17"	11.1796
"E8"	"R24"	"G18"	8.1984
"E8"	"R24"	"G19"	8.1175
"E8"	"R24"	"G20"	7.3139
"E8"	"R24"	"G21"	10.3288
"E8"	"R24"	"G22"	8.9324
"E8"	"R24"	"G23"	9.433
"E8"	"R24"	"G24"	8.1984
"E8"	"R24"	"G25"	11.1458
"E8"	"R24"	"G26"	7.1275
"E8"	"R24"	"G27"	10.4118
"E8"	"R24"	"G28"	8.9437
"E8"	"R24"	"G29"	5.4731
"E8"	"R24"	"G30"	9.8865
"E8"	"R24"	"G31"	8.571
"E8"	"R24"	"G32"	6.8941
"E8"	"R24"	"G33"	7.6394
"E8"	"R24"	"G34"	10.6206
"E8"	"R24"	"G35"	8.8045
"E8"	"R24"	"G36"	8.8382
"E8"	"R24"	"G37"	7.7336
"E8"	"R24"	"G38"	6.7078
"E8"	"R24"	"G39"	11.2963
"E8"	"R24"	"G40"	7.7673
"E8"	"R24"	"G41"	7.8953
"E8"	"R24"	"G42"	8.012
"E8"	"R24"	"G43"	9.0379
"E8"	"R24"	"G44"	8.571
"E8"	"R24"	"G45"	7.5339
"E8"	"R24"	"G46"	9.3634
"E8"	"R24"	"G47"	9.4914
"E8"	"R24"	"G48"	7.8841
"E8"	"R24"	"G49"	8.9437
"E8"	"R24"	"G50"	8.7573
"E8"	"R24"	"G51"	10.4343
"E8"	"R24"	"G52"	7.1971
"E8"	"R24"	"G53"	8.1871
"E8"	"R24"	"G54"	8.1871
"E8"	"R24"	"G55"	6.9637
"E9"	"R25"	"G01"	12.0293
"E9"	"R25"	"G02"	9.9473
"E9"	"R25"	"G03"	8.7907
"E9"	"R25"	"G04"	8.7907
"E9"	"R25"	"G05"	9.2533
"E9"	"R25"	"G06"	13.4173
"E9"	"R25"	"G07"	13.4173
"E9"	"R25"	"G08"	11.3353
"E9"	"R25"	"G09"	5.7833
"E9"	"R25"	"G10"	6.4756
"E9"	"R25"	"G11"	9.9524
"E9"	"R25"	"G12"	8.7907
"E9"	"R25"	"G13"	9.022
"E9"	"R25"	"G14"	10.2943
"E9"	"R25"	"G15"	10.6413
"E9"	"R25"	"G16"	7.4027
"E9"	"R25"	"G17"	10.1787
"E9"	"R25"	"G18"	9.022
"E9"	"R25"	"G19"	6.4824
"E9"	"R25"	"G20"	6.2511
"E9"	"R25"	"G21"	7.634
"E9"	"R25"	"G22"	9.2533
"E9"	"R25"	"G23"	11.3353
"E9"	"R25"	"G24"	8.9131
"E9"	"R25"	"G25"	10.2892
"E9"	"R25"	"G26"	7.5183
"E9"	"R25"	"G27"	8.5458
"E9"	"R25"	"G28"	8.9063
"E9"	"R25"	"G29"	9.022
"E9"	"R25"	"G30"	5.552
"E9"	"R25"	"G31"	5.0893
"E9"	"R25"	"G32"	9.716
"E9"	"R25"	"G33"	10.1719
"E9"	"R25"	"G34"	9.6003
"E9"	"R25"	"G35"	8.5475
"E9"	"R25"	"G36"	9.9473
"E9"	"R25"	"G37"	7.8653
"E9"	"R25"	"G38"	7.7344
"E9"	"R25"	"G39"	12.0293
"E9"	"R25"	"G40"	7.1764
"E9"	"R25"	"G41"	9.2533
"E9"	"R25"	"G42"	10.41
"E9"	"R25"	"G43"	8.9165
"E9"	"R25"	"G44"	8.7924
"E9"	"R25"	"G45"	8.4352
"E9"	"R25"	"G46"	11.1074
"E9"	"R25"	"G47"	6.94
"E9"	"R25"	"G48"	7.981
"E9"	"R25"	"G49"	9.022
"E9"	"R25"	"G50"	7.8653
"E9"	"R25"	"G51"	11.2197
"E9"	"R25"	"G52"	7.287
"E9"	"R25"	"G53"	7.1713
"E9"	"R25"	"G54"	7.0574
"E9"	"R25"	"G55"	7.5183
"E9"	"R26"	"G01"	8.9063
"E9"	"R26"	"G02"	11.5667
"E9"	"R26"	"G03"	8.3246
"E9"	"R26"	"G04"	10.1787
"E9"	"R26"	"G05"	7.981
"E9"	"R26"	"G06"	11.5667
"E9"	"R26"	"G07"	9.8317
"E9"	"R26"	"G08"	11.5667
"E9"	"R26"	"G09"	5.7833
"E9"	"R26"	"G10"	9.1411
"E9"	"R26"	"G11"	9.4813
"E9"	"R26"	"G12"	10.41
"E9"	"R26"	"G13"	8.5593
"E9"	"R26"	"G14"	8.675
"E9"	"R26"	"G15"	8.7907
"E9"	"R26"	"G16"	9.1377
"E9"	"R26"	"G17"	7.8653
"E9"	"R26"	"G18"	11.104
"E9"	"R26"	"G19"	6.479
"E9"	"R26"	"G20"	10.4083
"E9"	"R26"	"G21"	5.7833
"E9"	"R26"	"G22"	5.7833
"E9"	"R26"	"G23"	9.2533
"E9"	"R26"	"G24"	9.5952
"E9"	"R26"	"G25"	7.3908
"E9"	"R26"	"G26"	9.022
"E9"	"R26"	"G27"	8.5509
"E9"	"R26"	"G28"	7.5183
"E9"	"R26"	"G29"	4.6267
"E9"	"R26"	"G30"	9.2533
