row	col	y	block	trt	spray	lead
61	13	0	B13	T3	N	Y
62	13	0	B13	T3	N	Y
63	13	0	B13	T3	N	Y
64	13	0	B13	T3	N	Y
65	13	0	B13	T3	N	Y
1	14	3	B1	T3	N	Y
2	14	1	B1	T3	N	Y
3	14	4	B1	T3	N	Y
4	14	3	B1	T3	N	Y
5	14	3	B1	T3	N	Y
6	14	0	B2	T3	N	Y
7	14	1	B2	T3	N	Y
8	14	1	B2	T3	N	Y
9	14	0	B2	T3	N	Y
10	14	0	B2	T3	N	Y
11	14	0	B3	T3	N	Y
12	14	1	B3	T3	N	Y
13	14	1	B3	T3	N	Y
14	14	3	B3	T3	N	Y
15	14	1	B3	T3	N	Y
16	14	0	B4	T3	N	Y
17	14	0	B4	T3	N	Y
18	14	2	B4	T3	N	Y
19	14	0	B4	T3	N	Y
20	14	2	B4	T3	N	Y
21	14	1	B5	T3	N	Y
22	14	2	B5	T3	N	Y
23	14	0	B5	T3	N	Y
24	14	0	B5	T3	N	Y
25	14	0	B5	T3	N	Y
26	14	1	B6	T3	N	Y
27	14	3	B6	T3	N	Y
28	14	2	B6	T3	N	Y
29	14	4	B6	T3	N	Y
30	14	0	B6	T3	N	Y
31	14	3	B7	T3	N	Y
32	14	0	B7	T3	N	Y
33	14	5	B7	T3	N	Y
34	14	1	B7	T3	N	Y
35	14	3	B7	T3	N	Y
36	14	2	B8	T3	N	Y
37	14	2	B8	T3	N	Y
38	14	1	B8	T3	N	Y
39	14	1	B8	T3	N	Y
40	14	0	B8	T3	N	Y
41	14	0	B9	T3	N	Y
42	14	0	B9	T3	N	Y
43	14	2	B9	T3	N	Y
44	14	3	B9	T3	N	Y
45	14	0	B9	T3	N	Y
46	14	0	B10	T3	N	Y
47	14	1	B10	T3	N	Y
48	14	0	B10	T3	N	Y
49	14	0	B10	T3	N	Y
50	14	3	B10	T3	N	Y
51	14	1	B11	T3	N	Y
52	14	1	B11	T3	N	Y
53	14	2	B11	T3	N	Y
54	14	0	B11	T3	N	Y
55	14	0	B11	T3	N	Y
56	14	0	B12	T3	N	Y
57	14	0	B12	T3	N	Y
58	14	1	B12	T3	N	Y
59	14	2	B12	T3	N	Y
60	14	1	B12	T3	N	Y
61	14	0	B13	T3	N	Y
62	14	0	B13	T3	N	Y
63	14	1	B13	T3	N	Y
64	14	0	B13	T3	N	Y
65	14	0	B13	T3	N	Y
1	15	1	B1	T3	N	Y
2	15	0	B1	T3	N	Y
3	15	0	B1	T3	N	Y
4	15	1	B1	T3	N	Y
5	15	2	B1	T3	N	Y
6	15	0	B2	T3	N	Y
7	15	0	B2	T3	N	Y
8	15	0	B2	T3	N	Y
9	15	0	B2	T3	N	Y
10	15	0	B2	T3	N	Y
11	15	2	B3	T3	N	Y
12	15	0	B3	T3	N	Y
13	15	0	B3	T3	N	Y
14	15	1	B3	T3	N	Y
15	15	0	B3	T3	N	Y
16	15	0	B4	T3	N	Y
17	15	2	B4	T3	N	Y
18	15	0	B4	T3	N	Y
19	15	0	B4	T3	N	Y
20	15	1	B4	T3	N	Y
21	15	0	B5	T3	N	Y
22	15	1	B5	T3	N	Y
23	15	0	B5	T3	N	Y
24	15	0	B5	T3	N	Y
25	15	0	B5	T3	N	Y
26	15	0	B6	T3	N	Y
27	15	0	B6	T3	N	Y
28	15	0	B6	T3	N	Y
29	15	4	B6	T3	N	Y
30	15	3	B6	T3	N	Y
31	15	1	B7	T3	N	Y
32	15	2	B7	T3	N	Y
33	15	0	B7	T3	N	Y
34	15	2	B7	T3	N	Y
35	15	2	B7	T3	N	Y
36	15	1	B8	T3	N	Y
37	15	3	B8	T3	N	Y
38	15	0	B8	T3	N	Y
39	15	2	B8	T3	N	Y
40	15	1	B8	T3	N	Y
41	15	0	B9	T3	N	Y
42	15	0	B9	T3	N	Y
43	15	0	B9	T3	N	Y
44	15	0	B9	T3	N	Y
45	15	0	B9	T3	N	Y
46	15	0	B10	T3	N	Y
47	15	0	B10	T3	N	Y
48	15	0	B10	T3	N	Y
49	15	1	B10	T3	N	Y
50	15	3	B10	T3	N	Y
51	15	2	B11	T3	N	Y
52	15	1	B11	T3	N	Y
53	15	0	B11	T3	N	Y
54	15	0	B11	T3	N	Y
55	15	2	B11	T3	N	Y
56	15	0	B12	T3	N	Y
57	15	0	B12	T3	N	Y
58	15	0	B12	T3	N	Y
59	15	0	B12	T3	N	Y
60	15	0	B12	T3	N	Y
61	15	0	B13	T3	N	Y
62	15	1	B13	T3	N	Y
63	15	1	B13	T3	N	Y
64	15	0	B13	T3	N	Y
65	15	0	B13	T3	N	Y
1	16	0	B1	T4	Y	Y
2	16	1	B1	T4	Y	Y
3	16	0	B1	T4	Y	Y
4	16	0	B1	T4	Y	Y
5	16	2	B1	T4	Y	Y
6	16	0	B2	T4	Y	Y
7	16	0	B2	T4	Y	Y
8	16	1	B2	T4	Y	Y
9	16	1	B2	T4	Y	Y
10	16	0	B2	T4	Y	Y
11	16	1	B3	T4	Y	Y
12	16	2	B3	T4	Y	Y
13	16	1	B3	T4	Y	Y
14	16	0	B3	T4	Y	Y
15	16	0	B3	T4	Y	Y
16	16	1	B4	T4	Y	Y
17	16	1	B4	T4	Y	Y
18	16	0	B4	T4	Y	Y
19	16	0	B4	T4	Y	Y
20	16	0	B4	T4	Y	Y
21	16	1	B5	T4	Y	Y
22	16	0	B5	T4	Y	Y
23	16	0	B5	T4	Y	Y
24	16	0	B5	T4	Y	Y
25	16	0	B5	T4	Y	Y
26	16	0	B6	T4	Y	Y
27	16	1	B6	T4	Y	Y
28	16	0	B6	T4	Y	Y
29	16	2	B6	T4	Y	Y
30	16	0	B6	T4	Y	Y
31	16	0	B7	T4	Y	Y
32	16	0	B7	T4	Y	Y
33	16	0	B7	T4	Y	Y
34	16	1	B7	T4	Y	Y
35	16	0	B7	T4	Y	Y
36	16	4	B8	T4	Y	Y
37	16	0	B8	T4	Y	Y
38	16	0	B8	T4	Y	Y
39	16	2	B8	T4	Y	Y
40	16	1	B8	T4	Y	Y
41	16	0	B9	T4	Y	Y
42	16	1	B9	T4	Y	Y
43	16	0	B9	T4	Y	Y
44	16	0	B9	T4	Y	Y
45	16	0	B9	T4	Y	Y
46	16	0	B10	T4	Y	Y
47	16	0	B10	T4	Y	Y
48	16	1	B10	T4	Y	Y
49	16	0	B10	T4	Y	Y
50	16	0	B10	T4	Y	Y
51	16	0	B11	T4	Y	Y
52	16	0	B11	T4	Y	Y
53	16	2	B11	T4	Y	Y
54	16	0	B11	T4	Y	Y
55	16	0	B11	T4	Y	Y
56	16	0	B12	T4	Y	Y
57	16	1	B12	T4	Y	Y
58	16	0	B12	T4	Y	Y
59	16	0	B12	T4	Y	Y
60	16	0	B12	T4	Y	Y
61	16	0	B13	T4	Y	Y
62	16	0	B13	T4	Y	Y
63	16	0	B13	T4	Y	Y
64	16	0	B13	T4	Y	Y
65	16	0	B13	T4	Y	Y
1	17	1	B1	T4	Y	Y
2	17	2	B1	T4	Y	Y
3	17	0	B1	T4	Y	Y
4	17	0	B1	T4	Y	Y
5	17	0	B1	T4	Y	Y
6	17	0	B2	T4	Y	Y
7	17	0	B2	T4	Y	Y
8	17	1	B2	T4	Y	Y
9	17	0	B2	T4	Y	Y
10	17	0	B2	T4	Y	Y
11	17	0	B3	T4	Y	Y
12	17	3	B3	T4	Y	Y
13	17	0	B3	T4	Y	Y
14	17	1	B3	T4	Y	Y
15	17	0	B3	T4	Y	Y
16	17	0	B4	T4	Y	Y
17	17	0	B4	T4	Y	Y
18	17	0	B4	T4	Y	Y
19	17	0	B4	T4	Y	Y
20	17	0	B4	T4	Y	Y
21	17	0	B5	T4	Y	Y
22	17	0	B5	T4	Y	Y
23	17	0	B5	T4	Y	Y
24	17	0	B5	T4	Y	Y
25	17	0	B5	T4	Y	Y
26	17	0	B6	T4	Y	Y
27	17	2	B6	T4	Y	Y
28	17	2	B6	T4	Y	Y
29	17	1	B6	T4	Y	Y
30	17	0	B6	T4	Y	Y
31	17	0	B7	T4	Y	Y
32	17	0	B7	T4	Y	Y
33	17	0	B7	T4	Y	Y
34	17	0	B7	T4	Y	Y
35	17	0	B7	T4	Y	Y
36	17	0	B8	T4	Y	Y
37	17	0	B8	T4	Y	Y
38	17	0	B8	T4	Y	Y
39	17	1	B8	T4	Y	Y
40	17	2	B8	T4	Y	Y
41	17	0	B9	T4	Y	Y
42	17	0	B9	T4	Y	Y
43	17	0	B9	T4	Y	Y
44	17	0	B9	T4	Y	Y
45	17	0	B9	T4	Y	Y
46	17	0	B10	T4	Y	Y
47	17	1	B10	T4	Y	Y
48	17	2	B10	T4	Y	Y
49	17	1	B10	T4	Y	Y
50	17	0	B10	T4	Y	Y
51	17	1	B11	T4	Y	Y
52	17	1	B11	T4	Y	Y
53	17	0	B11	T4	Y	Y
54	17	0	B11	T4	Y	Y
55	17	0	B11	T4	Y	Y
56	17	1	B12	T4	Y	Y
57	17	0	B12	T4	Y	Y
58	17	1	B12	T4	Y	Y
59	17	0	B12	T4	Y	Y
60	17	2	B12	T4	Y	Y
61	17	0	B13	T4	Y	Y
62	17	0	B13	T4	Y	Y
63	17	0	B13	T4	Y	Y
64	17	0	B13	T4	Y	Y
65	17	0	B13	T4	Y	Y
1	18	0	B1	T4	Y	Y
2	18	1	B1	T4	Y	Y
3	18	1	B1	T4	Y	Y
4	18	0	B1	T4	Y	Y
5	18	1	B1	T4	Y	Y
6	18	0	B2	T4	Y	Y
7	18	0	B2	T4	Y	Y
8	18	0	B2	T4	Y	Y
9	18	0	B2	T4	Y	Y
10	18	0	B2	T4	Y	Y
11	18	1	B3	T4	Y	Y
12	18	0	B3	T4	Y	Y
13	18	2	B3	T4	Y	Y
14	18	0	B3	T4	Y	Y
15	18	0	B3	T4	Y	Y
16	18	0	B4	T4	Y	Y
17	18	1	B4	T4	Y	Y
18	18	1	B4	T4	Y	Y
19	18	1	B4	T4	Y	Y
20	18	0	B4	T4	Y	Y
21	18	0	B5	T4	Y	Y
22	18	0	B5	T4	Y	Y
23	18	0	B5	T4	Y	Y
24	18	1	B5	T4	Y	Y
25	18	0	B5	T4	Y	Y
26	18	0	B6	T4	Y	Y
27	18	0	B6	T4	Y	Y
28	18	0	B6	T4	Y	Y
29	18	0	B6	T4	Y	Y
30	18	1	B6	T4	Y	Y
31	18	0	B7	T4	Y	Y
32	18	1	B7	T4	Y	Y
33	18	0	B7	T4	Y	Y
34	18	1	B7	T4	Y	Y
35	18	1	B7	T4	Y	Y
36	18	0	B8	T4	Y	Y
37	18	1	B8	T4	Y	Y
38	18	0	B8	T4	Y	Y
39	18	0	B8	T4	Y	Y
40	18	0	B8	T4	Y	Y
41	18	0	B9	T4	Y	Y
42	18	0	B9	T4	Y	Y
43	18	0	B9	T4	Y	Y
44	18	0	B9	T4	Y	Y
45	18	0	B9	T4	Y	Y
46	18	1	B10	T4	Y	Y
47	18	0	B10	T4	Y	Y
48	18	1	B10	T4	Y	Y
49	18	0	B10	T4	Y	Y
50	18	0	B10	T4	Y	Y
51	18	0	B11	T4	Y	Y
52	18	0	B11	T4	Y	Y
53	18	0	B11	T4	Y	Y
54	18	1	B11	T4	Y	Y
55	18	0	B11	T4	Y	Y
56	18	0	B12	T4	Y	Y
57	18	0	B12	T4	Y	Y
58	18	0	B12	T4	Y	Y
59	18	1	B12	T4	Y	Y
60	18	3	B12	T4	Y	Y
61	18	0	B13	T4	Y	Y
62	18	0	B13	T4	Y	Y
63	18	0	B13	T4	Y	Y
64	18	0	B13	T4	Y	Y
65	18	0	B13	T4	Y	Y
1	19	0	B1	T4	Y	Y
2	19	2	B1	T4	Y	Y
3	19	1	B1	T4	Y	Y
4	19	1	B1	T4	Y	Y
5	19	0	B1	T4	Y	Y
6	19	0	B2	T4	Y	Y
7	19	1	B2	T4	Y	Y
8	19	1	B2	T4	Y	Y
9	19	2	B2	T4	Y	Y
10	19	0	B2	T4	Y	Y
11	19	2	B3	T4	Y	Y
12	19	0	B3	T4	Y	Y
13	19	2	B3	T4	Y	Y
14	19	1	B3	T4	Y	Y
15	19	0	B3	T4	Y	Y
16	19	0	B4	T4	Y	Y
17	19	1	B4	T4	Y	Y
18	19	0	B4	T4	Y	Y
19	19	3	B4	T4	Y	Y
20	19	0	B4	T4	Y	Y
21	19	0	B5	T4	Y	Y
22	19	1	B5	T4	Y	Y
23	19	0	B5	T4	Y	Y
24	19	0	B5	T4	Y	Y
25	19	0	B5	T4	Y	Y
26	19	0	B6	T4	Y	Y
27	19	0	B6	T4	Y	Y
28	19	1	B6	T4	Y	Y
29	19	0	B6	T4	Y	Y
30	19	0	B6	T4	Y	Y
31	19	0	B7	T4	Y	Y
32	19	1	B7	T4	Y	Y
33	19	3	B7	T4	Y	Y
34	19	0	B7	T4	Y	Y
35	19	0	B7	T4	Y	Y
36	19	0	B8	T4	Y	Y
37	19	0	B8	T4	Y	Y
38	19	0	B8	T4	Y	Y
39	19	3	B8	T4	Y	Y
40	19	0	B8	T4	Y	Y
41	19	0	B9	T4	Y	Y
42	19	0	B9	T4	Y	Y
43	19	1	B9	T4	Y	Y
44	19	0	B9	T4	Y	Y
45	19	0	B9	T4	Y	Y
46	19	0	B10	T4	Y	Y
47	19	0	B10	T4	Y	Y
48	19	0	B10	T4	Y	Y
49	19	0	B10	T4	Y	Y
50	19	1	B10	T4	Y	Y
51	19	0	B11	T4	Y	Y
52	19	0	B11	T4	Y	Y
53	19	0	B11	T4	Y	Y
54	19	2	B11	T4	Y	Y
55	19	3	B11	T4	Y	Y
56	19	1	B12	T4	Y	Y
57	19	0	B12	T4	Y	Y
58	19	0	B12	T4	Y	Y
59	19	0	B12	T4	Y	Y
60	19	0	B12	T4	Y	Y
61	19	1	B13	T4	Y	Y
62	19	0	B13	T4	Y	Y
63	19	0	B13	T4	Y	Y
64	19	0	B13	T4	Y	Y
65	19	0	B13	T4	Y	Y
1	20	1	B1	T4	Y	Y
2	20	0	B1	T4	Y	Y
3	20	1	B1	T4	Y	Y
4	20	1	B1	T4	Y	Y
5	20	0	B1	T4	Y	Y
6	20	0	B2	T4	Y	Y
7	20	0	B2	T4	Y	Y
8	20	0	B2	T4	Y	Y
9	20	0	B2	T4	Y	Y
10	20	2	B2	T4	Y	Y
11	20	1	B3	T4	Y	Y
12	20	0	B3	T4	Y	Y
13	20	0	B3	T4	Y	Y
14	20	0	B3	T4	Y	Y
15	20	1	B3	T4	Y	Y
16	20	1	B4	T4	Y	Y
17	20	0	B4	T4	Y	Y
18	20	0	B4	T4	Y	Y
19	20	2	B4	T4	Y	Y
20	20	1	B4	T4	Y	Y
21	20	0	B5	T4	Y	Y
22	20	0	B5	T4	Y	Y
23	20	0	B5	T4	Y	Y
24	20	0	B5	T4	Y	Y
25	20	0	B5	T4	Y	Y
26	20	2	B6	T4	Y	Y
27	20	0	B6	T4	Y	Y
28	20	0	B6	T4	Y	Y
29	20	1	B6	T4	Y	Y
30	20	0	B6	T4	Y	Y
31	20	0	B7	T4	Y	Y
32	20	0	B7	T4	Y	Y
33	20	0	B7	T4	Y	Y
34	20	1	B7	T4	Y	Y
35	20	1	B7	T4	Y	Y
36	20	0	B8	T4	Y	Y
37	20	0	B8	T4	Y	Y
38	20	1	B8	T4	Y	Y
39	20	1	B8	T4	Y	Y
40	20	0	B8	T4	Y	Y
41	20	0	B9	T4	Y	Y
42	20	0	B9	T4	Y	Y
43	20	0	B9	T4	Y	Y
44	20	0	B9	T4	Y	Y
45	20	0	B9	T4	Y	Y
46	20	0	B10	T4	Y	Y
47	20	1	B10	T4	Y	Y
48	20	2	B10	T4	Y	Y
49	20	1	B10	T4	Y	Y
50	20	0	B10	T4	Y	Y
51	20	0	B11	T4	Y	Y
52	20	0	B11	T4	Y	Y
53	20	0	B11	T4	Y	Y
54	20	1	B11	T4	Y	Y
55	20	0	B11	T4	Y	Y
56	20	0	B12	T4	Y	Y
57	20	0	B12	T4	Y	Y
58	20	0	B12	T4	Y	Y
59	20	0	B12	T4	Y	Y
60	20	0	B12	T4	Y	Y
61	20	0	B13	T4	Y	Y
62	20	0	B13	T4	Y	Y
63	20	0	B13	T4	Y	Y
64	20	0	B13	T4	Y	Y
65	20	0	B13	T4	Y	Y
