"isle"	"site"	"block"	"plot"	"trt"	"ears"	"yield"	"N"	"P"	"K"
"StVincent"	"CPSV"	"B4"	29	"T222"	NA	24.8	"2"	"2"	"2"
"StVincent"	"CPSV"	"B4"	30	"T200"	NA	21.2	"2"	"0"	"0"
"StVincent"	"CPSV"	"B4"	31	"T111"	NA	23.1	"1"	"1"	"1"
"StVincent"	"CPSV"	"B4"	32	"T002"	NA	20.9	"0"	"0"	"2"
"StVincent"	"CPSV"	"B4"	33	"T311"	NA	20	"3"	"1"	"1"
"StVincent"	"CPSV"	"B4"	34	"T020"	NA	20.9	"0"	"2"	"0"
"StVincent"	"CPSV"	"B4"	35	"T111"	NA	21.5	"1"	"1"	"1"
"StVincent"	"CPSV"	"B4"	36	"T113"	NA	13.4	"1"	"1"	"3"
"StVincent"	"MPSV"	"B1"	1	"T311"	NA	16.7	"3"	"1"	"1"
"StVincent"	"MPSV"	"B1"	2	"T131"	NA	13	"1"	"3"	"1"
"StVincent"	"MPSV"	"B1"	3	"T111"	NA	17.8	"1"	"1"	"1"
"StVincent"	"MPSV"	"B1"	4	"T111"	NA	11.5	"1"	"1"	"1"
"StVincent"	"MPSV"	"B1"	5	"T022"	NA	12.4	"0"	"2"	"2"
"StVincent"	"MPSV"	"B1"	6	"T113"	NA	12.1	"1"	"1"	"3"
"StVincent"	"MPSV"	"B1"	7	"T220"	NA	13.5	"2"	"2"	"0"
"StVincent"	"MPSV"	"B1"	8	"T000"	NA	8.5	"0"	"0"	"0"
"StVincent"	"MPSV"	"B1"	9	"T202"	NA	13	"2"	"0"	"2"
"StVincent"	"MPSV"	"B2"	10	"T131"	NA	12.2	"1"	"3"	"1"
"StVincent"	"MPSV"	"B2"	11	"T222"	NA	15.1	"2"	"2"	"2"
"StVincent"	"MPSV"	"B2"	12	"T200"	NA	11.8	"2"	"0"	"0"
"StVincent"	"MPSV"	"B2"	13	"T111"	NA	12.8	"1"	"1"	"1"
"StVincent"	"MPSV"	"B2"	14	"T002"	NA	7.1	"0"	"0"	"2"
"StVincent"	"MPSV"	"B2"	15	"T311"	NA	17	"3"	"1"	"1"
"StVincent"	"MPSV"	"B2"	16	"T020"	NA	6.2	"0"	"2"	"0"
"StVincent"	"MPSV"	"B2"	17	"T111"	NA	12.5	"1"	"1"	"1"
"StVincent"	"MPSV"	"B2"	18	"T113"	NA	15.2	"1"	"1"	"3"
"StVincent"	"MPSV"	"B3"	19	"T000"	NA	8.1	"0"	"0"	"0"
"StVincent"	"MPSV"	"B3"	20	"T113"	NA	13.1	"1"	"1"	"3"
"StVincent"	"MPSV"	"B3"	21	"T202"	NA	14.2	"2"	"0"	"2"
"StVincent"	"MPSV"	"B3"	22	"T311"	NA	18.9	"3"	"1"	"1"
"StVincent"	"MPSV"	"B3"	23	"T022"	NA	12.5	"0"	"2"	"2"
"StVincent"	"MPSV"	"B3"	24	"T131"	NA	17	"1"	"3"	"1"
"StVincent"	"MPSV"	"B3"	25	"T111"	NA	13.5	"1"	"1"	"1"
"StVincent"	"MPSV"	"B3"	26	"T220"	NA	12	"2"	"2"	"0"
"StVincent"	"MPSV"	"B3"	27	"T111"	NA	12.8	"1"	"1"	"1"
"StVincent"	"MPSV"	"B4"	28	"T113"	NA	14	"1"	"1"	"3"
"StVincent"	"MPSV"	"B4"	29	"T002"	NA	10.5	"0"	"0"	"2"
"StVincent"	"MPSV"	"B4"	30	"T020"	NA	14.4	"0"	"2"	"0"
"StVincent"	"MPSV"	"B4"	31	"T111"	NA	13.8	"1"	"1"	"1"
"StVincent"	"MPSV"	"B4"	32	"T311"	NA	12.8	"3"	"1"	"1"
"StVincent"	"MPSV"	"B4"	33	"T131"	NA	14.5	"1"	"3"	"1"
"StVincent"	"MPSV"	"B4"	34	"T222"	NA	13.1	"2"	"2"	"2"
"StVincent"	"MPSV"	"B4"	35	"T200"	NA	14	"2"	"0"	"0"
"StVincent"	"MPSV"	"B4"	36	"T111"	NA	13.5	"1"	"1"	"1"
"StVincent"	"AGSV"	"B1"	1	"T220"	NA	10.4	"2"	"2"	"0"
"StVincent"	"AGSV"	"B1"	2	"T000"	NA	9.1	"0"	"0"	"0"
"StVincent"	"AGSV"	"B1"	3	"T131"	NA	9.2	"1"	"3"	"1"
"StVincent"	"AGSV"	"B1"	4	"T022"	NA	10.1	"0"	"2"	"2"
"StVincent"	"AGSV"	"B1"	5	"T311"	NA	15.2	"3"	"1"	"1"
"StVincent"	"AGSV"	"B1"	6	"T111"	NA	13.9	"1"	"1"	"1"
"StVincent"	"AGSV"	"B1"	7	"T113"	NA	15.1	"1"	"1"	"3"
"StVincent"	"AGSV"	"B1"	8	"T111"	NA	12.2	"1"	"1"	"1"
"StVincent"	"AGSV"	"B1"	9	"T202"	NA	9.8	"2"	"0"	"2"
"StVincent"	"AGSV"	"B2"	10	"T113"	NA	11.8	"1"	"1"	"3"
"StVincent"	"AGSV"	"B2"	11	"T002"	NA	10.1	"0"	"0"	"2"
"StVincent"	"AGSV"	"B2"	12	"T020"	NA	13	"0"	"2"	"0"
"StVincent"	"AGSV"	"B2"	13	"T111"	NA	13.2	"1"	"1"	"1"
"StVincent"	"AGSV"	"B2"	14	"T311"	NA	10.2	"3"	"1"	"1"
"StVincent"	"AGSV"	"B2"	15	"T131"	NA	12	"1"	"3"	"1"
"StVincent"	"AGSV"	"B2"	16	"T222"	NA	13.2	"2"	"2"	"2"
"StVincent"	"AGSV"	"B2"	17	"T200"	NA	10.9	"2"	"0"	"0"
"StVincent"	"AGSV"	"B2"	18	"T111"	NA	15.1	"1"	"1"	"1"
"StVincent"	"AGSV"	"B3"	19	"T220"	NA	9.9	"2"	"2"	"0"
"StVincent"	"AGSV"	"B3"	20	"T022"	NA	12	"0"	"2"	"2"
"StVincent"	"AGSV"	"B3"	21	"T113"	NA	12.5	"1"	"1"	"3"
"StVincent"	"AGSV"	"B3"	22	"T111"	NA	14.5	"1"	"1"	"1"
"StVincent"	"AGSV"	"B3"	23	"T131"	NA	12.2	"1"	"3"	"1"
"StVincent"	"AGSV"	"B3"	24	"T111"	NA	11.5	"1"	"1"	"1"
"StVincent"	"AGSV"	"B3"	25	"T202"	NA	11.5	"2"	"0"	"2"
"StVincent"	"AGSV"	"B3"	26	"T311"	NA	16.5	"3"	"1"	"1"
"StVincent"	"AGSV"	"B3"	27	"T000"	NA	7.8	"0"	"0"	"0"
"StVincent"	"AGSV"	"B4"	28	"T200"	NA	13	"2"	"0"	"0"
"StVincent"	"AGSV"	"B4"	29	"T311"	NA	7	"3"	"1"	"1"
"StVincent"	"AGSV"	"B4"	30	"T111"	NA	12.4	"1"	"1"	"1"
"StVincent"	"AGSV"	"B4"	31	"T222"	NA	14	"2"	"2"	"2"
"StVincent"	"AGSV"	"B4"	32	"T131"	NA	13.1	"1"	"3"	"1"
"StVincent"	"AGSV"	"B4"	33	"T111"	NA	13	"1"	"1"	"1"
"StVincent"	"AGSV"	"B4"	34	"T020"	NA	16	"0"	"2"	"0"
"StVincent"	"AGSV"	"B4"	35	"T113"	NA	14.5	"1"	"1"	"3"
"StVincent"	"AGSV"	"B4"	36	"T002"	NA	11	"0"	"0"	"2"
"StVincent"	"CASV"	"B1"	1	"T311"	NA	22	"3"	"1"	"1"
"StVincent"	"CASV"	"B1"	2	"T113"	NA	18.2	"1"	"1"	"3"
"StVincent"	"CASV"	"B1"	3	"T022"	NA	14.4	"0"	"2"	"2"
"StVincent"	"CASV"	"B1"	4	"T111"	NA	22.4	"1"	"1"	"1"
"StVincent"	"CASV"	"B1"	5	"T220"	NA	22.3	"2"	"2"	"0"
"StVincent"	"CASV"	"B1"	6	"T111"	NA	20	"1"	"1"	"1"
"StVincent"	"CASV"	"B1"	7	"T000"	NA	16	"0"	"0"	"0"
"StVincent"	"CASV"	"B1"	8	"T202"	NA	17.2	"2"	"0"	"2"
"StVincent"	"CASV"	"B1"	9	"T131"	NA	16.1	"1"	"3"	"1"
"StVincent"	"CASV"	"B2"	10	"T311"	NA	22.1	"3"	"1"	"1"
"StVincent"	"CASV"	"B2"	11	"T113"	NA	20.3	"1"	"1"	"3"
"StVincent"	"CASV"	"B2"	12	"T020"	NA	16	"0"	"2"	"0"
"StVincent"	"CASV"	"B2"	13	"T111"	NA	23.8	"1"	"1"	"1"
"StVincent"	"CASV"	"B2"	14	"T131"	NA	20.2	"1"	"3"	"1"
"StVincent"	"CASV"	"B2"	15	"T111"	NA	24.5	"1"	"1"	"1"
"StVincent"	"CASV"	"B2"	16	"T222"	NA	26.8	"2"	"2"	"2"
"StVincent"	"CASV"	"B2"	17	"T200"	NA	19.9	"2"	"0"	"0"
"StVincent"	"CASV"	"B2"	18	"T002"	NA	13.7	"0"	"0"	"2"
"StVincent"	"CASV"	"B3"	19	"T202"	NA	9.1	"2"	"0"	"2"
"StVincent"	"CASV"	"B3"	20	"T113"	NA	12.2	"1"	"1"	"3"
"StVincent"	"CASV"	"B3"	21	"T000"	NA	11.1	"0"	"0"	"0"
"StVincent"	"CASV"	"B3"	22	"T131"	NA	10.5	"1"	"3"	"1"
"StVincent"	"CASV"	"B3"	23	"T311"	NA	21.8	"3"	"1"	"1"
"StVincent"	"CASV"	"B3"	24	"T111"	NA	17.2	"1"	"1"	"1"
"StVincent"	"CASV"	"B3"	25	"T111"	NA	20.5	"1"	"1"	"1"
"StVincent"	"CASV"	"B3"	26	"T220"	NA	20	"2"	"2"	"0"
"StVincent"	"CASV"	"B3"	27	"T022"	NA	16.1	"0"	"2"	"2"
"StVincent"	"CASV"	"B4"	28	"T002"	NA	19.1	"0"	"0"	"2"
"StVincent"	"CASV"	"B4"	29	"T111"	NA	22.2	"1"	"1"	"1"
"StVincent"	"CASV"	"B4"	30	"T111"	NA	24.2	"1"	"1"	"1"
"StVincent"	"CASV"	"B4"	31	"T131"	NA	20.2	"1"	"3"	"1"
"StVincent"	"CASV"	"B4"	32	"T311"	NA	21.1	"3"	"1"	"1"
"StVincent"	"CASV"	"B4"	33	"T200"	NA	22.8	"2"	"0"	"0"
"StVincent"	"CASV"	"B4"	34	"T020"	NA	20.1	"0"	"2"	"0"
"StVincent"	"CASV"	"B4"	35	"T113"	NA	20.3	"1"	"1"	"3"
"StVincent"	"CASV"	"B4"	36	"T222"	NA	22	"2"	"2"	"2"
"StVincent"	"SSSV"	"B1"	1	"T022"	NA	9.5	"0"	"2"	"2"
"StVincent"	"SSSV"	"B1"	2	"T202"	NA	10.5	"2"	"0"	"2"
"StVincent"	"SSSV"	"B1"	3	"T000"	NA	14.1	"0"	"0"	"0"
"StVincent"	"SSSV"	"B1"	4	"T220"	NA	9.7	"2"	"2"	"0"
"StVincent"	"SSSV"	"B1"	5	"T131"	NA	11.2	"1"	"3"	"1"
"StVincent"	"SSSV"	"B1"	6	"T111"	NA	13.1	"1"	"1"	"1"
"StVincent"	"SSSV"	"B1"	7	"T311"	NA	9.2	"3"	"1"	"1"
"StVincent"	"SSSV"	"B1"	8	"T113"	NA	13.1	"1"	"1"	"3"
"StVincent"	"SSSV"	"B1"	9	"T111"	NA	11.5	"1"	"1"	"1"
"StVincent"	"SSSV"	"B2"	10	"T111"	NA	11.2	"1"	"1"	"1"
"StVincent"	"SSSV"	"B2"	11	"T020"	NA	12.1	"0"	"2"	"0"
"StVincent"	"SSSV"	"B2"	12	"T002"	NA	11	"0"	"0"	"2"
"StVincent"	"SSSV"	"B2"	13	"T111"	NA	16.1	"1"	"1"	"1"
"StVincent"	"SSSV"	"B2"	14	"T200"	NA	12.5	"2"	"0"	"0"
"StVincent"	"SSSV"	"B2"	15	"T131"	NA	9.9	"1"	"3"	"1"
"StVincent"	"SSSV"	"B2"	16	"T222"	NA	17.5	"2"	"2"	"2"
"StVincent"	"SSSV"	"B2"	17	"T131"	NA	11.8	"1"	"3"	"1"
"StVincent"	"SSSV"	"B2"	18	"T311"	NA	12.2	"3"	"1"	"1"
"StVincent"	"SSSV"	"B3"	19	"T202"	NA	8.7	"2"	"0"	"2"
"StVincent"	"SSSV"	"B3"	20	"T131"	NA	16.4	"1"	"3"	"1"
"StVincent"	"SSSV"	"B3"	21	"T113"	NA	16.1	"1"	"1"	"3"
"StVincent"	"SSSV"	"B3"	22	"T220"	NA	9.1	"2"	"2"	"0"
"StVincent"	"SSSV"	"B3"	23	"T022"	NA	12.2	"0"	"2"	"2"
"StVincent"	"SSSV"	"B3"	24	"T111"	NA	12.4	"1"	"1"	"1"
"StVincent"	"SSSV"	"B3"	25	"T111"	NA	10	"1"	"1"	"1"
"StVincent"	"SSSV"	"B3"	26	"T000"	NA	12.3	"0"	"0"	"0"
"StVincent"	"SSSV"	"B3"	27	"T311"	NA	9	"3"	"1"	"1"
"StVincent"	"SSSV"	"B4"	28	"T111"	NA	15.2	"1"	"1"	"1"
"StVincent"	"SSSV"	"B4"	29	"T113"	NA	20.2	"1"	"1"	"3"
"StVincent"	"SSSV"	"B4"	30	"T020"	NA	13.7	"0"	"2"	"0"
"StVincent"	"SSSV"	"B4"	31	"T111"	NA	14.2	"1"	"1"	"1"
"StVincent"	"SSSV"	"B4"	32	"T200"	NA	14.5	"2"	"0"	"0"
"StVincent"	"SSSV"	"B4"	33	"T222"	NA	12	"2"	"2"	"2"
"StVincent"	"SSSV"	"B4"	34	"T002"	NA	11.5	"0"	"0"	"2"
"StVincent"	"SSSV"	"B4"	35	"T311"	NA	11.2	"3"	"1"	"1"
"StVincent"	"SSSV"	"B4"	36	"T131"	NA	10.2	"1"	"3"	"1"
"StVincent"	"UISV"	"B1"	1	"T202"	NA	15.4	"2"	"0"	"2"
"StVincent"	"UISV"	"B1"	2	"T000"	NA	12.2	"0"	"0"	"0"
"StVincent"	"UISV"	"B1"	3	"T220"	NA	26	"2"	"2"	"0"
"StVincent"	"UISV"	"B1"	4	"T111"	NA	20.1	"1"	"1"	"1"
"StVincent"	"UISV"	"B1"	5	"T022"	NA	14.1	"0"	"2"	"2"
"StVincent"	"UISV"	"B1"	6	"T131"	NA	21.8	"1"	"3"	"1"
"StVincent"	"UISV"	"B1"	7	"T113"	NA	20.1	"1"	"1"	"3"
"StVincent"	"UISV"	"B1"	8	"T311"	NA	28.1	"3"	"1"	"1"
"StVincent"	"UISV"	"B1"	9	"T111"	NA	23.1	"1"	"1"	"1"
"StVincent"	"UISV"	"B2"	10	"T311"	NA	22.4	"3"	"1"	"1"
"StVincent"	"UISV"	"B2"	11	"T113"	NA	28.9	"1"	"1"	"3"
"StVincent"	"UISV"	"B2"	12	"T111"	NA	19	"1"	"1"	"1"
"StVincent"	"UISV"	"B2"	13	"T131"	NA	21.4	"1"	"3"	"1"
"StVincent"	"UISV"	"B2"	14	"T111"	NA	20.5	"1"	"1"	"1"
"StVincent"	"UISV"	"B2"	15	"T020"	NA	14	"0"	"2"	"0"
"StVincent"	"UISV"	"B2"	16	"T200"	NA	29.5	"2"	"0"	"0"
"StVincent"	"UISV"	"B2"	17	"T002"	NA	13.3	"0"	"0"	"2"
"StVincent"	"UISV"	"B2"	18	"T222"	NA	23.7	"2"	"2"	"2"
"StVincent"	"UISV"	"B3"	19	"T202"	NA	25.1	"2"	"0"	"2"
"StVincent"	"UISV"	"B3"	20	"T220"	NA	30.1	"2"	"2"	"0"
"StVincent"	"UISV"	"B3"	21	"T111"	NA	23.1	"1"	"1"	"1"
"StVincent"	"UISV"	"B3"	22	"T113"	NA	24.5	"1"	"1"	"3"
"StVincent"	"UISV"	"B3"	23	"T131"	NA	17.8	"1"	"3"	"1"
"StVincent"	"UISV"	"B3"	24	"T022"	NA	15.1	"0"	"2"	"2"
"StVincent"	"UISV"	"B3"	25	"T311"	NA	25.8	"3"	"1"	"1"
"StVincent"	"UISV"	"B3"	26	"T111"	NA	23.2	"1"	"1"	"1"
"StVincent"	"UISV"	"B3"	27	"T000"	NA	17.2	"0"	"0"	"0"
"StVincent"	"UISV"	"B4"	28	"T113"	NA	20.4	"1"	"1"	"3"
"StVincent"	"UISV"	"B4"	29	"T111"	NA	22.5	"1"	"1"	"1"
"StVincent"	"UISV"	"B4"	30	"T200"	NA	22.2	"2"	"0"	"0"
"StVincent"	"UISV"	"B4"	31	"T311"	NA	26.8	"3"	"1"	"1"
"StVincent"	"UISV"	"B4"	32	"T131"	NA	23	"1"	"3"	"1"
"StVincent"	"UISV"	"B4"	33	"T002"	NA	11.4	"0"	"0"	"2"
"StVincent"	"UISV"	"B4"	34	"T020"	NA	19.5	"0"	"2"	"0"
"StVincent"	"UISV"	"B4"	35	"T222"	NA	25.5	"2"	"2"	"2"
"StVincent"	"UISV"	"B4"	36	"T111"	NA	19.8	"1"	"1"	"1"
"StVincent"	"OOSV"	"B1"	1	"T111"	NA	16	"1"	"1"	"1"
"StVincent"	"OOSV"	"B1"	2	"T000"	NA	12	"0"	"0"	"0"
"StVincent"	"OOSV"	"B1"	3	"T113"	NA	21.1	"1"	"1"	"3"
"StVincent"	"OOSV"	"B1"	4	"T311"	NA	22.1	"3"	"1"	"1"
"StVincent"	"OOSV"	"B1"	5	"T111"	NA	20	"1"	"1"	"1"
"StVincent"	"OOSV"	"B1"	6	"T220"	NA	23.2	"2"	"2"	"0"
"StVincent"	"OOSV"	"B1"	7	"T202"	NA	20.6	"2"	"0"	"2"
"StVincent"	"OOSV"	"B1"	8	"T131"	NA	12.8	"1"	"3"	"1"
"StVincent"	"OOSV"	"B1"	9	"T022"	NA	9	"0"	"2"	"2"
"StVincent"	"OOSV"	"B2"	10	"T020"	NA	12.3	"0"	"2"	"0"
"StVincent"	"OOSV"	"B2"	11	"T002"	NA	11	"0"	"0"	"2"
"StVincent"	"OOSV"	"B2"	12	"T111"	NA	17	"1"	"1"	"1"
"StVincent"	"OOSV"	"B2"	13	"T113"	NA	24	"1"	"1"	"3"
"StVincent"	"OOSV"	"B2"	14	"T311"	NA	28.5	"3"	"1"	"1"
"StVincent"	"OOSV"	"B2"	15	"T200"	NA	25.7	"2"	"0"	"0"
"StVincent"	"OOSV"	"B2"	16	"T111"	NA	13.1	"1"	"1"	"1"
"StVincent"	"OOSV"	"B2"	17	"T222"	NA	16.3	"2"	"2"	"2"
"StVincent"	"OOSV"	"B2"	18	"T131"	NA	15	"1"	"3"	"1"
"StVincent"	"OOSV"	"B3"	19	"T131"	NA	13.1	"1"	"3"	"1"
"StVincent"	"OOSV"	"B3"	20	"T022"	NA	10	"0"	"2"	"2"
"StVincent"	"OOSV"	"B3"	21	"T202"	NA	14	"2"	"0"	"2"
"StVincent"	"OOSV"	"B3"	22	"T220"	NA	18.8	"2"	"2"	"0"
"StVincent"	"OOSV"	"B3"	23	"T111"	NA	14	"1"	"1"	"1"
"StVincent"	"OOSV"	"B3"	24	"T113"	NA	11	"1"	"1"	"3"
"StVincent"	"OOSV"	"B3"	25	"T111"	NA	18.1	"1"	"1"	"1"
"StVincent"	"OOSV"	"B3"	26	"T000"	NA	12.1	"0"	"0"	"0"
"StVincent"	"OOSV"	"B3"	27	"T311"	NA	28	"3"	"1"	"1"
"StVincent"	"OOSV"	"B4"	28	"T311"	NA	20.6	"3"	"1"	"1"
"StVincent"	"OOSV"	"B4"	29	"T113"	NA	10.1	"1"	"1"	"3"
"StVincent"	"OOSV"	"B4"	30	"T200"	NA	19.2	"2"	"0"	"0"
"StVincent"	"OOSV"	"B4"	31	"T002"	NA	7.6	"0"	"0"	"2"
"StVincent"	"OOSV"	"B4"	32	"T020"	NA	8.2	"0"	"2"	"0"
"StVincent"	"OOSV"	"B4"	33	"T222"	NA	23.1	"2"	"2"	"2"
"StVincent"	"OOSV"	"B4"	34	"T111"	NA	15.8	"1"	"1"	"1"
"StVincent"	"OOSV"	"B4"	35	"T111"	NA	18.6	"1"	"1"	"1"
"StVincent"	"OOSV"	"B4"	36	"T113"	NA	20	"1"	"1"	"3"
"StVincent"	"OTSV"	"B1"	1	"T022"	NA	12.2	"0"	"2"	"2"
"StVincent"	"OTSV"	"B1"	2	"T113"	NA	19.8	"1"	"1"	"3"
"StVincent"	"OTSV"	"B1"	3	"T131"	NA	19.9	"1"	"3"	"1"
"StVincent"	"OTSV"	"B1"	4	"T311"	NA	25.3	"3"	"1"	"1"
"StVincent"	"OTSV"	"B1"	5	"T111"	NA	19	"1"	"1"	"1"
"StVincent"	"OTSV"	"B1"	6	"T111"	NA	20.5	"1"	"1"	"1"
"StVincent"	"OTSV"	"B1"	7	"T000"	NA	7.8	"0"	"0"	"0"
"StVincent"	"OTSV"	"B1"	8	"T202"	NA	17.8	"2"	"0"	"2"
"StVincent"	"OTSV"	"B1"	9	"T220"	NA	19.7	"2"	"2"	"0"
"StVincent"	"OTSV"	"B2"	10	"T020"	NA	13.1	"0"	"2"	"0"
"StVincent"	"OTSV"	"B2"	11	"T311"	NA	22.4	"3"	"1"	"1"
"StVincent"	"OTSV"	"B2"	12	"T113"	NA	23.2	"1"	"1"	"3"
"StVincent"	"OTSV"	"B2"	13	"T111"	NA	17.8	"1"	"1"	"1"
"StVincent"	"OTSV"	"B2"	14	"T200"	NA	20	"2"	"0"	"0"
"StVincent"	"OTSV"	"B2"	15	"T002"	NA	20	"0"	"0"	"2"
"StVincent"	"OTSV"	"B2"	16	"T131"	NA	15.6	"1"	"3"	"1"
"StVincent"	"OTSV"	"B2"	17	"T222"	NA	15.7	"2"	"2"	"2"
"StVincent"	"OTSV"	"B2"	18	"T111"	NA	29.1	"1"	"1"	"1"
"StVincent"	"OTSV"	"B3"	19	"T311"	NA	13.1	"3"	"1"	"1"
"StVincent"	"OTSV"	"B3"	20	"T022"	NA	20.4	"0"	"2"	"2"
"StVincent"	"OTSV"	"B3"	21	"T111"	NA	10.8	"1"	"1"	"1"
"StVincent"	"OTSV"	"B3"	22	"T000"	NA	18.4	"0"	"0"	"0"
"StVincent"	"OTSV"	"B3"	23	"T220"	NA	14	"2"	"2"	"0"
"StVincent"	"OTSV"	"B3"	24	"T131"	NA	14.2	"1"	"3"	"1"
"StVincent"	"OTSV"	"B3"	25	"T111"	NA	14.1	"1"	"1"	"1"
"StVincent"	"OTSV"	"B3"	26	"T113"	NA	18.4	"1"	"1"	"3"
"StVincent"	"OTSV"	"B3"	27	"T202"	NA	20.5	"2"	"0"	"2"
"StVincent"	"OTSV"	"B4"	28	"T113"	NA	13	"1"	"1"	"3"
"StVincent"	"OTSV"	"B4"	29	"T020"	NA	8.4	"0"	"2"	"0"
"StVincent"	"OTSV"	"B4"	30	"T002"	NA	10	"0"	"0"	"2"
"StVincent"	"OTSV"	"B4"	31	"T311"	NA	14.1	"3"	"1"	"1"
"StVincent"	"OTSV"	"B4"	32	"T200"	NA	18.1	"2"	"0"	"0"
"StVincent"	"OTSV"	"B4"	33	"T222"	NA	22.2	"2"	"2"	"2"
"StVincent"	"OTSV"	"B4"	34	"T131"	NA	14.2	"1"	"3"	"1"
"StVincent"	"OTSV"	"B4"	35	"T111"	NA	12.1	"1"	"1"	"1"
"StVincent"	"OTSV"	"B4"	36	"T111"	NA	13	"1"	"1"	"1"
"StVincent"	"LPSV"	"B1"	1	"T311"	NA	14.2	"3"	"1"	"1"
"StVincent"	"LPSV"	"B1"	2	"T111"	NA	8.2	"1"	"1"	"1"
"StVincent"	"LPSV"	"B1"	3	"T220"	NA	3.5	"2"	"2"	"0"
"StVincent"	"LPSV"	"B1"	4	"T022"	NA	7.2	"0"	"2"	"2"
"StVincent"	"LPSV"	"B1"	5	"T131"	NA	9.2	"1"	"3"	"1"
"StVincent"	"LPSV"	"B1"	6	"T202"	NA	8.5	"2"	"0"	"2"
"StVincent"	"LPSV"	"B1"	7	"T111"	NA	6.7	"1"	"1"	"1"
"StVincent"	"LPSV"	"B1"	8	"T000"	NA	7.5	"0"	"0"	"0"
"StVincent"	"LPSV"	"B1"	9	"T113"	NA	14.2	"1"	"1"	"3"
"StVincent"	"LPSV"	"B2"	10	"T111"	NA	4.5	"1"	"1"	"1"
"StVincent"	"LPSV"	"B2"	11	"T200"	NA	8	"2"	"0"	"0"
"StVincent"	"LPSV"	"B2"	12	"T222"	NA	5.5	"2"	"2"	"2"
"StVincent"	"LPSV"	"B2"	13	"T131"	NA	9.1	"1"	"3"	"1"
"StVincent"	"LPSV"	"B2"	14	"T111"	NA	7.2	"1"	"1"	"1"
"StVincent"	"LPSV"	"B2"	15	"T311"	NA	8.7	"3"	"1"	"1"
"StVincent"	"LPSV"	"B2"	16	"T020"	NA	6.1	"0"	"2"	"0"
"StVincent"	"LPSV"	"B2"	17	"T113"	NA	16.3	"1"	"1"	"3"
"StVincent"	"LPSV"	"B2"	18	"T002"	NA	15.2	"0"	"0"	"2"
"StVincent"	"LPSV"	"B3"	19	"T111"	NA	7.1	"1"	"1"	"1"
"StVincent"	"LPSV"	"B3"	20	"T000"	NA	6.1	"0"	"0"	"0"
"StVincent"	"LPSV"	"B3"	21	"T220"	NA	16	"2"	"2"	"0"
"StVincent"	"LPSV"	"B3"	22	"T202"	NA	16.8	"2"	"0"	"2"
"StVincent"	"LPSV"	"B3"	23	"T131"	NA	13.5	"1"	"3"	"1"
"StVincent"	"LPSV"	"B3"	24	"T022"	NA	8.8	"0"	"2"	"2"
"StVincent"	"LPSV"	"B3"	25	"T111"	NA	18.2	"1"	"1"	"1"
"StVincent"	"LPSV"	"B3"	26	"T311"	NA	13.5	"3"	"1"	"1"
"StVincent"	"LPSV"	"B3"	27	"T113"	NA	15.9	"1"	"1"	"3"
"StVincent"	"LPSV"	"B4"	28	"T111"	NA	17.5	"1"	"1"	"1"
"StVincent"	"LPSV"	"B4"	29	"T113"	NA	11	"1"	"1"	"3"
"StVincent"	"LPSV"	"B4"	30	"T131"	NA	11.4	"1"	"3"	"1"
"StVincent"	"LPSV"	"B4"	31	"T111"	NA	14.9	"1"	"1"	"1"
"StVincent"	"LPSV"	"B4"	32	"T200"	NA	24.5	"2"	"0"	"0"
"StVincent"	"LPSV"	"B4"	33	"T002"	NA	9	"0"	"0"	"2"
"StVincent"	"LPSV"	"B4"	34	"T020"	NA	7.1	"0"	"2"	"0"
"StVincent"	"LPSV"	"B4"	35	"T222"	NA	12.9	"2"	"2"	"2"
"StVincent"	"LPSV"	"B4"	36	"T311"	NA	6.8	"3"	"1"	"1"
