env,year,loc,block,plot,ent,gen,yield,testwt
nas1997,1997,Nas,2,2,13,Jerry,147.196115,35.0835
nas1997,1997,Nas,2,3,29,ACStewart,150.23206,32.90325
nas1997,1997,Nas,2,4,32,MN 93272,165.176165,32.98875
nas1997,1997,Nas,2,6,4,Chairman,146.11058,32.16225
nas1997,1997,Nas,2,7,36,Jay,157.82426,35.9385
nas1997,1997,Nas,2,8,25,Sheldon,152.12263,35.9955
nas1997,1997,Nas,2,9,30,IAN979-5-1-22,145.17558,32.832
nas1997,1997,Nas,2,10,14,Jim,143.428065,35.397
nas1997,1997,Nas,2,11,3,Burton,130.943945,35.26875
nas1997,1997,Nas,2,12,40,WIX6356-1,149.075465,34.64175
nas1997,1997,Nas,2,13,22,Premier,127.61628,36.993
nas1997,1997,Nas,2,14,15,Milton,163.524955,35.86725
nas1997,1997,Nas,2,15,39,Vista,159.072485,34.12875
nas1997,1997,Nas,2,16,7,Classic,165.76241,35.32575
nas1997,1997,Nas,2,17,9,Don,140.63148,33.687
nas1997,1997,Nas,2,18,17,Newdak,154.81543,32.1765
nas1997,1997,Nas,2,19,8,Dane,135.222505,31.50675
nas1997,1997,Nas,2,20,11,HyproBlend,139.94893,34.1145
nas1997,1997,Nas,2,21,18,Ogle,160.559135,33.117
nas1997,1997,Nas,2,22,2,Brawn,153.35496,32.30475
nas1997,1997,Nas,2,23,5,Chaps,150.16474,32.41875
nas1997,1997,Nas,2,25,37,Riser,150.068435,35.682
nas1997,1997,Nas,2,26,21,Prairie,153.22967,33.2025
nas1997,1997,Nas,2,27,31,Blaze,173.96797,34.5705
nas1997,1997,Nas,2,29,26,Starter,140.20512,36.252
nas1997,1997,Nas,2,30,19,Pal,113.624005,30.87975
nas1997,1997,Nas,2,32,27,Troy,138.592245,34.38525
nas1997,1997,Nas,2,33,33,Jud,140.49684,34.07175
nas1997,1997,Nas,2,34,10,Gem,135.90786,32.04825
nas1997,1997,Nas,2,35,28,Valley,167.33134,35.21175
nas1997,1997,Nas,2,36,12,IN09201,159.551205,33.9435
nas1997,1997,Nas,2,37,24,Rodeo,171.038615,33.345
nas1997,1997,Nas,2,39,34,OH1149,122.684155,31.692
nas1997,1997,Nas,2,40,1,Belle,154.88275,34.38525
nas1997,1997,Nas,3,1,37,Riser,143.947925,35.29725
nas1997,1997,Nas,3,2,31,Blaze,158.825645,33.63
nas1997,1997,Nas,3,3,24,Rodeo,151.901035,32.44725
nas1997,1997,Nas,3,4,13,Jerry,175.30128,35.226
nas1997,1997,Nas,3,5,9,Don,145.243835,33.9435
nas1997,1997,Nas,3,6,4,Chairman,140.802585,33.5445
nas1997,1997,Nas,3,7,19,Pal,136.25194,30.05325
nas1997,1997,Nas,3,8,5,Chaps,170.212075,33.5445
nas1997,1997,Nas,3,9,27,Troy,135.42914,35.3115
nas1997,1997,Nas,3,10,15,Milton,156.723765,35.41125
nas1997,1997,Nas,3,12,11,HyproBlend,138.01161,34.3425
nas1997,1997,Nas,3,13,10,Gem,136.608175,33.4305
nas1997,1997,Nas,3,14,34,OH1149,122.43638,29.68275
nas1997,1997,Nas,3,15,1,Belle,141.79275,33.858
nas1997,1997,Nas,3,16,8,Dane,149.24096,31.62075
nas1997,1997,Nas,3,17,32,MN 93272,162.823705,34.07175
nas1997,1997,Nas,3,18,12,IN09201,132.36234,33.55875
nas1997,1997,Nas,3,19,18,Ogle,152.57704,32.433
nas1997,1997,Nas,3,22,22,Premier,100.664905,36.5085
nas1997,1997,Nas,3,23,21,Prairie,151.065145,31.59225
nas1997,1997,Nas,3,24,28,Valley,174.69166,35.04075
nas1997,1997,Nas,3,25,26,Starter,122.368125,36.12375
nas1997,1997,Nas,3,26,35,OH1087,132.365145,28.329
nas1997,1997,Nas,3,27,33,Jud,143.020405,35.29725
nas1997,1997,Nas,3,28,3,Burton,165.11726,33.801
nas1997,1997,Nas,3,29,14,Jim,148.400395,33.98625
nas1997,1997,Nas,3,31,30,IAN979-5-1-22,147.17835,34.78425
nas1997,1997,Nas,3,33,7,Classic,167.67168,36.5085
nas1997,1997,Nas,3,34,39,Vista,166.31406,33.573
nas1997,1997,Nas,3,35,40,WIX6356-1,142.12374,34.32825
nas1997,1997,Nas,3,36,17,Newdak,181.56765,33.231
nas1997,1997,Nas,3,37,2,Brawn,171.853935,31.806
nas1997,1997,Nas,3,38,29,ACStewart,178.83371,32.889
nas1997,1997,Nas,3,39,36,Jay,158.726535,35.24025
nas1997,1997,Nas,3,40,25,Sheldon,147.183025,34.49925
ame1998,1998,Ame,1,1,23,Riser,77.044,30.9225
ame1998,1998,Ame,1,3,17,Milton,121.8305,30.495
ame1998,1998,Ame,1,4,31,IAR56-5,122.672,31.065
ame1998,1998,Ame,1,5,29,IAK993-7-5,53.856,30.0675
ame1998,1998,Ame,1,6,11,Ida,87.329,27.7875
ame1998,1998,Ame,1,7,19,Ogle,112.013,28.0725
ame1998,1998,Ame,1,8,7,Classic,119.3995,31.065
ame1998,1998,Ame,1,9,33,IAR66-6,123.981,30.3525
ame1998,1998,Ame,1,10,10,Gem,106.403,30.0675
ame1998,1998,Ame,1,11,15,Jim,106.216,31.35
ame1998,1998,Ame,1,12,38,Starter/Amag,106.3095,30.9225
ame1998,1998,Ame,1,13,36,OH1128,104.72,29.355
ame1998,1998,Ame,1,14,12,IN09201,105.842,30.21
ame1998,1998,Ame,1,15,32,IAR56-8,109.582,31.92
ame1998,1998,Ame,1,16,4,Burton,88.451,29.2125
ame1998,1998,Ame,1,17,40,WIX6356-1,104.346,32.9175
ame1998,1998,Ame,1,18,30,IAN979-5-1-22,110.0495,30.0675
ame1998,1998,Ame,1,19,21,Prairie,99.7645,25.7925
ame1998,1998,Ame,1,20,24,Rodeo,120.7085,28.5
ame1998,1998,Ame,1,21,5,Chaps,119.306,28.9275
ame1998,1998,Ame,1,23,16,Jud,125.0095,33.345
ame1998,1998,Ame,1,24,39,Vista,106.59,29.925
ame1998,1998,Ame,1,25,9,Don,117.81,30.495
ame1998,1998,Ame,1,26,8,Dane,114.257,29.07
ame1998,1998,Ame,1,28,14,Jerry,108.46,33.7725
ame1998,1998,Ame,1,29,37,OH1149,71.3405,26.0775
ame1998,1998,Ame,1,30,3,Brawn,114.818,28.9275
ame1998,1998,Ame,1,31,26,Starter,56.3805,30.0675
ame1998,1998,Ame,1,32,25,Sheldon,95.4635,28.785
ame1998,1998,Ame,1,33,1,Belle,107.8055,30.6375
ame1998,1998,Ame,1,34,27,Troy,106.964,30.21
ame1998,1998,Ame,1,35,2,Blaze,125.5705,31.635
ame1998,1998,Ame,1,36,13,Jay,125.7575,31.635
ame1998,1998,Ame,1,37,34,Richard,109.021,31.635
ame1998,1998,Ame,1,38,28,Valley,99.3905,31.4925
ame1998,1998,Ame,1,40,35,OH1086,104.0655,27.645
ame1998,1998,Ame,2,1,19,Ogle,111.265,28.3575
ame1998,1998,Ame,2,2,35,OH1086,96.5855,28.785
ame1998,1998,Ame,2,3,14,Jerry,113.7895,33.7725
ame1998,1998,Ame,2,4,1,Belle,108.3665,32.3475
ame1998,1998,Ame,2,5,28,Valley,94.996,29.925
ame1998,1998,Ame,2,6,13,Jay,125.477,31.4925
ame1998,1998,Ame,2,7,36,OH1128,92.004,28.3575
ame1998,1998,Ame,2,8,4,Burton,78.54,26.22
ame1998,1998,Ame,2,9,26,Starter,71.5275,29.355
ame1998,1998,Ame,2,10,39,Vista,96.305,29.925
ame1998,1998,Ame,2,11,10,Gem,113.9765,30.9225
ame1998,1998,Ame,2,12,5,Chaps,119.493,29.925
ame1998,1998,Ame,2,13,32,IAR56-8,93.2195,31.065
ame1998,1998,Ame,2,14,3,Brawn,112.574,29.07
ame1998,1998,Ame,2,15,37,OH1149,63.767,27.645
ame1998,1998,Ame,2,17,40,WIX6356-1,94.435,32.775
ame1998,1998,Ame,2,18,34,Richard,113.0415,32.0625
ame1998,1998,Ame,2,19,7,Classic,117.7165,31.7775
ame1998,1998,Ame,2,20,2,Blaze,127.534,33.2025
ame1998,1998,Ame,2,22,17,Milton,114.07,30.6375
ame1998,1998,Ame,2,23,38,Starter/Amag,114.818,31.35
ame1998,1998,Ame,2,24,31,IAR56-5,113.135,32.3475
ame1998,1998,Ame,2,26,25,Sheldon,87.89,31.35
ame1998,1998,Ame,2,27,11,Ida,86.394,27.7875
ame1998,1998,Ame,2,28,33,IAR66-6,128.095,31.2075
ame1998,1998,Ame,2,29,21,Prairie,101.915,25.935
ame1998,1998,Ame,2,30,29,IAL24-5-1,74.3325,31.7775
ame1998,1998,Ame,2,31,23,Riser,84.337,32.205
ame1998,1998,Ame,2,32,9,Don,90.695,30.0675
ame1998,1998,Ame,2,33,16,Jud,112.948,34.0575
ame1998,1998,Ame,2,34,12,IN09201,109.769,31.065
ame1998,1998,Ame,2,35,24,Rodeo,96.7725,30.78
ame1998,1998,Ame,2,36,27,Troy,77.418,31.35
ame1998,1998,Ame,2,38,8,Dane,122.2045,29.355
ame1998,1998,Ame,2,39,15,Jim,119.9605,32.3475
ame1998,1998,Ame,2,40,30,IAN979-5-1-22,113.4155,30.6375
ame1998,1998,Ame,3,1,33,IAR66-6,120.1475,31.35
ame1998,1998,Ame,3,3,28,Valley,109.395,31.92
ame1998,1998,Ame,3,4,10,Gem,120.989,32.205
ame1998,1998,Ame,3,5,17,Milton,109.3015,30.21
ame1998,1998,Ame,3,6,23,Riser,91.7235,31.92
ame1998,1998,Ame,3,7,35,OH1086,97.24,27.645
ame1998,1998,Ame,3,8,27,Troy,87.7965,29.925
ame1998,1998,Ame,3,9,37,OH1149,63.2995,26.9325
ame1998,1998,Ame,3,10,13,Jay,126.599,30.495
ame1998,1998,Ame,3,11,12,IN09201,96.5855,29.4975
ame1998,1998,Ame,3,12,9,Don,100.6995,32.49
ame1998,1998,Ame,3,13,19,Ogle,91.7235,26.6475
ame1998,1998,Ame,3,14,21,Prairie,82.1865,23.655
ame1998,1998,Ame,3,15,34,Richard,114.07,32.205
ame1998,1998,Ame,3,16,32,IAR56-8,106.029,32.3475
ame1998,1998,Ame,3,17,2,Blaze,108.273,32.9175
ame1998,1998,Ame,3,19,36,OH1128,94.1545,29.2125
ame1998,1998,Ame,3,20,8,Dane,110.2365,29.4975
ame1998,1998,Ame,3,21,39,Vista,125.7575,31.92
ame1998,1998,Ame,3,22,11,Ida,92.4715,27.7875
ame1998,1998,Ame,3,23,29,IAL24-5-1,92.8455,32.9175
ame1998,1998,Ame,3,24,30,IAN979-5-1-22,104.8135,30.3525
ame1998,1998,Ame,3,25,7,Classic,124.0745,31.92
ame1998,1998,Ame,3,26,38,Starter/Amag,101.2605,30.78
ame1998,1998,Ame,3,27,1,Belle,109.021,32.0625
ame1998,1998,Ame,3,28,3,Brawn,99.858,27.645
ame1998,1998,Ame,3,29,14,Jerry,78.8205,28.785
ame1998,1998,Ame,3,31,4,Burton,85.3655,27.2175
ame1998,1998,Ame,3,32,25,Sheldon,80.8775,26.22
ame1998,1998,Ame,3,34,31,IAR56-5,127.0665,32.0625
ame1998,1998,Ame,3,35,24,Rodeo,113.4155,29.355
ame1998,1998,Ame,3,36,26,Starter,78.914,29.7825
ame1998,1998,Ame,3,37,5,Chaps,121.4565,29.355
ame1998,1998,Ame,3,38,15,Jim,114.3505,30.495
ame1998,1998,Ame,3,39,16,Jud,134.5465,33.06
ame1998,1998,Ame,3,40,40,WIX6356-1,111.826,33.2025
cra1998,1998,Cra,1,1,21,Prairie,67.881,29.07
cra1998,1998,Cra,1,2,30,IAN979-5-1-22,39.831,28.6425
cra1998,1998,Cra,1,3,40,WIX6356-1,67.694,33.63
cra1998,1998,Cra,1,4,17,Milton,39.644,32.205
cra1998,1998,Cra,1,6,39,Vista,45.254,30.21
cra1998,1998,Cra,1,7,7,Classic,53.669,31.92
cra1998,1998,Cra,1,8,5,Chaps,79.101,32.49
cra1998,1998,Cra,1,9,32,IAR56-8,47.7785,31.635
cra1998,1998,Cra,1,10,14,Jerry,40.6725,36.0525
cra1998,1998,Cra,1,11,8,Dane,71.995,29.4975
cra1998,1998,Cra,1,12,11,Ida,68.7225,28.0725
cra1998,1998,Cra,1,15,12,IN09201,71.434,30.78
cra1998,1998,Cra,1,16,37,OH1149,52.173,30.9225
cra1998,1998,Cra,1,17,1,Belle,41.14,32.3475
cra1998,1998,Cra,1,18,10,Gem,62.1775,32.9175
cra1998,1998,Cra,1,19,25,Sheldon,60.214,31.635
cra1998,1998,Cra,1,20,34,Richard,31.3225,31.4925
cra1998,1998,Cra,1,21,24,Rodeo,66.6655,31.065
cra1998,1998,Cra,1,22,19,Ogle,77.605,31.065
cra1998,1998,Cra,1,23,38,Starter/Amag,61.6165,32.0625
cra1998,1998,Cra,1,24,28,Valley,25.993,32.6325
cra1998,1998,Cra,1,25,27,Troy,48.7135,33.4875
cra1998,1998,Cra,1,26,33,IAR66-6,69.0965,31.635
cra1998,1998,Cra,1,27,3,Brawn,57.6895,29.4975
cra1998,1998,Cra,1,28,36,OH1128,62.3645,29.925
cra1998,1998,Cra,1,29,35,OH1086,57.5025,29.07
cra1998,1998,Cra,1,30,9,Don,52.36,30.495
cra1998,1998,Cra,1,31,26,Starter,56.0065,33.2025
cra1998,1998,Cra,1,32,31,IAR56-5,63.8605,34.9125
cra1998,1998,Cra,1,33,29,IAK993-7-5,59.5595,32.6325
cra1998,1998,Cra,1,34,15,Jim,81.719,33.2025
cra1998,1998,Cra,1,36,13,Jay,58.531,32.6325
cra1998,1998,Cra,1,37,16,Jud,66.6655,31.92
cra1998,1998,Cra,1,38,2,Blaze,56.5675,34.0575
cra1998,1998,Cra,1,39,23,Riser,68.1615,30.9225
cra1998,1998,Cra,1,40,4,Burton,59.092,31.35
cra1998,1998,Cra,2,1,8,Dane,66.759,29.4975
cra1998,1998,Cra,2,2,31,IAR56-5,64.2345,32.0625
cra1998,1998,Cra,2,3,32,IAR56-8,54.3235,31.635
cra1998,1998,Cra,2,4,28,Valley,31.3225,33.63
cra1998,1998,Cra,2,5,29,IAL24-5-1,57.8765,33.06
cra1998,1998,Cra,2,6,19,Ogle,71.9015,30.495
cra1998,1998,Cra,2,8,3,Brawn,59.7465,29.07
cra1998,1998,Cra,2,9,25,Sheldon,58.718,29.925
cra1998,1998,Cra,2,11,12,IN09201,73.491,31.635
cra1998,1998,Cra,2,12,5,Chaps,65.824,31.635
cra1998,1998,Cra,2,13,21,Prairie,73.678,28.5
cra1998,1998,Cra,2,14,27,Troy,46.189,31.92
cra1998,1998,Cra,2,15,16,Jud,69.003,34.0575
cra1998,1998,Cra,2,16,11,Ida,63.8605,29.4975
cra1998,1998,Cra,2,17,34,Richard,45.067,30.21
cra1998,1998,Cra,2,18,37,OH1149,54.978,30.495
cra1998,1998,Cra,2,19,15,Jim,70.2185,32.205
cra1998,1998,Cra,2,20,17,Milton,52.6405,30.9225
cra1998,1998,Cra,2,21,30,IAN979-5-1-22,46.0955,29.355
cra1998,1998,Cra,2,22,36,OH1128,62.7385,29.4975
cra1998,1998,Cra,2,24,1,Belle,28.3305,32.205
cra1998,1998,Cra,2,25,40,WIX6356-1,32.2575,33.4875
cra1998,1998,Cra,2,26,14,Jerry,52.547,35.34
cra1998,1998,Cra,2,27,10,Gem,65.7305,32.3475
cra1998,1998,Cra,2,28,4,Burton,55.352,30.495
cra1998,1998,Cra,2,29,2,Blaze,71.808,34.3425
cra1998,1998,Cra,2,30,33,IAR66-6,58.0635,31.7775
cra1998,1998,Cra,2,31,39,Vista,41.14,30.495
cra1998,1998,Cra,2,32,35,OH1086,49.181,28.3575
cra1998,1998,Cra,2,33,7,Classic,67.4135,31.7775
cra1998,1998,Cra,2,34,38,Starter/Amag,53.7625,30.3525
cra1998,1998,Cra,2,35,24,Rodeo,63.58,30.0675
cra1998,1998,Cra,2,36,13,Jay,59.1855,33.4875
cra1998,1998,Cra,2,37,26,Starter,55.2585,32.6325
cra1998,1998,Cra,2,38,23,Riser,57.97,31.7775
cra1998,1998,Cra,2,40,9,Don,59.1855,29.64
cra1998,1998,Cra,3,1,31,IAR56-5,53.9495,32.0625
cra1998,1998,Cra,3,2,39,Vista,44.4125,30.495
cra1998,1998,Cra,3,4,28,Valley,22.9075,34.0575
cra1998,1998,Cra,3,5,30,IAN979-5-1-22,44.506,29.925
cra1998,1998,Cra,3,6,4,Burton,50.0225,31.2075
cra1998,1998,Cra,3,7,2,Blaze,74.1455,33.7725
cra1998,1998,Cra,3,8,21,Prairie,65.824,28.3575
cra1998,1998,Cra,3,9,38,Starter/Amag,51.238,30.0675
cra1998,1998,Cra,3,10,16,Jud,52.734,32.49
cra1998,1998,Cra,3,11,12,IN09201,77.3245,31.35
cra1998,1998,Cra,3,13,5,Chaps,69.751,30.78
cra1998,1998,Cra,3,14,27,Troy,38.522,33.63
cra1998,1998,Cra,3,15,1,Belle,28.8915,32.0625
cra1998,1998,Cra,3,16,32,IAR56-8,47.5915,31.635
cra1998,1998,Cra,3,17,13,Jay,68.5355,30.6375
cra1998,1998,Cra,3,18,11,Ida,62.5515,28.785
cra1998,1998,Cra,3,19,26,Starter,45.815,29.64
cra1998,1998,Cra,3,20,29,IAL24-5-1,56.7545,33.06
cra1998,1998,Cra,3,21,23,Riser,54.3235,30.21
cra1998,1998,Cra,3,22,40,WIX6356-1,62.5515,32.775
cra1998,1998,Cra,3,23,35,OH1086,50.9575,27.93
cra1998,1998,Cra,3,24,19,Ogle,56.9415,28.0725
cra1998,1998,Cra,3,25,10,Gem,52.921,31.635
cra1998,1998,Cra,3,26,9,Don,52.4535,29.64
cra1998,1998,Cra,3,27,24,Rodeo,62.458,31.065
cra1998,1998,Cra,3,28,34,Richard,27.2085,31.065
cra1998,1998,Cra,3,29,36,OH1128,56.848,31.065
cra1998,1998,Cra,3,30,33,IAR66-6,57.8765,31.2075
cra1998,1998,Cra,3,31,8,Dane,72.93,29.355
cra1998,1998,Cra,3,32,37,OH1149,51.986,30.495
cra1998,1998,Cra,3,33,3,Brawn,56.3805,28.6425
cra1998,1998,Cra,3,34,17,Milton,40.392,31.4925
cra1998,1998,Cra,3,36,15,Jim,69.19,32.0625
cra1998,1998,Cra,3,37,7,Classic,60.775,31.635
cra1998,1998,Cra,3,38,14,Jerry,45.5345,34.0575
cra1998,1998,Cra,3,39,25,Sheldon,54.8845,27.93
lew1998,1998,Lew,1,1,36,OH1128,87.2355,33.63
lew1998,1998,Lew,1,2,32,IAR56-8,104.0655,31.635
lew1998,1998,Lew,1,3,9,Don,97.053,34.3425
lew1998,1998,Lew,1,4,12,IN09201,114.07,32.49
lew1998,1998,Lew,1,5,25,Sheldon,108.9275,34.3425
lew1998,1998,Lew,1,6,33,IAR66-6,112.013,34.6275
lew1998,1998,Lew,1,7,30,IAN979-5-1-22,93.874,31.4925
lew1998,1998,Lew,1,8,16,Jud,109.395,34.77
lew1998,1998,Lew,1,9,19,Ogle,113.696,31.065
lew1998,1998,Lew,1,10,38,Starter/Amag,98.362,32.205
lew1998,1998,Lew,1,11,10,Gem,107.6185,32.775
lew1998,1998,Lew,1,12,31,IAR56-5,128.5625,33.4875
lew1998,1998,Lew,1,13,34,Richard,93.687,32.9175
lew1998,1998,Lew,1,14,24,Rodeo,132.209,32.0625
lew1998,1998,Lew,1,15,21,Prairie,124.8225,31.2075
lew1998,1998,Lew,1,16,1,Belle,88.3575,33.915
lew1998,1998,Lew,1,18,8,Dane,96.679,31.35
lew1998,1998,Lew,1,19,2,Blaze,116.7815,35.1975
lew1998,1998,Lew,1,20,28,Valley,108.7405,36.195
lew1998,1998,Lew,1,21,13,Jay,105.094,33.7725
lew1998,1998,Lew,1,23,27,Troy,110.9845,34.77
lew1998,1998,Lew,1,24,35,OH1086,98.2685,31.4925
lew1998,1998,Lew,1,25,40,WIX6356-1,107.4315,35.625
lew1998,1998,Lew,1,26,26,Starter,91.443,35.625
lew1998,1998,Lew,1,27,15,Jim,125.5705,33.4875
lew1998,1998,Lew,1,28,39,Vista,103.5045,30.495
lew1998,1998,Lew,1,29,37,OH1149,100.232,34.77
lew1998,1998,Lew,1,30,17,Milton,101.541,32.0625
lew1998,1998,Lew,1,31,23,Riser,77.418,34.485
lew1998,1998,Lew,1,32,4,Burton,102.102,32.49
lew1998,1998,Lew,1,34,7,Classic,101.541,34.3425
lew1998,1998,Lew,1,35,14,Jerry,85.459,35.625
lew1998,1998,Lew,1,36,11,Ida,101.728,30.78
lew1998,1998,Lew,1,38,5,Chaps,112.4805,31.7775
lew1998,1998,Lew,1,39,3,Brawn,125.29,31.7775
lew1998,1998,Lew,1,40,29,IAL24-5-1,98.736,37.05
lew1998,1998,Lew,2,1,39,Vista,90.508,31.35
lew1998,1998,Lew,2,2,7,Classic,94.996,29.4975
lew1998,1998,Lew,2,3,37,OH1149,76.9505,31.92
lew1998,1998,Lew,2,4,40,WIX6356-1,85.1785,34.2
lew1998,1998,Lew,2,5,4,Burton,92.2845,34.3425
lew1998,1998,Lew,2,6,30,IAN979-5-1-22,93.5,30.21
lew1998,1998,Lew,2,7,34,Richard,85.9265,31.92
lew1998,1998,Lew,2,8,35,OH1086,92.004,30.3525
lew1998,1998,Lew,2,9,10,Gem,102.1955,30.9225
lew1998,1998,Lew,2,10,33,IAR66-6,105.281,32.49
lew1998,1998,Lew,2,12,27,Troy,75.2675,33.345
lew1998,1998,Lew,2,13,32,IAR56-8,93.874,30.6375
lew1998,1998,Lew,2,14,19,Ogle,112.6675,30.78
lew1998,1998,Lew,2,15,9,Don,109.8625,33.2025
lew1998,1998,Lew,2,16,38,Starter/Amag,108.086,33.06
lew1998,1998,Lew,2,17,16,Jud,102.7565,34.2
lew1998,1998,Lew,2,18,31,IAR56-5,98.923,32.9175
lew1998,1998,Lew,2,19,23,Riser,79.288,34.0575
lew1998,1998,Lew,2,20,5,Chaps,105.5615,31.92
lew1998,1998,Lew,2,21,26,Starter,90.2275,34.9125
lew1998,1998,Lew,2,22,24,Rodeo,110.517,30.9225
lew1998,1998,Lew,2,23,14,Jerry,82.5605,35.91
lew1998,1998,Lew,2,25,17,Milton,94.435,32.775
lew1998,1998,Lew,2,26,8,Dane,92.6585,31.2075
lew1998,1998,Lew,2,27,11,Ida,85.646,30.495
lew1998,1998,Lew,2,30,21,Prairie,103.3175,29.2125
lew1998,1998,Lew,2,31,12,IN09201,103.6915,31.35
lew1998,1998,Lew,2,32,2,Blaze,105.1875,33.63
lew1998,1998,Lew,2,33,36,OH1128,89.2925,31.92
lew1998,1998,Lew,2,34,25,Sheldon,89.199,33.2025
lew1998,1998,Lew,2,35,28,Valley,86.6745,34.9125
lew1998,1998,Lew,2,36,15,Jim,107.151,33.4875
lew1998,1998,Lew,2,37,1,Belle,75.8285,32.6325
lew1998,1998,Lew,2,38,13,Jay,101.728,31.7775
lew1998,1998,Lew,2,39,29,IAL24-5-1,90.882,35.34
lew1998,1998,Lew,2,40,3,Brawn,113.7895,29.64
lew1998,1998,Lew,3,1,11,Ida,95.183,31.065
lew1998,1998,Lew,3,2,15,Jim,105.0005,33.4875
lew1998,1998,Lew,3,3,9,Don,89.6665,33.2025
lew1998,1998,Lew,3,4,36,OH1128,69.19,30.3525
lew1998,1998,Lew,3,5,4,Burton,77.231,29.4975
lew1998,1998,Lew,3,6,39,Vista,84.4305,29.2125
lew1998,1998,Lew,3,7,26,Starter,70.7795,33.345
lew1998,1998,Lew,3,8,16,Jud,110.9845,33.345
lew1998,1998,Lew,3,9,25,Sheldon,88.264,32.49
lew1998,1998,Lew,3,10,28,Valley,91.1625,34.0575
lew1998,1998,Lew,3,11,40,WIX6356-1,96.305,34.2
lew1998,1998,Lew,3,13,3,Brawn,97.988,29.2125
lew1998,1998,Lew,3,14,33,IAR66-6,79.288,33.345
lew1998,1998,Lew,3,15,34,Richard,86.394,31.635
lew1998,1998,Lew,3,16,23,Riser,50.303,34.3425
lew1998,1998,Lew,3,18,12,IN09201,98.549,32.3475
lew1998,1998,Lew,3,19,13,Jay,102.289,32.205
lew1998,1998,Lew,3,20,1,Belle,70.7795,33.63
lew1998,1998,Lew,3,21,38,Starter/Amag,98.4555,33.4875
lew1998,1998,Lew,3,22,24,Rodeo,117.7165,31.4925
lew1998,1998,Lew,3,23,8,Dane,77.8855,31.635
lew1998,1998,Lew,3,24,29,IAL24-5-1,84.711,36.48
lew1998,1998,Lew,3,25,10,Gem,109.1145,33.915
lew1998,1998,Lew,3,26,14,Jerry,90.508,36.48
lew1998,1998,Lew,3,27,2,Blaze,98.4555,34.0575
lew1998,1998,Lew,3,29,30,IAN979-5-1-22,73.117,29.07
lew1998,1998,Lew,3,31,35,OH1086,87.4225,29.925
lew1998,1998,Lew,3,32,27,Troy,86.768,34.9125
lew1998,1998,Lew,3,33,21,Prairie,103.785,30.9225
lew1998,1998,Lew,3,35,37,OH1149,89.386,35.34
lew1998,1998,Lew,3,36,5,Chaps,94.1545,33.06
lew1998,1998,Lew,3,37,19,Ogle,97.8945,32.775
lew1998,1998,Lew,3,38,32,IAR56-8,97.801,33.7725
lew1998,1998,Lew,3,39,17,Milton,85.085,32.775
lew1998,1998,Lew,3,40,7,Classic,90.134,32.775
nas1998,1998,Nas,1,1,23,Riser,73.3975,31.4925
nas1998,1998,Nas,1,2,9,Don,84.0565,31.065
nas1998,1998,Nas,1,4,3,Brawn,73.7715,31.065
nas1998,1998,Nas,1,6,17,Milton,88.7315,31.635
nas1998,1998,Nas,1,7,4,Burton,74.7065,31.635
nas1998,1998,Nas,1,8,13,Jay,101.2605,32.49
nas1998,1998,Nas,1,9,33,IAR66-6,95.37,33.63
nas1998,1998,Nas,1,10,7,Classic,94.7155,34.6275
nas1998,1998,Nas,1,11,30,IAN979-5-1-22,73.3975,31.2075
nas1998,1998,Nas,1,12,28,Valley,71.1535,35.625
nas1998,1998,Nas,1,13,37,OH1149,64.141,29.07
nas1998,1998,Nas,1,14,31,IAR56-5,94.3415,33.7725
nas1998,1998,Nas,1,15,15,Jim,99.11,30.6375
nas1998,1998,Nas,1,17,21,Prairie,99.3905,30.0675
nas1998,1998,Nas,1,18,10,Gem,93.5935,33.915
nas1998,1998,Nas,1,19,11,Ida,84.0565,28.5
nas1998,1998,Nas,1,20,2,Blaze,93.7805,33.4875
nas1998,1998,Nas,1,21,16,Jud,79.3815,34.77
nas1998,1998,Nas,1,23,32,IAR56-8,88.7315,34.9125
nas1998,1998,Nas,1,24,35,OH1086,76.7635,28.785
nas1998,1998,Nas,1,25,40,WIX6356-1,89.4795,33.915
nas1998,1998,Nas,1,26,1,Belle,62.7385,32.9175
nas1998,1998,Nas,1,27,26,Starter,70.0315,30.495
nas1998,1998,Nas,1,28,19,Ogle,92.752,28.9275
nas1998,1998,Nas,1,29,25,Sheldon,100.793,32.205
nas1998,1998,Nas,1,31,39,Vista,84.4305,31.92
nas1998,1998,Nas,1,32,14,Jerry,86.8615,34.77
nas1998,1998,Nas,1,33,8,Dane,101.4475,27.5025
nas1998,1998,Nas,1,34,38,Starter/Amag,99.5775,32.0625
nas1998,1998,Nas,1,35,34,Richard,74.987,30.78
nas1998,1998,Nas,1,36,36,OH1128,85.3655,28.6425
nas1998,1998,Nas,1,37,5,Chaps,88.7315,30.78
nas1998,1998,Nas,1,38,27,Troy,54.604,32.49
nas1998,1998,Nas,1,40,24,Rodeo,89.8535,32.205
nas1998,1998,Nas,2,1,14,Jerry,78.353,34.6275
nas1998,1998,Nas,2,2,36,OH1128,81.2515,29.925
nas1998,1998,Nas,2,3,17,Milton,89.012,32.9175
nas1998,1998,Nas,2,4,7,Classic,86.207,30.78
nas1998,1998,Nas,2,5,25,Sheldon,72.6495,27.36
nas1998,1998,Nas,2,7,28,Valley,63.2995,34.485
nas1998,1998,Nas,2,8,39,Vista,82.3735,30.78
