amb,rep,gen,prod
8,24,20,7.3139
8,24,21,10.3288
8,24,22,8.9324
8,24,23,9.433
8,24,24,8.1984
8,24,25,11.1458
8,24,26,7.1275
8,24,27,10.4118
8,24,28,8.9437
8,24,29,5.4731
8,24,30,9.8865
8,24,31,8.571
8,24,32,6.8941
8,24,33,7.6394
8,24,34,10.6206
8,24,35,8.8045
8,24,36,8.8382
8,24,37,7.7336
8,24,38,6.7078
8,24,39,11.2963
8,24,40,7.7673
8,24,41,7.8953
8,24,42,8.012
8,24,43,9.0379
8,24,44,8.571
8,24,45,7.5339
8,24,46,9.3634
8,24,47,9.4914
8,24,48,7.8841
8,24,49,8.9437
8,24,50,8.7573
8,24,51,10.4343
8,24,52,7.1971
8,24,53,8.1871
8,24,54,8.1871
8,24,55,6.9637
9,25,1,12.0293
9,25,2,9.9473
9,25,3,8.7907
9,25,4,8.7907
9,25,5,9.2533
9,25,6,13.4173
9,25,7,13.4173
9,25,8,11.3353
9,25,9,5.7833
9,25,10,6.4756
9,25,11,9.9524
9,25,12,8.7907
9,25,13,9.022
9,25,14,10.2943
9,25,15,10.6413
9,25,16,7.4027
9,25,17,10.1787
9,25,18,9.022
9,25,19,6.4824
9,25,20,6.2511
9,25,21,7.634
9,25,22,9.2533
9,25,23,11.3353
9,25,24,8.9131
9,25,25,10.2892
9,25,26,7.5183
9,25,27,8.5458
9,25,28,8.9063
9,25,29,9.022
9,25,30,5.552
9,25,31,5.0893
9,25,32,9.716
9,25,33,10.1719
9,25,34,9.6003
9,25,35,8.5475
9,25,36,9.9473
9,25,37,7.8653
9,25,38,7.7344
9,25,39,12.0293
9,25,40,7.1764
9,25,41,9.2533
9,25,42,10.41
9,25,43,8.9165
9,25,44,8.7924
9,25,45,8.4352
9,25,46,11.1074
9,25,47,6.94
9,25,48,7.981
9,25,49,9.022
9,25,50,7.8653
9,25,51,11.2197
9,25,52,7.287
9,25,53,7.1713
9,25,54,7.0574
9,25,55,7.5183
9,26,1,8.9063
9,26,2,11.5667
9,26,3,8.3246
9,26,4,10.1787
9,26,5,7.981
9,26,6,11.5667
9,26,7,9.8317
9,26,8,11.5667
9,26,9,5.7833
9,26,10,9.1411
9,26,11,9.4813
9,26,12,10.41
9,26,13,8.5593
9,26,14,8.675
9,26,15,8.7907
9,26,16,9.1377
9,26,17,7.8653
9,26,18,11.104
9,26,19,6.479
9,26,20,10.4083
9,26,21,5.7833
9,26,22,5.7833
9,26,23,9.2533
9,26,24,9.5952
9,26,25,7.3908
9,26,26,9.022
9,26,27,8.5509
9,26,28,7.5183
9,26,29,4.6267
9,26,30,9.2533
9,26,31,9.716
9,26,32,8.9063
9,26,33,9.0237
9,26,34,6.7087
9,26,35,8.7805
9,26,36,5.552
9,26,37,9.2533
9,26,38,9.483
9,26,39,9.7211
9,26,40,6.4722
9,26,41,7.634
9,26,42,9.022
9,26,43,8.5509
9,26,44,4.2848
9,26,45,7.2853
9,26,46,9.7194
9,26,47,9.716
9,26,48,8.9063
9,26,49,11.5667
9,26,50,9.2533
9,26,51,6.94
9,26,52,10.2943
9,26,53,9.2533
9,26,54,8.5542
9,26,55,9.2533
9,27,1,10.41
9,27,2,9.4847
9,27,3,9.8317
9,27,4,9.022
9,27,5,10.1787
9,27,6,13.4173
9,27,7,9.4847
9,27,8,10.41
9,27,9,9.2533
9,27,10,7.5149
9,27,11,8.7856
9,27,12,8.0967
9,27,13,8.0967
9,27,14,7.4027
9,27,15,9.2533
9,27,16,7.981
9,27,17,11.6823
9,27,18,8.328
9,27,19,4.6182
9,27,20,6.4705
9,27,21,8.0967
9,27,22,6.4773
9,27,23,9.716
9,27,24,10.2875
9,27,25,8.561
9,27,26,9.4847
9,27,27,9.4813
9,27,28,6.0147
9,27,29,6.4773
9,27,30,9.022
9,27,31,9.022
9,27,32,10.2943
9,27,33,6.6985
9,27,34,8.7907
9,27,35,6.6968
9,27,36,8.7907
9,27,37,5.7833
9,27,38,8.0967
9,27,39,9.8266
9,27,40,6.2392
9,27,41,7.4027
9,27,42,6.0147
9,27,43,8.6716
9,27,44,9.2465
9,27,45,9.7126
9,27,46,9.9405
9,27,47,9.2533
9,27,48,11.3353
9,27,49,9.6003
9,27,50,5.0893
9,27,51,6.94
9,27,52,8.5593
9,27,53,9.369
9,27,54,10.3964
9,27,55,9.022
