Trials	Rows	Columns	Replications	Group1	Group2	Hybrids	Hybrid_Checks	GY
3	9	9	2	12	13	78	1	NA
3	9	10	2	2	4	14	1	7606.55
3	9	11	2	8	12	67	1	6324.51
3	9	12	2	5	13	50	1	4235.28
3	9	13	3	4	6	35	1	8112.49
3	9	14	3	NA	NA	NA	7	7563.44
3	9	15	3	8	12	67	1	6466.16
3	9	16	3	5	11	48	1	5166.79
3	9	17	3	9	13	72	1	4885.06
3	9	18	3	1	13	12	1	5342.39
3	10	1	1	2	3	13	1	6719.22
3	10	2	1	5	9	46	1	7604.85
3	10	3	1	12	13	78	1	6261.99
3	10	4	1	5	12	49	1	7103.51
3	10	5	1	2	7	17	1	7893.92
3	10	6	1	1	7	6	1	6515.47
3	10	7	2	4	11	40	1	5042.59
3	10	8	2	7	8	58	1	6102.69
3	10	9	2	1	5	4	1	7126.58
3	10	10	2	6	10	54	1	6954.29
3	10	11	2	NA	NA	NA	4	7478.96
3	10	12	2	2	9	19	1	4933.30
3	10	13	3	2	4	14	1	6536.16
3	10	14	3	2	3	13	1	6611.85
3	10	15	3	3	5	25	1	4246.04
3	10	16	3	5	12	49	1	6485.06
3	10	17	3	5	6	43	1	8684.02
3	10	18	3	3	13	33	1	6760.80
3	11	1	1	1	6	5	1	6808.94
3	11	2	1	6	7	51	1	6635.33
3	11	3	1	2	13	23	1	5805.17
3	11	4	1	2	8	18	1	4422.41
3	11	5	1	6	9	53	1	5242.82
3	11	6	1	7	12	62	1	7469.19
3	11	7	2	8	9	64	1	6093.18
3	11	8	2	2	7	17	1	7002.35
3	11	9	2	9	11	70	1	7367.02
3	11	10	2	4	5	34	1	6269.16
3	11	11	2	2	10	20	1	7473.79
3	11	12	2	6	8	52	1	5918.08
3	11	13	3	1	4	3	1	7233.15
3	11	14	3	1	6	5	1	6401.40
3	11	15	3	10	13	75	1	7183.65
3	11	16	3	7	13	63	1	5957.80
3	11	17	3	1	10	9	1	7521.07
3	11	18	3	3	12	32	1	7468.16
3	12	1	1	10	11	73	1	5929.57
3	12	2	1	8	11	66	1	3373.59
3	12	3	1	NA	NA	NA	4	6197.13
3	12	4	1	8	10	65	1	7020.59
3	12	5	1	5	7	44	1	6260.69
3	12	6	1	3	4	24	1	6468.51
3	12	7	2	10	11	73	1	5639.34
3	12	8	2	NA	NA	NA	5	7797.29
3	12	9	2	1	3	2	1	8099.66
3	12	10	2	4	9	38	1	5749.66
3	12	11	2	2	12	22	1	6486.11
3	12	12	2	1	7	6	1	6539.88
3	12	13	3	NA	NA	NA	2	9245.26
3	12	14	3	3	9	29	1	7068.85
3	12	15	3	1	12	11	1	8739.78
3	12	16	3	2	5	15	1	6549.17
3	12	17	3	6	11	55	1	5957.60
3	12	18	3	9	12	71	1	7891.55
3	13	1	1	3	8	28	1	7779.16
3	13	2	1	9	12	71	1	6251.72
3	13	3	1	3	6	26	1	7312.45
3	13	4	1	4	9	38	1	7554.81
3	13	5	1	6	12	56	1	7590.57
3	13	6	1	1	2	1	1	7365.13
3	13	7	2	8	13	68	1	6569.73
3	13	8	2	2	8	18	1	6768.28
3	13	9	2	2	5	15	1	8263.22
3	13	10	2	9	10	69	1	7893.88
3	13	11	2	3	8	28	1	6064.48
3	13	12	2	1	6	5	1	8653.18
3	13	13	3	10	11	73	1	6638.83
3	13	14	3	2	10	20	1	8490.87
3	13	15	3	7	10	60	1	6860.79
3	13	16	3	11	12	76	1	5583.43
3	13	17	3	1	8	7	1	6234.36
3	13	18	3	6	12	56	1	7839.62
3	14	1	1	8	13	68	1	NA
3	14	2	1	5	6	43	1	7360.59
3	14	3	1	NA	NA	NA	2	8692.09
3	14	4	1	2	10	20	1	5484.80
3	14	5	1	1	8	7	1	7064.32
3	14	6	1	10	12	74	1	6674.33
3	14	7	2	1	11	10	1	7617.50
3	14	8	2	7	12	62	1	9059.00
3	14	9	2	1	4	3	1	8010.92
3	14	10	2	2	3	13	1	9135.06
3	14	11	2	3	13	33	1	6920.50
3	14	12	2	6	13	57	1	7619.44
3	14	13	3	3	7	27	1	7030.65
3	14	14	3	4	12	41	1	7291.51
3	14	15	3	NA	NA	NA	3	10686.26
3	14	16	3	1	9	8	1	7630.46
3	14	17	3	11	13	77	1	6098.85
3	14	18	3	1	2	1	1	8511.88
4	1	1	1	7	10	60	1	3969.35
4	1	2	1	NA	NA	NA	7	5876.41
4	1	3	1	3	10	30	1	3576.62
4	1	4	1	5	6	43	1	4278.01
4	1	5	1	1	9	8	1	5262.68
4	1	6	1	5	11	48	1	5819.62
4	1	7	2	2	4	14	1	5579.21
4	1	8	2	9	11	70	1	6151.85
4	1	9	2	2	10	20	1	6030.94
4	1	10	2	9	13	72	1	4066.03
4	1	11	2	9	10	69	1	4679.69
4	1	12	2	7	9	59	1	4201.39
4	1	13	3	2	7	17	1	4447.61
4	1	14	3	5	11	48	1	5296.30
4	1	15	3	1	13	12	1	5053.00
4	1	16	3	5	9	46	1	4112.39
4	1	17	3	1	6	5	1	4638.58
4	1	18	3	8	9	64	1	4305.31
4	2	1	1	1	13	12	1	4270.52
4	2	2	1	3	9	29	1	4864.56
4	2	3	1	7	8	58	1	3206.90
4	2	4	1	4	6	35	1	4736.55
4	2	5	1	NA	NA	NA	2	6148.15
4	2	6	1	3	8	28	1	6171.46
4	2	7	2	3	11	31	1	6176.69
4	2	8	2	2	12	22	1	4992.67
4	2	9	2	2	13	23	1	6074.65
4	2	10	2	7	10	60	1	5995.29
4	2	11	2	3	9	29	1	5350.29
4	2	12	2	4	9	38	1	6553.30
4	2	13	3	NA	NA	NA	6	6855.29
4	2	14	3	4	10	39	1	5022.02
4	2	15	3	5	10	47	1	4981.13
4	2	16	3	2	10	20	1	5151.09
4	2	17	3	4	6	35	1	6394.16
4	2	18	3	9	10	69	1	6571.60
4	3	1	1	5	7	44	1	4114.46
4	3	2	1	9	10	69	1	5712.29
4	3	3	1	8	13	68	1	2926.85
4	3	4	1	3	7	27	1	4518.20
4	3	5	1	4	5	34	1	5301.92
4	3	6	1	1	11	10	1	5052.06
4	3	7	2	5	12	49	1	5999.01
4	3	8	2	4	7	36	1	4626.44
4	3	9	2	10	12	74	1	6131.03
4	3	10	2	1	5	4	1	5667.04
4	3	11	2	5	11	48	1	4998.72
4	3	12	2	1	2	1	1	5160.27
4	3	13	3	2	3	13	1	6347.83
4	3	14	3	1	12	11	1	5724.64
4	3	15	3	NA	NA	NA	7	5551.72
4	3	16	3	6	7	51	1	5698.75
4	3	17	3	3	8	28	1	5264.26
4	3	18	3	5	7	44	1	5817.56
4	4	1	1	2	13	23	1	NA
4	4	2	1	8	9	64	1	5462.68
4	4	3	1	6	11	55	1	4413.70
4	4	4	1	1	7	6	1	4271.90
4	4	5	1	10	12	74	1	4412.64
4	4	6	1	4	12	41	1	5129.27
4	4	7	2	1	3	2	1	5273.63
4	4	8	2	6	13	57	1	5037.24
4	4	9	2	11	12	76	1	6157.01
4	4	10	2	3	13	33	1	4440.00
4	4	11	2	12	13	78	1	5470.88
4	4	12	2	2	8	18	1	4819.03
4	4	13	3	1	5	4	1	5989.95
4	4	14	3	3	5	25	1	4671.85
4	4	15	3	5	12	49	1	6359.39
4	4	16	3	7	11	61	1	6047.57
4	4	17	3	7	9	59	1	4451.34
4	4	18	3	1	9	8	1	6670.42
4	5	1	1	3	13	33	1	4596.40
4	5	2	1	4	7	36	1	4981.91
4	5	3	1	1	10	9	1	5108.52
4	5	4	1	9	13	72	1	4993.87
4	5	5	1	7	13	63	1	3635.69
4	5	6	1	7	9	59	1	4632.02
4	5	7	2	1	12	11	1	5582.86
4	5	8	2	1	10	9	1	5722.68
4	5	9	2	1	8	7	1	5274.94
4	5	10	2	4	12	41	1	5241.44
4	5	11	2	7	8	58	1	4377.66
4	5	12	2	1	13	12	1	4219.60
4	5	13	3	1	11	10	1	6096.21
4	5	14	3	1	8	7	1	6237.78
4	5	15	3	3	9	29	1	5952.68
4	5	16	3	NA	NA	NA	2	7054.66
4	5	17	3	9	12	71	1	6682.89
4	5	18	3	1	2	1	1	5021.87
4	6	1	1	3	12	32	1	5929.15
4	6	2	1	4	9	38	1	5805.98
4	6	3	1	5	13	50	1	4015.00
4	6	4	1	6	8	52	1	3874.14
4	6	5	1	3	5	25	1	4208.74
4	6	6	1	12	13	78	1	4412.84
4	6	7	2	6	10	54	1	4441.32
4	6	8	2	3	4	24	1	5786.72
4	6	9	2	6	12	56	1	5111.56
4	6	10	2	NA	NA	NA	5	5891.49
4	6	11	2	NA	NA	NA	2	5669.60
4	6	12	2	5	8	45	1	5589.24
4	6	13	3	4	12	41	1	4868.53
4	6	14	3	7	13	63	1	4015.58
4	6	15	3	4	7	36	1	5457.55
4	6	16	3	3	13	33	1	3995.00
4	6	17	3	10	12	74	1	4982.94
4	6	18	3	7	8	58	1	4592.24
4	7	1	1	2	7	17	1	5767.62
4	7	2	1	4	11	40	1	3769.30
4	7	3	1	7	12	62	1	4915.00
4	7	4	1	8	11	66	1	5095.75
4	7	5	1	1	6	5	1	4258.07
4	7	6	1	NA	NA	NA	4	6725.10
4	7	7	2	4	8	37	1	3316.92
4	7	8	2	3	12	32	1	6053.79
4	7	9	2	7	11	61	1	4426.31
4	7	10	2	11	13	77	1	6503.27
4	7	11	2	1	6	5	1	6956.32
4	7	12	2	5	10	47	1	5929.15
4	7	13	3	2	5	15	1	4920.12
4	7	14	3	1	3	2	1	6168.62
4	7	15	3	8	13	68	1	6581.56
4	7	16	3	2	12	22	1	7072.41
4	7	17	3	6	13	57	1	4345.19
4	7	18	3	2	13	23	1	5216.51
4	8	1	1	NA	NA	NA	5	7721.92
4	8	2	1	5	12	49	1	5982.96
4	8	3	1	11	13	77	1	4233.65
4	8	4	1	NA	NA	NA	6	5935.34
4	8	5	1	9	12	71	1	NA
4	8	6	1	5	9	46	1	4231.32
4	8	7	2	2	5	15	1	6167.94
4	8	8	2	3	8	28	1	4638.77
4	8	9	2	2	3	13	1	5110.54
4	8	10	2	8	11	66	1	4813.18
4	8	11	2	4	5	34	1	7011.22
4	8	12	2	10	11	73	1	6440.07
4	8	13	3	4	9	38	1	6977.03
4	8	14	3	2	4	14	1	6902.35
4	8	15	3	8	10	65	1	6457.44
4	8	16	3	6	9	53	1	5487.60
4	8	17	3	NA	NA	NA	5	5707.28
4	8	18	3	9	11	70	1	6174.45
4	9	1	1	5	10	47	1	5810.09
4	9	2	1	2	9	19	1	5472.41
4	9	3	1	1	2	1	1	4800.00
4	9	4	1	NA	NA	NA	3	5932.18
4	9	5	1	6	12	56	1	5450.69
4	9	6	1	1	8	7	1	6256.98
4	9	7	2	5	7	44	1	5511.47
4	9	8	2	8	10	65	1	6020.79
4	9	9	2	2	6	16	1	6373.20
4	9	10	2	3	10	30	1	5945.79
4	9	11	2	1	11	10	1	4320.61
4	9	12	2	8	13	68	1	5191.62
4	9	13	3	3	6	26	1	6961.21
4	9	14	3	2	8	18	1	5161.46
4	9	15	3	3	10	30	1	5454.02
4	9	16	3	8	12	67	1	7386.39
4	9	17	3	1	7	6	1	5466.48
4	9	18	3	7	12	62	1	6086.54
4	10	1	1	2	8	18	1	3984.42
4	10	2	1	6	13	57	1	5183.24
4	10	3	1	2	3	13	1	6578.99
4	10	4	1	5	8	45	1	5440.92
4	10	5	1	2	10	20	1	4740.08
4	10	6	1	3	11	31	1	6218.65
4	10	7	2	2	11	21	1	5864.94
4	10	8	2	4	6	35	1	6244.75
4	10	9	2	3	5	25	1	NA
4	10	10	2	3	7	27	1	5940.36
4	10	11	2	NA	NA	NA	4	8379.31
4	10	12	2	6	7	51	1	7293.82
4	10	13	3	10	11	73	1	6089.91
4	10	14	3	5	8	45	1	8302.11
4	10	15	3	6	12	56	1	6320.56
4	10	16	3	3	4	24	1	6616.97
4	10	17	3	6	8	52	1	4194.25
4	10	18	3	3	7	27	1	6283.71
4	11	1	1	2	4	14	1	6548.28
4	11	2	1	2	12	22	1	5849.30
4	11	3	1	1	4	3	1	5671.52
4	11	4	1	2	5	15	1	6171.52
4	11	5	1	2	6	16	1	6972.11
4	11	6	1	4	13	42	1	5013.06
4	11	7	2	6	8	52	1	6302.59
4	11	8	2	2	7	17	1	6661.05
4	11	9	2	9	12	71	1	5268.01
4	11	10	2	NA	NA	NA	7	7426.65
4	11	11	2	4	13	42	1	5724.57
4	11	12	2	5	9	46	1	6211.88
4	11	13	3	NA	NA	NA	3	8482.07
4	11	14	3	1	4	3	1	6163.47
4	11	15	3	3	12	32	1	6650.67
4	11	16	3	11	12	76	1	5498.72
4	11	17	3	8	11	66	1	5691.11
4	11	18	3	6	11	55	1	6299.97
4	12	1	1	3	6	26	1	5801.99
4	12	2	1	8	10	65	1	5593.45
4	12	3	1	1	5	4	1	5898.69
4	12	4	1	11	12	76	1	6291.98
4	12	5	1	10	11	73	1	6764.37
4	12	6	1	4	8	37	1	6417.62
4	12	7	2	2	9	19	1	6762.02
4	12	8	2	10	13	75	1	5333.81
4	12	9	2	NA	NA	NA	6	6562.91
4	12	10	2	5	13	50	1	5222.89
4	12	11	2	1	9	8	1	5994.57
4	12	12	2	8	9	64	1	5249.89
4	12	13	3	5	6	43	1	6281.93
4	12	14	3	3	11	31	1	4491.07
4	12	15	3	NA	NA	NA	4	6767.94
4	12	16	3	2	9	19	1	5989.66
4	12	17	3	2	11	21	1	5285.06
4	12	18	3	9	13	72	1	6055.08
4	13	1	1	2	11	21	1	4831.16
4	13	2	1	4	10	39	1	6393.02
4	13	3	1	1	12	11	1	7273.56
4	13	4	1	6	10	54	1	6927.36
4	13	5	1	9	11	70	1	7966.39
4	13	6	1	6	9	53	1	4108.81
4	13	7	2	4	10	39	1	5461.49
4	13	8	2	8	12	67	1	NA
4	13	9	2	7	12	62	1	7109.31
4	13	10	2	NA	NA	NA	3	7605.36
4	13	11	2	4	11	40	1	5574.71
4	13	12	2	6	11	55	1	6593.54
4	13	13	3	10	13	75	1	5187.51
4	13	14	3	12	13	78	1	6246.37
4	13	15	3	11	13	77	1	4898.19
4	13	16	3	4	5	34	1	5727.97
4	13	17	3	4	8	37	1	5799.73
4	13	18	3	5	13	50	1	5158.27
4	14	1	1	10	13	75	1	7062.31
4	14	2	1	8	12	67	1	6106.61
4	14	3	1	1	3	2	1	6874.36
4	14	4	1	3	4	24	1	6109.36
4	14	5	1	6	7	51	1	6864.02
4	14	6	1	7	11	61	1	5012.26
4	14	7	2	3	6	26	1	6890.42
4	14	8	2	1	4	3	1	5987.13
4	14	9	2	6	9	53	1	5012.77
4	14	10	2	5	6	43	1	6941.67
4	14	11	2	1	7	6	1	5617.50
4	14	12	2	7	13	63	1	4256.86
4	14	13	3	4	13	42	1	5962.50
4	14	14	3	4	11	40	1	5683.47
4	14	15	3	7	10	60	1	5095.15
4	14	16	3	6	10	54	1	6301.72
4	14	17	3	1	10	9	1	4195.66
4	14	18	3	2	6	16	1	5608.53
