rows,rowwidth,length,year,loc,yearloc,rep,hyb,brand,plot,daystoflower,pltht,earht,pop,numplants,lodged,erect,plotweight,mst,tstwt,yield
2,36,26,2003,CA,2003CA,4,2995RR,GoldenAcresGenetics,416,69,103,45,27085,97,5,94.85,32.12,11.8,59.03,10.49835136
2,36,26,2003,CA,2003CA,1,x6301RRBT,GoldenAcresGenetics,103,65,98,35,26527,95,0,100,32.27,10.9,58.12,10.6550047
2,36,26,2003,CA,2003CA,2,x6301RRBT,GoldenAcresGenetics,211,64,99,38,23735,85,0,100,32.62,10.9,57.94,10.77056864
2,36,26,2003,CA,2003CA,3,x6301RRBT,GoldenAcresGenetics,305,64,107,40,27644,99,0,100,34.54,11,58.49,11.3917203
2,36,26,2003,CA,2003CA,4,x6301RRBT,GoldenAcresGenetics,408,65,100,42,27923,100,0,100,35.86,10.7,57.99,11.8669392
2,36,26,2003,CA,2003CA,1,RX897RR,Monsanto,118,66,100,46,27644,99,0,100,32.94,11.4,59.25,10.81519369
2,36,26,2003,CA,2003CA,2,RX897RR,Monsanto,215,65,102,47,26248,94,1,98.94,34.91,11.6,59.96,11.43613057
2,36,26,2003,CA,2003CA,3,RX897RR,Monsanto,309,66,105,51,27365,98,0,100,36.96,11.5,59.94,12.12138408
2,36,26,2003,CA,2003CA,4,RX897RR,Monsanto,414,66,100,44,26806,96,0,100,30.49,11.5,59.89,9.999485744
2,36,26,2003,CA,2003CA,1,DK6680RR,Monsanto,104,64,100,45,27365,98,0,100,36.06,11.4,59.52,11.83958352
2,36,26,2003,CA,2003CA,2,DK6680RR,Monsanto,220,65,99,45,27365,98,0,100,36.15,11.5,58.89,11.85573694
2,36,26,2003,CA,2003CA,3,DK6680RR,Monsanto,303,66,103,45,26806,96,3,96.88,34.24,11.5,60.15,11.22933457
2,36,26,2003,CA,2003CA,4,DK6680RR,Monsanto,409,65,100,40,25689,92,1,98.91,35.05,11.4,59.66,11.50797
2,36,26,2003,CA,2003CA,1,DK6972,Monsanto,120,66,103,46,27365,98,0,100,39.9,12.2,60.43,12.9820832
2,36,26,2003,CA,2003CA,2,DK6972,Monsanto,208,66,107,48,27365,98,0,100,37.81,11.9,60.53,12.34410365
2,36,26,2003,CA,2003CA,3,DK6972,Monsanto,316,66,104,46,27085,97,0,100,36.87,12.2,60.44,11.99622619
2,36,26,2003,CA,2003CA,4,DK6972,Monsanto,418,66,100,44,27365,98,0,100,35.93,12.3,60.93,11.6770678
2,36,26,2003,CA,2003CA,1,DK6760,Monsanto,102,67,108,44,27923,100,0,100,30.36,11.7,59.72,9.934350212
2,36,26,2003,CA,2003CA,2,DK6760,Monsanto,219,66,110,46,26806,96,0,100,29.11,11.7,60.79,9.525326904
2,36,26,2003,CA,2003CA,3,DK6760,Monsanto,302,67,101,48,27923,100,0,100,28.93,11.5,60.06,9.487869216
2,36,26,2003,CA,2003CA,4,DK6760,Monsanto,417,67,108,46,26527,95,0,100,30.73,11.8,60.13,10.04403292
2,36,26,2003,CA,2003CA,1,Exp266A,Monsanto,113,63,99,43,28202,101,0,100,32.79,11.9,61.06,10.70518818
2,36,26,2003,CA,2003CA,2,Exp266A,Monsanto,201,63,96,40,25410,91,0,100,34.26,12.1,61.48,11.15971763
2,36,26,2003,CA,2003CA,3,Exp266A,Monsanto,310,63,104,50,24293,87,0,100,33.02,12.1,61.52,10.75580498
2,36,26,2003,CA,2003CA,4,Exp266A,Monsanto,411,63,99,41,23455,84,0,100,31.49,12.1,61.16,10.25742921
2,36,26,2003,CA,2003CA,1,2307,TexasAgrilife(JB),117,69,115,53,23735,85,33,61.18,29.76,12.5,57.46,9.649792108
2,36,26,2003,CA,2003CA,2,2307,TexasAgrilife(JB),209,69,110,47,23735,85,45,47.06,32.75,12.4,57.99,10.63144717
2,36,26,2003,CA,2003CA,3,2307,TexasAgrilife(JB),307,69,113,52,25689,92,42,54.35,23.74,12.5,57.88,7.697784732
2,36,26,2003,CA,2003CA,4,2307,TexasAgrilife(JB),415,69,113,46,27085,97,48,50.52,30.85,12.7,58.41,9.9803644
2,36,26,2003,CA,2003CA,1,2310,TexasAgrilife(JB),109,66,105,42,26248,94,0,100,35.31,13.6,61.54,11.30546512
2,36,26,2003,CA,2003CA,2,2310,TexasAgrilife(JB),218,65,104,43,24572,88,2,97.73,30.22,13.6,61.59,9.67576242
2,36,26,2003,CA,2003CA,3,2310,TexasAgrilife(JB),315,66,104,46,25968,93,1,98.92,27.15,13.4,61.46,8.712939824
2,36,26,2003,CA,2003CA,4,2310,TexasAgrilife(JB),412,65,103,47,27923,100,0,100,34.79,13.1,61.56,11.20343459
2,36,26,2003,CA,2003CA,1,31B13,Pioneer,112,65,104,47,27923,100,0,100,40.44,11.9,60.7,13.20273916
2,36,26,2003,CA,2003CA,2,31B13,Pioneer,212,65,107,50,27644,99,0,100,40.98,11.7,60.25,13.40940894
2,36,26,2003,CA,2003CA,3,31B13,Pioneer,308,66,115,54,27085,97,6,93.81,37.91,11.6,60.37,12.41889719
2,36,26,2003,CA,2003CA,4,31B13,Pioneer,402,66,105,44,26806,96,1,98.96,36.9,11.7,59.69,12.07435818
2,36,26,2003,CA,2003CA,1,XP8913RRYG,BHGenetics,119,64,104,48,27923,100,0,100,34.96,11.5,59.8,11.46546508
2,36,26,2003,CA,2003CA,2,XP8913RRYG,BHGenetics,214,65,100,45,27923,100,0,100,30.23,11.6,60.83,9.903014268
2,36,26,2003,CA,2003CA,3,XP8913RRYG,BHGenetics,301,65,97,47,25689,92,0,100,34.06,11.7,59.76,11.14505822
2,36,26,2003,CA,2003CA,4,XP8913RRYG,BHGenetics,410,65,104,46,25689,92,0,100,33.88,11.5,58.19,11.11126868
2,38,22,2003,CC,2003CC,1,31G66,Pioneer,108,64,90,27,22822,73,2,97.26,16.81,14.2,56.73,5.984123452
2,38,22,2003,CC,2003CC,2,31G66,Pioneer,202,65,85,30,20634,66,22,66.67,12.36,14,55.74,4.410242412
2,38,22,2003,CC,2003CC,3,31G66,Pioneer,304,65,101,34,19383,62,3,95.16,11.52,14.1,55.86,4.105737772
2,38,22,2003,CC,2003CC,4,31G66,Pioneer,406,64,100,22,20321,65,6,90.77,12.57,14,56.07,4.485174116
2,38,22,2003,CC,2003CC,1,31B13,Pioneer,107,65,98,40,21884,70,8,88.57,18.82,15.8,58.41,6.5747204
2,38,22,2003,CC,2003CC,2,31B13,Pioneer,216,65,95,30,22197,71,21,70.42,14.98,15.6,58.36,5.245656368
2,38,22,2003,CC,2003CC,3,31B13,Pioneer,314,66,95,31,21259,68,56,17.65,9.51,13.6,57.54,3.409100512
2,38,22,2003,CC,2003CC,4,31B13,Pioneer,413,64,93,36,22197,71,51,28.17,14.85,14.8,58.36,5.24942374
2,38,22,2003,CC,2003CC,1,8371,GarstSeed,114,64,94,26,21259,68,1,98.53,15.67,13.5,55.59,5.623810336
2,38,22,2003,CC,2003CC,2,8371,GarstSeed,206,64,92,27,20634,66,4,93.94,13.38,12.5,54.34,4.857465704
2,38,22,2003,CC,2003CC,3,8371,GarstSeed,317,64,95,32,20634,66,11,83.33,8.63,12.6,53.37,3.129448344
2,38,22,2003,CC,2003CC,4,8371,GarstSeed,403,64,100,35,19696,63,3,95.24,11.51,12.8,54.76,4.16425544
2,38,22,2003,CC,2003CC,1,8230IT,GarstSeed,116,65,87,30,21571,69,7,89.86,14.54,14,55.02,5.188100796
2,38,22,2003,CC,2003CC,2,8230IT,GarstSeed,205,65,95,33,20634,66,2,96.97,13.71,13.4,53.9,4.926073448
2,38,22,2003,CC,2003CC,3,8230IT,GarstSeed,306,64,90,30,20008,64,28,56.25,9.13,11.8,51.57,3.341064876
2,38,22,2003,CC,2003CC,4,8230IT,GarstSeed,407,65,97,29,19070,61,28,54.1,8.22,12.2,52.4,2.994414528
2,38,22,2003,CC,2003CC,1,8256RR,GarstSeed,115,65,93,32,19070,61,3,95.08,15.26,15,58.16,5.381694356
2,38,22,2003,CC,2003CC,2,8256RR,GarstSeed,207,65,83,30,19696,63,9,85.71,14.96,14.8,58.32,5.288308244
2,38,22,2003,CC,2003CC,3,8256RR,GarstSeed,313,65,91,28,19383,62,52,16.13,12.12,14.2,58.08,4.314549656
2,38,22,2003,CC,2003CC,4,8256RR,GarstSeed,401,65,99,33,19696,63,43,31.75,12.46,15.1,57.47,4.38905746
2,38,22,2003,CC,2003CC,1,8270RR,GarstSeed,105,67,87,27,21884,70,0,100,12.39,14.3,57.11,4.405524876
2,38,22,2003,CC,2003CC,2,8270RR,GarstSeed,210,66,93,22,21884,70,1,98.57,18.82,15,57.38,6.63718756
2,38,22,2003,CC,2003CC,3,8270RR,GarstSeed,319,67,91,22,19383,62,4,93.55,11.05,14.6,56.13,3.915306192
2,38,22,2003,CC,2003CC,4,8270RR,GarstSeed,419,65,90,31,19696,63,0,100,13.8,15.2,56.66,4.855349344
2,38,22,2003,CC,2003CC,1,6962R,NCHybrids,110,67,95,39,21259,68,1,98.53,14.35,14.5,57.12,5.0905366
2,38,22,2003,CC,2003CC,2,6962R,NCHybrids,203,64,93,20,22197,71,0,100,16.6,15.4,57.55,5.826718392
2,38,22,2003,CC,2003CC,3,6962R,NCHybrids,318,67,91,32,20634,66,3,95.45,8.71,14.2,55.89,3.100637588
2,38,22,2003,CC,2003CC,4,6962R,NCHybrids,420,64,95,30,22197,71,15,78.87,18.42,15,56.77,6.496121176
2,38,22,2003,CC,2003CC,1,7237,NCHybrids,111,66,94,40,21259,68,15,77.94,14.66,15.2,58.54,5.157929164
2,38,22,2003,CC,2003CC,2,7237,NCHybrids,204,65,92,38,20946,67,4,94.03,16.11,16.3,58.74,5.594568144
2,38,22,2003,CC,2003CC,3,7237,NCHybrids,311,65,91,35,18445,59,2,96.61,16.42,15.5,58.29,5.756724024
2,38,22,2003,CC,2003CC,4,7237,NCHybrids,405,65,94,31,21571,69,17,75.36,13.49,15.8,57.83,4.712697888
2,38,22,2003,CC,2003CC,1,RX897RR,Monsanto,101,65,92,30,18758,60,0,100,18.18,15.3,56.97,6.388852496
2,38,22,2003,CC,2003CC,2,RX897RR,Monsanto,217,66,95,30,15319,49,0,100,14.54,15.3,57.28,5.109676156
2,38,22,2003,CC,2003CC,3,RX897RR,Monsanto,320,66,92,28,19383,62,10,83.87,13.36,14.4,55.72,4.744886028
2,38,22,2003,CC,2003CC,4,RX897RR,Monsanto,404,65,98,35,18758,60,0,100,13.96,15.1,57.09,4.917435308
2,38,22,2003,CC,2003CC,1,DK6680RR,Monsanto,106,64,91,27,21884,70,0,100,16.83,14.8,57.34,5.949346696
2,38,22,2003,CC,2003CC,2,DK6680RR,Monsanto,213,64,97,36,21884,70,8,88.57,17.85,14.7,57.03,6.3173189
2,38,22,2003,CC,2003CC,3,DK6680RR,Monsanto,312,64,90,33,19696,63,5,92.06,17.25,14.6,57.12,6.11212932
2,38,22,2003,CC,2003CC,4,DK6680RR,Monsanto,416,65,95,35,20634,66,4,93.94,16.57,15.3,57.81,5.823062804
2,38,22,2003,CC,2003CC,1,DK6972,Monsanto,103,66,93,32,22509,72,1,98.61,18.25,15.7,58.09,6.383164072
2,38,22,2003,CC,2003CC,2,DK6972,Monsanto,211,67,97,38,22509,72,3,95.83,15.12,15.4,57.84,5.307227372
2,38,22,2003,CC,2003CC,3,DK6972,Monsanto,305,66,90,32,21571,69,0,100,13.82,16.9,57.37,4.76490918
2,38,22,2003,CC,2003CC,4,DK6972,Monsanto,408,65,97,35,21259,68,7,89.71,14.08,14.6,57.37,4.988914896
2,38,22,2003,CC,2003CC,1,DK6760,Monsanto,118,65,96,29,21571,69,2,97.1,14.72,15.6,60.08,5.154610184
2,38,22,2003,CC,2003CC,2,DK6760,Monsanto,215,65,96,32,21259,68,0,100,13.4,15,59.37,4.725733912
2,38,22,2003,CC,2003CC,3,DK6760,Monsanto,309,66,96,34,20946,67,9,86.57,15.33,14.9,59.6,5.41274142
2,38,22,2003,CC,2003CC,4,DK6760,Monsanto,414,66,97,37,22509,72,7,90.28,12,14.6,58.94,4.251916076
2,38,22,2003,CC,2003CC,1,2304,TexasAgrilife(JB),104,67,90,30,14694,47,11,76.6,12.28,16.2,58.96,4.269607464
2,38,22,2003,CC,2003CC,2,2304,TexasAgrilife(JB),220,66,91,36,21571,69,69,0,8.19,15.1,58.64,2.884942196
2,38,22,2003,CC,2003CC,3,2304,TexasAgrilife(JB),303,67,100,39,21884,70,58,17.14,8.4,14.4,57.77,2.983311488
2,38,22,2003,CC,2003CC,4,2304,TexasAgrilife(JB),409,67,95,35,22822,73,69,5.48,8.37,13.1,56.72,3.017802504
2,38,22,2003,CC,2003CC,1,2303,TexasAgrilife(JB),120,66,92,33,20946,67,25,62.69,13.64,16.9,60.66,4.702848336
2,38,22,2003,CC,2003CC,2,2303,TexasAgrilife(JB),208,66,88,30,19070,61,10,83.61,12.63,16.1,60.32,4.396538196
2,38,22,2003,CC,2003CC,3,2303,TexasAgrilife(JB),316,67,89,30,21259,68,26,61.76,7.25,15.7,59.63,2.535777336
2,38,22,2003,CC,2003CC,4,2303,TexasAgrilife(JB),418,67,89,31,20634,66,2,96.97,10.88,16.5,60.37,3.769301844
2,38,22,2003,CC,2003CC,1,8112,GoldenAcresGenetics,102,64,96,32,21571,69,6,91.3,16.21,15.1,57.19,5.71000208
2,38,22,2003,CC,2003CC,2,8112,GoldenAcresGenetics,219,66,93,31,20008,64,56,12.5,6.98,14.3,56.19,2.481886144
2,38,22,2003,CC,2003CC,3,8112,GoldenAcresGenetics,302,66,96,29,20634,66,54,18.18,9.03,14,55.75,3.222046316
2,38,22,2003,CC,2003CC,4,8112,GoldenAcresGenetics,417,66,102,28,21259,68,2,97.06,12.36,14.9,56.86,4.364088808
2,38,22,2003,CC,2003CC,1,57K14,DynagroSeeds,113,65,95,30,20008,64,3,95.31,14.02,12.7,54.97,5.078176932
2,38,22,2003,CC,2003CC,2,57K14,DynagroSeeds,201,65,87,30,21259,68,58,14.71,14.01,12.5,53.65,5.086180164
2,38,22,2003,CC,2003CC,3,57K14,DynagroSeeds,310,66,97,32,20634,66,14,78.79,11.66,12,53.35,4.257226444
2,38,22,2003,CC,2003CC,4,57K14,DynagroSeeds,411,65,96,30,20946,67,12,82.09,11.7,12.1,53.83,4.266976772
2,38,22,2003,CC,2003CC,1,57K54,DynagroSeeds,117,64,99,33,20946,67,1,98.51,15.81,15.1,59.27,5.569101488
2,38,22,2003,CC,2003CC,2,57K54,DynagroSeeds,209,64,94,20,20946,67,0,100,13.93,14.4,58.94,4.947324968
2,38,22,2003,CC,2003CC,3,57K54,DynagroSeeds,307,64,98,32,20634,66,46,30.3,13.86,13.8,58.22,4.95696728
2,38,22,2003,CC,2003CC,4,57K54,DynagroSeeds,415,64,95,34,18758,60,16,73.33,15.01,14.7,58.58,5.312210552
2,38,22,2003,CC,2003CC,1,57K66,DynagroSeeds,109,66,91,31,21884,70,0,100,16.59,14.5,57.34,5.885156932
2,38,22,2003,CC,2003CC,2,57K66,DynagroSeeds,218,67,97,35,20008,64,11,82.81,12.76,14.6,56.98,4.521203732
2,38,22,2003,CC,2003CC,3,57K66,DynagroSeeds,315,66,95,33,20634,66,2,96.97,13.57,14.8,56.73,4.796947856
2,38,22,2003,CC,2003CC,4,57K66,DynagroSeeds,412,65,99,31,21259,68,3,95.59,16.55,15,57.15,5.836634512
2,38,22,2003,CC,2003CC,1,58K15,DynagroSeeds,112,67,96,28,20634,66,8,87.88,14.56,14.2,57.28,5.183155296
2,38,22,2003,CC,2003CC,2,58K15,DynagroSeeds,212,67,98,38,21571,69,8,88.41,10.98,14.5,57.95,3.895058844
2,38,22,2003,CC,2003CC,3,58K15,DynagroSeeds,308,65,97,34,21571,69,19,72.46,18,14.5,57.36,6.385341976
2,38,22,2003,CC,2003CC,4,58K15,DynagroSeeds,402,67,99,43,20008,64,1,98.44,12.69,14.9,57.2,4.480606044
2,38,22,2003,CC,2003CC,1,58K22,DynagroSeeds,119,65,95,38,19070,61,24,60.66,16.51,14.8,57.06,5.836227568
2,38,22,2003,CC,2003CC,2,58K22,DynagroSeeds,214,65,95,35,21884,70,25,64.29,16.32,14.7,56.44,5.775834692
2,38,22,2003,CC,2003CC,3,58K22,DynagroSeeds,301,67,97,36,20634,66,66,0,10.44,13.8,54.95,3.733819216
2,38,22,2003,CC,2003CC,4,58K22,DynagroSeeds,410,67,90,35,21571,69,22,68.12,15.96,14.8,56.25,5.64180442
2,30,21,2003,CS,2003CS,1,31G66,Pioneer,104,70,96,30,27381,66,2,96.97,17.73,12.1,59.54,8.580529164
2,30,21,2003,CS,2003CS,2,31G66,Pioneer,208,71,95,35,26551,64,6,90.63,21.21,11.8,59.36,10.29972752
2,30,21,2003,CS,2003CS,3,31G66,Pioneer,314,70,102,33,27381,66,4,93.94,21.66,12.1,59.08,10.48247426
2,30,21,2003,CS,2003CS,4,31G66,Pioneer,401,73,95,33,25721,62,5,91.94,20.2,12,59.09,9.787020784
2,30,21,2003,CS,2003CS,1,31B13,Pioneer,102,73,95,42,29870,72,0,100,21.81,13.4,60.25,10.39896282
2,30,21,2003,CS,2003CS,2,31B13,Pioneer,216,70,90,30,30285,73,0,100,27.42,12.8,60.05,13.16437966
2,30,21,2003,CS,2003CS,3,31B13,Pioneer,303,72,95,35,29870,72,0,100,24.01,12.6,59.69,11.5536727
2,30,21,2003,CS,2003CS,4,31B13,Pioneer,411,70,95,44,29040,70,0,100,22.38,12.3,60.12,10.80627797
2,30,21,2003,CS,2003CS,1,31G98,Pioneer,125,72,100,39,27381,66,1,98.48,27.37,11.4,59.46,13.35134406
2,30,21,2003,CS,2003CS,2,31G98,Pioneer,203,70,105,42,29455,71,0,100,24.73,11.3,59.02,12.07714273
2,30,21,2003,CS,2003CS,3,31G98,Pioneer,306,75,95,37,28625,69,2,97.1,24.1,11.9,59.52,11.6898633
2,30,21,2003,CS,2003CS,4,31G98,Pioneer,425,76,95,37,31115,75,1,98.67,26.57,12,59.94,12.87332364
2,30,21,2003,CS,2003CS,1,8288,GarstSeed,122,70,98,35,30285,73,0,100,22.32,14.2,58.98,10.54381919
2,30,21,2003,CS,2003CS,2,8288,GarstSeed,201,69,96,36,27796,67,0,100,21.69,13.6,58.66,10.3178629
2,30,21,2003,CS,2003CS,3,8288,GarstSeed,311,72,92,30,25721,62,0,100,22.05,14.3,59.75,10.40413252
2,30,21,2003,CS,2003CS,4,8288,GarstSeed,423,71,97,37,27796,67,1,98.51,21.7,13.4,59.34,10.3465154
2,30,21,2003,CS,2003CS,1,8383YG1,GarstSeed,118,71,90,35,29870,72,0,100,23.54,11.4,59.23,11.48303401
2,30,21,2003,CS,2003CS,2,8383YG1,GarstSeed,206,69,90,30,29455,71,0,100,23.14,11.2,58.88,11.31339111
2,30,21,2003,CS,2003CS,3,8383YG1,GarstSeed,321,68,90,32,26136,63,0,100,22.22,11.9,60.85,10.77795643
2,30,21,2003,CS,2003CS,4,8383YG1,GarstSeed,421,71,95,30,27796,67,0,100,25.57,11,58.74,12.52959978
2,30,21,2003,CS,2003CS,1,5411,NCHybrids,108,68,89,33,29455,71,2,97.18,22.66,11,57.71,11.10366612
2,30,21,2003,CS,2003CS,2,5411,NCHybrids,223,72,90,34,29040,70,1,98.57,19.38,10.9,56.62,9.50709732
2,30,21,2003,CS,2003CS,3,5411,NCHybrids,319,71,93,33,27796,67,2,97.01,20.24,11.5,57.06,9.862119536
2,30,21,2003,CS,2003CS,4,5411,NCHybrids,407,67,80,30,26966,65,1,98.46,18.52,10.6,56.84,9.115803708
2,30,21,2003,CS,2003CS,1,2995RR,GoldenAcresGenetics,101,74,96,42,29455,71,12,83.1,20.71,13.4,57.32,9.874484856
2,30,21,2003,CS,2003CS,2,2995RR,GoldenAcresGenetics,224,70,97,41,29040,70,4,94.29,25.66,13.7,57.67,12.19225136
2,30,21,2003,CS,2003CS,3,2995RR,GoldenAcresGenetics,320,75,99,44,26966,65,6,90.77,24.95,15,57.49,11.67631859
2,30,21,2003,CS,2003CS,4,2995RR,GoldenAcresGenetics,402,74,92,39,27381,66,10,84.85,22.65,14.4,57.86,10.67476786
2,30,21,2003,CS,2003CS,1,2850RR,GoldenAcresGenetics,117,71,95,35,29040,70,0,100,25.99,11,58.42,12.7354048
2,30,21,2003,CS,2003CS,2,2850RR,GoldenAcresGenetics,207,72,95,38,29040,70,2,97.14,22.15,10.9,58.45,10.86595493
2,30,21,2003,CS,2003CS,3,2850RR,GoldenAcresGenetics,307,74,99,36,28625,69,1,98.55,27.19,11.6,58.67,13.23359845
2,30,21,2003,CS,2003CS,4,2850RR,GoldenAcresGenetics,410,73,97,42,27796,67,1,98.51,22.52,11.4,59.01,10.98546835
2,30,21,2003,CS,2003CS,1,x6304RR,GoldenAcresGenetics,123,71,95,40,27796,67,4,94.03,22.83,15.6,60.75,10.60876506
2,30,21,2003,CS,2003CS,2,x6304RR,GoldenAcresGenetics,225,73,92,35,28625,69,1,98.55,21.96,13.5,60.67,10.45839172
2,30,21,2003,CS,2003CS,3,x6304RR,GoldenAcresGenetics,312,73,95,35,28210,68,1,98.53,24.74,14.2,59.89,11.68701092
2,30,21,2003,CS,2003CS,4,x6304RR,GoldenAcresGenetics,413,74,95,35,30285,73,2,97.26,23.81,14.4,60.56,11.22146698
2,30,21,2003,CS,2003CS,1,x6306RRBT,GoldenAcresGenetics,107,69,92,37,29040,70,0,100,23.44,10.9,55.58,11.49878048
2,30,21,2003,CS,2003CS,2,x6306RRBT,GoldenAcresGenetics,219,71,95,33,25721,62,0,100,20.79,11.3,54.94,10.15300474
2,30,21,2003,CS,2003CS,3,x6306RRBT,GoldenAcresGenetics,317,71,96,32,24892,60,1,98.33,24.02,11.4,55.38,11.71718255
2,30,21,2003,CS,2003CS,4,x6306RRBT,GoldenAcresGenetics,420,72,100,31,28210,68,0,100,27.84,11.4,55.63,13.5806143
2,30,21,2003,CS,2003CS,1,x6309BT,GoldenAcresGenetics,113,71,94,36,30700,74,2,97.3,20.38,10.9,57.98,9.99765952
2,30,21,2003,CS,2003CS,2,x6309BT,GoldenAcresGenetics,205,71,95,40,27796,67,0,100,23.05,10.9,58.27,11.30746091
2,30,21,2003,CS,2003CS,3,x6309BT,GoldenAcresGenetics,315,75,94,39,28210,68,0,100,24.87,11.1,58.41,12.17289892
2,30,21,2003,CS,2003CS,4,x6309BT,GoldenAcresGenetics,417,77,102,38,27381,66,1,98.48,22.81,11.8,58.81,11.07669854
2,30,21,2003,CS,2003CS,1,RX897RR,Monsanto,110,72,96,37,29455,71,0,100,23.05,11.2,59.02,11.26938904
2,30,21,2003,CS,2003CS,2,RX897RR,Monsanto,215,73,97,45,28625,69,0,100,24.69,11.8,58.09,11.98964035
2,30,21,2003,CS,2003CS,3,RX897RR,Monsanto,304,73,95,37,26966,65,0,100,24,11.57,58.51,11.68496301
2,30,21,2003,CS,2003CS,4,RX897RR,Monsanto,406,73,93,30,29870,72,0,100,24.25,11.7,58.41,11.78932468
2,30,21,2003,CS,2003CS,1,DK6971RRYGCB,Monsanto,124,72,95,39,28210,68,0,100,29.15,14.9,59.9,13.6579211
2,30,21,2003,CS,2003CS,2,DK6971RRYGCB,Monsanto,204,72,100,36,29455,71,0,100,25.93,13.6,60.04,12.33481741
2,30,21,2003,CS,2003CS,3,DK6971RRYGCB,Monsanto,302,72,99,41,29870,72,0,100,26.77,13.6,59.99,12.73440314
2,30,21,2003,CS,2003CS,4,DK6971RRYGCB,Monsanto,416,74,101,43,28625,69,0,100,24.4,14.6,59.94,11.47266133
2,30,21,2003,CS,2003CS,1,DK6760,Monsanto,106,72,92,36,29870,72,1,98.61,21.72,11.8,60.91,10.54738686
2,30,21,2003,CS,2003CS,2,DK6760,Monsanto,222,70,91,34,28625,69,1,98.55,21.61,12.3,60.04,10.43448062
2,30,21,2003,CS,2003CS,3,DK6760,Monsanto,316,73,100,39,28210,68,3,95.59,22.33,13.7,60.24,10.61001478
2,30,21,2003,CS,2003CS,4,DK6760,Monsanto,405,70,95,35,29040,70,0,100,22.42,13.2,60.98,10.71449766
2,30,21,2003,CS,2003CS,1,Exp266A,Monsanto,115,69,95,33,27796,67,3,95.52,22.89,11.4,60.74,11.16595806
2,30,21,2003,CS,2003CS,2,Exp266A,Monsanto,220,69,90,32,28625,69,2,97.1,22.58,11.9,60.89,10.95257685
2,30,21,2003,CS,2003CS,3,Exp266A,Monsanto,323,70,92,35,26551,64,2,96.88,21.1,11.9,61.1,10.2346931
2,30,21,2003,CS,2003CS,4,Exp266A,Monsanto,404,68,82,32,27796,67,2,97.01,19.55,11.4,60.76,9.536674236
2,30,21,2003,CS,2003CS,1,57K14,DynagroSeeds,112,67,86,33,28625,69,3,95.65,21.67,10.2,57.26,10.71400216
2,30,21,2003,CS,2003CS,2,57K14,DynagroSeeds,214,67,83,33,26551,64,5,92.19,14.92,9.8,55.76,7.409549688
2,30,21,2003,CS,2003CS,3,57K14,DynagroSeeds,309,69,85,30,28625,69,0,100,22.2,10.6,57.82,10.92715164
2,30,21,2003,CS,2003CS,4,57K14,DynagroSeeds,422,72,93,30,29870,72,0,100,22.85,9.9,56.72,11.33515508
2,30,21,2003,CS,2003CS,1,57K54,DynagroSeeds,114,71,96,35,32774,79,0,100,19.88,11.3,59.79,9.708596772
2,30,21,2003,CS,2003CS,2,57K54,DynagroSeeds,217,68,85,28,26551,64,3,95.31,17.07,11.3,60.36,8.336305616
2,30,21,2003,CS,2003CS,3,57K54,DynagroSeeds,313,71,88,30,26551,64,2,96.88,16.38,10.9,60.02,8.03541072
2,30,21,2003,CS,2003CS,4,57K54,DynagroSeeds,409,68,87,32,21573,52,1,98.08,17.11,11.2,60.56,8.365260184
2,30,21,2003,CS,2003CS,1,57K66,DynagroSeeds,121,72,100,40,31115,75,0,100,23.96,11.9,59.43,11.62195514
2,30,21,2003,CS,2003CS,2,57K66,DynagroSeeds,218,71,94,33,29040,70,0,100,22.06,11.7,58.51,10.72463923
2,30,21,2003,CS,2003CS,3,57K66,DynagroSeeds,318,76,88,37,28210,68,0,100,24.72,11.6,58.51,12.03142873
2,30,21,2003,CS,2003CS,4,57K66,DynagroSeeds,419,74,90,35,28210,68,0,100,22.26,11.8,59.28,10.80961454
2,30,21,2003,CS,2003CS,1,58K15,DynagroSeeds,116,72,101,32,29040,70,4,94.29,23.74,11.4,59.17,11.58059569
2,30,21,2003,CS,2003CS,2,58K15,DynagroSeeds,213,71,96,35,27381,66,9,86.36,18.09,11.1,58.14,8.854352236
2,30,21,2003,CS,2003CS,3,58K15,DynagroSeeds,324,73,100,33,26966,65,0,100,19.84,11.4,58.43,9.6781394
2,30,21,2003,CS,2003CS,4,58K15,DynagroSeeds,408,72,97,31,28625,69,9,86.96,20.94,11.3,58.21,10.22625843
2,30,21,2003,CS,2003CS,1,58K22,DynagroSeeds,105,69,88,35,30285,73,18,75.34,19.57,10.4,57.16,9.65417806
2,30,21,2003,CS,2003CS,2,58K22,DynagroSeeds,210,70,90,37,28625,69,6,91.3,20.17,10.5,56.78,9.939062096
2,30,21,2003,CS,2003CS,3,58K22,DynagroSeeds,305,74,89,38,30285,73,4,94.52,23.01,10.8,57.14,11.30050769
2,30,21,2003,CS,2003CS,4,58K22,DynagroSeeds,414,72,96,37,29455,71,3,95.77,21.37,10.8,56.78,10.49508199
2,30,21,2003,CS,2003CS,1,2311Y,TexasAgrilife(JB),109,70,100,35,30285,73,0,100,21.87,13.6,60.37,10.40348882
2,30,21,2003,CS,2003CS,2,2311Y,TexasAgrilife(JB),212,68,90,27,28210,68,2,97.06,18.21,13.2,60.25,8.702542028
2,30,21,2003,CS,2003CS,3,2311Y,TexasAgrilife(JB),310,73,85,30,26966,65,0,100,21.16,15.9,60.58,9.797790356
