Longitude,Latitude,Flow,Time,Cycles,Distance,Swath,Moisture,Field,Load_id,Load_name,Crop,Gps,Altitude,Serial
-93.977482,43.92546,32.96,1004552979,3,232,360,19.3,F16_GARTNER,2,45T5,Corn,7,1038.12,2000110154
-93.97748,43.925408,34.31,1004552982,3,227,360,19.2,F16_GARTNER,2,45T5,Corn,7,1039.43,2000110154
-93.977481,43.925357,35.51,1004552985,3,226,360,19.3,F16_GARTNER,2,45T5,Corn,7,1041.07,2000110154
-93.977481,43.925322,36.06,1004552988,3,221,360,19.3,F16_GARTNER,2,45T5,Corn,7,1041.73,2000110154
-93.97748,43.925253,37.09,1004552991,3,230,360,18.9,F16_GARTNER,2,45T5,Corn,7,1043.04,2000110154
-93.977478,43.925202,36.26,1004552994,3,219,360,18.4,F16_GARTNER,2,45T5,Corn,7,1044.35,2000110154
-93.977477,43.925151,37.48,1004552997,3,226,360,17.8,F16_GARTNER,2,45T5,Corn,7,1045.99,2000110154
-93.977478,43.925098,32.69,1004553000,3,226,360,18.1,F16_GARTNER,2,45T5,Corn,7,1046.98,2000110154
-93.977477,43.925063,34.77,1004553003,3,223,360,17.8,F16_GARTNER,2,45T5,Corn,7,1047.63,2000110154
-93.977476,43.924992,34.67,1004553006,3,233,360,17.8,F16_GARTNER,2,45T5,Corn,7,1048.94,2000110154
-93.977476,43.924939,32.44,1004553009,3,231,360,17.6,F16_GARTNER,2,45T5,Corn,7,1049.93,2000110154
-93.977476,43.924885,37.54,1004553012,3,230,360,17.3,F16_GARTNER,2,45T5,Corn,7,1051.24,2000110154
-93.977475,43.924831,33.96,1004553015,3,234,360,17.5,F16_GARTNER,2,45T5,Corn,7,1051.57,2000110154
-93.977476,43.924795,33.98,1004553018,3,237,360,17.6,F16_GARTNER,2,45T5,Corn,7,1052.22,2000110154
-93.977476,43.924723,34.05,1004553021,3,235,360,17.1,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977475,43.924669,36.3,1004553024,3,233,360,17.5,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.977475,43.924615,39.63,1004553027,3,237,360,17.2,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977475,43.92456,37.02,1004553030,3,232,360,17.3,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977474,43.924524,34.33,1004553033,3,239,360,17.3,F16_GARTNER,2,45T5,Corn,7,1055.83,2000110154
-93.977475,43.924451,32.63,1004553036,3,239,360,16.8,F16_GARTNER,2,45T5,Corn,7,1056.16,2000110154
-93.977475,43.924396,34.57,1004553039,3,233,360,17.2,F16_GARTNER,2,45T5,Corn,7,1056.82,2000110154
-93.977475,43.924341,34.26,1004553042,3,235,360,16.8,F16_GARTNER,2,45T5,Corn,7,1057.8,2000110154
-93.977477,43.924286,36.2,1004553045,3,236,360,17.1,F16_GARTNER,2,45T5,Corn,7,1058.46,2000110154
-93.977478,43.924249,34.43,1004553048,3,237,360,17.1,F16_GARTNER,2,45T5,Corn,7,1058.46,2000110154
-93.977478,43.924174,35.21,1004553051,3,241,360,16.7,F16_GARTNER,2,45T5,Corn,7,1058.13,2000110154
-93.977479,43.924117,33.92,1004553054,3,244,360,17,F16_GARTNER,2,45T5,Corn,7,1057.8,2000110154
-93.97748,43.924059,32.74,1004553057,3,248,360,16.9,F16_GARTNER,2,45T5,Corn,7,1057.8,2000110154
-93.977481,43.924003,34.47,1004553060,3,248,360,17.1,F16_GARTNER,2,45T5,Corn,7,1058.13,2000110154
-93.977482,43.923965,32.86,1004553063,3,246,360,16.4,F16_GARTNER,2,45T5,Corn,7,1057.8,2000110154
-93.977482,43.923889,36.22,1004553066,3,242,360,16.6,F16_GARTNER,2,45T5,Corn,7,1057.14,2000110154
-93.97748,43.923832,34.66,1004553069,3,247,360,17.1,F16_GARTNER,2,45T5,Corn,7,1056.82,2000110154
-93.97748,43.923775,37.02,1004553072,3,246,360,17,F16_GARTNER,2,45T5,Corn,7,1056.49,2000110154
-93.977481,43.923718,35.53,1004553075,3,245,360,17.1,F16_GARTNER,2,45T5,Corn,7,1056.16,2000110154
-93.977481,43.92368,37.9,1004553078,3,245,360,16.9,F16_GARTNER,2,45T5,Corn,7,1056.16,2000110154
-93.977482,43.923606,37.97,1004553081,3,247,360,16.6,F16_GARTNER,2,45T5,Corn,7,1056.49,2000110154
-93.977482,43.923549,38.04,1004553084,3,245,360,17.3,F16_GARTNER,2,45T5,Corn,7,1056.49,2000110154
-93.977482,43.923492,40.21,1004553087,3,252,360,17,F16_GARTNER,2,45T5,Corn,7,1055.83,2000110154
-93.977483,43.923436,39.38,1004553090,3,243,360,16.8,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977482,43.923398,39.23,1004553093,3,246,360,17.1,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977483,43.923322,38.82,1004553096,3,242,360,17.1,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977483,43.923266,35.57,1004553099,3,245,360,17.6,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977483,43.923211,33.95,1004553102,3,243,360,17.5,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977483,43.923155,37.35,1004553105,3,239,360,17.8,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977483,43.923117,36.72,1004553108,3,241,360,17.9,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977484,43.923042,38.27,1004553111,3,243,360,17.5,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.977483,43.922986,34.32,1004553114,3,242,360,17.3,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.977483,43.922931,34.05,1004553117,3,244,360,17.7,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977484,43.922876,35,1004553120,3,240,360,17.7,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977484,43.922838,38.44,1004553123,3,241,360,17.4,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977483,43.922765,35.84,1004553126,3,239,360,17.1,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977483,43.92271,39.03,1004553129,3,239,360,17.3,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977482,43.922654,36.64,1004553132,3,248,360,16.6,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977483,43.922599,38.38,1004553135,3,244,360,16.8,F16_GARTNER,2,45T5,Corn,7,1055.83,2000110154
-93.977483,43.922562,38.03,1004553138,3,241,360,16.5,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977483,43.922488,38.52,1004553141,3,238,360,16.6,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977482,43.922433,39.38,1004553144,3,241,360,16.7,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977482,43.922377,37.65,1004553147,3,238,360,16.5,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977482,43.922321,36.16,1004553150,3,243,360,16.3,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977482,43.922284,41.52,1004553153,3,241,360,16.6,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977482,43.922209,38.73,1004553156,3,241,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977482,43.922153,42.4,1004553159,3,244,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977482,43.922098,38.03,1004553162,3,241,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.977482,43.922042,41.78,1004553165,3,246,360,16.4,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.977482,43.922005,37.62,1004553168,3,242,360,16.3,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977481,43.92193,37.25,1004553171,3,236,360,16.4,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977482,43.921874,36.71,1004553174,3,247,360,16.3,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.97748,43.921818,37.15,1004553177,3,243,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977479,43.921763,37.81,1004553180,3,241,360,16.6,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.97748,43.921726,36.71,1004553183,3,239,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.97748,43.921651,35.87,1004553186,3,243,360,16.7,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.977479,43.921595,33.02,1004553189,3,243,360,16.6,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977479,43.92154,35.07,1004553192,3,244,360,16.3,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.97748,43.921484,34.12,1004553195,3,238,360,16.4,F16_GARTNER,2,45T5,Corn,7,1052.88,2000110154
-93.977478,43.921448,37.08,1004553198,3,244,360,16.2,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977479,43.921374,34.26,1004553201,3,240,360,16.3,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977479,43.92132,37.15,1004553204,3,243,360,16.3,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.977481,43.921265,33.29,1004553207,3,232,360,16.3,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.977483,43.921209,35.33,1004553210,3,242,360,15.8,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.977484,43.921172,34.14,1004553213,3,242,360,15.7,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.977486,43.921097,15.26,1004553216,3,236,360,15.5,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977487,43.921043,5.26,1004553219,3,242,360,15.8,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.977373,43.92111,33.08,1004553240,3,241,360,15.7,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977373,43.921147,34.31,1004553243,3,229,360,15.8,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.977371,43.921222,36.59,1004553246,3,284,360,15.8,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.97737,43.921277,39.01,1004553249,3,243,360,16.5,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.977368,43.921332,39.22,1004553252,3,236,360,16.5,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977368,43.921388,38.72,1004553255,3,242,360,16.1,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977369,43.921425,35.03,1004553258,3,237,360,16.2,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.977368,43.921499,39.49,1004553261,3,241,360,16.3,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977367,43.921555,37.79,1004553264,3,240,360,16.5,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977368,43.921611,39,1004553267,3,240,360,16.4,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977368,43.921667,35.36,1004553270,3,239,360,16.5,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977369,43.921704,34.84,1004553273,3,245,360,16.3,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.97737,43.921777,35.59,1004553276,3,243,360,16.3,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977369,43.921832,35.8,1004553279,3,236,360,16.6,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977369,43.921888,35.4,1004553282,3,238,360,16.5,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.97737,43.921943,37.41,1004553285,3,241,360,16.5,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.977369,43.92198,37.27,1004553288,3,239,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.977369,43.922054,39.15,1004553291,3,240,360,16.1,F16_GARTNER,2,45T5,Corn,7,1054.19,2000110154
-93.977369,43.922109,36.71,1004553294,3,242,360,16.7,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977369,43.922164,37.29,1004553297,3,239,360,16.2,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.97737,43.922218,39.66,1004553300,3,233,360,16,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977369,43.922256,37.5,1004553303,3,239,360,16.3,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977371,43.922329,35.96,1004553306,3,238,360,16.4,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977371,43.922386,37.49,1004553309,3,240,360,16.3,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977371,43.922441,39.31,1004553312,3,242,360,15.9,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.97737,43.922497,39.8,1004553315,3,243,360,16.4,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.97737,43.922534,35.64,1004553318,3,241,360,16,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.97737,43.922608,37.61,1004553321,3,239,360,16,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977369,43.922665,38.45,1004553324,3,248,360,16.3,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977369,43.92272,38.79,1004553327,3,245,360,15.8,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977371,43.922776,39.77,1004553330,3,240,360,16.3,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977371,43.922814,40.46,1004553333,3,241,360,16.4,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977371,43.922889,41.13,1004553336,3,244,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977371,43.922945,39.46,1004553339,3,241,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977371,43.923001,38.79,1004553342,3,241,360,17.2,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977372,43.923057,37.04,1004553345,3,245,360,16.8,F16_GARTNER,2,45T5,Corn,7,1054.52,2000110154
-93.977372,43.923113,37.15,1004553348,3,243,360,17.3,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977372,43.923169,37.64,1004553351,3,240,360,17.1,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977373,43.923225,35.95,1004553354,3,246,360,17.1,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977373,43.92328,38.64,1004553357,3,247,360,17,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977373,43.923336,37.6,1004553360,3,244,360,16.4,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977372,43.923391,35.33,1004553363,3,243,360,16.5,F16_GARTNER,2,45T5,Corn,7,1055.18,2000110154
-93.977371,43.923445,38.44,1004553366,3,233,360,16.5,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977372,43.923501,36.94,1004553369,3,244,360,16.8,F16_GARTNER,2,45T5,Corn,7,1055.83,2000110154
-93.977371,43.923556,35.18,1004553372,3,236,360,16.7,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977371,43.923612,37.64,1004553375,3,242,360,16.8,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.97737,43.923669,35.26,1004553378,3,244,360,16.7,F16_GARTNER,2,45T5,Corn,7,1055.83,2000110154
-93.977369,43.923726,36.4,1004553381,3,246,360,16.6,F16_GARTNER,2,45T5,Corn,7,1055.83,2000110154
-93.977368,43.923781,35.94,1004553384,3,247,360,16.2,F16_GARTNER,2,45T5,Corn,7,1056.16,2000110154
-93.977369,43.923837,32.98,1004553387,3,244,360,16.6,F16_GARTNER,2,45T5,Corn,7,1056.16,2000110154
-93.97737,43.923893,32.69,1004553390,3,241,360,16.2,F16_GARTNER,2,45T5,Corn,7,1056.16,2000110154
-93.97737,43.923949,33.54,1004553393,3,246,360,16.2,F16_GARTNER,2,45T5,Corn,7,1056.49,2000110154
-93.977369,43.924005,37.16,1004553396,3,238,360,16.8,F16_GARTNER,2,45T5,Corn,7,1056.82,2000110154
-93.977368,43.924061,36.24,1004553399,3,246,360,16.5,F16_GARTNER,2,45T5,Corn,7,1056.82,2000110154
-93.977368,43.924118,36.87,1004553402,3,242,360,16.8,F16_GARTNER,2,45T5,Corn,7,1056.82,2000110154
-93.977366,43.924176,39.25,1004553405,3,246,360,16.8,F16_GARTNER,2,45T5,Corn,7,1056.82,2000110154
-93.977366,43.924233,35.36,1004553408,3,251,360,17,F16_GARTNER,2,45T5,Corn,7,1056.49,2000110154
-93.977365,43.924291,38.44,1004553411,3,243,360,16.6,F16_GARTNER,2,45T5,Corn,7,1056.16,2000110154
-93.977365,43.924348,38.23,1004553414,3,256,360,16.6,F16_GARTNER,2,45T5,Corn,7,1055.83,2000110154
-93.977365,43.924406,38.05,1004553417,3,251,360,16.8,F16_GARTNER,2,45T5,Corn,7,1055.5,2000110154
-93.977363,43.924465,37.29,1004553420,3,252,360,16.5,F16_GARTNER,2,45T5,Corn,7,1054.85,2000110154
-93.977364,43.924523,37.56,1004553423,3,252,360,17.3,F16_GARTNER,2,45T5,Corn,7,1053.86,2000110154
-93.977364,43.924581,40.57,1004553426,3,252,360,16.8,F16_GARTNER,2,45T5,Corn,7,1053.54,2000110154
-93.977364,43.92464,38.97,1004553429,3,257,360,16.8,F16_GARTNER,2,45T5,Corn,7,1053.21,2000110154
-93.977364,43.924698,39.13,1004553432,3,252,360,17,F16_GARTNER,2,45T5,Corn,7,1052.55,2000110154
-93.977364,43.924757,37.75,1004553435,3,252,360,17,F16_GARTNER,2,45T5,Corn,7,1052.22,2000110154
-93.977364,43.924816,36.93,1004553438,3,256,360,17.3,F16_GARTNER,2,45T5,Corn,7,1051.57,2000110154
-93.977365,43.924874,38.47,1004553441,3,253,360,17,F16_GARTNER,2,45T5,Corn,7,1050.58,2000110154
-93.977365,43.924933,38.09,1004553444,3,257,360,17.3,F16_GARTNER,2,45T5,Corn,7,1049.6,2000110154
-93.977366,43.92499,39.49,1004553447,3,255,360,17.5,F16_GARTNER,2,45T5,Corn,7,1048.62,2000110154
-93.977367,43.925048,38.4,1004553450,3,248,360,17.3,F16_GARTNER,2,45T5,Corn,7,1047.3,2000110154
-93.977367,43.925106,36.57,1004553453,3,254,360,17.4,F16_GARTNER,2,45T5,Corn,7,1045.99,2000110154
-93.977369,43.925162,39.9,1004553456,3,253,360,17.5,F16_GARTNER,2,45T5,Corn,7,1045.01,2000110154
-93.977371,43.925217,40.18,1004553459,3,246,360,18.1,F16_GARTNER,2,45T5,Corn,7,1043.7,2000110154
-93.977371,43.925273,42.9,1004553462,3,236,360,18,F16_GARTNER,2,45T5,Corn,7,1042.38,2000110154
-93.977372,43.925329,41.75,1004553465,3,241,360,18.3,F16_GARTNER,2,45T5,Corn,7,1040.74,2000110154
-93.977372,43.925384,40.37,1004553468,3,239,360,18.2,F16_GARTNER,2,45T5,Corn,7,1039.43,2000110154
-93.977373,43.925441,42.37,1004553471,3,240,360,19.2,F16_GARTNER,2,45T5,Corn,7,1038.45,2000110154
-93.977375,43.925498,40.34,1004553474,3,244,360,18.5,F16_GARTNER,2,45T5,Corn,7,1037.46,2000110154
-93.977374,43.925553,41.72,1004553477,3,244,360,18.4,F16_GARTNER,2,45T5,Corn,7,1036.48,2000110154
-93.977375,43.925609,42.01,1004553480,3,232,360,18.3,F16_GARTNER,2,45T5,Corn,7,1035.5,2000110154
-93.977376,43.925667,43.19,1004553483,3,244,360,18.1,F16_GARTNER,2,45T5,Corn,7,1034.18,2000110154
-93.977376,43.925724,41.64,1004553486,3,247,360,17.7,F16_GARTNER,2,45T5,Corn,7,1032.54,2000110154
-93.977377,43.925779,39.95,1004553489,3,243,360,17.3,F16_GARTNER,2,45T5,Corn,7,1031.56,2000110154
-93.977377,43.925836,39.35,1004553492,3,238,360,17.3,F16_GARTNER,2,45T5,Corn,7,1031.56,2000110154
-93.977378,43.925891,41.95,1004553495,3,240,360,17.5,F16_GARTNER,2,45T5,Corn,7,1030.9,2000110154
-93.97738,43.925947,42.82,1004553498,3,244,360,17.3,F16_GARTNER,2,45T5,Corn,7,1029.92,2000110154
-93.977382,43.926003,41.96,1004553501,3,236,360,17.9,F16_GARTNER,2,45T5,Corn,7,1029.26,2000110154
-93.977383,43.926059,39.38,1004553504,3,244,360,18.5,F16_GARTNER,2,45T5,Corn,7,1028.94,2000110154
-93.977384,43.926114,32.13,1004553507,3,236,360,17.9,F16_GARTNER,2,45T5,Corn,7,1028.28,2000110154
-93.977386,43.926163,18.96,1004553510,3,235,360,17.5,F16_GARTNER,2,45T5,Corn,7,1027.62,2000110154
-93.977388,43.926194,15.79,1004553513,3,164,360,17.5,F16_GARTNER,2,45T5,Corn,7,1026.31,2000110154
-93.977386,43.926305,31.17,1004553525,3,137,360,17.1,F16_GARTNER,2,45T5,Corn,7,1027.62,2000110154
-93.977389,43.926359,33.31,1004553528,3,196,360,16.9,F16_GARTNER,2,45T5,Corn,7,1027.62,2000110154
-93.977391,43.926414,35.13,1004553531,3,245,360,16.9,F16_GARTNER,2,45T5,Corn,7,1027.95,2000110154
-93.977392,43.926468,32.11,1004553534,3,238,360,17.3,F16_GARTNER,2,45T5,Corn,7,1028.28,2000110154
-93.977394,43.926524,29.83,1004553537,3,236,360,17.2,F16_GARTNER,2,45T5,Corn,7,1028.61,2000110154
-93.977395,43.926579,29.54,1004553540,3,244,360,17.6,F16_GARTNER,2,45T5,Corn,7,1028.61,2000110154
-93.977397,43.926634,32.24,1004553543,3,243,360,17.1,F16_GARTNER,2,45T5,Corn,7,1028.94,2000110154
-93.977398,43.926689,35.02,1004553546,3,236,360,17.3,F16_GARTNER,2,45T5,Corn,7,1028.94,2000110154
-93.9774,43.926744,33.25,1004553549,3,242,360,17.3,F16_GARTNER,2,45T5,Corn,7,1028.94,2000110154
-93.9774,43.9268,35.09,1004553552,3,243,360,17.8,F16_GARTNER,2,45T5,Corn,7,1028.94,2000110154
-93.977402,43.926855,37.66,1004553555,3,239,360,17.2,F16_GARTNER,2,45T5,Corn,7,1029.26,2000110154
-93.977401,43.92691,41.11,1004553558,3,236,360,17.4,F16_GARTNER,2,45T5,Corn,7,1029.59,2000110154
-93.977402,43.926966,39.73,1004553561,3,247,360,17.2,F16_GARTNER,2,45T5,Corn,7,1029.26,2000110154
-93.977404,43.927021,37.8,1004553564,3,239,360,17.3,F16_GARTNER,2,45T5,Corn,7,1028.61,2000110154
-93.977404,43.927077,32.54,1004553567,3,238,360,17,F16_GARTNER,2,45T5,Corn,7,1028.61,2000110154
-93.977404,43.927134,17.9,1004553570,3,244,360,17.9,F16_GARTNER,2,45T5,Corn,7,1028.28,2000110154
-93.977407,43.92719,7.47,1004553573,3,246,360,18.2,F16_GARTNER,2,45T5,Corn,7,1028.28,2000110154
-93.977289,43.92712,36.66,1004553594,3,241,360,17.2,F16_GARTNER,2,45T5,Corn,7,1029.59,2000110154
-93.977286,43.927065,40.1,1004553597,3,243,360,17.5,F16_GARTNER,2,45T5,Corn,7,1029.92,2000110154
-93.977287,43.927009,38.85,1004553600,3,239,360,17,F16_GARTNER,2,45T5,Corn,7,1029.92,2000110154
-93.977287,43.926953,37.99,1004553603,3,246,360,17.2,F16_GARTNER,2,45T5,Corn,7,1029.92,2000110154
-93.977287,43.926896,39.18,1004553606,3,248,360,17.3,F16_GARTNER,2,45T5,Corn,7,1029.59,2000110154
-93.977285,43.92684,40.55,1004553609,3,241,360,17.4,F16_GARTNER,2,45T5,Corn,7,1029.26,2000110154
-93.977284,43.926783,37.02,1004553612,3,242,360,17.2,F16_GARTNER,2,45T5,Corn,7,1028.61,2000110154
-93.977282,43.926726,38.45,1004553615,3,250,360,17.6,F16_GARTNER,2,45T5,Corn,7,1028.61,2000110154
-93.977281,43.926671,36.42,1004553618,3,242,360,17.4,F16_GARTNER,2,45T5,Corn,7,1028.61,2000110154
-93.977279,43.926614,35.26,1004553621,3,240,360,17.8,F16_GARTNER,2,45T5,Corn,7,1027.95,2000110154
-93.977277,43.926559,33.16,1004553624,3,246,360,17.5,F16_GARTNER,2,45T5,Corn,7,1027.95,2000110154
-93.977277,43.926504,35.17,1004553627,3,238,360,17.2,F16_GARTNER,2,45T5,Corn,7,1027.95,2000110154
-93.977275,43.926448,33.42,1004553630,3,238,360,17.2,F16_GARTNER,2,45T5,Corn,7,1027.95,2000110154
-93.977275,43.926393,33.72,1004553633,3,242,360,17.5,F16_GARTNER,2,45T5,Corn,7,1027.3,2000110154
-93.977273,43.926337,32.95,1004553636,3,239,360,17,F16_GARTNER,2,45T5,Corn,7,1026.97,2000110154
-93.977271,43.926288,25.43,1004553639,3,242,360,16.9,F16_GARTNER,2,45T5,Corn,7,1026.64,2000110154
-93.97727,43.92619,30.56,1004553648,3,120,360,17.9,F16_GARTNER,2,45T5,Corn,7,1027.95,2000110154
-93.977269,43.926142,37.56,1004553651,3,173,360,17.5,F16_GARTNER,2,45T5,Corn,7,1028.61,2000110154
-93.977268,43.92609,39.12,1004553654,3,224,360,17.8,F16_GARTNER,2,45T5,Corn,7,1028.94,2000110154
-93.977268,43.926036,35.46,1004553657,3,231,360,17.7,F16_GARTNER,2,45T5,Corn,7,1029.59,2000110154
-93.977267,43.925981,36.69,1004553660,3,239,360,17.9,F16_GARTNER,2,45T5,Corn,7,1030.25,2000110154
-93.977266,43.925926,37.15,1004553663,3,238,360,17.6,F16_GARTNER,2,45T5,Corn,7,1030.58,2000110154
-93.977266,43.925872,36.27,1004553666,3,236,360,17.3,F16_GARTNER,2,45T5,Corn,7,1030.9,2000110154
-93.977265,43.925817,38.85,1004553669,3,235,360,17.3,F16_GARTNER,2,45T5,Corn,7,1031.89,2000110154
-93.977265,43.925763,36.17,1004553672,3,238,360,17.2,F16_GARTNER,2,45T5,Corn,7,1032.54,2000110154
-93.977265,43.92571,35.92,1004553675,3,232,360,17.3,F16_GARTNER,2,45T5,Corn,7,1033.86,2000110154
-93.977263,43.925656,37.85,1004553678,3,237,360,17.7,F16_GARTNER,2,45T5,Corn,7,1035.17,2000110154
-93.977262,43.925603,34.71,1004553681,3,229,360,18.4,F16_GARTNER,2,45T5,Corn,7,1036.15,2000110154
-93.977261,43.925549,35.65,1004553684,3,230,360,18.2,F16_GARTNER,2,45T5,Corn,7,1037.14,2000110154
-93.97726,43.925495,34.53,1004553687,3,233,360,18.3,F16_GARTNER,2,45T5,Corn,7,1037.79,2000110154
-93.977259,43.925443,35.55,1004553690,3,230,360,18.7,F16_GARTNER,2,45T5,Corn,7,1038.45,2000110154
-93.977257,43.925391,34.63,1004553693,3,229,360,18.8,F16_GARTNER,2,45T5,Corn,7,1039.43,2000110154
-93.977258,43.925339,36.84,1004553696,3,224,360,18.6,F16_GARTNER,2,45T5,Corn,7,1040.42,2000110154
-93.977257,43.925287,39.61,1004553699,3,225,360,17.9,F16_GARTNER,2,45T5,Corn,7,1041.73,2000110154
-93.977256,43.925235,36.64,1004553702,3,226,360,17.7,F16_GARTNER,2,45T5,Corn,7,1043.37,2000110154
-93.977256,43.925182,34.41,1004553705,3,225,360,17.5,F16_GARTNER,2,45T5,Corn,7,1044.35,2000110154
-93.977253,43.92513,37.54,1004553708,3,230,360,17.7,F16_GARTNER,2,45T5,Corn,7,1045.66,2000110154
-93.977252,43.925078,34.36,1004553711,3,226,360,17.6,F16_GARTNER,2,45T5,Corn,7,1047.3,2000110154
-93.977252,43.925024,36.78,1004553714,3,229,360,17.4,F16_GARTNER,2,45T5,Corn,7,1048.29,2000110154
